caseid,peso,grupo_experimental,rnd_02,apoya_nacionalismo_blanco,apoya_sin_descripcion,apoya_con_descripcion,respuesta_sin_descripcion,respuesta_con_descripcion_tratado,respuesta_con_descripcion_control,genero,edad,edad_grupo,educacion,partido,ideologia,raza_etnia,ingreso_4
10401,0.473471621,control,0.0,0.0,0.0,,No,,No,Male,79,60+,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
10408,1.8220621903,control,0.0,0.0,0.0,,No,,No,Female,29,18-29,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
10420,0.3182117,control,0.0,0.0,0.0,,No,,No,Male,63,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10429,1.7169328858,treated,1.0,1.0,,1.0,,Yes,,Male,59,45-59,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10431,0.6009094208,treated,1.0,0.0,,0.0,,No,,Male,32,30-44,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
10439,1.212730153,control,0.0,0.0,0.0,,No,,No,Female,29,18-29,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10451,0.4269957642,control,0.0,0.0,0.0,,No,,No,Female,67,60+,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10454,0.1601505235,control,0.0,1.0,1.0,,Yes,,Yes,Male,63,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10456,1.5452578258,control,0.0,0.0,0.0,,No,,No,Male,60,60+,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10459,0.4855077015,control,0.0,0.0,0.0,,No,,No,Female,72,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10463,1.3725800921,control,0.0,1.0,1.0,,Yes,,Yes,Female,36,30-44,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10476,1.0925245741,control,0.0,0.0,0.0,,No,,No,Male,72,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10477,0.7073616168,control,0.0,0.0,0.0,,No,,No,Female,59,45-59,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10479,1.3867645282,treated,1.0,0.0,,0.0,,No,,Female,70,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10489,0.8343067748,treated,1.0,0.0,,0.0,,No,,Male,79,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10490,0.5685002988,control,0.0,0.0,0.0,,No,,No,Female,63,60+,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10491,1.3298856803,treated,1.0,0.0,,0.0,,No,,Female,33,30-44,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
10497,0.8053287041,control,0.0,0.0,0.0,,No,,No,Male,44,30-44,Bachelor's degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10501,0.7856107243,treated,1.0,0.0,,0.0,,No,,Male,53,45-59,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10506,1.4652608703,control,0.0,0.0,0.0,,No,,No,Female,66,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10508,0.8251889434,control,0.0,0.0,0.0,,No,,No,Female,59,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10509,1.4983444561,treated,1.0,0.0,,0.0,,No,,Male,31,30-44,Some college/ associates degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
10513,0.8282810092,treated,1.0,0.0,,0.0,,No,,Female,71,60+,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10516,1.8789017414,control,0.0,0.0,0.0,,No,,No,Female,58,45-59,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
10518,0.4734528606,treated,1.0,0.0,,0.0,,No,,Male,68,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
10523,0.4155527434,treated,1.0,0.0,,0.0,,No,,Male,50,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10524,2.1838818456,control,0.0,0.0,0.0,,No,,No,Male,62,60+,HS graduate or equivalent,Lean Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10529,0.9796823305,treated,1.0,0.0,,0.0,,No,,Male,45,45-59,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
10531,0.5140193461,treated,1.0,0.0,,0.0,,No,,Male,61,60+,Post grad study/professional degree,Lean Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10534,0.4866383582,treated,1.0,0.0,,0.0,,No,,Male,37,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10539,1.1551393703,treated,1.0,0.0,,0.0,,No,,Female,53,45-59,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10546,0.2853447321,treated,1.0,0.0,,0.0,,No,,Male,69,60+,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
10549,0.8272855732,treated,1.0,0.0,,0.0,,No,,Male,46,45-59,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
10550,0.689796985,control,0.0,0.0,0.0,,No,,No,Female,56,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10553,1.2714850017,control,0.0,0.0,0.0,,No,,No,Male,38,30-44,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10559,2.3446500888,control,0.0,0.0,0.0,,No,,No,Female,77,60+,HS graduate or equivalent,Don't Lean/Independent/None,Very conservative,"White, non-Hispanic","$100,000 or more"
10565,0.6380725274,treated,1.0,0.0,,0.0,,No,,Male,37,30-44,Post grad study/professional degree,Democrat,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10570,1.813241722,treated,1.0,0.0,,0.0,,No,,Male,67,60+,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
10581,0.7795899084,control,0.0,0.0,0.0,,No,,No,Female,50,45-59,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
10586,0.3573716024,control,0.0,0.0,0.0,,No,,No,Female,64,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
10591,1.6837847165,control,0.0,0.0,0.0,,No,,No,Female,53,45-59,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
10603,0.7607323803,control,0.0,0.0,0.0,,No,,No,Female,47,45-59,Post grad study/professional degree,Lean Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10606,0.7557138946,treated,1.0,0.0,,0.0,,No,,Female,50,45-59,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10608,0.7334214608,control,0.0,1.0,0.0,,No,,Yes,Male,79,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10618,0.5864643358,control,0.0,0.0,0.0,,No,,No,Male,44,30-44,Bachelor's degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10619,0.848093634,treated,1.0,0.0,,0.0,,No,,Male,68,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10623,0.2803846188,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
10625,0.5682558445,control,0.0,0.0,0.0,,No,,No,Male,85,60+,Bachelor's degree,Lean Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10626,1.8214697695,treated,1.0,0.0,,0.0,,No,,Male,47,45-59,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
10634,0.6960883878,treated,1.0,0.0,,0.0,,No,,Male,69,60+,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
10637,2.8966584119,treated,1.0,0.0,,0.0,,No,,Male,34,30-44,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
10649,1.4477227423,control,0.0,0.0,0.0,,No,,No,Female,29,18-29,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10652,1.4698336236,control,0.0,0.0,0.0,,No,,No,Male,45,45-59,Some college/ associates degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
10657,0.2481149188,treated,1.0,0.0,,0.0,,No,,Female,66,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
10660,0.5298582686,control,0.0,0.0,0.0,,No,,No,Female,69,60+,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
10670,1.4058622712,control,0.0,0.0,0.0,,No,,No,Male,52,45-59,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10679,0.6692145887,treated,1.0,0.0,,0.0,,No,,Male,74,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10681,2.5226705352,treated,1.0,0.0,,0.0,,No,,Female,34,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10687,0.984990802,control,0.0,0.0,0.0,,No,,No,Male,34,30-44,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
10689,0.9395231323,control,0.0,0.0,0.0,,No,,No,Male,81,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10690,3.0104872884,control,0.0,0.0,0.0,,No,,No,Female,30,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
10692,1.0634377385,control,0.0,0.0,0.0,,No,,No,Female,58,45-59,Less than HS,Lean Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
10694,1.494343883,treated,1.0,0.0,,0.0,,No,,Female,68,60+,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10717,1.5000251413,treated,1.0,0.0,,0.0,,No,,Male,32,30-44,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10720,1.7988576216,control,0.0,0.0,0.0,,No,,No,Female,84,60+,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10723,0.7686712533,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Bachelor's degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
10733,1.5966507163,control,0.0,1.0,1.0,,Yes,,Yes,Female,61,60+,HS graduate or equivalent,Republican,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
10741,1.875933276,control,0.0,0.0,0.0,,No,,No,Male,66,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10750,0.2287201397,treated,1.0,0.0,,0.0,,No,,Female,64,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10751,1.5780282294,control,0.0,0.0,0.0,,No,,No,Female,66,60+,Some college/ associates degree,Unknown,Unknown,"White, non-Hispanic","$100,000 or more"
10758,0.4667083428,treated,1.0,0.0,,0.0,,No,,Male,84,60+,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10759,0.3933485773,treated,1.0,0.0,,0.0,,No,,Male,59,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10760,0.8209903905,control,0.0,0.0,0.0,,No,,No,Male,31,30-44,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10772,0.4215548528,treated,1.0,0.0,,0.0,,No,,Female,40,30-44,Some college/ associates degree,Don't Lean/Independent/None,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10780,5.4755264967,treated,1.0,0.0,,0.0,,No,,Male,75,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10781,0.2249533983,control,0.0,0.0,0.0,,No,,No,Male,48,45-59,Post grad study/professional degree,Democrat,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10782,0.4611098832,treated,1.0,0.0,,0.0,,No,,Female,60,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10787,1.2055418427,treated,1.0,0.0,,0.0,,No,,Male,42,30-44,HS graduate or equivalent,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10790,1.2717274713,control,0.0,0.0,0.0,,No,,No,Male,44,30-44,HS graduate or equivalent,Lean Republican,Unknown,"White, non-Hispanic","$60,000 to under $100,000"
10791,0.738599413,treated,1.0,0.0,,0.0,,No,,Female,83,60+,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
10800,0.5336415632,control,0.0,0.0,0.0,,No,,No,Male,26,18-29,Some college/ associates degree,Don't Lean/Independent/None,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
10812,1.0211643374,treated,1.0,0.0,,0.0,,No,,Female,23,18-29,Some college/ associates degree,Lean Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
10831,0.7832666126,treated,1.0,0.0,,0.0,,No,,Female,22,18-29,Some college/ associates degree,Lean Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
10843,1.1048665312,control,0.0,0.0,0.0,,No,,No,Female,19,18-29,Less than HS,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10857,1.0600933338,control,0.0,0.0,0.0,,No,,No,Male,22,18-29,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10864,1.6776546134,treated,1.0,0.0,,0.0,,No,,Female,24,18-29,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
10869,1.7016179367,control,0.0,,,,Skipped,,Skipped,Female,22,18-29,HS graduate or equivalent,Don't Lean/Independent/None,Unknown,"White, non-Hispanic","Less than $30,000"
10872,1.41144078,control,0.0,0.0,0.0,,No,,No,Male,20,18-29,HS graduate or equivalent,Lean Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
10873,0.8792014398,control,0.0,0.0,0.0,,No,,No,Male,23,18-29,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10891,0.3588691075,treated,1.0,1.0,,1.0,,Yes,,Male,38,30-44,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
10907,4.0573752422,treated,1.0,0.0,,0.0,,No,,Male,24,18-29,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
10921,0.7272620201,control,0.0,0.0,0.0,,No,,No,Male,69,60+,Less than HS,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10922,2.2110350313,control,0.0,0.0,0.0,,No,,No,Male,23,18-29,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10930,0.9401349255,treated,1.0,0.0,,0.0,,No,,Male,25,18-29,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10948,1.4608524209,control,0.0,1.0,0.0,,No,,Yes,Male,19,18-29,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
10955,1.8303813885,treated,1.0,0.0,,0.0,,No,,Female,19,18-29,HS graduate or equivalent,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10975,1.967597259,treated,1.0,0.0,,0.0,,No,,Male,26,18-29,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10996,0.6553799238,control,0.0,0.0,0.0,,No,,No,Male,22,18-29,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
11002,1.0236114293,treated,1.0,0.0,,0.0,,No,,Male,18,18-29,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
11005,2.4556280196,treated,1.0,0.0,,0.0,,No,,Male,25,18-29,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
11009,0.2857697731,control,0.0,0.0,0.0,,No,,No,Female,63,60+,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
11027,0.4124943532,treated,1.0,0.0,,0.0,,No,,Female,85,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
11034,0.9924543886,control,0.0,0.0,0.0,,No,,No,Male,27,18-29,HS graduate or equivalent,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
11055,1.3321919169,control,0.0,0.0,0.0,,No,,No,Male,24,18-29,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
11070,0.71017273,control,0.0,0.0,,,Skipped,,No,Male,23,18-29,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
11082,0.1996148196,treated,1.0,0.0,,0.0,,No,,Male,28,18-29,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
11114,2.1688675565,treated,1.0,0.0,,0.0,,No,,Female,20,18-29,Less than HS,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
11117,0.1715897669,control,0.0,0.0,0.0,,No,,No,Male,25,18-29,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
11135,1.83350359,control,0.0,0.0,0.0,,No,,No,Male,26,18-29,HS graduate or equivalent,Lean Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
11147,1.9303412255,treated,1.0,0.0,,0.0,,No,,Male,26,18-29,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
11160,0.9145598622,control,0.0,0.0,0.0,,No,,No,Male,28,18-29,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
11165,2.8025556906,treated,1.0,0.0,,0.0,,No,,Male,19,18-29,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
11179,0.6069026367,treated,1.0,0.0,,0.0,,No,,Male,25,18-29,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
11202,0.7286273764,treated,1.0,0.0,,0.0,,No,,Male,23,18-29,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
11207,0.3473301237,control,0.0,0.0,0.0,,No,,No,Female,88,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
