caseid,peso,grupo_experimental,apoya_nacionalismo_blanco,apoya_sin_descripcion,apoya_con_descripcion,genero,edad,edad_grupo,educacion,ingreso_percentil,ingreso_quintil,asistencia_religiosa,partido,ideologia,voto_2020,dificultades_personales_n,amigos_solo_online_n,redes_frecuencia,redes_politica_n,identidad_blanca_indice,apoyo_violencia_indice,conspiracion_indice,condado_pct_blanco_2019,condado_cambio_pct_blanco,condado_distress,condado_ruralidad,info_pct_correcto
1636873467,1.44279247537555,control,0,0.0,,Woman,61,45-64,4-year,,,Never,Republican,Conservative,Trump,0,1.0,5.0,0.0,42.889763169786754,0.0,75.0,54.567047119140625,-8.975074768066406,-0.9139622449874878,Suburban metro,90.0
1638704467,0.138610041381869,control,0,0.0,,Woman,35,30-44,High school graduate,52.0,41-60%,Never,Independent,Moderate,Biden,0,1.0,3.0,0.0,32.19871644409804,0.0,63.29736503632217,54.99137878417969,-4.136608123779297,0.003968510311096907,Medium/small metro,10.0
1641147043,1.03614232536096,treated,0,,0.0,Man,66,65+,High school graduate,,,Yearly,Republican,Conservative,Trump,1,0.0,4.0,3.0,60.953176055406345,0.0,75.0,67.42913055419922,-5.052223205566406,-0.8297764658927917,Suburban metro,90.0
1644624827,0.344578476860254,treated,0,,0.0,Woman,35,30-44,High school graduate,10.0,0-20%,Never,Independent,Liberal,Biden,1,1.0,2.0,0.0,4.9380166328285275,0.0,50.0,38.0373420715332,-6.013134002685547,-0.6178629398345947,Medium/small metro,30.0
1645570517,1.07921595616997,control,0,0.0,,Woman,66,65+,2-year,52.0,41-60%,Never,Republican,Very conservative,Trump,0,0.0,4.0,0.0,72.55306592765267,0.0,50.0,79.97344207763672,-4.433349609375,-0.30087965726852417,Medium/small metro,60.0
1645715425,0.775237829175691,control,0,0.0,,Man,58,45-64,Some college,32.0,21-40%,Seldom,Republican,Moderate,Trump,0,0.0,5.0,0.0,54.531357901639225,0.0,41.40453330371697,26.203954696655273,-2.6932945251464844,-0.22114193439483643,Central metro,0.0
1648061519,0.435636403789737,control,0,0.0,,Woman,20,18-29,High school graduate,1.0,0-20%,Don't know,Independent,Not sure,Trump,2,0.0,8.0,0.0,73.28574680541594,63.41609753586487,71.89283173260522,95.39720153808594,-1.0390853881835938,-0.6093757152557373,Non-metro,0.0
1651145173,1.0264239126247,control,0,0.0,,Woman,52,45-64,Post-grad,93.0,81-100%,Seldom,Democrat,Liberal,Biden,0,0.0,2.0,1.0,20.959393794554305,0.0,0.0,36.5784912109375,4.674434661865234,-0.1690656989812851,Central metro,
1654274079,1.62022863825294,treated,0,,0.0,Woman,58,45-64,High school graduate,10.0,0-20%,Seldom,Democrat,Moderate,Did not vote,1,0.0,2.0,0.0,53.5763693243973,0.0,54.701898340039136,57.05282211303711,-5.678810119628906,-0.9289579391479492,Suburban metro,60.0
1655226019,1.17542332367566,treated,0,,0.0,Other,18,18-29,2-year,75.0,61-80%,Yearly,Independent,Very liberal,Did not vote,1,1.0,2.0,2.0,22.178385797432917,0.0,63.29736503632217,93.83020782470703,-1.296478271484375,-1.0440037250518799,Suburban metro,100.0
1655498103,2.13166321393956,control,0,0.0,,Woman,19,18-29,Some college,52.0,41-60%,Never,Not sure,Not sure,Did not vote,1,0.0,1.0,0.0,4.176991632750588,0.0,32.80906660743393,71.96868896484375,-3.9410247802734375,0.23981121182441711,Medium/small metro,0.0
1622642061,1.69517627167344,treated,0,,0.0,Woman,60,45-64,4-year,75.0,61-80%,Weekly,Republican,Very conservative,Trump,1,0.0,2.0,1.0,51.79202235914294,0.0,39.89209510896651,47.20899963378906,-10.64310073852539,-0.7908434271812439,Suburban metro,90.0
1622651013,0.98372369984058,control,0,0.0,,Woman,63,45-64,4-year,81.0,81-100%,Seldom,Democrat,Liberal,Biden,1,0.0,1.0,2.0,4.9380166328285275,0.0,4.701898340039135,61.06376647949219,-8.180831909179688,-0.3854629099369049,Central metro,90.0
1622586365,0.975865778027548,treated,0,,0.0,Woman,64,45-64,4-year,43.0,41-60%,Never,Democrat,Moderate,Biden,2,0.0,3.0,2.0,5.068201106319437,0.0,75.0,80.83057403564453,-5.3108367919921875,-0.43884652853012085,Medium/small metro,80.0
1622514533,0.647887086057005,control,0,0.0,,Woman,65,65+,4-year,81.0,81-100%,Weekly,Democrat,Liberal,Biden,0,0.0,5.0,0.0,5.198385579810352,0.0,0.0,42.28560256958008,-2.9276657104492188,-0.09489163011312485,Central metro,80.0
1622604777,0.571141365213198,treated,0,,0.0,Man,66,65+,Some college,52.0,41-60%,Never,Democrat,Moderate,Biden,0,3.0,4.0,0.0,10.13640221263888,0.0,75.0,43.64125442504883,-1.1114463806152344,1.1227920055389404,Central metro,90.0
1622449891,1.21758668854147,treated,0,,0.0,Man,88,65+,4-year,52.0,41-60%,Seldom,Democrat,Liberal,Biden,2,0.0,5.0,0.0,49.485344752569986,0.0,21.892831732605206,34.478031158447266,-5.250873565673828,0.8970238566398621,Central metro,80.0
1622604897,0.698393082096256,control,0,0.0,,Woman,65,65+,4-year,32.0,21-40%,Seldom,Democrat,Moderate,Biden,1,0.0,1.0,1.0,7.5372094227337,0.0,75.0,46.67635726928711,-6.808048248291016,-0.3784574270248413,Suburban metro,90.0
1622895309,1.07021095909708,treated,0,,0.0,Woman,53,45-64,Post-grad,91.0,81-100%,Never,Democrat,Liberal,Biden,1,0.0,2.0,0.0,2.46900831641427,0.0,9.403796680078264,81.8163070678711,-4.389457702636719,-0.19011694192886353,Medium/small metro,90.0
1622611249,0.476942539093539,control,0,0.0,,Woman,68,65+,Post-grad,52.0,41-60%,Never,Democrat,Very liberal,Biden,0,0.0,3.0,3.0,14.313393845389458,0.0,4.701898340039135,65.72832489013672,-6.648033142089844,-1.2961368560791016,Suburban metro,100.0
1622929051,1.44279247537555,control,0,0.0,,Woman,62,45-64,4-year,52.0,41-60%,Monthly,Republican,Conservative,Trump,0,0.0,5.0,0.0,72.55306592765267,0.0,75.0,31.680471420288086,-14.199430465698242,-0.937870442867279,Suburban metro,90.0
1622819919,0.958952121753011,treated,0,,0.0,Woman,68,65+,Post-grad,91.0,81-100%,Never,Democrat,Liberal,Biden,0,0.0,1.0,3.0,7.667393896224615,0.0,41.40453330371697,27.674318313598633,-4.356573104858398,-0.2407391220331192,Central metro,90.0
1622941891,0.280935405171672,control,0,0.0,,Woman,79,65+,4-year,86.0,81-100%,Never,Independent,Very liberal,Biden,0,0.0,2.0,3.0,10.13640221263888,0.0,100.0,69.57066345214844,-8.626304626464844,-1.1026066541671753,Suburban metro,70.0
1622567281,0.3174117603651,treated,0,,0.0,Man,63,45-64,4-year,90.0,81-100%,Weekly,Independent,Moderate,Biden,1,0.0,4.0,0.0,21.736292084885218,0.0,9.403796680078264,55.241024017333984,-3.7933311462402344,-0.7903984785079956,Central metro,80.0
1622995349,0.905293668447134,treated,0,,0.0,Woman,50,45-64,4-year,68.0,61-80%,Seldom,Democrat,Moderate,Biden,0,0.0,5.0,0.0,56.083325175131456,0.0,16.404533303716963,84.24959564208984,-6.629020690917969,-1.3210378885269165,Suburban metro,90.0
1623022421,0.397496534222946,control,0,0.0,,Woman,52,45-64,2-year,90.0,81-100%,Never,Republican,Moderate,Trump,0,,5.0,0.0,58.64457043071673,0.0,25.80832998379523,58.916221618652344,-4.572032928466797,0.3518431782722473,Central metro,50.0
1622532469,1.31092343246339,control,1,1.0,,Woman,76,65+,2-year,43.0,41-60%,Weekly,Republican,Very conservative,Trump,1,0.0,2.0,1.0,100.0,0.0,67.9992633763613,73.93124389648438,-2.6761398315429688,-0.7278993725776672,Medium/small metro,90.0
1623054243,0.789071699522952,treated,0,,0.0,Man,55,45-64,4-year,,,Never,Democrat,Liberal,Biden,0,0.0,2.0,3.0,2.5991927899051785,0.0,0.0,26.203954696655273,-2.6932945251464844,-0.22114193439483643,Central metro,100.0
1622532751,0.22519243140038,treated,0,,0.0,Woman,61,45-64,Some college,22.0,21-40%,Never,Democrat,Liberal,Biden,1,2.0,2.0,0.0,44.35325082939422,0.0,49.213599911150894,78.51620483398438,-3.6711349487304688,-0.24310432374477386,Central metro,60.0
1623066719,0.809813070664758,control,0,0.0,,Woman,39,30-44,Post-grad,60.0,41-60%,Seldom,Democrat,Liberal,Biden,0,0.0,2.0,1.0,16.91258663529463,0.0,0.0,81.5345230102539,-10.341255187988281,0.5334258079528809,Medium/small metro,80.0
1623062333,0.654485113994435,control,0,0.0,,Man,44,30-44,Some college,32.0,21-40%,Never,Democrat,Very liberal,Biden,1,0.0,2.0,1.0,7.407024949242793,0.0,54.701898340039136,78.48883819580078,-5.475074768066406,-0.871218740940094,Suburban metro,80.0
1623157723,0.935938808666904,treated,0,,0.0,Woman,54,45-64,4-year,60.0,41-60%,Monthly,Democrat,Liberal,Biden,2,0.0,5.0,0.0,5.068201106319437,0.0,29.70189834003913,44.59882736206055,-3.9057083129882812,1.1816803216934204,Non-metro,100.0
1623234941,0.566451343126126,control,0,0.0,,Woman,66,65+,High school graduate,68.0,61-80%,Yearly,Democrat,Very liberal,Biden,1,0.0,1.0,0.0,60.59880978651771,0.0,54.701898340039136,61.06376647949219,-8.180831909179688,-0.3854629099369049,Central metro,100.0
1621900035,1.03614232536096,control,0,0.0,,Man,71,65+,High school graduate,52.0,41-60%,Never,Republican,Moderate,Trump,0,0.0,5.0,0.0,66.66006071758223,0.0,50.0,75.4949951171875,-4.162849426269531,-0.07335115969181061,Central metro,100.0
1623275415,0.521289478436435,treated,0,,0.0,Woman,67,65+,High school graduate,43.0,41-60%,Never,Democrat,Moderate,Biden,1,0.0,5.0,0.0,68.60025609029982,0.0,9.403796680078264,87.11614227294922,-1.9065933227539062,0.5637276768684387,Medium/small metro,70.0
1623291683,0.789071699522952,control,0,0.0,,Man,53,45-64,4-year,1.0,0-20%,Never,Democrat,Very liberal,Biden,1,0.0,5.0,0.0,24.906002678093195,0.0,57.809066607433934,42.77462387084961,-9.007991790771484,-0.19702109694480896,Central metro,100.0
1623291143,0.873581282407573,treated,0,,0.0,Man,52,45-64,2-year,68.0,61-80%,Weekly,Republican,Moderate,Trump,3,0.0,3.0,1.0,78.59844356846422,0.0,49.19167001620476,85.40304565429688,-0.624481201171875,0.029132865369319916,Non-metro,70.0
1622924197,0.893812846407401,control,1,1.0,,Woman,69,65+,Some college,,,Weekly,Democrat,Moderate,Biden,3,0.0,1.0,2.0,76.83816778982724,0.0,60.89430497988259,94.69499206542969,-1.8472824096679688,-0.6309142112731934,Suburban metro,
1628638561,1.79841500795495,treated,0,,0.0,Man,68,65+,No HS,10.0,0-20%,Seldom,Republican,Very conservative,Trump,0,0.0,5.0,0.0,22.927746057872437,0.0,100.0,43.64125442504883,-1.1114463806152344,1.1227920055389404,Central metro,80.0
1629152463,0.781480243230296,treated,0,,0.0,Man,63,45-64,Some college,43.0,41-60%,Never,Republican,Conservative,Trump,1,0.0,3.0,0.0,36.48825887735076,0.0,79.70189834003914,86.22769165039062,-2.8922119140625,0.2861706018447876,Medium/small metro,100.0
1629145095,0.587883965650748,control,0,0.0,,Woman,59,45-64,High school graduate,68.0,61-80%,Yearly,Republican,Conservative,Trump,5,0.0,2.0,3.0,44.04861968109527,16.783013174252464,100.0,71.48737335205078,-5.5333404541015625,-0.7750250101089478,Medium/small metro,90.0
1629164123,0.607154429566785,control,0,0.0,,Man,39,30-44,2-year,60.0,41-60%,Never,Democrat,Liberal,Biden,0,0.0,4.0,0.0,41.44390918316806,0.0,0.0,68.82722473144531,-6.2554168701171875,-0.9998795986175537,Central metro,100.0
1628172221,0.873581282407573,treated,0,,0.0,Man,62,45-64,Some college,60.0,41-60%,Weekly,Republican,Very conservative,Trump,1,0.0,2.0,0.0,47.82601941987947,0.0,75.0,85.24642181396484,-1.640716552734375,0.5878657698631287,Non-metro,100.0
1629176979,0.34115354221895,treated,0,,0.0,Woman,55,45-64,High school graduate,,,Never,Democrat,Liberal,Biden,0,0.0,2.0,0.0,23.19977974449268,0.0,50.0,93.626708984375,-1.7477340698242188,-0.12071522325277328,Medium/small metro,60.0
1629340389,1.22618479568181,control,0,0.0,,Man,54,45-64,4-year,10.0,0-20%,Weekly,Independent,Very conservative,Trump,2,0.0,4.0,0.0,48.4222011571546,0.0,100.0,81.67520141601562,-5.172119140625,-0.6719366908073425,Medium/small metro,100.0
1629470263,1.12033204674047,treated,0,,0.0,Man,69,65+,High school graduate,52.0,41-60%,Weekly,Republican,Conservative,Trump,1,0.0,5.0,0.0,23.928826143601075,0.0,100.0,94.93297576904297,-1.8710861206054688,-0.43618738651275635,Non-metro,60.0
1629787079,0.43769681126981,control,0,0.0,,Woman,31,30-44,Some college,22.0,21-40%,Seldom,Democrat,Liberal,Biden,0,2.0,4.0,0.0,28.83849865411493,0.0,25.0,74.39098358154297,-5.033393859863281,-0.6938732862472534,Medium/small metro,40.0
1630451571,0.976122539368087,control,0,0.0,,Woman,66,65+,High school graduate,60.0,41-60%,Weekly,Republican,Moderate,Trump,1,0.0,3.0,0.0,85.99926756389306,0.0,25.0,57.4263916015625,-5.3622589111328125,-0.8456342816352844,Suburban metro,100.0
1631815449,0.383202415794161,control,0,0.0,,Woman,38,30-44,Post-grad,86.0,81-100%,Never,Independent,Liberal,Biden,0,0.0,3.0,1.0,0.0,0.0,0.0,78.12223052978516,-2.2817230224609375,-1.1137017011642456,Suburban metro,90.0
1632006411,0.451264797722728,treated,0,,0.0,Woman,41,30-44,2-year,52.0,41-60%,Don't know,Republican,Very conservative,Trump,1,1.0,4.0,0.0,50.000000000000014,0.0,50.0,78.3687744140625,-5.8896484375,0.2093309760093689,Medium/small metro,50.0
1632340675,1.25893634385786,treated,0,,0.0,Woman,40,30-44,4-year,43.0,41-60%,Never,Democrat,Very liberal,Biden,0,0.0,3.0,1.0,9.11500826557911,0.0,16.404533303716963,40.79656982421875,1.114715576171875,0.17345866560935974,Central metro,60.0
1632900287,2.43371000819075,control,0,0.0,,Man,32,30-44,4-year,75.0,61-80%,Weekly,Republican,Conservative,Did not vote,1,0.0,5.0,0.0,30.60504431099967,0.0,4.701898340039135,88.37689208984375,-2.46343994140625,0.2307681441307068,Non-metro,80.0
1633132097,0.407952450457946,control,0,0.0,,Man,39,30-44,4-year,92.0,81-100%,Seldom,Independent,Moderate,Biden,0,0.0,2.0,0.0,14.19908266215152,0.0,36.70263496367783,42.472293853759766,-3.3278732299804688,-0.8274369835853577,Medium/small metro,100.0
1633328389,0.999860834618644,treated,0,,0.0,Woman,65,65+,Post-grad,81.0,81-100%,Never,Democrat,Very liberal,Biden,3,0.0,5.0,0.0,10.396771159620698,0.0,0.0,38.678306579589844,-4.572090148925781,0.08319134265184402,Medium/small metro,100.0
1633042427,0.189903878157525,treated,0,,0.0,Woman,59,45-64,Some college,,,Weekly,Democrat,Not sure,Biden,0,0.0,2.0,0.0,60.708680398677494,0.0,50.0,66.80671691894531,-7.723838806152344,-0.4052813649177551,Suburban metro,60.0
1631901641,0.700086889522432,control,0,0.0,,Woman,72,65+,Some college,52.0,41-60%,Weekly,Democrat,Liberal,Biden,2,0.0,2.0,0.0,10.13640221263888,0.0,17.999263376361302,,,,,90.0
1632156617,0.985811172146054,control,0,0.0,,Man,67,65+,High school graduate,,,Seldom,Republican,Very conservative,Trump,2,0.0,3.0,0.0,56.42181815376713,0.0,79.70189834003914,46.72114562988281,-7.975696563720703,-0.6532940864562988,Central metro,90.0
1633087045,0.958952121753011,treated,0,,0.0,Woman,83,65+,Post-grad,68.0,61-80%,Never,Democrat,Liberal,Biden,0,0.0,5.0,0.0,22.421121071425965,0.0,0.0,69.38191986083984,-3.5825881958007812,-1.0579869747161865,Medium/small metro,100.0
1633341801,0.669818743474705,treated,0,,0.0,Woman,73,65+,4-year,,,Never,Democrat,Liberal,Biden,0,0.0,3.0,1.0,0.0,0.0,0.0,65.74018859863281,-3.5275650024414062,-0.2626899778842926,Medium/small metro,100.0
1633097423,0.571141365213198,control,0,0.0,,Man,69,65+,2-year,32.0,21-40%,Never,Democrat,Liberal,Biden,0,1.0,3.0,0.0,75.00000000000001,0.0,75.0,85.80770874023438,-4.597015380859375,-0.8503196835517883,Medium/small metro,80.0
1633346707,0.739160839830047,control,0,0.0,,Man,78,65+,Post-grad,86.0,81-100%,Never,Democrat,Very liberal,Biden,0,0.0,5.0,3.0,0.0,0.0,4.701898340039135,71.15406036376953,-3.858001708984375,-1.4774000644683838,Suburban metro,90.0
1633348015,0.20024295816574,treated,0,,0.0,Woman,44,30-44,Some college,22.0,21-40%,Weekly,Democrat,Liberal,Biden,0,1.0,2.0,3.0,56.44389239783406,0.0,70.29810165996086,42.792335510253906,4.554134368896484,-0.1876106560230255,Medium/small metro,40.0
1633341507,0.770475978899044,control,0,0.0,,Woman,38,30-44,Post-grad,91.0,81-100%,Seldom,Democrat,Moderate,Biden,2,0.0,4.0,0.0,0.0,0.0,0.0,61.4925651550293,-2.5083045959472656,-1.7285853624343872,Central metro,90.0
1631862375,0.620622143401567,control,0,0.0,,Man,75,65+,Some college,22.0,21-40%,Seldom,Democrat,Liberal,Biden,2,1.0,1.0,3.0,28.951049454617063,0.0,0.0,64.2432632446289,-6.3785400390625,-0.5789252519607544,Suburban metro,70.0
1633364513,0.848226136744501,control,0,0.0,,Woman,58,45-64,Some college,68.0,61-80%,Weekly,Republican,Very conservative,Trump,2,1.0,2.0,0.0,10.396771159620698,0.0,54.701898340039136,48.859188079833984,-3.556720733642578,0.1593121439218521,Non-metro,90.0
1633360123,0.98372369984058,treated,0,,0.0,Woman,56,45-64,4-year,75.0,61-80%,Seldom,Democrat,Moderate,Biden,0,0.0,2.0,1.0,24.890129387840226,0.0,0.0,89.92963409423828,-1.7613906860351562,-0.40612414479255676,Non-metro,100.0
1633365623,0.849672193060865,treated,0,,0.0,Man,47,45-64,Post-grad,68.0,61-80%,Never,Independent,Moderate,Trump,2,0.0,2.0,0.0,57.7772645083844,74.8254802386213,70.29810165996086,46.83310317993164,-8.488201141357422,-0.8588114976882935,Central metro,50.0
1630445657,1.12051129814269,treated,0,,0.0,Man,71,65+,4-year,,,Never,Democrat,Liberal,Biden,1,0.0,5.0,0.0,31.683947483484754,0.0,4.701898340039135,58.916221618652344,-4.572032928466797,0.3518431782722473,Central metro,70.0
1632791525,0.188386938160252,control,0,0.0,,Woman,52,45-64,2-year,90.0,81-100%,Weekly,Independent,Moderate,Biden,0,0.0,2.0,0.0,35.48449860327976,0.0,46.1064316437561,85.5199203491211,-2.9844284057617188,-0.521213173866272,Non-metro,60.0
1633332017,1.03255622483195,treated,0,,0.0,Woman,65,65+,4-year,75.0,61-80%,Weekly,Republican,Conservative,Trump,0,0.0,5.0,0.0,,0.0,54.701898340039136,53.08287811279297,-9.078266143798828,-0.8239190578460693,Suburban metro,90.0
1633114461,0.698393082096256,control,0,0.0,,Woman,74,65+,4-year,91.0,81-100%,Never,Democrat,Liberal,Biden,0,0.0,2.0,0.0,22.68325040114359,0.0,9.403796680078264,40.588294982910156,-6.1131134033203125,-0.953155517578125,Central metro,80.0
1633332267,1.12051129814269,treated,0,,0.0,Man,69,65+,4-year,,,Weekly,Democrat,Moderate,Biden,0,0.0,3.0,1.0,36.49001926008657,0.0,66.40453330371697,83.84654998779297,-2.9048919677734375,-1.2260493040084839,Suburban metro,80.0
1633377895,1.37069631069959,treated,0,,0.0,Man,58,45-64,4-year,52.0,41-60%,Seldom,Democrat,Conservative,Trump,2,0.0,5.0,0.0,55.95314070164056,0.0,30.510228323834365,29.58929443359375,-6.949165344238281,-0.15158569812774658,Central metro,100.0
1633378073,0.756787299065869,control,0,0.0,,Other,64,45-64,4-year,,,Seldom,Democrat,Very liberal,Biden,1,0.0,4.0,1.0,2.5991927899051785,0.0,25.80832998379523,37.28828811645508,-14.578941345214844,-0.9952415823936462,Suburban metro,80.0
1633378227,0.538935674050702,treated,0,,0.0,Woman,67,65+,High school graduate,52.0,41-60%,Never,Democrat,Liberal,Biden,0,0.0,5.0,0.0,43.376074294902104,0.0,50.0,72.03840637207031,-3.6681747436523438,0.29669252038002014,Suburban metro,70.0
1633390817,1.12842389794693,control,0,0.0,,Man,62,45-64,4-year,75.0,61-80%,Seldom,Republican,Conservative,Trump,0,0.0,3.0,0.0,44.59950686885887,0.0,0.0,79.02989959716797,-7.490776062011719,-0.40004321932792664,Suburban metro,80.0
1633437743,0.98372369984058,control,0,0.0,,Woman,53,45-64,4-year,75.0,61-80%,Yearly,Democrat,Liberal,Biden,0,0.0,5.0,0.0,9.245192739070024,0.0,4.701898340039135,61.06376647949219,-8.180831909179688,-0.3854629099369049,Central metro,70.0
1633424543,1.28399616509017,treated,0,,0.0,Man,67,65+,Post-grad,,,Weekly,Republican,Very conservative,Trump,0,0.0,5.0,0.0,58.420388635319014,0.0,63.29736503632217,48.96409606933594,-3.1944007873535156,-1.1699702739715576,Central metro,80.0
1633368415,0.501091814648026,control,0,0.0,,Man,60,45-64,High school graduate,22.0,21-40%,Weekly,Republican,Moderate,Trump,1,0.0,2.0,0.0,50.000000000000014,0.0,50.0,40.588294982910156,-6.1131134033203125,-0.953155517578125,Central metro,90.0
1633437093,1.53047134096934,treated,0,,0.0,Woman,57,45-64,Post-grad,90.0,81-100%,Never,Republican,Conservative,Trump,1,0.0,2.0,0.0,44.35325082939422,0.0,42.999263376361306,65.2079849243164,-5.03924560546875,-0.04324580356478691,Central metro,100.0
1633451919,0.756858654604814,control,0,0.0,,Man,35,30-44,4-year,75.0,61-80%,Seldom,Independent,Moderate,Trump,0,0.0,2.0,1.0,53.99890134583958,0.0,34.403796680078266,77.71156311035156,-5.855415344238281,-0.5559371113777161,Medium/small metro,90.0
1633452303,0.590866734043002,treated,0,,0.0,Man,63,45-64,Some college,92.0,81-100%,Seldom,Democrat,Very liberal,Biden,0,0.0,3.0,0.0,22.66737711089062,0.0,46.1064316437561,31.41365623474121,-5.65764045715332,-1.0575573444366455,Central metro,80.0
1633451855,1.55471020030713,treated,0,,0.0,Man,41,30-44,Post-grad,90.0,81-100%,Monthly,Republican,Very liberal,Trump,0,0.0,1.0,2.0,94.57743262479194,0.0,88.29736503632219,66.90235137939453,-5.915168762207031,-1.1846463680267334,Suburban metro,90.0
1633453765,0.504295047100135,control,0,0.0,,Man,45,45-64,Post-grad,90.0,81-100%,Weekly,Republican,Very conservative,Trump,1,0.0,5.0,0.0,91.88424251297997,46.63308436161241,79.70189834003914,46.72114562988281,-7.975696563720703,-0.6532940864562988,Central metro,100.0
1633441973,1.28399616509017,control,0,0.0,,Man,72,65+,Post-grad,81.0,81-100%,Weekly,Republican,Very conservative,Trump,1,0.0,4.0,0.0,63.06337753185381,0.0,75.0,89.8080825805664,-0.89013671875,0.7855091094970703,Non-metro,100.0
1633441251,2.84449427048558,treated,0,,0.0,Man,62,45-64,Post-grad,86.0,81-100%,Seldom,Democrat,Liberal,Did not vote,1,0.0,5.0,0.0,38.44425861588754,0.0,46.1064316437561,68.2245864868164,-7.31243896484375,-1.0895299911499023,Suburban metro,70.0
1633453913,0.813521467582776,treated,0,,0.0,Woman,56,45-64,Some college,22.0,21-40%,Monthly,Republican,Conservative,Trump,1,0.0,2.0,0.0,50.000000000000014,0.0,76.59473007264434,92.29425811767578,-2.7110137939453125,0.7406623959541321,Non-metro,10.0
1633465773,0.466528240781,control,0,0.0,,Man,49,45-64,Some college,43.0,41-60%,Monthly,Independent,Liberal,Biden,0,0.0,2.0,0.0,8.353983265501164,0.0,17.999263376361302,69.89987182617188,-5.8361968994140625,0.276604026556015,Medium/small metro,90.0
1633484585,0.935938808666904,control,0,0.0,,Woman,51,45-64,4-year,81.0,81-100%,Never,Democrat,Very liberal,Biden,2,0.0,1.0,3.0,15.76100821474396,0.0,0.0,29.58929443359375,-6.949165344238281,-0.15158569812774658,Central metro,100.0
1633485445,0.789071699522952,treated,0,,0.0,Man,53,45-64,4-year,75.0,61-80%,Weekly,Democrat,Moderate,Biden,1,0.0,4.0,2.0,23.558586584459476,0.0,29.70189834003913,72.65792083740234,-5.403511047363281,-1.3284218311309814,Suburban metro,90.0
1633002845,0.74351943331671,control,0,0.0,,Man,49,45-64,Some college,60.0,41-60%,Never,Republican,Moderate,Trump,1,0.0,5.0,1.0,44.72969134234979,0.0,91.40453330371696,61.18764114379883,0.6616554260253906,0.17218928039073944,Medium/small metro,80.0
1633380089,0.965615945534554,control,0,0.0,,Man,52,45-64,Post-grad,81.0,81-100%,Weekly,Republican,Very conservative,Trump,2,0.0,2.0,1.0,44.35325082939422,0.0,95.29810165996085,90.3331298828125,-1.275604248046875,0.6709045767784119,Medium/small metro,90.0
1632735301,0.873581282407573,treated,0,,0.0,Man,63,45-64,Some college,22.0,21-40%,Never,Republican,Conservative,Trump,1,0.0,4.0,1.0,43.86062503728164,0.0,100.0,74.85203552246094,-4.195060729980469,-0.694241464138031,Medium/small metro,100.0
1633557455,0.406043700746389,control,0,0.0,,Woman,33,30-44,Some college,,,Never,Democrat,Liberal,Biden,0,0.0,3.0,0.0,31.645999949164853,0.0,50.0,77.38529968261719,-4.708778381347656,-0.38403281569480896,Medium/small metro,50.0
1633545261,1.4525811911579,treated,0,,0.0,Woman,55,45-64,Some college,68.0,61-80%,Weekly,Independent,Not sure,Did not vote,1,0.0,2.0,0.0,14.19908266215152,0.0,54.701898340039136,55.245628356933594,-9.022911071777344,0.09490387886762619,Central metro,10.0
1633557627,0.587883965650748,treated,0,,0.0,Woman,60,45-64,High school graduate,43.0,41-60%,Never,Republican,Very conservative,Trump,1,0.0,1.0,1.0,73.26367256134903,0.0,100.0,87.06707763671875,0.1597442626953125,-1.00982666015625,Suburban metro,80.0
1633043255,0.756787299065869,control,0,0.0,,Man,64,45-64,4-year,92.0,81-100%,Seldom,Democrat,Liberal,Biden,0,0.0,2.0,1.0,7.667393896224615,0.0,0.0,56.52241516113281,-3.653125762939453,-0.01813286915421486,Medium/small metro,100.0
1633623533,2.09547675800942,treated,0,,0.0,Woman,34,30-44,2-year,32.0,21-40%,Never,Not sure,Not sure,Did not vote,1,0.0,2.0,0.0,25.862865351254186,0.0,70.29810165996086,88.91162872314453,-3.4010543823242188,-1.2050639390945435,Medium/small metro,30.0
1633624387,0.208785284203866,treated,0,,0.0,Woman,44,30-44,Some college,10.0,0-20%,Never,Not sure,Moderate,Biden,3,0.0,2.0,0.0,36.375708076848625,0.0,9.403796680078264,93.60828399658203,-1.5645828247070312,-0.49774065613746643,Non-metro,60.0
1633636789,0.406043700746389,control,0,0.0,,Woman,43,30-44,Some college,1.0,0-20%,Seldom,Democrat,Not sure,Biden,1,0.0,1.0,0.0,43.15365288224017,0.0,4.701898340039135,92.6922836303711,-0.8021316528320312,0.22979934513568878,Medium/small metro,10.0
1633689885,0.406043700746389,control,0,0.0,,Woman,34,30-44,Some college,1.0,0-20%,Seldom,Democrat,Very liberal,Biden,2,0.0,3.0,2.0,18.24588982141119,0.0,0.0,66.03886413574219,-5.8703155517578125,-0.5050007700920105,Suburban metro,90.0
1633844835,0.625934933657642,treated,1,,1.0,Woman,39,30-44,Some college,22.0,21-40%,Seldom,Republican,Very conservative,Trump,3,0.0,2.0,1.0,100.0,22.487704525630676,60.89430497988259,92.39402770996094,-2.5205459594726562,-0.9130545258522034,Medium/small metro,20.0
1633939713,0.20024295816574,treated,0,,0.0,Woman,34,30-44,2-year,22.0,21-40%,Don't know,Democrat,Not sure,Biden,1,0.0,2.0,0.0,50.000000000000014,0.0,50.0,63.33399963378906,-6.785423278808594,-0.36927977204322815,Medium/small metro,0.0
1633984803,1.42567182723625,control,0,0.0,,Woman,42,30-44,No HS,10.0,0-20%,Never,Republican,Moderate,Did not vote,1,0.0,1.0,0.0,27.10473769062302,0.0,79.70189834003914,76.38329315185547,-7.048187255859375,-0.5251846313476562,Medium/small metro,60.0
