individual_id,country,lat,lon,date_bp,region,unrelated,coverage,data_source
ST0083,Belgium,50.816667,5.183333,1100.0,C,1,1.16,1. Previously published data (ancient)
ST0084,Belgium,50.816667,5.183333,957.0,C,1,0.44,1. Previously published data (ancient)
ST0085,Belgium,50.816667,5.183333,1088.0,C,1,1.54,1. Previously published data (ancient)
ST0091,Belgium,50.816667,5.183333,957.0,C,1,0.98,1. Previously published data (ancient)
ST0092,Belgium,50.816667,5.183333,957.0,C,1,1.28,1. Previously published data (ancient)
ST0101,Belgium,50.816667,5.183333,957.0,C,1,0.76,1. Previously published data (ancient)
ST0102,Belgium,50.816667,5.183333,957.0,C,1,0.2,1. Previously published data (ancient)
ST0103,Belgium,50.816667,5.183333,896.0,C,1,1.16,1. Previously published data (ancient)
ST0119,Belgium,50.815,5.186,250.0,C,1,1.04,1. Previously published data (ancient)
ST0121,Belgium,50.815,5.186,187.0,C,1,0.52,1. Previously published data (ancient)
ST0128,Belgium,50.816667,5.183333,1100.0,C,1,0.41,1. Previously published data (ancient)
ST0129,Belgium,50.816667,5.183333,1100.0,C,1,0.67,1. Previously published data (ancient)
ST0132,Belgium,50.816667,5.183333,1072.0,C,1,1.1,1. Previously published data (ancient)
ST0136,Belgium,50.816667,5.183333,1100.0,C,1,1.04,1. Previously published data (ancient)
ST0139,Belgium,50.816667,5.183333,1100.0,C,1,0.95,1. Previously published data (ancient)
ST0140,Belgium,50.816667,5.183333,1022.0,C,0,0.9,1. Previously published data (ancient)
ST0141,Belgium,50.816667,5.183333,847.0,C,0,1.1,1. Previously published data (ancient)
ST0146,Belgium,50.815,5.186,250.0,C,1,1.03,1. Previously published data (ancient)
ST0156,Belgium,50.815,5.186,240.0,C,1,0.28,1. Previously published data (ancient)
ST0160,Belgium,50.815,5.186,250.0,C,1,1.15,1. Previously published data (ancient)
ST0162,Belgium,50.816667,5.183333,1077.0,C,1,0.57,1. Previously published data (ancient)
ST0186,Belgium,50.815,5.186,174.0,C,1,1.06,1. Previously published data (ancient)
ST0218,Belgium,50.815,5.186,250.0,C,1,0.31,1. Previously published data (ancient)
ST0219,Belgium,50.815,5.186,185.0,C,1,1.27,1. Previously published data (ancient)
ST0223,Belgium,50.815,5.186,250.0,C,1,0.97,1. Previously published data (ancient)
ST0246,Belgium,50.815,5.186,199.0,C,1,0.85,1. Previously published data (ancient)
ST0251,Belgium,50.815,5.186,250.0,C,1,1.24,1. Previously published data (ancient)
ST0253,Belgium,50.815,5.186,250.0,C,1,1.04,1. Previously published data (ancient)
ST0273,Belgium,50.815,5.186,281.0,C,1,0.45,1. Previously published data (ancient)
ST0277,Belgium,50.815,5.186,250.0,C,1,1.04,1. Previously published data (ancient)
ST0287,Belgium,50.815,5.186,250.0,C,1,0.63,1. Previously published data (ancient)
ST0292,Belgium,50.815,5.186,382.0,C,1,1.11,1. Previously published data (ancient)
ST0298,Belgium,50.815,5.186,250.0,C,1,0.62,1. Previously published data (ancient)
ST0299,Belgium,50.815,5.186,250.0,C,1,0.99,1. Previously published data (ancient)
ST0321,Belgium,50.815,5.186,250.0,C,1,1.12,1. Previously published data (ancient)
ST0323,Belgium,50.815,5.186,159.0,C,1,0.72,1. Previously published data (ancient)
ST0339,Belgium,50.815,5.186,407.0,C,1,0.23,1. Previously published data (ancient)
ST0348,Belgium,50.815,5.186,250.0,C,0,1.1,1. Previously published data (ancient)
ST0372,Belgium,50.815,5.186,407.0,C,1,1.23,1. Previously published data (ancient)
ST0388,Belgium,50.815,5.186,211.0,C,1,1.29,1. Previously published data (ancient)
ST0400,Belgium,50.815,5.186,407.0,C,1,0.59,1. Previously published data (ancient)
ST0415,Belgium,50.815,5.186,249.0,C,1,1.31,1. Previously published data (ancient)
ST0422,Belgium,50.815,5.186,407.0,C,1,1.04,1. Previously published data (ancient)
ST0475,Belgium,50.815,5.186,407.0,C,1,0.24,1. Previously published data (ancient)
ST0484,Belgium,50.815,5.186,250.0,C,1,1.06,1. Previously published data (ancient)
ST0485,Belgium,50.815,5.186,407.0,C,1,0.91,1. Previously published data (ancient)
ST0528,Belgium,50.815,5.186,407.0,C,1,0.21,1. Previously published data (ancient)
ST0552,Belgium,50.815,5.186,407.0,C,1,0.29,1. Previously published data (ancient)
ST0572,Belgium,50.815,5.186,603.0,C,1,0.77,1. Previously published data (ancient)
ST0611,Belgium,50.815,5.186,605.0,C,1,0.78,1. Previously published data (ancient)
ST0632,Belgium,50.815,5.186,167.0,C,1,0.41,1. Previously published data (ancient)
ST0657,Belgium,50.815,5.186,604.0,C,1,1.51,1. Previously published data (ancient)
ST0706,Belgium,50.815,5.186,507.0,C,1,0.99,1. Previously published data (ancient)
ST0711,Belgium,50.815,5.186,507.0,C,1,0.28,1. Previously published data (ancient)
ST0712,Belgium,50.815,5.186,507.0,C,1,1.37,1. Previously published data (ancient)
ST0719,Belgium,50.815,5.186,805.0,C,1,1.54,1. Previously published data (ancient)
ST0725,Belgium,50.815,5.186,650.0,C,1,0.67,1. Previously published data (ancient)
ST0727,Belgium,50.815,5.186,507.0,C,1,1.36,1. Previously published data (ancient)
ST0735,Belgium,50.815,5.186,606.0,C,1,4.34,1. Previously published data (ancient)
ST0769,Belgium,50.815,5.186,625.0,C,1,4.65,1. Previously published data (ancient)
ST0784,Belgium,50.815,5.186,606.0,C,1,1.12,1. Previously published data (ancient)
ST0786,Belgium,50.815,5.186,507.0,C,1,0.95,1. Previously published data (ancient)
ST0808,Belgium,50.815,5.186,193.0,C,1,1.14,1. Previously published data (ancient)
ST0815,Belgium,50.815,5.186,613.0,C,1,0.22,1. Previously published data (ancient)
ST0830,Belgium,50.815,5.186,507.0,C,1,0.39,1. Previously published data (ancient)
ST0832,Belgium,50.815,5.186,624.0,C,1,0.35,1. Previously published data (ancient)
ST0837,Belgium,50.815,5.186,702.0,C,1,0.51,1. Previously published data (ancient)
ST0851,Belgium,50.815,5.186,604.0,C,1,0.59,1. Previously published data (ancient)
ST0871,Belgium,50.815,5.186,605.0,C,1,1.06,1. Previously published data (ancient)
ST0892,Belgium,50.815,5.186,389.0,C,1,0.9,1. Previously published data (ancient)
ST0946,Belgium,50.815,5.186,807.0,C,1,1.46,1. Previously published data (ancient)
ST1016,Belgium,50.815,5.186,850.0,C,1,1.21,1. Previously published data (ancient)
ST1020,Belgium,50.815,5.186,807.0,C,1,1.05,1. Previously published data (ancient)
ST1027,Belgium,50.815,5.186,807.0,C,1,1.43,1. Previously published data (ancient)
ST1031,Belgium,50.815,5.186,807.0,C,1,0.52,1. Previously published data (ancient)
ST1036,Belgium,50.815,5.186,807.0,C,1,0.25,1. Previously published data (ancient)
ST1037,Belgium,50.815,5.186,807.0,C,1,1.12,1. Previously published data (ancient)
ST1039,Belgium,50.815,5.186,807.0,C,1,1.38,1. Previously published data (ancient)
ST1043,Belgium,50.815,5.186,807.0,C,1,1.2,1. Previously published data (ancient)
ST1044,Belgium,50.815,5.186,807.0,C,1,1.25,1. Previously published data (ancient)
ST1045,Belgium,50.815,5.186,807.0,C,1,1.61,1. Previously published data (ancient)
ST1054,Belgium,50.815,5.186,807.0,C,1,0.29,1. Previously published data (ancient)
ST1062,Belgium,50.815,5.186,807.0,C,1,1.19,1. Previously published data (ancient)
ST1078,Belgium,50.815,5.186,807.0,C,1,0.22,1. Previously published data (ancient)
ST1080,Belgium,50.815,5.186,807.0,C,1,1.27,1. Previously published data (ancient)
ST1179,Belgium,50.815,5.186,854.0,C,1,0.69,1. Previously published data (ancient)
ST1184,Belgium,50.815,5.186,807.0,C,1,1.7,1. Previously published data (ancient)
ST1186,Belgium,50.815,5.186,807.0,C,1,1.74,1. Previously published data (ancient)
ST1189,Belgium,50.815,5.186,807.0,C,1,0.44,1. Previously published data (ancient)
ST1197,Belgium,50.815,5.186,871.0,C,1,2.8,1. Previously published data (ancient)
ST1199,Belgium,50.815,5.186,807.0,C,1,1.42,1. Previously published data (ancient)
ST1201,Belgium,50.815,5.186,807.0,C,1,0.65,1. Previously published data (ancient)
ST1220,Belgium,50.815,5.186,807.0,C,1,1.7,1. Previously published data (ancient)
ST1232,Belgium,50.815,5.186,807.0,C,1,2.21,1. Previously published data (ancient)
ST1233,Belgium,50.815,5.186,881.0,C,1,2.18,1. Previously published data (ancient)
ST1237,Belgium,50.815,5.186,807.0,C,1,1.73,1. Previously published data (ancient)
ST1241,Belgium,50.815,5.186,407.0,C,1,0.47,1. Previously published data (ancient)
ST1245,Belgium,50.815,5.186,407.0,C,1,0.29,1. Previously published data (ancient)
ST1246,Belgium,50.815,5.186,532.0,C,1,2.07,1. Previously published data (ancient)
ST1248,Belgium,50.815,5.186,285.0,C,0,0.43,1. Previously published data (ancient)
ST1279,Belgium,50.815,5.186,407.0,C,0,0.86,1. Previously published data (ancient)
ST1287,Belgium,50.815,5.186,535.0,C,1,0.74,1. Previously published data (ancient)
ST1289,Belgium,50.815,5.186,403.0,C,1,2.38,1. Previously published data (ancient)
ST1298,Belgium,50.815,5.186,385.0,C,1,2.59,1. Previously published data (ancient)
ST1307,Belgium,50.815,5.186,598.0,C,1,1.78,1. Previously published data (ancient)
ST1308,Belgium,50.815,5.186,605.0,C,1,2.29,1. Previously published data (ancient)
ST1318,Belgium,50.815,5.186,507.0,C,1,0.23,1. Previously published data (ancient)
ST1319,Belgium,50.815,5.186,597.0,C,0,0.31,1. Previously published data (ancient)
ST1330,Belgium,50.815,5.186,507.0,C,1,0.66,1. Previously published data (ancient)
ST1331,Belgium,50.815,5.186,507.0,C,1,0.67,1. Previously published data (ancient)
ST1334,Belgium,50.815,5.186,484.0,C,1,5.0,1. Previously published data (ancient)
ST1335,Belgium,50.815,5.186,507.0,C,1,0.27,1. Previously published data (ancient)
ST1354,Belgium,50.815,5.186,507.0,C,1,0.24,1. Previously published data (ancient)
ST1358,Belgium,50.815,5.186,523.0,C,1,2.21,1. Previously published data (ancient)
ST1362,Belgium,50.815,5.186,507.0,C,1,0.31,1. Previously published data (ancient)
ST1377,Belgium,50.815,5.186,598.0,C,1,1.64,1. Previously published data (ancient)
ST1378,Belgium,50.815,5.186,592.0,C,1,1.49,1. Previously published data (ancient)
ST1450,Belgium,50.815,5.186,605.0,C,1,2.8,1. Previously published data (ancient)
ST1481,Belgium,50.815,5.186,507.0,C,1,2.04,1. Previously published data (ancient)
ST1484,Belgium,50.815,5.186,616.0,C,1,0.5,1. Previously published data (ancient)
ST1516,Belgium,50.815,5.186,628.0,C,1,2.13,1. Previously published data (ancient)
ST1527,Belgium,50.815,5.186,704.0,C,1,0.9,1. Previously published data (ancient)
ST1567,Belgium,50.815,5.186,807.0,C,1,0.58,1. Previously published data (ancient)
ST1591,Belgium,50.815,5.186,807.0,C,1,2.21,1. Previously published data (ancient)
ST1596,Belgium,50.815,5.186,807.0,C,1,2.11,1. Previously published data (ancient)
ST1606,Belgium,50.815,5.186,507.0,C,1,0.57,1. Previously published data (ancient)
ST1610,Belgium,50.815,5.186,591.0,C,1,0.56,1. Previously published data (ancient)
ST1615,Belgium,50.815,5.186,621.0,C,1,0.87,1. Previously published data (ancient)
ST1616,Belgium,50.815,5.186,507.0,C,1,0.22,1. Previously published data (ancient)
ST1626,Belgium,50.815,5.186,594.0,C,1,2.32,1. Previously published data (ancient)
ST1633,Belgium,50.815,5.186,634.0,C,1,1.34,1. Previously published data (ancient)
ST1635,Belgium,50.815,5.186,507.0,C,1,0.91,1. Previously published data (ancient)
ST1688,Belgium,50.815,5.186,694.0,C,1,2.3,1. Previously published data (ancient)
ST1695,Belgium,50.815,5.186,807.0,C,1,0.26,1. Previously published data (ancient)
ST1714,Belgium,50.815,5.186,807.0,C,1,0.62,1. Previously published data (ancient)
ST1715,Belgium,50.815,5.186,807.0,C,1,1.2,1. Previously published data (ancient)
ST1736,Belgium,50.815,5.186,672.0,C,1,0.65,1. Previously published data (ancient)
ST1743,Belgium,50.815,5.186,807.0,C,1,1.62,1. Previously published data (ancient)
ST1753,Belgium,50.815,5.186,807.0,C,1,1.78,1. Previously published data (ancient)
ST1761,Belgium,50.815,5.186,807.0,C,1,1.06,1. Previously published data (ancient)
ST1763,Belgium,50.815,5.186,807.0,C,1,1.12,1. Previously published data (ancient)
ST1774,Belgium,50.815,5.186,807.0,C,1,0.46,1. Previously published data (ancient)
ST1787,Belgium,50.815,5.186,807.0,C,1,1.58,1. Previously published data (ancient)
ST1788,Belgium,50.815,5.186,807.0,C,1,0.62,1. Previously published data (ancient)
ST1791,Belgium,50.815,5.186,807.0,C,1,1.61,1. Previously published data (ancient)
ST1798,Belgium,50.815,5.186,1151.0,C,1,0.28,1. Previously published data (ancient)
ST1800,Belgium,50.815,5.186,874.0,C,1,1.34,1. Previously published data (ancient)
ST1801,Belgium,50.815,5.186,807.0,C,1,1.89,1. Previously published data (ancient)
ST1803,Belgium,50.815,5.186,807.0,C,1,1.07,1. Previously published data (ancient)
ST1806,Belgium,50.815,5.186,787.0,C,1,0.79,1. Previously published data (ancient)
ST1807,Belgium,50.815,5.186,807.0,C,1,1.07,1. Previously published data (ancient)
ST1841,Belgium,50.815,5.186,807.0,C,1,0.4,1. Previously published data (ancient)
ST1846,Belgium,50.815,5.186,843.0,C,1,1.24,1. Previously published data (ancient)
ST1857,Belgium,50.815,5.186,807.0,C,1,1.0,1. Previously published data (ancient)
ST1865,Belgium,50.815,5.186,807.0,C,1,0.59,1. Previously published data (ancient)
ST1867,Belgium,50.815,5.186,807.0,C,1,1.43,1. Previously published data (ancient)
ST1895,Belgium,50.815,5.186,807.0,C,1,1.41,1. Previously published data (ancient)
ST1913,Belgium,50.815,5.186,868.0,C,1,2.93,1. Previously published data (ancient)
ST1917,Belgium,50.815,5.186,1226.0,C,1,1.09,1. Previously published data (ancient)
ST1919,Belgium,50.815,5.186,957.0,C,1,0.72,1. Previously published data (ancient)
ST1939,Belgium,50.815,5.186,807.0,C,1,0.53,1. Previously published data (ancient)
ST1941,Belgium,50.815,5.186,807.0,C,1,0.39,1. Previously published data (ancient)
ST1982,Belgium,50.815,5.186,957.0,C,1,1.08,1. Previously published data (ancient)
ST1983,Belgium,50.815,5.186,807.0,C,1,1.42,1. Previously published data (ancient)
ST1991,Belgium,50.815,5.186,779.0,C,1,1.4,1. Previously published data (ancient)
ST2000,Belgium,50.815,5.186,807.0,C,1,1.21,1. Previously published data (ancient)
ST2014,Belgium,50.815,5.186,807.0,C,1,0.63,1. Previously published data (ancient)
ST2015,Belgium,50.815,5.186,807.0,C,1,1.43,1. Previously published data (ancient)
ST2024,Belgium,50.815,5.186,807.0,C,1,1.31,1. Previously published data (ancient)
ST2025,Belgium,50.815,5.186,807.0,C,1,2.28,1. Previously published data (ancient)
ST2035,Belgium,50.815,5.186,957.0,C,1,1.43,1. Previously published data (ancient)
ST2043,Belgium,50.815,5.186,1100.0,C,1,0.57,1. Previously published data (ancient)
ST2054,Belgium,50.815,5.186,807.0,C,1,1.75,1. Previously published data (ancient)
ST2057,Belgium,50.815,5.186,807.0,C,1,1.99,1. Previously published data (ancient)
ST2071,Belgium,50.815,5.186,807.0,C,1,0.53,1. Previously published data (ancient)
ST2073,Belgium,50.815,5.186,807.0,C,1,1.17,1. Previously published data (ancient)
ST2084,Belgium,50.815,5.186,807.0,C,1,0.39,1. Previously published data (ancient)
ST2087,Belgium,50.815,5.186,807.0,C,1,0.79,1. Previously published data (ancient)
ST2099,Belgium,50.815,5.186,851.0,C,1,1.26,1. Previously published data (ancient)
ST2101,Belgium,50.815,5.186,807.0,C,0,0.62,1. Previously published data (ancient)
ST2107,Belgium,50.815,5.186,807.0,C,1,1.06,1. Previously published data (ancient)
ST2111,Belgium,50.815,5.186,807.0,C,1,0.26,1. Previously published data (ancient)
ST2114,Belgium,50.815,5.186,807.0,C,1,1.24,1. Previously published data (ancient)
ST2115,Belgium,50.815,5.186,807.0,C,1,0.93,1. Previously published data (ancient)
ST2120,Belgium,50.815,5.186,807.0,C,1,0.5,1. Previously published data (ancient)
ST2124,Belgium,50.815,5.186,807.0,C,1,0.36,1. Previously published data (ancient)
ST2142,Belgium,50.815,5.186,849.0,C,1,2.99,1. Previously published data (ancient)
ST2146,Belgium,50.815,5.186,741.0,C,1,0.66,1. Previously published data (ancient)
ST2161,Belgium,50.815,5.186,807.0,C,1,0.76,1. Previously published data (ancient)
ST2162,Belgium,50.815,5.186,807.0,C,1,0.31,1. Previously published data (ancient)
ST2163,Belgium,50.815,5.186,872.0,C,1,0.28,1. Previously published data (ancient)
ST2169,Belgium,50.815,5.186,807.0,C,1,1.32,1. Previously published data (ancient)
ST2170,Belgium,50.815,5.186,807.0,C,1,0.48,1. Previously published data (ancient)
ST2207,Belgium,50.815,5.186,807.0,C,1,0.93,1. Previously published data (ancient)
ST2213,Belgium,50.815,5.186,807.0,C,1,0.6,1. Previously published data (ancient)
ST2228,Belgium,50.815,5.186,807.0,C,1,1.29,1. Previously published data (ancient)
ST2229,Belgium,50.815,5.186,807.0,C,1,1.24,1. Previously published data (ancient)
ST2241,Belgium,50.815,5.186,807.0,C,1,1.2,1. Previously published data (ancient)
ST2257,Belgium,50.815,5.186,807.0,C,0,0.29,1. Previously published data (ancient)
ST2261,Belgium,50.815,5.186,807.0,C,1,0.85,1. Previously published data (ancient)
ST2263,Belgium,50.815,5.186,851.0,C,1,0.55,1. Previously published data (ancient)
ST2269,Belgium,50.815,5.186,807.0,C,1,1.36,1. Previously published data (ancient)
ST2299,Belgium,50.815,5.186,807.0,C,1,0.18,1. Previously published data (ancient)
ST2310,Belgium,50.815,5.186,807.0,C,1,1.19,1. Previously published data (ancient)
ST2315,Belgium,50.815,5.186,807.0,C,1,0.27,1. Previously published data (ancient)
ST2318,Belgium,50.815,5.186,869.0,C,1,1.35,1. Previously published data (ancient)
ST2320,Belgium,50.815,5.186,807.0,C,1,0.62,1. Previously published data (ancient)
ST2326,Belgium,50.815,5.186,873.0,C,1,0.34,1. Previously published data (ancient)
ST2327,Belgium,50.815,5.186,864.0,C,1,1.93,1. Previously published data (ancient)
ST2329,Belgium,50.815,5.186,807.0,C,1,0.84,1. Previously published data (ancient)
ST2334,Belgium,50.815,5.186,807.0,C,1,0.86,1. Previously published data (ancient)
ST2335,Belgium,50.815,5.186,807.0,C,1,0.54,1. Previously published data (ancient)
ST2357,Belgium,50.815,5.186,807.0,C,1,0.43,1. Previously published data (ancient)
ST2358,Belgium,50.815,5.186,857.0,C,1,1.2,1. Previously published data (ancient)
ST2363,Belgium,50.815,5.186,807.0,C,1,2.61,1. Previously published data (ancient)
ST2364,Belgium,50.815,5.186,891.0,C,1,0.89,1. Previously published data (ancient)
ST2378,Belgium,50.815,5.186,890.0,C,1,0.92,1. Previously published data (ancient)
ST2390,Belgium,50.815,5.186,807.0,C,1,0.6,1. Previously published data (ancient)
ST2391,Belgium,50.815,5.186,807.0,C,1,0.4,1. Previously published data (ancient)
ST2397,Belgium,50.815,5.186,807.0,C,1,1.44,1. Previously published data (ancient)
ST2420,Belgium,50.815,5.186,807.0,C,1,1.25,1. Previously published data (ancient)
ST2421,Belgium,50.815,5.186,807.0,C,1,0.7,1. Previously published data (ancient)
ST2428,Belgium,50.815,5.186,807.0,C,1,0.51,1. Previously published data (ancient)
ST2431,Belgium,50.815,5.186,841.0,C,1,1.46,1. Previously published data (ancient)
ST2433,Belgium,50.815,5.186,807.0,C,1,1.28,1. Previously published data (ancient)
ST2434,Belgium,50.815,5.186,807.0,C,1,0.17,1. Previously published data (ancient)
ST2435,Belgium,50.815,5.186,807.0,C,1,1.15,1. Previously published data (ancient)
ST2436,Belgium,50.815,5.186,807.0,C,1,1.12,1. Previously published data (ancient)
ST2439,Belgium,50.815,5.186,807.0,C,1,1.18,1. Previously published data (ancient)
ST2452,Belgium,50.815,5.186,807.0,C,1,1.43,1. Previously published data (ancient)
ST2455,Belgium,50.815,5.186,807.0,C,1,1.21,1. Previously published data (ancient)
ST2457,Belgium,50.815,5.186,807.0,C,1,0.46,1. Previously published data (ancient)
ST2500,Belgium,50.815,5.186,807.0,C,1,0.22,1. Previously published data (ancient)
ST2516,Belgium,50.815,5.186,807.0,C,1,1.29,1. Previously published data (ancient)
ST2542,Belgium,50.815,5.186,807.0,C,1,0.57,1. Previously published data (ancient)
ST2551,Belgium,50.815,5.186,807.0,C,1,0.24,1. Previously published data (ancient)
ST2552,Belgium,50.815,5.186,807.0,C,1,0.82,1. Previously published data (ancient)
ST2637,Belgium,50.815,5.186,807.0,C,1,0.81,1. Previously published data (ancient)
ST2638,Belgium,50.815,5.186,837.0,C,1,0.96,1. Previously published data (ancient)
ST2653,Belgium,50.815,5.186,957.0,C,1,0.83,1. Previously published data (ancient)
ST2654,Belgium,50.815,5.186,957.0,C,1,0.28,1. Previously published data (ancient)
ST2666,Belgium,50.815,5.186,957.0,C,1,0.92,1. Previously published data (ancient)
ST2689,Belgium,50.815,5.186,807.0,C,1,0.34,1. Previously published data (ancient)
ST2701,Belgium,50.815,5.186,807.0,C,1,0.24,1. Previously published data (ancient)
ST2805,Belgium,50.815,5.186,957.0,C,1,0.75,1. Previously published data (ancient)
ST2814,Belgium,50.815,5.186,882.0,C,1,0.28,1. Previously published data (ancient)
ST2819,Belgium,50.815,5.186,957.0,C,1,3.12,1. Previously published data (ancient)
ST2835,Belgium,50.815,5.186,957.0,C,1,0.23,1. Previously published data (ancient)
ST2871,Belgium,50.815,5.186,807.0,C,1,1.06,1. Previously published data (ancient)
ST2889,Belgium,50.815,5.186,957.0,C,1,0.46,1. Previously published data (ancient)
ST2913,Belgium,50.815,5.186,807.0,C,1,0.83,1. Previously published data (ancient)
ST2914,Belgium,50.815,5.186,807.0,C,1,1.27,1. Previously published data (ancient)
ST2932,Belgium,50.815,5.186,807.0,C,1,1.24,1. Previously published data (ancient)
ST2933,Belgium,50.815,5.186,862.0,C,1,0.57,1. Previously published data (ancient)
ST2937,Belgium,50.815,5.186,957.0,C,1,0.36,1. Previously published data (ancient)
ST2954,Belgium,50.815,5.186,1100.0,C,1,1.85,1. Previously published data (ancient)
ST2961,Belgium,50.815,5.186,1100.0,C,1,0.9,1. Previously published data (ancient)
ST2969,Belgium,50.815,5.186,372.0,C,1,0.48,1. Previously published data (ancient)
ST2978,Belgium,50.815,5.186,1100.0,C,1,1.22,1. Previously published data (ancient)
ST2981,Belgium,50.815,5.186,1100.0,C,1,1.4,1. Previously published data (ancient)
ST2983,Belgium,50.815,5.186,1100.0,C,1,0.9,1. Previously published data (ancient)
ST2985,Belgium,50.815,5.186,1100.0,C,1,1.52,1. Previously published data (ancient)
ST2988,Belgium,50.815,5.186,1100.0,C,1,1.05,1. Previously published data (ancient)
ST2992,Belgium,50.815,5.186,1100.0,C,1,1.05,1. Previously published data (ancient)
ST2999,Belgium,50.815,5.186,1100.0,C,1,0.89,1. Previously published data (ancient)
ST3000,Belgium,50.815,5.186,1148.0,C,1,0.4,1. Previously published data (ancient)
ST3002,Belgium,50.815,5.186,1122.0,C,1,0.18,1. Previously published data (ancient)
ST3004,Belgium,50.815,5.186,941.0,C,1,0.42,1. Previously published data (ancient)
ST3006,Belgium,50.815,5.186,1100.0,C,1,0.85,1. Previously published data (ancient)
ST3009,Belgium,50.815,5.186,1133.0,C,1,1.38,1. Previously published data (ancient)
ST3013,Belgium,50.815,5.186,1100.0,C,1,0.45,1. Previously published data (ancient)
ST3017,Belgium,50.815,5.186,1100.0,C,1,0.22,1. Previously published data (ancient)
ST3019,Belgium,50.815,5.186,1100.0,C,1,0.35,1. Previously published data (ancient)
ST3037,Belgium,50.815,5.186,1100.0,C,1,0.87,1. Previously published data (ancient)
ST3041,Belgium,50.815,5.186,807.0,C,1,1.0,1. Previously published data (ancient)
ST3076,Belgium,50.815,5.186,807.0,C,1,0.26,1. Previously published data (ancient)
b22-1,Russia,52.904,60.126,3737.0,E,0,1.96,1. Previously published data (ancient)
b27-1,Russia,52.904,60.126,3735.0,E,0,2.15,1. Previously published data (ancient)
b28-2,Russia,52.904,60.126,3740.0,E,1,1.19,1. Previously published data (ancient)
j11-1,Russia,52.904,60.126,3750.0,E,1,1.85,1. Previously published data (ancient)
j15-1,Russia,52.904,60.126,3732.0,E,1,2.72,1. Previously published data (ancient)
j15-2,Russia,52.904,60.126,3635.0,E,0,1.92,1. Previously published data (ancient)
j3-1,Russia,52.904,60.126,3709.0,E,1,0.93,1. Previously published data (ancient)
j6-1,Russia,52.904,60.126,3750.0,E,1,2.02,1. Previously published data (ancient)
j9-1,Russia,52.904,60.126,3737.0,E,1,1.14,1. Previously published data (ancient)
SB604,United Kingdom,52.625551,1.291518,768.0,N,1,17.36,1. Previously published data (ancient)
SB605,United Kingdom,52.625551,1.291518,768.0,N,1,6.24,1. Previously published data (ancient)
SB676,United Kingdom,52.625551,1.291518,768.0,N,1,7.53,1. Previously published data (ancient)
SB696,United Kingdom,52.625551,1.291518,768.0,N,1,0.39,1. Previously published data (ancient)
AH1,Iran,34.188318,48.368883,9925.0,SE,1,1.57,1. Previously published data (ancient)
AH2,Iran,34.188318,48.368883,9921.0,SE,1,0.85,1. Previously published data (ancient)
AH4,Iran,34.188318,48.368883,9918.0,SE,1,1.16,1. Previously published data (ancient)
F38,Iran,37.004949,45.459021,2833.0,SE,1,2.31,1. Previously published data (ancient)
WC1,Iran,34.6129,47.1057,9214.0,SE,1,11.67,1. Previously published data (ancient)
BERG02-2,France,43.21817,2.4127,5867.0,SW,1,0.4,1. Previously published data (ancient)
BERG157-2,France,43.21817,2.4127,6050.0,SW,1,0.4,1. Previously published data (ancient)
BERG157-7,France,43.21817,2.4127,6112.0,SW,1,0.3,1. Previously published data (ancient)
BFM265,France,49.39009,3.39243,2175.0,C,1,0.22,1. Previously published data (ancient)
BIS130,France,48.09825,7.43701,3850.0,C,1,0.16,1. Previously published data (ancient)
BIS385,France,48.09825,7.43701,3850.0,C,1,0.2,1. Previously published data (ancient)
BLP10,France,49.39246,3.73641,6065.0,C,1,0.22,1. Previously published data (ancient)
BUCH2,France,48.23569,4.11263,6250.0,C,1,0.42,1. Previously published data (ancient)
CBV95,France,49.36232,3.46272,4447.0,C,1,0.18,1. Previously published data (ancient)
ERS1164,France,48.42353,7.66326,2200.0,C,1,0.21,1. Previously published data (ancient)
ERS86,France,48.42353,7.66326,2200.0,C,1,0.19,1. Previously published data (ancient)
Es97-1,France,50.91781,1.7131,6500.0,C,1,0.34,1. Previously published data (ancient)
EUG11,France,43.162,2.3116,3882.0,SW,1,0.17,1. Previously published data (ancient)
Mor6,France,48.82027,7.62599,7019.0,C,1,0.18,1. Previously published data (ancient)
NOR2B6,France,48.44526,7.67118,2700.0,C,1,0.24,1. Previously published data (ancient)
NOR3-6,France,48.44526,7.67118,2500.0,C,1,0.17,1. Previously published data (ancient)
OBE3626-1,France,48.46226,7.48167,3774.0,C,1,0.31,1. Previously published data (ancient)
OBE3722,France,48.46226,7.48167,3750.0,C,1,0.21,1. Previously published data (ancient)
PEI2,France,43.1355,2.2519,4750.0,SW,1,0.3,1. Previously published data (ancient)
PER3023,France,45.77,0.33,9050.0,C,1,0.19,1. Previously published data (ancient)
PER503,France,45.77,0.33,9050.0,C,1,0.39,1. Previously published data (ancient)
PSS4170,France,48.51852,3.59633,4030.0,C,1,0.47,1. Previously published data (ancient)
PSS4693,France,48.51852,3.59633,5396.0,C,1,0.86,1. Previously published data (ancient)
RIX15,France,47.74437,7.39683,3600.0,C,1,0.19,1. Previously published data (ancient)
RIX2,France,47.74437,7.39683,3600.0,C,1,0.21,1. Previously published data (ancient)
RIX4,France,47.74437,7.39683,3664.0,C,1,0.23,1. Previously published data (ancient)
ROS102,France,48.49666,7.47052,6600.0,C,1,0.18,1. Previously published data (ancient)
ROS45,France,48.49666,7.47052,6644.0,C,1,0.31,1. Previously published data (ancient)
