individual_id,country,lat,lon,date_bp,region,unrelated,coverage,data_source
I10093,Israel,32.584242,35.185456,3750.0,SE,1,2.08,1. Previously published data (ancient)
I10769,Israel,32.584242,35.185456,3450.0,SE,1,3.67,1. Previously published data (ancient)
I10770,Israel,32.584242,35.185456,3450.0,SE,0,3.26,1. Previously published data (ancient)
I3965,Israel,32.7,35.2,3650.0,SE,1,1.78,1. Previously published data (ancient)
I3966,Israel,32.7,35.2,3650.0,SE,1,2.12,1. Previously published data (ancient)
I3985,Jordan,32.133012,35.560909,3280.0,SE,1,2.94,1. Previously published data (ancient)
I6459,Jordan,32.133012,35.560909,3234.0,SE,1,3.02,1. Previously published data (ancient)
I6564,Jordan,32.133012,35.560909,3300.0,SE,1,1.79,1. Previously published data (ancient)
I6566,Jordan,32.133012,35.560909,3300.0,SE,1,3.12,1. Previously published data (ancient)
I6570,Jordan,32.133012,35.560909,3300.0,SE,1,3.36,1. Previously published data (ancient)
I6571,Jordan,32.133012,35.560909,3385.0,SE,1,3.56,1. Previously published data (ancient)
I6572,Jordan,32.133012,35.560909,3300.0,SE,1,2.94,1. Previously published data (ancient)
AV1,Hungary,46.2833333,17.85,1360.0,C,1,3.02,1. Previously published data (ancient)
AV2,Hungary,46.2833333,17.85,1348.0,C,0,2.92,1. Previously published data (ancient)
CL121,Italy,45.0792,7.5783,1345.0,SW,1,3.17,1. Previously published data (ancient)
CL145,Italy,45.0792,7.5783,1345.0,SW,0,2.87,1. Previously published data (ancient)
CL146,Italy,45.0792,7.5783,1345.0,SW,0,3.08,1. Previously published data (ancient)
CL151,Italy,45.0792,7.5783,1345.0,SW,1,1.79,1. Previously published data (ancient)
CL23,Italy,45.0792,7.5783,1345.0,SW,1,3.25,1. Previously published data (ancient)
CL25,Italy,45.0792,7.5783,1345.0,SW,1,1.29,1. Previously published data (ancient)
CL30,Italy,45.0792,7.5783,1345.0,SW,1,2.76,1. Previously published data (ancient)
CL36,Italy,45.0792,7.5783,1345.0,SW,1,1.91,1. Previously published data (ancient)
CL38,Italy,45.0792,7.5783,1345.0,SW,1,2.45,1. Previously published data (ancient)
CL47,Italy,45.0792,7.5783,1345.0,SW,1,2.28,1. Previously published data (ancient)
CL57,Italy,45.0792,7.5783,1345.0,SW,1,1.72,1. Previously published data (ancient)
CL63,Italy,45.0792,7.5783,1345.0,SW,1,2.76,1. Previously published data (ancient)
CL83,Italy,45.0792,7.5783,1345.0,SW,0,1.2,1. Previously published data (ancient)
CL84,Italy,45.0792,7.5783,1345.0,SW,1,2.52,1. Previously published data (ancient)
CL87,Italy,45.0792,7.5783,1345.0,SW,0,3.23,1. Previously published data (ancient)
CL92,Italy,45.0792,7.5783,1345.0,SW,1,1.89,1. Previously published data (ancient)
CL93,Italy,45.0792,7.5783,1345.0,SW,0,2.33,1. Previously published data (ancient)
CL94,Italy,45.0792,7.5783,1345.0,SW,1,2.98,1. Previously published data (ancient)
SZ13,Hungary,46.2833333,17.85,1462.0,C,1,2.92,1. Previously published data (ancient)
SZ16,Hungary,46.2833333,17.85,1442.0,C,1,1.3,1. Previously published data (ancient)
SZ18,Hungary,46.2833333,17.85,1442.0,C,0,1.89,1. Previously published data (ancient)
SZ19,Hungary,46.2833333,17.85,1456.0,C,1,2.65,1. Previously published data (ancient)
SZ22,Hungary,46.2833333,17.85,1442.0,C,0,2.04,1. Previously published data (ancient)
SZ23,Hungary,46.2833333,17.85,1442.0,C,1,2.19,1. Previously published data (ancient)
SZ27,Hungary,46.2833333,17.85,1467.0,C,1,3.22,1. Previously published data (ancient)
SZ28,Hungary,46.2833333,17.85,1442.0,C,1,2.74,1. Previously published data (ancient)
SZ32,Hungary,46.2833333,17.85,1442.0,C,1,2.88,1. Previously published data (ancient)
SZ38,Hungary,46.2833333,17.85,1442.0,C,1,2.42,1. Previously published data (ancient)
SZ40,Hungary,46.2833333,17.85,1442.0,C,1,2.29,1. Previously published data (ancient)
SZ42,Hungary,46.2833333,17.85,1442.0,C,0,3.28,1. Previously published data (ancient)
SZ7,Hungary,46.2833333,17.85,1442.0,C,0,2.18,1. Previously published data (ancient)
SZ9,Hungary,46.2833333,17.85,1442.0,C,1,3.14,1. Previously published data (ancient)
I22935,Slovenia,45.867366,15.279788,2625.0,C,0,1.17,1. Previously published data (ancient)
I23971,Slovenia,45.867366,15.279788,2636.0,C,0,1.08,1. Previously published data (ancient)
I5684,Slovenia,45.867366,15.279788,2617.0,C,1,11.16,1. Previously published data (ancient)
I5685,Slovenia,45.867366,15.279788,2597.0,C,0,14.63,1. Previously published data (ancient)
I5686,Slovenia,45.867366,15.279788,2688.0,C,0,7.0,1. Previously published data (ancient)
BOU12,France,43.52,3.56,4560.0,SW,1,2.72,1. Previously published data (ancient)
BOU32,France,43.52,3.56,4921.0,SW,1,1.33,1. Previously published data (ancient)
BOU33,France,43.52,3.56,4426.0,SW,1,1.41,1. Previously published data (ancient)
BOU37,France,43.52,3.56,5100.0,SW,1,0.88,1. Previously published data (ancient)
b4-1,Russia,52.904,60.126,3750.0,E,0,1.24,1. Previously published data (ancient)
I3005,United Kingdom,51.324706,-2.753248,5657.0,N,1,2.39,1. Previously published data (ancient)
DER007,Germany,51.87,10.91,7100.0,C,1,1.22,1. Previously published data (ancient)
DER010,Germany,51.87,10.91,6966.0,C,1,0.91,1. Previously published data (ancient)
DER012,Germany,51.87,10.91,7100.0,C,1,0.89,1. Previously published data (ancient)
DER013,Germany,51.87,10.91,7100.0,C,0,1.32,1. Previously published data (ancient)
DER015,Germany,51.87,10.91,7100.0,C,0,0.77,1. Previously published data (ancient)
DER022,Germany,51.87,10.91,7058.0,C,1,1.07,1. Previously published data (ancient)
DER023,Germany,51.87,10.91,7100.0,C,1,1.53,1. Previously published data (ancient)
DER028,Germany,51.87,10.91,7100.0,C,1,1.41,1. Previously published data (ancient)
DER032,Germany,51.87,10.91,7172.0,C,1,1.13,1. Previously published data (ancient)
DER033,Germany,51.87,10.91,7100.0,C,1,1.31,1. Previously published data (ancient)
DER034,Germany,51.87,10.91,7100.0,C,1,0.86,1. Previously published data (ancient)
DER036,Germany,51.87,10.91,7100.0,C,1,1.2,1. Previously published data (ancient)
ZBC,Turkey,37.483333,33.033333,15411.0,SE,1,2.86,1. Previously published data (ancient)
ZHAG,Turkey,38.2153,39.7526,9900.0,SE,1,1.53,1. Previously published data (ancient)
ZHJ,Turkey,38.2153,39.7526,10190.0,SE,1,0.78,1. Previously published data (ancient)
ZKO,Turkey,38.2153,39.7526,9900.0,SE,1,0.92,1. Previously published data (ancient)
I10364,Italy,40.54667,8.321564,2925.0,SW,1,1.88,1. Previously published data (ancient)
I10366,Italy,39.81,8.84,2244.0,SW,1,2.7,1. Previously published data (ancient)
I10372,Italy,37.68,12.789,3198.0,SW,1,4.13,1. Previously published data (ancient)
I10373,Italy,37.68,12.789,3200.0,SW,0,3.16,1. Previously published data (ancient)
I10552,Italy,39.683255,9.433333,3234.0,SW,1,4.83,1. Previously published data (ancient)
I10553,Italy,39.683255,9.433333,3110.0,SW,1,4.78,1. Previously published data (ancient)
I10554,Italy,39.683255,9.433333,3122.0,SW,1,4.21,1. Previously published data (ancient)
I11442,Italy,37.908,13.478,4120.0,SW,1,3.7,1. Previously published data (ancient)
I11443,Italy,37.908,13.478,4090.0,SW,1,4.16,1. Previously published data (ancient)
I14675,Italy,40.786192,8.595815,4021.0,SW,1,3.64,1. Previously published data (ancient)
I14676,Italy,40.786192,8.595815,4053.0,SW,1,3.6,1. Previously published data (ancient)
I14677,Italy,40.786192,8.595815,4329.0,SW,1,3.5,1. Previously published data (ancient)
I14678,Italy,40.786192,8.595815,4247.0,SW,1,4.22,1. Previously published data (ancient)
I15941,Italy,40.626667,8.323056,4196.0,SW,1,2.63,1. Previously published data (ancient)
I15942,Italy,40.626667,8.323056,4297.0,SW,1,1.06,1. Previously published data (ancient)
I16161,Italy,40.626667,8.323056,3434.0,SW,1,1.86,1. Previously published data (ancient)
I16163,Italy,40.626667,8.323056,2576.0,SW,1,1.14,1. Previously published data (ancient)
I3741,Italy,39.683255,9.433333,3088.0,SW,1,3.23,1. Previously published data (ancient)
I3743,Italy,39.866642,9.233355,3985.0,SW,1,2.36,1. Previously published data (ancient)
I3876,Italy,37.68,12.789,2928.0,SW,1,3.42,1. Previously published data (ancient)
I3878,Italy,37.68,12.789,3216.0,SW,1,3.68,1. Previously published data (ancient)
I4420,Spain,38.686574,1.421209,3748.0,SW,1,4.17,1. Previously published data (ancient)
I8561,Italy,37.95,14.083333,4212.0,SW,1,4.62,1. Previously published data (ancient)
I20616,United Kingdom,50.60009092,-2.036950526,1724.0,N,1,3.58,1. Previously published data (ancient)
I12439,United Kingdom,51.861211,-1.883011,5600.0,N,1,7.3,1. Previously published data (ancient)
I12440,United Kingdom,51.861211,-1.883011,5600.0,N,0,2.38,1. Previously published data (ancient)
I13888,United Kingdom,51.861211,-1.883011,5601.0,N,0,3.13,1. Previously published data (ancient)
I13889,United Kingdom,51.861211,-1.883011,5624.0,N,1,3.23,1. Previously published data (ancient)
I13892,United Kingdom,51.861211,-1.883011,5677.0,N,1,2.39,1. Previously published data (ancient)
I13893,United Kingdom,51.861211,-1.883011,5517.0,N,1,5.09,1. Previously published data (ancient)
I13896,United Kingdom,51.861211,-1.883011,5444.0,N,0,1.25,1. Previously published data (ancient)
I21390,United Kingdom,51.861211,-1.883011,5630.0,N,0,3.13,1. Previously published data (ancient)
Aes18,Switzerland,47.465413,7.601691,4838.0,C,1,1.27,1. Previously published data (ancient)
Aes23,Switzerland,47.465413,7.601691,4722.0,C,1,1.35,1. Previously published data (ancient)
Aes25,Switzerland,47.465413,7.601691,4635.0,C,1,1.71,1. Previously published data (ancient)
MX188,Switzerland,47.255,8.2158,4399.0,C,1,1.7,1. Previously published data (ancient)
MX189,Switzerland,47.255,8.2158,4058.0,C,1,1.05,1. Previously published data (ancient)
MX190,Switzerland,47.255,8.2158,4530.0,C,0,1.02,1. Previously published data (ancient)
MX191,Switzerland,47.255,8.2158,4523.0,C,1,1.52,1. Previously published data (ancient)
MX192,Switzerland,47.255,8.2158,4470.0,C,0,0.94,1. Previously published data (ancient)
MX195,Switzerland,47.255,8.2158,4225.0,C,1,1.0,1. Previously published data (ancient)
MX196,Switzerland,47.255,8.2158,4495.0,C,1,1.34,1. Previously published data (ancient)
MX197,Switzerland,47.255,8.2158,4351.0,C,0,1.2,1. Previously published data (ancient)
MX198,Switzerland,47.255,8.2158,4509.0,C,1,1.19,1. Previously published data (ancient)
MX199,Switzerland,47.255,8.2158,4235.0,C,1,1.51,1. Previously published data (ancient)
MX210,Switzerland,47.262067,7.659835,4950.0,C,1,1.6,1. Previously published data (ancient)
MX254,Germany,47.767097,8.872239,3900.0,C,1,1.68,1. Previously published data (ancient)
MX280,Germany,47.767097,8.872239,3931.0,C,1,1.55,1. Previously published data (ancient)
MX283,Germany,47.767097,8.872239,3946.0,C,0,1.92,1. Previously published data (ancient)
MX288,Germany,47.767097,8.872239,4051.0,C,1,1.76,1. Previously published data (ancient)
TU877(SX11),Switzerland,47.0117074,7.2505417,6355.0,C,1,2.22,1. Previously published data (ancient)
TU905(SX18),Switzerland,47.45,9.292,2032.0,C,1,1.72,1. Previously published data (ancient)
TU907(SX20),Switzerland,47.45,9.292,3576.0,C,1,1.76,1. Previously published data (ancient)
TU908(SX21),Switzerland,47.45,9.292,4327.0,C,1,1.44,1. Previously published data (ancient)
I10349,Hungary,47.747945,20.412493,7087.0,C,1,2.66,1. Previously published data (ancient)
I10350,Hungary,47.747945,20.412493,7204.0,C,1,4.92,1. Previously published data (ancient)
I10351,Hungary,47.747945,20.412493,7214.0,C,1,4.83,1. Previously published data (ancient)
I10352,Hungary,47.747945,20.412493,6928.0,C,1,4.05,1. Previously published data (ancient)
I10353,Hungary,47.747945,20.412493,7143.0,C,1,4.39,1. Previously published data (ancient)
I13162,Serbia,44.534274,22.554033,7962.0,SE,0,5.08,1. Previously published data (ancient)
I14178,Slovakia,48.283312,18.085484,7100.0,C,1,2.73,1. Previously published data (ancient)
I14180,Slovakia,48.283312,18.085484,7100.0,C,1,2.27,1. Previously published data (ancient)
I14182,Slovakia,48.283312,18.085484,7100.0,C,1,0.89,1. Previously published data (ancient)
I14183,Slovakia,48.283312,18.085484,7100.0,C,0,1.3,1. Previously published data (ancient)
I14586,Austria,48.305138,15.569535,7113.0,C,1,5.71,1. Previously published data (ancient)
I14599,Slovakia,48.283312,18.085484,7100.0,C,1,4.17,1. Previously published data (ancient)
I14600,Slovakia,48.283312,18.085484,7100.0,C,1,2.95,1. Previously published data (ancient)
I14962,Hungary,47.254147,21.610127,7544.0,C,1,4.6,1. Previously published data (ancient)
I15073,Hungary,47.254147,21.610127,7610.0,C,1,3.92,1. Previously published data (ancient)
I15074,Hungary,47.254147,21.610127,7500.0,C,1,1.33,1. Previously published data (ancient)
I16006,Austria,48.663198,16.589688,7019.0,C,1,3.74,1. Previously published data (ancient)
I16007,Slovakia,48.283312,18.085484,7100.0,C,0,4.37,1. Previously published data (ancient)
I16008,Slovakia,48.283312,18.085484,7100.0,C,1,4.1,1. Previously published data (ancient)
I16009,Slovakia,48.283312,18.085484,7100.0,C,0,3.8,1. Previously published data (ancient)
I16010,Slovakia,48.283312,18.085484,7100.0,C,1,3.26,1. Previously published data (ancient)
I16011,Slovakia,48.283312,18.085484,7100.0,C,1,2.35,1. Previously published data (ancient)
I16012,Slovakia,48.283312,18.085484,7100.0,C,1,4.06,1. Previously published data (ancient)
I16013,Slovakia,48.283312,18.085484,7100.0,C,0,3.74,1. Previously published data (ancient)
I16015,Slovakia,48.283312,18.085484,7100.0,C,1,4.12,1. Previously published data (ancient)
I16016,Slovakia,48.283312,18.085484,7100.0,C,1,3.21,1. Previously published data (ancient)
I17455,Hungary,47.250339,21.698932,7200.0,C,1,1.29,1. Previously published data (ancient)
I17538,Slovakia,48.283312,18.085484,7100.0,C,0,1.43,1. Previously published data (ancient)
I17545,Slovakia,48.283312,18.085484,7100.0,C,1,2.63,1. Previously published data (ancient)
I17909,Hungary,47.846464,21.149429,7075.0,C,0,3.42,1. Previously published data (ancient)
I17910,Hungary,47.846464,21.149429,7075.0,C,0,2.56,1. Previously published data (ancient)
I17911,Hungary,47.846464,21.149429,7334.0,C,1,2.45,1. Previously published data (ancient)
I17927,Hungary,46.66,17.25,7519.0,C,1,2.3,1. Previously published data (ancient)
I17931,Hungary,47.034101,20.949646,7500.0,C,1,3.55,1. Previously published data (ancient)
I17933,Hungary,47.064232,20.211518,6850.0,C,1,1.58,1. Previously published data (ancient)
I17934,Hungary,47.064232,20.211518,7050.0,C,1,1.95,1. Previously published data (ancient)
I17938,Hungary,47.064232,20.211518,7106.0,C,1,2.77,1. Previously published data (ancient)
I17939,Hungary,47.064232,20.211518,6850.0,C,1,3.39,1. Previously published data (ancient)
I17941,Hungary,47.064232,20.211518,6848.0,C,0,2.84,1. Previously published data (ancient)
I18111,Slovakia,48.283312,18.085484,7062.0,C,1,4.96,1. Previously published data (ancient)
I18635,Hungary,47.064232,20.211518,7130.0,C,1,2.75,1. Previously published data (ancient)
I18636,Hungary,47.064232,20.211518,7125.0,C,1,3.07,1. Previously published data (ancient)
I18637,Hungary,47.064232,20.211518,7125.0,C,1,2.32,1. Previously published data (ancient)
I18642,Hungary,47.250339,21.698932,7209.0,C,1,2.57,1. Previously published data (ancient)
I18656,Hungary,47.846464,21.149429,7075.0,C,0,2.75,1. Previously published data (ancient)
I18657,Hungary,47.846464,21.149429,7168.0,C,1,2.88,1. Previously published data (ancient)
I18658,Hungary,47.846464,21.149429,7100.0,C,1,1.82,1. Previously published data (ancient)
I18659,Hungary,47.846464,21.149429,7075.0,C,1,2.41,1. Previously published data (ancient)
I18660,Hungary,47.846464,21.149429,7340.0,C,0,1.77,1. Previously published data (ancient)
I18661,Hungary,47.846464,21.149429,7075.0,C,1,2.5,1. Previously published data (ancient)
I18662,Hungary,47.846464,21.149429,7075.0,C,0,2.56,1. Previously published data (ancient)
I18695,Hungary,47.846464,21.149429,7075.0,C,0,2.76,1. Previously published data (ancient)
I18696,Hungary,47.846464,21.149429,7078.0,C,1,2.54,1. Previously published data (ancient)
I21714,Hungary,47.846464,21.149429,7060.0,C,1,9.25,1. Previously published data (ancient)
I21763,Hungary,47.846464,21.149429,7075.0,C,1,1.37,1. Previously published data (ancient)
I21825,Hungary,47.846464,21.149429,7140.0,C,0,1.48,1. Previously published data (ancient)
I21826,Hungary,47.846464,21.149429,7125.0,C,1,2.14,1. Previously published data (ancient)
I21827,Hungary,47.846464,21.149429,7075.0,C,1,1.9,1. Previously published data (ancient)
I21828,Hungary,48.178587,20.10321,6894.0,C,1,1.23,1. Previously published data (ancient)
I21829,Hungary,47.796249,19.681001,7254.0,C,1,1.42,1. Previously published data (ancient)
I21830,Hungary,48.178587,20.10321,6928.0,C,1,1.4,1. Previously published data (ancient)
I21840,Hungary,47.846464,21.149429,7075.0,C,1,1.56,1. Previously published data (ancient)
I21841,Hungary,47.846464,21.149429,7177.0,C,0,2.36,1. Previously published data (ancient)
I21842,Hungary,47.846464,21.149429,7075.0,C,1,2.6,1. Previously published data (ancient)
I21843,Hungary,47.846464,21.149429,7150.0,C,1,4.94,1. Previously published data (ancient)
I21844,Hungary,47.846464,21.149429,7075.0,C,0,2.25,1. Previously published data (ancient)
I21846,Hungary,47.846464,21.149429,7075.0,C,1,1.19,1. Previously published data (ancient)
I21847,Hungary,47.846464,21.149429,7065.0,C,1,2.8,1. Previously published data (ancient)
I21897,Hungary,47.846464,21.149429,7092.0,C,1,4.46,1. Previously published data (ancient)
I21898,Hungary,47.846464,21.149429,7273.0,C,1,8.82,1. Previously published data (ancient)
I21901,Hungary,47.846464,21.149429,7150.0,C,1,1.69,1. Previously published data (ancient)
I21902,Hungary,47.846464,21.149429,7239.0,C,0,4.68,1. Previously published data (ancient)
I23093,Hungary,47.846464,21.149429,7075.0,C,1,4.78,1. Previously published data (ancient)
I23094,Hungary,47.846464,21.149429,7112.0,C,1,8.25,1. Previously published data (ancient)
I24015,Austria,48.579752,16.46931,7100.0,C,1,5.72,1. Previously published data (ancient)
I24017,Austria,48.579752,16.46931,7100.0,C,1,7.55,1. Previously published data (ancient)
I24018,Austria,48.579752,16.46931,7111.0,C,1,8.71,1. Previously published data (ancient)
I24021,Austria,48.579752,16.46931,7100.0,C,0,3.73,1. Previously published data (ancient)
I24022,Austria,48.579752,16.46931,7100.0,C,1,7.66,1. Previously published data (ancient)
I24023,Austria,48.579752,16.46931,7100.0,C,1,4.99,1. Previously published data (ancient)
I24268,Austria,48.579752,16.46931,7100.0,C,1,2.85,1. Previously published data (ancient)
I24269,Austria,48.579752,16.46931,7100.0,C,1,2.91,1. Previously published data (ancient)
I24270,Austria,48.579752,16.46931,7100.0,C,1,1.48,1. Previously published data (ancient)
I24272,Austria,48.579752,16.46931,7100.0,C,0,3.7,1. Previously published data (ancient)
I24275,Austria,48.579752,16.46931,7100.0,C,1,1.61,1. Previously published data (ancient)
I24278,Austria,48.579752,16.46931,7100.0,C,1,1.83,1. Previously published data (ancient)
I24279,Austria,48.579752,16.46931,7100.0,C,1,1.29,1. Previously published data (ancient)
I24281,Austria,48.579752,16.46931,7026.0,C,1,2.34,1. Previously published data (ancient)
I24283,Austria,48.579752,16.46931,7100.0,C,1,1.36,1. Previously published data (ancient)
I24285,Austria,48.579752,16.46931,7100.0,C,1,0.97,1. Previously published data (ancient)
I24289,Austria,48.579752,16.46931,7100.0,C,1,2.54,1. Previously published data (ancient)
I24884,Austria,48.579752,16.46931,6936.0,C,1,6.56,1. Previously published data (ancient)
I24885,Austria,48.579752,16.46931,7071.0,C,1,4.04,1. Previously published data (ancient)
I24886,Austria,48.579752,16.46931,7100.0,C,1,4.86,1. Previously published data (ancient)
I24887,Austria,48.579752,16.46931,7100.0,C,1,6.2,1. Previously published data (ancient)
I24888,Austria,48.579752,16.46931,7181.0,C,1,5.14,1. Previously published data (ancient)
I24889,Austria,48.579752,16.46931,7187.0,C,1,6.24,1. Previously published data (ancient)
I24890,Austria,48.579752,16.46931,7100.0,C,1,3.18,1. Previously published data (ancient)
I24891,Austria,48.579752,16.46931,6872.0,C,1,4.04,1. Previously published data (ancient)
I24892,Austria,48.579752,16.46931,6904.0,C,0,3.82,1. Previously published data (ancient)
I24893,Austria,48.579752,16.46931,7050.0,C,1,4.84,1. Previously published data (ancient)
I24894,Austria,48.579752,16.46931,7100.0,C,1,2.56,1. Previously published data (ancient)
I24895,Austria,48.579752,16.46931,7100.0,C,1,2.23,1. Previously published data (ancient)
I24896,Austria,48.579752,16.46931,7100.0,C,1,4.87,1. Previously published data (ancient)
I24897,Austria,48.579752,16.46931,7100.0,C,1,1.54,1. Previously published data (ancient)
I24898,Austria,48.579752,16.46931,7100.0,C,1,4.32,1. Previously published data (ancient)
I24899,Austria,48.579752,16.46931,7071.0,C,1,1.16,1. Previously published data (ancient)
I24900,Austria,48.579752,16.46931,7100.0,C,1,2.35,1. Previously published data (ancient)
I24901,Austria,48.579752,16.46931,7100.0,C,1,3.34,1. Previously published data (ancient)
I24902,Austria,48.579752,16.46931,7100.0,C,1,4.58,1. Previously published data (ancient)
I24903,Austria,48.579752,16.46931,7100.0,C,1,5.33,1. Previously published data (ancient)
I24904,Austria,48.579752,16.46931,7100.0,C,1,6.19,1. Previously published data (ancient)
I24905,Austria,48.579752,16.46931,7100.0,C,1,4.87,1. Previously published data (ancient)
I24906,Austria,48.579752,16.46931,7100.0,C,1,4.65,1. Previously published data (ancient)
I25334,Austria,48.579752,16.46931,7150.0,C,1,1.12,1. Previously published data (ancient)
I27772,Austria,48.579752,16.46931,7137.0,C,1,1.01,1. Previously published data (ancient)
I27773,Austria,48.579752,16.46931,7092.0,C,1,8.57,1. Previously published data (ancient)
I27774,Austria,48.579752,16.46931,7100.0,C,1,3.38,1. Previously published data (ancient)
I27778,Austria,48.579752,16.46931,7208.0,C,1,2.4,1. Previously published data (ancient)
I27783,Austria,48.579752,16.46931,7100.0,C,1,7.15,1. Previously published data (ancient)
I27784,Austria,48.579752,16.46931,7100.0,C,1,3.26,1. Previously published data (ancient)
I27793,Austria,48.579752,16.46931,7100.0,C,1,5.07,1. Previously published data (ancient)
I27794,Austria,48.579752,16.46931,7100.0,C,1,3.71,1. Previously published data (ancient)
I27796,Austria,48.579752,16.46931,7100.0,C,1,1.23,1. Previously published data (ancient)
I28425,Croatia,45.287927,18.804124,7500.0,SE,1,4.28,1. Previously published data (ancient)
I28426,Croatia,45.287927,18.804124,7511.0,SE,1,5.87,1. Previously published data (ancient)
I6174,Romania,44.027196,25.392494,7971.0,E,1,1.05,1. Previously published data (ancient)
I7869,Serbia,45.510511,19.291391,6953.0,SE,1,4.29,1. Previously published data (ancient)
I7893,Slovakia,48.317816,18.049592,6936.0,C,1,4.77,1. Previously published data (ancient)
I7894,Slovakia,48.317816,18.049592,6975.0,C,1,4.79,1. Previously published data (ancient)
I7896,Slovakia,48.317816,18.049592,6975.0,C,1,5.28,1. Previously published data (ancient)
I8116,Serbia,44.804444,20.702778,7650.0,SE,1,1.9,1. Previously published data (ancient)
AO2001,Georgia,41.469597,44.679196,7764.0,SE,1,0.94,1. Previously published data (ancient)
BOE001,Iran,36.38,52.567,4600.0,SE,1,1.04,1. Previously published data (ancient)
BOE003,Iran,36.38,52.567,4698.0,SE,1,0.93,1. Previously published data (ancient)
BOK017,Russia,45.379643,38.76285,4749.0,E,1,1.13,1. Previously published data (ancient)
ESY003_ESY004,Russia,44.065891,42.902567,5528.0,E,1,1.44,1. Previously published data (ancient)
ESY005,Russia,44.065891,42.902567,5528.0,E,1,1.57,1. Previously published data (ancient)
ESY006_ESY007,Russia,44.065891,42.902567,3073.0,E,1,2.86,1. Previously published data (ancient)
GIN002,Russia,42.377,46.605837,3773.0,E,1,1.3,1. Previously published data (ancient)
GTK001,Russia,42.85931,45.718865,3925.0,E,1,1.26,1. Previously published data (ancient)
IV3008,Russia,45.685404,42.921448,4498.0,E,1,1.09,1. Previously published data (ancient)
KMM008,Russia,43.977284,43.516373,5164.0,E,1,1.1,1. Previously published data (ancient)
KMM032,Russia,43.977284,43.516373,4747.0,E,1,1.05,1. Previously published data (ancient)
KMM033,Russia,43.977284,43.516373,4717.0,E,1,1.05,1. Previously published data (ancient)
KNK005,Russia,45.824999,41.583968,4717.0,E,1,1.13,1. Previously published data (ancient)
KT6001,Russia,44.05445,43.13455,6204.0,E,1,0.97,1. Previously published data (ancient)
KUG003,Russia,44.02,43.889,5191.0,E,1,2.5,1. Previously published data (ancient)
KUG004,Russia,44.02,43.889,5172.0,E,1,1.63,1. Previously published data (ancient)
KUG007,Russia,44.02,43.889,6184.0,E,1,1.99,1. Previously published data (ancient)
LER001,Armenia,40.549017,43.945833,3282.0,SE,1,1.6,1. Previously published data (ancient)
LER002,Armenia,40.549017,43.945833,3291.0,SE,1,5.24,1. Previously published data (ancient)
NV3003,Russia,44.73486,41.938749,5662.0,E,1,2.6,1. Previously published data (ancient)
PUT001,Russia,43.176611,44.802169,3962.0,E,1,0.92,1. Previously published data (ancient)
VS5001,Russia,44.061647,42.962587,5651.0,E,1,1.65,1. Previously published data (ancient)
ZO1004,Russia,45.661255,42.595274,5819.0,E,1,0.99,1. Previously published data (ancient)
ZO1006,Russia,45.661255,42.595274,4088.0,E,1,1.08,1. Previously published data (ancient)
HNJ002,Hungary,47.841,21.424,1250.0,C,1,6.54,1. Previously published data (ancient)
HNJ003,Hungary,47.841,21.424,1250.0,C,0,3.94,1. Previously published data (ancient)
HNJ025,Hungary,47.841,21.424,1250.0,C,1,5.34,1. Previously published data (ancient)
KUP007,Hungary,47.127,19.261,1188.0,C,1,4.72,1. Previously published data (ancient)
KUP009,Hungary,47.127,19.261,1188.0,C,0,1.75,1. Previously published data (ancient)
KUP010,Hungary,47.127,19.261,1188.0,C,0,1.45,1. Previously published data (ancient)
KUP011,Hungary,47.127,19.261,1188.0,C,0,4.44,1. Previously published data (ancient)
KUP012,Hungary,47.127,19.261,1188.0,C,1,2.96,1. Previously published data (ancient)
KUP014,Hungary,47.127,19.261,1213.0,C,1,3.36,1. Previously published data (ancient)
KUP016,Hungary,47.127,19.261,1188.0,C,1,8.6,1. Previously published data (ancient)
KUP017,Hungary,47.127,19.261,1188.0,C,1,2.77,1. Previously published data (ancient)
KUP018,Hungary,47.127,19.261,1188.0,C,1,4.49,1. Previously published data (ancient)
KUP019,Hungary,47.127,19.261,1188.0,C,0,2.28,1. Previously published data (ancient)
KUP020,Hungary,47.127,19.261,1213.0,C,1,5.09,1. Previously published data (ancient)
KUP021,Hungary,47.127,19.261,1213.0,C,1,4.39,1. Previously published data (ancient)
KUP023,Hungary,47.127,19.261,1188.0,C,0,5.06,1. Previously published data (ancient)
RKC003,Hungary,47.075,20.226,1154.0,C,1,8.22,1. Previously published data (ancient)
RKC004,Hungary,47.075,20.226,1231.0,C,1,3.73,1. Previously published data (ancient)
RKC006,Hungary,47.075,20.226,1225.0,C,1,2.36,1. Previously published data (ancient)
RKC009,Hungary,47.075,20.226,1225.0,C,0,4.9,1. Previously published data (ancient)
RKC010,Hungary,47.075,20.226,1118.0,C,1,6.9,1. Previously published data (ancient)
RKC011,Hungary,47.075,20.226,1175.0,C,0,4.09,1. Previously published data (ancient)
RKC013,Hungary,47.075,20.226,1175.0,C,1,6.21,1. Previously published data (ancient)
RKC014,Hungary,47.075,20.226,1225.0,C,1,6.29,1. Previously published data (ancient)
RKC015,Hungary,47.075,20.226,1175.0,C,1,1.76,1. Previously published data (ancient)
RKC018,Hungary,47.075,20.226,1201.0,C,1,6.58,1. Previously published data (ancient)
RKC022,Hungary,47.075,20.226,1225.0,C,1,4.11,1. Previously published data (ancient)
