model,x_m,y_m
Sommers_minimumiceextent,504600.0,-2400000.0
Sommers_minimumiceextent,503000.0,-2398400.0
Sommers_minimumiceextent,501400.0,-2400000.0
Sommers_minimumiceextent,499000.0,-2402400.0
Sommers_minimumiceextent,496600.0,-2400000.0
Sommers_minimumiceextent,499000.0,-2397600.0
Sommers_minimumiceextent,500600.0,-2396000.0
Sommers_minimumiceextent,503000.0,-2393600.0
Sommers_minimumiceextent,507000.0,-2393600.0
Sommers_minimumiceextent,511000.0,-2393600.0
Sommers_minimumiceextent,512600.0,-2392000.0
Sommers_minimumiceextent,511000.0,-2390400.0
Sommers_minimumiceextent,508600.0,-2388000.0
Sommers_minimumiceextent,511000.0,-2385600.0
Sommers_minimumiceextent,512600.0,-2384000.0
Sommers_minimumiceextent,515000.0,-2381600.0
Sommers_minimumiceextent,519000.0,-2381600.0
Sommers_minimumiceextent,520600.0,-2380000.0
Sommers_minimumiceextent,520600.0,-2376000.0
Sommers_minimumiceextent,520600.0,-2372000.0
Sommers_minimumiceextent,523000.0,-2369600.0
Sommers_minimumiceextent,527000.0,-2369600.0
Sommers_minimumiceextent,531000.0,-2369600.0
Sommers_minimumiceextent,533400.0,-2372000.0
Sommers_minimumiceextent,535000.0,-2373600.0
Sommers_minimumiceextent,536600.0,-2372000.0
Sommers_minimumiceextent,536600.0,-2368000.0
Sommers_minimumiceextent,536600.0,-2364000.0
Sommers_minimumiceextent,536600.0,-2360000.0
Sommers_minimumiceextent,535000.0,-2358400.0
Sommers_minimumiceextent,532600.0,-2356000.0
Sommers_minimumiceextent,532600.0,-2352000.0
Sommers_minimumiceextent,532600.0,-2348000.0
Sommers_minimumiceextent,535000.0,-2345600.0
Sommers_minimumiceextent,536600.0,-2344000.0
Sommers_minimumiceextent,536600.0,-2340000.0
Sommers_minimumiceextent,536600.0,-2336000.0
Sommers_minimumiceextent,535000.0,-2334400.0
Sommers_minimumiceextent,531000.0,-2334400.0
Sommers_minimumiceextent,527000.0,-2334400.0
Sommers_minimumiceextent,523000.0,-2334400.0
Sommers_minimumiceextent,519000.0,-2334400.0
Sommers_minimumiceextent,516600.0,-2332000.0
Sommers_minimumiceextent,519000.0,-2329600.0
Sommers_minimumiceextent,523000.0,-2329600.0
Sommers_minimumiceextent,527000.0,-2329600.0
Sommers_minimumiceextent,531000.0,-2329600.0
Sommers_minimumiceextent,532600.0,-2328000.0
Sommers_minimumiceextent,531000.0,-2326400.0
Sommers_minimumiceextent,528600.0,-2324000.0
Sommers_minimumiceextent,527000.0,-2322400.0
Sommers_minimumiceextent,524600.0,-2320000.0
Sommers_minimumiceextent,524600.0,-2316000.0
Sommers_minimumiceextent,523000.0,-2314400.0
Sommers_minimumiceextent,519000.0,-2314400.0
Sommers_minimumiceextent,515000.0,-2314400.0
Sommers_minimumiceextent,512600.0,-2312000.0
Sommers_minimumiceextent,511000.0,-2310400.0
Sommers_minimumiceextent,508600.0,-2308000.0
Sommers_minimumiceextent,508600.0,-2304000.0
Sommers_minimumiceextent,507000.0,-2302400.0
Sommers_minimumiceextent,504600.0,-2300000.0
Sommers_minimumiceextent,503000.0,-2298400.0
Sommers_minimumiceextent,499000.0,-2298400.0
Sommers_minimumiceextent,495000.0,-2298400.0
Sommers_minimumiceextent,493400.0,-2300000.0
Sommers_minimumiceextent,491000.0,-2302400.0
Sommers_minimumiceextent,488600.0,-2300000.0
Sommers_minimumiceextent,491000.0,-2297600.0
Sommers_minimumiceextent,492600.0,-2296000.0
Sommers_minimumiceextent,491000.0,-2294400.0
Sommers_minimumiceextent,488600.0,-2292000.0
Sommers_minimumiceextent,491000.0,-2289600.0
Sommers_minimumiceextent,495000.0,-2289600.0
Sommers_minimumiceextent,497400.0,-2292000.0
Sommers_minimumiceextent,499000.0,-2293600.0
Sommers_minimumiceextent,503000.0,-2293600.0
Sommers_minimumiceextent,507000.0,-2293600.0
Sommers_minimumiceextent,511000.0,-2293600.0
Sommers_minimumiceextent,513400.0,-2296000.0
Sommers_minimumiceextent,513400.0,-2300000.0
Sommers_minimumiceextent,513400.0,-2304000.0
Sommers_minimumiceextent,515000.0,-2305600.0
Sommers_minimumiceextent,517400.0,-2308000.0
Sommers_minimumiceextent,519000.0,-2309600.0
Sommers_minimumiceextent,523000.0,-2309600.0
Sommers_minimumiceextent,525400.0,-2312000.0
Sommers_minimumiceextent,527000.0,-2313600.0
Sommers_minimumiceextent,529400.0,-2316000.0
Sommers_minimumiceextent,531000.0,-2317600.0
Sommers_minimumiceextent,533400.0,-2320000.0
Sommers_minimumiceextent,535000.0,-2321600.0
Sommers_minimumiceextent,537400.0,-2324000.0
Sommers_minimumiceextent,537400.0,-2328000.0
Sommers_minimumiceextent,539000.0,-2329600.0
Sommers_minimumiceextent,543000.0,-2329600.0
Sommers_minimumiceextent,547000.0,-2329600.0
Sommers_minimumiceextent,549400.0,-2332000.0
Sommers_minimumiceextent,551000.0,-2333600.0
Sommers_minimumiceextent,555000.0,-2333600.0
Sommers_minimumiceextent,556600.0,-2332000.0
Sommers_minimumiceextent,556600.0,-2328000.0
Sommers_minimumiceextent,559000.0,-2325600.0
Sommers_minimumiceextent,563000.0,-2325600.0
Sommers_minimumiceextent,564600.0,-2324000.0
Sommers_minimumiceextent,567000.0,-2321600.0
Sommers_minimumiceextent,571000.0,-2321600.0
Sommers_minimumiceextent,575000.0,-2321600.0
Sommers_minimumiceextent,576600.0,-2320000.0
Sommers_minimumiceextent,579000.0,-2317600.0
Sommers_minimumiceextent,583000.0,-2317600.0
Sommers_minimumiceextent,587000.0,-2317600.0
Sommers_minimumiceextent,588600.0,-2316000.0
Sommers_minimumiceextent,588600.0,-2312000.0
Sommers_minimumiceextent,587000.0,-2310400.0
Sommers_minimumiceextent,584600.0,-2308000.0
Sommers_minimumiceextent,587000.0,-2305600.0
Sommers_minimumiceextent,589400.0,-2308000.0
Sommers_minimumiceextent,591000.0,-2309600.0
Sommers_minimumiceextent,592600.0,-2308000.0
Sommers_minimumiceextent,592600.0,-2304000.0
Sommers_minimumiceextent,592600.0,-2300000.0
Sommers_minimumiceextent,591000.0,-2298400.0
Sommers_minimumiceextent,588600.0,-2296000.0
Sommers_minimumiceextent,591000.0,-2293600.0
Sommers_minimumiceextent,595000.0,-2293600.0
Sommers_minimumiceextent,597400.0,-2296000.0
Sommers_minimumiceextent,599000.0,-2297600.0
Sommers_minimumiceextent,603000.0,-2297600.0
Sommers_minimumiceextent,607000.0,-2297600.0
Sommers_minimumiceextent,611000.0,-2297600.0
Sommers_minimumiceextent,612600.0,-2296000.0
Sommers_minimumiceextent,612600.0,-2292000.0
Sommers_minimumiceextent,612600.0,-2288000.0
Sommers_minimumiceextent,611000.0,-2286400.0
Sommers_minimumiceextent,608600.0,-2284000.0
Sommers_minimumiceextent,611000.0,-2281600.0
Sommers_minimumiceextent,615000.0,-2281600.0
Sommers_minimumiceextent,617400.0,-2284000.0
Sommers_minimumiceextent,619000.0,-2285600.0
Sommers_minimumiceextent,620600.0,-2284000.0
Sommers_minimumiceextent,620600.0,-2280000.0
Sommers_minimumiceextent,623000.0,-2277600.0
Sommers_minimumiceextent,625400.0,-2280000.0
Sommers_minimumiceextent,627000.0,-2281600.0
Sommers_minimumiceextent,631000.0,-2281600.0
Sommers_minimumiceextent,635000.0,-2281600.0
Sommers_minimumiceextent,637400.0,-2284000.0
Sommers_minimumiceextent,639000.0,-2285600.0
Sommers_minimumiceextent,643000.0,-2285600.0
Sommers_minimumiceextent,644600.0,-2284000.0
Sommers_minimumiceextent,644600.0,-2280000.0
Sommers_minimumiceextent,643000.0,-2278400.0
Sommers_minimumiceextent,640600.0,-2276000.0
Sommers_minimumiceextent,643000.0,-2273600.0
Sommers_minimumiceextent,645400.0,-2276000.0
Sommers_minimumiceextent,647000.0,-2277600.0
Sommers_minimumiceextent,651000.0,-2277600.0
Sommers_minimumiceextent,655000.0,-2277600.0
Sommers_minimumiceextent,656600.0,-2276000.0
Sommers_minimumiceextent,656600.0,-2272000.0
Sommers_minimumiceextent,659000.0,-2269600.0
Sommers_minimumiceextent,663000.0,-2269600.0
Sommers_minimumiceextent,667000.0,-2269600.0
Sommers_minimumiceextent,671000.0,-2269600.0
Sommers_minimumiceextent,672600.0,-2268000.0
Sommers_minimumiceextent,671000.0,-2266400.0
Sommers_minimumiceextent,668600.0,-2264000.0
Sommers_minimumiceextent,671000.0,-2261600.0
Sommers_minimumiceextent,675000.0,-2261600.0
Sommers_minimumiceextent,679000.0,-2261600.0
Sommers_minimumiceextent,680600.0,-2260000.0
Sommers_minimumiceextent,683000.0,-2257600.0
Sommers_minimumiceextent,687000.0,-2257600.0
Sommers_minimumiceextent,688600.0,-2256000.0
Sommers_minimumiceextent,688600.0,-2252000.0
Sommers_minimumiceextent,691000.0,-2249600.0
Sommers_minimumiceextent,695000.0,-2249600.0
Sommers_minimumiceextent,699000.0,-2249600.0
Sommers_minimumiceextent,700600.0,-2248000.0
Sommers_minimumiceextent,699000.0,-2246400.0
Sommers_minimumiceextent,695000.0,-2246400.0
Sommers_minimumiceextent,692600.0,-2244000.0
Sommers_minimumiceextent,695000.0,-2241600.0
Sommers_minimumiceextent,699000.0,-2241600.0
Sommers_minimumiceextent,700600.0,-2240000.0
Sommers_minimumiceextent,700600.0,-2236000.0
Sommers_minimumiceextent,703000.0,-2233600.0
Sommers_minimumiceextent,705400.0,-2236000.0
Sommers_minimumiceextent,707000.0,-2237600.0
Sommers_minimumiceextent,708600.0,-2236000.0
Sommers_minimumiceextent,708600.0,-2232000.0
Sommers_minimumiceextent,711000.0,-2229600.0
Sommers_minimumiceextent,715000.0,-2229600.0
Sommers_minimumiceextent,716600.0,-2228000.0
Sommers_minimumiceextent,716600.0,-2224000.0
Sommers_minimumiceextent,719000.0,-2221600.0
Sommers_minimumiceextent,720600.0,-2220000.0
Sommers_minimumiceextent,719000.0,-2218400.0
Sommers_minimumiceextent,716600.0,-2216000.0
Sommers_minimumiceextent,719000.0,-2213600.0
Sommers_minimumiceextent,721400.0,-2216000.0
Sommers_minimumiceextent,723000.0,-2217600.0
Sommers_minimumiceextent,727000.0,-2217600.0
Sommers_minimumiceextent,728600.0,-2216000.0
Sommers_minimumiceextent,728600.0,-2212000.0
Sommers_minimumiceextent,728600.0,-2208000.0
Sommers_minimumiceextent,731000.0,-2205600.0
Sommers_minimumiceextent,735000.0,-2205600.0
Sommers_minimumiceextent,739000.0,-2205600.0
Sommers_minimumiceextent,740600.0,-2204000.0
Sommers_minimumiceextent,740600.0,-2200000.0
Sommers_minimumiceextent,743000.0,-2197600.0
Sommers_minimumiceextent,744600.0,-2196000.0
Sommers_minimumiceextent,747000.0,-2193600.0
Sommers_minimumiceextent,751000.0,-2193600.0
Sommers_minimumiceextent,752600.0,-2192000.0
Sommers_minimumiceextent,755000.0,-2189600.0
Sommers_minimumiceextent,756600.0,-2188000.0
Sommers_minimumiceextent,759000.0,-2185600.0
Sommers_minimumiceextent,763000.0,-2185600.0
Sommers_minimumiceextent,764600.0,-2184000.0
Sommers_minimumiceextent,764600.0,-2180000.0
Sommers_minimumiceextent,763000.0,-2178400.0
Sommers_minimumiceextent,760600.0,-2176000.0
Sommers_minimumiceextent,760600.0,-2172000.0
Sommers_minimumiceextent,759000.0,-2170400.0
Sommers_minimumiceextent,756600.0,-2168000.0
Sommers_minimumiceextent,759000.0,-2165600.0
Sommers_minimumiceextent,760600.0,-2164000.0
Sommers_minimumiceextent,760600.0,-2160000.0
Sommers_minimumiceextent,760600.0,-2156000.0
Sommers_minimumiceextent,763000.0,-2153600.0
Sommers_minimumiceextent,764600.0,-2152000.0
Sommers_minimumiceextent,767000.0,-2149600.0
Sommers_minimumiceextent,771000.0,-2149600.0
Sommers_minimumiceextent,775000.0,-2149600.0
Sommers_minimumiceextent,776600.0,-2148000.0
Sommers_minimumiceextent,776600.0,-2144000.0
Sommers_minimumiceextent,776600.0,-2140000.0
Sommers_minimumiceextent,775000.0,-2138400.0
Sommers_minimumiceextent,773400.0,-2140000.0
Sommers_minimumiceextent,771000.0,-2142400.0
Sommers_minimumiceextent,768600.0,-2140000.0
Sommers_minimumiceextent,768600.0,-2136000.0
Sommers_minimumiceextent,771000.0,-2133600.0
Sommers_minimumiceextent,775000.0,-2133600.0
Sommers_minimumiceextent,779000.0,-2133600.0
Sommers_minimumiceextent,780600.0,-2132000.0
Sommers_minimumiceextent,783000.0,-2129600.0
Sommers_minimumiceextent,784600.0,-2128000.0
Sommers_minimumiceextent,784600.0,-2124000.0
Sommers_minimumiceextent,784600.0,-2120000.0
Sommers_minimumiceextent,783000.0,-2118400.0
Sommers_minimumiceextent,780600.0,-2116000.0
Sommers_minimumiceextent,783000.0,-2113600.0
Sommers_minimumiceextent,787000.0,-2113600.0
Sommers_minimumiceextent,788600.0,-2112000.0
Sommers_minimumiceextent,788600.0,-2108000.0
Sommers_minimumiceextent,791000.0,-2105600.0
Sommers_minimumiceextent,795000.0,-2105600.0
Sommers_minimumiceextent,796600.0,-2104000.0
Sommers_minimumiceextent,799000.0,-2101600.0
Sommers_minimumiceextent,800600.0,-2100000.0
Sommers_minimumiceextent,800600.0,-2096000.0
Sommers_minimumiceextent,800600.0,-2092000.0
Sommers_minimumiceextent,803000.0,-2089600.0
Sommers_minimumiceextent,804600.0,-2088000.0
Sommers_minimumiceextent,804600.0,-2084000.0
Sommers_minimumiceextent,807000.0,-2081600.0
Sommers_minimumiceextent,808600.0,-2080000.0
Sommers_minimumiceextent,811000.0,-2077600.0
Sommers_minimumiceextent,812600.0,-2076000.0
Sommers_minimumiceextent,812600.0,-2072000.0
Sommers_minimumiceextent,815000.0,-2069600.0
Sommers_minimumiceextent,819000.0,-2069600.0
Sommers_minimumiceextent,823000.0,-2069600.0
Sommers_minimumiceextent,824600.0,-2068000.0
Sommers_minimumiceextent,824600.0,-2064000.0
Sommers_minimumiceextent,823000.0,-2062400.0
Sommers_minimumiceextent,820600.0,-2060000.0
Sommers_minimumiceextent,820600.0,-2056000.0
Sommers_minimumiceextent,820600.0,-2052000.0
Sommers_minimumiceextent,819000.0,-2050400.0
Sommers_minimumiceextent,815000.0,-2050400.0
Sommers_minimumiceextent,812600.0,-2048000.0
Sommers_minimumiceextent,815000.0,-2045600.0
Sommers_minimumiceextent,819000.0,-2045600.0
Sommers_minimumiceextent,820600.0,-2044000.0
Sommers_minimumiceextent,820600.0,-2040000.0
Sommers_minimumiceextent,820600.0,-2036000.0
Sommers_minimumiceextent,823000.0,-2033600.0
Sommers_minimumiceextent,824600.0,-2032000.0
Sommers_minimumiceextent,827000.0,-2029600.0
Sommers_minimumiceextent,828600.0,-2028000.0
Sommers_minimumiceextent,828600.0,-2024000.0
Sommers_minimumiceextent,828600.0,-2020000.0
Sommers_minimumiceextent,828600.0,-2016000.0
Sommers_minimumiceextent,827000.0,-2014400.0
Sommers_minimumiceextent,825400.0,-2016000.0
Sommers_minimumiceextent,823000.0,-2018400.0
Sommers_minimumiceextent,819000.0,-2018400.0
Sommers_minimumiceextent,815000.0,-2018400.0
Sommers_minimumiceextent,813400.0,-2020000.0
Sommers_minimumiceextent,811000.0,-2022400.0
Sommers_minimumiceextent,807000.0,-2022400.0
Sommers_minimumiceextent,803000.0,-2022400.0
Sommers_minimumiceextent,799000.0,-2022400.0
Sommers_minimumiceextent,797400.0,-2024000.0
Sommers_minimumiceextent,795000.0,-2026400.0
Sommers_minimumiceextent,792600.0,-2024000.0
Sommers_minimumiceextent,791000.0,-2022400.0
Sommers_minimumiceextent,787000.0,-2022400.0
Sommers_minimumiceextent,785400.0,-2024000.0
Sommers_minimumiceextent,783000.0,-2026400.0
Sommers_minimumiceextent,780600.0,-2024000.0
Sommers_minimumiceextent,779000.0,-2022400.0
Sommers_minimumiceextent,775000.0,-2022400.0
Sommers_minimumiceextent,773400.0,-2024000.0
Sommers_minimumiceextent,771000.0,-2026400.0
Sommers_minimumiceextent,768600.0,-2024000.0
Sommers_minimumiceextent,767000.0,-2022400.0
Sommers_minimumiceextent,765400.0,-2024000.0
Sommers_minimumiceextent,763000.0,-2026400.0
Sommers_minimumiceextent,759000.0,-2026400.0
Sommers_minimumiceextent,756600.0,-2024000.0
Sommers_minimumiceextent,755000.0,-2022400.0
Sommers_minimumiceextent,751000.0,-2022400.0
Sommers_minimumiceextent,749400.0,-2024000.0
Sommers_minimumiceextent,747000.0,-2026400.0
Sommers_minimumiceextent,743000.0,-2026400.0
Sommers_minimumiceextent,739000.0,-2026400.0
Sommers_minimumiceextent,735000.0,-2026400.0
Sommers_minimumiceextent,731000.0,-2026400.0
Sommers_minimumiceextent,729400.0,-2028000.0
Sommers_minimumiceextent,727000.0,-2030400.0
Sommers_minimumiceextent,725400.0,-2032000.0
Sommers_minimumiceextent,723000.0,-2034400.0
Sommers_minimumiceextent,720600.0,-2032000.0
Sommers_minimumiceextent,719000.0,-2030400.0
Sommers_minimumiceextent,715000.0,-2030400.0
Sommers_minimumiceextent,711000.0,-2030400.0
Sommers_minimumiceextent,709400.0,-2032000.0
Sommers_minimumiceextent,707000.0,-2034400.0
Sommers_minimumiceextent,705400.0,-2036000.0
Sommers_minimumiceextent,705400.0,-2040000.0
Sommers_minimumiceextent,705400.0,-2044000.0
Sommers_minimumiceextent,705400.0,-2048000.0
Sommers_minimumiceextent,705400.0,-2052000.0
Sommers_minimumiceextent,703000.0,-2054400.0
Sommers_minimumiceextent,700600.0,-2052000.0
Sommers_minimumiceextent,700600.0,-2048000.0
Sommers_minimumiceextent,699000.0,-2046400.0
Sommers_minimumiceextent,697400.0,-2048000.0
Sommers_minimumiceextent,695000.0,-2050400.0
Sommers_minimumiceextent,693400.0,-2052000.0
Sommers_minimumiceextent,691000.0,-2054400.0
Sommers_minimumiceextent,687000.0,-2054400.0
Sommers_minimumiceextent,683000.0,-2054400.0
Sommers_minimumiceextent,679000.0,-2054400.0
Sommers_minimumiceextent,675000.0,-2054400.0
Sommers_minimumiceextent,673400.0,-2056000.0
Sommers_minimumiceextent,671000.0,-2058400.0
Sommers_minimumiceextent,669400.0,-2060000.0
Sommers_minimumiceextent,667000.0,-2062400.0
Sommers_minimumiceextent,665400.0,-2064000.0
Sommers_minimumiceextent,665400.0,-2068000.0
Sommers_minimumiceextent,665400.0,-2072000.0
Sommers_minimumiceextent,665400.0,-2076000.0
Sommers_minimumiceextent,665400.0,-2080000.0
Sommers_minimumiceextent,665400.0,-2084000.0
Sommers_minimumiceextent,667000.0,-2085600.0
Sommers_minimumiceextent,669400.0,-2088000.0
Sommers_minimumiceextent,667000.0,-2090400.0
Sommers_minimumiceextent,663000.0,-2090400.0
Sommers_minimumiceextent,660600.0,-2088000.0
Sommers_minimumiceextent,660600.0,-2084000.0
Sommers_minimumiceextent,659000.0,-2082400.0
Sommers_minimumiceextent,655000.0,-2082400.0
Sommers_minimumiceextent,653400.0,-2084000.0
Sommers_minimumiceextent,651000.0,-2086400.0
Sommers_minimumiceextent,647000.0,-2086400.0
Sommers_minimumiceextent,645400.0,-2088000.0
Sommers_minimumiceextent,643000.0,-2090400.0
Sommers_minimumiceextent,640600.0,-2088000.0
Sommers_minimumiceextent,639000.0,-2086400.0
Sommers_minimumiceextent,635000.0,-2086400.0
Sommers_minimumiceextent,631000.0,-2086400.0
Sommers_minimumiceextent,629400.0,-2088000.0
Sommers_minimumiceextent,627000.0,-2090400.0
Sommers_minimumiceextent,624600.0,-2088000.0
Sommers_minimumiceextent,623000.0,-2086400.0
Sommers_minimumiceextent,621400.0,-2088000.0
Sommers_minimumiceextent,619000.0,-2090400.0
Sommers_minimumiceextent,616600.0,-2088000.0
Sommers_minimumiceextent,619000.0,-2085600.0
Sommers_minimumiceextent,620600.0,-2084000.0
Sommers_minimumiceextent,620600.0,-2080000.0
Sommers_minimumiceextent,619000.0,-2078400.0
Sommers_minimumiceextent,617400.0,-2080000.0
Sommers_minimumiceextent,615000.0,-2082400.0
Sommers_minimumiceextent,612600.0,-2080000.0
Sommers_minimumiceextent,612600.0,-2076000.0
Sommers_minimumiceextent,612600.0,-2072000.0
Sommers_minimumiceextent,615000.0,-2069600.0
Sommers_minimumiceextent,616600.0,-2068000.0
Sommers_minimumiceextent,616600.0,-2064000.0
Sommers_minimumiceextent,616600.0,-2060000.0
Sommers_minimumiceextent,616600.0,-2056000.0
Sommers_minimumiceextent,616600.0,-2052000.0
Sommers_minimumiceextent,616600.0,-2048000.0
Sommers_minimumiceextent,615000.0,-2046400.0
Sommers_minimumiceextent,611000.0,-2046400.0
Sommers_minimumiceextent,609400.0,-2048000.0
Sommers_minimumiceextent,607000.0,-2050400.0
Sommers_minimumiceextent,605400.0,-2052000.0
Sommers_minimumiceextent,603000.0,-2054400.0
Sommers_minimumiceextent,599000.0,-2054400.0
Sommers_minimumiceextent,597400.0,-2056000.0
Sommers_minimumiceextent,595000.0,-2058400.0
Sommers_minimumiceextent,593400.0,-2060000.0
Sommers_minimumiceextent,591000.0,-2062400.0
Sommers_minimumiceextent,589400.0,-2064000.0
Sommers_minimumiceextent,587000.0,-2066400.0
Sommers_minimumiceextent,584600.0,-2064000.0
Sommers_minimumiceextent,587000.0,-2061600.0
Sommers_minimumiceextent,588600.0,-2060000.0
Sommers_minimumiceextent,591000.0,-2057600.0
Sommers_minimumiceextent,592600.0,-2056000.0
Sommers_minimumiceextent,592600.0,-2052000.0
Sommers_minimumiceextent,595000.0,-2049600.0
Sommers_minimumiceextent,596600.0,-2048000.0
Sommers_minimumiceextent,599000.0,-2045600.0
Sommers_minimumiceextent,600600.0,-2044000.0
Sommers_minimumiceextent,603000.0,-2041600.0
Sommers_minimumiceextent,604600.0,-2040000.0
Sommers_minimumiceextent,603000.0,-2038400.0
Sommers_minimumiceextent,599000.0,-2038400.0
Sommers_minimumiceextent,596600.0,-2036000.0
Sommers_minimumiceextent,599000.0,-2033600.0
Sommers_minimumiceextent,600600.0,-2032000.0
Sommers_minimumiceextent,599000.0,-2030400.0
Sommers_minimumiceextent,596600.0,-2028000.0
Sommers_minimumiceextent,596600.0,-2024000.0
Sommers_minimumiceextent,599000.0,-2021600.0
Sommers_minimumiceextent,600600.0,-2020000.0
Sommers_minimumiceextent,603000.0,-2017600.0
Sommers_minimumiceextent,607000.0,-2017600.0
Sommers_minimumiceextent,608600.0,-2016000.0
Sommers_minimumiceextent,608600.0,-2012000.0
Sommers_minimumiceextent,608600.0,-2008000.0
Sommers_minimumiceextent,607000.0,-2006400.0
Sommers_minimumiceextent,604600.0,-2004000.0
Sommers_minimumiceextent,604600.0,-2000000.0
Sommers_minimumiceextent,603000.0,-1998400.0
Sommers_minimumiceextent,600600.0,-1996000.0
Sommers_minimumiceextent,603000.0,-1993600.0
Sommers_minimumiceextent,604600.0,-1992000.0
Sommers_minimumiceextent,607000.0,-1989600.0
Sommers_minimumiceextent,608600.0,-1988000.0
Sommers_minimumiceextent,608600.0,-1984000.0
Sommers_minimumiceextent,607000.0,-1982400.0
Sommers_minimumiceextent,603000.0,-1982400.0
Sommers_minimumiceextent,599000.0,-1982400.0
Sommers_minimumiceextent,595000.0,-1982400.0
Sommers_minimumiceextent,591000.0,-1982400.0
Sommers_minimumiceextent,588600.0,-1980000.0
Sommers_minimumiceextent,587000.0,-1978400.0
Sommers_minimumiceextent,584600.0,-1976000.0
Sommers_minimumiceextent,587000.0,-1973600.0
Sommers_minimumiceextent,588600.0,-1972000.0
Sommers_minimumiceextent,591000.0,-1969600.0
Sommers_minimumiceextent,592600.0,-1968000.0
Sommers_minimumiceextent,591000.0,-1966400.0
Sommers_minimumiceextent,587000.0,-1966400.0
Sommers_minimumiceextent,583000.0,-1966400.0
Sommers_minimumiceextent,580600.0,-1964000.0
Sommers_minimumiceextent,583000.0,-1961600.0
Sommers_minimumiceextent,584600.0,-1960000.0
Sommers_minimumiceextent,584600.0,-1956000.0
Sommers_minimumiceextent,584600.0,-1952000.0
Sommers_minimumiceextent,584600.0,-1948000.0
Sommers_minimumiceextent,583000.0,-1946400.0
Sommers_minimumiceextent,580600.0,-1944000.0
Sommers_minimumiceextent,579000.0,-1942400.0
Sommers_minimumiceextent,575000.0,-1942400.0
Sommers_minimumiceextent,571000.0,-1942400.0
Sommers_minimumiceextent,568600.0,-1940000.0
Sommers_minimumiceextent,568600.0,-1936000.0
Sommers_minimumiceextent,568600.0,-1932000.0
Sommers_minimumiceextent,568600.0,-1928000.0
Sommers_minimumiceextent,568600.0,-1924000.0
Sommers_minimumiceextent,568600.0,-1920000.0
Sommers_minimumiceextent,567000.0,-1918400.0
Sommers_minimumiceextent,563000.0,-1918400.0
Sommers_minimumiceextent,560600.0,-1916000.0
Sommers_minimumiceextent,560600.0,-1912000.0
Sommers_minimumiceextent,560600.0,-1908000.0
Sommers_minimumiceextent,560600.0,-1904000.0
Sommers_minimumiceextent,563000.0,-1901600.0
Sommers_minimumiceextent,564600.0,-1900000.0
Sommers_minimumiceextent,567000.0,-1897600.0
Sommers_minimumiceextent,568600.0,-1896000.0
Sommers_minimumiceextent,567000.0,-1894400.0
Sommers_minimumiceextent,563000.0,-1894400.0
Sommers_minimumiceextent,559000.0,-1894400.0
Sommers_minimumiceextent,556600.0,-1892000.0
Sommers_minimumiceextent,559000.0,-1889600.0
Sommers_minimumiceextent,560600.0,-1888000.0
Sommers_minimumiceextent,559000.0,-1886400.0
Sommers_minimumiceextent,556600.0,-1884000.0
Sommers_minimumiceextent,555000.0,-1882400.0
Sommers_minimumiceextent,551000.0,-1882400.0
Sommers_minimumiceextent,548600.0,-1880000.0
Sommers_minimumiceextent,551000.0,-1877600.0
Sommers_minimumiceextent,555000.0,-1877600.0
Sommers_minimumiceextent,557400.0,-1880000.0
Sommers_minimumiceextent,559000.0,-1881600.0
Sommers_minimumiceextent,563000.0,-1881600.0
Sommers_minimumiceextent,567000.0,-1881600.0
Sommers_minimumiceextent,571000.0,-1881600.0
Sommers_minimumiceextent,575000.0,-1881600.0
Sommers_minimumiceextent,576600.0,-1880000.0
Sommers_minimumiceextent,579000.0,-1877600.0
Sommers_minimumiceextent,583000.0,-1877600.0
Sommers_minimumiceextent,584600.0,-1876000.0
Sommers_minimumiceextent,587000.0,-1873600.0
Sommers_minimumiceextent,591000.0,-1873600.0
Sommers_minimumiceextent,595000.0,-1873600.0
Sommers_minimumiceextent,599000.0,-1873600.0
Sommers_minimumiceextent,603000.0,-1873600.0
Sommers_minimumiceextent,604600.0,-1872000.0
Sommers_minimumiceextent,604600.0,-1868000.0
Sommers_minimumiceextent,603000.0,-1866400.0
Sommers_minimumiceextent,600600.0,-1864000.0
Sommers_minimumiceextent,600600.0,-1860000.0
Sommers_minimumiceextent,599000.0,-1858400.0
Sommers_minimumiceextent,597400.0,-1860000.0
Sommers_minimumiceextent,595000.0,-1862400.0
Sommers_minimumiceextent,591000.0,-1862400.0
Sommers_minimumiceextent,588600.0,-1860000.0
Sommers_minimumiceextent,587000.0,-1858400.0
Sommers_minimumiceextent,583000.0,-1858400.0
Sommers_minimumiceextent,580600.0,-1856000.0
Sommers_minimumiceextent,580600.0,-1852000.0
Sommers_minimumiceextent,580600.0,-1848000.0
Sommers_minimumiceextent,583000.0,-1845600.0
Sommers_minimumiceextent,587000.0,-1845600.0
Sommers_minimumiceextent,591000.0,-1845600.0
Sommers_minimumiceextent,592600.0,-1844000.0
Sommers_minimumiceextent,595000.0,-1841600.0
Sommers_minimumiceextent,597400.0,-1844000.0
Sommers_minimumiceextent,599000.0,-1845600.0
Sommers_minimumiceextent,603000.0,-1845600.0
Sommers_minimumiceextent,604600.0,-1844000.0
Sommers_minimumiceextent,607000.0,-1841600.0
Sommers_minimumiceextent,609400.0,-1844000.0
Sommers_minimumiceextent,611000.0,-1845600.0
Sommers_minimumiceextent,613400.0,-1848000.0
