x_m,y_m
189910.9,-1375309.7
190185.8,-1375204.0
190460.6,-1375098.3
190735.3,-1374992.2
191009.5,-1374885.0
191282.1,-1374773.6
191553.4,-1374659.0
191823.9,-1374542.8
192093.9,-1374425.3
192363.4,-1374306.5
192618.8,-1374192.5
192887.1,-1374071.2
193154.7,-1373948.4
193421.8,-1373824.4
-195446.5,-1076211.6
-195170.3,-1076113.4
-194893.7,-1076016.5
-194630.3,-1075926.0
-194352.2,-1075833.4
-194073.1,-1075743.7
-193793.5,-1075655.8
-193514.0,-1075567.5
-193234.4,-1075479.3
-192954.9,-1075391.2
-192689.7,-1075306.3
-192411.3,-1075214.7
-192133.8,-1075120.2
-191857.0,-1075023.8
-191580.5,-1074926.6
-191304.1,-1074829.0
-191027.7,-1074731.3
-190765.0,-1074639.0
-190488.2,-1074542.7
-212430.0,-1081945.7
-212152.3,-1081851.8
-211888.7,-1081761.9
-211611.4,-1081666.8
-211334.1,-1081571.6
-211056.7,-1081476.8
-210778.8,-1081383.4
-210500.6,-1081291.1
-210222.1,-1081199.4
-209957.6,-1081112.3
-209679.2,-1081020.5
-209400.7,-1080928.7
-209122.3,-1080837.0
-208844.0,-1080744.8
-208566.0,-1080651.7
-208288.2,-1080558.1
-208024.5,-1080468.4
-196314.0,-1106550.9
-196043.4,-1106617.1
-195758.6,-1106686.7
-195473.8,-1106756.8
-195189.2,-1106827.3
-194904.5,-1106897.6
-194619.8,-1106967.8
-194335.1,-1107038.0
-194050.4,-1107108.4
-193765.6,-1107178.4
-193480.7,-1107247.8
-193195.8,-1107317.3
-192911.0,-1107386.9
-192640.3,-1107452.9
-192355.5,-1107522.6
-192070.7,-1107592.6
-191786.0,-1107662.7
-191501.1,-1107732.2
-191216.1,-1107801.4
-190931.2,-1107870.9
-190646.4,-1107940.5
-190361.6,-1108010.5
-190076.9,-1108080.6
-189791.3,-1108147.5
-189518.8,-1108205.4
-189230.0,-1108256.3
-188939.2,-1108294.2
-188646.8,-1108316.6
-188353.7,-1108322.8
-188060.6,-1108312.9
-187768.5,-1108287.1
-187478.3,-1108244.8
-187190.7,-1108187.2
-186906.3,-1108116.0
-186625.5,-1108031.3
-186362.9,-1107938.5
-186091.3,-1107827.8
-185825.4,-1107704.1
-185566.0,-1107567.5
-185313.8,-1107417.9
-185069.3,-1107255.9
-184833.3,-1107081.9
-184606.3,-1106896.3
-184388.9,-1106699.4
-184181.8,-1106491.9
-193509.2,-1107240.9
-193224.3,-1107310.3
-192939.4,-1107379.9
-192668.8,-1107446.0
-192383.9,-1107515.6
-192099.2,-1107585.6
-191814.4,-1107655.7
-191529.6,-1107725.2
-191244.6,-1107794.5
-190959.7,-1107864.0
-190674.8,-1107933.5
-190390.1,-1108003.4
-132931.3,-1135749.4
-132653.8,-1135654.4
-132376.6,-1135558.6
-132099.6,-1135462.1
-131837.0,-1135369.0
-131560.8,-1135270.1
-131284.9,-1135170.7
-131009.1,-1135070.9
-130733.4,-1134970.8
-130457.6,-1134870.8
-130181.8,-1134771.1
-129905.9,-1134671.5
-129629.9,-1134572.2
-129353.7,-1134473.6
-129077.2,-1134375.6
-128800.9,-1134277.3
-128524.5,-1134179.2
-128247.9,-1134081.6
-127971.2,-1133984.2
-127694.5,-1133886.9
-127417.7,-1133790.0
-127140.8,-1133693.4
-126863.8,-1133597.0
-126586.7,-1133500.7
-126309.8,-1133404.2
-126046.8,-1133312.0
-125770.1,-1133214.9
-125493.3,-1133117.9
-125216.4,-1133021.1
-124939.5,-1132924.4
-124662.7,-1132827.4
-124386.2,-1132729.6
-124109.7,-1132631.9
-123833.1,-1132534.4
-123556.3,-1132437.2
-123279.8,-1132339.6
-123003.6,-1132240.8
-169057.3,-1140343.1
-169335.6,-1140435.9
-169614.0,-1140528.3
-169892.5,-1140620.7
-170170.9,-1140713.1
-170449.2,-1140805.9
-170727.5,-1140898.8
-171005.4,-1140992.7
-171282.4,-1141089.5
-171558.3,-1141189.1
-171833.4,-1141290.8
-177545.6,-1143305.8
-177820.3,-1143409.0
-178094.9,-1143512.3
-178369.9,-1143614.5
-178659.4,-1143719.8
-178935.7,-1143818.3
-179212.7,-1143915.0
-179490.4,-1144009.6
-179768.7,-1144102.4
-180047.4,-1144194.2
-180326.1,-1144285.7
-180604.9,-1144377.2
-180883.2,-1144469.8
-181161.0,-1144564.2
-181438.4,-1144659.8
-181715.0,-1144757.5
-181990.9,-1144857.3
-182266.3,-1144958.5
-182541.3,-1145060.5
-182816.3,-1145162.9
-183091.1,-1145265.6
-183365.9,-1145368.3
-183641.3,-1145469.7
-183917.3,-1145569.0
-184194.2,-1145666.0
-184485.7,-1145765.7
-184763.9,-1145858.7
-185042.6,-1145950.6
-185321.3,-1146042.2
-185599.9,-1146134.2
-185878.3,-1146226.7
-186156.5,-1146320.0
-186434.2,-1146414.6
-186711.3,-1146510.8
-186988.2,-1146607.7
-187264.7,-1146706.1
-187540.6,-1146805.6
-187816.4,-1146905.9
-188091.9,-1147006.8
-188367.1,-1147108.3
-188642.3,-1147210.1
-188917.7,-1147311.4
-189193.4,-1147411.6
-189469.6,-1147510.6
-168390.9,-1140115.9
-168668.2,-1140211.6
-168946.1,-1140305.8
-169224.3,-1140398.9
-169502.7,-1140491.4
-169781.1,-1140583.7
-170059.6,-1140676.1
-170337.9,-1140768.8
-170616.2,-1140861.6
-170894.3,-1140954.9
-171171.7,-1141050.4
-171448.0,-1141148.9
-171723.5,-1141249.9
-171998.3,-1141352.6
-172272.7,-1141456.3
-172546.9,-1141560.5
-172835.1,-1141669.4
-173110.0,-1141771.9
-135922.2,-1128695.4
-136199.3,-1128791.4
-136476.6,-1128886.8
-136754.1,-1128981.8
-137031.3,-1129077.4
-137308.2,-1129174.0
-137571.0,-1129266.5
-137847.6,-1129364.0
-138124.1,-1129461.9
-138400.3,-1129560.5
-138676.2,-1129659.9
-138951.9,-1129759.9
-139214.0,-1129854.5
-139489.8,-1129954.2
-139765.6,-1130054.1
-140041.8,-1130152.7
-140318.5,-1130250.1
-140581.6,-1130341.7
-140859.0,-1130437.1
-117400.8,-1122179.8
-117664.1,-1122270.7
-117941.2,-1122366.8
-118218.2,-1122462.9
-118495.3,-1122559.0
-118772.2,-1122655.4
-119049.1,-1122752.0
-119312.0,-1122844.2
-119588.4,-1122942.0
-119864.6,-1123040.5
-120140.8,-1123139.0
-120417.2,-1123237.2
-120679.9,-1123330.0
-120956.4,-1123427.5
-121233.1,-1123524.9
-121509.7,-1123622.3
-121786.1,-1123720.1
-122062.5,-1123818.1
-122325.3,-1123910.6
-122601.9,-1124008.0
-122878.4,-1124105.6
-123154.9,-1124203.4
-123431.5,-1124301.0
-123694.2,-1124393.6
-123971.0,-1124490.6
-124247.7,-1124587.8
-128466.7,-1126071.5
-128742.7,-1126170.8
-129018.8,-1126269.7
-129295.0,-1126368.1
-129571.4,-1126466.1
-129834.2,-1126558.7
-130111.2,-1126655.1
-130388.4,-1126750.9
-130665.6,-1126846.5
-130942.8,-1126942.5
-131219.8,-1127038.9
-131482.8,-1127130.6
-131759.7,-1127227.4
-132036.4,-1127324.5
-132313.0,-1127422.0
-132589.6,-1127519.4
-132866.2,-1127616.9
-133129.0,-1127709.6
-133405.6,-1127807.2
-133682.1,-1127905.0
-133958.5,-1128002.9
-134235.0,-1128100.8
-194317.9,-1100152.6
-194595.0,-1100248.4
-194871.7,-1100345.4
-195134.3,-1100438.4
-195410.5,-1100537.0
-195686.5,-1100635.9
-195962.6,-1100734.6
-196239.0,-1100832.5
-196515.7,-1100929.5
-196792.7,-1101025.5
-197070.1,-1101120.6
-197348.0,-1101214.3
-197626.3,-1101306.7
-197904.8,-1101398.2
-198183.6,-1101489.3
-198462.3,-1101580.4
-175021.3,-1093563.1
-175297.4,-1093661.5
-175573.6,-1093759.9
-175836.1,-1093853.0
-176112.9,-1093949.7
-176390.2,-1094044.9
-176667.8,-1094139.1
-176945.8,-1094232.3
-177224.0,-1094324.9
-177502.3,-1094416.9
-177781.0,-1094508.1
-178059.6,-1094599.2
-178338.2,-1094690.7
-178616.5,-1094782.8
-178894.3,-1094876.7
-179171.4,-1094972.3
-179448.0,-1095069.4
-179710.4,-1095163.0
-179986.1,-1095262.5
-180261.9,-1095361.9
-180538.1,-1095460.5
297636.2,-1213699.7
297435.5,-1213409.8
297243.2,-1213132.1
297042.5,-1212842.2
296841.7,-1212552.5
296640.6,-1212262.9
296438.8,-1211973.8
296235.8,-1211685.6
296031.8,-1211398.0
307111.9,-1227313.9
306912.8,-1227022.9
306713.6,-1226731.9
306514.1,-1226441.1
306314.4,-1226150.4
306114.3,-1225860.1
305913.7,-1225570.0
305712.7,-1225280.3
305511.3,-1224990.8
305309.7,-1224701.5
305116.4,-1224424.3
304914.5,-1224135.2
304712.5,-1223846.1
304510.3,-1223557.2
304307.8,-1223268.5
304105.1,-1222980.0
303902.2,-1222691.6
290869.5,-1204004.6
290666.0,-1203716.8
290462.5,-1203428.9
290259.7,-1203140.6
290057.9,-1202851.6
289856.9,-1202562.0
289665.1,-1202283.9
289465.5,-1201993.4
289266.0,-1201702.7
289066.5,-1201412.2
288866.5,-1201121.9
288666.1,-1200831.9
288465.3,-1200542.2
288264.3,-1200252.6
288063.3,-1199963.1
287862.2,-1199673.6
287669.5,-1199396.1
287468.3,-1199106.7
287266.9,-1198817.4
287065.4,-1198528.3
286863.9,-1198239.0
286662.7,-1197949.7
286461.3,-1197660.4
286259.9,-1197371.1
-140701.8,-1195901.4
-140976.4,-1196005.2
-141251.0,-1196109.2
-141525.7,-1196212.6
-141800.7,-1196315.4
-142076.1,-1196417.2
-142351.7,-1196518.2
-142627.8,-1196618.0
-142904.4,-1196716.6
-143181.3,-1196814.0
-143458.5,-1196910.8
-143735.7,-1197007.6
-144012.6,-1197105.0
-144289.5,-1197202.6
-144580.2,-1197305.2
-144856.7,-1197403.8
-145132.9,-1197503.4
-145408.8,-1197603.8
-145684.4,-1197704.8
-145960.0,-1197806.2
-146235.3,-1197908.0
-146510.5,-1198010.4
-146785.6,-1198112.9
-130969.6,-1192386.8
-131245.9,-1192485.7
-131522.7,-1192583.5
-131813.2,-1192686.2
-132090.0,-1192784.1
-132366.8,-1192881.8
-132643.7,-1192979.4
-132920.6,-1193076.8
-133196.8,-1193176.0
-133472.9,-1193275.8
-133749.4,-1193374.2
-134025.9,-1193473.1
-134301.7,-1193573.6
-134577.1,-1193675.3
-134852.1,-1193777.7
-135127.0,-1193880.8
-135401.5,-1193984.8
-135675.7,-1194089.6
-135949.9,-1194194.6
-136238.2,-1194303.7
-136513.1,-1194406.5
-136788.6,-1194508.1
-116660.0,-1188041.6
-116952.5,-1188065.9
-117244.8,-1188092.4
-117536.8,-1188121.5
-117828.7,-1188152.2
-118120.5,-1188184.1
-118412.2,-1188216.7
-118703.8,-1188250.5
-118994.4,-1188291.6
-119298.0,-1188344.9
-119585.4,-1188404.4
-119870.5,-1188474.1
-120152.4,-1188555.8
-120432.3,-1188644.4
-120711.7,-1188734.3
-120991.0,-1188824.4
-121270.2,-1188915.1
-121549.1,-1189006.6
-121827.9,-1189098.5
-122106.8,-1189190.0
-122385.7,-1189281.5
-122663.4,-1189376.7
-122940.3,-1189474.1
-123216.9,-1189572.4
-123506.3,-1189678.4
-123782.3,-1189778.2
-124058.2,-1189878.6
-124333.9,-1189979.4
-124609.5,-1190080.2
-124885.2,-1190181.0
-125161.1,-1190281.2
-125437.6,-1190379.8
-125714.5,-1190477.1
-125991.3,-1190574.8
-126267.7,-1190673.6
-126543.9,-1190773.0
-150528.4,-1199460.8
-150804.8,-1199559.8
-151081.2,-1199658.8
-151357.6,-1199757.9
-151633.9,-1199857.1
-151910.2,-1199956.4
-152186.5,-1200055.7
-152462.4,-1200155.9
-152737.9,-1200257.5
-153026.8,-1200365.2
-153301.7,-1200468.3
348578.6,-1191174.8
348549.2,-1191467.1
348517.5,-1191759.2
348483.6,-1192051.0
348447.6,-1192342.6
348409.4,-1192633.8
348371.4,-1192910.3
348331.4,-1193201.4
348292.0,-1193492.5
348253.5,-1193783.7
348215.2,-1194074.9
348176.1,-1194366.1
349035.9,-1183714.9
349009.3,-1184007.5
348986.2,-1184285.5
348964.4,-1184578.5
348945.7,-1184871.6
348930.0,-1185164.9
348917.7,-1185458.4
348908.2,-1185752.0
348901.6,-1186045.7
346719.5,-1210984.6
346685.3,-1211276.5
346652.7,-1211568.5
346621.9,-1211860.8
346592.5,-1212153.2
346565.1,-1212445.8
346540.9,-1212723.9
346516.8,-1213016.8
346493.9,-1213309.7
346472.4,-1213602.8
346452.0,-1213896.0
346432.7,-1214189.2
346414.2,-1214482.5
346396.9,-1214775.9
346380.9,-1215069.3
346366.2,-1215362.8
346353.6,-1215641.7
346341.4,-1215935.3
346329.6,-1216228.9
349987.2,-1173205.2
349970.5,-1173498.4
349956.0,-1173791.8
349943.0,-1174085.2
349931.2,-1174378.6
349920.5,-1174672.1
349910.9,-1174965.6
349902.2,-1175259.2
349892.9,-1175538.1
349880.5,-1175831.5
349865.5,-1176124.8
349847.8,-1176418.0
349827.6,-1176710.9
290031.1,-1274045.0
289737.2,-1274054.7
289443.4,-1274066.7
289149.8,-1274083.6
288856.6,-1274106.0
288563.8,-1274133.3
288271.5,-1274165.1
287979.6,-1274200.7
287688.0,-1274238.4
287396.6,-1274277.6
287105.3,-1274317.8
286814.0,-1274358.2
286522.7,-1274398.6
286216.9,-1274441.2
285925.7,-1274482.0
285634.5,-1274522.7
285343.2,-1274563.4
285052.0,-1274604.3
284760.9,-1274645.4
284469.7,-1274686.2
284178.2,-1274725.5
283886.5,-1274762.9
283594.5,-1274797.1
283302.0,-1274827.8
283009.3,-1274855.6
282716.5,-1274882.8
282423.5,-1274908.1
282130.4,-1274931.6
281837.2,-1274954.8
281544.1,-1274978.1
281250.9,-1275001.2
280957.8,-1275024.3
280664.6,-1275046.5
280371.2,-1275066.9
280077.8,-1275086.0
279784.3,-1275104.7
279490.9,-1275123.5
279197.4,-1275142.1
278903.9,-1275160.8
278610.4,-1275179.3
278317.0,-1275197.6
278023.5,-1275215.6
277729.9,-1275233.3
277436.4,-1275250.8
291854.1,-1274029.6
291560.1,-1274028.2
291266.0,-1274027.4
290971.9,-1274027.9
-185931.9,-1089170.6
-185640.1,-1089072.7
-185361.9,-1088980.6
-185083.6,-1088888.3
-184805.6,-1088795.3
-184527.5,-1088702.8
-184249.2,-1088611.0
-183970.7,-1088519.4
-183678.5,-1088422.7
-183400.6,-1088329.4
-183122.8,-1088235.5
-182845.5,-1088140.3
-182568.6,-1088044.1
-182291.7,-1087948.0
-182014.9,-1087851.5
-181738.2,-1087754.8
-181447.4,-1087654.0
-181170.2,-1087558.9
-180892.7,-1087464.2
-180615.2,-1087369.6
-180337.8,-1087274.9
-180060.3,-1087180.5
-122534.7,-1181140.1
-122761.5,-1181326.4
-122996.2,-1181502.6
-123238.6,-1181667.9
-123487.9,-1181822.6
-123743.7,-1181966.5
-124006.1,-1182097.9
-124274.1,-1182217.5
-124546.7,-1182326.2
-124823.6,-1182423.7
-125090.3,-1182504.9
-125374.2,-1182579.3
-125660.4,-1182644.1
-182566.4,-1084764.6
-182686.8,-1084948.5
-182799.0,-1085120.4
-182918.8,-1085304.7
-183030.3,-1085477.0
-183149.4,-1085661.7
-183268.5,-1085846.5
-183379.7,-1086019.0
-183499.0,-1086203.7
-183610.6,-1086375.9
-183730.5,-1086560.2
-183842.9,-1086731.9
-183963.9,-1086915.5
-184077.3,-1087086.5
-184199.3,-1087269.4
-184321.7,-1087452.1
-184436.2,-1087622.3
-184559.2,-1087804.6
-184674.1,-1087974.6
-184797.0,-1088156.9
-184911.3,-1088327.4
-185033.0,-1088510.5
-185154.6,-1088693.7
223360.8,-1420407.6
223633.7,-1420296.4
223906.1,-1420183.9
224177.7,-1420069.4
224449.0,-1419954.2
224707.1,-1419845.8
224979.5,-1419733.4
225252.3,-1419621.7
225524.9,-1419509.8
225797.4,-1419397.3
226069.5,-1419284.2
226341.2,-1419170.0
226612.7,-1419055.3
226884.3,-1418941.0
227156.6,-1418828.1
227415.7,-1418722.0
227688.5,-1418610.4
-140721.6,-1123390.1
-140619.0,-1123649.1
-140516.6,-1123908.2
-140414.5,-1124167.4
-140313.0,-1124426.8
-140216.0,-1124672.2
-140113.1,-1124931.1
-140010.8,-1125190.2
-139908.4,-1125449.3
-139806.3,-1125708.5
-139704.8,-1125967.9
-139609.9,-1126214.2
-139510.5,-1126474.5
-139411.3,-1126734.8
-139310.1,-1126994.4
-139207.1,-1127253.3
-139103.0,-1127511.7
-139003.3,-1127756.2
-138898.7,-1128014.4
-138795.3,-1128273.1
-138692.3,-1128532.0
-138590.1,-1128791.2
-138487.8,-1129050.3
-138391.1,-1129296.0
-138290.0,-1129555.6
-138189.6,-1129815.5
-138089.5,-1130075.6
-137989.3,-1130335.6
-137887.5,-1130594.9
-137784.7,-1130853.8
-137687.2,-1131099.1
-137583.8,-1131357.8
-137479.8,-1131616.3
-137375.4,-1131874.6
-137271.3,-1132133.0
-137167.8,-1132391.8
-137071.2,-1132637.4
-136969.8,-1132896.9
-151549.1,-1096047.0
-151438.6,-1096318.6
-151328.2,-1096590.2
-151218.5,-1096862.1
-151103.1,-1097147.4
-150993.7,-1097419.4
-150886.3,-1097692.2
-150779.7,-1097965.3
-150668.2,-1098252.2
-150559.9,-1098524.7
-150451.0,-1098796.9
-150343.4,-1099069.6
-150231.1,-1099356.3
-150125.5,-1099629.8
-203067.2,-1057034.4
-202802.6,-1056908.4
-202536.6,-1056785.5
-202269.4,-1056665.2
-202001.3,-1056546.7
-201746.1,-1056435.4
-201477.0,-1056319.4
-216612.1,-1069446.2
-216442.7,-1069207.0
-216273.1,-1068967.9
-216112.1,-1068740.7
-215942.6,-1068501.6
-215773.0,-1068262.5
-215603.5,-1068023.4
-208209.7,-1060048.9
-207961.3,-1059893.3
-207711.3,-1059740.4
-207473.5,-1059595.5
-207223.4,-1059442.7
-206973.6,-1059289.5
-206724.0,-1059135.9
-206474.6,-1058981.9
-211312.9,-1062443.1
-211102.5,-1062239.0
-210898.8,-1062049.2
-210680.4,-1061853.7
-210457.9,-1061662.9
-210231.8,-1061476.4
-210002.3,-1061294.1
-209769.5,-1061116.1
-209533.4,-1060942.4
221338.2,-1345831.5
221501.3,-1345763.6
221664.3,-1345695.7
221827.3,-1345627.8
221990.4,-1345560.0
222153.7,-1345492.7
222317.1,-1345425.7
222480.5,-1345358.8
222630.4,-1345297.6
222793.9,-1345230.9
222957.5,-1345164.3
223121.1,-1345097.8
223284.7,-1345031.4
223448.5,-1344965.4
223612.4,-1344899.7
223776.4,-1344834.2
223940.5,-1344768.8
224104.4,-1344703.1
224254.6,-1344642.6
224418.2,-1344576.2
224581.8,-1344509.7
224745.4,-1344443.1
224908.9,-1344376.3
225072.4,-1344309.6
225235.9,-1344243.0
225399.5,-1344176.5
225563.1,-1344110.0
225726.7,-1344043.4
225890.2,-1343976.7
226040.2,-1343915.7
226203.8,-1343849.2
226367.4,-1343782.8
226531.0,-1343716.1
226694.4,-1343649.4
-173080.4,-1100995.3
-172802.9,-1100900.8
-172511.5,-1100801.4
-172234.1,-1100706.4
-171956.6,-1100611.6
-171679.2,-1100516.7
-171401.8,-1100421.7
-171110.6,-1100321.9
-170833.2,-1100226.9
-201435.3,-1110738.0
-201157.6,-1110643.9
-200879.9,-1110549.6
-200588.3,-1110450.6
-200310.4,-1110356.9
-200032.5,-1110263.3
-199754.9,-1110168.8
-199477.3,-1110074.0
-199186.2,-1109973.9
-198909.3,-1109877.2
-198632.5,-1109780.2
-198355.6,-1109683.8
-198078.7,-1109587.1
-197788.1,-1109485.5
-197511.1,-1109389.0
-197233.9,-1109293.2
-196956.4,-1109198.5
-196664.9,-1109099.3
-196387.4,-1109004.6
-196109.9,-1108909.8
-195832.7,-1108814.1
-195555.8,-1108717.5
-195265.5,-1108614.8
-194989.1,-1108516.8
-194712.5,-1108419.4
-194435.6,-1108322.9
-194157.9,-1108228.6
-193866.0,-1108130.6
-193587.9,-1108037.5
-193309.8,-1107944.6
-193031.5,-1107852.0
-192753.2,-1107759.7
-192461.0,-1107662.7
-192182.7,-1107570.2
-191904.6,-1107477.2
-191626.8,-1107383.3
-191335.2,-1107284.5
-191057.5,-1107190.3
-190780.3,-1107094.4
-190504.3,-1106995.5
-190229.0,-1106894.5
-189939.9,-1106788.6
-189664.3,-1106688.4
-189388.3,-1106589.3
-189111.6,-1106492.0
-188834.7,-1106395.7
-188543.6,-1106295.3
-188265.9,-1106201.2
-187987.8,-1106108.0
-187709.4,-1106016.2
-187430.7,-1105925.0
-187137.9,-1105829.6
-186859.3,-1105738.3
-186580.9,-1105646.1
-186302.8,-1105553.1
-186025.6,-1105457.4
-185735.6,-1105353.9
-185460.1,-1105253.5
-178626.8,-1102899.6
-178348.7,-1102806.6
-178070.7,-1102713.3
-177778.9,-1102615.1
-177501.1,-1102521.4
-177223.4,-1102427.4
-176945.9,-1102332.6
-176668.7,-1102237.0
-176377.6,-1102136.8
-176100.2,-1102041.8
241877.9,-1304366.0
242150.1,-1304254.6
242421.9,-1304142.0
242693.4,-1304028.9
242964.9,-1303915.6
243236.4,-1303802.5
243508.6,-1303690.8
243768.2,-1303587.3
244042.5,-1303481.2
244317.3,-1303376.2
244592.0,-1303271.0
244866.1,-1303164.4
245139.3,-1303055.3
245411.3,-1302943.3
245682.1,-1302828.5
245952.6,-1302712.9
246223.5,-1302598.2
246495.1,-1302485.3
246754.0,-1302380.1
247027.6,-1302271.9
247301.9,-1302165.9
247576.6,-1302060.7
247850.9,-1301954.5
248124.6,-1301846.5
248397.6,-1301737.0
248670.0,-1301626.1
248941.9,-1301513.8
249213.4,-1301400.6
249484.7,-1301287.0
249756.1,-1301173.5
250014.0,-1301066.1
250286.1,-1300954.3
250559.3,-1300845.3
250833.7,-1300739.4
251108.7,-1300635.1
251383.7,-1300530.5
251657.9,-1300424.2
251931.0,-1300315.0
252202.8,-1300202.6
252473.4,-1300087.1
252743.6,-1299970.8
253000.7,-1299861.5
253272.4,-1299748.8
253545.3,-1299638.9
253819.1,-1299531.4
254093.6,-1299425.8
254368.3,-1299320.7
254642.4,-1299214.0
254915.5,-1299104.8
255187.9,-1298993.6
255459.8,-1298881.4
259816.8,-1297103.3
260088.9,-1296991.5
260362.3,-1296883.2
260636.7,-1296777.1
260911.5,-1296672.3
261186.5,-1296567.8
261460.9,-1296461.8
261734.0,-1296352.7
261992.5,-1296246.5
262263.9,-1296133.2
262535.1,-1296019.3
262806.2,-1295905.1
263077.4,-1295791.4
263349.4,-1295679.3
263622.1,-1295569.1
263895.4,-1295460.3
264169.0,-1295352.5
264443.2,-1295245.8
264717.6,-1295140.1
264978.1,-1295039.0
265251.5,-1294930.4
265523.8,-1294819.3
265795.4,-1294706.4
266066.4,-1294592.0
266337.0,-1294476.6
266607.8,-1294361.9
266879.9,-1294250.1
267153.3,-1294141.7
267427.5,-1294035.4
267702.1,-1293930.0
267962.9,-1293829.7
268237.0,-1293723.1
268510.0,-1293613.7
268781.7,-1293501.2
269053.0,-1293387.5
269324.1,-1293273.4
269595.1,-1293159.3
269866.5,-1293045.9
270138.6,-1292934.3
270411.7,-1292825.0
270685.4,-1292717.3
270959.3,-1292610.0
271219.5,-1292508.3
271493.5,-1292401.4
271767.3,-1292294.0
305137.7,-1287517.1
305179.0,-1287225.9
305220.6,-1286934.7
305260.1,-1286643.2
305294.3,-1286365.9
305326.3,-1286073.5
305354.5,-1285780.7
305380.8,-1285487.8
305408.4,-1285194.9
305439.1,-1284902.4
305473.6,-1284610.3
305511.4,-1284318.6
305551.2,-1284027.2
305591.7,-1283735.8
305630.4,-1283444.2
305663.8,-1283166.8
305696.3,-1282874.5
305727.3,-1282582.0
305757.6,-1282289.4
305787.4,-1281996.8
305817.5,-1281704.3
305849.5,-1281411.9
305883.6,-1281119.7
305919.2,-1280827.8
429049.7,-1563239.1
429064.4,-1562943.7
429080.7,-1562648.4
429098.3,-1562353.1
429117.3,-1562057.9
429136.6,-1561777.6
429194.3,-1555334.2
429210.5,-1555038.9
429229.3,-1554743.7
429247.8,-1554448.6
429263.7,-1554153.3
429276.0,-1553857.8
429285.7,-1553562.3
429293.5,-1553266.7
429200.4,-1558068.1
429189.2,-1557772.6
429177.3,-1557477.1
429166.6,-1557181.6
429159.0,-1556886.0
429156.2,-1556590.3
429158.8,-1556294.5
429339.7,-1550413.5
429343.8,-1550117.8
429348.1,-1549822.2
429351.9,-1549541.3
429355.6,-1549245.6
429360.1,-1548950.0
429366.1,-1548654.3
429375.0,-1548358.8
429387.4,-1548063.3
429401.4,-1547768.0
429415.8,-1547472.7
429428.3,-1547177.2
429437.4,-1546881.7
429444.2,-1546600.9
429305.2,-1552778.9
429311.5,-1552483.2
429317.3,-1552187.6
429322.5,-1551891.9
429327.1,-1551596.2
429330.9,-1551300.6
429334.1,-1551004.9
429336.7,-1550709.2
-124306.8,-1164908.3
-124232.5,-1165099.8
-124153.1,-1165305.0
-124073.3,-1165510.1
-123998.5,-1165701.4
-123917.9,-1165906.2
-123842.1,-1166097.1
-123760.5,-1166301.5
-123683.8,-1166492.1
-123601.0,-1166696.0
-123523.6,-1166886.2
-123440.9,-1167090.2
-123364.6,-1167280.9
-123283.8,-1167485.6
-123203.4,-1167690.5
-123128.6,-1167881.8
-123048.3,-1168086.7
-122973.0,-1168277.8
-122892.1,-1168482.5
-122816.5,-1168673.5
-122735.6,-1168878.1
-122659.8,-1169069.0
-122578.4,-1169273.5
-122502.7,-1169464.4
-122421.9,-1169669.1
-122341.1,-1169873.8
-122265.5,-1170064.8
-122183.8,-1170269.2
-122107.4,-1170459.8
-122025.5,-1170664.1
-121949.0,-1170854.8
-121866.8,-1171058.9
-140915.6,-1146725.6
-141192.8,-1146821.6
-141470.3,-1146916.8
-141734.0,-1147007.0
-142011.4,-1147102.6
-142288.0,-1147200.3
-142563.8,-1147300.1
-142839.1,-1147401.7
-143114.2,-1147503.5
-143389.8,-1147604.2
-143666.1,-1147702.8
-143943.2,-1147799.0
-144221.1,-1147893.1
-144499.2,-1147986.4
-144777.2,-1148080.2
-145040.6,-1148171.2
-145316.9,-1148269.9
-145592.4,-1148370.8
-157055.0,-1152428.5
-157330.6,-1152529.1
-157606.2,-1152629.8
-157881.9,-1152730.1
-158144.3,-1152824.3
-158421.0,-1152921.6
-158698.2,-1153018.0
-158975.3,-1153114.4
-159252.2,-1153211.2
-159529.1,-1153308.3
-159806.0,-1153405.2
-160083.2,-1153501.4
-160360.2,-1153598.2
-160636.4,-1153697.2
-160912.0,-1153797.7
458441.2,-1575573.6
458183.2,-1575685.1
457911.5,-1575802.0
457639.6,-1575918.7
457368.0,-1576036.0
457097.6,-1576156.1
456828.5,-1576279.2
456560.4,-1576404.4
456292.2,-1576529.5
456023.5,-1576653.3
455753.3,-1576774.0
455494.9,-1576884.7
455222.3,-1576999.7
454949.5,-1577114.2
454676.6,-1577228.6
454403.8,-1577343.1
454132.3,-1577460.6
453863.1,-1577583.5
453594.9,-1577708.3
453326.4,-1577832.8
453057.4,-1577956.0
452800.6,-1578070.4
452529.6,-1578189.3
452258.8,-1578308.5
451988.0,-1578427.9
451717.3,-1578547.3
451446.5,-1578666.6
451175.6,-1578785.7
450904.6,-1578904.5
450633.4,-1579022.9
450362.3,-1579141.4
450104.7,-1579254.1
449833.7,-1579372.9
449562.9,-1579492.0
449292.1,-1579611.4
449021.5,-1579731.0
448750.9,-1579850.8
448480.4,-1579970.8
448210.0,-1580090.9
447939.7,-1580211.3
447683.0,-1580325.8
447412.8,-1580446.5
447142.7,-1580567.4
446872.5,-1580688.1
446602.1,-1580808.3
446331.5,-1580928.0
446061.1,-1581048.2
445790.9,-1581168.9
