t_gpx_s,log,fase,voltaje_v,corriente_a,potencia_w,rapidez_odometria_mps,temp_motor_max_c,temp_cuerpo_c
-212.82,1,antes,66.74,1.653,110.32,0.001,33,41
-211.82,1,antes,67.06,1.582,106.09,0.0,32,40
-210.82,1,antes,66.74,1.522,101.58,0.0,33,40
-209.82,1,antes,67.32,1.549,104.28,0.001,32,40
-208.82,1,antes,66.7,1.567,104.52,0.001,32,39
-207.82,1,antes,67.26,1.668,112.19,0.0,32,39
-206.82,1,antes,67.06,1.587,106.42,0.001,33,41
-205.82,1,antes,66.61,1.507,100.38,0.0,32,40
-204.82,1,antes,67.19,1.496,100.52,0.001,32,40
-203.82,1,antes,66.57,1.389,92.47,0.001,33,40
-202.82,1,antes,66.74,1.533,102.31,0.0,33,40
-201.82,1,antes,66.8,1.442,96.33,0.0,32,40
-200.82,1,antes,66.93,1.428,95.58,0.0,33,40
-199.82,1,antes,67.48,1.539,103.85,0.001,33,40
-198.82,1,antes,67.03,1.595,106.91,0.001,33,40
-197.82,1,antes,67.03,1.636,109.66,0.0,32,39
-196.82,1,antes,66.77,1.51,100.82,0.001,33,40
-195.82,1,antes,67.16,1.476,99.13,0.0,33,39
-194.82,1,antes,67.03,1.485,99.54,0.001,33,39
-193.82,1,antes,66.87,1.489,99.57,0.0,33,39
-192.82,1,antes,67.42,1.657,111.71,0.001,33,40
-191.82,1,antes,66.96,1.566,104.86,0.0,33,40
-190.82,1,antes,66.74,1.588,105.98,0.001,33,40
-189.82,1,antes,67.22,1.675,112.59,0.001,33,40
-188.82,1,antes,67.42,1.71,115.29,0.001,33,39
-187.82,1,antes,66.93,1.722,115.25,0.001,33,39
-186.82,1,antes,66.93,1.518,101.6,0.0,33,40
-185.82,1,antes,67.45,1.417,95.58,0.001,33,39
-184.82,1,antes,67.22,1.417,95.25,0.0,33,40
-183.82,1,antes,66.8,1.472,98.33,0.001,33,40
-182.82,1,antes,66.54,1.513,100.68,0.001,33,40
-181.82,1,antes,67.0,1.404,94.07,0.0,33,40
-180.82,1,antes,67.09,1.495,100.3,0.0,33,39
-179.82,1,antes,67.29,1.593,107.19,0.0,33,40
-178.82,1,antes,66.7,1.677,111.86,0.001,33,40
-177.82,1,antes,67.19,1.63,109.52,0.001,33,41
-176.82,1,antes,67.06,1.426,95.63,0.0,33,39
-175.82,1,antes,67.13,1.4,93.98,0.0,33,41
-174.82,1,antes,66.41,1.344,89.26,0.001,33,39
-173.82,1,antes,67.03,1.548,103.76,0.001,33,40
-172.82,1,antes,66.93,1.641,109.83,0.001,33,40
-171.82,1,antes,66.83,1.55,103.59,0.001,33,41
-170.82,1,antes,67.16,1.64,110.14,0.0,33,39
-169.82,1,antes,67.16,1.74,116.86,0.0,33,40
-168.82,1,antes,67.09,1.807,121.23,0.001,33,41
-167.82,1,antes,67.45,1.721,116.08,0.001,33,40
-166.82,1,antes,66.64,1.454,96.89,0.0,33,41
-165.82,1,antes,67.0,1.419,95.07,0.001,33,41
-164.82,1,antes,66.61,1.436,95.65,0.0,33,40
