t_s,lat,lon,elevacion_m,dist_acum_m,temp_aire_c
1827,36.44183604978025,128.1871799658984,52.0,4892.0,17.0
1828,36.441860776394606,128.1871897727251,52.0,4894.9,17.0
1829,36.441884664818645,128.187200082466,52.0,4897.7,16.0
1830,36.44190662540496,128.1872085481882,51.79999923706055,4900.3,17.0
1831,36.44192858599126,128.18721877411008,51.79999923706055,4902.9,17.0
1832,36.441952558234334,128.18723092786968,51.79999923706055,4905.8,17.0
1833,36.44196881912649,128.18723964504898,51.79999923706055,4907.7,16.0
1834,36.4419891871512,128.18725096061826,51.79999923706055,4910.2,17.0
1835,36.44201148301363,128.18726076744497,51.79999923706055,4912.8,17.0
1836,36.44203620962799,128.18726470693946,51.79999923706055,4915.6,16.0
1837,36.44206018187106,128.18726948462427,51.79999923706055,4918.3,16.0
1838,36.442084070295095,128.18727795034647,51.79999923706055,4921.1,17.0
1839,36.4421097189188,128.18728750571609,51.79999923706055,4924.1,16.0
1840,36.44213570281863,128.18729848600924,51.79999923706055,4927.1,17.0
1841,36.44216059707105,128.18731022067368,51.79999923706055,4930.1,17.0
1842,36.44218532368541,128.18732103332877,51.79999923706055,4933.0,16.0
1843,36.44220954738557,128.18733134306967,51.79999923706055,4935.8,16.0
1844,36.4422339387238,128.18734098225832,51.79999923706055,4938.7,17.0
1845,36.44225858151913,128.18735154345632,52.0,4941.6,16.0
1846,36.44228314049542,128.18736327812076,52.0,4944.5,17.0
1847,36.44230702891946,128.18737459369004,52.0,4947.3,16.0
1848,36.442329827696085,128.1873861607164,52.0,4950.1,17.0
1849,36.44235187210143,128.18739781156182,52.0,4952.7,16.0
1850,36.4423755928874,128.1874112226069,52.0,4955.6,17.0
1851,36.44240157678723,128.18742597475648,52.0,4958.8,16.0
1852,36.442426051944494,128.18743905052543,52.0,4961.8,16.0
1853,36.442451532930136,128.18745237775147,52.0,4964.9,17.0
1854,36.442476846277714,128.18746654316783,52.0,4967.9,16.0
1855,36.44249905832112,128.18748003803194,52.0,4970.7,16.0
1856,36.44252219237387,128.18749152123928,52.0,4973.5,16.0
1857,36.4425447396934,128.1875045131892,52.0,4976.2,17.0
1858,36.44256854429841,128.18751834332943,52.0,4979.1,16.0
1859,36.44259184598923,128.1875320058316,52.0,4982.0,17.0
1860,36.44261363893747,128.18754533305764,52.0,4984.7,16.0
1861,36.4426348451525,128.18755874410272,52.0,4987.4,16.0
1862,36.44265605136752,128.18757307715714,52.0,4990.0,16.0
1863,36.442677760496736,128.1875890865922,52.0,4992.8,16.0
1864,36.44270081073046,128.18760526366532,52.0,4995.8,17.0
1865,36.44272402860224,128.18762194365263,52.0,4998.8,16.0
1866,36.44274489954114,128.187638791278,52.0,5001.5,16.0
1867,36.44276744686067,128.18765245378015,52.0,5004.3,17.0
1868,36.44279200583696,128.1876667868346,52.0,5007.3,17.0
1869,36.442812625318766,128.18768304772675,52.0,5010.1,16.0
1870,36.4428330771625,128.18770132027566,52.0,5012.9,16.0
1871,36.4428523555398,128.18772034719586,52.0,5015.6,16.0
1872,36.44287331029773,128.18774121813476,52.0,5018.6,16.0
1873,36.4428970310837,128.18775840103626,52.0,5021.6,16.0
1874,36.44291915930808,128.187776170671,52.0,5024.6,16.0
1875,36.442939694970846,128.18779377266765,52.0,5027.3,16.0
1876,36.44295997917652,128.1878134701401,52.0,5030.2,17.0
1877,36.44298034720123,128.1878327485174,52.0,5033.1,17.0
1878,36.442998284474015,128.18785320036113,52.0,5035.8,16.0
1879,36.44302007742226,128.18787197582424,52.0,5038.7,17.0
1880,36.443040277808905,128.18789108656347,52.0,5041.5,16.0
1881,36.44305905327201,128.1879122927785,52.0,5044.3,17.0
1882,36.44307715818286,128.18793224170804,51.79999923706055,5047.0,16.0
1883,36.44309559836984,128.1879509333521,52.0,5049.7,16.0
1884,36.44311680458486,128.18797004409134,52.0,5052.6,16.0
1885,36.443138010799885,128.18799091503024,52.0,5055.6,16.0
1886,36.44315795972943,128.18801136687398,52.0,5058.5,16.0
1887,36.44317757338285,128.18803290836513,52.0,5061.4,16.0
1888,36.44319551065564,128.18805495277047,52.0,5064.2,16.0
1889,36.443212777376175,128.18807817064226,52.0,5067.0,16.0
1890,36.44323163665831,128.1881004665047,52.0,5069.9,16.0
1891,36.443250831216574,128.18812259472907,52.0,5072.8,16.0
1892,36.443269019946456,128.18814422003925,52.0,5075.6,16.0
1893,36.44328888505697,128.18816567771137,52.0,5078.6,16.0
1894,36.44330833107233,128.18818646483123,52.0,5081.4,16.0
1895,36.44332668744028,128.18820809014142,52.0,5084.2,17.0
1896,36.44334479235113,128.18822988308966,52.0,5087.0,16.0
1897,36.443365747109056,128.18825108930469,52.0,5090.0,16.0
1898,36.44338821060956,128.1882712058723,52.0,5093.1,16.0
1899,36.44340950064361,128.18829115480185,52.0,5096.1,16.0
1900,36.44343137741089,128.18830984644592,52.0,5099.0,16.0
1901,36.443452751263976,128.18832761608064,52.0,5101.9,16.0
1902,36.443473957479,128.1883468106389,52.20000076293945,5104.8,16.0
1903,36.44349474459887,128.18836525082588,52.20000076293945,5107.6,16.0
1904,36.44351561553776,128.1883827690035,52.20000076293945,5110.4,16.0
1905,36.44353799521923,128.1883993651718,52.20000076293945,5113.3,16.0
1906,36.44356096163392,128.18841302767396,52.20000076293945,5116.2,16.0
1907,36.44358350895345,128.18842719309032,52.20000076293945,5119.0,16.0
1908,36.44360572099686,128.18843993358314,52.20000076293945,5121.7,16.0
1909,36.44362843595445,128.18845376372337,52.20000076293945,5124.5,16.0
1910,36.443651067093015,128.18846642039716,52.20000076293945,5127.3,16.0
1911,36.44367537461221,128.18847455084324,52.20000076293945,5130.1,16.0
1912,36.443698424845934,128.18848645314574,52.20000076293945,5132.8,16.0
1913,36.44372155889869,128.18849475122988,52.20000076293945,5135.5,16.0
1914,36.44374603405595,128.18850413896143,52.20000076293945,5138.4,16.0
1915,36.443771263584495,128.18851210176945,52.20000076293945,5141.3,16.0
1916,36.44379515200853,128.1885233335197,52.20000076293945,5144.1,16.0
1917,36.44381836988032,128.18853649310768,52.20000076293945,5146.9,16.0
1918,36.44384091719985,128.1885466352105,52.20000076293945,5149.6,16.0
1919,36.44386572763324,128.18855568766594,52.20000076293945,5152.5,16.0
1920,36.44389137625694,128.18856021389365,52.20000076293945,5155.4,16.0
1921,36.44391727633774,128.18856541067362,52.20000076293945,5158.3,16.0
1922,36.443942841142416,128.18857178092003,52.20000076293945,5161.2,16.0
1923,36.44396773539484,128.1885785702616,52.20000076293945,5164.0,17.0
1924,36.443992210552096,128.18858611397445,52.20000076293945,5166.8,16.0
1925,36.44401685334742,128.1885925680399,52.20000076293945,5169.6,16.0
1926,36.44404300488532,128.18859885446727,52.20000076293945,5172.6,16.0
1927,36.4440696593374,128.18860413506627,52.20000076293945,5175.6,16.0
1928,36.44409455358982,128.1886074040085,52.20000076293945,5178.4,16.0
1929,36.44411902874708,128.18861142732203,52.400001525878906,5181.1,16.0
1930,36.44414350390434,128.18861620500684,52.400001525878906,5183.9,16.0
1931,36.44416521303356,128.18862240761518,52.400001525878906,5186.3,16.0
1932,36.44418985582888,128.18862291052938,52.400001525878906,5189.1,16.0
1933,36.444214498624206,128.18862710148096,52.400001525878906,5191.8,16.0
1934,36.444241404533386,128.18863095715642,52.400001525878906,5194.9,16.0
1935,36.44426621496677,128.18863598629832,52.400001525878906,5197.6,16.0
1936,36.44429337233305,128.18864059634507,52.400001525878906,5200.7,16.0
1937,36.44432111643255,128.18864353001118,52.400001525878906,5203.8,16.0
1938,36.444347435608506,128.1886441167444,52.400001525878906,5206.7,16.0
1939,36.44437484443188,128.18864637985826,52.400001525878906,5209.8,16.0
1940,36.44439999014139,128.18865090608597,52.400001525878906,5212.6,16.0
1941,36.44442572258413,128.18865375593305,52.400001525878906,5215.5,16.0
1942,36.44445044919848,128.18865685723722,52.400001525878906,5218.2,16.0
1943,36.44447567872703,128.18865953944623,52.400001525878906,5221.1,16.0
1944,36.44449998624623,128.18866305984557,52.400001525878906,5223.8,16.0
1945,36.444525215774775,128.1886663287878,52.59999847412109,5226.6,16.0
1946,36.444550696760416,128.1886692624539,52.59999847412109,5229.4,16.0
1947,36.444576596841216,128.1886723637581,52.59999847412109,5232.3,16.0
1948,36.44460115581751,128.1886766385287,52.59999847412109,5235.1,16.0
1949,36.44462403841317,128.1886782310903,52.59999847412109,5237.6,16.0
1950,36.44465018995106,128.1886779796332,52.59999847412109,5240.5,16.0
1951,36.44467550329864,128.18867831490934,52.59999847412109,5243.4,16.0
1952,36.444701151922345,128.1886773929,52.59999847412109,5246.2,16.0
1953,36.44472621381283,128.1886782310903,52.59999847412109,5249.0,16.0
1954,36.44475169479847,128.1886805780232,52.59999847412109,5251.8,16.0
1955,36.444777427241206,128.1886816676706,52.59999847412109,5254.7,16.0
1956,36.44480366259813,128.18868258967996,52.59999847412109,5257.6,16.0
1957,36.44482838921249,128.18868309259415,52.79999923706055,5260.4,16.0
1958,36.44485370256007,128.1886820029467,52.79999923706055,5263.2,16.0
1959,36.444879015907645,128.18868049420416,52.79999923706055,5266.0,16.0
1960,36.44490550272167,128.18868049420416,52.79999923706055,5269.0,16.0
1961,36.44493215717375,128.18868074566126,52.79999923706055,5271.9,16.0
1962,36.44495881162584,128.18868074566126,52.79999923706055,5274.9,16.0
1963,36.44498479552567,128.1886808294803,52.79999923706055,5277.8,16.0
1964,36.44501153379679,128.1886808294803,52.79999923706055,5280.7,16.0
1965,36.44503860734403,128.1886782310903,52.79999923706055,5283.8,16.0
1966,36.44506568089128,128.18867479451,52.79999923706055,5286.8,16.0
1967,36.44509124569595,128.1886734534055,52.79999923706055,5289.6,16.0
1968,36.44511756487191,128.1886732019484,52.79999923706055,5292.6,16.0
1969,36.44514279440045,128.18867018446326,52.79999923706055,5295.4,16.0
1970,36.44516676664352,128.1886665802449,52.79999923706055,5298.1,16.0
1971,36.44518855959177,128.188664233312,52.79999923706055,5300.5,16.0
1972,36.44521378912032,128.1886623892933,52.79999923706055,5303.3,16.0
1973,36.44523901864886,128.18866121582687,52.79999923706055,5306.1,16.0
1974,36.44526533782482,128.1886610481888,52.79999923706055,5309.0,16.0
1975,36.44529215991497,128.18866054527462,52.79999923706055,5312.0,16.0
1976,36.44531923346221,128.1886594556272,52.79999923706055,5315.0,16.0
1977,36.44534488208592,128.18865685723722,52.79999923706055,5317.9,16.0
1978,36.44537078216672,128.1886551808566,52.79999923706055,5320.8,16.0
1979,36.44539718516171,128.18865425884724,52.79999923706055,5323.7,16.0
1980,36.445421744138,128.18865484558046,52.79999923706055,5326.5,16.0
1981,36.445445800200105,128.18865476176143,52.79999923706055,5329.1,16.0
1982,36.44546985626221,128.18865459412336,53.0,5331.8,16.0
1983,36.445495672523975,128.18865543231368,53.0,5334.7,16.0
1984,36.4455205667764,128.1886578630656,53.0,5337.4,16.0
1985,36.4455462154001,128.1886592041701,53.0,5340.3,16.0
1986,36.44557295367122,128.18865962326527,53.0,5343.3,16.0
1987,36.4455996081233,128.18865953944623,53.0,5346.2,16.0
1988,36.44562676548958,128.18866012617946,53.0,5349.3,16.0
1989,36.44565450958908,128.18866054527462,53.0,5352.3,16.0
1990,36.44568175077438,128.18866096436977,53.0,5355.4,16.0
1991,36.445707231760025,128.18866163492203,53.0,5358.2,16.0
1992,36.445733550935984,128.18866398185492,53.0,5361.1,16.0
1993,36.445759451016784,128.18866590969265,53.0,5364.0,16.0
1994,36.44578501582146,128.18866783753035,53.0,5366.9,16.0
1995,36.445811837911606,128.1886700168252,53.0,5369.9,16.0
1996,36.44583782181144,128.18867278285325,53.0,5372.8,16.0
1997,36.445863638073206,128.18867538124323,53.20000076293945,5375.6,16.0
1998,36.445888532325625,128.18867881782353,53.20000076293945,5378.4,16.0
1999,36.44591325893998,128.18868133239448,53.20000076293945,5381.2,16.0
2000,36.44593572244048,128.1886840146035,53.20000076293945,5383.7,16.0
2001,36.4459624607116,128.18868636153638,53.20000076293945,5386.7,16.0
2002,36.44598500803113,128.18869021721184,53.20000076293945,5389.2,16.0
2003,36.4460073877126,128.18869306705892,53.20000076293945,5391.7,16.0
2004,36.44602943211794,128.1886970065534,53.20000076293945,5394.2,16.0
2005,36.44605290144682,128.1887022871524,53.20000076293945,5396.8,16.0
2006,36.44607787951827,128.18870899267495,53.20000076293945,5399.7,16.0
2007,36.44610436633229,128.18871620111167,53.20000076293945,5402.7,16.0
2008,36.44613269716501,128.18872299045324,53.20000076293945,5405.9,16.0
2009,36.44615943543613,128.18873112089932,53.20000076293945,5409.0,16.0
2010,36.44618768244982,128.18873673677444,53.20000076293945,5412.1,16.0
2011,36.44621324725449,128.18874042481184,53.20000076293945,5415.0,16.0
2012,36.44623847678304,128.18874394521117,53.20000076293945,5417.8,16.0
2013,36.446263790130615,128.1887494772673,53.20000076293945,5420.7,16.0
2014,36.44628943875432,128.18875710479915,53.20000076293945,5423.6,16.0
2015,36.44631206989288,128.18876456469297,53.20000076293945,5426.2,16.0
2016,36.446335120126605,128.1887731142342,53.20000076293945,5428.9,16.0
2017,36.446359595283866,128.18877931684256,53.20000076293945,5431.7,16.0
2018,36.44638348370791,128.18878535181284,53.20000076293945,5434.4,16.0
2019,36.44640879705548,128.18879071623087,53.20000076293945,5437.2,16.0
2020,36.44643612205982,128.1887965835631,53.20000076293945,5440.3,16.0
2021,36.44646160304546,128.18880387581885,53.20000076293945,5443.2,16.0
2022,36.44648641347885,128.18881125189364,53.20000076293945,5446.1,16.0
2023,36.44651248119772,128.1888161972165,53.20000076293945,5449.0,16.0
2024,36.44653771072626,128.1888214778155,53.20000076293945,5451.8,16.0
2025,36.44656176678836,128.18882617168128,53.400001525878906,5454.6,16.0
2026,36.44658540375531,128.1888317875564,53.400001525878906,5457.2,16.0
2027,36.44660870544613,128.18883715197444,53.400001525878906,5459.9,16.0
2028,36.44663209095597,128.1888426002115,53.400001525878906,5462.5,16.0
2029,36.4466567337513,128.18884804844856,53.400001525878906,5465.3,16.0
2030,36.44668087363243,128.18885492160916,53.400001525878906,5468.0,16.0
2031,36.44670794717968,128.1888602860272,53.400001525878906,5471.1,16.0
2032,36.44673267379403,128.1888648122549,53.400001525878906,5473.9,16.0
2033,36.44675890915096,128.18886942230165,53.400001525878906,5476.8,16.0
2034,36.44678447395563,128.18887579254806,53.400001525878906,5479.7,16.0
2035,36.4468102902174,128.18888266570866,53.400001525878906,5482.7,16.0
2036,36.44683686085045,128.18888811394572,53.400001525878906,5485.7,16.0
2037,36.44686494022608,128.1888928078115,53.400001525878906,5488.8,16.0
2038,36.44689192995429,128.18889632821083,53.400001525878906,5491.8,16.0
2039,36.446916069835424,128.1889007706195,53.400001525878906,5494.5,16.0
2040,36.44694088026881,128.188904710114,53.400001525878906,5497.3,16.0
2041,36.44696560688317,128.1889086496085,53.59999847412109,5500.1,16.0
2042,36.44699100404978,128.1889139302075,53.59999847412109,5502.9,16.0
2043,36.44701640121639,128.18891904316845,53.59999847412109,5505.8,16.0
2044,36.44704163074493,128.18892356939614,53.59999847412109,5508.6,16.0
2045,36.44706736318767,128.18892708979547,53.59999847412109,5511.5,16.0
2046,36.447093011811376,128.18892960436642,53.59999847412109,5514.4,16.0
2047,36.44711815752089,128.18893287330866,53.59999847412109,5517.2,16.0
2048,36.44714397378266,128.18893312476575,53.59999847412109,5520.1,16.0
2049,36.44716903567314,128.18893312476575,53.59999847412109,5522.9,16.0
2050,36.44719443283975,128.18893463350832,53.79999923706055,5525.7,16.0
2051,36.44721915945411,128.18893522024155,53.79999923706055,5528.4,16.0
2052,36.44724514335394,128.18893605843186,53.79999923706055,5531.3,16.0
2053,36.44727079197765,128.18893689662218,53.79999923706055,5534.2,16.0
2054,36.44729652442038,128.1889377348125,53.79999923706055,5537.0,16.0
2055,36.44732041284442,128.18893915973604,53.79999923706055,5539.7,16.0
2056,36.44734522327781,128.18894016556442,53.79999923706055,5542.5,16.0
2057,36.44737246446312,128.18893941119313,54.0,5545.5,16.0
2058,36.4474007114768,128.18893605843186,54.0,5548.6,16.0
2059,36.4474268630147,128.18893329240382,54.0,5551.6,16.0
2060,36.44745452329517,128.18893094547093,54.0,5554.6,16.0
2061,36.44748059101403,128.18892884999514,54.0,5557.5,16.0
2062,36.44750699400902,128.18892641924322,54.0,5560.5,16.0
2063,36.44753448665142,128.18892365321517,54.0,5563.6,16.0
2064,36.4475613925606,128.18892222829163,54.0,5566.6,16.0
2065,36.447585951536894,128.18892021663487,54.0,5569.3,16.0
2066,36.44760883413255,128.18891887553036,54.0,5571.8,16.0
2067,36.44763314165175,128.18891594186425,54.0,5574.6,16.0
2068,36.44765962846577,128.1889134272933,54.0,5577.5,16.0
2069,36.44768578000367,128.1889113318175,54.0,5580.4,16.0
2070,36.44771033897996,128.18891015835106,54.20000076293945,5583.2,16.0
2071,36.44773481413722,128.1889052130282,54.20000076293945,5585.9,16.0
2072,36.44776029512286,128.18889901041985,54.20000076293945,5588.8,16.0
2073,36.44778552465141,128.18889398127794,54.20000076293945,5591.6,16.0
2074,36.44780949689448,128.18889004178345,54.20000076293945,5594.3,16.0
2075,36.44783212803304,128.18888769485056,54.20000076293945,5596.9,16.0
2076,36.44785568118096,128.18888333626091,54.20000076293945,5599.5,16.0
2077,36.44787956960499,128.18887872621417,54.20000076293945,5602.2,16.0
2078,36.44790714606643,128.18887386471033,54.20000076293945,5605.3,16.0
2079,36.44793388433754,128.1888716854155,54.20000076293945,5608.3,16.0
2080,36.44796037115157,128.18887042813003,54.20000076293945,5611.2,16.0
2081,36.447985768318176,128.1888674106449,54.20000076293945,5614.0,16.0
2082,36.44801351241768,128.18885919637978,54.20000076293945,5617.2,16.0
2083,36.44804058596492,128.18885433487594,54.20000076293945,5620.3,16.0
2084,36.44806866534054,128.18884964101017,54.20000076293945,5623.4,16.0
2085,36.44809557124972,128.1888446956873,54.20000076293945,5626.4,16.0
2086,36.448120130226016,128.18884226493535,54.20000076293945,5629.2,16.0
2087,36.44814427010715,128.18883924745023,54.20000076293945,5631.9,16.0
2088,36.44816849380732,128.18883497267962,54.20000076293945,5634.6,16.0
2089,36.44819254986942,128.1888293568045,54.20000076293945,5637.3,16.0
2090,36.44821937195957,128.18882340565324,54.20000076293945,5640.3,16.0
2091,36.44824393093586,128.18881946615875,54.20000076293945,5643.1,16.0
2092,36.44827050156891,128.18881812505424,54.20000076293945,5646.1,16.0
2093,36.448294473811984,128.18881125189364,54.20000076293945,5648.8,16.0
2094,36.44831878133118,128.18880655802786,54.0,5651.5,16.0
2095,36.448344849050045,128.18880228325725,54.0,5654.5,16.0
2096,36.44836865365505,128.18879909813404,54.0,5657.1,16.0
2097,36.44839304499328,128.1887960806489,54.0,5659.8,16.0
2098,36.44841693341732,128.18879364989698,54.0,5662.5,16.0
2099,36.44844258204103,128.18878862075508,54.0,5665.4,16.0
2100,36.44846772775054,128.18878484889865,54.0,5668.2,16.0
2101,36.44849329255521,128.1887783948332,54.0,5671.1,16.0
2102,36.44851944409311,128.18877269513905,54.0,5674.1,16.0
2103,36.44854484125972,128.18876758217812,54.0,5676.9,16.0
2104,36.448571076616645,128.18876422941685,54.0,5679.9,16.0
2105,36.448596473783255,128.18876054137945,54.0,5682.7,16.0
2106,36.44862161949277,128.18875626660883,54.0,5685.5,16.0
2107,36.44864819012582,128.18875123746693,54.0,5688.5,16.0
2108,36.4486755989492,128.1887472141534,54.0,5691.6,16.0
2109,36.44870141521096,128.18874436430633,54.0,5694.5,16.0
2110,36.44872622564435,128.18874050863087,54.0,5697.2,16.0
2111,36.44875011406839,128.1887353118509,54.0,5699.9,16.0
2112,36.44877425394952,128.18873112089932,54.0,5702.6,16.0
2113,36.4487977232784,128.1887289416045,54.0,5705.3,16.0
2114,36.44882312044501,128.18872466683388,54.0,5708.1,16.0
2115,36.448849104344845,128.18872139789164,54.0,5711.0,16.0
2116,36.44887533970177,128.18871921859682,54.0,5713.9,16.0
2117,36.44890115596354,128.1887154467404,54.0,5716.8,16.0
2118,36.44892688840628,128.18871142342687,54.0,5719.7,16.0
2119,36.448952201753855,128.18870890885592,54.0,5722.5,16.0
2120,36.44897935912013,128.18870480172336,54.0,5725.6,16.0
2121,36.44900618121028,128.18869943730533,54.0,5728.6,16.0
2122,36.44903065636754,128.18869658745825,54.0,5731.3,16.0
2123,36.449055382981896,128.18869415670633,54.0,5734.1,16.0
2124,36.449083629995584,128.18868996575475,54.0,5737.3,16.0
2125,36.44910994917154,128.18868652917445,54.0,5740.2,16.0
2126,36.44913459196687,128.1886819191277,54.0,5743.0,16.0
2127,36.44915814511478,128.18867932073772,54.0,5745.6,16.0
2128,36.44918379373848,128.18867496214807,54.0,5748.5,16.0
2129,36.44920902326703,128.1886716093868,54.0,5751.3,16.0
2130,36.449234671890736,128.1886676698923,54.0,5754.2,16.0
2131,36.44925881177187,128.1886623892933,54.0,5756.9,16.0
2132,36.44928244873881,128.1886583659798,54.0,5759.5,16.0
2133,36.44930901937187,128.1886530853808,54.0,5762.5,16.0
2134,36.44933667965233,128.18864973261952,54.0,5765.6,16.0
2135,36.44936081953347,128.18864629603922,54.0,5768.3,16.0
2136,36.44938638433814,128.18864109925926,54.0,5771.2,16.0
2137,36.44941060803831,128.18863640539348,54.0,5773.9,16.0
2138,36.44943575374782,128.18863422609866,54.0,5776.7,16.0
2139,36.44946240819991,128.18862944841385,54.0,5779.7,16.0
2140,36.44948814064264,128.18862366490066,54.0,5782.6,16.0
2141,36.449512867257,128.18862014450133,53.79999923706055,5785.4,16.0
2142,36.44953642040491,128.1886184681207,53.79999923706055,5788.0,16.0
2143,36.449561985209584,128.18861679174006,53.79999923706055,5790.9,16.0
2144,36.44958604127169,128.18861561827362,54.0,5793.6,16.0
2145,36.44961453974247,128.1886102538556,54.0,5796.8,16.0
2146,36.44964043982327,128.18860698491335,54.0,5799.7,16.0
2147,36.44966625608504,128.18860463798046,54.0,5802.5,16.0
2148,36.44969115033746,128.18860346451402,54.0,5805.3,16.0
2149,36.44971604458988,128.1886018719524,54.0,5808.1,16.0
2150,36.44974244758487,128.1885973457247,54.0,5811.0,16.0
2151,36.44976910203695,128.1885949987918,54.0,5814.0,16.0
2152,36.44979441538453,128.1885934062302,54.0,5816.8,16.0
2153,36.44982106983662,128.18858762271702,54.0,5819.8,16.0
2154,36.44984554499388,128.18858418613672,54.0,5822.6,16.0
2155,36.44986968487501,128.18858158774674,54.0,5825.3,16.0
2156,36.44989566877484,128.1885769777,54.0,5828.2,16.0
2157,36.4499203953892,128.1885730382055,54.0,5831.0,16.0
2158,36.44994679838419,128.1885698530823,53.79999923706055,5833.9,16.0
2159,36.4499740395695,128.18856541067362,53.79999923706055,5837.0,16.0
2160,36.45000404678285,128.18856256082654,53.79999923706055,5840.3,16.0
2161,36.450031623244286,128.18855971097946,53.79999923706055,5843.4,16.0
2162,36.45005651749671,128.18855811841786,53.79999923706055,5846.2,16.0
2163,36.45008166320622,128.18855526857078,53.79999923706055,5849.0,16.0
2164,36.45010865293443,128.1885537598282,53.79999923706055,5852.0,16.0
2165,36.45013388246298,128.1885526701808,53.79999923706055,5854.8,16.0
2166,36.450158189982176,128.1885537598282,53.79999923706055,5857.5,16.0
2167,36.45018182694912,128.18855711258948,53.79999923706055,5860.1,16.0
2168,36.45020722411573,128.18855912424624,53.79999923706055,5863.0,16.0
2169,36.45023203454912,128.18856356665492,53.79999923706055,5865.8,16.0
2170,36.45026095211506,128.18856767378747,53.79999923706055,5869.0,16.0
2171,36.4502880256623,128.18857312202454,53.79999923706055,5872.0,16.0
2172,36.4503139257431,128.18857999518514,53.79999923706055,5875.0,16.0
2173,36.45033764652908,128.18858946673572,53.79999923706055,5877.8,16.0
2174,36.45036279223859,128.1885946635157,53.79999923706055,5880.6,16.0
2175,36.450387267395854,128.1886043027043,53.79999923706055,5883.4,16.0
2176,36.45041040144861,128.1886134389788,53.79999923706055,5886.1,16.0
2177,36.450433786958456,128.188621904701,53.79999923706055,5888.8,16.0
2178,36.45045826211572,128.188629867509,53.79999923706055,5891.7,16.0
2179,36.45048382692039,128.18864026106894,53.79999923706055,5894.7,16.0
2180,36.45050746388733,128.18864998407662,53.79999923706055,5897.4,16.0
2181,36.45053646527231,128.1886541750282,53.79999923706055,5900.7,16.0
2182,36.45056253299117,128.18866381421685,53.79999923706055,5903.7,16.0
2183,36.45058432593942,128.18867253139615,53.59999847412109,5906.2,16.0
2184,36.45060745999217,128.18868409842253,53.59999847412109,5909.0,16.0
2185,36.45063084550202,128.18869524635377,53.59999847412109,5911.8,16.0
2186,36.45065439864993,128.18870639428496,53.59999847412109,5914.6,16.0
2187,36.450679460540414,128.1887172907591,53.59999847412109,5917.6,16.0
2188,36.45070360042155,128.1887273490429,53.59999847412109,5920.4,16.0
2189,36.45072849467397,128.18873891606927,53.59999847412109,5923.3,16.0
2190,36.45075313746929,128.1887506507337,53.59999847412109,5926.3,16.0
2191,36.45077635534108,128.18876213394103,53.59999847412109,5929.0,16.0
2192,36.4507994055748,128.18877462297678,53.59999847412109,5931.8,16.0
2193,36.45082178525627,128.18878727965057,53.59999847412109,5934.6,16.0
2194,36.4508443325758,128.1887981761247,53.59999847412109,5937.3,16.0
2195,36.45086788572371,128.1888079829514,53.59999847412109,5940.0,16.0
2196,36.45088942721486,128.18882005289197,53.59999847412109,5942.7,16.0
2197,36.45091189071536,128.18883220665157,53.59999847412109,5945.4,16.0
2198,36.45093435421586,128.18884637206793,53.59999847412109,5948.2,16.0
2199,36.45095924846828,128.18886288441718,53.59999847412109,5951.3,16.0
2200,36.45098338834941,128.1888804025948,53.59999847412109,5954.4,16.0
2201,36.45100853405893,128.18890060298145,53.59999847412109,5957.8,16.0
2202,36.45103141665459,128.1889151036739,53.59999847412109,5960.6,16.0
2203,36.45105371251702,128.18892893381417,53.59999847412109,5963.4,16.0
2204,36.451074834913015,128.18894502706826,53.59999847412109,5966.1,16.0
2205,36.4510948676616,128.1889622937888,53.59999847412109,5968.8,16.0
2206,36.45111557096243,128.18897981196642,53.59999847412109,5971.6,16.0
2207,36.45113375969231,128.18899733014405,53.400001525878906,5974.2,16.0
2208,36.45115362480283,128.18901694379747,53.400001525878906,5977.0,16.0
2209,36.45117424428463,128.18903798237443,53.400001525878906,5980.0,16.0
2210,36.45119528286159,128.18905726075172,53.400001525878906,5982.9,16.0
2211,36.45121464505792,128.1890759523958,53.400001525878906,5985.6,16.0
2212,36.45123367197812,128.189094979316,53.400001525878906,5988.3,16.0
2213,36.451254626736045,128.18911568261683,53.400001525878906,5991.3,16.0
2214,36.451276671141386,128.18913605064154,53.59999847412109,5994.4,16.0
2215,36.45129645243287,128.18915616720915,53.59999847412109,5997.2,16.0
2216,36.451317155733705,128.18917712196708,53.59999847412109,6000.2,16.0
2217,36.451337188482285,128.1891969870776,53.59999847412109,6003.0,16.0
2218,36.451356802135706,128.18921475671232,53.59999847412109,6005.7,16.0
2219,36.45137742161751,128.18923361599445,53.59999847412109,6008.6,16.0
2220,36.45139862783253,128.1892519723624,53.59999847412109,6011.4,16.0
2221,36.451419247314334,128.18927158601582,53.59999847412109,6014.3,16.0
2222,36.451439782977104,128.18929145112634,53.59999847412109,6017.2,16.0
2223,36.45145864225924,128.18931081332266,53.59999847412109,6019.9,16.0
2224,36.451478423550725,128.18933025933802,53.59999847412109,6022.7,16.0
2225,36.45149954594672,128.18934777751565,53.59999847412109,6025.6,16.0
2226,36.45152159035206,128.1893669720739,53.59999847412109,6028.6,16.0
2227,36.45154137164354,128.18938449025154,53.59999847412109,6031.3,16.0
2228,36.45156140439212,128.18940041586757,53.59999847412109,6033.9,16.0
2229,36.45158185623586,128.1894169282168,53.59999847412109,6036.6,16.0
2230,36.45160373300314,128.18943494930863,53.59999847412109,6039.5,16.0
