lat,lon,n_celdas_025,inicio_dias_decada,fin_dias_decada,temporada_dias_decada
78.5,-85.5,16,2.157,17.22,15.063
78.5,-84.5,16,1.343,18.73,17.387
78.5,-83.5,16,1.897,19.827,17.93
78.5,-82.5,16,1.49,17.337,15.847
78.5,-81.5,16,-0.381,15.628,16.009
78.5,-80.5,16,1.119,11.923,10.804
78.5,-79.5,16,1.162,12.685,11.522
78.5,-78.5,16,0.35,14.217,13.867
78.5,-77.5,16,-2.888,14.146,17.034
78.5,-76.5,16,-2.953,13.598,16.551
78.5,-75.5,16,-4.857,12.216,17.073
78.5,-74.5,16,-6.217,6.515,12.732
78.5,-73.5,16,-5.071,4.254,9.325
78.5,-72.5,12,1.658,12.521,10.864
78.5,-71.5,15,2.545,12.622,10.077
78.5,-70.5,16,1.175,12.012,10.837
78.5,-69.5,16,-0.416,11.284,11.7
78.5,-68.5,16,-1.958,9.742,11.7
78.5,-67.5,16,-2.484,9.696,12.18
78.5,-66.5,16,-3.185,7.494,10.679
78.5,-65.5,16,-2.355,7.146,9.502
78.5,-64.5,16,-0.561,7.601,8.162
78.5,-63.5,16,1.031,7.9,6.868
78.5,-62.5,16,1.386,6.732,5.346
78.5,-61.5,16,0.811,5.035,4.224
78.5,-60.5,16,0.123,4.417,4.293
78.5,-59.5,16,0.02,3.8,3.78
78.5,-58.5,16,-0.221,3.147,3.367
78.5,-57.5,16,-1.669,3.762,5.431
78.5,-56.5,16,-2.071,5.116,7.187
78.5,-55.5,16,-1.069,4.951,6.02
78.5,-54.5,16,-0.362,3.849,4.211
78.5,-53.5,16,0.778,2.895,2.116
78.5,-52.5,16,0.061,3.394,3.333
78.5,-51.5,16,-1.328,4.411,5.739
78.5,-50.5,16,0.376,4.604,4.228
78.5,-49.5,16,0.593,4.468,3.875
78.5,-48.5,16,1.094,4.661,3.568
78.5,-47.5,16,1.365,4.382,3.017
78.5,-46.5,16,0.933,4.886,3.953
78.5,-45.5,16,1.171,5.111,3.94
78.5,-44.5,16,1.482,5.735,4.254
78.5,-43.5,16,1.494,5.81,4.316
78.5,-42.5,16,2.174,5.457,3.282
78.5,-41.5,16,2.879,6.275,3.396
78.5,-40.5,16,1.979,6.394,4.415
78.5,-39.5,16,3.454,4.779,1.325
78.5,-38.5,16,1.767,6.276,4.509
78.5,-37.5,16,-0.413,6.834,7.246
78.5,-36.5,16,-0.121,6.142,6.263
78.5,-35.5,16,-1.052,7.078,8.13
78.5,-34.5,16,-2.287,5.679,7.965
78.5,-33.5,16,-3.3,3.551,6.851
78.5,-32.5,16,-4.501,2.815,7.316
78.5,-31.5,16,-5.206,3.154,8.36
78.5,-30.5,16,-6.274,3.429,9.703
78.5,-29.5,16,-5.675,4.765,10.439
78.5,-28.5,16,-3.736,6.312,10.048
78.5,-27.5,16,-4.033,4.573,8.606
78.5,-26.5,16,-4.753,3.747,8.5
78.5,-25.5,16,-7.284,3.575,10.859
78.5,-24.5,16,-7.433,4.361,11.794
78.5,-23.5,16,-5.902,9.145,15.047
78.5,-22.5,16,-4.059,8.128,12.188
78.5,-21.5,16,-5.884,5.145,11.029
78.5,-20.5,16,-6.522,6.674,13.196
78.5,-19.5,16,-7.546,8.357,15.903
78.5,-18.5,16,1.639,12.91,11.272
78.5,-17.5,14,4.433,15.036,10.604
78.5,-16.5,7,7.273,14.031,6.758
78.5,-15.5,2,9.07,12.967,3.897
78.5,9.5,5,-8.19,20.252,28.442
78.5,10.5,15,-5.532,21.688,27.22
78.5,11.5,16,-3.793,20.402,24.195
78.5,12.5,16,-5.264,14.895,20.159
78.5,13.5,16,-2.734,11.352,14.086
78.5,14.5,16,-2.264,9.465,11.729
78.5,15.5,16,-1.54,9.555,11.095
78.5,16.5,16,-4.993,4.147,9.14
78.5,17.5,16,-5.116,3.687,8.803
78.5,18.5,16,-6.769,1.782,8.551
78.5,19.5,16,-4.501,9.084,13.584
78.5,20.5,16,-3.326,13.564,16.891
78.5,21.5,16,-3.686,7.47,11.157
78.5,22.5,16,-1.918,13.64,15.558
78.5,23.5,16,1.426,17.869,16.442
78.5,24.5,9,4.656,17.062,12.407
78.5,25.5,7,3.899,16.326,12.427
78.5,26.5,12,5.732,16.926,11.195
78.5,27.5,12,4.429,15.155,10.726
78.5,28.5,8,3.59,13.649,10.059
78.5,29.5,8,4.922,16.134,11.212
78.5,30.5,8,4.234,17.483,13.248
78.5,31.5,7,5.271,18.84,13.569
78.5,32.5,1,6.955,20.181,13.226
78.5,90.5,2,-0.456,14.578,15.033
78.5,91.5,4,-0.672,14.198,14.87
78.5,92.5,5,-3.838,14.513,18.352
78.5,93.5,11,-4.934,14.692,19.626
78.5,94.5,12,-5.51,13.448,18.958
78.5,95.5,8,-6.695,11.353,18.048
78.5,96.5,8,-6.874,10.587,17.462
78.5,97.5,11,-9.114,8.161,17.276
78.5,98.5,16,-7.9,8.663,16.563
78.5,99.5,16,-8.109,7.381,15.49
78.5,100.5,16,-7.846,5.98,13.826
78.5,101.5,16,-10.445,5.004,15.449
78.5,102.5,16,-12.445,3.166,15.611
78.5,103.5,16,-11.592,4.672,16.264
78.5,104.5,16,-9.551,6.444,15.995
78.5,105.5,16,-6.117,11.664,17.781
78.5,106.5,11,-4.406,14.141,18.548
78.5,107.5,8,-4.5,15.349,19.849
78.5,108.5,4,-2.006,17.921,19.927
77.5,-120.5,4,-1.638,7.857,9.495
77.5,-119.5,7,1.333,9.474,8.142
77.5,-118.5,8,3.039,9.469,6.43
77.5,-117.5,9,5.241,9.448,4.208
77.5,-116.5,12,4.927,12.204,7.277
77.5,-115.5,16,3.9,4.992,1.092
77.5,-114.5,16,3.614,5.33,1.716
77.5,-113.5,16,4.331,6.687,2.356
77.5,-112.5,16,6.392,14.208,7.815
77.5,-111.5,16,6.337,13.683,7.345
77.5,-110.5,16,7.175,9.203,2.028
77.5,-109.5,13,6.303,9.762,3.46
77.5,-108.5,3,9.105,10.062,0.957
77.5,-107.5,1,9.179,7.701,-1.479
77.5,-106.5,10,8.357,9.83,1.474
77.5,-105.5,16,8.135,10.419,2.283
77.5,-104.5,16,6.878,9.519,2.641
77.5,-103.5,16,3.734,5.462,1.729
77.5,-102.5,16,2.816,6.034,3.217
77.5,-101.5,12,3.758,8.97,5.212
77.5,-100.5,12,2.358,9.07,6.712
77.5,-99.5,12,2.034,9.791,7.757
77.5,-98.5,12,3.304,4.49,1.185
77.5,-97.5,15,3.743,6.441,2.699
77.5,-96.5,16,4.746,7.657,2.91
77.5,-95.5,16,7.897,11.003,3.106
77.5,-94.5,16,10.015,10.693,0.678
77.5,-93.5,16,9.325,10.823,1.498
77.5,-92.5,13,7.826,4.527,-3.299
77.5,-91.5,16,4.414,5.583,1.17
77.5,-90.5,16,4.764,10.238,5.474
77.5,-89.5,16,6.38,13.978,7.598
77.5,-88.5,16,7.492,13.706,6.214
77.5,-87.5,16,4.997,12.659,7.661
77.5,-86.5,16,1.92,13.741,11.821
77.5,-85.5,16,1.362,16.323,14.961
77.5,-84.5,16,0.223,15.61,15.388
77.5,-83.5,16,1.981,15.875,13.894
77.5,-82.5,16,-1.043,15.858,16.901
77.5,-81.5,16,-0.645,17.142,17.787
77.5,-80.5,16,-0.052,14.533,14.585
77.5,-79.5,16,1.351,11.726,10.375
77.5,-78.5,16,-0.115,12.795,12.91
77.5,-77.5,16,-3.533,10.397,13.931
77.5,-76.5,11,-6.328,7.929,14.257
77.5,-75.5,8,-4.522,10.255,14.776
77.5,-74.5,6,-2.957,9.368,12.325
77.5,-73.5,11,1.911,15.631,13.72
77.5,-72.5,14,5.033,18.296,13.264
77.5,-71.5,16,2.854,16.141,13.287
77.5,-70.5,16,1.408,12.494,11.086
77.5,-69.5,16,2.691,12.326,9.635
77.5,-68.5,16,1.551,10.037,8.487
77.5,-67.5,16,-1.3,7.253,8.553
77.5,-66.5,16,-0.44,9.834,10.273
77.5,-65.5,16,-0.366,6.47,6.836
77.5,-64.5,16,-1.944,5.842,7.786
77.5,-63.5,16,-1.761,7.162,8.923
77.5,-62.5,16,-0.484,7.476,7.96
77.5,-61.5,16,-1.341,5.513,6.854
77.5,-60.5,16,-1.523,5.263,6.787
77.5,-59.5,16,-0.82,4.419,5.24
77.5,-58.5,16,-0.809,4.527,5.336
77.5,-57.5,16,0.04,4.45,4.409
77.5,-56.5,16,-0.041,4.155,4.197
77.5,-55.5,16,-1.091,3.14,4.23
77.5,-54.5,16,-0.268,3.506,3.774
77.5,-53.5,16,0.872,4.635,3.763
77.5,-52.5,16,0.262,5.969,5.706
77.5,-51.5,16,0.268,6.606,6.338
77.5,-50.5,16,2.266,6.567,4.301
77.5,-49.5,16,4.084,6.557,2.473
77.5,-48.5,16,4.672,6.095,1.423
77.5,-47.5,16,5.025,5.902,0.877
77.5,-46.5,16,5.123,6.662,1.54
77.5,-45.5,16,4.958,6.804,1.846
77.5,-44.5,16,5.387,6.876,1.489
77.5,-43.5,16,6.266,7.563,1.297
77.5,-42.5,16,7.258,8.617,1.359
77.5,-41.5,16,8.106,8.081,-0.025
77.5,-40.5,16,8.984,7.841,-1.144
77.5,-39.5,16,8.804,6.895,-1.909
77.5,-38.5,16,9.497,6.598,-2.899
77.5,-37.5,16,8.986,6.669,-2.317
77.5,-36.5,16,6.396,4.641,-1.755
77.5,-35.5,16,5.967,3.73,-2.238
77.5,-34.5,16,5.603,3.025,-2.578
77.5,-33.5,16,4.627,2.557,-2.07
77.5,-32.5,16,2.755,1.28,-1.475
77.5,-31.5,16,0.633,0.49,-0.143
77.5,-30.5,16,-0.489,0.007,0.496
77.5,-29.5,16,-0.637,1.189,1.826
77.5,-28.5,16,0.392,6.009,5.618
77.5,-27.5,16,1.21,7.596,6.386
77.5,-26.5,16,0.24,8.942,8.702
77.5,-25.5,16,-2.307,9.521,11.827
77.5,-24.5,16,-3.868,8.303,12.172
77.5,-23.5,16,-8.55,8.622,17.172
77.5,-22.5,16,-7.04,7.647,14.688
77.5,-21.5,16,-8.726,5.48,14.206
77.5,-20.5,16,-8.748,9.241,17.989
77.5,-19.5,16,-8.143,9.641,17.785
77.5,-18.5,16,-2.375,11.995,14.369
77.5,-17.5,16,-2.177,11.582,13.759
77.5,-16.5,9,3.615,7.993,4.378
77.5,11.5,3,-1.665,19.889,21.554
77.5,12.5,9,-1.381,18.832,20.213
77.5,13.5,16,1.802,18.237,16.435
77.5,14.5,16,-0.718,15.117,15.835
77.5,15.5,16,-3.834,8.452,12.286
77.5,16.5,16,-6.615,3.532,10.146
77.5,17.5,16,-5.445,6.455,11.899
77.5,18.5,16,-0.206,22.616,22.822
77.5,19.5,16,4.992,28.357,23.364
77.5,20.5,15,2.084,23.249,21.165
77.5,21.5,16,-0.726,15.519,16.245
77.5,22.5,16,-4.091,9.095,13.186
77.5,23.5,16,-3.641,8.892,12.533
77.5,24.5,14,-0.668,12.078,12.746
77.5,25.5,10,4.631,14.253,9.622
77.5,26.5,2,9.539,17.096,7.557
77.5,66.5,3,4.873,17.846,12.973
77.5,67.5,4,2.829,17.597,14.769
77.5,68.5,4,8.157,22.196,14.04
77.5,69.5,1,5.751,19.236,13.485
77.5,80.5,1,0.106,28.098,27.992
77.5,81.5,7,-0.303,29.064,29.366
77.5,82.5,8,-2.725,29.789,32.515
77.5,83.5,8,-4.302,27.951,32.253
77.5,87.5,1,-4.182,14.29,18.471
77.5,88.5,8,-4.734,18.306,23.04
77.5,89.5,8,-5.964,18.418,24.382
77.5,90.5,11,-4.555,16.342,20.898
77.5,91.5,12,-5.387,16.463,21.851
77.5,92.5,11,-5.694,15.688,21.382
77.5,93.5,11,-7.503,13.017,20.521
77.5,94.5,8,-6.595,11.653,18.248
77.5,95.5,4,-7.459,13.734,21.194
77.5,96.5,4,-5.885,14.122,20.007
77.5,97.5,6,-7.623,12.747,20.37
77.5,98.5,8,-6.736,12.372,19.107
77.5,99.5,9,-5.672,10.471,16.143
77.5,100.5,12,-4.269,9.576,13.845
77.5,101.5,16,-3.574,12.041,15.615
77.5,102.5,16,-4.988,12.442,17.429
77.5,103.5,16,-6.989,10.951,17.94
77.5,104.5,16,-8.914,8.291,17.205
77.5,105.5,16,-7.608,8.967,16.576
77.5,106.5,16,-5.79,11.684,17.474
77.5,107.5,15,-5.012,13.729,18.741
77.5,108.5,11,-6.3,15.138,21.438
77.5,109.5,2,-7.836,17.954,25.791
77.5,155.5,4,-11.098,8.8,19.899
77.5,156.5,4,-9.813,9.08,18.893
77.5,157.5,4,-11.716,8.698,20.414
76.5,-123.5,5,5.626,15.918,10.293
76.5,-122.5,12,5.487,15.239,9.752
76.5,-121.5,16,3.338,15.16,11.822
76.5,-120.5,16,2.179,16.575,14.395
76.5,-119.5,16,0.694,16.925,16.231
76.5,-118.5,16,1.158,15.274,14.115
76.5,-117.5,16,1.143,13.439,12.295
76.5,-116.5,16,7.013,11.848,4.835
76.5,-115.5,16,10.114,8.155,-1.959
76.5,-114.5,16,10.626,9.06,-1.565
76.5,-113.5,16,11.08,8.144,-2.936
76.5,-112.5,14,11.092,6.982,-4.109
76.5,-111.5,6,8.49,9.19,0.699
76.5,-110.5,12,6.959,10.348,3.389
76.5,-109.5,14,6.578,7.797,1.219
76.5,-108.5,16,4.861,5.773,0.912
76.5,-107.5,15,5.332,1.959,-3.373
76.5,-106.5,7,9.568,5.958,-3.61
76.5,-105.5,10,9.054,9.266,0.212
76.5,-104.5,16,8.126,10.569,2.443
76.5,-103.5,16,5.589,8.756,3.168
76.5,-102.5,16,3.717,6.572,2.855
76.5,-101.5,16,2.27,8.883,6.613
76.5,-100.5,16,2.159,9.046,6.886
76.5,-99.5,16,3.388,8.096,4.708
76.5,-98.5,16,4.682,7.018,2.336
76.5,-97.5,16,4.408,10.165,5.757
76.5,-96.5,16,6.434,11.078,4.643
76.5,-95.5,16,7.096,12.8,5.704
76.5,-94.5,16,7.254,15.938,8.684
76.5,-93.5,16,9.102,13.419,4.317
76.5,-92.5,16,6.986,12.36,5.374
76.5,-91.5,16,5.128,12.368,7.24
76.5,-90.5,16,2.504,12.345,9.841
76.5,-89.5,16,-0.119,12.207,12.326
76.5,-88.5,16,0.567,14.663,14.096
76.5,-87.5,16,3.336,17.55,14.214
76.5,-86.5,16,3.971,18.751,14.78
76.5,-85.5,16,0.688,16.457,15.769
76.5,-84.5,16,1.335,17.438,16.103
76.5,-83.5,16,1.368,16.332,14.964
76.5,-82.5,16,1.263,15.221,13.959
76.5,-81.5,16,2.051,16.63,14.58
76.5,-80.5,16,3.463,15.911,12.448
76.5,-79.5,16,0.107,15.727,15.619
76.5,-78.5,16,-1.918,10.478,12.395
76.5,-77.5,14,-0.308,7.705,8.013
76.5,-76.5,5,-3.286,0.979,4.264
76.5,-72.5,4,9.335,20.158,10.823
76.5,-71.5,7,2.289,17.515,15.226
76.5,-70.5,13,3.812,16.406,12.595
76.5,-69.5,16,2.736,14.663,11.926
76.5,-68.5,16,1.347,12.005,10.658
76.5,-67.5,16,0.189,8.504,8.314
76.5,-66.5,16,-0.968,4.911,5.879
76.5,-65.5,16,-1.748,4.482,6.23
76.5,-64.5,16,-1.075,5.764,6.839
76.5,-63.5,16,1.828,5.572,3.743
76.5,-62.5,16,3.248,8.07,4.822
76.5,-61.5,16,2.673,8.748,6.075
76.5,-60.5,16,1.563,8.153,6.59
76.5,-59.5,16,1.184,7.149,5.964
76.5,-58.5,16,1.759,5.301,3.542
76.5,-57.5,16,0.837,4.268,3.431
76.5,-56.5,16,0.208,5.536,5.329
76.5,-55.5,16,-0.989,4.687,5.676
76.5,-54.5,16,-0.368,5.447,5.815
76.5,-53.5,16,0.947,6.852,5.905
76.5,-52.5,16,2.805,8.111,5.307
76.5,-51.5,16,2.716,8.768,6.051
76.5,-50.5,16,2.858,8.975,6.118
76.5,-49.5,16,3.498,9.188,5.69
76.5,-48.5,16,4.398,10.677,6.278
76.5,-47.5,16,3.25,11.018,7.768
76.5,-46.5,16,3.101,10.906,7.805
76.5,-45.5,16,1.981,11.059,9.078
76.5,-44.5,16,1.903,10.833,8.93
76.5,-43.5,16,2.366,10.666,8.3
76.5,-42.5,16,3.621,10.427,6.806
76.5,-41.5,16,5.462,11.509,6.048
76.5,-40.5,16,7.71,11.351,3.641
76.5,-39.5,16,9.892,10.944,1.052
76.5,-38.5,16,9.691,10.944,1.253
76.5,-37.5,16,10.29,9.984,-0.306
76.5,-36.5,16,9.15,8.844,-0.305
76.5,-35.5,16,9.552,8.619,-0.932
76.5,-34.5,16,10.409,9.188,-1.221
76.5,-33.5,16,10.644,7.802,-2.842
76.5,-32.5,16,11.269,8.543,-2.725
76.5,-31.5,16,9.844,8.106,-1.738
76.5,-30.5,16,8.126,7.087,-1.039
76.5,-29.5,16,8.423,8.927,0.504
76.5,-28.5,16,7.613,10.412,2.799
76.5,-27.5,16,6.151,9.632,3.481
76.5,-26.5,16,5.807,9.767,3.96
76.5,-25.5,16,1.471,11.956,10.485
76.5,-24.5,16,-2.543,13.456,15.998
76.5,-23.5,16,-7.376,11.867,19.243
76.5,-22.5,16,-6.946,12.34,19.286
76.5,-21.5,16,-6.434,12.475,18.91
76.5,-20.5,16,-5.986,13.335,19.321
76.5,-19.5,16,-7.53,12.381,19.911
76.5,-18.5,16,-5.726,11.523,17.249
76.5,-17.5,16,-4.198,7.853,12.052
76.5,-16.5,3,-5.243,5.823,11.066
76.5,13.5,2,-8.41,6.48,14.89
76.5,14.5,6,-4.156,12.765,16.922
76.5,15.5,12,-7.47,11.814,19.283
76.5,16.5,12,-2.603,16.78,19.384
76.5,17.5,11,-3.484,18.298,21.782
76.5,18.5,4,1.394,25.243,23.849
76.5,19.5,1,1.009,24.148,23.139
76.5,22.5,3,4.903,19.315,14.411
76.5,23.5,6,1.391,18.608,17.217
76.5,24.5,12,0.813,15.175,14.362
76.5,25.5,16,-0.416,12.343,12.759
76.5,26.5,10,2.003,12.338,10.335
76.5,58.5,3,4.449,17.624,13.175
76.5,59.5,8,5.546,17.403,11.857
76.5,60.5,8,6.434,17.362,10.928
76.5,61.5,8,5.061,15.875,10.814
76.5,62.5,8,4.072,17.779,13.707
76.5,63.5,8,4.153,12.895,8.741
76.5,64.5,11,4.101,10.266,6.165
76.5,65.5,13,1.508,10.609,9.102
76.5,66.5,16,-0.325,5.944,6.269
76.5,67.5,16,-1.143,3.46,4.603
76.5,68.5,16,-4.16,9.094,13.254
76.5,69.5,12,-4.625,15.42,20.046
76.5,81.5,4,1.018,32.506,31.487
76.5,82.5,4,-0.037,29.514,29.551
76.5,83.5,4,-1.865,30.795,32.66
76.5,84.5,2,-2.642,26.294,28.936
76.5,87.5,1,-2.735,17.503,20.238
76.5,88.5,8,-4.511,15.25,19.761
76.5,89.5,8,-3.705,17.226,20.931
76.5,90.5,4,-3.39,13.695,17.085
76.5,91.5,7,-6.474,12.425,18.899
76.5,92.5,7,-6.031,11.032,17.063
76.5,93.5,12,-7.203,10.868,18.071
76.5,94.5,13,-11.656,8.288,19.943
76.5,95.5,16,-11.947,7.848,19.795
76.5,96.5,16,-10.084,10.248,20.332
76.5,97.5,16,-8.351,11.094,19.445
76.5,98.5,15,-4.824,13.141,17.965
76.5,99.5,12,-7.103,11.061,18.164
76.5,100.5,16,-8.845,7.949,16.793
76.5,101.5,16,-11.141,5.062,16.204
76.5,102.5,16,-10.427,6.03,16.456
76.5,103.5,16,-11.231,6.341,17.571
76.5,104.5,16,-10.853,5.751,16.604
76.5,105.5,16,-11.275,4.894,16.17
76.5,106.5,16,-13.08,5.02,18.099
76.5,107.5,16,-13.552,5.519,19.071
76.5,108.5,16,-12.124,7.16,19.284
76.5,109.5,16,-11.6,6.395,17.995
76.5,110.5,16,-11.574,5.762,17.336
76.5,111.5,16,-11.666,7.283,18.949
76.5,112.5,13,-13.247,9.449,22.695
76.5,113.5,11,-11.068,12.792,23.86
76.5,114.5,6,-10.082,12.214,22.296
76.5,135.5,3,-1.651,25.036,26.687
76.5,136.5,1,-0.845,24.6,25.445
76.5,137.5,5,-4.498,25.359,29.857
76.5,138.5,8,-5.589,23.611,29.2
76.5,139.5,8,-4.092,23.214,27.306
76.5,140.5,8,-2.547,22.756,25.303
76.5,141.5,8,-3.844,21.034,24.878
76.5,142.5,5,-0.676,22.066,22.741
76.5,143.5,4,0.462,18.408,17.946
76.5,144.5,1,-0.985,15.885,16.87
76.5,147.5,6,-3.769,16.804,20.572
76.5,148.5,12,-6.295,17.522,23.817
76.5,149.5,12,-6.639,17.186,23.825
76.5,150.5,7,-6.867,17.979,24.846
76.5,151.5,1,-7.605,14.775,22.38
76.5,152.5,5,-8.151,15.171,23.322
76.5,153.5,6,-7.718,15.144,22.862
76.5,155.5,3,-8.764,10.204,18.967
76.5,156.5,4,-8.377,9.445,17.822
76.5,157.5,8,-9.341,8.525,17.866
76.5,158.5,8,-10.713,8.537,19.249
76.5,159.5,6,-10.663,7.448,18.112
75.5,-124.5,1,-0.336,10.832,11.168
75.5,-123.5,11,1.31,14.642,13.332
75.5,-122.5,12,1.852,17.242,15.389
75.5,-121.5,12,1.7,17.73,16.03
75.5,-120.5,12,3.224,21.141,17.917
75.5,-119.5,13,4.089,22.737,18.647
75.5,-118.5,16,3.724,21.607,17.884
75.5,-117.5,16,3.036,19.666,16.63
75.5,-116.5,16,4.76,15.803,11.043
75.5,-115.5,16,4.022,14.175,10.153
75.5,-114.5,16,8.505,16.306,7.8
75.5,-113.5,16,6.483,14.164,7.68
75.5,-112.5,16,6.724,12.381,5.657
75.5,-111.5,16,5.719,9.427,3.708
75.5,-110.5,16,4.58,8.255,3.675
75.5,-109.5,16,4.17,11.337,7.167
75.5,-108.5,16,6.489,13.626,7.137
75.5,-107.5,16,5.101,11.215,6.114
75.5,-106.5,16,3.36,8.569,5.21
75.5,-105.5,16,3.937,7.486,3.549
75.5,-104.5,16,7.659,9.934,2.275
75.5,-103.5,16,7.307,10.192,2.884
75.5,-102.5,16,5.889,12.006,6.118
75.5,-101.5,16,9.341,16.024,6.683
75.5,-100.5,16,6.778,11.1,4.322
75.5,-99.5,16,4.441,8.428,3.986
75.5,-98.5,16,6.398,11.374,4.976
75.5,-97.5,16,4.826,12.251,7.425
75.5,-96.5,16,5.113,9.503,4.39
75.5,-95.5,16,6.831,12.865,6.034
75.5,-94.5,16,5.331,14.684,9.353
75.5,-93.5,16,5.933,14.055,8.122
75.5,-92.5,16,6.732,18.16,11.428
75.5,-91.5,16,8.607,18.964,10.357
75.5,-90.5,16,5.964,16.574,10.609
75.5,-89.5,16,1.329,14.111,12.782
75.5,-88.5,16,1.002,13.419,12.418
75.5,-87.5,16,1.887,13.19,11.303
75.5,-86.5,16,2.889,11.442,8.553
75.5,-85.5,16,2.61,11.312,8.702
75.5,-84.5,16,1.169,10.896,9.728
75.5,-83.5,16,0.41,10.055,9.645
75.5,-82.5,16,0.576,9.426,8.851
75.5,-81.5,16,0.569,10.25,9.681
75.5,-80.5,16,1.12,10.861,9.741
75.5,-79.5,16,2.807,11.832,9.025
75.5,-78.5,16,-0.159,11.295,11.454
75.5,-77.5,2,-5.374,11.86,17.234
75.5,-69.5,3,8.686,19.715,11.029
75.5,-68.5,8,7.45,17.134,9.684
75.5,-67.5,8,6.437,15.909,9.471
75.5,-66.5,8,5.276,13.57,8.293
75.5,-65.5,8,5.246,13.355,8.109
75.5,-64.5,8,5.738,13.583,7.845
75.5,-63.5,8,7.559,13.821,6.262
75.5,-62.5,8,8.665,13.294,4.629
75.5,-61.5,8,7.024,12.062,5.038
75.5,-60.5,8,7.861,13.272,5.412
75.5,-59.5,15,6.765,13.936,7.171
75.5,-58.5,16,2.774,6.653,3.879
75.5,-57.5,16,1.009,1.466,0.457
75.5,-56.5,16,1.206,1.572,0.366
75.5,-55.5,16,3.742,5.355,1.613
75.5,-54.5,16,4.954,7.737,2.783
75.5,-53.5,16,3.692,8.707,5.016
75.5,-52.5,16,3.269,8.795,5.526
75.5,-51.5,16,2.774,9.238,6.465
75.5,-50.5,16,3.181,10.627,7.445
75.5,-49.5,16,3.191,11.784,8.593
75.5,-48.5,16,4.372,11.324,6.952
75.5,-47.5,16,5.992,10.545,4.553
75.5,-46.5,16,5.646,10.453,4.807
75.5,-45.5,16,5.864,10.588,4.724
75.5,-44.5,16,4.926,10.654,5.728
75.5,-43.5,16,5.297,11.482,6.185
75.5,-42.5,16,6.115,11.158,5.042
75.5,-41.5,16,5.166,10.905,5.739
75.5,-40.5,16,4.399,10.873,6.474
75.5,-39.5,16,3.199,11.115,7.915
75.5,-38.5,16,4.963,10.721,5.758
75.5,-37.5,16,4.311,9.986,5.675
75.5,-36.5,16,4.32,8.809,4.489
75.5,-35.5,16,5.325,8.47,3.145
75.5,-34.5,16,6.034,8.107,2.073
75.5,-33.5,16,6.684,8.919,2.235
75.5,-32.5,16,6.052,10.216,4.164
75.5,-31.5,16,8.173,10.544,2.371
75.5,-30.5,16,8.916,12.145,3.229
75.5,-29.5,16,9.595,13.582,3.987
75.5,-28.5,16,8.415,13.768,5.353
75.5,-27.5,16,4.249,14.448,10.199
75.5,-26.5,16,5.046,13.755,8.709
75.5,-25.5,16,5.559,13.15,7.591
75.5,-24.5,16,2.892,13.659,10.767
75.5,-23.5,16,0.889,14.244,13.355
75.5,-22.5,16,-2.921,14.697,17.618
75.5,-21.5,16,-3.228,14.408,17.636
75.5,-20.5,16,-3.373,16.063,19.436
75.5,-19.5,16,-2.442,16.73,19.172
75.5,-18.5,16,-2.81,13.06,15.87
75.5,-17.5,10,-4.184,10.315,14.499
75.5,-16.5,4,-2.648,8.797,11.445
75.5,55.5,2,4.87,18.983,14.113
75.5,56.5,7,1.836,13.481,11.645
75.5,57.5,12,0.896,10.529,9.633
75.5,58.5,16,1.881,8.082,6.201
75.5,59.5,16,1.261,3.338,2.077
75.5,60.5,16,1.358,0.478,-0.881
75.5,61.5,16,-0.075,1.705,1.78
75.5,62.5,16,-0.84,4.425,5.265
75.5,63.5,14,-1.977,6.424,8.401
75.5,64.5,12,-1.721,9.795,11.516
75.5,65.5,12,-1.607,17.63,19.237
75.5,66.5,8,-2.831,19.146,21.977
75.5,67.5,5,-1.945,19.436,21.381
75.5,68.5,3,-3.429,20.452,23.881
75.5,80.5,7,0.722,34.278,33.556
75.5,81.5,16,0.14,33.232,33.092
75.5,82.5,16,-1.101,32.287,33.388
75.5,83.5,8,-2.056,32.024,34.08
75.5,84.5,3,-1.29,30.194,31.484
75.5,86.5,3,-7.183,13.865,21.048
75.5,87.5,7,-9.163,11.199,20.362
75.5,88.5,16,-8.662,11.428,20.09
75.5,89.5,11,-8.06,6.425,14.485
75.5,90.5,16,-7.635,6.824,14.459
75.5,91.5,16,-8.704,7.398,16.102
75.5,92.5,16,-9.312,6.303,15.615
75.5,93.5,16,-8.389,5.378,13.768
75.5,94.5,16,-10.672,5.076,15.748
75.5,95.5,16,-13.56,4.134,17.694
75.5,96.5,16,-14.251,4.547,18.798
75.5,97.5,16,-15.28,4.476,19.757
75.5,98.5,16,-15.876,4.301,20.178
75.5,99.5,16,-16.128,4.541,20.669
75.5,100.5,16,-15.109,4.906,20.015
75.5,101.5,16,-13.613,4.975,18.588
75.5,102.5,16,-15.092,5.563,20.655
75.5,103.5,16,-17.033,5.512,22.545
75.5,104.5,16,-16.35,6.339,22.689
75.5,105.5,16,-16.777,4.718,21.494
75.5,106.5,16,-16.211,3.303,19.514
75.5,107.5,16,-15.613,3.189,18.802
75.5,108.5,16,-15.96,2.997,18.958
75.5,109.5,16,-14.22,3.029,17.249
75.5,110.5,16,-14.728,2.111,16.839
75.5,111.5,16,-15.971,1.981,17.952
75.5,112.5,16,-14.433,4.126,18.559
75.5,113.5,16,-14.126,7.355,21.481
75.5,114.5,16,-8.833,17.612,26.446
75.5,115.5,2,-1.664,27.202,28.866
