paso_modelo,anio,P|solo_acidez|acid_best|sin_cal,P|acidez_cal|acid_best|cal_best,PET|solo_acidez|acid_best|sin_cal,PET|acidez_cal|acid_best|cal_best,P|solo_acidez|acid_+1sd|sin_cal,P|solo_acidez|acid_-1sd|sin_cal,PET|solo_acidez|acid_+1sd|sin_cal,PET|solo_acidez|acid_-1sd|sin_cal,P|acidez_cal|acid_+1sd|cal_best,P|acidez_cal|acid_-1sd|cal_best,PET|acidez_cal|acid_+1sd|cal_best,PET|acidez_cal|acid_-1sd|cal_best,P|acidez_cal|acid_+1sd|cal_+1sd,P|acidez_cal|acid_-1sd|cal_-1sd,PET|acidez_cal|acid_+1sd|cal_+1sd,PET|acidez_cal|acid_-1sd|cal_-1sd,P|acidez_cal|acid_+1sd|cal_-1sd,P|acidez_cal|acid_-1sd|cal_+1sd,PET|acidez_cal|acid_+1sd|cal_-1sd,PET|acidez_cal|acid_-1sd|cal_+1sd
63,1962,12.033865735352602,8.389908529297651,8.8092246595192,9.9757139199888,12.98362659989225,11.082859234726852,9.5175083417944,8.094576244136901,9.3671880940923,7.412610938211801,10.7719763599772,9.167870155626952,8.9309535634228,7.842012153424851,10.75292742442665,9.18388994809915,9.79152726620015,6.971730958364101,10.77046029871645,9.131202188388452
64,1963,11.1767758113924,9.37940373619115,7.3234726534002,9.8994122821277,12.03912174152715,10.312699401311953,7.879911554883801,6.765522958593,10.2698249635293,8.487427873265501,10.550024005590602,9.239568188542451,10.0155150027494,8.73561779815925,10.671594497298951,9.11223689289265,10.512434985531351,8.227820629801,10.405472025841153,9.34911960218275
65,1964,13.7668991122426,8.8282042493006,11.5617610504625,10.2398531385367,14.82626233581975,12.70539688613505,12.46778438491025,10.6440987127906,9.9238677451447,7.73252064551595,11.278752851209552,9.198662775398349,9.3212914755342,8.327241611061002,10.918559219717451,9.54063870077115,10.5124218839032,7.12498600157845,11.59845636960525,8.8189505037641
66,1965,15.277983162599602,8.094176620273101,13.469587882702,9.8328231976425,16.436968922144853,14.11797414697175,14.51664967646195,12.4105207330361,9.2899948941764,6.89750128336205,11.029894505628851,8.631378031904351,8.4726126384121,7.7106152205565,10.37531921618075,9.266267695964451,10.0974744315153,6.07475346857485,11.63552652206045,7.940488783234801
67,1966,13.598498912557153,8.484395376663251,11.205030733370052,9.0103122595881,14.6179665033639,12.576354870805051,12.05457213028645,10.35060506532275,9.5411650147826,7.42512975295425,10.0025575321176,8.010782649043302,8.971543366838599,7.9949168150049505,9.5212254281739,8.4629338403227,10.1051007585532,6.84953782905165,10.42309403697225,7.499908023977601
68,1967,15.83226466118085,8.10357481819145,13.007375675226651,8.5846377644341,17.0202606205399,14.64214186791815,13.99337538357315,12.01865172601875,9.3283911848951,6.87701589093435,9.738727938006,7.421881961878,8.5037481449999,7.703893838862351,8.9879388508085,8.1560003913059,10.1497585801015,6.047577690343851,10.43954727020805,6.6440904938795
69,1968,16.9489909937012,9.743086872136352,13.615638702794852,10.344167632922602,18.212988428527552,15.682168633079351,14.64072908375105,12.5815473712711,11.045644836734452,8.4384459423042,11.539372480410153,9.1466620435912,10.283760540897651,9.20576700893585,10.95567592542175,9.7307654047938,11.808059526263351,7.672307930249651,12.0982244975949,8.53689436202465
70,1969,15.9699825465057,9.407224544059847,12.156851924656952,8.788019826191201,17.13840230569755,14.79709220548295,13.04055060845015,11.2645622299868,10.608173595105452,8.2029630167749,9.816157975046153,7.7476070625074,9.92238250813775,8.89450458305535,9.27433922310435,8.2993232693384,11.295322023072153,7.51279672096375,10.344840582187102,7.18150150515545
71,1970,17.16435173280535,9.96018263736755,13.04927721699755,8.86224492420525,18.41813998025115,15.9049145535671,13.98032768466445,12.105271655211853,11.247026741532702,8.67005907288995,9.95309784722715,7.75713941018365,10.515387010762852,9.4089091352999,9.3580294002739,8.36495530123185,11.981627479873,7.934666370394301,10.54059061767605,7.136298868001901
72,1971,17.95940741469995,11.06660055868865,13.847865127767852,9.556701745779952,19.259487635646156,16.6549087587794,14.820548881699352,12.86206343576565,12.3951925674602,9.735174668188352,10.68644932309855,8.41774153659975,11.705083809669352,10.432077392541702,10.132430147543,8.99224556326615,13.0881998393315,9.0419506363267,11.23499881755515,7.8381942984932
73,1972,18.988035948210552,10.452937882338851,15.3810728461948,8.100131290463,20.360397935278357,17.611215851604154,16.49045793641635,14.271024281954102,11.84588706460975,9.0571335265431,9.3508312152558,6.8351603302890505,11.00243870375125,9.908264881071702,8.4959097097758,7.70843900799385,12.69502459514655,8.2115387431525,10.200751727609,5.95684010030225
74,1973,21.39143851505925,11.634488654823851,19.150489927530103,9.962157392043,22.933842815083157,19.84525050707475,20.50763357472925,17.7742385392865,13.191433728855351,10.0751045963071,11.4917093777344,8.40896840120895,12.229232316068051,11.0457120788495,10.4391124255414,9.492728445144351,14.160281922833352,9.1122879659174,12.5409078811298,7.32735145268745
75,1974,20.206196366544653,12.349257154527852,15.377345272351452,8.9254704198178,21.64700553679145,18.76080017413185,16.4338164556456,14.3013594317749,13.7991344074335,10.89653221851425,10.133219823204351,7.71080416654285,13.03296111736375,11.6711254765392,9.3983320681079,8.46099536707905,14.5732938506141,10.1305616714091,10.860980838305,6.95399562717145
76,1975,21.56095602352975,15.029951883151451,17.38445244029085,11.8936507994082,23.08664292769505,20.03155529848985,18.5677753565152,16.1875216282323,16.5573017258828,13.501219451170952,13.225810913599853,10.54907391530175,15.936375849280552,14.129527745360202,12.6138889846121,11.178540860800352,17.186871988083603,12.8815353378188,13.8370074075934,9.91765302722025
77,1976,18.7696874569628,16.517165862855702,12.75142721435605,12.6949641392964,20.0766184167265,17.4578739336368,13.5829265954781,11.90429933362725,17.8323425041527,15.198331187126302,13.648336762279202,11.732362790177852,17.64090761774255,15.3962154149073,13.59732267065065,11.794327360804,18.02968362389705,15.00657990761875,13.689148958901352,11.66587589575165
78,1977,22.0833996855165,17.280392888537502,16.85277085418285,13.9616771495136,23.6280204888003,20.5350446233463,17.959686430529,15.724629905275052,18.8278062266248,15.7298081466631,15.2117487242692,12.701102263087051,18.37544007094265,16.1890110505427,14.874980773102653,13.0563000901724,19.28708786790085,15.277373142519153,15.54525931229325,12.35856298970855
79,1978,21.665910983768203,17.65055370797155,18.65137990880155,15.53608183522025,23.1838186014774,20.14618422897555,19.895131824979952,17.38785837070345,19.1789223354203,16.12072234117225,16.944161941289952,14.1184733071217,18.78173357446765,16.522580646504352,16.5697072909789,14.511124230925551,19.57866480922375,15.7218993050409,17.3029725698436,13.734983004752351
80,1979,22.9046890430775,17.414201172326052,20.384339842637957,15.447579936580553,24.529176376949,21.28005069060675,21.74628636539775,19.00544822766845,19.0447385933844,15.78214283135815,16.97937234909605,13.8973615957984,18.50044696964235,16.330416412655453,16.4370759224422,14.46366254652845,19.59047704704275,15.2350299082034,17.5217700416094,13.334497778216452
81,1980,20.31065092556525,16.555632617184852,14.67386682014515,14.42592101154695,21.7286437710235,18.888671162681103,15.62117556776475,13.70744015208375,17.99606901816475,15.1116862253296,15.503253613238702,13.3390005353928,17.620971459473903,15.490009592351452,15.4428780012091,13.4123267965817,18.36853019215905,14.7312393427204,15.557937150963,13.26078855516045
82,1981,22.50788046259155,16.045866098517752,16.32148177120155,13.37979580596125,24.0758458366924,20.937151239079306,17.38335956117925,15.239508627390853,17.64046963519855,14.4474367147801,14.5868218075925,12.154820881831,16.975887065154,15.11573351938855,14.227837706792702,12.5295907501858,18.30280695057685,13.7764425723176,14.936926754116,11.77865832844775
83,1982,23.547062293763204,15.16196167911395,19.61490019828485,13.181636765258451,25.194299154804156,21.89734126368335,20.875573705599955,18.3223602614031,16.8356202332072,13.48849651596655,14.65840408232015,11.707178441821853,15.961917220304352,14.36338411057615,13.9330111479993,12.4378936386195,17.705592041482948,12.61123397509515,15.383372153328953,10.967714121216602
84,1983,21.094703849577204,13.98146481972925,19.12695074670405,12.49684404260015,22.55941005949835,19.62869516970165,20.37568883360965,17.8515760287491,15.4648004182365,12.497411430677952,13.90480423158425,11.08145940695655,14.73440602428815,13.229087156817853,13.1778205914897,11.817796130831,16.194449212037753,11.763637243559051,14.62814636281365,10.3367463989566
85,1984,22.50776687407205,15.305869289368202,21.09111065434115,14.175477954286452,24.074770072875356,20.93943563579485,22.497184935028404,19.662487155723703,16.8855730137385,13.725307762630552,15.7351106048649,12.59965156368705,16.1618706647516,14.45102761272025,14.9694986515667,13.3783235781625,17.6088191602484,12.99997781910705,16.4913574861954,11.808073609303351
86,1985,22.44603337532565,16.2948885423211,18.66744290980085,14.302643545366852,24.00026483238905,20.88960459434245,19.875206519454,17.418914321318102,17.8594086195116,14.72999159857925,15.6720387596197,12.914528199339852,17.2479450450654,15.34405616088115,15.1784239386982,13.4272507965134,18.4723826528092,14.11837187842705,16.163594129583004,12.39847853237675
87,1986,22.9177471810396,17.49233100882665,19.04185160099105,15.849911854547852,24.4943294876129,21.340401714528703,20.264457132858404,17.79446468495255,19.0756397581866,15.909026726430952,17.2208500858802,14.4657412164353,18.532169342912653,16.4547905031556,16.83377820238185,14.863209864605102,19.621468602957,15.365364971053852,17.6003894309861,14.061809377105
88,1987,20.159345063105903,16.45286284744705,16.429370197865353,15.54211949852525,21.5461820739883,18.7710396224446,17.4743991136032,15.359412721386452,17.8475445825111,15.05890696546745,16.7231425486948,14.3411392403432,17.46420111343755,15.443200582042202,16.56459464134965,14.5199600314434,18.2310676851608,14.67621718270025,16.8717079263863,14.1656254198939
89,1988,19.9319209107634,16.586744411454053,15.0688716008584,14.2371083959867,21.303222537339156,18.55885520738965,16.02822847281605,14.081347482649,17.96584800258125,15.2068594536591,15.3155047557039,13.1387933541733,17.6250377612359,15.548454159941,15.1787263631803,13.285602959659451,18.3065791588551,14.8647382705306,15.442661958573602,12.9775863444277
90,1989,21.7918762949532,16.58185604743965,18.124402449738103,15.4197044469081,23.323659144204356,20.26111267931635,19.29795909459085,16.9119583461419,18.114193755263948,15.050492652733,16.7558001854534,14.0687883067941,17.587955039667502,15.5752964077753,16.423514896725504,14.41198569383465,18.6387120514864,14.5239167407485,17.0818249291645,13.7181199682554
91,1990,23.03778454900405,15.39747300837455,21.743011556889453,14.9084568413299,24.661500972865,21.41400872112,23.17588011065505,20.2848134278188,17.02751430593845,13.767849796659702,16.53977792195095,13.25586736446,16.250426237377503,14.54312676867285,15.767892075554602,14.0435609787604,17.8008250567182,12.9887144897768,17.29741910345855,12.468147036393102
92,1991,23.222644666968357,15.67395674204015,21.72310899987405,14.9439270196107,24.8383269805663,21.605425629649403,23.12973328048565,20.294078932693704,17.303336092714552,14.0437455546034,16.53154457187955,13.3461525720492,16.5319586704679,14.81305873765825,15.7868540263284,14.093528687314102,18.070295832549306,13.2687079018503,17.272144306778152,12.591225069123
93,1992,22.3359435362595,14.7591240699869,20.30833389580545,13.888595501927602,23.88211536195085,20.790138613368704,21.60203151578755,18.98002525100155,16.3155466016211,13.20233041944205,15.35110959865375,12.41690526601725,15.545136384957852,13.97016243196775,14.6452769066554,13.12499787664725,17.081612015604453,12.430708163545,16.047485450075,11.687661447635
94,1993,23.6598014651208,14.2751671426423,21.889095546942453,13.8736548399992,25.296619041829157,22.0231012925556,23.32201911258305,20.43038523971175,15.912804057415002,12.637378355486051,15.45785518662155,12.27876965572125,14.965855435132951,13.58291277209415,14.5881050982068,13.152798713004852,16.85936996428315,11.6907035163035,16.3133933312108,11.3939918985966
95,1994,21.8482719518598,15.18291478690385,19.297731125380853,14.120386386883853,23.359084428394205,20.33736572188755,20.556109537270952,18.0252184948432,16.68653343536065,13.6780776254158,15.50614360707995,12.7306824343363,16.0364265844808,14.32872015112775,14.95383629985255,13.2866364391489,17.3392445572049,13.0291225075519,16.04896128665275,12.1651554302723
96,1995,22.431632670353704,15.441399066362552,21.23842484194765,14.73671277342875,23.9768216274806,20.88672458625675,22.60103691157405,19.8583543577045,16.97260201563505,13.9114343815849,16.23939614959535,13.2216901324778,16.300196220049603,14.58399760795375,15.54568145141725,13.9176405396616,17.6482132871625,13.2424034677098,16.92020923399905,12.5095843923637
97,1996,22.3685481591744,15.9699166114728,22.065281616905203,15.0508344833214,23.9093138974943,20.82844139710275,23.492585970368705,20.613841934329603,17.493151662775052,14.4465230071449,16.62552038973305,13.4688167394411,16.883834792521753,15.057248502667552,15.8909805033284,14.20721094264815,18.10692976724145,13.8402641105934,17.350169026588002,12.7279313740856
98,1997,22.742856015798203,16.351774262614,22.2426274384148,15.479641257817,24.3105853009363,21.17616396856085,23.679807664508704,20.7844467062995,17.90026604029595,14.8040997545499,17.033646475243753,13.922763817585102,17.28938656873565,15.416045404658153,16.356068920869603,14.605048478446951,18.51528686741955,14.1964712647546,17.7090649939631,13.239489317054
99,1998,22.737075737653,16.51065147544385,22.22829284451375,15.67963906384025,24.301827661290453,21.1722585611299,23.67575881251345,20.76661665346,18.057490247503903,14.9637911827383,17.2274233271964,14.1228590122309,17.4606832536636,15.561474559756851,16.5782947150816,14.775602067368352,18.6580510404486,14.3685156402809,17.8681196927055,13.4675886719474
100,1999,20.293523400775204,15.863703402025552,16.88229638763785,13.228176468234352,21.68559835633335,18.9003297721375,17.956386919488352,15.7882969658049,17.2445630998303,14.4813551532985,14.3876953940702,12.0539775927481,16.8275835527894,14.89845000082845,14.0528106314134,12.39736040941595,17.662596744811403,14.0651889282233,14.717600252952602,11.7114464875328
101,2000,22.5236853962838,16.63609164767105,19.609621624038702,15.840968846888002,24.075396609721157,20.97132091463035,20.84776286148205,18.346216970771653,18.1746961982716,15.0967679906424,17.1752312376823,14.499002967199452,17.591705454441353,15.679811211400452,16.8290932546774,14.845305941819852,18.75873924445445,14.5146054043803,17.5219888568434,14.142738266216051
102,2001,21.149470081152,15.812505575135452,19.0413399685488,14.240799296713702,22.61123745108785,19.68799441498405,20.26323148148625,17.80814204538155,17.2635181675183,14.3621131558247,15.549964213905,12.918853954708151,16.73125982370995,14.89396259856665,15.10569139207,13.36883433339055,17.79559458485555,13.8302581370791,15.9951774483398,12.473002749759452
103,2002,21.909214089381,16.19473036232755,20.3260474510975,14.6022262240281,23.41565412967045,20.40262148575885,21.62983461423345,19.00161651414525,17.68931010202305,14.70148560680505,15.983714311478602,13.19469763180955,17.1052705325907,15.284708584365852,15.457130667024952,13.73223607259275,18.27293335478825,14.117886044353702,16.50613674328255,12.657295444438352
104,2003,20.4669570946032,16.363075730576952,18.151866763053,14.5625512108812,21.869441916460957,19.065118341007352,19.31984718420825,16.96670040329835,17.75744712384985,14.96898527634825,15.7973351616123,13.32122806898405,17.3502005021824,15.37461170147605,15.50429039344065,13.620696010477852,18.16274112762035,14.5622522719515,16.08817319663305,13.023693368004352
105,2004,23.127257803323,16.575773815714,24.416851282175,17.2073637882945,24.7217950793006,21.533929226258152,26.02908388470975,22.783186409617205,18.159177229508447,14.993184727301852,18.91745720890855,15.4990439197238,17.452608016522852,15.69797579805325,18.21512542422475,16.205090093004753,18.864659002956653,14.2867605124159,19.616084287085204,14.7911193373648
106,2005,20.6205334995875,15.955632764926202,18.5345123338765,15.0638541569805,22.039560018177,19.20193432644585,19.75021868126875,17.3106941862509,17.369085810411953,14.54283891133525,16.32541806890055,13.7943092234573,16.87705306940215,15.03267974159375,16.04489752863985,14.079788195257352,17.85863872171955,14.050292777503202,16.603477047802503,13.5101821750868
107,2006,21.21155767593445,16.0253712308447,19.851968240381357,15.069675438776851,22.66432486106805,19.759311435653306,21.149031482475,18.5421421024573,17.470518795988202,14.5810335901335,16.4226961175818,13.70929959746825,16.90903935884205,15.139397603576551,15.990289559628,14.13500322691125,18.0284570307216,14.019721785172852,16.847379395569202,13.270467476476451
108,2007,21.749796659938653,16.2640451531905,22.010965976596157,15.89197304518095,23.244611322345158,20.256244141581703,23.464074451001306,20.5570485371658,17.74790118604,14.7815419019558,17.399631013175302,14.375547306553852,17.14737241000655,15.37943354073025,16.826256613553003,14.95077833495265,18.346232695366,14.18127046707265,17.9711648738943,13.798512513589952
109,2008,22.3876793352776,16.52310226470215,24.080007238582954,15.9346696669798,23.940603534153,20.836697495684703,25.68739046511935,22.4593556539058,18.06247038452865,14.986166787591952,17.60451414655745,14.26767012871825,17.41239794467685,15.6325430939872,16.81104815821805,15.0564337151855,18.7092713649951,14.3370651312959,18.3872695560847,13.4714656712461
110,2009,22.3276302913418,16.66227141169995,25.69260354882855,17.952766341541402,23.8807303873868,20.7775443707442,27.408718723313356,23.955030578810703,18.20009246557295,15.12684163161325,19.729584615948152,16.171244094123352,17.56671907842015,15.755535316994004,18.978096288210853,16.915796713901504,18.8289298155655,14.4942624883079,20.4662810558718,15.4109642834347
111,2010,18.57141155783465,14.0574269551045,15.3859214168193,13.0769681924403,19.84986864395725,17.29404225452355,16.387081359291603,14.3702836427263,15.328514280772302,12.7875352883346,14.130055872563052,12.02195552798565,14.81245299090025,13.29966265702065,13.963820249328451,12.17872239287055,15.840277241996452,12.271105172446852,14.27491407481445,11.85069097439365
112,2011,18.56540738575915,11.4737338911012,19.9893092987634,11.2603987816545,19.85448706250055,17.27821342807375,21.3610459196381,18.6094368616712,12.7508803655119,10.197999197441,12.66247106726115,9.86236596081675,11.86344835143275,11.08048572317475,11.69311156211025,10.82899726425125,13.63342618964595,9.31098368046795,13.61838096994745,8.88220313563435
113,2012,16.480164633678452,15.111843537287353,13.4379504389648,13.24071958942365,17.607549490574353,15.3531294190572,14.3064275833987,12.548859152310952,16.2354611061671,13.988366715189551,14.1636726743694,12.313093844225852,16.135059359996752,14.084753118197952,14.27780216304435,12.192820792186051,16.3309328861427,13.88775351657455,14.0376064846085,12.41860487769965
114,2013,19.84404084435395,14.47153854826175,19.652223788247703,12.872489620787851,21.20862864126575,18.4801278319028,20.9676841323855,18.331301332644948,15.825746268904505,13.117901107120952,14.2224108337344,11.52168731564655,15.169699262167851,13.77056639307095,13.49374463123775,12.24151183795615,16.4794790228808,12.46142906983615,14.9378802023297,10.783663553603851
115,2014,18.88312156913205,13.798217803973202,15.746388312098802,11.7829416894647,20.18067053087435,17.58717251114895,16.784001301416353,14.698514080964102,15.088052960994451,12.5086897936534,12.85474240262925,10.704762234969202,14.4581169138344,13.135439288956452,12.4532062424362,11.09853467926725,15.714462320074851,11.87760431517425,13.2432921867509,10.29412740991575
116,2015,20.85642399269535,14.3332885528743,23.174454216057903,15.0649690320402,22.29719274461735,19.41726879627945,24.73241697897025,21.6011219230406,15.763842255350353,12.9045264727423,16.64514974457435,13.4783593105242,14.9318952712076,13.73207000714545,15.7581186130307,14.357676272067952,16.59054762442505,12.072069744164851,17.5220412193465,12.58033675354415
