site_id,lat,lon,date_utc,Q_t_per_hr,Q_unc_t_per_hr,wind_m_per_s
1,20.54346163,-103.17285782,2022-10-31 17:13:28,2.0683827242227,1.055682832583701,1.98
1,20.54076738,-103.17447132,2022-11-03 20:15:13,1.5332138269862987,0.8167952308125952,1.7
1,20.54336504,-103.1742203,2022-11-18 20:13:14,2.5305306344581644,1.3335044142307872,1.88
1,20.54608603,-103.17454591,2022-11-24 16:19:40,6.581348371275308,3.77900445693823,1.38
1,20.54144671,-103.17449485,2022-11-29 20:10:33,1.10571397777262,0.5745988981906784,2.09
1,20.54378536,-103.17288645,2022-12-03 20:10:16,1.5587756775852253,0.8312027337329555,1.73
1,20.5478257,-103.17324006,2022-12-06 17:19:24,3.191371809732789,2.067304292667069,0.86
1,20.54511,-103.1737,2022-12-07 20:15:29,0.8489074213884078,0.6944528784415223,0.27
1,20.54603271,-103.175101,2022-12-09 16:13:24,3.2883264796281004,1.606405042192236,2.11
1,20.54664,-103.17238,2022-12-11 20:14:10,1.2398191040882949,0.5664898868226798,2.7
2,32.41071348,-116.74654138,2022-12-18 21:17:40,1.5112815752781836,0.6032330250838416,3.86
3,42.92912991,-76.84879481,2022-10-16 18:42:13,2.504183787293273,1.3697778927954374,1.49
3,42.92887707,-76.84874888,2022-11-02 18:45:06,4.255914353591401,2.950746869974374,0.65
3,42.92590793,-76.8498722,2022-11-26 18:37:21,3.267564674317634,1.2109387729592047,4.06
3,42.9291221,-76.85055374,2022-12-10 18:44:24,8.153922913483328,3.0388557045295506,4.0
3,42.92911397,-76.84551542,2022-12-21 18:38:31,2.875364548892924,0.8859099767375138,5.6
4,-34.52274944,-58.62501984,2021-04-16 14:01:08,42.94324369740559,24.05070968966891,1.43
4,-34.52512966,-58.62688892,2021-04-19 13:11:54,18.16013451354326,6.028072520375659,4.9
4,-34.523186,-58.628443,2021-04-29 13:56:45,26.034218169540203,11.088509324725017,3.02
4,-34.52907368,-58.6179216,2021-05-05 14:01:50,15.850688849796065,5.467963960662034,4.73
4,-34.528395,-58.62678,2021-05-11 14:06:53,15.4443399589134,6.369002495273068,3.2
4,-34.53366,-58.60275,2021-05-11 14:06:53,3.3181042325919283,1.4085039667729722,3.2
4,-34.53252,-58.61737,2021-05-11 14:06:53,1.9143535246936847,0.8366596655179017,3.2
4,-34.52709568,-58.62571528,2021-05-12 13:52:04,25.13308024539981,9.463258765765625,3.76
4,-34.526449,-58.625989,2021-05-18 13:57:03,2.9497266104858983,1.7308953054954097,1.94
4,-34.525085,-58.628858,2021-05-18 13:57:03,6.738551966282339,4.203291910158868,1.94
4,-34.52554401,-58.62557127,2021-05-24 14:01:58,20.792538199022943,7.1295548403510765,4.68
4,-34.5288378,-58.62349443,2021-06-19 13:51:20,31.496833673726464,12.89469940029604,3.25
4,-34.52649332,-58.6258472,2021-09-14 14:05:32,17.29716601040759,5.138210966029644,5.87
4,-34.52364266,-58.62912647,2021-09-15 13:50:30,18.14484089605228,6.336923743229206,4.46
4,-34.52692908,-58.62492719,2021-09-21 13:54:11,20.64017900706721,6.50787267282111,5.29
4,-34.52807932,-58.63004175,2021-10-03 14:01:17,13.48429235635808,3.274822533078039,7.76
4,-34.52196926,-58.62641518,2021-10-06 13:11:30,10.2283354471757,10.2283354471757,8.27
4,-34.526634,-58.622435,2021-10-07 13:00:50,23.13322956577004,10.036865184537486,2.82
4,-34.52569774,-58.62640386,2021-10-09 14:04:39,13.78735099323202,4.904680729973556,4.32
4,-34.52299033,-58.62678829,2021-10-16 12:59:01,17.489292608061604,6.93576730361708,3.48
4,-34.5239815,-58.62798409,2021-10-16 13:52:47,19.57842676209449,8.650832461558755,2.7
4,-34.52400969,-58.62733282,2021-11-11 13:03:02,19.60551260706501,6.282079682235012,5.18
4,-34.52751371,-58.62784378,2021-11-19 13:11:08,20.991558793425234,9.287263339626138,2.93
4,-34.5266807,-58.62620068,2021-11-20 13:00:22,11.223328544353642,6.356623003788754,1.76
4,-34.52394821,-58.62746315,2021-12-07 13:05:21,16.279395322402028,5.255397557571197,5.16
4,-34.5234,-58.6266,2021-12-23 13:49:56,17.770787201289206,7.393613455316171,3.11
4,-34.5323,-58.6196,2021-12-23 13:49:56,1.7509997371218031,0.7697964423079973,3.11
4,-34.52372638,-58.62768382,2021-12-24 13:09:45,15.575928928090896,5.0788848667394575,5.09
4,-34.53422611,-58.61585459,2022-01-29 12:53:49,0.8392393284655935,0.3891307244095422,4.05
4,-34.5247901,-58.62793183,2022-01-29 12:53:49,13.489631809430254,4.992361676005968,4.05
4,-34.52682086,-58.62654202,2022-02-15 12:55:05,24.08222525975044,8.483109350140486,4.42
4,-34.52643948,-58.62626222,2022-02-15 13:59:53,12.8619578816424,4.835805761033099,3.92
4,-34.53334439,-58.61169875,2022-03-03 13:06:08,1.534017090193617,0.5263702705903661,5.0
4,-34.5276,-58.6288,2022-03-03 13:06:08,19.177335301050817,6.269781579237805,5.0
4,-34.52898687,-58.62491317,2022-03-11 13:59:07,3.175672141899486,1.0476289937098056,5.0
4,-34.52499263,-58.62333923,2022-03-11 13:59:07,12.460723262619856,4.083441893870793,5.0
