id,ym,Endemic,non_Endemic,Migratory,Resident,Protected,non_Protected,Nest_veg,Land_water,Herbivorous,non_Herbivorous,Small_flock,Large_flock,Richness,Evenness
152921,201804,,2.3013,1.6593,1.9923,0.0,2.2764,1.9789,1.0254,,2.3013,2.0679,1.0795,27.0,0.7347
152921,201806,,2.7755,1.923,2.2219,1.0986,2.7259,1.68,2.5815,0.1914,2.6997,2.5678,1.7109,34.0,0.8375
152921,201807,,3.1385,2.4305,2.4647,2.0449,3.0758,1.8462,2.9141,0.2062,3.0978,2.7934,1.9078,57.0,0.806
152921,201808,,3.2572,2.4317,2.697,1.6728,3.1105,2.2489,2.8807,0.0,3.2262,3.052,1.5899,54.0,0.8427
152921,201812,,1.6844,0.6365,1.5721,0.2449,1.4345,1.0156,1.0029,0.0,1.5583,1.6001,0.6931,11.0,0.8132
152921,201901,0.6931,2.0451,0.9547,2.0728,1.6924,1.5485,1.867,1.2425,0.0,2.0396,2.0553,0.0,18.0,0.7657
152921,201902,,2.4849,1.0986,2.1972,1.6094,1.9459,1.9459,1.6094,0.0,2.3979,2.1972,1.0986,14.0,1.0
152921,201905,,2.9859,2.1564,2.4216,0.0,2.9631,1.2425,2.872,0.0,2.9631,2.6473,1.7918,27.0,0.9344
152921,201906,0.6931,2.2623,1.7479,1.8933,1.213,2.0444,2.4255,0.7937,0.0,2.3343,2.3343,0.0,17.0,0.848
152921,201908,0.0,2.8998,1.6251,2.7834,0.9104,2.8041,2.2639,2.2258,0.0,2.8708,2.7804,1.0871,55.0,0.7764
152921,201909,,2.566,2.1342,1.8545,0.5623,2.5227,1.9486,2.156,,2.566,2.2043,1.3743,35.0,0.7292
152921,201911,,2.5713,1.3492,2.3621,0.9708,2.356,1.6405,2.0812,,2.5713,2.1821,1.4859,25.0,0.833
152921,202001,0.0,1.7545,0.5671,1.6034,1.0549,1.7161,1.4686,0.7428,0.0,1.7654,1.5732,0.8428,20.0,0.6513
152921,202002,,2.3673,0.639,2.2089,0.8856,2.1761,1.8031,1.6007,0.0,2.3202,2.1376,1.1629,22.0,0.7898
152921,202003,,1.8885,1.8893,1.1885,1.5607,1.8346,1.969,1.4995,,1.8885,2.0665,1.1685,28.0,0.422
152921,202004,0.6931,2.4224,1.7308,2.4727,2.0156,2.2191,2.716,2.0758,,2.4477,2.3622,0.7417,59.0,0.6064
152921,202007,,1.3015,0.673,0.7473,,1.3015,0.0,1.2566,,1.3015,1.3015,,5.0,0.8086
152921,202008,,2.5176,2.4849,2.0985,0.5029,2.6481,1.2805,2.2924,,2.5176,2.3103,1.3863,33.0,0.749
152921,202009,,2.0794,1.3863,1.3863,1.3863,1.3863,1.3863,1.3863,,2.0794,1.6094,1.0986,9.0,1.0
152921,202101,,1.4985,,1.4985,0.3488,1.2741,1.6405,0.4142,,1.4985,1.3102,0.0,10.0,0.73
152921,202102,0.0,1.7431,2.0506,0.7999,1.0986,1.7884,2.0692,1.0726,0.6931,1.7671,2.4819,0.9321,52.0,0.4773
152921,202103,1.046,2.6384,0.5626,2.6816,1.2564,2.543,2.1539,2.0435,0.9989,2.6353,2.5465,1.2503,29.0,0.8645
152921,202104,,4.0331,3.3417,3.1781,2.0643,3.912,3.4012,3.2897,0.0,4.0154,3.774,2.3381,63.0,0.9859
152921,202105,0.0,4.0893,3.3417,3.3213,2.245,3.9414,3.3177,3.4515,,4.1038,3.8865,2.3381,75.0,0.9608
152921,202107,,2.5282,1.5967,2.0484,1.1269,2.3835,1.119,2.3764,0.6365,2.4806,2.1912,1.2865,27.0,0.8027
152921,202108,,1.6589,0.7302,1.6429,0.0,1.6272,1.0397,1.5403,,1.6589,1.3564,1.0609,12.0,0.6676
152921,202109,,2.5835,2.5919,1.6897,0.5623,2.5335,1.5946,2.7094,,2.5835,2.4224,1.4751,39.0,0.7368
152921,202201,0.7404,3.3043,2.5555,2.7609,1.9896,3.2268,2.7161,2.6085,0.6931,3.3321,2.9741,2.21,85.0,0.7769
152921,202202,0.0,2.1675,1.5937,1.8887,1.6308,2.0396,2.2927,1.5247,0.635,2.0683,1.8912,0.9005,30.0,0.3376
152921,202203,,1.701,1.467,0.6435,0.3842,1.7294,1.3828,1.6133,,1.701,0.7162,1.4325,36.0,0.4813
152921,202204,0.2338,3.6124,3.2638,2.8304,2.4644,3.4853,2.4426,3.287,0.3676,3.6066,3.3747,2.2015,99.0,0.8223
152921,202205,1.0986,2.8254,1.9983,2.435,1.5607,2.7734,1.9886,2.3771,,2.8841,2.6837,1.1896,40.0,0.8218
152921,202206,,2.3293,1.996,1.7962,0.9184,2.2149,1.8284,1.8089,,2.3293,2.032,1.3142,27.0,0.7279
152921,202207,,2.1763,1.231,1.7336,1.079,2.0266,1.6086,1.6746,,2.1763,1.8899,0.8732,15.0,0.8036
152921,202208,,3.6226,3.121,2.6923,2.1972,3.3621,2.1972,3.3621,,3.6226,3.297,2.3381,44.0,0.9828
152921,202211,,2.7726,1.9459,2.1972,1.7918,2.3026,2.4849,1.3863,,2.7726,2.708,0.0,16.0,1.0
152921,202212,,0.2429,1.405,0.1622,1.1012,0.2057,1.7345,0.0813,0.0,2.3751,0.1949,0.5623,19.0,0.2522
152921,202301,0.4506,3.1074,2.1588,2.6882,1.4407,3.1059,2.5691,2.3529,0.5983,3.0796,3.3066,1.9476,74.0,0.614
152921,202302,,1.2265,1.3104,0.565,0.1638,0.9151,2.1959,1.1323,0.001,2.096,0.7821,1.8635,75.0,0.3372
152921,202303,,2.3712,2.5516,0.9875,1.4252,2.2495,1.9816,2.112,0.0,2.3327,3.1168,1.5435,70.0,0.5802
152921,202304,,2.6247,2.1034,1.7249,1.5607,2.5533,1.9459,2.4745,0.0,2.6039,2.1596,1.819,33.0,0.767
152921,202305,,3.2137,2.6264,2.9031,1.9976,3.1127,2.2937,2.9312,0.6829,3.2002,3.1484,1.8584,110.0,0.7093
152921,202306,,2.4291,1.412,1.9808,0.6365,2.3648,1.4979,2.1154,0.0,2.4047,2.1268,1.372,25.0,0.7621
152921,202307,0.0,0.2824,0.1052,2.8114,1.0986,0.2676,0.1236,2.8341,,0.2897,0.2392,1.7479,34.0,0.2522
152921,202308,,2.0101,1.7645,0.5623,,2.0101,,2.0101,,2.0101,1.6923,1.5137,14.0,0.7727
152921,202309,,0.5563,0.3367,2.4481,1.7815,0.5092,0.1729,2.7019,,0.5563,0.3394,1.634,92.0,0.2522
152921,202310,,2.1612,1.6653,1.3848,0.3528,2.2728,1.5316,1.798,,2.1612,1.3497,1.6444,63.0,0.5257
152921,202311,,1.1902,0.8249,0.3592,0.0555,0.8063,0.9038,1.0193,,1.1902,0.4178,0.6398,11.0,0.4963
152921,202312,0.0,2.2059,1.7263,1.9324,1.9988,2.1076,2.6471,1.5957,0.0071,2.3384,1.8091,1.115,60.0,0.5583
152922,202007,0.0,3.3112,2.0432,3.0327,1.7479,3.121,2.3517,2.8862,0.6365,3.2781,3.2409,1.0397,32.0,0.9837
152922,202110,0.6931,3.091,1.7918,2.8904,1.7918,2.8904,2.565,2.3979,0.6931,3.091,3.1781,,25.0,1.0
152922,202201,,2.1996,1.3917,2.0014,1.9521,1.9408,1.2493,1.7172,0.0,2.0949,2.071,0.5196,22.0,0.6219
152922,202205,0.0,4.2493,3.3417,3.8286,2.4849,4.1474,3.434,3.4515,1.3863,4.2593,4.2022,2.3381,105.0,1.0
152922,202206,,2.0489,1.5128,1.2175,0.0,2.0216,1.5902,1.8737,0.0,2.0121,1.7379,1.1774,22.0,0.6794
152922,202207,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,2.0,0.9183
152922,202209,,1.0934,0.0,0.6931,0.0,0.6931,,1.0934,0.0,0.687,1.0934,,3.0,0.9952
152922,202302,,1.7918,0.0,1.6094,0.6931,1.3863,,1.7918,0.6931,1.3863,1.6094,0.0,7.0,0.8166
152922,202304,,1.3322,,1.3322,,1.3322,0.6931,0.6365,,1.3322,1.3322,,4.0,0.961
152922,202305,,3.2189,2.4849,2.565,0.0,3.1781,1.6094,2.9957,0.6931,3.1355,3.0445,1.3863,27.0,1.0
152923,201605,,2.7129,2.3173,1.7067,0.7087,2.6146,0.9948,2.5629,0.0,2.6665,2.385,1.4973,31.0,0.7972
152923,201610,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,1.0,
152923,201807,,0.6729,0.6729,,0.6931,0.5268,,0.6729,,0.6729,0.1897,0.3046,6.0,0.4146
152923,201812,,1.684,0.77,1.8037,,1.684,1.1044,1.4681,,1.684,1.684,,13.0,0.6762
152923,201902,,2.1246,1.4929,1.4875,1.3863,2.0867,1.7282,1.1487,0.0,1.9987,2.0261,0.6507,25.0,0.6994
152923,201903,,2.6561,2.3531,1.6767,1.0966,2.5475,1.6879,2.273,,2.6561,2.2617,1.7382,35.0,0.7845
152923,201910,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,1.0,
152923,201912,,1.9956,1.3311,1.2742,,1.9956,0.2712,1.8153,,1.9956,1.5303,1.0962,13.0,0.791
152923,202005,,2.3979,1.7918,1.6094,0.6931,2.1972,1.9459,1.3863,0.6931,2.1972,2.3026,0.0,13.0,1.0
152923,202006,,0.8164,0.5849,0.0555,0.1637,0.5724,0.5786,0.1101,,0.8164,1.1358,0.0158,11.0,0.5163
152923,202008,,1.8101,1.5027,1.3302,0.6931,1.7981,1.5791,1.1574,,1.8101,1.6845,0.8563,24.0,0.6076
152923,202010,,1.4137,1.1066,1.3544,0.251,1.2538,0.8732,0.8219,,1.4137,1.0409,0.3602,14.0,0.6204
152923,202110,,1.255,0.6365,1.0294,,1.255,0.3768,0.8655,,1.255,0.6342,1.1491,8.0,0.6801
152923,202111,,3.7527,3.2827,2.7726,2.6391,3.355,2.9957,3.1203,,3.7527,3.434,2.3381,48.0,0.998
152923,202203,,0.7239,0.2996,0.9327,1.375,0.6131,1.545,0.543,0.0,0.6806,0.3361,0.783,33.0,0.2522
152923,202206,,3.5222,3.144,2.3786,2.2539,3.2019,2.5394,3.0594,,3.5222,3.2102,2.2056,41.0,0.977
152923,202208,,3.3112,2.7136,2.54,0.6931,3.2385,2.342,2.8341,0.0,3.2755,3.0805,1.7329,31.0,0.984
152923,202305,,1.8964,1.3322,1.5195,,1.8964,1.1988,1.2904,,1.8964,1.4959,0.8487,11.0,0.7909
152923,202306,,2.7294,2.0698,2.0037,1.3522,2.6603,1.9955,2.3619,0.4506,2.7053,2.4175,1.5387,56.0,0.7118
152923,202307,,2.5838,2.0305,1.7519,0.6931,2.5536,1.803,2.3003,0.4506,2.4733,2.1706,1.7418,30.0,0.8035
152923,202309,,2.5666,2.3721,1.058,1.5649,2.4933,1.0331,2.3372,,2.5666,1.726,2.0094,59.0,0.6471
152923,202310,,3.0766,2.5893,2.1276,1.309,2.8996,1.9047,2.7081,0.0,3.0574,2.825,1.5769,37.0,0.8797
152923,202312,,2.3344,1.206,2.0785,1.1642,2.1734,1.9813,1.1262,0.3326,2.1894,2.3923,0.5683,32.0,0.7069
210104,202007,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,2.0,1.0
210104,202101,,1.1312,0.0792,1.1801,,1.1312,1.1312,,,1.1312,0.5493,0.5844,11.0,0.532
210104,202102,,1.1892,0.0,0.8381,,1.1892,1.1014,0.0,,1.1892,1.7918,0.5983,9.0,0.5796
210104,202112,,1.0802,0.0,0.7195,,1.0802,1.0945,0.0,,1.0802,1.0676,0.0,10.0,0.5434
210104,202201,0.6846,1.6537,0.0,1.6018,,1.7677,1.918,0.0,,1.7677,1.496,1.0362,17.0,0.6828
210104,202202,0.5004,1.4667,0.0,1.5212,0.0,1.4855,1.8537,0.0,,1.5396,1.3722,1.1187,18.0,0.5754
210104,202203,,1.283,0.4982,0.8843,,1.283,0.9597,0.0,,1.283,1.1356,0.1138,7.0,0.6593
210104,202211,,1.271,0.0,1.1431,,1.271,1.0606,0.2338,,1.271,1.271,,11.0,0.6042
210104,202301,0.0,2.0284,0.0,2.018,0.0,2.0408,2.2155,0.285,,2.0587,1.8003,0.8305,22.0,0.7335
210104,202302,,1.5025,,1.5025,,1.5025,1.2659,0.0,,1.5025,1.5025,,8.0,0.8487
210104,202303,,1.3157,,1.3157,,1.3157,1.1602,0.0,,1.3157,1.3157,,7.0,0.7644
210104,202304,,2.1453,1.6264,1.7645,0.0,2.13,1.7066,1.1418,,2.1453,1.9812,1.0284,26.0,0.7055
210104,202305,,1.6015,1.0946,1.3598,0.0,1.498,1.472,0.4636,,1.6015,1.3512,1.0354,20.0,0.5854
210104,202306,,1.4816,0.9369,1.339,0.6931,1.4404,1.9286,0.2701,,1.4816,1.2914,0.6365,21.0,0.5283
210104,202309,,0.8537,1.3863,0.712,,0.8537,0.5187,0.1092,,0.8537,0.8537,,10.0,0.4056
210104,202311,,0.7638,,0.7638,0.0,0.7229,1.3168,0.0,,0.7638,0.7638,,9.0,0.4822
210104,202312,,1.1567,0.0,1.0874,,1.1567,1.2221,0.0965,,1.1567,1.1273,0.6931,16.0,0.4938
210105,201907,,1.7158,1.1858,1.3661,0.0,1.6499,1.7084,0.4014,,1.7158,1.7158,,15.0,0.7319
210105,201909,,1.6635,0.4101,1.4256,0.0,1.4897,1.3981,0.2237,,1.6635,1.4897,0.0,8.0,0.8679
210105,201910,,1.2675,0.5402,1.0218,,1.2675,1.4824,0.3046,,1.2675,1.2675,,10.0,0.6159
210105,201912,,1.4309,0.5257,0.9446,,1.4309,1.2944,0.0,,1.4309,1.1582,0.0,8.0,0.6881
210105,202005,,2.7556,1.4942,2.4583,,2.7556,2.441,1.4751,,2.7556,2.625,0.6931,20.0,0.9765
210105,202011,,1.7963,0.0,1.7584,0.0,1.7338,1.6188,0.0,,1.7963,1.6275,0.6931,13.0,0.805
210105,202105,,1.6703,1.9354,0.9756,0.0,1.547,1.7795,0.3955,,1.6703,1.4506,0.6616,18.0,0.5779
210105,202106,,1.312,0.0,1.2625,0.0,1.2287,1.3419,0.3725,,1.312,1.2625,0.0,10.0,0.6564
210105,202107,,,,,,,,,,,,,2.0,0.8631
210105,202108,0.0,1.5393,0.0,1.5125,,1.5793,0.935,0.8545,,1.5793,1.5793,,12.0,0.7275
210105,202112,0.0,1.3357,0.0,1.2686,0.0,1.3771,1.0958,0.0,,1.3831,1.362,0.0,14.0,0.5515
210105,202201,0.0,1.2934,0.4384,1.0497,0.0,1.3565,1.2618,0.0,,1.3745,1.3565,0.0,21.0,0.4573
210105,202202,0.0,1.1857,0.0,1.0319,,1.1975,1.1166,0.0,,1.1975,1.1975,,9.0,0.6361
210105,202203,,1.4701,0.7315,1.1997,,1.4701,1.2172,0.0516,,1.4701,1.2234,0.0,12.0,0.5948
210105,202204,0.0,1.1644,0.7321,0.9742,0.0,1.1955,1.0506,0.162,,1.2071,1.175,0.6365,17.0,0.4429
210105,202205,0.4506,1.4717,1.575,1.3493,0.0,1.4636,1.1819,0.4777,,1.4929,1.4513,0.6871,24.0,0.4766
210105,202206,0.0,1.3241,0.8914,1.2384,,1.3373,1.0067,0.3859,,1.3373,1.3073,0.6829,20.0,0.4608
210105,202207,0.0,0.9742,0.0,0.8855,,0.9838,1.1386,0.1193,,0.9838,0.9742,0.0,10.0,0.4272
210105,202208,0.0,1.3716,0.2449,1.2986,,1.3806,1.0014,0.4054,,1.3806,1.3716,0.0,17.0,0.4904
210105,202209,,1.4802,0.6912,1.3387,0.0,1.3905,1.1243,0.3224,,1.4802,1.383,0.163,16.0,0.5524
210105,202210,0.0,1.3629,0.6462,1.1672,,1.3842,1.3361,0.1319,,1.3842,1.3444,0.0,21.0,0.5173
210105,202211,,0.98,0.0,0.7996,0.0,0.9615,0.9024,0.1105,,0.98,0.98,,8.0,0.5194
210105,202212,,1.3168,0.0,1.2086,0.6365,1.3018,1.5095,0.0185,,1.3168,1.2533,0.9507,19.0,0.4809
210105,202301,,2.0026,0.6365,1.9231,0.0,1.9808,2.0089,0.0,,2.0026,1.935,0.3768,20.0,0.7102
210105,202302,,1.4993,0.3625,1.1555,0.6931,1.484,1.4149,0.2879,,1.4993,1.2072,0.1804,16.0,0.5484
210105,202303,0.6365,1.3677,0.2863,0.9715,,1.3793,1.2584,0.1779,,1.3793,1.0302,0.1606,23.0,0.4446
210105,202304,0.0,1.5921,0.5998,1.2543,,1.6017,1.8047,0.1143,,1.6017,1.3391,0.2732,23.0,0.5325
210105,202305,0.0,2.4588,1.5012,2.009,0.0,2.4619,2.1819,1.3424,,2.4699,2.4052,0.9022,46.0,0.6797
210105,202306,0.0,1.6492,0.9502,1.5455,,1.6831,1.4415,0.4583,,1.6831,1.6737,0.0,22.0,0.6023
210105,202307,,1.4907,0.6931,1.3818,,1.4907,1.1671,0.5594,,1.4907,1.4907,,12.0,0.6461
210105,202308,0.0,1.4438,1.0901,1.3765,,1.4525,1.1563,0.5943,,1.4525,1.4525,,23.0,0.494
210105,202309,0.0,1.5702,0.4644,1.4299,0.0,1.5702,1.6382,0.3413,,1.5785,1.5702,0.0,25.0,0.5049
210105,202310,0.0,1.6725,2.3639,1.5753,0.0,1.6882,1.9043,0.2052,,1.6958,1.601,0.1679,34.0,0.5255
210105,202311,0.0,1.6639,1.2052,1.5607,,1.6716,1.7375,0.3475,,1.6716,1.4818,0.8811,29.0,0.5449
210105,202312,0.0,1.8428,0.4465,1.6258,0.5623,1.8705,1.8941,0.216,,1.888,1.6755,0.243,26.0,0.6096
210111,202001,,1.072,,1.072,,1.072,1.072,,,1.072,1.072,,5.0,0.9566
210111,202210,,0.6931,0.0,0.0,0.0,0.0,0.0,0.0,,0.6931,0.6931,,2.0,1.0
210111,202304,,1.9867,0.6365,1.8294,,1.9867,0.7356,1.6989,,1.9867,1.7477,0.4506,10.0,0.8628
210111,202305,,2.3587,0.6365,2.1889,0.8676,2.106,2.07,1.0114,,2.3587,2.2596,0.0,14.0,0.9499
210111,202306,,1.1332,0.0,0.9978,,1.1332,0.6931,0.8516,,1.1332,1.1332,,5.0,0.7041
210111,202307,,0.8341,0.0,0.7871,,0.8341,0.2235,0.0555,,0.8341,0.8341,,5.0,0.5183
210111,202308,,1.4428,0.0,1.2419,0.673,0.9496,1.4428,,,1.4428,1.4428,,8.0,0.7529
210111,202309,,2.7376,1.8308,2.4544,1.0986,2.6984,2.3661,1.6576,0.0,2.716,2.6901,0.5004,36.0,0.7767
210111,202310,,2.554,1.4933,2.1491,1.0397,2.4193,2.314,1.0382,,2.554,2.554,,23.0,0.8447
210111,202311,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,1.0,
210111,202312,,1.4791,,1.4791,,1.4791,1.4791,,,1.4791,1.4791,,8.0,0.9248
210112,201901,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,1.0,
210112,201902,,1.7918,,1.7918,,1.7918,1.6094,0.0,,1.7918,1.7918,,8.0,1.0
210112,201904,,2.8812,1.8525,2.452,0.0,2.8746,1.9787,2.4864,,2.8812,2.79,1.1728,40.0,0.6838
210112,201907,,1.7904,0.0,1.7138,0.0,1.6133,1.4001,0.6931,,1.7904,1.7904,,11.0,0.8032
210112,201911,,2.8332,0.6931,2.708,,2.8332,2.708,0.6931,,2.8332,2.7726,0.0,19.0,1.0
210112,202001,,2.2799,1.0412,2.0148,0.0965,2.1612,2.0688,1.4516,,2.2799,2.1945,1.5449,28.0,0.7035
210112,202002,,1.7012,0.0,1.6635,0.0,1.6852,1.3211,0.9935,,1.7012,1.3091,1.2263,11.0,0.7161
210112,202003,0.0,2.5607,2.4299,1.8796,1.2133,2.5211,2.4911,1.8148,0.0,2.5532,2.8556,1.6234,76.0,0.6251
210112,202004,0.0,3.1713,2.3114,2.6265,1.6914,3.139,2.2411,2.678,0.0,3.1673,2.9946,2.0566,95.0,0.7358
210112,202005,,3.6584,2.7725,3.1281,1.0735,3.6104,3.21,2.8456,,3.6584,3.5319,1.8301,78.0,0.8574
210112,202006,,2.8657,1.3297,2.6235,0.0,2.8098,2.6262,1.3322,,2.8657,2.8114,0.0,22.0,0.9753
210112,202007,,1.8926,0.8018,1.6598,1.0397,1.6714,1.6356,0.6871,,1.8926,1.8926,,18.0,0.742
210112,202011,,1.2535,0.0,1.2345,,1.2535,1.7836,0.4157,,1.2535,1.9447,0.4702,14.0,0.4821
210112,202012,,2.9957,1.6094,2.708,,2.9957,2.708,1.6094,,2.9957,2.7726,1.3863,22.0,1.0
210112,202101,,1.0752,0.3032,2.5424,1.0397,1.0286,0.9017,2.2111,,1.0752,2.5606,0.206,39.0,0.3155
210112,202102,,1.6663,1.3863,0.7963,,1.6663,0.0,1.7918,,1.6663,0.0,1.7918,7.0,0.8563
210112,202103,,1.2052,0.4648,1.0032,0.2776,1.325,2.1808,1.1325,,1.2052,2.9084,1.0612,39.0,0.3368
210112,202104,,3.2865,2.565,2.6492,0.0,3.2491,2.5127,2.6701,,3.2865,3.0981,1.5498,32.0,0.9853
210112,202105,0.0,2.4139,3.1701,1.9487,0.0,2.4474,1.8926,1.7396,,2.4638,2.2937,1.8143,58.0,0.6452
210112,202106,,1.4838,0.6931,1.4236,,1.4838,0.777,0.8119,,1.4838,1.3202,0.0,7.0,0.7625
210112,202107,,1.5501,0.0,1.4186,,1.5501,1.0344,1.0397,,1.5501,1.5501,,9.0,0.7554
210112,202109,,1.4812,0.5004,1.0734,0.0,1.3445,1.1447,0.3533,,1.4812,1.3445,0.0,7.0,0.7612
210112,202110,,2.466,1.0129,2.2416,,2.466,1.8168,1.8064,,2.466,2.3787,0.0,20.0,0.8536
210112,202111,,1.7062,1.0867,1.4335,0.2484,1.5424,1.4626,1.285,,1.7062,2.2102,1.1533,26.0,0.5571
210112,202112,,1.6555,0.6365,1.6488,0.0,1.6531,1.564,1.0736,,1.6555,1.0064,0.9354,16.0,0.6355
210112,202201,,1.4673,0.7071,1.1062,0.0303,1.2625,1.6568,1.1354,0.0,1.4661,2.0429,1.2062,43.0,0.4004
210112,202202,0.0,2.5373,0.5894,2.401,0.1804,2.4505,2.4438,1.6202,,2.5486,2.2829,1.2181,39.0,0.7318
210112,202203,,2.2955,1.7545,1.6821,0.7811,2.048,1.1087,2.0406,,2.2955,1.831,1.666,37.0,0.6549
210112,202204,,2.2918,1.3624,2.0855,0.0,2.2594,1.6117,1.6192,,2.2918,2.1863,0.9557,22.0,0.8009
210112,202205,,2.7698,2.401,2.4176,0.5253,2.6985,2.7451,1.9803,,2.7698,2.5853,1.372,57.0,0.7197
210112,202206,,2.1273,0.9369,1.996,0.0,2.1072,2.3937,1.3114,,2.1273,2.0177,0.4506,26.0,0.6925
210112,202207,,2.6853,1.2659,2.4313,0.5004,2.6546,2.4034,1.6635,,2.6853,2.6636,0.6365,36.0,0.7994
210112,202208,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,1.0,
210112,202209,,2.266,1.0873,1.9716,0.0,2.2459,1.6192,1.6052,,2.266,2.1363,0.2103,27.0,0.7292
210112,202210,,2.3111,1.3238,1.9664,0.203,2.1822,2.2092,1.4521,,2.3111,2.5183,0.7195,41.0,0.66
210112,202211,0.0,2.2844,0.1502,2.1817,0.0555,2.1988,2.3896,1.5604,,2.2928,2.3758,1.0328,31.0,0.7157
210112,202212,,2.6978,1.2799,2.493,,2.6978,2.6368,0.0,0.0,2.6525,2.7502,0.0,25.0,0.8698
210112,202301,0.0,2.2128,0.6502,1.987,0.2004,2.0834,2.7245,1.2687,,2.2189,2.6276,1.1622,42.0,0.6309
210112,202302,0.0,2.3857,0.6212,2.2543,0.1084,2.3995,2.8111,1.4585,0.0,2.3857,2.7563,1.3446,60.0,0.6129
210112,202303,0.0,2.5182,2.1874,1.8494,0.2604,2.4116,2.2047,2.104,0.0,2.5182,2.5822,1.5166,71.0,0.6164
210112,202304,,2.5832,1.8972,2.2013,0.0875,2.4984,2.3223,2.18,,2.5832,2.5633,1.2606,56.0,0.6747
210112,202305,,2.7449,1.9213,2.3449,0.4373,2.6406,2.4032,1.8972,,2.7449,2.4968,1.2899,45.0,0.7692
210112,202306,,2.9289,1.9404,2.5967,0.8018,2.8806,2.46,1.969,,2.9289,2.8532,0.6429,53.0,0.7939
210112,202307,0.0,3.1976,2.2578,2.7963,0.9295,3.095,2.6842,2.4411,,3.2007,3.0116,1.6344,73.0,0.773
210112,202308,,2.5186,1.3222,2.272,0.6931,2.4992,2.3713,1.4232,,2.5186,2.4992,0.6931,38.0,0.7242
210112,202309,,2.446,1.659,2.1499,1.3322,2.3979,2.3611,1.2611,,2.446,2.3876,1.5607,44.0,0.6805
210112,202310,,3.0286,2.547,2.6452,1.4681,2.9794,2.5936,2.0,0.0,3.0241,3.1257,1.0328,57.0,0.7843
210112,202311,0.0,2.5427,1.4687,2.1673,0.201,2.4611,2.8028,1.6893,0.6931,2.5453,2.5381,1.2642,70.0,0.641
210112,202312,0.0,2.2527,0.9327,2.0475,0.3299,2.1201,2.5727,1.4364,0.0,2.2544,2.3779,1.2083,45.0,0.6242
210113,201607,,2.5321,1.5435,2.071,,2.5321,1.7827,2.0752,,2.5321,2.5321,,24.0,0.8266
210113,201806,,2.2899,1.3086,1.9995,,2.2899,1.5679,1.63,,2.2899,2.2899,,16.0,0.8843
210113,201807,,1.8066,1.2483,1.0297,,1.8066,0.7963,1.4113,,1.8066,1.7196,0.0,9.0,0.8764
210113,201905,,1.5013,0.6931,1.3013,,1.5013,1.7918,0.8223,,1.5013,1.404,0.0,13.0,0.6212
210113,202104,,2.3026,1.0986,1.9459,,2.3026,1.6094,1.6094,,2.3026,2.1972,0.0,10.0,1.0
210113,202105,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,1.0,
210113,202106,,0.1914,0.1914,,,0.1914,0.0,0.0,,0.1914,0.1914,,2.0,0.2762
210113,202107,,2.9444,1.3863,2.708,0.0,2.8904,2.1972,2.3026,,2.9444,2.9444,,22.0,1.0
210113,202110,,1.6663,0.4506,1.6094,,1.6663,1.3031,0.6931,,1.6663,1.6663,,8.0,0.8725
210113,202111,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,1.0,
210113,202202,,1.2808,,1.2808,,1.2808,0.9554,0.0,,1.2808,1.2808,,6.0,0.7655
210113,202203,,1.6725,1.1141,1.4762,0.8013,1.4494,1.4616,1.0052,,1.6725,1.9895,0.725,25.0,0.5625
210113,202205,,0.6365,0.0,0.0,,0.6365,0.0,0.0,,0.6365,0.6365,,2.0,0.9183
210113,202206,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,1.0,
210113,202207,,2.6495,1.5953,2.2538,,2.6495,2.2276,1.632,,2.6495,2.4721,0.9949,24.0,0.8867
210113,202208,,2.5495,0.6583,2.3859,0.0,2.5211,2.1192,1.6669,,2.5495,2.5083,0.5623,27.0,0.8116
210113,202209,,2.4469,0.6931,2.4113,,2.4469,1.7264,1.796,,2.4469,2.2689,0.6504,20.0,0.8227
210113,202303,,0.7886,0.6557,1.3064,,0.7886,0.8982,0.7056,,0.7886,1.6184,0.6269,10.0,0.4433
210113,202304,,2.0802,1.2553,1.7279,0.6931,2.0703,0.5711,2.0904,,2.0802,1.7682,0.9035,33.0,0.4162
210113,202305,,2.8675,2.0829,2.2796,0.9882,2.8172,2.2772,2.1281,,2.8675,2.7529,0.6518,44.0,0.6934
210113,202306,,2.1029,0.9496,1.7729,,2.1029,1.5655,1.2266,,2.1029,2.159,0.0,17.0,0.8096
210113,202307,,1.4467,0.6365,1.2762,0.0,1.3834,1.1973,0.5297,,1.4467,1.4467,,8.0,0.7252
210113,202309,,2.9243,2.0579,2.644,0.7963,2.8867,2.4522,1.9713,,2.9243,2.8681,1.5811,52.0,0.7598
210113,202310,,2.1546,1.0986,1.8044,1.0986,1.8044,1.9328,0.6931,,2.1546,2.1546,,11.0,0.939
210114,202103,,1.6094,0.6931,1.0986,,1.6094,0.0,1.3863,,1.6094,0.6931,1.0986,6.0,1.0
