iso3,year,net,net_std,imm,imm_std,emi,emi_std,imm_pop,imm_pop_std,emi_pop,emi_pop_std
CYP,1992,4537.629,1974.5454,9870.676,1958.0691,5333.0527,757.5144,72799.83,7616.207,175413.66,8028.4805
CYP,1993,3464.7024,2051.7805,9030.409,1656.6394,5565.705,815.5086,76669.766,7345.5923,173612.12,7461.4214
CYP,1994,3975.8147,1318.6428,9555.761,1305.0978,5579.9478,735.7906,79458.38,7130.659,171828.5,6565.1855
CYP,1995,3936.4497,1687.3097,9935.241,1459.7561,5998.7915,942.9735,83090.03,6792.5005,170459.39,5899.2896
CYP,1996,3378.6504,2262.2837,9693.784,1711.0244,6315.14,720.5269,86979.59,6380.258,169389.72,5224.8237
CYP,1997,2824.3186,1662.5259,9463.823,1410.4397,6639.5034,872.4249,89959.914,6232.6577,168013.58,4474.4214
CYP,1998,3976.4485,1824.726,10426.582,1258.6467,6450.135,768.11786,92942.875,6080.0913,167232.66,4118.798
CYP,1999,4234.8306,1360.8693,10992.592,1256.0142,6757.756,772.4517,97166.32,5663.4443,166566.88,4034.4504
CYP,2000,4411.079,1346.8251,11912.342,1463.8398,7501.2617,902.19293,101645.695,5277.0947,165909.03,3977.574
CYP,2001,5550.6313,1679.5298,12853.709,1376.608,7303.075,652.8344,106648.195,5012.736,165662.78,3962.2893
CYP,2002,4732.737,1790.0352,13209.302,1621.2499,8476.563,757.3658,112269.6,4701.657,164940.12,3893.259
CYP,2003,4860.955,1704.2285,13818.847,1622.2391,8957.892,816.2735,117684.0,4478.6416,164845.56,3645.5098
CYP,2004,5755.242,2282.3616,14719.329,2234.9043,8964.091,1117.855,123274.35,4416.599,164827.94,3506.5354
CYP,2005,6142.8994,1923.9775,16536.965,2374.3384,10394.066,1508.7571,130507.69,4097.8784,165648.92,3574.307
CYP,2006,5685.1724,3128.506,17404.416,2286.4365,11719.24,1515.8053,139156.17,4130.1895,167545.28,3624.6934
CYP,2007,5990.3164,2644.2925,18031.836,2096.4792,12041.527,1301.35,148057.78,4724.522,170193.0,3937.0813
CYP,2008,4555.6147,2884.791,17152.07,1967.8761,12596.455,1468.7883,156785.19,5503.3047,172367.12,4427.167
CYP,2009,167.43123,3342.9937,13841.782,1406.4941,13674.349,3185.5215,163786.45,6164.713,174286.77,4676.382
CYP,2010,1343.6276,1755.444,14741.228,1571.0327,13397.602,1383.8131,166572.8,6109.8994,176411.55,5200.685
CYP,2011,223.74568,2679.5781,14489.307,1629.0327,14265.562,1363.2402,169687.27,6185.835,177697.31,4700.891
CYP,2012,-2682.0183,1860.0289,13428.838,1573.892,16110.856,1594.2976,171475.16,6370.8296,178783.95,4580.7026
CYP,2013,-4978.9775,2091.452,13531.353,2035.247,18510.328,1841.7433,170577.52,6324.0015,180056.78,4638.5474
CYP,2014,-4685.9756,2804.3684,13810.536,2301.029,18496.512,1714.8783,167765.83,6229.799,181711.9,4886.422
CYP,2015,390.01904,2412.8726,15825.149,2031.9407,15435.131,1814.9648,165800.48,6298.431,183923.75,5156.8467
CYP,2016,5746.8013,1413.1588,19222.607,2353.925,13475.809,1425.436,168268.36,6520.3813,185408.95,5514.721
CYP,2017,6040.392,1856.7291,19783.252,2264.1118,13742.857,1723.0444,175233.77,7108.6543,186080.06,6005.6533
CYP,2018,6867.4497,3027.712,21422.107,2343.8442,14554.655,1915.8915,182757.14,7590.2266,187066.16,6557.4116
CYP,2019,9283.211,3038.1567,23609.912,2855.4878,14326.704,1658.2208,191639.12,7994.2905,188654.27,7408.635
CYP,2020,4713.0356,2371.8928,18553.012,1796.2349,13839.979,1727.3976,202295.52,8604.533,189696.97,8465.586
CYP,2021,10642.185,3941.227,23381.54,2681.9956,12739.362,2037.0796,208062.25,9051.621,190336.22,8457.854
CYP,2022,23785.79,9919.55,36393.77,7911.7134,12607.971,1583.0985,221312.84,9720.041,192619.47,8620.099
CYP,2023,16976.63,8583.378,32036.986,7616.3745,15060.357,1575.163,246564.4,13244.317,193971.25,9281.566
CYP,2024,,,,,,,265290.66,15623.311,195733.28,9611.425
CZE,1990,3091.9014,3474.4526,22192.883,7911.19,19100.986,8088.4253,296654.12,24872.676,742920.2,25180.809
CZE,1991,6286.3677,3355.1616,34736.05,10051.221,28449.69,5953.3403,302207.47,24053.494,741405.25,24982.346
CZE,1992,8748.482,3107.7388,34342.688,5758.5596,25594.203,6098.017,317077.16,23306.295,745997.75,22042.176
CZE,1993,5597.1416,2388.766,32117.023,6121.582,26519.883,5895.1035,330823.9,22792.42,747178.3,18001.086
CZE,1994,7597.2993,2976.8247,35608.38,5354.558,28011.09,3866.9133,341574.06,21064.406,748540.6,15542.033
CZE,1995,7666.4043,2647.735,36215.51,6139.4424,28549.11,3553.1174,353577.56,19741.115,749300.25,13532.827
CZE,1996,10287.869,3688.1665,39873.793,5966.8154,29585.932,3506.5898,364987.22,18444.293,749532.3,11557.312
CZE,1997,10221.499,3399.0408,38756.465,5362.5933,28534.967,3727.093,379248.5,17154.68,750022.6,10938.217
CZE,1998,9157.059,3066.003,39267.52,5608.759,30110.46,3993.5137,391951.94,17012.943,749304.2,9821.579
CZE,1999,10546.604,3495.8987,41257.29,5815.235,30710.668,3851.8125,404375.9,16680.654,749436.7,9893.472
CZE,2000,7784.027,3429.7722,40342.555,5249.6045,32558.523,4894.8364,419087.0,17028.828,750572.1,10183.8125
CZE,2001,-8820.823,3238.5183,38865.797,4451.6055,47686.637,5667.925,434388.78,16131.502,755280.1,10513.393
CZE,2002,12555.765,3367.633,44234.22,5418.2383,31678.46,4096.7266,447726.47,16061.592,774735.1,10391.424
CZE,2003,18766.793,5049.1084,48976.96,5808.9775,30210.172,3658.6985,465039.6,16756.402,776720.56,10073.626
CZE,2004,15667.023,5399.0234,50776.895,8214.325,35109.86,5046.477,485395.7,16683.785,775749.4,10821.659
CZE,2005,26634.455,3918.6025,63974.78,10899.155,37340.336,6200.2036,506003.84,17363.08,778455.56,10420.195
CZE,2006,32202.924,8037.1523,69368.43,12143.279,37165.496,7157.868,538028.3,19197.775,781703.94,10194.337
CZE,2007,63058.543,10803.813,95704.164,21485.318,32645.611,5671.5615,575234.8,22131.543,784720.0,11145.013
CZE,2008,49968.08,12431.585,82270.64,19025.396,32302.555,3896.19,635524.75,29187.012,780264.56,11356.295
CZE,2009,20580.17,5291.853,55709.523,8096.159,35129.367,2945.3413,680524.8,35234.625,774128.94,11866.456
CZE,2010,15482.09,3500.4597,53327.957,5197.1504,37845.863,3651.1907,696870.3,36693.87,769364.94,11586.955
CZE,2011,16632.477,6285.3,57228.227,7196.903,40595.758,2984.6907,708623.44,37762.168,765222.44,11681.07
CZE,2012,7497.455,4354.2095,52620.184,6279.969,45122.72,3715.6562,721766.75,39993.496,761570.6,11620.894
CZE,2013,-1166.9839,2629.5645,47746.824,4395.705,48913.805,4466.7773,727160.06,41432.758,759433.56,12328.639
CZE,2014,18819.197,4597.368,66411.99,5285.759,47592.8,4566.5225,725265.0,41553.7,758730.44,13261.997
CZE,2015,14618.229,4121.241,61794.92,7171.9697,47176.695,5558.582,741436.2,41531.312,755967.0,14013.928
CZE,2016,18919.42,5918.985,66019.75,6442.381,47100.31,4792.468,753922.25,41158.133,754032.4,15133.464
CZE,2017,26340.39,4187.02,72385.766,6477.6426,46045.36,6027.915,768663.4,41527.71,750085.94,15818.525
CZE,2018,32610.717,7751.5703,76524.86,8288.98,43914.137,4023.3557,790894.8,42346.727,746592.5,17601.385
CZE,2019,32508.71,8652.439,77720.305,9002.96,45211.598,3758.2554,816149.9,43269.324,740142.2,18972.662
CZE,2020,23970.072,7021.7837,65835.27,8146.8203,41865.215,4839.843,840590.1,46058.188,733432.25,20287.475
CZE,2021,44515.14,6370.8525,79393.336,7747.159,34878.188,4494.693,855075.44,46539.023,726359.75,21431.31
CZE,2022,320887.22,37676.95,368582.47,39627.004,47695.24,5354.716,891167.7,48731.164,721403.1,21766.69
CZE,2023,94176.35,14335.068,153652.22,17169.303,59475.867,5674.265,1207853.1,66638.37,718952.5,23019.855
CZE,2024,,,,,,,1298460.2,71044.89,720510.1,25295.42
DEU,1990,478296.4,105851.38,704982.3,161805.03,226685.78,41215.51,5860538.5,210521.25,3973999.5,87788.49
DEU,1991,486653.12,64557.883,689269.2,102816.34,202616.16,23149.97,6259490.0,232995.42,3927086.8,89317.4
DEU,1992,600706.2,109834.305,803789.1,142418.92,203082.72,18882.227,6698941.5,232786.98,3916127.8,79549.26
DEU,1993,400340.84,61356.254,613026.7,86229.13,212685.81,19828.871,7251628.0,165349.14,3906921.0,69358.2
DEU,1994,276293.16,42955.418,502119.16,60642.016,225825.9,24856.758,7596025.0,162991.4,3895098.2,61447.2
DEU,1995,363351.1,44557.13,608670.1,72410.47,245318.97,29347.799,7817179.5,152987.33,3887458.2,59672.32
DEU,1996,278924.88,40996.695,544703.1,59284.473,265778.25,24915.191,8128978.0,165063.44,3884880.0,56767.35
DEU,1997,106008.695,40860.258,433357.4,32644.605,327348.75,38634.145,8380418.0,168510.4,3910244.5,56703.703
DEU,1998,74101.31,36073.91,409421.56,31800.822,335320.2,40109.18,8470096.0,159627.67,3947091.5,54560.766
DEU,1999,201617.64,29888.748,515448.3,70202.66,313830.6,32231.71,8525107.0,151392.86,3980949.8,47270.96
DEU,2000,166566.45,37410.71,462736.8,46823.336,296170.3,26180.645,8704717.0,142664.0,4011634.0,42944.43
DEU,2001,233020.53,44489.926,586357.5,66982.305,353336.94,32331.732,8839847.0,143140.67,4034102.5,42601.336
DEU,2002,209233.03,42149.746,528036.8,49104.33,318803.8,23250.873,8953185.0,147394.77,3968846.8,47599.28
DEU,2003,135430.23,25651.443,485236.84,36292.406,349806.75,27338.29,9114182.0,146732.75,3977430.0,44311.273
DEU,2004,91723.44,29921.16,484399.84,33910.465,392676.3,27927.941,9205142.0,140780.52,3993050.8,44367.227
DEU,2005,91630.28,31901.95,494490.03,35863.836,402859.8,29172.283,9276727.0,135760.56,4030358.5,43517.523
DEU,2006,40212.258,27025.412,461600.53,31420.87,421388.2,29594.19,9351346.0,135044.66,4072730.0,44904.55
DEU,2007,56283.164,25299.348,480658.03,32356.64,424374.75,28942.771,9396495.0,134509.9,4137215.5,44042.94
DEU,2008,-44553.45,21698.057,442443.22,30420.324,486996.62,40518.582,9461290.0,136019.69,4206186.0,46243.855
DEU,2009,-21630.775,26021.473,403166.3,25311.094,424797.06,31985.82,9412891.0,134235.67,4265547.5,49138.5
DEU,2010,125325.58,26983.057,483407.34,25034.248,358081.75,22572.98,9381496.0,132879.23,4319365.0,46497.617
DEU,2011,237854.31,28577.102,604464.94,39366.848,366610.7,25182.344,9476599.0,135630.42,4352977.0,45628.777
DEU,2012,310359.34,31426.756,672126.4,46649.414,361767.25,22003.941,9681375.0,142383.83,4383627.0,48067.05
DEU,2013,377841.88,49212.117,728686.9,44170.383,350845.0,17683.52,9942826.0,148180.6,4401900.5,49049.973
DEU,2014,491842.0,55939.926,848034.5,56931.758,356192.22,18188.008,10260099.0,156101.36,4414302.0,48979.75
DEU,2015,1145589.2,115297.56,1484101.4,114614.19,338511.78,17942.648,10690465.0,157576.0,4426462.0,49594.816
DEU,2016,517109.78,58192.85,879759.56,59073.617,362650.03,23613.887,11729411.0,196889.89,4403168.0,54985.72
DEU,2017,449793.72,63095.027,850703.6,52156.062,400909.72,54786.277,12154800.0,206057.19,4403838.0,57934.8
DEU,2018,411999.4,54466.402,821674.7,42844.77,409675.25,35860.21,12493534.0,215034.47,4391761.0,60189.184
DEU,2019,371541.0,44939.207,783353.5,35996.902,411812.56,20882.814,12803206.0,218291.16,4394974.0,63234.28
DEU,2020,222089.17,37113.18,591036.94,36762.516,368947.75,25708.908,13072722.0,224710.8,4399662.5,65799.27
DEU,2021,326957.16,39620.785,679705.94,43295.63,352748.88,21741.336,13197546.0,230201.77,4413791.0,67253.164
DEU,2022,1359970.8,69729.23,1728838.4,80733.8,368867.62,23629.559,13433007.0,238121.64,4429191.5,67146.9
DEU,2023,735729.25,60741.785,1188855.9,93567.54,453126.94,41529.29,14679956.0,251482.3,4447157.5,69945.32
DEU,2024,,,,,,,15310865.0,260395.69,4481369.0,73256.914
DJI,1990,495.33276,6366.845,9210.288,7810.9937,8714.955,5139.6113,95351.52,10673.704,1010.9813,2540.9722
DJI,1991,3999.217,7318.1787,10351.385,10099.821,6352.163,2945.107,96797.88,11398.459,2981.7705,4123.004
DJI,1992,1440.9243,8597.718,8960.173,5189.5547,7519.247,5373.2886,101037.96,12362.435,4209.0566,3964.078
DJI,1993,1018.8502,5079.0923,7848.458,4747.43,6829.6064,2020.3726,102592.88,9189.337,5511.0977,3869.7964
DJI,1994,-10694.78,9482.059,7143.886,2588.2344,17838.664,8678.305,104069.54,7622.1006,6997.5537,3774.4436
DJI,1995,-218.31679,4168.578,7661.096,3203.0503,7879.4106,2168.4783,103208.58,6017.677,17884.537,7358.786
DJI,1996,-1802.2596,4732.2847,9155.605,5159.879,10957.86,3377.5176,102568.22,6227.5737,18296.543,6978.698
DJI,1997,910.79724,3165.9143,8799.804,3197.712,7889.001,2138.2788,100440.664,6009.5405,18827.477,6258.626
DJI,1998,358.57693,3485.3145,8801.251,3051.1753,8442.671,2093.2812,101248.59,5709.3096,19526.34,6195.282
DJI,1999,110.97492,2508.4363,7846.6045,3035.5684,7735.6274,1676.83,100935.27,4783.069,19649.896,5890.9106
DJI,2000,-977.26294,2025.6444,6735.0146,1504.9144,7712.2764,1319.9847,100927.96,4132.375,20332.209,5851.9507
DJI,2001,-499.0029,2885.2515,7195.871,1978.1102,7694.8735,1884.3604,100591.516,4021.3965,21805.535,5974.3936
DJI,2002,-579.74384,1632.0212,7136.8867,1507.1362,7716.632,1385.687,100791.67,4442.135,23293.426,6022.8135
DJI,2003,-595.56433,2737.0742,7521.7256,1909.6971,8117.29,2889.6433,100941.66,5440.512,24803.086,6367.0127
DJI,2004,-41.73457,1696.5654,7045.711,1451.5033,7087.4434,1235.343,100988.875,4904.4077,26228.209,6662.028
DJI,2005,186.43259,1816.0067,7883.8394,1448.6011,7697.4062,1019.0103,101500.61,4972.3833,27559.184,6684.184
DJI,2006,91.69234,2906.5547,7747.011,2092.1255,7655.3193,1758.0951,102604.734,5343.3896,29226.152,6766.403
DJI,2007,1780.062,4551.918,9783.756,4611.161,8003.6973,1057.3202,103534.8,5677.1216,30797.484,6763.3315
DJI,2008,1452.2719,2832.2644,9695.929,2825.6133,8243.658,900.205,106494.32,4355.158,32680.35,6928.095
DJI,2009,1771.5754,3286.0571,10101.852,3208.6584,8330.278,1133.3927,109395.27,4068.087,34817.086,7032.354
DJI,2010,-53.996353,2001.5988,8458.953,1875.6292,8512.951,1238.1255,112354.18,4866.1055,36684.625,7154.01
DJI,2011,1720.4421,4048.868,10414.434,4752.0757,8693.992,1187.8254,113587.84,5027.8916,38667.527,7394.123
DJI,2012,702.7575,2466.7153,10004.482,1797.9943,9301.725,2027.3552,116694.195,5887.648,40709.492,7621.0137
DJI,2013,801.82574,2442.528,10038.528,1980.9569,9236.701,1470.5814,118903.734,5444.9956,42877.605,7771.069
DJI,2014,1580.8743,3218.518,10599.295,3075.1875,9018.42,1099.9746,121238.234,4373.605,45060.734,8017.143
DJI,2015,1643.2778,2365.723,11124.48,2374.1274,9481.202,1462.7684,124507.88,4493.1826,47398.0,8163.573
DJI,2016,533.42596,2390.9202,10565.516,1993.1566,10032.092,1842.0543,127884.48,5329.629,49785.105,8292.846
DJI,2017,-75.12666,2847.0574,10737.007,2123.3513,10812.137,1585.8947,130607.78,5661.2124,52616.016,8551.947
DJI,2018,1478.7806,2732.7463,12879.313,3064.439,11400.532,1491.2181,132598.19,6556.096,55287.453,8700.163
DJI,2019,626.54047,2912.9265,12301.071,3106.6472,11674.534,1477.8799,136629.64,7025.7744,58443.8,8894.431
DJI,2020,461.3263,3296.7395,12175.756,2988.3882,11714.428,2248.6833,139958.77,7894.4346,61763.32,9231.726
DJI,2021,-681.6956,4565.323,13314.831,2209.0647,13996.527,5249.477,142622.27,8721.989,64586.36,9593.51
DJI,2022,444.01147,7388.705,15059.9,7793.8354,14615.891,2639.2812,146263.25,8475.471,68564.22,9853.168
DJI,2023,769.40753,4175.36,13764.511,3257.624,12995.102,1736.5123,150884.02,11831.063,73296.57,10608.534
DJI,2024,,,,,,,154767.48,12747.022,77003.86,10927.068
DMA,1990,-316.70212,483.9707,1084.4781,453.1859,1401.18,367.21182,2845.5427,400.2653,50077.953,4468.8154
DMA,1991,-650.91174,535.9395,1319.9452,351.9783,1970.857,277.17532,3128.3145,377.8688,50311.637,4385.461
DMA,1992,-679.8937,538.02997,1542.0562,391.389,2221.9502,350.82742,3553.7478,361.59656,51018.17,4187.438
DMA,1993,-696.991,508.94992,1763.989,394.16553,2460.98,289.37958,4065.4175,347.96973,51836.547,3994.8303
DMA,1994,-959.2243,722.29565,1842.084,416.95145,2801.308,517.4857,4669.3174,340.6348,52746.35,3829.4624
DMA,1995,-854.6442,715.7926,1948.1569,426.00015,2802.8008,499.51334,5277.6064,346.8343,53917.105,3474.1702
DMA,1996,-828.85443,573.5488,1954.4565,348.22452,2783.311,524.5582,5880.523,357.73984,54975.047,3243.8218
DMA,1997,-1133.3741,767.20233,1929.4324,281.66498,3062.8066,772.14966,6490.52,369.8287,56009.367,3044.5852
DMA,1998,-1014.99854,875.0451,1981.8695,268.6617,2996.8677,797.1828,7068.1543,390.24048,57310.867,2638.3164
DMA,1999,-1169.3678,887.1242,2028.9635,249.70605,3198.3315,957.0045,7675.094,419.09653,58526.71,2380.263
DMA,2000,-1658.2439,1049.6372,2078.0562,317.0277,3736.3005,939.34546,8278.29,457.02222,59877.473,2123.8313
DMA,2001,-1290.5958,925.886,2073.7986,246.44647,3364.3945,851.9147,8885.369,491.8196,61723.08,1947.8118
DMA,2002,-1985.1162,2020.5463,1938.8773,132.07396,3923.9937,2061.4272,9465.286,534.15625,63163.31,1930.834
DMA,2003,-1223.9922,685.65204,2061.3083,168.81592,3285.301,572.2862,9920.012,568.5247,65166.094,1943.0242
DMA,2004,-1241.9877,826.2855,2017.9012,168.87132,3259.8887,707.6611,10535.98,602.80304,66561.805,1964.855
DMA,2005,-1686.36,1125.0093,2015.8802,224.71887,3702.24,1055.4675,11077.19,643.5215,67903.42,2068.4937
DMA,2006,-1723.6869,1059.4746,2079.5754,154.14536,3803.2625,961.4371,11566.051,685.38654,69622.55,2226.8486
DMA,2007,-1767.8539,1150.4922,2155.9255,174.8459,3923.7803,1107.2388,12140.77,728.97186,71472.39,2562.7305
DMA,2008,-1499.0973,814.2969,2212.9238,176.38478,3712.021,856.20844,12760.818,770.0365,73410.57,3138.8503
DMA,2009,-1017.9144,385.0412,2105.346,179.97433,3123.2593,515.87115,13427.796,815.4572,75121.34,3550.9136
DMA,2010,-1213.2845,667.0134,1970.5068,258.30087,3183.7915,658.18695,13896.526,851.9694,76143.516,3678.5127
DMA,2011,-964.80304,433.5985,1940.0828,181.81314,2904.8857,393.1109,14331.671,892.023,77328.73,3945.326
DMA,2012,-986.2178,462.3292,2035.127,248.24542,3021.3445,319.1193,14715.881,930.2751,78212.555,4094.0698
DMA,2013,-1057.5881,493.98187,2003.8721,189.62227,3061.46,424.21478,15111.508,971.00903,79114.17,4174.092
DMA,2014,-929.2654,371.98138,2242.832,182.73016,3172.0972,336.32156,15487.304,1012.27325,80064.73,4397.958
DMA,2015,-1539.6892,556.8373,2013.3802,168.80513,3553.0698,574.59344,16045.203,1063.3063,81042.8,4505.428
DMA,2016,-1346.8335,583.5737,2158.0886,169.74995,3504.9224,644.0078,16399.059,1102.8171,82417.06,4705.3447
DMA,2017,-1628.9626,654.1965,1754.7963,144.3809,3383.7588,496.24335,16864.605,1149.7705,83694.36,4930.7437
DMA,2018,-1076.1182,446.0575,1990.6976,190.72047,3066.816,333.04227,17053.14,1173.5675,85017.234,4940.4062
DMA,2019,-1144.6132,557.9676,2107.6016,180.42978,3252.2144,588.53864,17490.389,1221.7491,86006.26,4974.9897
DMA,2020,-1964.1941,2148.5962,1769.2155,166.41179,3733.4094,2144.7275,18017.91,1269.9601,87153.33,5026.227
DMA,2021,-1395.8722,673.68384,1849.5938,189.90771,3245.4653,588.2644,18224.107,1288.5162,88723.31,5993.309
DMA,2022,-1137.1294,451.76074,2044.8824,182.45976,3182.0122,456.4024,18687.127,1330.1135,89969.41,6077.9385
DMA,2023,-1251.4161,1235.9355,2122.2363,201.53809,3373.6523,1194.3802,19154.555,1369.8809,90977.92,6097.0312
DMA,2024,,,,,,,19640.152,1416.2853,92154.914,6222.0137
DNK,1990,7823.9966,2099.285,20479.232,2550.8364,12655.238,1701.9093,257666.19,13888.796,201546.17,7847.395
DNK,1991,9945.521,2281.0686,21900.592,2120.1565,11955.068,1515.4725,265134.8,13455.116,202340.19,7426.3594
DNK,1992,11293.378,3062.3264,23307.064,2705.574,12013.683,1240.3301,274871.84,13036.665,203315.3,7046.8794
DNK,1993,11564.634,2884.592,24443.484,2652.6003,12878.846,1212.1556,285307.47,12581.741,203793.28,6875.35
DNK,1994,12654.873,3067.6108,25725.145,2636.6604,13070.271,1118.4904,296112.03,12060.932,204563.06,6676.2686
DNK,1995,18375.5,4186.49,31388.027,4737.1396,13012.524,1112.4531,308558.4,11522.912,205930.06,6344.994
DNK,1996,15687.278,2833.8652,29961.068,3980.9548,14273.789,1233.8954,325569.6,11526.6875,206349.88,6001.9346
DNK,1997,12818.709,2426.2327,28121.42,2194.474,15302.717,1630.3583,339920.4,11427.664,206884.56,5715.048
DNK,1998,11297.569,2898.5322,27720.324,2791.853,16422.756,1395.9529,351794.38,11111.663,207883.06,5479.489
DNK,1999,10400.808,2408.8865,27801.402,2204.163,17400.592,1643.4708,363239.8,11320.289,209997.22,5014.854
DNK,2000,10933.471,2976.3208,29716.113,2604.1606,18782.645,1679.8674,373833.4,11061.678,212277.1,4632.154
DNK,2001,12801.861,2052.7043,32245.246,3104.2256,19443.365,1567.0664,385493.3,11047.929,215109.78,4345.8223
DNK,2002,11566.362,2337.541,31953.758,2668.9773,20387.387,1658.3418,399230.72,11480.22,218303.25,3927.8726
DNK,2003,9435.691,2116.3875,30864.645,2464.58,21428.95,1738.6362,411511.1,11102.624,221375.75,3601.312
DNK,2004,8497.508,2154.3457,31817.666,1714.796,23320.158,2009.5077,421817.2,10565.655,224641.83,3329.8555
DNK,2005,9823.963,2488.6519,33985.89,2031.8104,24161.916,2066.1194,432397.25,10433.512,229093.62,3048.6526
DNK,2006,12958.153,2973.0916,37471.984,2925.1782,24513.832,1785.4127,443978.06,10266.918,233190.69,3002.51
DNK,2007,17235.73,2945.4521,41421.234,3209.4668,24185.514,1455.8542,458957.72,10700.874,237710.84,3316.0024
DNK,2008,19270.03,3059.8271,44518.086,3855.564,25248.047,1545.0984,477176.03,11692.521,241297.6,3795.2844
DNK,2009,19048.574,3050.1565,45017.895,2656.852,25969.32,1401.255,496171.66,12443.173,243637.06,4079.07
DNK,2010,17558.773,2622.5693,44325.3,2284.9658,26766.54,1677.7881,514321.72,12974.474,245548.75,4393.1416
DNK,2011,17726.422,2688.1738,46506.098,2517.802,28779.67,1582.2313,532123.0,13377.358,248714.5,4903.698
DNK,2012,18210.215,3770.2817,48255.01,2761.8152,30044.797,1675.1149,549583.1,13711.505,251320.31,5358.9062
DNK,2013,21652.312,3269.6953,51385.363,3199.2568,29733.05,1673.969,567222.5,13667.657,253681.48,5507.48
DNK,2014,30000.768,5444.152,61447.31,5569.601,31446.545,1821.1772,587822.06,13995.128,255775.27,5644.896
DNK,2015,35077.598,6311.1553,66562.164,6738.495,31484.562,1879.853,616822.75,15470.905,257946.47,6156.193
DNK,2016,30930.596,4714.1597,62723.234,4484.8057,31792.639,1772.7402,650698.56,18054.98,260226.1,6896.5
DNK,2017,24947.59,2762.113,57573.844,3035.5144,32626.258,1958.6244,680323.75,18818.316,262653.8,7139.2456
DNK,2018,22588.383,3868.8596,56036.37,2931.9084,33447.992,1963.645,704089.75,19614.838,265440.94,7455.564
DNK,2019,19654.582,3204.7358,54679.49,2474.1294,35024.902,2327.1426,724926.06,20223.89,268054.94,7964.0723
DNK,2020,17968.922,4054.0488,50778.83,2594.8176,32809.906,2480.6099,743182.44,20763.127,271090.56,8563.4
DNK,2021,28733.6,4501.874,57941.87,3595.3503,29208.297,2134.1462,758835.75,21242.781,273205.94,9284.214
DNK,2022,51710.11,7733.33,82344.58,7638.824,30634.451,1908.4335,786672.0,22186.822,277111.88,9455.953
DNK,2023,32056.672,5368.7505,64924.035,4327.0576,32867.375,2455.424,835689.75,24023.646,279731.75,9803.249
DNK,2024,,,,,,,864871.8,25036.65,282342.16,10499.707
DOM,1990,-33996.957,30745.715,22994.217,7690.1353,56991.17,32282.262,252520.2,37809.086,564802.6,69486.36
DOM,1991,-34993.496,18687.676,17897.744,5037.84,52891.227,19158.707,251235.36,36676.047,594339.75,80404.89
DOM,1992,-34052.844,29441.012,23357.562,8914.106,57410.418,35148.9,251698.72,38425.094,626357.8,76116.65
DOM,1993,-25378.78,8135.0767,25504.646,8086.7583,50883.426,12367.206,259573.05,34824.816,664569.0,56108.344
DOM,1994,-24976.543,33789.906,30665.766,13472.568,55642.3,28372.842,270396.6,33888.094,696674.75,50336.37
DOM,1995,-35377.05,15548.157,21294.533,6354.1445,56671.586,11481.736,285264.22,29409.818,732191.7,43601.215
DOM,1996,-35545.86,11805.462,22083.51,5294.232,57629.355,11103.5,287284.97,29352.254,764986.06,43772.3
DOM,1997,-36231.336,13973.428,26640.703,7078.0347,62872.035,15189.708,291185.7,29172.793,799611.1,46048.684
DOM,1998,-32013.266,11977.36,32099.596,10483.151,64112.87,13241.916,297135.2,30106.95,836765.94,41474.074
DOM,1999,-22719.297,18850.557,39147.82,12868.618,61867.12,11941.965,307399.8,29850.406,873699.5,34449.93
DOM,2000,-15131.793,12593.37,38800.46,9930.998,53932.242,11584.084,324772.84,24142.764,908017.0,29678.422
DOM,2001,-23372.672,16560.521,35783.832,10456.254,59156.508,12683.673,340421.5,20247.357,932931.5,31140.047
DOM,2002,-27044.852,13014.56,31359.518,6480.4424,58404.367,12726.553,349947.5,18817.459,959844.94,26946.01
DOM,2003,-20725.605,12502.409,31518.904,7398.6084,52244.504,9722.052,356406.9,17155.785,987170.6,26637.146
DOM,2004,-19693.682,11177.49,35941.285,10468.448,55634.953,8708.146,358159.9,15997.403,1003329.0,24354.379
DOM,2005,-47015.777,14297.451,36912.457,8123.8716,83928.23,14307.974,363585.7,16172.14,1022215.9,22988.645
DOM,2006,-43715.07,15781.172,38925.117,10261.412,82640.195,12981.392,371488.6,17243.662,1070599.5,26405.178
DOM,2007,-44433.953,11029.921,40157.57,9747.422,84591.54,14535.705,381150.2,21958.531,1117335.2,31386.559
DOM,2008,-34554.688,12639.267,37028.293,8883.794,71582.984,12682.324,390784.22,20559.04,1164463.2,35002.676
DOM,2009,-27138.717,16308.405,35258.473,8036.7915,62397.19,13737.829,400883.62,19285.635,1201790.6,35051.7
DOM,2010,-9819.323,44168.64,68223.58,40312.684,78042.92,16478.625,407133.03,19099.977,1227727.0,32617.988
DOM,2011,-16688.541,21589.24,65671.53,16050.312,82360.07,14338.929,436790.75,47784.547,1259563.0,37653.902
DOM,2012,-6639.5107,21065.96,77342.15,21030.777,83981.67,11726.484,467422.84,41658.598,1299007.2,36713.223
DOM,2013,-13363.88,32009.521,82048.79,20198.7,95412.64,15166.743,506825.16,31145.219,1336939.5,38206.637
DOM,2014,-35487.246,22707.701,65004.035,17056.178,100491.3,19409.537,544568.7,31783.719,1379822.5,33037.508
DOM,2015,-42031.242,15803.023,60166.836,13361.967,102198.09,14757.996,562733.5,29442.852,1425231.4,35233.57
