case,log10_Ljet,beta,halfOpenAngle_deg,inclination_deg
2,37.153,0.6633,1.3041,27.7358
2,37.0892,0.6438,1.1867,27.4368
2,37.1761,0.653,1.3498,28.1898
2,37.3693,0.6636,2.3103,29.686
2,37.3332,0.6609,2.0128,28.9531
2,37.2726,0.5054,1.7171,27.5342
2,37.1347,0.7376,1.3521,28.0388
2,37.3892,0.6936,2.5356,27.7801
2,37.3699,0.6865,2.3055,28.5496
2,36.7717,0.5398,0.586,27.697
2,37.0149,0.6378,0.9539,28.1346
2,37.3852,0.591,2.152,26.9569
2,37.1089,0.7773,1.3443,28.5855
2,36.9834,0.7805,0.9338,27.2761
2,37.3154,0.6672,1.8614,27.0598
2,37.4005,0.7642,2.5143,27.7366
2,36.8242,0.6889,0.6568,26.3106
2,37.1624,0.6007,1.397,26.6471
2,37.3326,0.6718,1.9755,29.2742
2,37.2064,0.774,1.6054,28.6285
2,37.1019,0.4824,1.281,27.8063
2,37.1089,0.6444,1.0908,27.0785
2,37.3008,0.6908,2.0048,28.0463
2,37.4544,0.7847,2.9703,25.9066
2,37.4103,0.6933,2.6307,28.6225
2,37.3347,0.7756,2.1396,29.1298
2,37.3595,0.6908,2.2272,27.2048
2,37.0442,0.6039,1.0783,26.5526
2,37.4821,0.7144,3.0306,29.163
2,37.0963,0.7683,1.2211,26.1209
2,37.273,0.6801,1.7831,27.3354
2,37.2581,0.7695,1.9034,28.7048
2,37.2927,0.8163,2.1721,27.2801
2,37.3775,0.7425,2.5078,27.3517
2,37.3858,0.6748,2.1646,26.2849
2,37.1694,0.5951,1.4384,26.8013
2,37.2828,0.758,1.9824,28.076
2,37.3807,0.7296,2.423,28.2031
2,37.3356,0.7052,2.1787,27.3635
2,37.3175,0.8071,2.2505,27.008
2,37.4776,0.7588,3.1479,28.0044
2,37.2584,0.5655,1.7206,26.0798
2,37.515,0.7451,2.9687,27.2589
2,37.1264,0.6605,1.3057,27.9212
2,37.3924,0.7872,2.3661,26.3248
2,37.2803,0.6081,1.7296,28.6997
2,37.3917,0.6952,2.3411,25.8132
2,37.0318,0.5236,0.943,29.644
2,36.7172,0.6281,0.5271,27.2475
2,37.075,0.5603,1.1618,27.6549
2,37.3714,0.6621,2.0969,27.7747
2,37.1355,0.7403,1.3907,28.3945
2,37.2422,0.6562,1.6948,27.2473
2,37.0832,0.5495,1.2329,27.8023
2,37.3409,0.6424,1.8825,25.8388
2,37.2499,0.5065,1.6661,29.072
2,37.2714,0.7039,1.7267,25.8252
2,37.3281,0.659,2.0155,28.2534
2,37.3589,0.6819,2.3244,29.1839
2,37.159,0.786,1.4693,26.8154
2,37.1613,0.5743,1.3536,25.0103
2,37.1647,0.604,1.1654,26.7821
2,37.0047,0.5942,0.9463,28.9299
2,37.382,0.6908,2.4008,28.7571
2,37.2245,0.6541,1.6055,27.785
2,36.8751,0.7497,0.743,26.0533
2,37.3316,0.685,1.9373,26.8627
2,37.0829,0.5279,1.1515,26.7857
2,37.1205,0.7026,1.206,26.5055
2,37.0226,0.5717,1.0418,28.1939
2,37.3563,0.7513,2.2412,27.8026
2,37.3388,0.7492,2.099,27.8849
2,37.0093,0.5744,0.9066,26.629
2,36.7141,0.6768,0.4609,27.6417
2,37.2774,0.7499,1.8753,27.7752
2,37.4221,0.6919,2.2596,25.7355
2,37.3148,0.684,2.0157,29.0913
2,37.0791,0.7709,1.2635,28.1209
2,37.15,0.5274,1.4625,27.0471
2,37.0391,0.8431,1.2751,28.1928
2,37.4648,0.7457,2.9658,27.0259
2,37.2367,0.7374,1.5794,26.4509
2,37.2132,0.7846,1.7293,26.9131
2,37.2681,0.711,1.6771,27.207
2,37.4133,0.7423,2.5722,26.1635
2,37.2167,0.605,1.458,28.906
2,37.4431,0.6802,2.6628,26.6489
2,37.3554,0.7276,2.0655,27.4416
2,37.3675,0.6525,2.4395,27.1668
2,37.0889,0.5223,1.0879,26.2215
2,37.2626,0.5911,1.7859,28.9448
2,37.3599,0.7676,2.2933,26.8116
2,37.0533,0.5357,0.9537,27.1671
2,37.1591,0.6489,1.5107,29.8951
2,37.2577,0.4975,1.6724,27.054
2,37.109,0.6857,1.2477,27.8772
2,37.2654,0.6344,1.5518,26.4792
2,37.1959,0.5777,1.5138,28.1854
2,37.3189,0.5282,1.8737,28.1697
2,37.0647,0.5423,1.0466,27.0381
2,36.9269,0.7943,0.8621,28.4756
2,37.5363,0.7952,3.1127,25.7281
2,37.0628,0.6463,1.0505,27.9871
2,36.935,0.5009,0.849,27.7761
2,37.347,0.6217,1.9776,26.7776
2,37.1195,0.6606,1.2883,28.2628
2,36.9257,0.6339,0.7734,27.6492
2,37.2533,0.7829,1.852,28.8037
2,36.8087,0.496,0.5942,27.3774
2,37.3884,0.6287,2.3509,27.8019
2,37.2291,0.6229,1.6761,28.6139
2,37.1692,0.6297,1.3317,26.5767
2,37.3103,0.6892,2.1354,27.4025
2,37.3913,0.7454,2.3038,28.2729
2,37.4184,0.7466,2.5552,26.9883
2,36.8573,0.6887,0.6921,27.4334
2,36.8679,0.5465,0.6274,28.5194
2,36.8393,0.637,0.7191,28.3492
2,37.5818,0.7896,3.5438,27.9531
2,37.1705,0.5457,1.3821,26.7614
2,37.247,0.6136,1.7189,27.4206
2,37.3413,0.6158,2.2017,25.7044
2,37.2166,0.6714,1.4766,27.0782
2,37.3525,0.6812,2.1794,27.6379
2,37.3874,0.6756,2.158,26.3947
2,37.4662,0.7582,2.9012,27.9788
2,37.3812,0.6087,1.9366,26.0323
2,37.3181,0.6332,1.9376,26.6362
2,37.4472,0.7556,2.7242,25.9798
2,36.8987,0.7526,0.7815,24.6902
2,37.2949,0.7193,1.9369,27.6306
2,37.3139,0.7633,2.0352,28.4582
2,37.3719,0.6626,2.2437,28.2013
2,37.313,0.6971,1.8476,25.1137
2,37.2636,0.6793,1.7714,27.5484
2,37.4663,0.7073,2.7149,27.6749
2,37.3892,0.6966,2.3737,27.9479
2,37.3372,0.7938,2.2401,26.9092
2,37.3582,0.7288,2.3163,27.0943
2,37.3841,0.8352,2.899,28.6111
2,37.2802,0.7719,1.8269,27.7624
2,37.2723,0.7384,1.8733,27.8038
2,36.9639,0.6673,0.9324,28.4432
2,37.3996,0.6552,2.3182,26.6604
2,37.3192,0.7846,2.1235,27.324
2,37.4145,0.7052,2.6092,28.0515
2,37.2536,0.714,1.9151,28.8404
2,37.3932,0.792,2.6364,25.6736
2,36.8832,0.7166,0.7353,27.2023
2,37.1886,0.5054,1.4931,28.1238
2,37.1265,0.3895,1.504,27.9482
2,37.4061,0.7435,2.2877,26.5623
2,37.4313,0.7934,2.7622,28.513
2,37.1489,0.4967,1.3269,27.7769
2,37.3035,0.7944,2.022,26.0534
2,36.9694,0.6227,0.8828,26.5317
2,37.0652,0.5126,1.0242,29.4513
2,37.2601,0.5992,1.7883,26.5406
2,37.383,0.6802,2.6199,28.9093
2,37.4082,0.6438,2.3891,27.7041
2,37.0102,0.7539,0.9965,28.2342
2,37.3902,0.7391,2.197,25.609
2,37.1944,0.5519,1.4435,27.4757
2,37.5059,0.8283,3.2694,26.6889
2,37.3853,0.6613,2.377,27.2361
2,37.3187,0.7242,2.1489,28.7478
2,37.3259,0.6658,2.0587,27.6588
2,37.3126,0.7001,1.9949,29.1786
2,37.4746,0.8135,2.9831,26.8263
2,37.2983,0.5178,1.7708,26.3134
2,37.1122,0.5784,1.0408,28.6811
2,37.4425,0.7626,2.7384,27.4882
2,37.3645,0.7911,2.3975,29.1495
2,37.4517,0.8259,2.8028,27.038
2,37.2855,0.7043,1.9449,27.7643
2,37.1635,0.6897,1.2977,27.5645
2,37.2788,0.7005,1.73,27.6762
2,36.9928,0.6222,1.0035,26.912
2,37.1247,0.7031,1.3014,28.8261
2,37.178,0.6555,1.348,27.7461
2,37.2382,0.5436,1.53,28.1342
2,37.3657,0.6428,2.2735,28.2239
2,37.283,0.7339,1.963,27.8479
2,37.4326,0.6932,2.4996,27.5564
2,37.1474,0.6607,1.2604,25.722
2,37.1347,0.6477,1.3223,28.4912
2,37.3307,0.6964,1.9383,27.163
2,37.4399,0.7856,2.7671,27.806
2,37.329,0.7391,2.1533,27.1419
2,37.0672,0.5566,1.0029,26.0531
2,37.3175,0.7062,2.1868,27.6498
2,37.2509,0.6673,1.7258,28.1614
2,37.0168,0.6197,1.0185,28.4701
2,37.3793,0.6614,2.3187,26.8331
2,36.9136,0.7783,0.7971,27.8478
2,37.3265,0.6326,1.87,27.2071
2,37.0605,0.5866,0.9707,26.0879
2,37.321,0.7237,1.9099,26.155
2,37.4155,0.771,2.5979,25.4281
2,37.3866,0.6715,2.5027,28.8691
2,37.1366,0.5889,1.3063,28.1681
2,37.3833,0.6168,2.1899,28.2127
2,37.4721,0.7748,3.1996,27.9008
2,37.3338,0.7119,2.1429,28.1578
2,37.3907,0.6785,2.2437,27.861
2,37.1351,0.5173,1.4085,26.478
2,37.3968,0.5992,2.1106,25.9183
2,37.272,0.6969,1.8792,26.1172
2,37.2429,0.5031,1.7038,27.3021
2,37.2851,0.7817,2.0466,28.0764
2,37.2456,0.6558,1.6536,26.8244
2,37.3678,0.7351,2.2693,27.2812
2,37.3512,0.743,2.1189,26.5981
2,36.8085,0.6293,0.5826,26.5827
2,37.2177,0.648,1.7022,27.946
2,37.4177,0.7394,2.5248,26.8911
2,37.2817,0.6481,1.734,27.432
2,37.3927,0.7474,2.5041,27.3672
2,37.4447,0.6972,2.4365,25.5676
2,37.2643,0.6259,1.6284,27.0836
2,37.447,0.7516,2.7328,25.9781
2,37.1831,0.5707,1.4871,27.42
2,37.4589,0.7929,2.9282,26.5414
2,37.4893,0.6888,2.7044,27.4807
2,37.4618,0.7693,2.9189,28.3658
2,37.4852,0.7809,2.8122,26.8179
2,36.9417,0.5268,0.8045,27.9453
2,37.1983,0.6317,1.5162,27.1831
2,37.2006,0.7475,1.7214,26.3948
2,37.4426,0.788,2.7176,26.914
2,37.0039,0.762,1.0016,26.2378
2,37.4013,0.732,2.4721,27.5854
2,37.2999,0.6448,2.0489,28.703
2,37.224,0.6893,1.5103,26.6476
2,37.0624,0.7141,1.0296,26.6523
2,37.3323,0.778,2.1195,29.6465
2,37.1357,0.5846,1.2566,28.4698
2,36.9783,0.7724,0.9562,28.2807
2,36.9778,0.5659,0.8269,26.476
2,37.2647,0.6643,1.7549,26.9926
2,37.3072,0.6724,1.918,26.8005
2,37.0678,0.5035,1.1603,28.2024
2,37.0247,0.614,0.9121,28.4459
2,37.2129,0.7178,1.722,29.5667
2,37.2569,0.4832,1.6188,27.8417
2,37.1983,0.6197,1.5324,27.326
2,37.3213,0.639,1.9913,28.6541
2,36.895,0.6522,0.7537,26.1736
2,37.4821,0.7784,2.9911,27.5722
2,36.5823,0.4023,0.327,26.6488
2,37.2748,0.6739,1.6018,25.6968
2,37.3886,0.7174,2.4925,29.2184
2,37.1275,0.677,1.2467,27.6966
2,37.4045,0.6993,2.4107,28.1454
2,37.2585,0.6771,1.7617,28.7606
2,37.3581,0.6054,2.1362,26.8286
2,37.0576,0.6314,1.0949,27.5322
2,37.3448,0.6281,2.015,28.003
2,37.4183,0.8033,2.6897,28.3527
2,37.3801,0.7287,2.4572,29.2651
2,37.387,0.6963,2.3931,26.7166
2,37.0035,0.7841,1.065,27.432
2,37.3124,0.6175,1.893,28.3878
2,37.3716,0.6997,2.2413,26.9736
2,37.4784,0.856,3.372,27.5122
2,37.3337,0.6724,1.897,24.2072
2,37.2663,0.561,1.742,26.8936
2,37.402,0.7268,2.0659,28.0288
2,37.4758,0.7435,2.7677,26.1745
2,37.3919,0.6881,2.204,25.6893
2,36.9707,0.4944,0.7925,27.1352
2,37.3666,0.6271,2.2435,28.2291
2,37.264,0.6153,1.9138,30.3849
2,37.2273,0.5594,1.5608,26.2039
2,37.3708,0.6128,1.9763,26.3276
2,36.806,0.5906,0.6679,29.1116
2,37.4557,0.7445,2.8767,28.6688
2,36.9659,0.6501,0.9094,28.1117
2,36.9396,0.5345,0.8044,28.0714
2,37.1284,0.7316,1.1914,26.6115
2,37.2011,0.7744,1.587,28.6136
2,37.2875,0.624,1.893,28.5401
2,37.2542,0.6875,1.7731,26.7662
2,37.1248,0.6991,1.224,27.5993
2,37.1731,0.6908,1.4388,26.8253
2,36.9641,0.5649,0.9472,27.0184
2,37.3315,0.6999,1.931,26.8411
2,37.4376,0.6562,2.3052,27.9868
2,36.914,0.6916,0.8208,28.1034
2,37.2869,0.6481,1.7229,27.2688
2,37.2944,0.7165,1.9896,28.4264
2,37.0104,0.5338,0.8559,26.4081
2,37.3016,0.5933,1.7203,25.3261
2,37.2584,0.7234,1.8507,28.624
2,37.1716,0.6431,1.4503,28.8921
2,37.3536,0.4897,1.9335,27.9218
2,36.9662,0.7963,0.9779,28.823
2,37.3619,0.664,2.1887,27.7375
2,37.2635,0.4973,1.6698,26.864
2,37.1944,0.7605,1.6649,27.608
2,37.1449,0.8449,1.5342,27.0613
2,37.5751,0.7433,3.1435,26.8535
2,37.5498,0.7753,3.4396,28.1092
2,37.4168,0.6781,2.4533,26.8631
2,37.3223,0.6625,2.1491,26.1421
2,37.253,0.6025,1.5584,27.699
2,37.2289,0.6779,1.551,26.9713
2,37.4438,0.7636,2.7265,27.5819
2,37.3258,0.7666,2.141,27.284
2,37.4095,0.6869,2.4035,27.7451
2,37.0306,0.6518,1.0055,26.4202
2,37.2153,0.6477,1.4973,27.118
2,37.302,0.5684,1.8316,28.3173
2,37.1676,0.5332,1.5331,27.6274
2,37.3722,0.6627,2.3169,26.7352
2,37.2148,0.7561,1.7441,27.4091
2,36.7842,0.5287,0.5579,29.8254
2,36.7799,0.6143,0.605,27.9355
2,37.3564,0.7775,2.3981,28.0398
2,37.3091,0.6468,1.9256,26.7386
2,37.3573,0.8466,2.3758,25.7012
2,37.3048,0.5591,1.8618,26.6545
2,37.2513,0.7821,1.8498,26.3883
2,37.2529,0.7361,1.6632,26.5033
2,37.3327,0.6358,2.2939,27.7808
2,37.2303,0.6702,1.5666,28.1838
2,37.3394,0.6525,2.0176,27.8282
2,37.2133,0.5414,1.6159,26.1959
2,36.8838,0.6123,0.6868,25.9092
2,37.3193,0.7736,2.237,26.6413
2,37.4337,0.7343,2.8756,27.5916
2,37.3177,0.598,1.8452,25.4791
2,37.2012,0.5653,1.5016,26.9249
2,37.2907,0.7419,1.8793,26.9851
2,37.3643,0.6572,2.355,27.4923
2,37.4762,0.7644,3.0226,26.2019
2,37.3906,0.7585,2.5134,28.3602
2,37.2496,0.7529,1.6799,27.2871
2,37.0081,0.7963,1.129,26.9883
2,37.2499,0.749,1.7492,26.5741
2,37.275,0.6761,1.8729,27.7632
2,37.35,0.5844,2.0957,27.6242
2,37.3997,0.6684,2.2824,28.011
2,37.0924,0.524,1.091,28.478
2,36.835,0.6962,0.6577,27.3898
2,37.4235,0.6552,2.3826,27.5748
2,37.2553,0.6811,1.7364,26.8814
2,37.0007,0.7855,1.0615,27.4245
2,36.8782,0.571,0.7279,28.8963
2,37.188,0.5893,1.5036,28.2592
2,37.3545,0.5445,1.8263,28.0303
2,37.3736,0.6294,2.1176,27.1862
2,37.4229,0.6979,2.3489,24.9027
2,37.3117,0.6548,1.9065,27.0929
2,37.4152,0.7647,2.6244,26.8809
2,37.1866,0.6396,1.5302,28.507
2,37.3407,0.6598,1.9589,26.6552
2,37.4109,0.7316,2.416,27.7835
2,37.3971,0.6839,2.436,28.8757
2,37.0525,0.7431,1.0721,26.953
2,37.2615,0.6881,1.8952,28.2064
2,37.2585,0.6607,1.7205,28.1629
2,37.274,0.7166,1.6836,26.4703
2,36.9914,0.7538,0.9492,28.1356
2,37.4235,0.6552,2.3826,27.5748
2,36.7521,0.5273,0.5196,26.7557
2,37.087,0.6452,1.2512,27.24
2,37.5079,0.7745,3.047,25.8547
2,37.1552,0.6946,1.4076,28.4127
2,37.3111,0.6813,2.0416,28.7997
2,37.0521,0.712,1.0014,26.2549
2,37.3415,0.6243,2.2775,29.0582
2,37.3149,0.6507,1.9534,26.0377
2,37.4506,0.8271,3.0511,28.9617
2,37.3564,0.6421,2.0186,26.4887
2,37.3894,0.7499,2.528,26.8036
2,37.0273,0.6164,1.0032,28.1378
2,37.3939,0.686,2.4103,26.702
2,37.1681,0.6634,1.538,27.8076
2,37.0408,0.4937,1.0497,28.0302
2,37.3129,0.6416,2.0212,29.6247
2,36.6665,0.5453,0.4349,27.167
2,37.4869,0.7364,2.9539,28.0229
2,37.3908,0.6308,2.4097,28.3326
2,37.0025,0.439,0.8094,26.7477
2,37.2931,0.5652,2.0136,28.3556
2,37.2186,0.6926,1.762,28.7194
2,37.4091,0.7672,2.5394,26.1808
2,37.0666,0.6634,1.0755,28.7085
2,37.2941,0.6314,2.1008,27.0418
2,37.261,0.6794,1.8126,26.2054
2,37.4768,0.7559,2.8956,24.6497
2,37.2742,0.6148,1.7875,27.8862
2,37.1293,0.6513,1.1943,25.8085
2,37.3262,0.5408,1.8989,27.3344
2,36.6406,0.4572,0.4019,26.7515
2,37.1127,0.5482,1.2339,26.3965
2,37.0058,0.7544,1.0667,28.9442
2,37.2195,0.5081,1.4037,27.3604
2,37.3407,0.737,2.0011,26.3416
2,37.1938,0.708,1.5362,26.7285
2,37.3975,0.7454,2.5084,27.9104
2,36.9772,0.5663,0.9206,27.548
2,37.2829,0.5009,1.682,28.7633
2,36.9664,0.6618,0.8563,25.2483
2,36.9345,0.588,0.7786,26.9009
2,37.4862,0.7176,2.9741,27.1406
2,37.3609,0.6564,2.0773,25.7261
2,36.8972,0.702,0.7797,28.4779
2,37.1019,0.5515,1.2111,28.3099
2,37.3104,0.73,2.2497,28.4988
2,36.7826,0.6548,0.5346,26.9258
2,37.2341,0.6861,1.5099,28.3498
2,37.362,0.6249,2.3593,28.3886
2,37.4312,0.7334,2.5938,26.399
2,37.065,0.7447,1.2275,26.3843
2,37.3505,0.6797,2.0967,27.0132
2,37.3969,0.7817,2.4053,28.5741
2,37.3665,0.6141,2.222,27.3153
2,37.2637,0.4806,1.5006,27.0839
2,37.2959,0.6585,1.8805,27.9527
2,37.0588,0.6785,1.1279,27.0384
2,37.1682,0.6439,1.4484,27.5532
2,36.8564,0.6135,0.6551,26.0132
2,37.0318,0.6318,1.1326,28.8672
2,37.2762,0.5317,1.7407,26.4568
2,36.9238,0.5464,0.732,26.5829
2,37.476,0.7903,3.1787,26.5531
2,37.4726,0.8211,3.0655,25.8446
2,37.1481,0.7517,1.397,28.5229
2,37.2799,0.68,1.6299,26.4636
2,37.4033,0.6583,2.2409,27.8795
2,37.3191,0.7169,2.0329,28.2213
2,37.3654,0.7966,2.4563,27.7892
2,37.3752,0.7584,2.2638,26.9941
2,37.2594,0.5977,1.6589,27.5483
2,37.3258,0.7666,2.141,27.284
2,37.332,0.6333,1.9321,28.5778
2,37.2035,0.7943,1.7502,28.9166
2,37.3026,0.6963,1.9156,24.4839
2,37.1676,0.6744,1.2874,25.5923
2,37.441,0.7313,2.6002,25.8635
2,37.3329,0.7249,2.1239,28.877
2,37.0992,0.6408,1.1795,27.7101
2,37.2674,0.5107,1.8052,27.2207
2,36.8534,0.6022,0.7175,29.4646
2,37.4275,0.8374,2.8727,26.6291
2,37.3927,0.7313,2.4668,27.2119
2,37.1933,0.5659,1.5388,27.3375
2,37.3169,0.5747,1.6905,26.293
2,37.1032,0.6529,1.1192,27.6831
2,36.6774,0.7193,0.4464,27.4708
2,37.3747,0.6658,2.1315,29.3706
2,36.9499,0.6203,0.824,26.4283
2,36.5407,0.6009,0.2881,27.7333
2,37.2861,0.6988,1.9405,26.682
2,37.2117,0.7392,1.667,28.6654
2,37.3042,0.7617,2.1038,28.2185
2,36.7807,0.6547,0.5493,28.599
2,37.2768,0.7469,1.8838,28.4112
2,36.8994,0.6502,0.686,27.5776
2,37.2671,0.6245,1.8387,26.7985
2,37.4118,0.7307,2.5613,28.1779
2,37.4333,0.7263,2.697,27.1364
2,37.3103,0.6007,1.9157,26.8842
2,37.1867,0.4611,1.5033,27.2346
2,37.1732,0.768,1.5634,27.3262
2,37.0492,0.5077,1.0395,26.8437
2,36.8026,0.7243,0.6243,25.1717
2,37.2456,0.6558,1.6536,26.8244
2,37.3045,0.734,2.0499,27.1563
2,37.2768,0.5477,1.7779,27.0639
2,37.3503,0.7236,2.065,26.7388
2,36.7421,0.7529,0.5291,28.4486
2,37.4134,0.7994,2.7034,27.1519
2,37.4431,0.7285,2.8756,24.8886
2,37.3149,0.5897,2.0041,27.0512
2,37.201,0.605,1.4504,26.9097
2,37.0819,0.6009,1.0569,25.7204
2,37.3697,0.6899,1.9169,25.028
2,37.2233,0.6239,1.5791,27.5041
2,37.2275,0.686,1.5802,27.4757
2,37.0572,0.7549,1.1503,26.702
2,36.9837,0.6464,0.9629,26.1576
2,37.1872,0.6631,1.4819,26.875
2,37.2259,0.6335,1.5886,26.575
2,37.3225,0.7202,2.0561,27.3492
2,37.4203,0.7279,2.7026,28.2241
2,37.3395,0.675,2.068,27.5529
2,37.0791,0.7709,1.2635,28.1209
2,37.4756,0.7435,2.7777,27.2257
2,37.1812,0.5505,1.4001,27.3159
2,37.4257,0.7841,2.6762,27.872
2,37.3015,0.6665,1.7111,26.4409
2,37.2808,0.6043,1.8231,26.5662
2,36.9115,0.5049,0.7717,26.6203
2,37.2051,0.523,1.3542,27.2238
2,37.2875,0.7514,1.9307,27.7058
2,37.2636,0.5967,1.682,28.0886
2,37.2811,0.5853,1.814,28.3997
2,37.0522,0.6929,1.1581,28.1827
2,37.3396,0.6275,2.01,26.3953
2,37.2902,0.6818,1.8088,26.9028
2,37.3997,0.7084,2.5947,26.7897
2,37.5462,0.8438,3.6231,28.1076
2,37.0431,0.6228,1.075,27.1046
2,37.2877,0.6095,1.8992,27.8697
2,37.3765,0.5955,1.9507,26.4658
2,37.3306,0.6778,2.1957,29.207
2,37.4247,0.7199,2.6173,27.8472
2,37.1689,0.587,1.3838,26.4743
2,37.377,0.598,2.1924,27.5655
2,37.1636,0.6965,1.2892,26.8905
2,37.3436,0.6041,2.0475,27.0386
2,36.9551,0.5968,0.846,27.4414
2,37.2926,0.5558,1.7603,27.6549
2,37.5712,0.8072,3.4426,27.2355
2,37.2687,0.5449,1.8014,28.8247
2,37.0273,0.7692,0.9974,26.5058
2,37.2406,0.6511,1.85,28.0253
2,37.3731,0.7193,2.4308,26.9948
2,37.2539,0.7662,1.9463,27.7918
2,36.747,0.5324,0.5019,28.6424
2,37.3896,0.704,2.1888,26.7607
2,37.2743,0.4767,1.6413,28.1436
2,37.4069,0.7325,2.3669,26.2047
2,37.4533,0.7721,2.7334,27.28
2,37.3273,0.5067,1.995,27.569
2,37.3538,0.6621,2.1282,26.9111
2,37.1748,0.6632,1.3351,27.9744
2,37.1965,0.771,1.6657,27.6281
2,37.3082,0.7459,2.0314,28.0033
2,37.3636,0.6911,2.1816,28.6571
2,37.2648,0.5777,1.8318,27.0905
2,37.4825,0.8069,2.9991,29.2004
2,37.2006,0.7475,1.7214,26.3948
2,36.9806,0.7514,0.9727,28.1811
2,37.2788,0.7005,1.73,27.6762
2,37.3711,0.6989,2.4839,27.4561
2,37.1686,0.621,1.4892,27.0142
2,37.1283,0.7748,1.3634,25.9433
2,36.9591,0.5498,0.8785,27.4546
2,36.7164,0.5932,0.4206,28.4343
2,37.0439,0.6193,1.0249,27.0684
2,37.2905,0.6577,2.0054,28.3713
2,37.0703,0.6802,1.1174,29.0547
2,37.1542,0.6142,1.3749,26.8633
2,37.444,0.7349,2.795,27.6538
2,37.438,0.6426,2.4863,29.2699
2,37.2004,0.6643,1.5079,26.2263
2,37.3558,0.4844,1.9121,25.9559
2,36.9072,0.7836,0.8903,28.8148
2,36.9297,0.497,0.7782,26.7702
2,37.2582,0.6733,1.7966,26.5807
2,37.2913,0.7175,1.8121,26.1174
2,37.3687,0.7584,2.0377,28.5203
2,37.4829,0.8034,3.1508,27.5767
2,36.9886,0.6806,0.9192,26.9331
2,36.9917,0.7171,0.9887,26.0306
2,37.3653,0.6447,1.9656,26.4032
2,37.1995,0.6003,1.3984,28.8965
2,37.2505,0.6447,1.5942,26.695
2,36.9081,0.5612,0.7396,28.1556
2,37.4469,0.7561,2.8395,28.0597
2,37.3189,0.6177,1.9313,26.4011
2,36.8911,0.7682,0.7988,26.9967
2,37.4113,0.7132,2.7554,28.4443
2,37.3589,0.6691,2.19,27.602
2,37.1315,0.7845,1.3977,29.0208
2,37.4233,0.6877,2.5366,27.8136
2,36.9921,0.7181,0.9503,26.1692
2,37.1972,0.5312,1.3541,26.7512
2,37.3935,0.6508,2.2459,26.539
2,37.3471,0.7155,2.2217,27.8431
2,37.3047,0.7251,2.0629,28.1449
2,37.2648,0.5777,1.8318,27.0905
2,37.2387,0.8348,1.9169,29.5051
2,37.312,0.7671,2.042,27.8797
2,37.3347,0.5893,1.9878,27.0632
2,37.1827,0.6967,1.554,27.9878
2,37.1752,0.7645,1.415,26.8835
2,36.9075,0.4923,0.7596,27.6554
2,37.2038,0.6474,1.4552,26.8248
2,37.1722,0.6345,1.4981,28.4874
2,37.2841,0.6026,2.0355,28.4102
2,36.8074,0.5356,0.578,27.0939
2,37.2835,0.6826,1.8839,28.1147
2,37.4486,0.7509,2.7849,26.4531
2,37.0804,0.7018,1.1711,26.3377
2,37.2852,0.6767,1.9564,28.1403
2,37.4831,0.7504,3.0323,26.1395
2,37.3359,0.6204,2.0643,27.3858
2,36.7765,0.5251,0.5241,25.7455
2,37.324,0.5671,1.812,26.6396
2,37.3654,0.725,2.2391,27.8397
2,37.2574,0.6841,1.7876,27.5906
2,37.5266,0.7839,3.2805,26.1668
2,37.0525,0.6883,1.1769,28.1353
2,37.3954,0.6635,2.4234,28.6119
2,36.9918,0.6246,0.9908,26.776
2,37.3846,0.8025,2.5971,27.3151
2,37.1127,0.7828,1.3574,28.3847
2,37.4778,0.7939,3.0813,28.8752
2,37.1691,0.4812,1.3523,27.9768
2,37.0947,0.7376,1.2426,27.6278
2,37.4568,0.7325,2.8435,28.4724
2,37.4155,0.7014,2.6137,27.0821
2,36.9756,0.7638,0.946,27.7973
2,37.3539,0.7475,2.5166,28.2029
2,37.1789,0.6623,1.4259,28.3738
2,37.4475,0.7593,2.5826,25.7132
2,37.3263,0.6735,1.7476,26.9067
2,37.403,0.8109,2.6328,28.1531
2,37.3175,0.8071,2.2505,27.008
2,37.1289,0.7737,1.4411,29.0592
2,37.057,0.5473,1.1365,27.7914
2,37.3851,0.6411,2.4206,26.7999
2,37.2637,0.7773,1.9976,27.2809
2,37.3589,0.6673,2.1474,27.6364
2,37.3273,0.6948,1.8939,26.6934
2,37.3148,0.7648,2.1512,28.7974
2,37.0356,0.661,1.0631,26.8065
2,37.3029,0.6728,1.8906,25.1271
2,37.2182,0.6844,1.6177,27.5716
2,37.1765,0.5939,1.184,28.1322
2,37.4292,0.7414,2.6163,28.4596
2,37.2185,0.5331,1.4932,27.749
2,37.3331,0.6814,1.981,25.8274
2,37.3111,0.5811,1.9373,26.8391
2,37.4691,0.6719,2.5059,27.5681
2,37.3012,0.6923,2.0411,28.3155
2,37.0665,0.6521,1.0006,26.231
2,37.2752,0.5341,1.7066,26.9215
2,37.3939,0.6769,2.3935,28.687
2,37.2805,0.7497,1.9334,27.1126
2,37.1919,0.7243,1.6797,28.3584
2,37.2139,0.5747,1.3802,26.58
2,36.5894,0.4655,0.386,27.5294
2,37.1033,0.6526,1.2315,28.2552
2,37.361,0.6887,2.2448,27.8802
2,36.8596,0.532,0.7044,29.399
2,37.2847,0.6588,1.9114,27.8436
2,37.0319,0.5512,0.8478,27.9292
2,37.1262,0.7639,1.3454,29.3683
2,37.3322,0.6801,1.886,27.0531
2,36.9948,0.6522,0.8735,27.6595
