lat,lon,mean_degree,trend
53.0,135.0,1.048,0.275
53.0,137.0,0.99,0.212
53.0,139.0,1.01,0.2
53.0,143.0,1.011,0.313
53.0,157.0,0.955,0.067
53.0,233.0,1.042,0.489
53.0,235.0,1.059,0.604
53.0,237.0,1.022,0.383
53.0,239.0,1.014,0.345
53.0,241.0,1.051,0.339
53.0,243.0,0.981,0.286
53.0,245.0,0.936,0.195
53.0,247.0,0.921,0.137
53.0,249.0,0.995,0.074
53.0,251.0,1.001,-0.107
53.0,253.0,1.041,0.039
53.0,255.0,1.029,0.165
53.0,257.0,1.009,0.076
53.0,259.0,1.108,-0.19
53.0,261.0,1.125,-0.083
53.0,263.0,1.204,0.157
53.0,265.0,1.137,0.198
53.0,267.0,1.144,-0.073
53.0,269.0,1.134,0.118
53.0,271.0,1.075,0.195
53.0,273.0,1.125,0.178
53.0,275.0,1.114,-0.048
53.0,277.0,1.076,-0.034
53.0,279.0,0.986,0.128
53.0,283.0,1.166,0.096
53.0,285.0,1.143,-0.006
53.0,287.0,1.19,0.042
53.0,289.0,1.193,0.298
53.0,291.0,1.187,0.472
53.0,293.0,1.173,0.376
53.0,295.0,1.143,0.516
53.0,297.0,1.164,0.663
53.0,299.0,1.172,0.572
53.0,301.0,1.184,0.698
53.0,303.0,1.072,0.724
53.0,351.0,1.047,0.096
53.0,353.0,1.109,-0.077
53.0,357.0,1.197,0.053
53.0,359.0,1.167,-0.061
55.0,9.0,0.959,0.506
55.0,23.0,1.052,0.6
55.0,25.0,1.07,0.551
55.0,27.0,1.125,0.487
55.0,29.0,1.161,0.392
55.0,31.0,1.158,0.085
55.0,33.0,1.082,-0.321
55.0,35.0,1.101,-0.177
55.0,37.0,1.054,-0.239
55.0,39.0,1.077,-0.37
55.0,41.0,1.08,-0.236
55.0,43.0,1.054,-0.307
55.0,45.0,1.032,-0.038
55.0,47.0,0.985,-0.263
55.0,49.0,0.958,-0.239
55.0,51.0,0.982,-0.171
55.0,53.0,0.992,-0.308
55.0,55.0,0.961,-0.119
55.0,57.0,0.937,-0.073
55.0,59.0,0.982,0.015
55.0,61.0,0.973,-0.002
55.0,63.0,0.982,0.255
55.0,65.0,1.0,0.265
55.0,67.0,0.959,0.38
55.0,69.0,1.028,0.42
55.0,71.0,1.053,0.43
55.0,73.0,1.009,0.428
55.0,75.0,0.939,0.287
55.0,77.0,0.956,0.261
55.0,79.0,0.971,0.104
55.0,81.0,0.903,0.043
55.0,83.0,0.943,0.071
55.0,85.0,0.948,0.027
55.0,87.0,0.904,0.094
55.0,89.0,0.947,0.206
55.0,91.0,1.006,0.26
55.0,93.0,0.979,0.198
55.0,95.0,0.929,0.376
55.0,97.0,0.943,0.211
55.0,99.0,0.916,0.231
55.0,101.0,0.945,0.121
55.0,103.0,0.976,0.052
55.0,105.0,0.958,0.167
55.0,107.0,0.942,0.065
55.0,109.0,0.961,0.154
55.0,111.0,0.978,0.025
55.0,113.0,0.942,0.244
55.0,115.0,0.919,0.204
55.0,117.0,0.947,0.398
55.0,119.0,0.944,0.419
55.0,121.0,0.993,0.564
55.0,123.0,0.946,0.456
55.0,125.0,0.948,0.348
55.0,127.0,1.005,0.368
55.0,129.0,0.956,0.127
55.0,131.0,0.982,0.374
55.0,133.0,0.953,0.422
55.0,135.0,0.874,0.352
55.0,137.0,0.904,0.401
55.0,157.0,0.974,0.086
55.0,159.0,1.017,0.14
55.0,161.0,1.065,0.324
55.0,227.0,0.953,0.51
55.0,231.0,0.948,0.438
55.0,233.0,0.927,0.522
55.0,235.0,0.915,0.433
55.0,237.0,0.952,0.332
55.0,239.0,0.989,0.38
55.0,241.0,1.014,0.123
55.0,243.0,1.007,0.157
55.0,245.0,0.963,0.295
55.0,247.0,0.967,0.236
55.0,249.0,0.947,0.187
55.0,251.0,0.971,0.166
55.0,253.0,1.012,0.126
55.0,255.0,0.982,-0.111
55.0,257.0,1.012,0.173
55.0,259.0,1.071,-0.008
55.0,261.0,1.116,0.017
55.0,263.0,1.12,0.049
55.0,265.0,1.071,0.034
55.0,267.0,1.033,0.041
55.0,269.0,0.998,0.004
55.0,271.0,1.034,0.013
55.0,273.0,1.015,-0.01
55.0,275.0,0.992,0.048
55.0,277.0,0.949,0.063
55.0,283.0,1.071,0.271
55.0,285.0,1.136,0.202
55.0,287.0,1.103,0.317
55.0,289.0,1.116,0.415
55.0,291.0,1.188,0.354
55.0,293.0,1.17,0.519
55.0,295.0,1.162,0.415
55.0,297.0,1.111,0.372
55.0,299.0,1.023,0.331
55.0,301.0,1.045,0.489
55.0,353.0,1.082,-0.182
55.0,355.0,1.099,0.022
55.0,357.0,1.15,0.0
57.0,9.0,1.059,0.888
57.0,13.0,1.013,0.485
57.0,15.0,1.047,0.695
57.0,23.0,1.051,0.571
57.0,25.0,1.054,0.376
57.0,27.0,1.067,0.323
57.0,29.0,1.058,0.281
57.0,31.0,1.06,0.135
57.0,33.0,1.087,-0.052
57.0,35.0,1.105,-0.289
57.0,37.0,1.088,-0.364
57.0,39.0,1.081,-0.314
57.0,41.0,1.037,-0.278
57.0,43.0,1.047,-0.331
57.0,45.0,1.057,-0.241
57.0,47.0,1.05,-0.13
57.0,49.0,1.01,-0.063
57.0,51.0,0.979,-0.081
57.0,53.0,0.967,0.03
57.0,55.0,1.026,0.168
57.0,57.0,0.991,0.059
57.0,59.0,0.937,0.196
57.0,61.0,0.971,0.15
57.0,63.0,0.939,0.12
57.0,65.0,0.94,0.193
57.0,67.0,0.922,0.218
57.0,69.0,0.981,0.333
57.0,71.0,0.958,0.352
57.0,73.0,0.977,0.267
57.0,75.0,0.933,0.517
57.0,77.0,0.93,0.271
57.0,79.0,0.907,0.144
57.0,81.0,0.918,0.236
57.0,83.0,0.952,0.102
57.0,85.0,0.955,0.153
57.0,87.0,0.897,0.125
57.0,89.0,0.912,0.202
57.0,91.0,0.911,0.141
57.0,93.0,0.919,0.174
57.0,95.0,0.929,0.239
57.0,97.0,0.889,0.189
57.0,99.0,0.876,0.153
57.0,101.0,0.887,0.264
57.0,103.0,0.901,0.169
57.0,105.0,0.881,0.028
57.0,107.0,0.865,0.112
57.0,109.0,0.884,0.073
57.0,111.0,0.869,0.07
57.0,113.0,0.894,0.128
57.0,115.0,0.871,0.192
57.0,117.0,0.883,0.214
57.0,119.0,0.898,0.158
57.0,121.0,0.912,0.395
57.0,123.0,0.881,0.408
57.0,125.0,0.922,0.489
57.0,127.0,0.968,0.376
57.0,129.0,0.986,0.508
57.0,131.0,0.964,0.576
57.0,133.0,0.903,0.58
57.0,135.0,0.845,0.377
57.0,137.0,0.941,0.466
57.0,157.0,0.818,0.19
57.0,159.0,0.948,0.179
57.0,161.0,0.925,0.239
57.0,203.0,0.944,0.47
57.0,225.0,0.888,0.368
57.0,229.0,0.912,0.369
57.0,231.0,1.0,0.449
57.0,233.0,0.94,0.454
57.0,235.0,0.878,0.42
57.0,237.0,0.992,0.371
57.0,239.0,0.973,0.282
57.0,241.0,0.995,0.254
57.0,243.0,0.957,0.286
57.0,245.0,0.9,0.28
57.0,247.0,0.935,0.235
57.0,249.0,0.941,0.278
57.0,251.0,0.928,0.268
57.0,253.0,0.963,0.097
57.0,255.0,0.941,0.055
57.0,257.0,0.917,0.136
57.0,259.0,0.977,0.003
57.0,261.0,1.009,-0.03
57.0,263.0,1.054,0.006
57.0,265.0,1.02,-0.017
57.0,267.0,0.985,-0.09
57.0,269.0,0.925,0.013
57.0,285.0,1.045,0.124
57.0,287.0,1.093,0.215
57.0,289.0,1.12,0.403
57.0,291.0,1.106,0.301
57.0,293.0,1.11,0.329
57.0,295.0,1.061,0.447
57.0,297.0,0.974,0.223
57.0,355.0,1.105,0.07
57.0,357.0,1.045,0.045
59.0,7.0,0.954,0.094
59.0,9.0,0.944,0.069
59.0,13.0,1.054,0.257
59.0,15.0,1.006,0.466
59.0,17.0,1.056,0.405
59.0,25.0,1.049,0.438
59.0,27.0,1.074,0.304
59.0,29.0,1.061,0.162
59.0,31.0,0.99,0.004
59.0,33.0,1.044,-0.316
59.0,35.0,1.047,-0.129
59.0,37.0,1.084,-0.371
59.0,39.0,1.06,-0.183
59.0,41.0,1.011,-0.288
59.0,43.0,1.041,-0.254
59.0,45.0,1.008,0.05
59.0,47.0,0.944,-0.102
59.0,49.0,0.998,-0.067
59.0,51.0,1.009,-0.109
59.0,53.0,0.951,-0.005
59.0,55.0,0.897,0.033
59.0,57.0,0.955,0.105
59.0,59.0,0.942,0.133
59.0,61.0,0.964,0.196
59.0,63.0,0.93,0.187
59.0,65.0,0.919,0.232
59.0,67.0,0.936,0.307
59.0,69.0,0.981,0.178
59.0,71.0,0.963,0.229
59.0,73.0,0.913,0.236
59.0,75.0,0.874,0.269
59.0,77.0,0.864,0.218
59.0,79.0,0.878,0.123
59.0,81.0,0.904,0.13
59.0,83.0,0.902,0.087
59.0,85.0,0.907,0.128
59.0,87.0,0.894,0.147
59.0,89.0,0.876,0.238
59.0,91.0,0.885,0.171
59.0,93.0,0.891,0.228
59.0,95.0,0.87,0.159
59.0,97.0,0.848,0.165
59.0,99.0,0.839,0.232
59.0,101.0,0.835,0.298
59.0,103.0,0.809,0.201
59.0,105.0,0.788,0.191
59.0,107.0,0.792,0.125
59.0,109.0,0.8,0.15
59.0,111.0,0.776,0.161
59.0,113.0,0.792,0.132
59.0,115.0,0.8,0.029
59.0,117.0,0.815,0.059
59.0,119.0,0.835,0.109
59.0,121.0,0.823,0.378
59.0,123.0,0.844,0.497
59.0,125.0,0.888,0.434
59.0,127.0,0.882,0.472
59.0,129.0,0.877,0.498
59.0,131.0,0.891,0.391
59.0,133.0,0.896,0.485
59.0,135.0,0.892,0.45
59.0,137.0,0.968,0.464
59.0,139.0,0.871,0.438
59.0,141.0,0.806,0.44
59.0,161.0,0.885,0.144
59.0,163.0,0.93,0.758
59.0,199.0,0.924,0.442
59.0,201.0,0.949,0.395
59.0,205.0,0.957,0.609
59.0,223.0,0.762,0.143
59.0,225.0,0.916,0.251
59.0,227.0,0.887,0.214
59.0,229.0,0.909,0.209
59.0,231.0,0.893,0.209
59.0,233.0,0.894,0.186
59.0,235.0,0.876,0.383
59.0,237.0,0.878,0.121
59.0,239.0,0.889,0.201
59.0,241.0,0.891,0.06
59.0,243.0,0.886,0.247
59.0,245.0,0.921,0.359
59.0,247.0,0.87,0.153
59.0,249.0,0.878,0.092
59.0,251.0,0.884,0.026
59.0,253.0,0.869,0.117
59.0,255.0,0.96,0.058
59.0,257.0,0.943,0.055
59.0,259.0,0.921,0.071
59.0,261.0,0.918,0.045
59.0,263.0,0.964,0.008
59.0,265.0,0.871,0.078
59.0,283.0,0.916,0.18
59.0,285.0,0.99,0.249
59.0,287.0,0.997,0.262
59.0,289.0,0.937,0.268
59.0,295.0,0.933,0.36
59.0,357.0,0.996,0.162
61.0,9.0,0.914,0.23
61.0,11.0,0.984,0.201
61.0,13.0,0.929,0.359
61.0,15.0,0.999,0.177
61.0,17.0,0.99,0.461
61.0,23.0,1.056,0.227
61.0,25.0,1.069,0.299
61.0,27.0,1.071,-0.045
61.0,29.0,1.032,-0.014
61.0,31.0,0.968,0.47
61.0,33.0,1.012,-0.041
61.0,35.0,1.037,0.084
61.0,37.0,1.037,0.027
61.0,39.0,1.009,0.206
61.0,41.0,1.048,-0.048
61.0,43.0,0.977,-0.13
61.0,45.0,0.981,-0.013
61.0,47.0,0.959,0.144
61.0,49.0,0.948,0.052
61.0,51.0,0.936,0.18
61.0,53.0,0.939,0.264
61.0,55.0,0.918,0.16
61.0,57.0,0.91,0.255
61.0,59.0,0.934,0.25
61.0,61.0,0.942,0.364
61.0,63.0,0.885,0.335
61.0,65.0,0.908,0.162
61.0,67.0,0.898,0.22
61.0,69.0,0.885,0.125
61.0,71.0,0.922,0.142
61.0,73.0,0.878,0.129
61.0,75.0,0.862,0.232
61.0,77.0,0.863,0.092
61.0,79.0,0.868,0.122
61.0,81.0,0.865,0.105
61.0,83.0,0.839,0.146
61.0,85.0,0.861,0.195
61.0,87.0,0.842,0.184
61.0,89.0,0.85,0.295
61.0,91.0,0.83,0.201
61.0,93.0,0.866,0.147
61.0,95.0,0.84,0.149
61.0,97.0,0.811,0.102
61.0,99.0,0.786,-0.073
61.0,101.0,0.745,-0.004
61.0,103.0,0.769,0.083
61.0,105.0,0.76,0.219
61.0,107.0,0.742,0.082
61.0,109.0,0.779,0.205
61.0,111.0,0.751,0.239
61.0,113.0,0.807,0.063
61.0,115.0,0.789,0.134
61.0,117.0,0.795,0.154
61.0,119.0,0.829,0.167
61.0,121.0,0.761,0.27
61.0,123.0,0.826,0.448
61.0,125.0,0.789,0.372
61.0,127.0,0.83,0.365
61.0,129.0,0.859,0.409
61.0,131.0,0.873,0.47
61.0,133.0,0.89,0.42
61.0,135.0,0.878,0.422
61.0,137.0,0.847,0.485
61.0,139.0,0.856,0.701
61.0,141.0,0.827,0.653
61.0,143.0,0.841,0.45
61.0,145.0,0.867,0.554
61.0,147.0,0.869,0.501
61.0,149.0,0.856,0.464
61.0,151.0,0.878,0.47
61.0,153.0,0.942,0.559
61.0,155.0,0.93,0.447
61.0,161.0,0.829,0.27
61.0,165.0,0.786,0.256
61.0,167.0,0.797,0.036
61.0,169.0,0.756,0.079
61.0,171.0,0.75,0.115
61.0,195.0,0.962,0.608
61.0,197.0,0.944,0.591
61.0,199.0,0.935,0.582
61.0,201.0,1.023,0.412
61.0,203.0,1.021,0.517
61.0,205.0,1.033,0.548
61.0,207.0,0.946,0.238
61.0,211.0,0.904,0.427
61.0,215.0,0.932,0.348
61.0,217.0,1.047,0.345
61.0,219.0,0.92,0.502
61.0,221.0,0.927,0.425
61.0,223.0,0.981,0.385
61.0,225.0,0.902,0.35
61.0,227.0,0.909,0.231
61.0,229.0,0.85,0.137
61.0,231.0,0.891,0.221
61.0,233.0,0.873,0.205
61.0,235.0,0.871,0.289
61.0,237.0,0.813,0.23
61.0,239.0,0.856,0.117
61.0,241.0,0.835,0.085
61.0,243.0,0.838,-0.028
61.0,245.0,0.846,0.145
61.0,247.0,0.873,0.102
61.0,249.0,0.86,0.058
61.0,251.0,0.884,0.129
61.0,253.0,0.862,0.049
61.0,255.0,0.874,0.009
61.0,257.0,0.881,-0.014
61.0,259.0,0.861,-0.06
61.0,261.0,0.858,-0.036
61.0,263.0,0.81,-0.026
61.0,265.0,0.8,-0.019
61.0,283.0,0.919,0.165
61.0,285.0,0.91,0.249
61.0,287.0,0.944,0.256
61.0,289.0,0.844,0.343
61.0,313.0,0.679,-0.12
61.0,315.0,0.733,0.306
61.0,317.0,0.741,0.274
63.0,9.0,0.879,0.244
63.0,11.0,0.953,0.2
63.0,13.0,0.932,0.386
63.0,15.0,0.965,0.628
63.0,17.0,0.955,0.586
63.0,23.0,0.948,0.46
63.0,25.0,0.952,0.294
63.0,27.0,0.972,0.223
63.0,29.0,0.969,0.275
63.0,31.0,0.982,0.388
63.0,33.0,1.007,0.279
63.0,35.0,1.027,0.169
63.0,37.0,0.987,0.084
63.0,39.0,0.961,0.185
63.0,41.0,0.918,0.033
63.0,43.0,0.938,-0.076
63.0,45.0,0.947,0.026
63.0,47.0,0.963,-0.075
63.0,49.0,0.934,0.062
63.0,51.0,0.916,0.179
63.0,53.0,0.876,0.117
63.0,55.0,0.899,0.198
63.0,57.0,0.884,0.334
63.0,59.0,0.9,0.317
63.0,61.0,0.942,0.34
63.0,63.0,0.894,0.253
63.0,65.0,0.908,0.206
63.0,67.0,0.891,0.073
63.0,69.0,0.893,0.074
63.0,71.0,0.871,0.069
63.0,73.0,0.876,-0.059
63.0,75.0,0.851,-0.013
63.0,77.0,0.815,-0.045
63.0,79.0,0.796,0.032
63.0,81.0,0.799,0.06
63.0,83.0,0.79,0.107
63.0,85.0,0.829,-0.007
63.0,87.0,0.78,0.087
63.0,89.0,0.789,0.122
63.0,91.0,0.788,0.131
63.0,93.0,0.839,0.206
63.0,95.0,0.792,0.189
63.0,97.0,0.739,0.138
63.0,99.0,0.692,0.124
63.0,101.0,0.731,-0.029
63.0,103.0,0.729,0.018
63.0,105.0,0.756,0.213
63.0,107.0,0.747,0.136
63.0,109.0,0.796,0.148
63.0,111.0,0.751,0.208
63.0,113.0,0.765,0.133
63.0,115.0,0.734,0.012
63.0,117.0,0.79,-0.088
63.0,119.0,0.775,-0.004
63.0,121.0,0.736,0.122
63.0,123.0,0.754,0.184
63.0,125.0,0.775,0.206
63.0,127.0,0.763,0.201
63.0,129.0,0.801,0.152
63.0,131.0,0.866,0.269
63.0,133.0,0.859,0.359
63.0,135.0,0.853,0.423
63.0,137.0,0.872,0.36
63.0,139.0,0.853,0.435
63.0,141.0,0.88,0.313
63.0,143.0,0.842,0.433
63.0,145.0,0.864,0.411
63.0,147.0,0.851,0.256
63.0,149.0,0.868,0.364
63.0,151.0,0.813,0.219
63.0,153.0,0.826,0.264
63.0,155.0,0.831,0.318
63.0,157.0,0.87,0.287
63.0,159.0,0.89,0.05
63.0,161.0,0.81,0.154
63.0,163.0,0.824,0.103
63.0,165.0,0.79,0.179
63.0,167.0,0.812,0.058
63.0,169.0,0.788,0.217
63.0,171.0,0.822,0.152
63.0,173.0,0.811,0.245
63.0,175.0,0.762,0.307
63.0,177.0,0.736,0.326
63.0,179.0,0.741,0.331
63.0,197.0,0.905,0.353
63.0,199.0,0.918,0.345
63.0,201.0,0.901,0.373
63.0,203.0,0.917,0.405
63.0,205.0,0.917,0.406
63.0,207.0,0.894,0.342
63.0,209.0,0.891,0.285
63.0,211.0,0.982,0.226
63.0,213.0,0.934,0.239
63.0,215.0,0.942,0.359
63.0,217.0,0.909,0.261
63.0,219.0,0.916,0.294
63.0,221.0,0.986,0.372
63.0,223.0,0.969,0.286
63.0,225.0,0.897,0.128
63.0,227.0,0.919,0.261
63.0,229.0,0.884,0.375
63.0,231.0,0.892,0.23
63.0,233.0,0.883,0.123
63.0,235.0,0.86,0.153
63.0,237.0,0.825,0.117
63.0,239.0,0.837,0.01
63.0,241.0,0.845,0.076
63.0,243.0,0.817,-0.015
63.0,245.0,0.779,0.049
63.0,247.0,0.813,0.081
63.0,249.0,0.807,-0.027
63.0,251.0,0.886,-0.203
63.0,253.0,0.877,-0.162
63.0,255.0,0.882,-0.13
63.0,257.0,0.826,0.128
63.0,259.0,0.818,0.081
63.0,261.0,0.83,0.163
63.0,263.0,0.814,0.115
63.0,265.0,0.778,0.157
63.0,267.0,0.754,0.012
63.0,269.0,0.678,0.011
63.0,291.0,0.869,0.179
63.0,295.0,0.675,0.157
63.0,311.0,0.768,0.075
63.0,313.0,0.81,0.065
63.0,315.0,0.804,0.13
63.0,317.0,0.817,0.079
65.0,13.0,0.925,0.63
65.0,15.0,0.918,0.576
65.0,17.0,0.951,0.558
65.0,19.0,0.987,0.731
65.0,21.0,0.935,0.656
65.0,27.0,0.936,0.368
65.0,29.0,0.943,0.384
65.0,31.0,0.935,0.42
65.0,33.0,0.917,0.332
65.0,37.0,0.878,0.091
65.0,41.0,0.851,0.042
65.0,43.0,0.835,0.043
65.0,45.0,0.871,0.004
65.0,47.0,0.88,0.044
65.0,49.0,0.851,0.025
65.0,51.0,0.883,0.047
65.0,53.0,0.852,0.177
65.0,55.0,0.888,0.142
65.0,57.0,0.927,0.187
65.0,59.0,0.954,0.078
65.0,61.0,0.874,0.137
65.0,63.0,0.841,0.045
65.0,65.0,0.881,0.049
65.0,67.0,0.87,0.063
65.0,69.0,0.863,-0.01
65.0,71.0,0.845,-0.019
65.0,73.0,0.81,0.001
65.0,75.0,0.784,-0.047
65.0,77.0,0.775,-0.046
65.0,79.0,0.772,-0.011
65.0,81.0,0.786,0.057
65.0,83.0,0.762,0.115
65.0,85.0,0.731,0.102
65.0,87.0,0.742,0.116
65.0,89.0,0.759,0.122
65.0,91.0,0.768,0.017
65.0,93.0,0.77,0.134
65.0,95.0,0.797,0.127
65.0,97.0,0.771,0.177
65.0,99.0,0.725,0.109
65.0,101.0,0.72,0.079
65.0,103.0,0.685,0.131
65.0,105.0,0.721,0.21
65.0,107.0,0.743,0.218
65.0,109.0,0.752,0.188
65.0,111.0,0.75,0.089
65.0,113.0,0.782,-0.044
65.0,115.0,0.748,-0.044
65.0,117.0,0.762,-0.252
65.0,119.0,0.722,0.004
65.0,121.0,0.735,-0.061
65.0,123.0,0.71,0.026
65.0,125.0,0.769,0.081
65.0,127.0,0.756,0.109
65.0,129.0,0.845,0.17
65.0,131.0,0.815,0.087
65.0,133.0,0.835,0.224
65.0,135.0,0.799,0.294
65.0,137.0,0.777,0.351
65.0,139.0,0.813,0.292
65.0,141.0,0.836,0.314
65.0,143.0,0.795,0.232
65.0,145.0,0.77,0.418
65.0,147.0,0.74,0.348
65.0,149.0,0.757,0.235
65.0,151.0,0.725,0.216
65.0,153.0,0.734,0.111
65.0,155.0,0.724,0.139
65.0,157.0,0.79,0.14
65.0,159.0,0.792,0.124
65.0,161.0,0.787,-0.211
65.0,163.0,0.792,-0.186
65.0,165.0,0.803,-0.172
65.0,167.0,0.785,-0.134
65.0,169.0,0.834,0.161
65.0,171.0,0.796,0.266
65.0,173.0,0.802,0.276
65.0,175.0,0.747,0.348
65.0,177.0,0.721,0.428
65.0,179.0,0.695,0.416
65.0,185.0,0.734,0.431
65.0,187.0,0.801,0.519
65.0,195.0,0.905,0.32
65.0,197.0,0.922,0.205
65.0,199.0,0.895,0.438
65.0,201.0,0.945,0.226
65.0,203.0,0.887,0.272
65.0,205.0,0.937,0.373
65.0,207.0,0.856,0.372
65.0,209.0,0.877,0.306
65.0,211.0,0.847,0.371
65.0,213.0,0.876,0.219
65.0,215.0,0.847,0.191
65.0,217.0,0.861,0.151
65.0,219.0,0.864,0.308
65.0,221.0,0.853,0.233
65.0,223.0,0.873,0.188
65.0,225.0,0.85,0.102
65.0,227.0,0.879,0.089
65.0,229.0,0.853,0.123
65.0,231.0,0.851,-0.012
65.0,233.0,0.843,-0.196
65.0,235.0,0.814,-0.042
65.0,237.0,0.725,-0.021
65.0,239.0,0.791,0.046
65.0,241.0,0.762,0.046
65.0,243.0,0.803,-0.226
65.0,245.0,0.822,-0.077
65.0,247.0,0.82,-0.203
65.0,249.0,0.829,-0.248
65.0,251.0,0.809,-0.095
65.0,253.0,0.803,0.077
65.0,255.0,0.792,-0.013
65.0,257.0,0.819,0.31
65.0,259.0,0.787,0.412
65.0,261.0,0.804,0.412
65.0,263.0,0.781,0.271
65.0,265.0,0.763,0.268
65.0,267.0,0.768,0.229
65.0,269.0,0.768,0.31
65.0,271.0,0.747,0.371
65.0,275.0,0.767,0.397
65.0,283.0,0.75,0.242
65.0,285.0,0.692,0.24
65.0,287.0,0.705,0.188
65.0,289.0,0.811,0.2
65.0,291.0,0.757,0.11
65.0,293.0,0.761,-0.148
65.0,309.0,0.664,-0.07
65.0,311.0,0.712,-0.06
65.0,313.0,0.774,0.026
65.0,315.0,0.788,0.168
65.0,317.0,0.774,0.111
65.0,319.0,0.689,0.104
65.0,337.0,0.695,0.135
65.0,339.0,0.692,0.147
65.0,341.0,0.713,0.232
65.0,343.0,0.681,0.173
65.0,345.0,0.698,0.247
67.0,15.0,0.821,0.531
67.0,17.0,0.912,0.574
67.0,19.0,0.897,0.514
67.0,21.0,0.882,0.507
67.0,23.0,0.877,0.584
67.0,25.0,0.897,0.574
67.0,27.0,0.872,0.56
67.0,29.0,0.855,0.492
67.0,31.0,0.802,0.464
67.0,33.0,0.795,0.465
67.0,35.0,0.793,0.41
67.0,37.0,0.803,0.29
67.0,39.0,0.779,0.246
67.0,41.0,0.764,0.175
67.0,45.0,0.764,0.143
67.0,49.0,0.791,0.069
67.0,51.0,0.787,0.085
67.0,53.0,0.809,-0.011
67.0,55.0,0.813,0.087
67.0,57.0,0.833,0.102
67.0,59.0,0.804,0.043
67.0,61.0,0.796,0.09
67.0,63.0,0.781,0.011
67.0,65.0,0.798,0.067
67.0,67.0,0.795,-0.019
67.0,69.0,0.744,-0.083
67.0,71.0,0.762,0.055
67.0,75.0,0.77,0.005
67.0,77.0,0.758,0.075
67.0,79.0,0.775,0.099
67.0,81.0,0.754,0.22
67.0,83.0,0.739,0.147
67.0,85.0,0.745,0.032
67.0,87.0,0.759,0.138
67.0,89.0,0.754,0.117
67.0,91.0,0.757,0.066
67.0,93.0,0.743,0.128
67.0,95.0,0.761,0.174
67.0,97.0,0.742,0.272
67.0,99.0,0.736,0.188
67.0,101.0,0.744,0.047
67.0,103.0,0.729,-0.009
67.0,105.0,0.751,0.193
67.0,107.0,0.686,0.244
67.0,109.0,0.716,0.198
67.0,111.0,0.737,0.21
67.0,113.0,0.669,0.163
67.0,115.0,0.706,0.017
67.0,117.0,0.71,0.005
67.0,119.0,0.713,-0.034
67.0,121.0,0.742,0.074
67.0,123.0,0.713,0.196
67.0,125.0,0.728,0.116
67.0,127.0,0.718,0.076
67.0,129.0,0.752,0.125
67.0,131.0,0.729,0.127
67.0,133.0,0.71,0.192
67.0,135.0,0.736,0.227
67.0,137.0,0.747,0.094
67.0,139.0,0.748,0.132
67.0,141.0,0.696,0.294
67.0,143.0,0.712,0.156
67.0,145.0,0.702,0.171
67.0,147.0,0.648,0.195
67.0,149.0,0.665,0.158
67.0,151.0,0.68,0.06
67.0,153.0,0.711,0.0
67.0,155.0,0.729,-0.011
67.0,157.0,0.737,-0.052
67.0,159.0,0.756,0.009
67.0,161.0,0.785,-0.085
67.0,163.0,0.734,0.029
67.0,165.0,0.769,0.105
67.0,167.0,0.792,0.074
67.0,169.0,0.788,-0.108
67.0,171.0,0.774,0.124
67.0,173.0,0.789,0.372
67.0,175.0,0.761,0.347
67.0,177.0,0.742,0.259
67.0,179.0,0.717,0.358
67.0,181.0,0.74,0.405
67.0,183.0,0.724,0.448
67.0,185.0,0.709,0.443
67.0,187.0,0.722,0.451
67.0,199.0,0.864,0.51
67.0,201.0,0.872,0.299
67.0,203.0,0.844,0.351
67.0,205.0,0.852,0.258
67.0,207.0,0.871,0.382
67.0,209.0,0.784,0.12
67.0,211.0,0.832,0.218
67.0,213.0,0.807,0.126
67.0,215.0,0.793,0.237
67.0,217.0,0.829,0.184
67.0,219.0,0.784,0.176
67.0,221.0,0.782,0.223
67.0,223.0,0.79,0.142
67.0,225.0,0.755,-0.01
67.0,227.0,0.757,0.064
67.0,229.0,0.755,-0.094
67.0,231.0,0.752,-0.02
67.0,233.0,0.812,-0.065
67.0,235.0,0.773,-0.024
67.0,237.0,0.727,-0.143
67.0,239.0,0.761,-0.289
67.0,241.0,0.74,-0.111
67.0,243.0,0.784,-0.194
67.0,245.0,0.771,-0.233
67.0,247.0,0.776,-0.151
67.0,249.0,0.776,-0.092
67.0,251.0,0.807,0.001
67.0,253.0,0.813,0.132
67.0,255.0,0.84,0.32
67.0,257.0,0.806,0.293
67.0,259.0,0.751,0.357
67.0,261.0,0.763,0.397
67.0,263.0,0.738,0.553
67.0,265.0,0.758,0.339
67.0,267.0,0.792,0.327
67.0,269.0,0.746,0.46
67.0,271.0,0.711,0.41
67.0,273.0,0.745,0.438
67.0,275.0,0.743,0.382
67.0,277.0,0.737,0.249
67.0,289.0,0.639,0.08
67.0,291.0,0.607,0.064
67.0,293.0,0.686,0.008
67.0,295.0,0.645,-0.074
67.0,297.0,0.642,0.045
67.0,307.0,0.611,-0.034
67.0,309.0,0.66,0.107
67.0,311.0,0.675,-0.059
67.0,313.0,0.759,-0.079
67.0,315.0,0.747,-0.078
67.0,317.0,0.757,-0.021
67.0,319.0,0.765,0.127
67.0,321.0,0.7,0.284
67.0,323.0,0.72,0.245
67.0,325.0,0.733,0.315
69.0,15.0,0.663,0.283
69.0,19.0,0.794,0.416
69.0,21.0,0.843,0.567
69.0,23.0,0.841,0.483
69.0,25.0,0.814,0.568
