city,storm_type_code,storm_type,domain,urban_or_rural,hour,count
Austin,IS,isolated,city,urban,23,0
Austin,TS,tropical,city,urban,0,0
Austin,TS,tropical,city,urban,1,0
Austin,TS,tropical,city,urban,2,0
Austin,TS,tropical,city,urban,3,0
Austin,TS,tropical,city,urban,4,0
Austin,TS,tropical,city,urban,5,0
Austin,TS,tropical,city,urban,6,0
Austin,TS,tropical,city,urban,7,2
Austin,TS,tropical,city,urban,8,1
Austin,TS,tropical,city,urban,9,0
Austin,TS,tropical,city,urban,10,1
Austin,TS,tropical,city,urban,11,1
Austin,TS,tropical,city,urban,12,0
Austin,TS,tropical,city,urban,13,0
Austin,TS,tropical,city,urban,14,0
Austin,TS,tropical,city,urban,15,0
Austin,TS,tropical,city,urban,16,1
Austin,TS,tropical,city,urban,17,0
Austin,TS,tropical,city,urban,18,1
Austin,TS,tropical,city,urban,19,1
Austin,TS,tropical,city,urban,20,1
Austin,TS,tropical,city,urban,21,0
Austin,TS,tropical,city,urban,22,0
Austin,TS,tropical,city,urban,23,1
Austin,WF,warm_front,city,urban,0,1
Austin,WF,warm_front,city,urban,1,1
Austin,WF,warm_front,city,urban,2,4
Austin,WF,warm_front,city,urban,3,7
Austin,WF,warm_front,city,urban,4,18
Austin,WF,warm_front,city,urban,5,6
Austin,WF,warm_front,city,urban,6,11
Austin,WF,warm_front,city,urban,7,0
Austin,WF,warm_front,city,urban,8,4
Austin,WF,warm_front,city,urban,9,3
Austin,WF,warm_front,city,urban,10,5
Austin,WF,warm_front,city,urban,11,2
Austin,WF,warm_front,city,urban,12,1
Austin,WF,warm_front,city,urban,13,2
Austin,WF,warm_front,city,urban,14,2
Austin,WF,warm_front,city,urban,15,1
Austin,WF,warm_front,city,urban,16,0
Austin,WF,warm_front,city,urban,17,0
Austin,WF,warm_front,city,urban,18,0
Austin,WF,warm_front,city,urban,19,0
Austin,WF,warm_front,city,urban,20,0
Austin,WF,warm_front,city,urban,21,0
Austin,WF,warm_front,city,urban,22,0
Austin,WF,warm_front,city,urban,23,0
Austin,CF,cold_front,city,urban,0,2
Austin,CF,cold_front,city,urban,1,3
Austin,CF,cold_front,city,urban,2,8
Austin,CF,cold_front,city,urban,3,29
Austin,CF,cold_front,city,urban,4,35
Austin,CF,cold_front,city,urban,5,43
Austin,CF,cold_front,city,urban,6,14
Austin,CF,cold_front,city,urban,7,10
Austin,CF,cold_front,city,urban,8,9
Austin,CF,cold_front,city,urban,9,7
Austin,CF,cold_front,city,urban,10,3
Austin,CF,cold_front,city,urban,11,4
Austin,CF,cold_front,city,urban,12,2
Austin,CF,cold_front,city,urban,13,2
Austin,CF,cold_front,city,urban,14,1
Austin,CF,cold_front,city,urban,15,0
Austin,CF,cold_front,city,urban,16,0
Austin,CF,cold_front,city,urban,17,3
Austin,CF,cold_front,city,urban,18,0
Austin,CF,cold_front,city,urban,19,1
Austin,CF,cold_front,city,urban,20,0
Austin,CF,cold_front,city,urban,21,0
Austin,CF,cold_front,city,urban,22,0
Austin,CF,cold_front,city,urban,23,0
Austin,SC,single_cell,north,rural,0,241
Austin,SC,single_cell,north,rural,1,115
Austin,SC,single_cell,north,rural,2,28
Austin,SC,single_cell,north,rural,3,8
Austin,SC,single_cell,north,rural,4,1
Austin,SC,single_cell,north,rural,5,0
Austin,SC,single_cell,north,rural,6,0
Austin,SC,single_cell,north,rural,7,0
Austin,SC,single_cell,north,rural,8,0
Austin,SC,single_cell,north,rural,9,0
Austin,SC,single_cell,north,rural,10,0
Austin,SC,single_cell,north,rural,11,0
Austin,SC,single_cell,north,rural,12,0
Austin,SC,single_cell,north,rural,13,0
Austin,SC,single_cell,north,rural,14,0
Austin,SC,single_cell,north,rural,15,0
Austin,SC,single_cell,north,rural,16,0
Austin,SC,single_cell,north,rural,17,0
Austin,SC,single_cell,north,rural,18,0
Austin,SC,single_cell,north,rural,19,0
Austin,SC,single_cell,north,rural,20,0
Austin,SC,single_cell,north,rural,21,0
Austin,SC,single_cell,north,rural,22,0
Austin,SC,single_cell,north,rural,23,0
Austin,IS,isolated,north,rural,0,9
Austin,IS,isolated,north,rural,1,27
Austin,IS,isolated,north,rural,2,23
Austin,IS,isolated,north,rural,3,24
Austin,IS,isolated,north,rural,4,20
Austin,IS,isolated,north,rural,5,15
Austin,IS,isolated,north,rural,6,7
Austin,IS,isolated,north,rural,7,9
Austin,IS,isolated,north,rural,8,0
Austin,IS,isolated,north,rural,9,4
Austin,IS,isolated,north,rural,10,0
Austin,IS,isolated,north,rural,11,0
Austin,IS,isolated,north,rural,12,0
Austin,IS,isolated,north,rural,13,0
Austin,IS,isolated,north,rural,14,0
Austin,IS,isolated,north,rural,15,0
Austin,IS,isolated,north,rural,16,0
Austin,IS,isolated,north,rural,17,0
Austin,IS,isolated,north,rural,18,0
Austin,IS,isolated,north,rural,19,0
Austin,IS,isolated,north,rural,20,0
Austin,IS,isolated,north,rural,21,0
Austin,IS,isolated,north,rural,22,0
Austin,IS,isolated,north,rural,23,0
Austin,TS,tropical,north,rural,0,0
Austin,TS,tropical,north,rural,1,0
Austin,TS,tropical,north,rural,2,0
Austin,TS,tropical,north,rural,3,0
Austin,TS,tropical,north,rural,4,1
Austin,TS,tropical,north,rural,5,0
Austin,TS,tropical,north,rural,6,0
Austin,TS,tropical,north,rural,7,0
Austin,TS,tropical,north,rural,8,0
Austin,TS,tropical,north,rural,9,1
Austin,TS,tropical,north,rural,10,0
Austin,TS,tropical,north,rural,11,0
Austin,TS,tropical,north,rural,12,0
Austin,TS,tropical,north,rural,13,0
Austin,TS,tropical,north,rural,14,0
Austin,TS,tropical,north,rural,15,1
Austin,TS,tropical,north,rural,16,0
Austin,TS,tropical,north,rural,17,0
Austin,TS,tropical,north,rural,18,3
Austin,TS,tropical,north,rural,19,0
Austin,TS,tropical,north,rural,20,0
Austin,TS,tropical,north,rural,21,0
Austin,TS,tropical,north,rural,22,0
Austin,TS,tropical,north,rural,23,1
Austin,WF,warm_front,north,rural,0,2
Austin,WF,warm_front,north,rural,1,4
Austin,WF,warm_front,north,rural,2,5
Austin,WF,warm_front,north,rural,3,9
Austin,WF,warm_front,north,rural,4,13
Austin,WF,warm_front,north,rural,5,10
Austin,WF,warm_front,north,rural,6,7
Austin,WF,warm_front,north,rural,7,6
Austin,WF,warm_front,north,rural,8,6
Austin,WF,warm_front,north,rural,9,2
Austin,WF,warm_front,north,rural,10,4
Austin,WF,warm_front,north,rural,11,0
Austin,WF,warm_front,north,rural,12,0
Austin,WF,warm_front,north,rural,13,2
Austin,WF,warm_front,north,rural,14,0
Austin,WF,warm_front,north,rural,15,0
Austin,WF,warm_front,north,rural,16,0
Austin,WF,warm_front,north,rural,17,0
Austin,WF,warm_front,north,rural,18,2
Austin,WF,warm_front,north,rural,19,1
Austin,WF,warm_front,north,rural,20,1
Austin,WF,warm_front,north,rural,21,0
Austin,WF,warm_front,north,rural,22,0
Austin,WF,warm_front,north,rural,23,0
Austin,CF,cold_front,north,rural,0,1
Austin,CF,cold_front,north,rural,1,6
Austin,CF,cold_front,north,rural,2,13
Austin,CF,cold_front,north,rural,3,28
Austin,CF,cold_front,north,rural,4,34
Austin,CF,cold_front,north,rural,5,29
Austin,CF,cold_front,north,rural,6,26
Austin,CF,cold_front,north,rural,7,15
Austin,CF,cold_front,north,rural,8,11
Austin,CF,cold_front,north,rural,9,10
Austin,CF,cold_front,north,rural,10,8
Austin,CF,cold_front,north,rural,11,2
Austin,CF,cold_front,north,rural,12,2
Austin,CF,cold_front,north,rural,13,1
Austin,CF,cold_front,north,rural,14,0
Austin,CF,cold_front,north,rural,15,1
Austin,CF,cold_front,north,rural,16,0
Austin,CF,cold_front,north,rural,17,1
Austin,CF,cold_front,north,rural,18,0
Austin,CF,cold_front,north,rural,19,0
Austin,CF,cold_front,north,rural,20,0
Austin,CF,cold_front,north,rural,21,0
Austin,CF,cold_front,north,rural,22,0
Austin,CF,cold_front,north,rural,23,0
Austin,SC,single_cell,south,rural,0,319
Austin,SC,single_cell,south,rural,1,139
Austin,SC,single_cell,south,rural,2,28
Austin,SC,single_cell,south,rural,3,1
Austin,SC,single_cell,south,rural,4,1
Austin,SC,single_cell,south,rural,5,0
Austin,SC,single_cell,south,rural,6,0
Austin,SC,single_cell,south,rural,7,0
Austin,SC,single_cell,south,rural,8,0
Austin,SC,single_cell,south,rural,9,0
Austin,SC,single_cell,south,rural,10,0
Austin,SC,single_cell,south,rural,11,0
Austin,SC,single_cell,south,rural,12,0
Austin,SC,single_cell,south,rural,13,0
Austin,SC,single_cell,south,rural,14,0
Austin,SC,single_cell,south,rural,15,0
Austin,SC,single_cell,south,rural,16,0
Austin,SC,single_cell,south,rural,17,0
Austin,SC,single_cell,south,rural,18,0
Austin,SC,single_cell,south,rural,19,0
Austin,SC,single_cell,south,rural,20,0
Austin,SC,single_cell,south,rural,21,0
Austin,SC,single_cell,south,rural,22,0
Austin,SC,single_cell,south,rural,23,0
Austin,IS,isolated,south,rural,0,18
Austin,IS,isolated,south,rural,1,27
Austin,IS,isolated,south,rural,2,23
Austin,IS,isolated,south,rural,3,22
Austin,IS,isolated,south,rural,4,18
Austin,IS,isolated,south,rural,5,21
Austin,IS,isolated,south,rural,6,10
Austin,IS,isolated,south,rural,7,3
Austin,IS,isolated,south,rural,8,2
Austin,IS,isolated,south,rural,9,2
Austin,IS,isolated,south,rural,10,1
Austin,IS,isolated,south,rural,11,1
Austin,IS,isolated,south,rural,12,1
Austin,IS,isolated,south,rural,13,0
Austin,IS,isolated,south,rural,14,0
Austin,IS,isolated,south,rural,15,0
Austin,IS,isolated,south,rural,16,0
Austin,IS,isolated,south,rural,17,0
Austin,IS,isolated,south,rural,18,0
Austin,IS,isolated,south,rural,19,0
Austin,IS,isolated,south,rural,20,0
Austin,IS,isolated,south,rural,21,0
Austin,IS,isolated,south,rural,22,0
Austin,IS,isolated,south,rural,23,0
Austin,TS,tropical,south,rural,0,0
Austin,TS,tropical,south,rural,1,0
Austin,TS,tropical,south,rural,2,0
Austin,TS,tropical,south,rural,3,0
Austin,TS,tropical,south,rural,4,0
Austin,TS,tropical,south,rural,5,1
Austin,TS,tropical,south,rural,6,0
Austin,TS,tropical,south,rural,7,0
Austin,TS,tropical,south,rural,8,1
Austin,TS,tropical,south,rural,9,1
Austin,TS,tropical,south,rural,10,0
Austin,TS,tropical,south,rural,11,1
Austin,TS,tropical,south,rural,12,0
Austin,TS,tropical,south,rural,13,0
Austin,TS,tropical,south,rural,14,0
Austin,TS,tropical,south,rural,15,1
Austin,TS,tropical,south,rural,16,0
Austin,TS,tropical,south,rural,17,1
Austin,TS,tropical,south,rural,18,0
Austin,TS,tropical,south,rural,19,0
Austin,TS,tropical,south,rural,20,1
Austin,TS,tropical,south,rural,21,1
Austin,TS,tropical,south,rural,22,0
Austin,TS,tropical,south,rural,23,1
Austin,WF,warm_front,south,rural,0,1
Austin,WF,warm_front,south,rural,1,2
Austin,WF,warm_front,south,rural,2,5
Austin,WF,warm_front,south,rural,3,11
Austin,WF,warm_front,south,rural,4,20
Austin,WF,warm_front,south,rural,5,15
Austin,WF,warm_front,south,rural,6,6
Austin,WF,warm_front,south,rural,7,9
Austin,WF,warm_front,south,rural,8,2
Austin,WF,warm_front,south,rural,9,4
Austin,WF,warm_front,south,rural,10,3
Austin,WF,warm_front,south,rural,11,4
Austin,WF,warm_front,south,rural,12,2
Austin,WF,warm_front,south,rural,13,1
Austin,WF,warm_front,south,rural,14,1
Austin,WF,warm_front,south,rural,15,0
Austin,WF,warm_front,south,rural,16,0
Austin,WF,warm_front,south,rural,17,0
Austin,WF,warm_front,south,rural,18,0
Austin,WF,warm_front,south,rural,19,0
Austin,WF,warm_front,south,rural,20,0
Austin,WF,warm_front,south,rural,21,0
Austin,WF,warm_front,south,rural,22,0
Austin,WF,warm_front,south,rural,23,0
Austin,CF,cold_front,south,rural,0,3
Austin,CF,cold_front,south,rural,1,4
Austin,CF,cold_front,south,rural,2,10
Austin,CF,cold_front,south,rural,3,15
Austin,CF,cold_front,south,rural,4,39
Austin,CF,cold_front,south,rural,5,31
Austin,CF,cold_front,south,rural,6,14
Austin,CF,cold_front,south,rural,7,17
Austin,CF,cold_front,south,rural,8,6
Austin,CF,cold_front,south,rural,9,9
Austin,CF,cold_front,south,rural,10,3
Austin,CF,cold_front,south,rural,11,3
Austin,CF,cold_front,south,rural,12,1
Austin,CF,cold_front,south,rural,13,2
Austin,CF,cold_front,south,rural,14,0
Austin,CF,cold_front,south,rural,15,1
Austin,CF,cold_front,south,rural,16,1
Austin,CF,cold_front,south,rural,17,0
Austin,CF,cold_front,south,rural,18,0
Austin,CF,cold_front,south,rural,19,0
Austin,CF,cold_front,south,rural,20,0
Austin,CF,cold_front,south,rural,21,0
Austin,CF,cold_front,south,rural,22,0
Austin,CF,cold_front,south,rural,23,0
Austin,SC,single_cell,east,rural,0,320
Austin,SC,single_cell,east,rural,1,144
Austin,SC,single_cell,east,rural,2,26
Austin,SC,single_cell,east,rural,3,6
Austin,SC,single_cell,east,rural,4,0
Austin,SC,single_cell,east,rural,5,0
Austin,SC,single_cell,east,rural,6,0
Austin,SC,single_cell,east,rural,7,0
Austin,SC,single_cell,east,rural,8,0
Austin,SC,single_cell,east,rural,9,0
Austin,SC,single_cell,east,rural,10,0
Austin,SC,single_cell,east,rural,11,0
Austin,SC,single_cell,east,rural,12,0
Austin,SC,single_cell,east,rural,13,0
Austin,SC,single_cell,east,rural,14,0
Austin,SC,single_cell,east,rural,15,0
Austin,SC,single_cell,east,rural,16,0
Austin,SC,single_cell,east,rural,17,0
Austin,SC,single_cell,east,rural,18,0
Austin,SC,single_cell,east,rural,19,0
Austin,SC,single_cell,east,rural,20,0
Austin,SC,single_cell,east,rural,21,0
Austin,SC,single_cell,east,rural,22,0
Austin,SC,single_cell,east,rural,23,0
Austin,IS,isolated,east,rural,0,14
Austin,IS,isolated,east,rural,1,27
Austin,IS,isolated,east,rural,2,25
Austin,IS,isolated,east,rural,3,28
Austin,IS,isolated,east,rural,4,29
Austin,IS,isolated,east,rural,5,13
Austin,IS,isolated,east,rural,6,5
Austin,IS,isolated,east,rural,7,5
Austin,IS,isolated,east,rural,8,1
Austin,IS,isolated,east,rural,9,1
Austin,IS,isolated,east,rural,10,0
Austin,IS,isolated,east,rural,11,1
Austin,IS,isolated,east,rural,12,1
Austin,IS,isolated,east,rural,13,1
Austin,IS,isolated,east,rural,14,0
Austin,IS,isolated,east,rural,15,0
Austin,IS,isolated,east,rural,16,0
Austin,IS,isolated,east,rural,17,0
Austin,IS,isolated,east,rural,18,1
Austin,IS,isolated,east,rural,19,0
Austin,IS,isolated,east,rural,20,0
Austin,IS,isolated,east,rural,21,0
Austin,IS,isolated,east,rural,22,0
Austin,IS,isolated,east,rural,23,0
Austin,TS,tropical,east,rural,0,0
Austin,TS,tropical,east,rural,1,0
Austin,TS,tropical,east,rural,2,0
Austin,TS,tropical,east,rural,3,0
Austin,TS,tropical,east,rural,4,0
Austin,TS,tropical,east,rural,5,0
Austin,TS,tropical,east,rural,6,0
Austin,TS,tropical,east,rural,7,1
Austin,TS,tropical,east,rural,8,0
Austin,TS,tropical,east,rural,9,0
Austin,TS,tropical,east,rural,10,0
Austin,TS,tropical,east,rural,11,1
Austin,TS,tropical,east,rural,12,0
Austin,TS,tropical,east,rural,13,0
Austin,TS,tropical,east,rural,14,1
Austin,TS,tropical,east,rural,15,0
Austin,TS,tropical,east,rural,16,0
Austin,TS,tropical,east,rural,17,0
Austin,TS,tropical,east,rural,18,0
Austin,TS,tropical,east,rural,19,0
Austin,TS,tropical,east,rural,20,1
Austin,TS,tropical,east,rural,21,1
Austin,TS,tropical,east,rural,22,0
Austin,TS,tropical,east,rural,23,0
Austin,WF,warm_front,east,rural,0,0
Austin,WF,warm_front,east,rural,1,1
Austin,WF,warm_front,east,rural,2,4
Austin,WF,warm_front,east,rural,3,13
Austin,WF,warm_front,east,rural,4,18
Austin,WF,warm_front,east,rural,5,7
Austin,WF,warm_front,east,rural,6,10
Austin,WF,warm_front,east,rural,7,15
Austin,WF,warm_front,east,rural,8,1
Austin,WF,warm_front,east,rural,9,3
Austin,WF,warm_front,east,rural,10,10
Austin,WF,warm_front,east,rural,11,4
Austin,WF,warm_front,east,rural,12,0
Austin,WF,warm_front,east,rural,13,3
Austin,WF,warm_front,east,rural,14,0
Austin,WF,warm_front,east,rural,15,0
Austin,WF,warm_front,east,rural,16,0
Austin,WF,warm_front,east,rural,17,0
Austin,WF,warm_front,east,rural,18,0
Austin,WF,warm_front,east,rural,19,0
Austin,WF,warm_front,east,rural,20,0
Austin,WF,warm_front,east,rural,21,0
Austin,WF,warm_front,east,rural,22,1
Austin,WF,warm_front,east,rural,23,0
Austin,CF,cold_front,east,rural,0,2
Austin,CF,cold_front,east,rural,1,3
Austin,CF,cold_front,east,rural,2,15
Austin,CF,cold_front,east,rural,3,22
Austin,CF,cold_front,east,rural,4,30
Austin,CF,cold_front,east,rural,5,24
Austin,CF,cold_front,east,rural,6,23
Austin,CF,cold_front,east,rural,7,19
Austin,CF,cold_front,east,rural,8,8
Austin,CF,cold_front,east,rural,9,8
Austin,CF,cold_front,east,rural,10,6
Austin,CF,cold_front,east,rural,11,5
Austin,CF,cold_front,east,rural,12,3
Austin,CF,cold_front,east,rural,13,1
Austin,CF,cold_front,east,rural,14,0
Austin,CF,cold_front,east,rural,15,1
Austin,CF,cold_front,east,rural,16,0
Austin,CF,cold_front,east,rural,17,0
Austin,CF,cold_front,east,rural,18,0
Austin,CF,cold_front,east,rural,19,0
Austin,CF,cold_front,east,rural,20,0
Austin,CF,cold_front,east,rural,21,0
Austin,CF,cold_front,east,rural,22,0
Austin,CF,cold_front,east,rural,23,0
Austin,SC,single_cell,west,rural,0,270
Austin,SC,single_cell,west,rural,1,111
Austin,SC,single_cell,west,rural,2,24
Austin,SC,single_cell,west,rural,3,6
Austin,SC,single_cell,west,rural,4,1
Austin,SC,single_cell,west,rural,5,0
Austin,SC,single_cell,west,rural,6,0
Austin,SC,single_cell,west,rural,7,0
Austin,SC,single_cell,west,rural,8,0
Austin,SC,single_cell,west,rural,9,0
Austin,SC,single_cell,west,rural,10,0
Austin,SC,single_cell,west,rural,11,0
Austin,SC,single_cell,west,rural,12,0
Austin,SC,single_cell,west,rural,13,0
Austin,SC,single_cell,west,rural,14,0
Austin,SC,single_cell,west,rural,15,0
Austin,SC,single_cell,west,rural,16,0
Austin,SC,single_cell,west,rural,17,0
Austin,SC,single_cell,west,rural,18,0
Austin,SC,single_cell,west,rural,19,0
Austin,SC,single_cell,west,rural,20,0
Austin,SC,single_cell,west,rural,21,0
Austin,SC,single_cell,west,rural,22,0
Austin,SC,single_cell,west,rural,23,0
Austin,IS,isolated,west,rural,0,9
Austin,IS,isolated,west,rural,1,28
Austin,IS,isolated,west,rural,2,17
Austin,IS,isolated,west,rural,3,12
Austin,IS,isolated,west,rural,4,22
Austin,IS,isolated,west,rural,5,17
Austin,IS,isolated,west,rural,6,6
Austin,IS,isolated,west,rural,7,4
Austin,IS,isolated,west,rural,8,5
Austin,IS,isolated,west,rural,9,1
Austin,IS,isolated,west,rural,10,1
Austin,IS,isolated,west,rural,11,1
Austin,IS,isolated,west,rural,12,0
Austin,IS,isolated,west,rural,13,0
Austin,IS,isolated,west,rural,14,0
Austin,IS,isolated,west,rural,15,0
Austin,IS,isolated,west,rural,16,0
Austin,IS,isolated,west,rural,17,0
Austin,IS,isolated,west,rural,18,0
Austin,IS,isolated,west,rural,19,0
Austin,IS,isolated,west,rural,20,0
Austin,IS,isolated,west,rural,21,0
Austin,IS,isolated,west,rural,22,0
Austin,IS,isolated,west,rural,23,0
Austin,TS,tropical,west,rural,0,0
Austin,TS,tropical,west,rural,1,0
Austin,TS,tropical,west,rural,2,0
Austin,TS,tropical,west,rural,3,0
Austin,TS,tropical,west,rural,4,0
Austin,TS,tropical,west,rural,5,0
Austin,TS,tropical,west,rural,6,1
Austin,TS,tropical,west,rural,7,0
Austin,TS,tropical,west,rural,8,0
Austin,TS,tropical,west,rural,9,1
Austin,TS,tropical,west,rural,10,1
Austin,TS,tropical,west,rural,11,0
Austin,TS,tropical,west,rural,12,0
Austin,TS,tropical,west,rural,13,0
Austin,TS,tropical,west,rural,14,0
Austin,TS,tropical,west,rural,15,1
Austin,TS,tropical,west,rural,16,0
Austin,TS,tropical,west,rural,17,1
Austin,TS,tropical,west,rural,18,0
Austin,TS,tropical,west,rural,19,0
Austin,TS,tropical,west,rural,20,1
Austin,TS,tropical,west,rural,21,1
Austin,TS,tropical,west,rural,22,0
Austin,TS,tropical,west,rural,23,1
Austin,WF,warm_front,west,rural,0,0
Austin,WF,warm_front,west,rural,1,4
Austin,WF,warm_front,west,rural,2,4
Austin,WF,warm_front,west,rural,3,7
Austin,WF,warm_front,west,rural,4,7
Austin,WF,warm_front,west,rural,5,11
Austin,WF,warm_front,west,rural,6,5
Austin,WF,warm_front,west,rural,7,6
Austin,WF,warm_front,west,rural,8,3
Austin,WF,warm_front,west,rural,9,3
Austin,WF,warm_front,west,rural,10,4
Austin,WF,warm_front,west,rural,11,0
Austin,WF,warm_front,west,rural,12,1
Austin,WF,warm_front,west,rural,13,1
Austin,WF,warm_front,west,rural,14,0
Austin,WF,warm_front,west,rural,15,2
Austin,WF,warm_front,west,rural,16,1
Austin,WF,warm_front,west,rural,17,0
Austin,WF,warm_front,west,rural,18,1
Austin,WF,warm_front,west,rural,19,2
Austin,WF,warm_front,west,rural,20,0
Austin,WF,warm_front,west,rural,21,0
Austin,WF,warm_front,west,rural,22,0
Austin,WF,warm_front,west,rural,23,0
Austin,CF,cold_front,west,rural,0,4
Austin,CF,cold_front,west,rural,1,3
Austin,CF,cold_front,west,rural,2,12
Austin,CF,cold_front,west,rural,3,33
Austin,CF,cold_front,west,rural,4,35
Austin,CF,cold_front,west,rural,5,26
Austin,CF,cold_front,west,rural,6,25
Austin,CF,cold_front,west,rural,7,15
Austin,CF,cold_front,west,rural,8,8
Austin,CF,cold_front,west,rural,9,5
Austin,CF,cold_front,west,rural,10,1
Austin,CF,cold_front,west,rural,11,4
Austin,CF,cold_front,west,rural,12,0
Austin,CF,cold_front,west,rural,13,1
Austin,CF,cold_front,west,rural,14,0
Austin,CF,cold_front,west,rural,15,0
Austin,CF,cold_front,west,rural,16,0
Austin,CF,cold_front,west,rural,17,1
Austin,CF,cold_front,west,rural,18,1
Austin,CF,cold_front,west,rural,19,0
Austin,CF,cold_front,west,rural,20,0
Austin,CF,cold_front,west,rural,21,1
Austin,CF,cold_front,west,rural,22,0
Austin,CF,cold_front,west,rural,23,0
San Antonio,SC,single_cell,city,urban,0,337
San Antonio,SC,single_cell,city,urban,1,180
San Antonio,SC,single_cell,city,urban,2,39
San Antonio,SC,single_cell,city,urban,3,6
San Antonio,SC,single_cell,city,urban,4,1
San Antonio,SC,single_cell,city,urban,5,0
San Antonio,SC,single_cell,city,urban,6,0
San Antonio,SC,single_cell,city,urban,7,0
San Antonio,SC,single_cell,city,urban,8,0
San Antonio,SC,single_cell,city,urban,9,0
San Antonio,SC,single_cell,city,urban,10,0
San Antonio,SC,single_cell,city,urban,11,0
San Antonio,SC,single_cell,city,urban,12,0
San Antonio,SC,single_cell,city,urban,13,0
San Antonio,SC,single_cell,city,urban,14,0
San Antonio,SC,single_cell,city,urban,15,0
San Antonio,SC,single_cell,city,urban,16,0
San Antonio,SC,single_cell,city,urban,17,0
San Antonio,SC,single_cell,city,urban,18,0
San Antonio,SC,single_cell,city,urban,19,0
San Antonio,SC,single_cell,city,urban,20,0
San Antonio,SC,single_cell,city,urban,21,0
San Antonio,SC,single_cell,city,urban,22,0
San Antonio,SC,single_cell,city,urban,23,0
San Antonio,IS,isolated,city,urban,0,12
San Antonio,IS,isolated,city,urban,1,32
San Antonio,IS,isolated,city,urban,2,31
San Antonio,IS,isolated,city,urban,3,22
San Antonio,IS,isolated,city,urban,4,14
San Antonio,IS,isolated,city,urban,5,14
San Antonio,IS,isolated,city,urban,6,5
San Antonio,IS,isolated,city,urban,7,1
San Antonio,IS,isolated,city,urban,8,1
San Antonio,IS,isolated,city,urban,9,2
San Antonio,IS,isolated,city,urban,10,0
San Antonio,IS,isolated,city,urban,11,0
San Antonio,IS,isolated,city,urban,12,1
San Antonio,IS,isolated,city,urban,13,2
San Antonio,IS,isolated,city,urban,14,1
San Antonio,IS,isolated,city,urban,15,0
San Antonio,IS,isolated,city,urban,16,0
San Antonio,IS,isolated,city,urban,17,0
San Antonio,IS,isolated,city,urban,18,0
San Antonio,IS,isolated,city,urban,19,0
San Antonio,IS,isolated,city,urban,20,0
San Antonio,IS,isolated,city,urban,21,0
San Antonio,IS,isolated,city,urban,22,0
San Antonio,IS,isolated,city,urban,23,0
San Antonio,TS,tropical,city,urban,0,0
San Antonio,TS,tropical,city,urban,1,0
San Antonio,TS,tropical,city,urban,2,0
San Antonio,TS,tropical,city,urban,3,0
San Antonio,TS,tropical,city,urban,4,0
San Antonio,TS,tropical,city,urban,5,0
San Antonio,TS,tropical,city,urban,6,0
San Antonio,TS,tropical,city,urban,7,1
San Antonio,TS,tropical,city,urban,8,0
San Antonio,TS,tropical,city,urban,9,0
San Antonio,TS,tropical,city,urban,10,0
San Antonio,TS,tropical,city,urban,11,0
San Antonio,TS,tropical,city,urban,12,0
San Antonio,TS,tropical,city,urban,13,1
San Antonio,TS,tropical,city,urban,14,0
San Antonio,TS,tropical,city,urban,15,1
San Antonio,TS,tropical,city,urban,16,0
San Antonio,TS,tropical,city,urban,17,0
San Antonio,TS,tropical,city,urban,18,1
San Antonio,TS,tropical,city,urban,19,0
San Antonio,TS,tropical,city,urban,20,0
San Antonio,TS,tropical,city,urban,21,2
San Antonio,TS,tropical,city,urban,22,1
San Antonio,TS,tropical,city,urban,23,0
San Antonio,WF,warm_front,city,urban,0,2
San Antonio,WF,warm_front,city,urban,1,5
San Antonio,WF,warm_front,city,urban,2,2
San Antonio,WF,warm_front,city,urban,3,9
San Antonio,WF,warm_front,city,urban,4,18
San Antonio,WF,warm_front,city,urban,5,12
San Antonio,WF,warm_front,city,urban,6,9
San Antonio,WF,warm_front,city,urban,7,11
San Antonio,WF,warm_front,city,urban,8,4
San Antonio,WF,warm_front,city,urban,9,1
San Antonio,WF,warm_front,city,urban,10,5
San Antonio,WF,warm_front,city,urban,11,3
San Antonio,WF,warm_front,city,urban,12,3
San Antonio,WF,warm_front,city,urban,13,1
San Antonio,WF,warm_front,city,urban,14,2
San Antonio,WF,warm_front,city,urban,15,0
San Antonio,WF,warm_front,city,urban,16,1
San Antonio,WF,warm_front,city,urban,17,0
San Antonio,WF,warm_front,city,urban,18,0
San Antonio,WF,warm_front,city,urban,19,0
San Antonio,WF,warm_front,city,urban,20,1
San Antonio,WF,warm_front,city,urban,21,2
San Antonio,WF,warm_front,city,urban,22,1
San Antonio,WF,warm_front,city,urban,23,0
San Antonio,CF,cold_front,city,urban,0,1
San Antonio,CF,cold_front,city,urban,1,2
San Antonio,CF,cold_front,city,urban,2,11
San Antonio,CF,cold_front,city,urban,3,16
San Antonio,CF,cold_front,city,urban,4,20
San Antonio,CF,cold_front,city,urban,5,24
San Antonio,CF,cold_front,city,urban,6,20
San Antonio,CF,cold_front,city,urban,7,22
San Antonio,CF,cold_front,city,urban,8,8
San Antonio,CF,cold_front,city,urban,9,9
San Antonio,CF,cold_front,city,urban,10,2
San Antonio,CF,cold_front,city,urban,11,5
San Antonio,CF,cold_front,city,urban,12,1
San Antonio,CF,cold_front,city,urban,13,3
San Antonio,CF,cold_front,city,urban,14,0
San Antonio,CF,cold_front,city,urban,15,0
San Antonio,CF,cold_front,city,urban,16,1
San Antonio,CF,cold_front,city,urban,17,1
