anio,mes,dia,periodo,fuerza,inclinacion,latitud
1871,4,15,1845-1874,0.427,-1.301,-1.043
1871,4,16,1845-1874,1.905,-0.554,-1.248
1871,4,17,1845-1874,1.818,-0.163,-1.346
1871,4,18,1845-1874,0.903,-0.555,-0.656
1871,4,19,1845-1874,0.077,-1.557,-1.426
1871,4,20,1845-1874,-0.153,-0.696,-1.293
1871,4,21,1845-1874,0.769,-0.133,-0.978
1871,4,22,1845-1874,0.539,-0.268,-0.449
1871,4,23,1845-1874,-0.892,-0.128,-0.825
1871,4,24,1845-1874,-1.329,0.158,-0.045
1871,4,25,1845-1874,-0.841,-0.009,0.42
1871,4,26,1845-1874,-0.256,-0.314,0.341
1871,4,27,1845-1874,-0.574,-0.603,-0.159
1871,4,28,1845-1874,-0.827,-0.537,0.008
1871,4,29,1845-1874,-0.788,-1.499,-0.467
1871,4,30,1845-1874,-1.139,0.029,-0.454
1871,11,1,1845-1874,-1.51,-0.277,0.296
1871,11,2,1845-1874,-1.326,0.787,0.116
1871,11,3,1845-1874,-0.885,0.741,0.065
1871,11,4,1845-1874,-0.762,0.305,0.324
1871,11,5,1845-1874,-0.144,-0.327,0.83
1871,11,6,1845-1874,-0.72,-0.99,0.351
1871,11,7,1845-1874,-1.195,-0.829,-0.601
1871,11,8,1845-1874,-0.814,-0.137,-1.424
1871,11,9,1845-1874,-0.623,1.418,-1.344
1871,11,10,1845-1874,0.635,0.483,-1.082
1871,11,11,1845-1874,0.941,0.642,-1.09
1871,11,12,1845-1874,-1.101,1.596,-0.635
1871,11,13,1845-1874,-0.784,1.451,0.388
1871,11,14,1845-1874,0.311,0.068,0.962
1871,11,15,1845-1874,0.637,-0.323,-0.297
1871,11,16,1845-1874,-0.45,1.544,-0.658
1871,11,17,1845-1874,-0.327,1.382,-0.939
1871,11,18,1845-1874,-0.893,1.587,0.185
1871,11,19,1845-1874,-1.345,0.801,1.207
1871,11,20,1845-1874,-1.616,-0.061,1.536
1871,11,21,1845-1874,-2.283,-0.358,0.877
1871,11,22,1845-1874,-1.912,-0.268,0.593
1871,11,23,1845-1874,-1.651,0.132,0.658
1871,11,24,1845-1874,-1.732,-0.035,0.183
1871,11,25,1845-1874,-1.544,0.012,-0.076
1871,11,26,1845-1874,-2.339,0.39,-0.168
1871,11,27,1845-1874,-2.007,0.441,-0.007
1871,11,28,1845-1874,-1.094,0.192,-0.112
1871,11,29,1845-1874,-2.41,0.666,-0.727
1871,11,30,1845-1874,-2.577,0.524,-0.786
1871,12,1,1845-1874,-2.663,1.589,-0.741
1871,12,2,1845-1874,-0.671,1.38,0.285
1871,12,3,1845-1874,-0.353,0.664,-0.126
1871,12,4,1845-1874,-1.361,1.153,-0.139
1871,12,5,1845-1874,-0.191,1.492,0.182
1871,12,6,1845-1874,-1.008,1.112,-0.123
1871,12,7,1845-1874,-1.476,0.324,0.256
1871,12,8,1845-1874,0.499,1.263,1.006
1871,12,9,1845-1874,1.111,0.746,0.913
1871,12,10,1845-1874,-0.224,0.761,0.755
1871,12,11,1845-1874,0.359,0.432,1.428
1871,12,12,1845-1874,1.975,0.465,1.514
1871,12,13,1845-1874,2.462,0.606,1.375
1871,12,14,1845-1874,1.405,0.35,1.202
1871,12,15,1845-1874,1.154,0.526,1.002
1871,12,16,1845-1874,0.536,0.342,1.033
1871,12,17,1845-1874,0.667,0.388,1.126
1871,12,18,1845-1874,1.848,-0.019,0.489
1871,12,19,1845-1874,3.06,0.153,-0.065
1871,12,20,1845-1874,1.923,-0.783,-0.468
1871,12,21,1845-1874,2.008,0.679,-0.515
1871,12,22,1845-1874,1.008,0.175,-0.319
1871,12,23,1845-1874,-0.329,0.404,0.387
1871,12,24,1845-1874,1.534,-0.178,0.734
1871,12,25,1845-1874,1.734,-0.377,0.293
1871,12,26,1845-1874,1.118,-0.427,-0.267
1871,12,27,1845-1874,0.385,-0.786,-0.612
1871,12,28,1845-1874,0.989,-1.032,-0.869
1871,12,29,1845-1874,-0.058,-0.583,-0.339
1871,12,30,1845-1874,0.986,-0.573,-0.007
1871,12,31,1845-1874,1.404,0.515,0.187
1872,1,1,1845-1874,0.672,-0.375,0.716
1872,1,2,1845-1874,0.238,-0.985,0.231
1872,1,3,1845-1874,0.69,-0.375,0.109
1872,1,4,1845-1874,0.709,-1.352,-0.675
1872,1,5,1845-1874,1.629,-1.909,-1.604
1872,1,6,1845-1874,2.544,-0.418,-0.961
1872,1,7,1845-1874,0.783,-0.652,-0.899
1872,1,8,1845-1874,-1.445,-0.413,-1.832
1872,1,9,1845-1874,-2.132,0.537,-1.626
1872,1,10,1845-1874,-1.706,0.895,0.023
1872,1,11,1845-1874,-1.049,-0.84,0.273
1872,1,12,1845-1874,-1.224,-0.025,0.705
1872,1,13,1845-1874,-0.55,-0.985,0.53
1872,1,14,1845-1874,-0.657,-0.187,-0.043
1872,1,15,1845-1874,-0.39,0.096,0.062
1872,1,16,1845-1874,-0.312,-0.403,0.142
1872,1,17,1845-1874,0.031,-1.443,-0.472
1872,1,18,1845-1874,-0.189,-1.681,-1.594
1872,1,19,1845-1874,-1.325,-0.578,-1.374
1872,1,20,1845-1874,-1.724,-0.37,-1.122
1872,1,21,1845-1874,-0.516,-0.622,-0.446
1872,1,22,1845-1874,-0.768,-1.098,-0.784
1872,1,23,1845-1874,-1.007,-2.504,-1.849
1872,1,24,1845-1874,-0.732,-2.478,-2.311
1872,1,25,1845-1874,-1.365,-1.616,-2.011
1872,1,26,1845-1874,-1.069,-1.374,-1.171
1872,1,27,1845-1874,-1.027,-0.139,-0.354
1872,1,28,1845-1874,-0.638,0.021,0.285
1872,1,29,1845-1874,-0.105,-0.444,0.376
1872,1,30,1845-1874,-0.188,-0.596,0.11
1872,1,31,1845-1874,0.566,-0.762,0.291
1872,2,1,1845-1874,0.711,-1.441,0.132
1872,2,2,1845-1874,0.027,-1.178,-0.124
1872,2,3,1845-1874,-0.971,-0.567,0.261
1872,2,4,1845-1874,-1.42,-1.398,0.48
1872,2,5,1845-1874,-0.707,-2.215,0.498
1872,2,6,1845-1874,-0.185,-1.97,0.482
1872,2,7,1845-1874,0.368,-0.992,0.684
1872,2,8,1845-1874,0.757,-0.682,0.403
1872,2,9,1845-1874,0.273,-0.651,0.418
1872,2,10,1845-1874,-0.279,-1.037,0.596
1872,2,11,1845-1874,-0.769,-1.412,0.471
1872,2,12,1845-1874,-1.673,-1.819,0.12
1872,2,13,1845-1874,-1.531,-1.166,0.126
1872,2,14,1845-1874,-1.024,-1.13,0.022
1872,2,15,1845-1874,-2.001,-1.347,-0.25
1872,2,16,1845-1874,-3.496,-0.421,-0.494
1872,2,17,1845-1874,-1.315,-1.099,0.149
1872,2,18,1845-1874,-0.097,-1.705,0.4
1872,2,19,1845-1874,-0.063,-1.474,0.269
1872,2,20,1845-1874,0.416,-0.92,0.388
1872,2,21,1845-1874,0.465,-0.564,0.583
1872,2,22,1845-1874,0.974,-0.397,0.799
1872,2,23,1845-1874,0.541,-1.231,0.171
1872,2,24,1845-1874,0.2,-1.571,-0.372
1872,2,25,1845-1874,-0.369,-1.179,-0.736
1872,2,26,1845-1874,-1.446,0.161,-1.367
1872,2,27,1845-1874,-1.726,1.325,-0.062
1872,2,28,1845-1874,1.419,0.302,0.415
1872,2,29,1845-1874,2.531,-0.453,-0.365
1872,3,1,1845-1874,2.315,-0.173,-0.541
1872,3,2,1845-1874,0.179,-0.22,0.731
1872,3,3,1845-1874,1.513,-0.324,1.391
1872,3,4,1845-1874,2.017,-0.549,1.292
1872,3,5,1845-1874,0.944,-0.708,0.911
1872,3,6,1845-1874,0.571,-0.979,0.223
1872,3,7,1845-1874,0.405,-1.807,-0.526
1872,3,8,1845-1874,0.244,-1.327,-0.584
1872,3,9,1845-1874,0.491,-0.173,0.084
1872,3,10,1845-1874,-0.233,0.997,0.609
1872,3,11,1845-1874,-1.378,0.334,0.834
1872,3,12,1845-1874,-1.727,-0.155,0.668
1872,3,13,1845-1874,-1.136,-0.043,0.033
1872,3,14,1845-1874,-1.254,-0.786,-1.002
1872,3,15,1845-1874,-0.581,-0.138,-0.66
1872,3,16,1845-1874,-0.04,-0.115,0.19
1872,3,17,1845-1874,-0.081,-0.093,0.405
1872,3,18,1845-1874,-0.859,0.03,-0.43
1872,3,19,1845-1874,-2.033,1.061,-0.934
1872,3,20,1845-1874,-2.314,0.781,-0.65
1872,3,21,1845-1874,-1.777,-0.353,-0.673
1872,3,22,1845-1874,-2.198,-0.576,-0.457
1872,3,23,1845-1874,-1.937,-0.527,-0.159
1872,3,24,1845-1874,-2.661,-0.088,-0.835
1872,3,25,1845-1874,-3.398,0.598,-1.689
1872,3,26,1845-1874,-0.198,-0.22,-1.104
1872,3,27,1845-1874,0.846,-1.081,-0.429
1872,3,28,1845-1874,1.371,-1.67,-0.701
1872,3,29,1845-1874,2.602,-1.058,-1.087
1872,3,30,1845-1874,1.057,-1.197,-1.383
1872,3,31,1845-1874,0.327,-0.184,-1.218
1872,4,1,1845-1874,-0.365,-0.884,-0.895
1872,4,2,1845-1874,-0.729,-0.761,-1.278
1872,4,3,1845-1874,-0.347,0.286,-1.058
1872,4,4,1845-1874,-0.914,0.063,-0.161
1872,4,5,1845-1874,-1.749,0.454,0.976
1872,4,6,1845-1874,-1.739,0.699,1.279
1872,4,7,1845-1874,-0.31,0.528,1.336
1872,4,8,1845-1874,0.976,0.106,0.321
1872,4,9,1845-1874,-0.525,1.733,-0.089
1872,4,10,1845-1874,-0.179,0.567,0.514
1872,4,11,1845-1874,0.955,-0.361,0.726
1872,4,12,1845-1874,1.113,-1.14,0.318
1872,4,13,1845-1874,2.299,0.938,0.362
1872,4,14,1845-1874,1.616,1.449,0.206
1872,4,15,1845-1874,1.122,0.802,0.096
1872,4,16,1845-1874,1.095,1.286,-0.447
1872,4,17,1845-1874,0.221,1.053,-1.17
1872,4,18,1845-1874,-0.292,0.873,-0.991
1872,4,19,1845-1874,-0.022,0.583,-0.546
1872,4,20,1845-1874,-1.164,0.144,-1.061
1872,4,21,1845-1874,-1.662,-1.149,-1.931
1872,4,22,1845-1874,-0.009,-1.325,-1.535
1872,4,23,1845-1874,0.745,-1.101,-1.193
1872,4,24,1845-1874,0.25,-0.922,-0.59
1872,4,25,1845-1874,0.161,-0.685,0.005
1872,4,26,1845-1874,0.164,-0.853,0.379
1872,4,27,1845-1874,-0.478,-1.214,0.11
1872,4,28,1845-1874,-1.055,-0.685,0.29
1872,4,29,1845-1874,-0.979,0.503,1.08
1872,4,30,1845-1874,-0.593,0.452,1.292
1872,11,1,1845-1874,2.899,-0.305,-0.65
1872,11,2,1845-1874,1.526,-1.188,-1.011
1872,11,3,1845-1874,0.918,0.69,-0.8
1872,11,4,1845-1874,2.059,0.482,0.186
1872,11,5,1845-1874,1.042,-0.726,0.018
1872,11,6,1845-1874,1.249,-0.369,0.155
1872,11,7,1845-1874,3.086,1.144,0.556
1872,11,8,1845-1874,2.165,0.609,0.87
1872,11,9,1845-1874,1.208,0.562,0.273
1872,11,10,1845-1874,-1.131,0.547,-1.046
1872,11,11,1845-1874,-2.434,1.183,-0.887
1872,11,12,1845-1874,-4.156,1.021,-0.499
1872,11,13,1845-1874,-3.451,0.661,-0.336
1872,11,14,1845-1874,-2.864,-0.889,-0.217
1872,11,15,1845-1874,-1.756,-0.411,-0.064
1872,11,16,1845-1874,-1.352,-1.771,-0.174
1872,11,17,1845-1874,-1.386,-0.969,-0.149
1872,11,18,1845-1874,-0.76,-1.284,-0.656
1872,11,19,1845-1874,-0.625,-0.685,-1.16
1872,11,20,1845-1874,1.039,-1.155,-0.728
1872,11,21,1845-1874,1.24,-0.836,-0.072
1872,11,22,1845-1874,0.473,-1.582,-0.338
1872,11,23,1845-1874,0.729,-1.991,-1.118
1872,11,24,1845-1874,0.252,-0.919,-0.98
1872,11,25,1845-1874,0.622,-1.68,-0.878
1872,11,26,1845-1874,2.396,-1.029,-0.682
1872,11,27,1845-1874,3.455,-0.107,-0.491
1872,11,28,1845-1874,1.897,0.194,-0.812
1872,11,29,1845-1874,0.301,-0.41,-1.102
1872,11,30,1845-1874,-0.482,-1.716,-1.893
1872,12,1,1845-1874,-0.992,-1.485,-1.747
1872,12,2,1845-1874,-0.65,-0.212,-1.157
1872,12,3,1845-1874,-0.803,-0.486,-1.248
1872,12,4,1845-1874,-2.258,1.445,-1.456
1872,12,5,1845-1874,-1.112,0.679,-0.384
1872,12,6,1845-1874,-0.265,-1.037,-0.805
1872,12,7,1845-1874,0.153,-0.233,-1.392
1872,12,8,1845-1874,1.185,-0.2,-1.314
1872,12,9,1845-1874,0.307,-0.69,-2.354
1872,12,10,1845-1874,1.186,-0.701,-2.552
1872,12,11,1845-1874,-0.451,0.906,-2.244
1872,12,12,1845-1874,-0.287,1.592,-0.727
1872,12,13,1845-1874,1.1,-0.439,-0.251
1872,12,14,1845-1874,-0.207,-0.81,-0.861
1872,12,15,1845-1874,-1.196,-0.077,-0.496
1872,12,16,1845-1874,-1.759,0.231,-0.439
1872,12,17,1845-1874,-2.112,-1.761,-0.778
1872,12,18,1845-1874,-3.248,-0.875,-0.464
1872,12,19,1845-1874,-2.997,-0.903,-0.53
1872,12,20,1845-1874,-1.929,-0.961,-0.375
1872,12,21,1845-1874,-1.13,-1.723,-0.305
1872,12,22,1845-1874,-0.853,-0.905,0.36
1872,12,23,1845-1874,-0.13,-1.295,-0.144
1872,12,24,1845-1874,1.677,-1.314,-1.103
1872,12,25,1845-1874,1.185,-1.765,-1.407
1872,12,26,1845-1874,1.493,-0.74,-0.41
1872,12,27,1845-1874,0.964,-1.065,0.434
1872,12,28,1845-1874,-0.096,-1.36,0.039
1872,12,29,1845-1874,0.665,-0.96,0.111
1872,12,30,1845-1874,1.191,-0.804,0.514
1872,12,31,1845-1874,0.978,-1.64,0.162
1873,1,1,1845-1874,0.944,-0.886,0.163
1873,1,2,1845-1874,0.813,-1.474,-0.557
1873,1,3,1845-1874,1.168,-1.033,-0.035
1873,1,4,1845-1874,1.838,-0.981,0.231
1873,1,5,1845-1874,2.157,-0.609,-0.106
1873,1,6,1845-1874,2.554,0.04,0.417
1873,1,7,1845-1874,1.932,-0.16,0.7
1873,1,8,1845-1874,1.477,-1.071,0.22
1873,1,9,1845-1874,1.709,-1.55,-0.003
1873,1,10,1845-1874,2.146,-1.168,0.125
1873,1,11,1845-1874,2.167,-0.815,0.163
1873,1,12,1845-1874,2.564,-0.416,0.224
1873,1,13,1845-1874,3.264,-0.003,0.307
1873,1,14,1845-1874,3.074,0.165,0.668
1873,1,15,1845-1874,2.933,-0.177,0.439
1873,1,16,1845-1874,2.566,-0.259,0.55
1873,1,17,1845-1874,0.57,-0.333,0.387
1873,1,18,1845-1874,0.673,-0.345,-0.448
1873,1,19,1845-1874,0.766,-1.972,-2.68
1873,1,20,1845-1874,-0.785,-0.855,-4.047
1873,1,21,1845-1874,-1.856,0.135,-3.399
1873,1,22,1845-1874,-0.013,-1.173,-3.089
1873,1,23,1845-1874,-1.044,0.623,-1.875
1873,1,24,1845-1874,-1.261,-0.41,-1.2
1873,1,25,1845-1874,-2.028,0.509,-0.119
1873,1,26,1845-1874,-2.036,-0.567,0.364
1873,1,27,1845-1874,-2.248,-0.289,0.721
1873,1,28,1845-1874,-1.707,-0.343,0.475
1873,1,29,1845-1874,-2.067,-0.222,0.527
1873,1,30,1845-1874,-2.27,-0.818,0.573
1873,1,31,1845-1874,-3.02,-0.369,0.614
1873,2,1,1845-1874,-3.068,-0.42,0.569
1873,2,2,1845-1874,-2.362,-2.158,-0.42
1873,2,3,1845-1874,-2.724,-0.932,-0.48
1873,2,4,1845-1874,-1.951,-0.638,0.286
1873,2,5,1845-1874,-1.605,-0.08,0.526
1873,2,6,1845-1874,-3.052,0.475,0.043
1873,2,7,1845-1874,-3.235,0.508,0.075
1873,2,8,1845-1874,-2.07,0.272,0.386
1873,2,9,1845-1874,-1.394,0.235,0.561
1873,2,10,1845-1874,-1.352,1.432,-0.029
1873,2,11,1845-1874,-1.493,2.067,-0.015
1873,2,12,1845-1874,-1.586,1.288,-0.463
1873,2,13,1845-1874,-0.234,1.444,-0.218
1873,2,14,1845-1874,0.109,1.315,0.155
1873,2,15,1845-1874,1.151,0.997,0.938
1873,2,16,1845-1874,0.943,1.084,1.274
1873,2,17,1845-1874,2.161,0.53,2.148
1873,2,18,1845-1874,2.112,0.634,2.301
1873,2,19,1845-1874,1.861,0.986,1.712
1873,2,20,1845-1874,2.915,0.909,1.501
1873,2,21,1845-1874,1.027,0.063,1.107
1873,2,22,1845-1874,2.789,0.348,-0.439
1873,2,23,1845-1874,1.937,0.369,-0.479
1873,2,24,1845-1874,0.928,-0.253,-0.457
1873,2,25,1845-1874,0.429,-1.171,-0.279
1873,2,26,1845-1874,0.123,-2.546,-1.797
1873,2,27,1845-1874,-0.69,0.411,-2.012
1873,2,28,1845-1874,-0.982,1.114,-1.291
1873,3,1,1845-1874,-0.616,-1.051,-1.441
1873,3,2,1845-1874,-1.133,0.148,-0.971
1873,3,3,1845-1874,-0.77,-0.484,-0.036
1873,3,4,1845-1874,-1.013,-0.494,-0.355
1873,3,5,1845-1874,-0.744,-0.035,-0.238
1873,3,6,1845-1874,-1.61,0.42,-0.018
1873,3,7,1845-1874,-1.084,-1.958,-0.764
1873,3,8,1845-1874,-0.436,-0.665,-0.453
1873,3,9,1845-1874,-0.021,-0.854,-0.205
1873,3,10,1845-1874,-0.058,-1.139,-0.956
1873,3,11,1845-1874,-0.302,-0.681,-1.946
1873,3,12,1845-1874,0.08,0.101,-1.958
1873,3,13,1845-1874,-1.324,0.193,-1.426
1873,3,14,1845-1874,-1.899,0.039,-0.577
1873,3,15,1845-1874,-1.105,-0.774,0.342
1873,3,16,1845-1874,-0.833,-1.366,0.349
1873,3,17,1845-1874,-0.596,-0.791,0.274
1873,3,18,1845-1874,-1.091,-0.181,-0.038
1873,3,19,1845-1874,-1.627,0.886,-0.788
1873,3,20,1845-1874,-1.786,1.04,-0.64
1873,3,21,1845-1874,-1.03,0.007,-0.174
1873,3,22,1845-1874,-1.357,-0.348,0.271
1873,3,23,1845-1874,-0.923,-0.517,0.497
1873,3,24,1845-1874,0.291,-0.405,0.633
1873,3,25,1845-1874,0.191,-0.106,0.714
1873,3,26,1845-1874,-0.789,-0.166,0.868
1873,3,27,1845-1874,-1.163,-0.417,0.545
1873,3,28,1845-1874,-0.953,-0.761,0.341
1873,3,29,1845-1874,-0.535,-0.704,0.566
1873,3,30,1845-1874,-0.256,-0.836,0.529
1873,3,31,1845-1874,-0.187,-1.173,0.131
1873,4,1,1845-1874,-0.225,-0.316,0.355
1873,4,2,1845-1874,-0.287,0.253,0.787
1873,4,3,1845-1874,0.176,0.489,0.646
1873,4,4,1845-1874,0.39,0.588,0.304
1873,4,5,1845-1874,0.31,0.369,-0.756
1873,4,6,1845-1874,-1.113,0.487,-1.426
1873,4,7,1845-1874,-2.082,1.042,-1.067
1873,4,8,1845-1874,-0.665,0.479,0.052
1873,4,9,1845-1874,0.059,0.329,0.921
1873,4,10,1845-1874,-0.044,0.709,0.69
1873,4,11,1845-1874,0.786,0.831,-0.139
1873,4,12,1845-1874,0.603,0.873,-0.09
1873,4,13,1845-1874,0.029,0.058,0.213
1873,4,14,1845-1874,-0.688,-0.724,0.256
1873,4,15,1845-1874,-0.868,-1.3,0.028
1873,4,16,1845-1874,-0.952,-1.05,-0.533
1873,4,17,1845-1874,-1.416,-0.691,-0.952
1873,4,18,1845-1874,-1.469,-0.189,-0.649
1873,4,19,1845-1874,-1.552,0.428,-0.134
1873,4,20,1845-1874,-1.4,0.414,0.362
1873,4,21,1845-1874,0.606,0.881,0.24
1873,4,22,1845-1874,0.147,0.94,-0.419
1873,4,23,1845-1874,-2.045,0.946,-0.689
1873,4,24,1845-1874,-1.825,0.555,-0.402
1873,4,25,1845-1874,-1.655,0.902,0.061
1873,4,26,1845-1874,-0.655,1.237,0.178
1873,4,27,1845-1874,0.094,0.552,-0.342
1873,4,28,1845-1874,1.132,0.969,-0.033
1873,4,29,1845-1874,2.067,1.133,-0.211
1873,4,30,1845-1874,1.227,1.035,0.064
1873,11,1,1845-1874,0.788,-1.206,-1.503
1873,11,2,1845-1874,0.058,-1.037,-1.279
1873,11,3,1845-1874,-1.074,-0.611,-1.147
1873,11,4,1845-1874,-0.263,-0.38,-0.948
1873,11,5,1845-1874,-0.118,-0.979,-0.906
1873,11,6,1845-1874,-1.313,-1.305,-1.16
1873,11,7,1845-1874,0.503,-0.822,-0.48
1873,11,8,1845-1874,0.656,-0.256,0.201
1873,11,9,1845-1874,-0.394,-0.453,0.596
1873,11,10,1845-1874,-1.795,0.019,0.826
1873,11,11,1845-1874,-0.568,-0.106,1.187
1873,11,12,1845-1874,0.0,-0.635,0.86
1873,11,13,1845-1874,0.261,-0.649,0.22
1873,11,14,1845-1874,-1.138,0.179,0.017
1873,11,15,1845-1874,-1.008,1.024,0.703
1873,11,16,1845-1874,0.334,1.307,0.903
1873,11,17,1845-1874,1.339,1.279,0.869
1873,11,18,1845-1874,-0.031,0.933,0.784
1873,11,19,1845-1874,0.604,0.54,0.533
1873,11,20,1845-1874,-0.166,0.315,0.508
1873,11,21,1845-1874,0.496,0.201,-0.071
1873,11,22,1845-1874,0.367,0.919,-2.209
1873,11,23,1845-1874,0.991,1.174,-1.692
1873,11,24,1845-1874,1.549,0.907,-0.599
1873,11,25,1845-1874,2.512,0.674,0.397
1873,11,26,1845-1874,1.99,-0.749,0.052
1873,11,27,1845-1874,0.485,-0.291,-1.197
1873,11,28,1845-1874,0.444,1.272,-0.715
1873,11,29,1845-1874,2.003,0.38,-0.786
1873,11,30,1845-1874,0.595,1.622,-0.854
1873,12,1,1845-1874,-0.144,1.105,1.261
1873,12,2,1845-1874,2.046,0.813,1.533
1873,12,3,1845-1874,1.495,0.465,1.924
1873,12,4,1845-1874,2.069,0.818,1.742
1873,12,5,1845-1874,2.354,0.831,1.154
1873,12,6,1845-1874,-0.342,1.253,0.926
1873,12,7,1845-1874,0.889,0.346,1.885
1873,12,8,1845-1874,2.884,0.35,2.024
1873,12,9,1845-1874,2.558,0.588,1.794
1873,12,10,1845-1874,1.099,0.849,1.557
1873,12,11,1845-1874,1.03,0.851,1.744
1873,12,12,1845-1874,-0.059,0.588,1.901
1873,12,13,1845-1874,1.101,0.694,1.813
1873,12,14,1845-1874,1.206,0.681,1.294
1873,12,15,1845-1874,1.272,0.374,0.675
1873,12,16,1845-1874,3.248,0.816,-0.687
1873,12,17,1845-1874,1.798,1.86,-0.371
1873,12,18,1845-1874,0.883,0.966,0.26
1873,12,19,1845-1874,1.316,0.193,0.152
1873,12,20,1845-1874,1.524,0.501,-0.288
1873,12,21,1845-1874,1.976,0.753,0.174
1873,12,22,1845-1874,2.495,0.213,0.286
1873,12,23,1845-1874,3.038,0.979,0.122
1873,12,24,1845-1874,1.785,1.052,0.307
1873,12,25,1845-1874,1.577,0.459,0.994
1873,12,26,1845-1874,2.743,0.186,0.38
1873,12,27,1845-1874,1.303,-0.055,-0.486
1873,12,28,1845-1874,-0.864,1.377,-0.089
1873,12,29,1845-1874,-0.318,-0.122,0.532
1873,12,30,1845-1874,0.928,-1.077,0.44
1873,12,31,1845-1874,0.929,-1.461,-0.16
1874,1,1,1845-1874,1.432,0.036,0.722
1874,1,2,1845-1874,2.153,-0.743,0.349
1874,1,3,1845-1874,2.064,-1.862,-0.762
1874,1,4,1845-1874,1.96,-0.462,-0.883
1874,1,5,1845-1874,1.311,0.536,-0.083
1874,1,6,1845-1874,1.694,0.529,1.042
1874,1,7,1845-1874,0.858,-0.162,0.994
1874,1,8,1845-1874,-0.017,-1.321,0.558
1874,1,9,1845-1874,0.626,-1.362,0.522
1874,1,10,1845-1874,1.126,-0.525,0.668
1874,1,11,1845-1874,0.881,0.081,0.415
1874,1,12,1845-1874,1.727,0.229,-0.311
1874,1,13,1845-1874,2.953,1.055,-0.101
1874,1,14,1845-1874,3.129,0.488,-0.186
1874,1,15,1845-1874,1.953,-0.544,0.211
1874,1,16,1845-1874,1.613,-1.533,-0.651
1874,1,17,1845-1874,0.478,-0.303,-0.932
1874,1,18,1845-1874,-0.098,-0.363,-0.608
1874,1,19,1845-1874,2.65,-0.113,-0.852
1874,1,20,1845-1874,2.379,-0.709,-0.374
1874,1,21,1845-1874,2.339,0.283,0.535
1874,1,22,1845-1874,1.979,0.222,1.455
1874,1,23,1845-1874,1.796,0.054,0.954
1874,1,24,1845-1874,1.899,0.638,0.346
1874,1,25,1845-1874,0.94,1.166,1.175
1874,1,26,1845-1874,4.486,1.315,0.741
1874,1,27,1845-1874,1.99,2.324,0.255
1874,1,28,1845-1874,-0.286,1.329,1.075
1874,1,29,1845-1874,1.053,0.708,0.925
1874,1,30,1845-1874,1.315,1.825,0.451
1874,1,31,1845-1874,0.955,1.639,0.714
1874,2,1,1845-1874,-1.03,1.38,0.87
1874,2,2,1845-1874,0.229,0.67,1.059
1874,2,3,1845-1874,0.884,0.662,1.042
1874,2,4,1845-1874,0.344,0.783,1.697
1874,2,5,1845-1874,2.048,1.073,1.457
1874,2,6,1845-1874,0.561,0.548,1.355
1874,2,7,1845-1874,1.653,0.373,0.805
1874,2,8,1845-1874,0.472,1.144,-0.257
1874,2,9,1845-1874,0.191,1.511,0.005
1874,2,10,1845-1874,-0.775,1.211,1.203
1874,2,11,1845-1874,1.95,0.031,1.543
1874,2,12,1845-1874,1.69,-1.166,1.145
1874,2,13,1845-1874,2.75,-0.944,0.783
1874,2,14,1845-1874,2.4,-1.435,0.176
1874,2,15,1845-1874,0.887,-1.989,-0.388
1874,2,16,1845-1874,0.758,-1.164,-0.696
1874,2,17,1845-1874,-0.886,-0.921,-1.518
1874,2,18,1845-1874,-0.646,-0.038,-1.115
1874,2,19,1845-1874,-0.944,0.773,-0.246
1874,2,20,1845-1874,-1.947,0.655,0.526
1874,2,21,1845-1874,-1.632,-0.024,0.307
1874,2,22,1845-1874,-1.203,-0.582,-0.075
1874,2,23,1845-1874,-1.04,-0.683,0.192
1874,2,24,1845-1874,-1.209,-0.506,0.553
1874,2,25,1845-1874,-1.42,-1.017,0.087
1874,2,26,1845-1874,-0.955,-2.577,-0.631
1874,2,27,1845-1874,-1.65,-2.113,-0.663
1874,2,28,1845-1874,-2.099,-0.772,0.528
1874,3,1,1845-1874,-1.646,-1.415,0.925
1874,3,2,1845-1874,-0.979,-0.797,1.894
1874,3,3,1845-1874,-0.249,-0.513,2.247
1874,3,4,1845-1874,0.033,-0.308,2.17
1874,3,5,1845-1874,0.47,0.005,1.898
1874,3,6,1845-1874,1.114,0.854,1.89
1874,3,7,1845-1874,2.106,0.966,1.259
1874,3,8,1845-1874,2.86,0.401,0.121
1874,3,9,1845-1874,1.948,-0.512,-0.893
1874,3,10,1845-1874,-0.109,0.572,-1.238
1874,3,11,1845-1874,-0.343,1.335,-0.662
1874,3,12,1845-1874,0.217,0.528,0.383
1874,3,13,1845-1874,1.333,0.662,1.033
1874,3,14,1845-1874,2.196,1.078,1.03
1874,3,15,1845-1874,0.192,0.891,0.641
1874,3,16,1845-1874,1.329,0.152,1.065
1874,3,17,1845-1874,2.791,0.484,0.681
1874,3,18,1845-1874,2.261,0.666,-0.045
1874,3,19,1845-1874,1.122,0.543,-0.268
1874,3,20,1845-1874,0.397,1.409,-0.641
1874,3,21,1845-1874,0.272,0.158,0.623
1874,3,22,1845-1874,1.209,-0.515,0.831
1874,3,23,1845-1874,0.29,-0.067,1.115
1874,3,24,1845-1874,0.547,0.249,1.073
1874,3,25,1845-1874,0.367,0.873,0.989
1874,3,26,1845-1874,0.704,0.519,1.042
1874,3,27,1845-1874,1.511,-0.379,0.533
