rho_x,rho_y,mse
0.36,0.06,0.0014987367862279066
0.38,0.06,0.0014595229522692788
0.4,0.06,0.0014604626409880203
0.42,0.06,0.0014542076432897556
0.44,0.06,0.0014592686337861335
0.46,0.06,0.0015293269193501938
0.48,0.06,0.0014772395873585815
0.5,0.06,0.0014868456946562226
0.52,0.06,0.001532275383738704
0.54,0.06,0.0015875392914320849
0.56,0.06,0.0016004666602648086
0.58,0.06,0.0016203456156203243
0.6,0.06,0.0016812257966935145
0.62,0.06,0.0016947657625760437
0.64,0.06,0.0017204372722416836
0.66,0.06,0.0017419520110803946
0.68,0.06,0.0018273221704382672
0.7,0.06,0.001884076605443929
0.72,0.06,0.001968985480255493
0.74,0.06,0.0020185392474601944
0.76,0.06,0.002009957849293613
0.78,0.06,0.002140935717944373
0.8,0.06,0.0022218834435498765
0.0,0.08,0.0017898203521230797
0.02,0.08,0.0018125324186202268
0.04,0.08,0.0017266865873086248
0.06,0.08,0.0017905484954037973
0.08,0.08,0.0017166117958136713
0.1,0.08,0.0017322532253799669
0.12,0.08,0.0017080959302969757
0.14,0.08,0.0016435426450841818
0.16,0.08,0.0016197900907948242
0.18,0.08,0.001607709082503112
0.2,0.08,0.001572912560688719
0.22,0.08,0.001525407919645074
0.24,0.08,0.001569291795144203
0.26,0.08,0.0015453021462843212
0.28,0.08,0.0015060619537256303
0.3,0.08,0.0014883293341402194
0.32,0.08,0.001507392028708179
0.34,0.08,0.0014675586757581347
0.36,0.08,0.0014681410338376005
0.38,0.08,0.001464316653720037
0.4,0.08,0.0014557284782856692
0.42,0.08,0.0014476218229677428
0.44,0.08,0.0014953563202518081
0.46,0.08,0.0014688275847985234
0.48,0.08,0.0014639114644802742
0.5,0.08,0.001527103533341256
0.52,0.08,0.0015023779138613155
0.54,0.08,0.0015262426169794243
0.56,0.08,0.0015671201949343475
0.58,0.08,0.001595982814363405
0.6,0.08,0.0015886946577366129
0.62,0.08,0.0016214728490658253
0.64,0.08,0.001696712617843222
0.66,0.08,0.0017820038700256725
0.68,0.08,0.0018567248271205694
0.7,0.08,0.001912683982057614
0.72,0.08,0.0018950880549735453
0.74,0.08,0.00198803279695188
0.76,0.08,0.0021230921019041457
0.78,0.08,0.0021811954912481753
0.8,0.08,0.0022307692212656344
0.0,0.1,0.0018149752983233672
0.02,0.1,0.0017179039008154873
0.04,0.1,0.0017608838328310086
0.06,0.1,0.0017155241544644802
0.08,0.1,0.0016832016131516497
0.1,0.1,0.0017120677706594714
0.12,0.1,0.0016613454038296028
0.14,0.1,0.0016043550309961694
0.16,0.1,0.0016003483208170645
0.18,0.1,0.0015573251744499333
0.2,0.1,0.0016167083179300047
0.22,0.1,0.0015308864664602836
0.24,0.1,0.0015399663391304002
0.26,0.1,0.0015203152961064692
0.28,0.1,0.0015089960922573015
0.3,0.1,0.0014464973337761273
0.32,0.1,0.0014619008628110588
0.34,0.1,0.0014722881484285411
0.36,0.1,0.0014525268647189798
0.38,0.1,0.0014608284478424573
0.4,0.1,0.0014539702964815316
0.42,0.1,0.0014914417946338388
0.44,0.1,0.0014466034676405217
0.46,0.1,0.0014474239863537016
0.48,0.1,0.001498038401366753
0.5,0.1,0.0014949899533847186
0.52,0.1,0.0015380465192264816
0.54,0.1,0.001548403289069249
0.56,0.1,0.001528956432370787
0.58,0.1,0.001650410152360023
0.6,0.1,0.0016034820610743628
0.62,0.1,0.0016723741223973823
0.64,0.1,0.0016368897288895244
0.66,0.1,0.001744255198847583
0.68,0.1,0.001784883505999502
0.7,0.1,0.001826523731166739
0.72,0.1,0.0019280286801922222
0.74,0.1,0.002006930334151064
0.76,0.1,0.0020947289675608263
0.78,0.1,0.0020944939339236613
0.8,0.1,0.0021717423546902255
0.0,0.12,0.0017678919105362646
0.02,0.12,0.001757919280644393
0.04,0.12,0.0017575000386494094
0.06,0.12,0.0016776910397708078
0.08,0.12,0.0016916812996669215
0.1,0.12,0.0016725155395887102
0.12,0.12,0.0016688920746115794
0.14,0.12,0.0015741435308435942
0.16,0.12,0.00161497582153923
0.18,0.12,0.0015911842051612385
0.2,0.12,0.0015467934869869428
0.22,0.12,0.0015581090279484242
0.24,0.12,0.0015164949324359763
0.26,0.12,0.0015211092169990328
0.28,0.12,0.0015129122802222165
0.3,0.12,0.0014577687128190405
0.32,0.12,0.0014292704444108953
0.34,0.12,0.00143344624297111
0.36,0.12,0.0014335622560815167
0.38,0.12,0.001455041351475271
0.4,0.12,0.0014316561764023063
0.42,0.12,0.0014386917402527631
0.44,0.12,0.001420815691854792
0.46,0.12,0.001415884491400184
0.48,0.12,0.0014233477534648172
0.5,0.12,0.001487175504025138
0.52,0.12,0.0014738568894166171
0.54,0.12,0.0015144624019888633
0.56,0.12,0.0015597739909050455
0.58,0.12,0.0015885922052437833
0.6,0.12,0.001650881994883333
0.62,0.12,0.0016082912546278132
0.64,0.12,0.0016751877889186794
0.66,0.12,0.0017319307728708398
0.68,0.12,0.0016801387920532555
0.7,0.12,0.001873401822506297
0.72,0.12,0.0018756241157103421
0.74,0.12,0.002049956113070928
0.76,0.12,0.0020480236831137
0.78,0.12,0.002136680492459969
0.8,0.12,0.0023080520171363593
0.0,0.14,0.001754852012813721
0.02,0.14,0.001738565763660332
0.04,0.14,0.0017280683319999587
0.06,0.14,0.0016641437430714638
0.08,0.14,0.0016788035443344113
0.1,0.14,0.0016337637167056478
0.12,0.14,0.001651038554556638
0.14,0.14,0.0015850586546506634
0.16,0.14,0.0016028105586677935
0.18,0.14,0.001592738800158521
0.2,0.14,0.0015103704429423196
0.22,0.14,0.0014932212176420215
0.24,0.14,0.001489892282710907
0.26,0.14,0.0014931873689043524
0.28,0.14,0.0015161451334922303
0.3,0.14,0.001495551584704559
0.32,0.14,0.0014450192969115414
0.34,0.14,0.0014207689941789343
0.36,0.14,0.0014400589671559564
0.38,0.14,0.0014295950443585276
0.4,0.14,0.0014014501983273153
0.42,0.14,0.0014273413951833961
0.44,0.14,0.0014669923203763475
0.46,0.14,0.001445352492979066
0.48,0.14,0.0014440221711830724
0.5,0.14,0.0014689900663403994
0.52,0.14,0.00147726925120819
0.54,0.14,0.0014909424790109573
0.56,0.14,0.001535058835140938
0.58,0.14,0.0016150447736011599
0.6,0.14,0.0015777658910149477
0.62,0.14,0.0016980435687207114
0.64,0.14,0.001736365380298811
0.66,0.14,0.0017558427171834653
0.68,0.14,0.001774899464581089
0.7,0.14,0.0018308577765624048
0.72,0.14,0.00190349634681843
0.74,0.14,0.0019924282698405606
0.76,0.14,0.0020516247272659074
0.78,0.14,0.002125856121391405
0.8,0.14,0.0022581233108228773
0.0,0.16,0.0017753388895494233
0.02,0.16,0.0017356205979643558
0.04,0.16,0.0017255467490938352
0.06,0.16,0.0017035366091955083
0.08,0.16,0.0016297891451290624
0.1,0.16,0.001622039181801508
0.12,0.16,0.0016340419036001976
0.14,0.16,0.0015916177950555089
0.16,0.16,0.0015622570199281512
0.18,0.16,0.001517534749438984
0.2,0.16,0.0015251253022596503
0.22,0.16,0.0015588209675817595
0.24,0.16,0.0015135628177087585
0.26,0.16,0.0014762331646662567
0.28,0.16,0.0014382391882424858
0.3,0.16,0.0014319114137954997
0.32,0.16,0.001399140116260366
0.34,0.16,0.0014491773634661188
0.36,0.16,0.0014132439109050435
0.38,0.16,0.0014094517504221597
0.4,0.16,0.0014259120556846983
0.42,0.16,0.001437364779118099
0.44,0.16,0.0014050996288802755
0.46,0.16,0.0014191193261906877
0.48,0.16,0.0014221478789267048
0.5,0.16,0.0014120246322773472
0.52,0.16,0.00146369489855916
0.54,0.16,0.0015057622885604927
0.56,0.16,0.001499029931100788
0.58,0.16,0.00158397857013134
0.6,0.16,0.00159491443423253
0.62,0.16,0.0016208907864464549
0.64,0.16,0.0016937779886550845
0.66,0.16,0.0017107771540308655
0.68,0.16,0.0017811852066387133
0.7,0.16,0.0018617018902616672
0.72,0.16,0.00188750176866248
0.74,0.16,0.0019779475796579482
0.76,0.16,0.0020848533358168407
0.78,0.16,0.002159771602371744
0.8,0.16,0.002197219216693633
0.0,0.18,0.001777546453042038
0.02,0.18,0.0016719418465884668
0.04,0.18,0.0017099817882111497
0.06,0.18,0.00169169690243916
0.08,0.18,0.0016922258914711446
0.1,0.18,0.001632744524057573
0.12,0.18,0.0016181566889408245
0.14,0.18,0.001560617825142654
0.16,0.18,0.0015906379392862306
0.18,0.18,0.0015248384859366314
0.2,0.18,0.0015370284988928428
0.22,0.18,0.0015127599321250883
0.24,0.18,0.0014798129947178134
0.26,0.18,0.001469357497787193
0.28,0.18,0.0015042768015250685
0.3,0.18,0.001422437414682268
0.32,0.18,0.0014561869167952041
0.34,0.18,0.0014179956587366093
0.36,0.18,0.0014407984640136715
0.38,0.18,0.0014403575146774705
0.4,0.18,0.0014251886774688523
0.42,0.18,0.0014034162431486785
0.44,0.18,0.0014119456185408964
0.46,0.18,0.0014464100542066882
0.48,0.18,0.0014051654853620282
0.5,0.18,0.0014921487260974556
0.52,0.18,0.0014679094511140956
0.54,0.18,0.0014615658066802586
0.56,0.18,0.00151946370505923
0.58,0.18,0.0015565522260688753
0.6,0.18,0.001577512766709789
0.62,0.18,0.0016267924687597887
0.64,0.18,0.0016446507263370982
0.66,0.18,0.001755433126165357
0.68,0.18,0.0018296104304890268
0.7,0.18,0.0018837048472061825
0.72,0.18,0.0018724662758260627
0.74,0.18,0.0019270968841106548
0.76,0.18,0.0020756986872073682
0.78,0.18,0.002097087748456359
0.8,0.18,0.002099261948673263
0.0,0.2,0.001702888218666487
0.02,0.2,0.0016933986888756684
0.04,0.2,0.0017447896681630796
0.06,0.2,0.0017344690572587813
0.08,0.2,0.001635983359763618
0.1,0.2,0.001604539581811696
0.12,0.2,0.0016753969408457676
0.14,0.2,0.0015954520835796601
0.16,0.2,0.0015377967305247207
0.18,0.2,0.0015761150116273053
0.2,0.2,0.0015344918335917978
0.22,0.2,0.0014825887425549663
0.24,0.2,0.001464888022464782
0.26,0.2,0.0014666313110898873
0.28,0.2,0.0013988685106831695
0.3,0.2,0.00150051576507751
0.32,0.2,0.0014228048342875069
0.34,0.2,0.0014056960278771206
0.36,0.2,0.0014372276185839247
0.38,0.2,0.0013961817074408392
0.4,0.2,0.0014204507468655932
0.42,0.2,0.0014630380467316358
0.44,0.2,0.0014098466015996188
0.46,0.2,0.0013816708088262258
0.48,0.2,0.0014658155625082653
0.5,0.2,0.0014692682934169797
0.52,0.2,0.0015129075594202735
0.54,0.2,0.0014804083112334309
0.56,0.2,0.0014805530730643938
0.58,0.2,0.0015350839323488054
0.6,0.2,0.0016090107042942188
0.62,0.2,0.0016076820728303397
0.64,0.2,0.0016479455581550947
0.66,0.2,0.0017580709115823175
0.68,0.2,0.0017517911499292328
0.7,0.2,0.0018898683629640098
0.72,0.2,0.0018738626853088427
0.74,0.2,0.0018902459515351485
0.76,0.2,0.0020360637261340963
0.78,0.2,0.0021095029824983224
0.8,0.2,0.0021647042850589313
0.0,0.22,0.0017462147854689985
0.02,0.22,0.0017575652614274196
0.04,0.22,0.0016151353823568046
0.06,0.22,0.001683574954753309
0.08,0.22,0.00162496421657331
0.1,0.22,0.001588267500711157
0.12,0.22,0.0016103207717193743
0.14,0.22,0.0015928006399220432
0.16,0.22,0.0015719359801746595
0.18,0.22,0.0015801895365911464
0.2,0.22,0.0014947147457315053
0.22,0.22,0.001487934313434971
0.24,0.22,0.0015000417852044999
0.26,0.22,0.001446873101199602
0.28,0.22,0.001440030966269513
0.3,0.22,0.0014419874765905203
0.32,0.22,0.0014311189709390122
0.34,0.22,0.00140800146806923
0.36,0.22,0.0013797544198693712
0.38,0.22,0.001430854086002769
0.4,0.22,0.0013861032005198343
0.42,0.22,0.0014004155339833655
0.44,0.22,0.0014079311493379236
0.46,0.22,0.001456159162730437
0.48,0.22,0.0014161890927852287
0.5,0.22,0.0013842119745976144
0.52,0.22,0.0015201963044845384
0.54,0.22,0.0014858304592004598
0.56,0.22,0.0014953406099393481
0.58,0.22,0.001523031244306081
0.6,0.22,0.0015991126636629182
0.62,0.22,0.0015774111134826568
0.64,0.22,0.0016753696886422573
0.66,0.22,0.0016787641805167555
0.68,0.22,0.001787275301487879
0.7,0.22,0.0018626927203916003
0.72,0.22,0.0018572801326682557
0.74,0.22,0.0019368552241903
0.76,0.22,0.0020448324732301776
0.78,0.22,0.0020063124569551123
0.8,0.22,0.002158229733424859
0.0,0.24,0.0017442571205936973
0.02,0.24,0.0017136760968643023
0.04,0.24,0.0016548458330425183
0.06,0.24,0.0016406064321903046
0.08,0.24,0.0016643516829956085
0.1,0.24,0.001571728672362889
0.12,0.24,0.00162459871300723
0.14,0.24,0.0015919938867839443
0.16,0.24,0.0014833822938665963
0.18,0.24,0.0015267364165447372
0.2,0.24,0.001489100027899302
0.22,0.24,0.0014882088128423876
0.24,0.24,0.0014712189389653998
0.26,0.24,0.00150635116331517
0.28,0.24,0.0014327440644676369
0.3,0.24,0.0014470272131748992
0.32,0.24,0.0014157765934155883
0.34,0.24,0.0014086518839652826
0.36,0.24,0.0013945554241175011
0.38,0.24,0.0014021484398405663
0.4,0.24,0.0013878099108173734
0.42,0.24,0.0014475183849896052
0.44,0.24,0.0013960945030793552
0.46,0.24,0.001410353302233491
0.48,0.24,0.0014103693169859968
0.5,0.24,0.0014149360407317887
0.52,0.24,0.001490560458875542
0.54,0.24,0.001462018735052079
0.56,0.24,0.001506226263041934
0.58,0.24,0.00154616435429524
0.6,0.24,0.0015835767171428815
0.62,0.24,0.0016226442499520937
0.64,0.24,0.0016780726905998389
0.66,0.24,0.0016972834948461536
0.68,0.24,0.0017013559635465142
0.7,0.24,0.0017979723483401537
0.72,0.24,0.0018798064735719054
0.74,0.24,0.0019324121734686525
0.76,0.24,0.0019461087979675852
0.78,0.24,0.0020308262286713005
0.8,0.24,0.0021584309501378124
0.0,0.26,0.0017199662642808672
0.02,0.26,0.0017308912520859025
0.04,0.26,0.0016805441075984282
0.06,0.26,0.001682410500107552
0.08,0.26,0.0016712344076680531
0.1,0.26,0.0016290140400613442
0.12,0.26,0.0015925986020191292
0.14,0.26,0.001624394738396226
0.16,0.26,0.0015221745886885344
0.18,0.26,0.00153043387495888
0.2,0.26,0.0015038134667337707
0.22,0.26,0.0015043955968318476
0.24,0.26,0.001468034624944989
0.26,0.26,0.001470902466215917
0.28,0.26,0.0014059248404682432
0.3,0.26,0.0014244490672288743
0.32,0.26,0.0014032889604500914
0.34,0.26,0.0013842288086540677
0.36,0.26,0.0014031258663114274
0.38,0.26,0.001394955028573711
0.4,0.26,0.001357656754776749
0.42,0.26,0.001414774880195825
0.44,0.26,0.0014208542085820024
0.46,0.26,0.0014262349367762388
0.48,0.26,0.0014062936668935763
0.5,0.26,0.00140837337635226
0.52,0.26,0.0014557144884636362
0.54,0.26,0.0014780180801006748
0.56,0.26,0.0014864526618573641
0.58,0.26,0.001526952687401246
0.6,0.26,0.0016066459524824738
0.62,0.26,0.0016234916863888998
0.64,0.26,0.001610602957952879
0.66,0.26,0.001616266543544099
0.68,0.26,0.0016978922306644085
0.7,0.26,0.001772034772959307
0.72,0.26,0.001857041585453077
0.74,0.26,0.001913390321832562
0.76,0.26,0.0019777874560511013
0.78,0.26,0.0021039358575159267
0.8,0.26,0.0020850468329029074
0.0,0.28,0.001744241207101414
0.02,0.28,0.0017194945463508838
0.04,0.28,0.0016506614170475286
0.06,0.28,0.0016190057427893409
0.08,0.28,0.0016177670631925668
0.1,0.28,0.001638280646854196
0.12,0.28,0.0015758678325855134
0.14,0.28,0.001581397343675533
0.16,0.28,0.0015905726086072646
0.18,0.28,0.0015283567820299569
0.2,0.28,0.0014914126684921127
0.22,0.28,0.0014908642272601954
0.24,0.28,0.0014858840636315712
0.26,0.28,0.0014462299151955726
0.28,0.28,0.0014537496833790153
0.3,0.28,0.001413140453331687
0.32,0.28,0.0014138259687640196
0.34,0.28,0.0013943279114526602
0.36,0.28,0.0014181040369715889
0.38,0.28,0.0013852061298728086
0.4,0.28,0.0014215667312993574
0.42,0.28,0.0014286725431599508
0.44,0.28,0.0014072807309626015
0.46,0.28,0.0014031242987782736
0.48,0.28,0.0013733184348156337
0.5,0.28,0.0014022094631137845
0.52,0.28,0.0014815445008210188
0.54,0.28,0.0015044821883579843
0.56,0.28,0.0014908571838864512
0.58,0.28,0.0015517032586382313
0.6,0.28,0.001577962866111473
0.62,0.28,0.00163960783318076
0.64,0.28,0.0015936387374162202
0.66,0.28,0.0016807329428839071
0.68,0.28,0.0017555209037604217
0.7,0.28,0.0018018800725604618
0.72,0.28,0.0018394100450984286
0.74,0.28,0.00195649504490591
0.76,0.28,0.0019602219789518643
0.78,0.28,0.0021194253586500752
0.8,0.28,0.002124621972649407
0.0,0.3,0.0017086273180530471
0.02,0.3,0.0016731389710677152
0.04,0.3,0.0016409888043840341
0.06,0.3,0.0016887375156701594
0.08,0.3,0.0016474944642256917
0.1,0.3,0.0015975469051644844
0.12,0.3,0.0016080871664963794
0.14,0.3,0.0015908622457073412
0.16,0.3,0.0015828750617554186
0.18,0.3,0.0015405373728656687
0.2,0.3,0.0015363673333630876
0.22,0.3,0.001495683295924605
0.24,0.3,0.0015180710548026123
0.26,0.3,0.001454239784588859
0.28,0.3,0.0014452840269117907
0.3,0.3,0.0014302681899442087
0.32,0.3,0.0014204514414565084
0.34,0.3,0.0014244334453201442
0.36,0.3,0.0014253475845755358
0.38,0.3,0.0014443175628061568
0.4,0.3,0.0013846719795196337
0.42,0.3,0.001421989029572001
0.44,0.3,0.0013637596511081739
0.46,0.3,0.0014098038523033833
0.48,0.3,0.0014187544991809623
0.5,0.3,0.0014263768095964513
0.52,0.3,0.0014642719630570669
0.54,0.3,0.0014172572603552728
0.56,0.3,0.0014813608347726927
0.58,0.3,0.0015507416391839254
0.6,0.3,0.0015323250149670907
0.62,0.3,0.0015671250995386839
0.64,0.3,0.0016501814316388006
0.66,0.3,0.001716772144303846
0.68,0.3,0.001645526270612764
0.7,0.3,0.0017497430904180864
0.72,0.3,0.0018655580915260047
0.74,0.3,0.0018709236674135476
0.76,0.3,0.0019334628129332467
0.78,0.3,0.0020526658995202725
0.8,0.3,0.0021805468273150197
0.0,0.32,0.0016557962791565236
0.02,0.32,0.0017740756553242532
0.04,0.32,0.001657026843797277
0.06,0.32,0.0016645483654872662
0.08,0.32,0.0016308901116071947
0.1,0.32,0.0016484606725285173
0.12,0.32,0.001612900079869274
0.14,0.32,0.0015663635168962542
0.16,0.32,0.0016054136897636238
0.18,0.32,0.0015327310302976553
0.2,0.32,0.0015202193028696711
0.22,0.32,0.0015123471899864747
0.24,0.32,0.0014588751459473617
0.26,0.32,0.0014708659438326856
0.28,0.32,0.001453843070242435
0.3,0.32,0.0014723614135142842
0.32,0.32,0.0014074048693546995
0.34,0.32,0.0014038741618541911
0.36,0.32,0.0013970594289986148
0.38,0.32,0.0013836619347737818
0.4,0.32,0.0014334536149153544
0.42,0.32,0.0013853947050468697
0.44,0.32,0.0014226874805339095
0.46,0.32,0.0014114990781929227
0.48,0.32,0.0014059582128506957
0.5,0.32,0.0014329452705324995
0.52,0.32,0.0014919779287274272
0.54,0.32,0.0014488379513370722
0.56,0.32,0.0014955606220031668
0.58,0.32,0.0015189741673022326
0.6,0.32,0.0015234516447483585
0.62,0.32,0.001546939899832859
0.64,0.32,0.001610196578425663
0.66,0.32,0.0016320036566478467
0.68,0.32,0.0017014712343155014
0.7,0.32,0.001753479200001338
0.72,0.32,0.0018874496458885417
0.74,0.32,0.0018966523862190272
0.76,0.32,0.0019900110071431505
0.78,0.32,0.002001650086970231
0.8,0.32,0.002196848404704799
0.0,0.34,0.0017393245064911199
0.02,0.34,0.001682956774138432
0.04,0.34,0.001752165568143252
0.06,0.34,0.001665443856228584
0.08,0.34,0.0016767386430642304
0.1,0.34,0.0016514077465621113
0.12,0.34,0.0015922190882628755
0.14,0.34,0.001561523901037346
0.16,0.34,0.0016108751488366625
0.18,0.34,0.0015494777774149812
0.2,0.34,0.0015128725821000589
0.22,0.34,0.001499788886912612
0.24,0.34,0.0015006298581650111
0.26,0.34,0.001502913025062014
0.28,0.34,0.0014546218610795233
0.3,0.34,0.0014470673964826276
0.32,0.34,0.0014233306007250862
0.34,0.34,0.0014102596516064303
0.36,0.34,0.001401010324566917
0.38,0.34,0.0014154815242159748
0.4,0.34,0.0014088610272312355
0.42,0.34,0.0014103491033388015
0.44,0.34,0.0014061649976663698
0.46,0.34,0.0013913177665665095
0.48,0.34,0.0014078148221137341
0.5,0.34,0.0014281073019127006
0.52,0.34,0.0014548067122341869
0.54,0.34,0.0014890317500942391
0.56,0.34,0.0015014957697305328
0.58,0.34,0.0014963218431849456
0.6,0.34,0.0015802706014115596
0.62,0.34,0.0016154550174421372
0.64,0.34,0.001622168807302242
0.66,0.34,0.0016692658753621904
0.68,0.34,0.0016916769985428016
0.7,0.34,0.0018036263334382518
0.72,0.34,0.0018752831660988557
0.74,0.34,0.001967189070328706
0.76,0.34,0.001993879851214846
0.78,0.34,0.002060531761170919
0.8,0.34,0.0021070800067071105
0.0,0.36,0.0017669069221461263
0.02,0.36,0.0017984096091728811
0.04,0.36,0.0017122405600267774
0.06,0.36,0.001698705851800677
0.08,0.36,0.0016529371648265525
0.1,0.36,0.0016423079559160104
0.12,0.36,0.0015995621453889512
0.14,0.36,0.0016395408341802911
0.16,0.36,0.001591173330139177
0.18,0.36,0.0015721819983136346
0.2,0.36,0.001571084573097728
0.22,0.36,0.0015469415298134922
0.24,0.36,0.0015208924267685285
0.26,0.36,0.0014552252802141406
0.28,0.36,0.0014594290520776056
0.3,0.36,0.001458567263943328
0.32,0.36,0.0014151040074922919
0.34,0.36,0.0014041744584033736
0.36,0.36,0.0014214428720279947
0.38,0.36,0.0014096533706643207
0.4,0.36,0.0014040325988325833
0.42,0.36,0.0013927467223588319
0.44,0.36,0.0013813716820491677
0.46,0.36,0.0013934810467273956
0.48,0.36,0.0014280917362194364
0.5,0.36,0.0014015937220063952
0.52,0.36,0.0014492905303588265
0.54,0.36,0.0014306704013267954
0.56,0.36,0.0014800923749357434
0.58,0.36,0.00152157842323736
0.6,0.36,0.0015291462388598502
0.62,0.36,0.0015670055916089068
0.64,0.36,0.0016514244816170948
0.66,0.36,0.0016818071108507956
0.68,0.36,0.0016894580094007365
0.7,0.36,0.0017824284538925685
0.72,0.36,0.0018523411549623797
0.74,0.36,0.0019117165413340528
0.76,0.36,0.0020277779671391896
0.78,0.36,0.0019628447702405363
0.8,0.36,0.0021090377016828405
0.0,0.38,0.001777982727264657
0.02,0.38,0.0017187798556414693
0.04,0.38,0.001745360785469631
0.06,0.38,0.001628282200476037
0.08,0.38,0.0016472715328836698
0.1,0.38,0.0017462386958718662
0.12,0.38,0.0016151545515315365
0.14,0.38,0.0016131319111815823
