rho_x,rho_y,mse
0.56,0.2,0.0015365926815469847
0.58,0.2,0.0015516689121642772
0.6,0.2,0.0015849151037746134
0.62,0.2,0.001598704033070105
0.64,0.2,0.001609001817683037
0.66,0.2,0.0016373794065655124
0.68,0.2,0.0016738702496784863
0.7,0.2,0.0017422610679648932
0.72,0.2,0.0017279191769836166
0.74,0.2,0.001851362008679461
0.76,0.2,0.0017731614163469685
0.78,0.2,0.0018452487375052536
0.8,0.2,0.0019353001344201018
0.0,0.22,0.0016425049867746459
0.02,0.22,0.0016098227507624903
0.04,0.22,0.001655428731529466
0.06,0.22,0.0016367397252417652
0.08,0.22,0.0016107140192509195
0.1,0.22,0.001583586214662974
0.12,0.22,0.0015681813998959556
0.14,0.22,0.001574254650911351
0.16,0.22,0.0015495485400305025
0.18,0.22,0.0015752508455427357
0.2,0.22,0.0015639983579749709
0.22,0.22,0.0015533643061770588
0.24,0.22,0.001539336938419717
0.26,0.22,0.0015351073601449488
0.28,0.22,0.0015312485685391613
0.3,0.22,0.0015268936437795105
0.32,0.22,0.0015125728471160915
0.34,0.22,0.0015198711626181961
0.36,0.22,0.00152433959198676
0.38,0.22,0.0014951830194726463
0.4,0.22,0.0014805580290954464
0.42,0.22,0.0015069468434809777
0.44,0.22,0.00150182226661528
0.46,0.22,0.0014888264124388207
0.48,0.22,0.0015111879946679665
0.5,0.22,0.0015159293638255698
0.52,0.22,0.0015079546660553354
0.54,0.22,0.0015385894602907295
0.56,0.22,0.0015380983614491936
0.58,0.22,0.0015436300281394593
0.6,0.22,0.0015801239047748294
0.62,0.22,0.0015951443896041872
0.64,0.22,0.0016326447453919332
0.66,0.22,0.0016661178502099844
0.68,0.22,0.0016970207872483536
0.7,0.22,0.0017012014271461748
0.72,0.22,0.0017271529215173447
0.74,0.22,0.0018278180224408857
0.76,0.22,0.00183921155520721
0.78,0.22,0.0019033631616259773
0.8,0.22,0.001887578813219939
0.0,0.24,0.0016455489936316634
0.02,0.24,0.0016542483987030513
0.04,0.24,0.0016225218405445199
0.06,0.24,0.0016076196158566292
0.08,0.24,0.0016161658603477383
0.1,0.24,0.0016074553195753007
0.12,0.24,0.0015905732516793964
0.14,0.24,0.0015749996665782532
0.16,0.24,0.001599944495246571
0.18,0.24,0.0015807307195833157
0.2,0.24,0.0015745301751382214
0.22,0.24,0.0015475541091421424
0.24,0.24,0.001544460416999076
0.26,0.24,0.0015259412010051336
0.28,0.24,0.0015207008156721288
0.3,0.24,0.0015315557739627246
0.32,0.24,0.0015138158747876546
0.34,0.24,0.0015320906716701456
0.36,0.24,0.001499870916430268
0.38,0.24,0.001479752176500475
0.4,0.24,0.001486123306452065
0.42,0.24,0.0014987718903228995
0.44,0.24,0.001510395540806327
0.46,0.24,0.0014872180830886675
0.48,0.24,0.0015128053506377568
0.5,0.24,0.0015177666602615829
0.52,0.24,0.0015233446160299916
0.54,0.24,0.001531044815636729
0.56,0.24,0.0015399012588556483
0.58,0.24,0.001531698731470887
0.6,0.24,0.0015762102703288975
0.62,0.24,0.0016131109746494719
0.64,0.24,0.0015897446912028926
0.66,0.24,0.0016513913610035156
