q_distancia,rama,tipo,frecuencia_THz,peso_msrd_x,peso_msrd_y
0.01473,3,acustica,0.82729,0.0,0.00013392807174341151
0.01473,4,optica,3.92863,0.0,0.012080917289414243
0.01473,5,optica,3.92863,0.0,0.8199645699221777
0.01473,6,optica,11.31863,0.06144869000718193,0.0
0.01473,7,optica,12.5566,0.052159418430233716,0.0
0.01473,8,optica,13.65706,0.0,0.00044080407754869646
0.01473,9,optica,13.65706,0.0,4.88740976985209e-05
0.01473,10,optica,15.25128,7.809207710630107e-28,0.06535349016757463
0.01473,11,optica,15.27611,0.07791083047434123,1.5270522772970881e-27
0.01473,12,optica,15.25128,7.809207710630107e-28,0.012650820031446504
0.01657,1,acustica,0.92931,0.0,0.02037771689850223
0.01657,2,acustica,1.32041,0.0,0.0
0.01657,3,acustica,0.92931,0.0,0.00038336283022494196
0.01657,4,optica,3.94131,0.0,0.003594889776125409
0.01657,5,optica,3.94131,0.0,0.8220853828984178
0.01657,6,optica,11.2331,0.06220405561584815,0.0
0.01657,7,optica,12.62574,0.05171813414524791,0.0
0.01657,8,optica,13.65834,0.0,0.0005857926600911823
0.01657,9,optica,13.65834,0.0,3.528304994342581e-05
0.01657,10,optica,15.24102,1.1256075738151962e-27,0.07422659918948114
0.01657,11,optica,15.27233,0.07793842208470303,1.5275930728601795e-27
0.01657,12,optica,15.24102,5.002700328067538e-28,0.003828696122521582
0.01842,1,acustica,1.03084,0.0,0.014539493581349554
0.01842,2,acustica,1.46642,0.0,0.0
0.01842,3,acustica,1.03084,0.0,0.00644856886583815
0.01842,4,optica,3.95514,0.0,0.4689055386960257
0.01842,5,optica,3.95514,0.0,0.3498646565985596
0.01842,6,optica,11.14661,0.06298529869267619,0.0
0.01842,7,optica,12.69391,0.051289953846505684,0.0
0.01842,8,optica,13.65983,0.0,0.0007393334874859403
0.01842,9,optica,13.65983,0.0,2.922204706660524e-05
0.01842,10,optica,15.2296,1.2520153864436672e-28,0.04690307888412553
0.01842,11,optica,15.26808,0.07796938698251972,4.9900407668812615e-28
0.01842,12,optica,15.2296,5.008061545774669e-28,0.031208605764081514
0.02026,1,acustica,1.13181,0.0,0.021161199959830283
0.02026,2,acustica,1.61222,0.0,4.836471816178333e-28
0.02026,3,acustica,1.13181,0.0,8.001168311588405e-05
0.02026,4,optica,3.97002,0.0,0.776707279684853
0.02026,5,optica,3.97002,0.0,0.034666262297761936
0.02026,6,optica,11.05917,0.06379354745881545,0.0
0.02026,7,optica,12.7611,0.05087444656434355,0.0
0.02026,8,optica,13.66156,0.0,0.0009030634118152959
0.02026,9,optica,13.66156,0.0,2.9237390787476887e-05
0.02026,10,optica,15.21705,1.253493130740421e-28,0.05706394855506821
0.02026,11,optica,15.26337,0.07800376734381023,4.992241110003854e-28
0.02026,12,optica,15.21705,7.834332067127632e-28,0.021109326286266845
0.0221,1,acustica,1.23218,0.0,0.01927900001295378
0.0221,2,acustica,1.75777,0.0,0.0
0.0221,3,acustica,1.23218,0.0,0.0022422262230560063
0.0221,4,optica,3.98584,0.0,0.23190828060254554
0.0221,5,optica,3.98584,0.0,0.571642062324781
0.0221,6,optica,10.97079,0.06462999537813566,0.0
0.0221,7,optica,12.82731,0.05047120047238852,0.0
0.0221,8,optica,13.66355,0.0,0.0009332551396115214
0.0221,9,optica,13.66355,0.0,0.0001792457469768005
0.0221,10,optica,15.20336,1.255107172385968e-28,0.005040695925201699
0.0221,11,optica,15.25818,0.0780416096707765,4.994663018929697e-28
0.0221,12,optica,15.20336,5.020428689543872e-28,0.07319914242679772
0.02394,1,acustica,1.33189,0.0,0.02176843293794208
0.02394,2,acustica,1.90306,0.0,0.0
0.02394,3,acustica,1.33189,0.0,6.04467627317513e-05
0.02394,4,optica,4.00249,0.0,0.05809032456651324
0.02394,5,optica,4.00249,0.0,0.7372711584715768
0.02394,6,optica,10.88145,0.06549590570300215,0.0
0.02394,7,optica,12.89255,0.05007982183918832,0.0
0.02394,8,optica,13.66582,0.0,0.0012938058627597912
0.02394,9,optica,13.66582,0.0,1.5541604979504094e-05
0.02394,10,optica,15.18857,1.2568562369966065e-28,0.005544088479866617
0.02394,11,optica,15.25253,0.07808296475392934,2.8109867311414566e-28
0.02394,12,optica,15.18857,1.2568562369966065e-28,0.07276703420404661
0.02578,1,acustica,1.43089,0.0,0.01642005959009635
0.02578,2,acustica,2.04807,0.0,0.0
0.02578,3,acustica,1.43089,0.0,0.0057449626383247205
0.02578,4,optica,4.01983,0.0,0.0023657879894604674
0.02578,5,optica,4.01983,0.0,0.7845020929679507
0.02578,6,optica,10.79118,0.06639261640473135,0.0
0.02578,7,optica,12.95681,0.04969993403989189,0.0
0.02578,8,optica,13.66841,0.0,0.0013793677850853377
0.02578,9,optica,13.66841,0.0,0.00014366249540152156
0.02578,10,optica,15.1727,1.258738912248685e-28,0.0017081740521490468
0.02578,11,optica,15.24639,0.07812788764146941,2.8126039550928987e-28
0.02578,12,optica,15.1727,1.258738912248685e-28,0.0766786754927205
0.02762,1,acustica,1.52911,0.0,0.009340584536886978
0.02762,2,acustica,2.19278,0.0,0.0
0.02762,3,acustica,1.52911,0.0,0.013189998509288316
0.02762,4,optica,4.03775,0.0,0.04070393066787667
0.02762,5,optica,4.03775,0.0,0.7374258204287965
0.02762,6,optica,10.69995,0.0673215454942882,0.0
0.02762,7,optica,13.02009,0.049331176630712535,0.0
0.02762,8,optica,13.67134,0.0,0.0017203832431592105
0.02762,9,optica,13.67134,0.0,3.3349288652826564e-05
0.02762,10,optica,15.15577,1.260753641294313e-28,0.0014375902180386788
0.02762,11,optica,15.23976,0.07817643760278963,1.2508230016446338e-28
0.02762,12,optica,15.15577,1.260753641294313e-28,0.07702912373947664
0.02947,1,acustica,1.62651,0.0,0.0054946409954448085
0.02947,2,acustica,2.33716,0.0,0.0
0.02947,3,acustica,1.62651,0.0,0.01743193193112627
0.02947,4,optica,4.05609,0.0,0.7675644767670994
0.02947,5,optica,4.05609,0.0,0.0016414831876226696
0.02947,6,optica,10.60779,0.06828419679665935,0.0
0.02947,7,optica,13.08239,0.04897320447589282,0.0
0.02947,8,optica,13.67463,0.0,0.0018637377573134343
0.02947,9,optica,13.67463,0.0,0.00013788826650414245
0.02947,10,optica,15.1378,1.2628987159225322e-28,0.020203140544243346
0.02947,11,optica,15.23264,0.07822867808972768,1.2516588494356428e-28
0.02947,12,optica,15.1378,3.1572467898063306e-29,0.058347242797936516
0.03131,1,acustica,1.72302,0.0,0.0016415726128099241
0.03131,2,acustica,2.4812,0.0,0.0
0.03131,3,acustica,1.72302,0.0,0.021712514220868263
0.03131,4,optica,4.07474,0.0,0.6920597769674839
0.03131,5,optica,4.07474,0.0,0.068093706127385
0.03131,6,optica,10.51468,0.06928216621381948,0.0
0.03131,7,optica,13.14371,0.04862568692970331,0.0
0.03131,8,optica,13.67832,0.0,0.0020369843748431417
0.03131,9,optica,13.67832,0.0,0.00022988164056666192
0.03131,10,optica,15.11882,1.265172269246704e-28,0.0035608421139252744
0.03131,11,optica,15.22502,0.07828467670069185,1.2525548272110696e-28
0.03131,12,optica,15.11882,3.16293067311676e-29,0.07507665445178029
0.03315,1,acustica,1.81859,0.0,6.41096576241234e-06
0.03315,2,acustica,2.62487,0.0,0.0
0.03315,3,acustica,1.81859,0.0,0.023807895777599116
0.03315,4,optica,4.09354,0.0,0.740019490264084
0.03315,5,optica,4.09354,0.0,0.011007474675352617
0.03315,6,optica,10.42064,0.07031714852082362,0.0
0.03315,7,optica,13.20406,0.04828830706339892,0.0
0.03315,8,optica,13.68245,0.0,0.002449879782056531
0.03315,9,optica,13.68245,0.0,9.970608580615229e-05
0.03315,10,optica,15.09886,1.2675722681406232e-28,0.02524143074705552
0.03315,11,optica,15.21688,0.07834450513884932,1.253512082221589e-28
0.03315,12,optica,15.09886,3.168930670351558e-29,0.05348623223173545
0.03499,1,acustica,1.91317,0.0,5.4464212591080596e-05
0.03499,2,acustica,2.76816,0.0,0.0
0.03499,3,acustica,1.91317,0.0,0.024254040389809366
0.03499,4,optica,4.11236,0.0,0.7126894773882615
0.03499,5,optica,4.11236,0.0,0.02918890242618049
0.03499,6,optica,10.32566,0.07139094475102307,0.0
0.03499,7,optica,13.26342,0.04796076093842975,0.0
0.03499,8,optica,13.68703,0.0,0.0023710338534070658
0.03499,9,optica,13.68703,0.0,0.00047885767577503935
0.03499,10,optica,15.07795,3.175241263501608e-29,0.07825739252970713
0.03499,11,optica,15.20824,0.07840823917684131,3.136329567073652e-29
0.03499,12,optica,15.07795,3.175241263501608e-29,0.0005630689206251998
0.03683,1,acustica,2.00668,0.0,0.000536712317592211
0.03683,2,acustica,2.91105,0.0,0.0
0.03683,3,acustica,2.00668,0.0,0.02430133310125812
0.03683,4,optica,4.13105,0.0,0.7308273870870867
0.03683,5,optica,4.13105,0.0,0.0019294023759675281
0.03683,6,optica,10.22974,0.07250547023068464,0.0
0.03683,7,optica,13.32181,0.04764275692264688,0.0
0.03683,8,optica,13.69211,0.0,0.002024744728606098
0.03683,9,optica,13.69211,9.143440636110048e-30,0.0011431111918618485
0.03683,10,optica,15.05612,3.1818564792152964e-29,0.053163788772063104
0.03683,11,optica,15.19906,0.07847595861256788,3.139038344502715e-29
0.03683,12,optica,15.05612,3.1818564792152964e-29,0.02575165064114985
0.03867,1,acustica,2.09909,0.0,0.00012723805042854448
0.03867,2,acustica,3.05351,0.0,0.0
0.03867,3,acustica,2.09909,0.0,0.025277152421037487
0.03867,4,optica,4.14947,0.0,0.7045369135105158
0.03867,5,optica,4.14947,0.0,0.019171276957562194
0.03867,6,optica,10.13288,0.07366276332787178,0.0
0.03867,7,optica,13.37922,0.04733401504542874,0.0
0.03867,8,optica,13.69771,0.0,0.00333121714445794
0.03867,9,optica,13.69771,9.137844929833264e-30,0.00017229615455187667
0.03867,10,optica,15.0334,3.188769868481808e-29,0.07269085632661329
0.03867,11,optica,15.18935,0.07854774723589514,3.141909889435805e-29
0.03867,12,optica,15.0334,3.188769868481808e-29,0.006321255617059303
0.04052,1,acustica,2.19033,0.0,0.00023146459076368194
0.04052,2,acustica,3.19554,0.0,0.0
0.04052,3,acustica,2.19033,0.0,0.02577763603817664
0.04052,4,optica,4.16749,0.0,0.7066350927247377
0.04052,5,optica,4.16749,0.0,0.008140350220663018
0.04052,6,optica,10.0351,0.07486499499404267,0.0
0.04052,7,optica,13.43566,0.047034266390629596,0.0
0.04052,8,optica,13.70387,0.0,0.0032773989392367283
0.04052,9,optica,13.70387,1.8263399089024658e-29,0.0005794547415962222
0.04052,10,optica,15.00983,3.195974485850228e-29,0.0768741180315874
0.04052,11,optica,15.1791,0.07862369278933456,3.144947711573383e-29
0.04052,12,optica,15.00983,0.0,0.0022358428493786274
0.04236,1,acustica,2.28034,0.0,0.017512009608285015
0.04236,2,acustica,3.3371,0.0,0.0
0.04236,3,acustica,2.28034,0.0,0.009141830154269245
0.04236,4,optica,4.18496,0.0,0.6937938951226476
0.04236,5,optica,4.18496,0.0,0.012204375610703167
0.04236,6,optica,9.93638,0.07611447916861237,0.0
0.04236,7,optica,13.49112,0.04674325252056371,9.34865050411274e-30
0.04236,8,optica,13.71063,1.824994930801294e-29,0.004215481307201401
0.04236,9,optica,13.71063,0.0,1.233610786924722e-05
0.04236,10,optica,14.98544,3.203462869178959e-29,0.07061435016834795
0.04236,11,optica,15.1683,0.07870388692926726,3.1481554771706907e-29
0.04236,12,optica,14.98544,3.203462869178959e-29,0.008594083859211598
0.0442,1,acustica,2.36907,0.0,0.027088008974477117
0.0442,2,acustica,3.47819,0.0,0.0
0.0442,3,acustica,2.36907,0.0,0.0002523692348126849
0.0442,4,optica,4.20174,0.0,0.6442324127560672
0.0442,5,optica,4.20174,0.0,0.053180910706581784
0.0442,6,optica,9.83673,0.07741368414999845,0.0
0.0442,7,optica,13.5456,0.04646072493823178,9.292144987646353e-30
0.0442,8,optica,13.718,9.117641298949805e-30,0.003400725497617357
0.0442,9,optica,13.718,1.8235282597899613e-29,0.0012155645115583282
0.0442,10,optica,14.96028,3.211227019286462e-29,0.07844901389163886
0.0442,11,optica,15.15693,0.0787884251951144,3.151537007804576e-29
0.0442,12,optica,14.96028,0.0,0.000857930539746852
0.04604,1,acustica,2.45646,0.0,0.02251421670004714
0.04604,2,acustica,3.61878,0.0,0.0
0.04604,3,acustica,2.45646,0.0,0.005556379612696358
0.04604,4,optica,4.21769,0.0,0.013406125914584116
0.04604,5,optica,4.21769,0.0,0.6756481647065707
0.04604,6,optica,9.73616,0.07876524503837157,0.0
0.04604,7,optica,13.59911,0.04618644457492314,9.237288914984625e-30
0.04604,8,optica,13.72603,9.109671673174671e-30,0.004294881584623026
0.04604,9,optica,13.72603,1.8219343346349342e-29,0.0007272157261473494
0.04604,10,optica,14.93437,0.0,0.05464750682823109
0.04604,11,optica,15.145,0.07887740697382822,3.155096278953129e-29
0.04604,12,optica,14.93437,3.219258380507922e-29,0.024757362965537637
0.04788,1,acustica,2.54245,0.0,0.0029559245944730857
0.04788,2,acustica,3.75887,0.0,0.0
0.04788,3,acustica,2.54245,0.0,0.025890563356149206
0.04788,4,optica,4.23269,0.0,0.12462837083214191
0.04788,5,optica,4.23269,0.0,0.5563236868680195
0.04788,6,optica,9.63466,0.08017197735713562,0.0
0.04788,7,optica,13.65166,0.0459201813101088,9.184036262021758e-30
0.04788,8,optica,13.73474,1.820207881954019e-29,0.00527109760136505
0.04788,9,optica,13.73474,4.550519704885049e-29,0.00017390355252146463
0.04788,10,optica,14.90777,0.0,0.05949313683807851
0.04788,11,optica,15.13248,0.0789709354737799,3.1588374189511954e-29
0.04788,12,optica,14.90777,3.2275478218687524e-29,0.02000841517809393
0.04972,1,acustica,2.62699,0.0,0.026990076496601723
0.04972,2,acustica,3.89842,0.0,0.0
0.04972,3,acustica,2.62699,0.0,0.0026800875951218566
0.04972,4,optica,4.2466,0.0,0.05722568348212844
0.04972,5,optica,4.2466,0.0,0.6159092124828575
0.04972,6,optica,9.53224,0.08163689197796746,0.0
0.04972,7,optica,13.70323,0.04566171351444228,1.8264685405776903e-29
0.04972,8,optica,13.74416,1.6365095759641956e-28,0.0056015836010010756
0.04972,9,optica,13.74416,1.6365095759641956e-28,0.0002831119795915931
0.04972,10,optica,14.88052,3.2360856196839845e-29,0.0794175392736281
0.04972,11,optica,15.11937,0.07906911769237249,3.1627647076948994e-29
0.04972,12,optica,14.88052,3.2360856196839845e-29,0.00017875765392835538
0.05157,1,acustica,2.71001,0.0,0.028081709575951023
0.05157,2,acustica,4.03742,0.0,0.0
0.05157,3,acustica,2.71001,0.0,0.002462146714185548
0.05157,4,optica,4.2593,0.0,0.2546577702278578
0.05157,5,optica,4.2593,0.0,0.4109709075576033
0.05157,6,optica,9.42889,0.08316321153122348,0.0
0.05157,7,optica,13.75384,0.04541082762324125,2.884495770628284e-25
0.05157,8,optica,13.75432,1.5914027727254592e-24,0.0061244522446546054
0.05157,9,optica,13.75432,1.1261477733718867e-24,0.0002163514986116504
0.05157,10,optica,14.85265,3.2448614417102304e-29,0.07365853842160265
0.05157,11,optica,15.10567,0.07917206439823976,3.16688257592959e-29
0.05157,12,optica,14.85265,3.2448614417102304e-29,0.006029835796918354
0.05341,1,acustica,2.79146,0.0,0.026390072426692147
0.05341,2,acustica,4.17586,0.0,0.0
0.05341,3,acustica,2.79146,0.0,0.005079847697534352
0.05341,4,optica,4.27066,0.0,0.028511694177253875
0.05341,5,optica,4.27066,0.0,0.6299454161573457
0.05341,6,optica,9.32463,0.08475438841400602,0.0
0.05341,7,optica,13.80348,0.0451673177271713,4.5167317727171285e-29
0.05341,8,optica,13.76524,2.902697808773758e-28,0.002159663688809709
0.05341,9,optica,13.76524,7.256744521934394e-29,0.004653211903055226
0.05341,10,optica,14.82422,0.0,0.0567003674865006
0.05341,11,optica,15.09135,0.07927989010708496,3.1711956042833983e-29
0.05341,12,optica,14.82422,3.253864333087673e-29,0.023076650126038323
0.05525,1,acustica,2.87129,0.0,0.015888120301687046
0.05525,2,acustica,4.31373,0.0,6.983047884616925e-29
0.05525,3,acustica,2.87129,0.0,0.016562718242548895
0.05525,4,optica,4.28057,0.0,0.16442253023451037
0.05525,5,optica,4.28057,0.0,0.48721945155970453
0.05525,6,optica,9.21945,0.0864141246253652,0.0
0.05525,7,optica,13.85216,0.044930985193059145,8.986197038611827e-30
0.05525,8,optica,13.77695,7.247538220435211e-29,0.002493746832824415
0.05525,9,optica,13.77695,1.8118845551088027e-29,0.004806639603635851
0.05525,10,optica,14.79527,0.0,0.05790745315787071
0.05525,11,optica,15.07641,0.07939271306832899,3.175708522733159e-29
0.05525,12,optica,14.79527,3.263082704839469e-29,0.021953972160401142
0.05709,1,acustica,2.94944,0.0,0.03292486877014147
0.05709,2,acustica,4.451,0.0,0.0
0.05709,3,acustica,2.94944,0.0,0.0005643562780662858
0.05709,4,optica,4.28892,0.0,0.1460073183082027
0.05709,5,optica,4.28892,0.0,0.49919609692794054
0.05709,6,optica,9.11336,0.08814639363511896,0.0
0.05709,7,optica,13.89988,0.04470163829896581,8.94032765979316e-30
0.05709,8,optica,13.78947,1.8094303405271547e-29,0.00040168413584292266
0.05709,9,optica,13.78947,1.8094303405271547e-29,0.007401052330424485
0.05709,10,optica,14.76585,3.272504324999504e-29,0.07587957534185226
0.05709,11,optica,15.06083,0.07951065525659609,3.1804262102638433e-29
0.05709,12,optica,14.76585,0.0,0.004061185448737757
0.05893,1,acustica,3.02584,0.0,0.034132418633678344
0.05893,2,acustica,4.58766,0.0,0.0
0.05893,3,acustica,3.02584,0.0,0.00045540807608562904
0.05893,4,optica,4.2956,0.0,0.003631761325418377
0.05893,5,optica,4.2956,0.0,0.635528364535553
0.05893,6,optica,9.00635,0.0899554644934739,0.0
0.05893,7,optica,13.94664,0.04447909189258558,8.895818378517112e-30
0.05893,8,optica,13.80282,1.8068210705556384e-29,0.00030990284253062364
0.05893,9,optica,13.80282,1.8068210705556384e-29,0.008009348445953976
0.05893,10,optica,14.73601,0.0,0.07314451909766384
0.05893,11,optica,15.04461,0.07963384235888855,7.963384235888855e-30
0.05893,12,optica,14.73601,0.0,0.006869634750249054
0.06077,1,acustica,3.10045,0.0,0.015884123773635118
0.06077,2,acustica,4.72369,0.0,0.0
0.06077,3,acustica,3.10045,0.0,0.019865403183152077
0.06077,4,optica,4.30051,0.0,0.17634937927782407
0.06077,5,optica,4.30051,0.0,0.4571802997551162
0.06077,6,optica,8.89844,0.09184592850588114,0.0
0.06077,7,optica,13.99246,0.044263167069125774,8.852633413825153e-30
0.06077,8,optica,13.81701,1.8040549660530707e-29,0.0006519464047175865
0.06077,9,optica,13.81701,1.8040549660530707e-29,0.008197237125736936
0.06077,10,optica,14.70579,0.0,0.07758994758954099
0.06077,11,optica,15.02774,0.07976240378317082,7.976240378317081e-30
0.06077,12,optica,14.70579,0.0,0.00249075457837157
0.06262,1,acustica,3.17321,0.0,0.033817395899650396
0.06262,2,acustica,4.85909,0.0,0.0
0.06262,3,acustica,3.17321,0.0,0.003159952204836678
0.06262,4,optica,4.30356,0.0,0.02130747917127187
0.06262,5,optica,4.30356,0.0,0.6070212673393051
0.06262,6,optica,8.78962,0.09382272873063077,0.0
0.06262,7,optica,14.03732,0.0440536908651208,1.762147634604832e-29
0.06262,8,optica,13.83206,1.8011309188717964e-29,0.0005524772242703905
0.06262,9,optica,13.83206,1.8011309188717964e-29,0.00883923830309372
0.06262,10,optica,14.67526,8.254641559374412e-30,0.07934014148217203
0.06262,11,optica,15.01021,0.07989647265730335,7.989647265730334e-30
0.06262,12,optica,14.67526,0.0,0.0007993317322166808
0.06446,1,acustica,3.24407,0.0,0.03697338024446929
0.06446,2,acustica,4.99384,0.0,0.0
0.06446,3,acustica,3.24407,0.0,0.0013010733127368894
0.06446,4,optica,4.30465,0.0,0.02918011788270944
0.06446,5,optica,4.30465,0.0,0.5943932422600576
0.06446,6,optica,8.6799,0.09589119269292422,0.0
0.06446,7,optica,14.08124,0.043850495970422385,8.770099194084474e-30
0.06446,8,optica,13.84797,1.7980485197535324e-29,0.0009533053422843699
0.06446,9,optica,13.84797,0.0,0.008992657749506385
0.06446,10,optica,14.64446,0.0,0.06799142089735363
0.06446,11,optica,14.99199,0.08003618584408563,8.003618584408563e-30
0.06446,12,optica,14.64446,3.3119559485532864e-29,0.01219808572122938
0.0663,1,acustica,3.31298,0.0,0.036019033004054214
0.0663,2,acustica,5.12792,0.0,0.0
0.0663,3,acustica,3.31298,0.0,0.003625116672875814
0.0663,4,optica,4.30371,0.0,0.0019424025585084409
0.0663,5,optica,4.30371,0.0,0.6173367592490197
0.0663,6,optica,8.56928,0.09805706870045196,0.0
0.0663,7,optica,14.12422,0.043653420455426986,8.730684091085395e-30
0.0663,8,optica,13.86476,1.7948080800159373e-29,0.0038643832459135732
0.0663,9,optica,13.86476,0.0,0.006646597092391972
0.0663,10,optica,14.61345,0.0,0.04181903481860984
0.0663,11,optica,14.9731,0.08018168396029642,0.0
0.0663,12,optica,14.61345,8.305469164793013e-30,0.03841078222800712
0.06814,1,acustica,3.37987,0.0,0.02398593860806604
0.06814,2,acustica,5.26132,0.0,0.0
0.06814,3,acustica,3.37987,0.0,0.01710394862060452
0.06814,4,optica,4.30066,0.0,0.008000743839277838
0.06814,5,optica,4.30066,0.0,0.6074609061848881
0.06814,6,optica,8.45776,0.10032656621405062,0.0
0.06814,7,optica,14.16627,0.043462307514436076,0.0
0.06814,8,optica,13.88242,1.7914106462833662e-29,0.0015704672655639954
0.06814,9,optica,13.88242,0.0,0.009515298241199297
0.06814,10,optica,14.58227,0.0,0.07693600670053415
0.06814,11,optica,14.9535,0.08033311140199687,0.0
0.06814,12,optica,14.58227,0.0,0.0033233908905702285
0.06998,1,acustica,3.44471,0.0,0.04226457557540572
0.06998,2,acustica,5.39403,0.0,0.0
0.06998,3,acustica,3.44471,0.0,0.00035068682514880276
