pipeline,valor
FIREFLy,13.155
FIREFLy,13.687
FIREFLy,11.368
FIREFLy,12.076
FIREFLy,7.098
FIREFLy,10.784
FIREFLy,8.334
FIREFLy,10.366
FIREFLy,11.643
FIREFLy,6.486
FIREFLy,11.386
FIREFLy,11.766
FIREFLy,10.698
FIREFLy,13.456
FIREFLy,7.593
FIREFLy,7.465
FIREFLy,6.707
FIREFLy,5.814
FIREFLy,13.677
FIREFLy,7.781
FIREFLy,5.649
FIREFLy,3.716
FIREFLy,6.166
FIREFLy,11.677
FIREFLy,10.187
FIREFLy,5.7
FIREFLy,8.4
FIREFLy,8.651
FIREFLy,3.995
FIREFLy,7.694
FIREFLy,11.013
FIREFLy,11.596
FIREFLy,8.71
FIREFLy,9.774
FIREFLy,14.232
FIREFLy,12.289
FIREFLy,6.391
FIREFLy,5.641
FIREFLy,4.572
FIREFLy,9.403
FIREFLy,7.53
FIREFLy,14.493
FIREFLy,13.092
FIREFLy,13.743
FIREFLy,9.32
FIREFLy,7.401
FIREFLy,5.101
FIREFLy,5.657
FIREFLy,1.896
FIREFLy,3.739
FIREFLy,10.23
FIREFLy,11.085
FIREFLy,16.085
FIREFLy,10.512
FIREFLy,4.671
FIREFLy,9.559
FIREFLy,7.185
FIREFLy,6.959
FIREFLy,8.973
FIREFLy,14.201
FIREFLy,5.625
FIREFLy,11.27
FIREFLy,7.341
FIREFLy,7.488
FIREFLy,6.126
FIREFLy,4.761
FIREFLy,12.992
FIREFLy,9.073
FIREFLy,3.995
FIREFLy,8.571
FIREFLy,5.972
FIREFLy,11.601
FIREFLy,6.003
FIREFLy,12.189
FIREFLy,8.886
FIREFLy,12.743
FIREFLy,8.119
FIREFLy,6.343
FIREFLy,5.897
FIREFLy,10.243
FIREFLy,12.578
FIREFLy,6.498
FIREFLy,15.13
FIREFLy,7.96
FIREFLy,9.604
FIREFLy,9.796
FIREFLy,5.278
FIREFLy,12.199
FIREFLy,8.06
FIREFLy,7.526
FIREFLy,12.0
FIREFLy,9.083
FIREFLy,5.893
FIREFLy,13.105
FIREFLy,5.749
FIREFLy,7.744
FIREFLy,7.334
FIREFLy,4.426
FIREFLy,14.386
FIREFLy,4.338
FIREFLy,11.058
FIREFLy,14.549
FIREFLy,8.03
FIREFLy,14.049
FIREFLy,13.8
FIREFLy,10.637
FIREFLy,12.185
FIREFLy,5.944
FIREFLy,4.146
FIREFLy,5.415
FIREFLy,15.407
FIREFLy,12.343
FIREFLy,13.703
FIREFLy,17.268
FIREFLy,11.018
FIREFLy,8.018
FIREFLy,1.85
FIREFLy,11.533
FIREFLy,11.547
FIREFLy,8.442
FIREFLy,8.205
FIREFLy,11.61
FIREFLy,14.274
FIREFLy,5.436
FIREFLy,12.283
FIREFLy,9.71
FIREFLy,7.796
FIREFLy,7.771
FIREFLy,6.547
FIREFLy,11.705
FIREFLy,8.411
FIREFLy,8.566
FIREFLy,4.131
FIREFLy,6.037
FIREFLy,6.532
FIREFLy,11.015
FIREFLy,11.437
FIREFLy,8.443
FIREFLy,5.812
FIREFLy,8.221
FIREFLy,7.068
FIREFLy,9.05
FIREFLy,13.782
FIREFLy,7.605
FIREFLy,7.067
FIREFLy,5.945
FIREFLy,6.308
FIREFLy,5.67
FIREFLy,7.498
FIREFLy,8.857
FIREFLy,11.321
FIREFLy,13.442
FIREFLy,5.209
FIREFLy,14.713
FIREFLy,8.567
FIREFLy,9.67
FIREFLy,9.659
FIREFLy,8.114
FIREFLy,10.849
FIREFLy,5.124
FIREFLy,10.187
FIREFLy,8.891
FIREFLy,6.416
FIREFLy,7.378
FIREFLy,11.614
FIREFLy,10.929
FIREFLy,5.331
FIREFLy,6.802
FIREFLy,7.701
FIREFLy,4.794
FIREFLy,9.33
FIREFLy,13.897
FIREFLy,10.186
FIREFLy,8.757
FIREFLy,6.932
FIREFLy,13.925
FIREFLy,9.839
FIREFLy,5.621
FIREFLy,8.962
FIREFLy,9.344
FIREFLy,15.233
FIREFLy,6.72
FIREFLy,3.907
FIREFLy,8.16
FIREFLy,10.589
FIREFLy,5.118
FIREFLy,3.173
FIREFLy,3.73
FIREFLy,12.021
FIREFLy,7.128
FIREFLy,9.232
FIREFLy,7.319
FIREFLy,9.632
FIREFLy,5.918
FIREFLy,5.958
FIREFLy,3.411
FIREFLy,5.304
FIREFLy,12.531
FIREFLy,9.73
FIREFLy,9.71
FIREFLy,8.171
FIREFLy,9.815
FIREFLy,7.958
FIREFLy,12.514
FIREFLy,8.659
FIREFLy,14.016
FIREFLy,7.814
FIREFLy,8.359
FIREFLy,10.872
FIREFLy,4.454
FIREFLy,12.884
FIREFLy,5.729
FIREFLy,9.299
FIREFLy,10.741
FIREFLy,14.423
FIREFLy,9.882
FIREFLy,12.179
FIREFLy,7.081
FIREFLy,8.583
FIREFLy,4.699
FIREFLy,7.884
FIREFLy,5.145
FIREFLy,6.119
FIREFLy,13.34
FIREFLy,6.978
FIREFLy,6.643
FIREFLy,6.291
FIREFLy,6.926
FIREFLy,14.069
FIREFLy,10.624
FIREFLy,10.242
FIREFLy,13.697
FIREFLy,9.005
FIREFLy,17.024
FIREFLy,8.719
FIREFLy,3.821
FIREFLy,12.163
FIREFLy,2.575
FIREFLy,12.886
FIREFLy,3.324
FIREFLy,4.942
FIREFLy,1.939
FIREFLy,11.479
FIREFLy,4.245
FIREFLy,5.718
FIREFLy,4.365
FIREFLy,7.96
FIREFLy,4.261
FIREFLy,10.563
FIREFLy,9.374
FIREFLy,11.214
FIREFLy,7.65
FIREFLy,5.529
FIREFLy,7.588
FIREFLy,12.089
FIREFLy,5.129
FIREFLy,8.252
FIREFLy,3.876
FIREFLy,11.171
FIREFLy,10.683
FIREFLy,16.842
FIREFLy,12.963
FIREFLy,16.585
FIREFLy,9.483
FIREFLy,14.1
FIREFLy,3.535
FIREFLy,14.401
FIREFLy,11.014
FIREFLy,8.966
FIREFLy,9.225
FIREFLy,7.736
FIREFLy,13.936
FIREFLy,5.683
FIREFLy,11.586
FIREFLy,12.247
FIREFLy,5.168
FIREFLy,9.788
FIREFLy,8.797
FIREFLy,8.134
FIREFLy,6.848
FIREFLy,7.065
FIREFLy,6.551
FIREFLy,11.571
FIREFLy,4.966
FIREFLy,5.529
FIREFLy,14.785
FIREFLy,9.208
FIREFLy,7.816
FIREFLy,4.824
FIREFLy,6.329
FIREFLy,7.553
FIREFLy,7.335
FIREFLy,10.152
FIREFLy,7.65
FIREFLy,8.896
FIREFLy,9.008
FIREFLy,9.008
FIREFLy,5.042
FIREFLy,4.899
FIREFLy,9.05
FIREFLy,6.803
FIREFLy,6.414
FIREFLy,10.593
FIREFLy,10.462
FIREFLy,7.342
FIREFLy,5.969
FIREFLy,8.269
FIREFLy,2.128
FIREFLy,4.141
FIREFLy,7.923
FIREFLy,11.44
FIREFLy,11.32
FIREFLy,10.844
FIREFLy,3.096
FIREFLy,9.463
FIREFLy,10.475
FIREFLy,3.418
FIREFLy,15.802
FIREFLy,11.228
FIREFLy,9.995
FIREFLy,7.653
FIREFLy,4.202
FIREFLy,4.075
FIREFLy,5.896
FIREFLy,11.119
FIREFLy,4.096
FIREFLy,6.003
FIREFLy,6.414
FIREFLy,10.065
FIREFLy,6.617
FIREFLy,3.497
FIREFLy,7.095
FIREFLy,11.532
FIREFLy,12.84
FIREFLy,7.994
FIREFLy,6.735
FIREFLy,8.398
FIREFLy,6.912
FIREFLy,5.818
FIREFLy,3.276
FIREFLy,6.194
FIREFLy,12.665
FIREFLy,11.064
FIREFLy,8.469
FIREFLy,4.676
FIREFLy,7.751
FIREFLy,15.596
FIREFLy,10.391
FIREFLy,7.472
FIREFLy,5.426
FIREFLy,5.792
FIREFLy,4.259
FIREFLy,6.163
FIREFLy,10.179
FIREFLy,10.76
FIREFLy,11.776
FIREFLy,8.987
FIREFLy,8.484
FIREFLy,10.164
FIREFLy,5.504
FIREFLy,4.843
FIREFLy,3.221
FIREFLy,8.998
FIREFLy,5.995
FIREFLy,8.728
FIREFLy,8.667
FIREFLy,12.441
FIREFLy,13.362
FIREFLy,8.361
FIREFLy,10.622
FIREFLy,7.901
FIREFLy,11.89
FIREFLy,13.431
FIREFLy,6.843
FIREFLy,9.602
FIREFLy,5.108
FIREFLy,9.001
FIREFLy,7.201
FIREFLy,8.873
FIREFLy,9.37
FIREFLy,13.275
FIREFLy,11.045
FIREFLy,9.513
FIREFLy,6.74
FIREFLy,2.85
FIREFLy,6.922
FIREFLy,8.644
FIREFLy,6.678
FIREFLy,4.15
FIREFLy,11.983
FIREFLy,7.699
FIREFLy,9.508
FIREFLy,9.539
FIREFLy,13.298
FIREFLy,3.371
FIREFLy,9.14
FIREFLy,3.919
FIREFLy,3.0
FIREFLy,6.096
FIREFLy,4.072
FIREFLy,8.2
FIREFLy,7.023
FIREFLy,12.252
FIREFLy,8.12
FIREFLy,9.829
FIREFLy,2.57
FIREFLy,6.882
FIREFLy,8.528
FIREFLy,8.815
FIREFLy,4.199
FIREFLy,9.89
FIREFLy,7.73
FIREFLy,10.011
FIREFLy,9.412
FIREFLy,14.221
FIREFLy,11.207
FIREFLy,5.952
FIREFLy,9.66
FIREFLy,7.25
FIREFLy,5.323
FIREFLy,10.301
FIREFLy,8.002
FIREFLy,14.027
FIREFLy,6.427
FIREFLy,6.938
FIREFLy,5.731
FIREFLy,10.671
FIREFLy,12.688
FIREFLy,3.117
FIREFLy,6.984
FIREFLy,10.115
FIREFLy,9.718
FIREFLy,11.221
FIREFLy,7.974
FIREFLy,13.714
FIREFLy,6.293
FIREFLy,5.553
FIREFLy,4.484
FIREFLy,11.08
FIREFLy,9.295
FIREFLy,10.247
FIREFLy,15.847
FIREFLy,7.148
FIREFLy,4.175
FIREFLy,5.138
FIREFLy,9.469
FIREFLy,4.946
FIREFLy,12.179
FIREFLy,7.335
FIREFLy,7.049
FIREFLy,7.605
FIREFLy,2.857
FIREFLy,12.359
FIREFLy,10.038
FIREFLy,7.933
FIREFLy,17.451
FIREFLy,8.087
FIREFLy,7.083
FIREFLy,10.241
FIREFLy,12.326
FIREFLy,13.488
FIREFLy,5.936
FIREFLy,5.74
FIREFLy,4.899
FIREFLy,3.292
FIREFLy,6.617
FIREFLy,10.185
FIREFLy,5.165
FIREFLy,4.426
FIREFLy,7.014
FIREFLy,5.534
FIREFLy,10.206
FIREFLy,5.446
FIREFLy,3.313
FIREFLy,5.523
FIREFLy,9.385
FIREFLy,7.838
FIREFLy,5.049
FIREFLy,11.462
FIREFLy,4.624
FIREFLy,5.062
FIREFLy,5.19
FIREFLy,15.875
FIREFLy,13.033
FIREFLy,13.332
FIREFLy,2.913
FIREFLy,6.952
FIREFLy,13.069
FIREFLy,3.19
FIREFLy,6.964
FIREFLy,10.45
FIREFLy,8.897
FIREFLy,10.189
FIREFLy,13.307
FIREFLy,6.596
FIREFLy,11.799
FIREFLy,12.084
FIREFLy,12.508
FIREFLy,7.234
FIREFLy,4.611
FIREFLy,11.56
FIREFLy,5.1
FIREFLy,5.032
FIREFLy,7.665
FIREFLy,4.896
FIREFLy,8.888
FIREFLy,15.748
FIREFLy,5.795
FIREFLy,8.106
FIREFLy,3.186
FIREFLy,9.459
FIREFLy,6.681
FIREFLy,10.783
FIREFLy,10.719
FIREFLy,11.767
FIREFLy,4.75
FIREFLy,7.04
FIREFLy,13.475
FIREFLy,10.383
FIREFLy,15.542
FIREFLy,9.18
FIREFLy,12.518
FIREFLy,4.826
FIREFLy,10.039
FIREFLy,14.551
FIREFLy,12.002
FIREFLy,11.304
FIREFLy,7.567
FIREFLy,4.596
FIREFLy,5.278
FIREFLy,13.257
FIREFLy,9.251
FIREFLy,5.641
FIREFLy,7.655
FIREFLy,6.808
FIREFLy,5.133
FIREFLy,7.009
FIREFLy,9.829
FIREFLy,9.445
FIREFLy,8.375
FIREFLy,16.0
FIREFLy,10.27
FIREFLy,5.101
FIREFLy,12.247
FIREFLy,8.349
FIREFLy,7.181
FIREFLy,11.179
FIREFLy,5.623
FIREFLy,12.354
FIREFLy,4.939
FIREFLy,9.607
FIREFLy,6.042
FIREFLy,4.834
FIREFLy,5.81
FIREFLy,2.998
FIREFLy,14.662
FIREFLy,8.651
FIREFLy,6.467
FIREFLy,6.345
FIREFLy,3.966
FIREFLy,9.761
FIREFLy,6.581
FIREFLy,7.365
FIREFLy,4.465
FIREFLy,2.8
FIREFLy,11.479
FIREFLy,4.554
FIREFLy,12.687
FIREFLy,5.167
FIREFLy,11.654
FIREFLy,5.519
FIREFLy,3.948
FIREFLy,10.708
FIREFLy,10.0
FIREFLy,7.481
FIREFLy,2.735
FIREFLy,5.196
FIREFLy,5.061
FIREFLy,10.468
FIREFLy,6.688
FIREFLy,7.411
FIREFLy,5.528
FIREFLy,6.95
FIREFLy,2.333
FIREFLy,6.504
FIREFLy,3.863
FIREFLy,2.68
FIREFLy,8.771
FIREFLy,10.543
FIREFLy,6.687
FIREFLy,11.862
FIREFLy,11.293
FIREFLy,8.733
FIREFLy,5.913
FIREFLy,5.036
FIREFLy,10.563
FIREFLy,7.242
FIREFLy,8.373
FIREFLy,4.374
FIREFLy,8.947
FIREFLy,13.779
FIREFLy,8.208
FIREFLy,9.508
FIREFLy,5.862
FIREFLy,11.428
FIREFLy,9.857
FIREFLy,10.53
FIREFLy,5.278
FIREFLy,6.187
FIREFLy,9.96
FIREFLy,16.9
FIREFLy,5.513
FIREFLy,5.099
FIREFLy,7.337
FIREFLy,5.207
FIREFLy,8.293
FIREFLy,5.048
FIREFLy,4.012
FIREFLy,6.93
FIREFLy,5.04
FIREFLy,17.793
FIREFLy,9.615
FIREFLy,7.196
FIREFLy,14.592
FIREFLy,5.946
FIREFLy,8.998
FIREFLy,12.438
FIREFLy,4.629
FIREFLy,11.618
FIREFLy,7.019
FIREFLy,5.472
FIREFLy,5.251
FIREFLy,14.378
FIREFLy,6.384
FIREFLy,8.687
FIREFLy,6.557
FIREFLy,4.122
FIREFLy,13.148
FIREFLy,6.522
FIREFLy,9.535
FIREFLy,8.64
FIREFLy,5.684
FIREFLy,11.191
FIREFLy,5.676
FIREFLy,10.785
FIREFLy,12.576
FIREFLy,6.188
FIREFLy,8.325
FIREFLy,13.121
