pipeline,valor
FIREFLy,8.054
FIREFLy,11.689
FIREFLy,10.348
FIREFLy,12.161
FIREFLy,12.221
FIREFLy,4.784
FIREFLy,10.846
FIREFLy,8.975
FIREFLy,14.174
FIREFLy,10.876
FIREFLy,11.371
FIREFLy,5.628
FIREFLy,2.706
FIREFLy,11.934
FIREFLy,5.692
FIREFLy,17.166
FIREFLy,3.206
FIREFLy,13.401
FIREFLy,5.74
FIREFLy,9.634
FIREFLy,3.442
FIREFLy,11.435
FIREFLy,11.07
FIREFLy,8.482
FIREFLy,6.495
FIREFLy,7.159
FIREFLy,17.551
FIREFLy,11.062
FIREFLy,4.873
FIREFLy,13.77
FIREFLy,3.348
FIREFLy,5.061
FIREFLy,14.772
FIREFLy,9.797
FIREFLy,7.263
FIREFLy,7.882
FIREFLy,10.771
FIREFLy,3.429
FIREFLy,10.341
FIREFLy,4.732
FIREFLy,7.145
FIREFLy,4.305
FIREFLy,8.637
FIREFLy,7.927
FIREFLy,10.434
FIREFLy,9.185
FIREFLy,9.426
FIREFLy,4.208
FIREFLy,7.294
FIREFLy,11.821
FIREFLy,4.789
FIREFLy,6.741
FIREFLy,10.206
FIREFLy,9.467
FIREFLy,5.641
FIREFLy,17.772
FIREFLy,4.696
FIREFLy,14.313
FIREFLy,16.618
FIREFLy,11.677
FIREFLy,6.323
FIREFLy,6.813
FIREFLy,5.691
FIREFLy,5.621
FIREFLy,5.435
FIREFLy,7.355
FIREFLy,6.167
FIREFLy,14.502
FIREFLy,6.425
FIREFLy,10.247
FIREFLy,10.301
FIREFLy,5.195
FIREFLy,7.75
FIREFLy,8.156
FIREFLy,11.037
FIREFLy,8.049
FIREFLy,4.709
FIREFLy,9.96
FIREFLy,10.668
FIREFLy,5.379
FIREFLy,7.373
FIREFLy,7.637
FIREFLy,7.873
FIREFLy,7.257
FIREFLy,12.163
FIREFLy,8.779
FIREFLy,13.9
FIREFLy,8.051
FIREFLy,6.59
FIREFLy,7.28
FIREFLy,6.217
FIREFLy,5.318
FIREFLy,5.868
FIREFLy,4.512
FIREFLy,3.874
FIREFLy,8.128
FIREFLy,4.676
FIREFLy,4.98
FIREFLy,11.874
FIREFLy,6.044
FIREFLy,10.467
FIREFLy,8.405
FIREFLy,7.428
FIREFLy,6.218
FIREFLy,7.669
FIREFLy,3.695
FIREFLy,14.143
FIREFLy,9.2
FIREFLy,9.796
FIREFLy,14.723
FIREFLy,10.778
FIREFLy,14.361
FIREFLy,1.668
FIREFLy,5.851
FIREFLy,6.305
FIREFLy,11.7
FIREFLy,5.985
FIREFLy,9.242
FIREFLy,5.85
FIREFLy,5.737
FIREFLy,7.621
FIREFLy,5.408
FIREFLy,13.729
FIREFLy,12.498
FIREFLy,7.602
FIREFLy,3.653
FIREFLy,8.806
FIREFLy,4.584
FIREFLy,7.746
FIREFLy,6.997
FIREFLy,4.434
FIREFLy,6.928
FIREFLy,8.997
FIREFLy,7.904
FIREFLy,9.394
FIREFLy,12.209
FIREFLy,9.192
FIREFLy,7.121
FIREFLy,12.346
FIREFLy,8.778
FIREFLy,9.278
FIREFLy,3.975
FIREFLy,6.104
FIREFLy,11.532
FIREFLy,7.043
FIREFLy,8.111
FIREFLy,6.746
FIREFLy,4.595
FIREFLy,10.914
FIREFLy,12.336
FIREFLy,11.002
FIREFLy,4.479
FIREFLy,5.483
FIREFLy,6.885
FIREFLy,9.434
FIREFLy,5.472
FIREFLy,13.703
FIREFLy,8.052
FIREFLy,13.564
FIREFLy,8.905
FIREFLy,3.846
FIREFLy,7.605
FIREFLy,8.137
FIREFLy,7.69
FIREFLy,6.087
FIREFLy,12.531
FIREFLy,7.562
FIREFLy,4.461
FIREFLy,3.476
FIREFLy,9.662
FIREFLy,10.421
FIREFLy,3.824
FIREFLy,7.238
FIREFLy,2.936
FIREFLy,13.34
FIREFLy,10.97
FIREFLy,13.686
FIREFLy,6.246
FIREFLy,5.981
FIREFLy,12.698
FIREFLy,5.207
FIREFLy,10.456
FIREFLy,5.127
FIREFLy,5.784
FIREFLy,12.191
FIREFLy,4.765
FIREFLy,8.789
FIREFLy,8.104
FIREFLy,12.328
FIREFLy,4.931
FIREFLy,3.686
FIREFLy,8.409
FIREFLy,5.997
FIREFLy,13.803
FIREFLy,6.249
FIREFLy,6.235
FIREFLy,4.411
FIREFLy,5.061
FIREFLy,7.247
FIREFLy,3.867
FIREFLy,6.811
FIREFLy,8.082
FIREFLy,10.258
FIREFLy,9.372
FIREFLy,14.65
FIREFLy,8.834
FIREFLy,8.857
FIREFLy,10.337
FIREFLy,6.67
FIREFLy,6.318
FIREFLy,10.127
FIREFLy,7.759
FIREFLy,5.094
FIREFLy,5.565
FIREFLy,3.088
FIREFLy,5.361
FIREFLy,5.726
FIREFLy,9.943
FIREFLy,10.109
FIREFLy,10.38
FIREFLy,6.043
FIREFLy,7.497
FIREFLy,5.497
FIREFLy,5.874
FIREFLy,4.011
FIREFLy,7.33
FIREFLy,5.927
FIREFLy,10.153
FIREFLy,8.536
FIREFLy,4.317
FIREFLy,12.213
FIREFLy,2.6
FIREFLy,9.12
FIREFLy,5.275
FIREFLy,7.8
FIREFLy,7.981
FIREFLy,8.605
FIREFLy,9.905
FIREFLy,17.618
FIREFLy,6.517
FIREFLy,12.141
FIREFLy,10.678
FIREFLy,9.759
FIREFLy,12.972
FIREFLy,2.762
FIREFLy,6.078
FIREFLy,7.489
FIREFLy,12.042
FIREFLy,9.176
FIREFLy,7.327
FIREFLy,9.04
FIREFLy,3.596
FIREFLy,5.863
FIREFLy,5.7
FIREFLy,13.754
FIREFLy,10.139
FIREFLy,6.481
FIREFLy,6.173
FIREFLy,8.578
FIREFLy,6.081
FIREFLy,9.079
FIREFLy,8.902
FIREFLy,6.249
FIREFLy,7.99
FIREFLy,9.639
FIREFLy,4.955
FIREFLy,6.039
FIREFLy,6.112
FIREFLy,8.342
FIREFLy,5.053
FIREFLy,9.226
FIREFLy,9.367
FIREFLy,13.752
FIREFLy,12.36
FIREFLy,12.014
FIREFLy,3.177
FIREFLy,12.971
FIREFLy,7.174
FIREFLy,7.611
FIREFLy,8.307
FIREFLy,9.668
FIREFLy,7.737
FIREFLy,9.91
FIREFLy,14.662
FIREFLy,5.493
FIREFLy,9.589
FIREFLy,10.159
FIREFLy,12.122
FIREFLy,5.875
FIREFLy,3.304
FIREFLy,10.162
FIREFLy,12.521
FIREFLy,4.508
FIREFLy,4.541
FIREFLy,5.702
FIREFLy,18.553
FIREFLy,7.347
FIREFLy,7.043
FIREFLy,9.229
FIREFLy,5.557
FIREFLy,14.964
FIREFLy,8.525
FIREFLy,10.708
FIREFLy,7.388
FIREFLy,5.938
FIREFLy,8.432
FIREFLy,9.487
FIREFLy,10.975
FIREFLy,8.764
FIREFLy,5.137
FIREFLy,7.252
FIREFLy,3.482
FIREFLy,15.895
FIREFLy,8.568
FIREFLy,13.319
FIREFLy,8.533
FIREFLy,4.559
FIREFLy,7.72
FIREFLy,8.457
FIREFLy,7.674
FIREFLy,6.93
FIREFLy,6.647
FIREFLy,8.211
FIREFLy,10.086
FIREFLy,2.491
FIREFLy,11.907
FIREFLy,10.958
FIREFLy,11.743
FIREFLy,3.23
FIREFLy,8.705
FIREFLy,7.364
FIREFLy,4.297
FIREFLy,9.016
FIREFLy,13.346
FIREFLy,2.756
FIREFLy,7.326
FIREFLy,5.126
FIREFLy,10.515
FIREFLy,5.8
FIREFLy,6.399
FIREFLy,5.027
FIREFLy,5.614
FIREFLy,7.476
FIREFLy,4.65
FIREFLy,10.313
FIREFLy,13.774
FIREFLy,4.348
FIREFLy,11.002
FIREFLy,4.618
FIREFLy,9.157
FIREFLy,4.297
FIREFLy,5.108
FIREFLy,12.786
FIREFLy,5.568
FIREFLy,10.296
FIREFLy,3.115
FIREFLy,8.27
FIREFLy,7.858
FIREFLy,5.172
FIREFLy,4.231
FIREFLy,13.886
FIREFLy,11.178
FIREFLy,4.456
FIREFLy,4.28
FIREFLy,7.766
FIREFLy,9.104
FIREFLy,4.808
FIREFLy,7.547
FIREFLy,4.676
FIREFLy,5.879
FIREFLy,9.516
FIREFLy,4.741
FIREFLy,9.34
FIREFLy,8.306
FIREFLy,6.01
FIREFLy,6.638
FIREFLy,7.995
FIREFLy,5.016
FIREFLy,7.622
FIREFLy,6.657
FIREFLy,11.609
FIREFLy,9.436
FIREFLy,14.355
FIREFLy,7.051
FIREFLy,18.697
FIREFLy,12.92
FIREFLy,4.655
FIREFLy,2.812
FIREFLy,8.114
FIREFLy,10.691
FIREFLy,6.079
FIREFLy,13.17
FIREFLy,12.482
FIREFLy,3.003
FIREFLy,15.148
FIREFLy,9.812
FIREFLy,12.424
FIREFLy,6.032
FIREFLy,3.687
FIREFLy,11.555
FIREFLy,8.267
FIREFLy,4.562
FIREFLy,7.319
FIREFLy,9.809
FIREFLy,9.181
FIREFLy,10.061
FIREFLy,11.603
FIREFLy,5.661
FIREFLy,8.085
FIREFLy,9.887
FIREFLy,5.892
FIREFLy,8.334
FIREFLy,2.689
FIREFLy,8.018
FIREFLy,12.938
FIREFLy,2.792
FIREFLy,10.373
FIREFLy,5.248
FIREFLy,2.897
FIREFLy,10.333
FIREFLy,4.629
FIREFLy,7.031
FIREFLy,7.0
FIREFLy,3.355
FIREFLy,6.079
FIREFLy,6.865
FIREFLy,7.131
FIREFLy,5.903
FIREFLy,3.96
FIREFLy,8.696
FIREFLy,13.162
FIREFLy,12.33
FIREFLy,9.622
FIREFLy,5.168
FIREFLy,8.203
FIREFLy,6.826
FIREFLy,5.277
FIREFLy,8.625
FIREFLy,11.667
FIREFLy,9.79
FIREFLy,5.73
FIREFLy,11.397
FIREFLy,4.007
FIREFLy,11.541
FIREFLy,10.09
FIREFLy,6.19
FIREFLy,6.511
FIREFLy,7.379
FIREFLy,6.938
FIREFLy,3.83
FIREFLy,6.695
FIREFLy,5.554
FIREFLy,8.134
FIREFLy,10.919
FIREFLy,7.713
FIREFLy,9.839
FIREFLy,13.133
FIREFLy,10.103
FIREFLy,6.502
FIREFLy,8.549
FIREFLy,6.937
FIREFLy,6.328
FIREFLy,7.827
FIREFLy,8.384
FIREFLy,6.225
FIREFLy,12.429
FIREFLy,4.621
FIREFLy,5.427
FIREFLy,11.035
FIREFLy,5.195
FIREFLy,5.175
FIREFLy,6.052
FIREFLy,11.194
FIREFLy,6.568
FIREFLy,8.772
FIREFLy,11.063
FIREFLy,7.858
FIREFLy,6.104
FIREFLy,12.551
FIREFLy,4.316
FIREFLy,9.396
FIREFLy,5.227
FIREFLy,14.855
FIREFLy,4.514
FIREFLy,8.914
FIREFLy,6.456
FIREFLy,12.071
FIREFLy,6.712
FIREFLy,8.844
FIREFLy,11.103
FIREFLy,7.026
FIREFLy,3.672
FIREFLy,8.76
FIREFLy,5.152
FIREFLy,4.173
FIREFLy,8.51
FIREFLy,9.022
FIREFLy,10.43
FIREFLy,5.213
FIREFLy,16.135
FIREFLy,2.001
FIREFLy,7.884
FIREFLy,3.461
FIREFLy,9.808
FIREFLy,4.834
FIREFLy,7.316
FIREFLy,5.505
FIREFLy,6.308
FIREFLy,10.35
FIREFLy,6.265
FIREFLy,5.747
FIREFLy,7.547
FIREFLy,11.123
FIREFLy,5.428
FIREFLy,6.212
FIREFLy,4.997
FIREFLy,11.915
FIREFLy,13.128
FIREFLy,10.418
FIREFLy,7.929
FIREFLy,3.111
FIREFLy,4.727
FIREFLy,7.419
FIREFLy,3.21
FIREFLy,3.645
FIREFLy,9.297
FIREFLy,5.803
FIREFLy,14.356
FIREFLy,11.461
FIREFLy,10.662
FIREFLy,7.523
FIREFLy,13.169
FIREFLy,8.501
FIREFLy,9.623
FIREFLy,9.153
FIREFLy,6.712
FIREFLy,9.44
FIREFLy,3.66
FIREFLy,6.318
FIREFLy,3.345
FIREFLy,4.645
FIREFLy,4.564
FIREFLy,4.774
FIREFLy,6.41
FIREFLy,9.505
FIREFLy,7.27
FIREFLy,5.718
FIREFLy,8.76
FIREFLy,4.17
FIREFLy,8.916
FIREFLy,15.016
FIREFLy,5.281
FIREFLy,8.463
FIREFLy,4.198
FIREFLy,3.474
FIREFLy,5.509
FIREFLy,7.881
FIREFLy,5.192
FIREFLy,6.853
FIREFLy,14.987
FIREFLy,6.874
FIREFLy,6.552
FIREFLy,6.693
FIREFLy,8.039
FIREFLy,5.482
FIREFLy,9.881
FIREFLy,10.041
FIREFLy,3.241
FIREFLy,3.281
FIREFLy,8.975
FIREFLy,10.665
FIREFLy,6.469
FIREFLy,3.831
FIREFLy,8.035
FIREFLy,4.174
FIREFLy,5.929
FIREFLy,9.159
FIREFLy,8.863
FIREFLy,7.726
FIREFLy,6.994
FIREFLy,14.14
FIREFLy,7.37
FIREFLy,9.175
FIREFLy,9.242
FIREFLy,15.823
FIREFLy,3.325
FIREFLy,10.786
FIREFLy,9.22
FIREFLy,14.996
FIREFLy,14.415
FIREFLy,14.136
FIREFLy,5.672
FIREFLy,3.839
FIREFLy,6.843
FIREFLy,10.328
FIREFLy,7.027
FIREFLy,10.042
FIREFLy,11.603
FIREFLy,9.043
FIREFLy,8.525
FIREFLy,6.901
FIREFLy,9.678
FIREFLy,6.228
FIREFLy,11.055
FIREFLy,9.456
FIREFLy,12.781
FIREFLy,5.25
FIREFLy,7.107
FIREFLy,5.464
FIREFLy,4.05
FIREFLy,7.763
FIREFLy,10.336
FIREFLy,10.302
FIREFLy,5.17
FIREFLy,7.904
FIREFLy,3.042
FIREFLy,5.478
FIREFLy,6.197
FIREFLy,2.265
FIREFLy,10.374
FIREFLy,6.779
FIREFLy,8.29
