t_dias,n_antiprotones,B_mT
11.746,92.184,136
11.749,92.308,136
11.751,92.007,136
11.755,91.466,136
11.757,91.628,136
11.76,91.934,136
11.763,92.186,136
11.765,92.038,136
11.768,91.619,136
11.771,91.811,136
11.773,91.98,136
11.777,92.308,136
11.779,92.242,136
11.782,91.732,136
11.785,92.748,136
11.787,92.355,136
11.79,90.991,136
11.793,91.583,136
11.795,91.821,136
11.798,91.55,136
11.801,91.557,136
11.804,91.843,136
11.807,92.12,136
11.809,92.303,136
11.917,91.505,136
11.972,91.815,136
11.974,92.034,136
11.977,91.341,136
11.98,91.735,136
11.982,91.94,136
11.985,91.672,136
11.988,92.254,136
11.991,91.715,136
11.993,92.054,136
11.996,92.304,136
11.999,91.322,136
12.002,92.186,136
12.004,91.81,136
12.007,91.725,136
12.01,91.694,136
12.013,91.893,136
12.015,91.469,136
12.018,91.56,136
12.021,91.783,136
12.023,91.909,136
12.026,92.256,136
12.029,91.81,136
12.032,91.979,136
12.035,91.557,136
12.037,92.056,136
12.04,92.091,136
12.043,92.19,136
12.045,91.961,136
12.048,91.467,136
12.051,92.116,136
12.054,92.348,136
12.057,91.877,136
12.059,92.216,136
12.062,92.397,136
12.065,91.637,136
12.067,91.873,136
12.07,91.875,136
12.073,92.364,136
12.075,91.852,136
12.079,92.283,136
12.081,92.153,136
12.084,92.501,136
12.087,91.67,136
12.089,92.33,136
12.092,92.014,136
12.095,91.518,136
12.097,92.298,136
12.1,92.125,136
12.103,91.629,136
12.105,91.817,136
12.109,91.981,136
12.111,91.92,136
12.114,92.013,136
12.117,92.028,136
12.119,91.922,136
12.122,91.93,136
12.125,91.581,136
12.127,92.043,136
12.131,91.713,136
12.133,92.057,136
12.136,92.324,136
12.139,91.762,136
12.141,91.968,136
12.144,91.82,136
12.147,92.283,136
12.149,92.476,136
12.153,91.58,136
12.155,92.064,136
12.158,92.071,136
12.161,91.737,136
12.163,91.949,136
12.166,92.164,136
12.169,92.218,136
12.171,92.245,136
12.175,91.734,136
12.177,91.564,136
12.18,91.996,136
12.183,91.621,136
12.185,91.978,136
12.188,92.309,136
12.191,91.643,136
12.193,92.229,136
12.197,91.782,136
12.199,91.978,136
12.202,92.15,136
12.205,91.961,136
12.207,92.035,136
12.21,91.584,136
12.213,91.987,136
12.215,92.22,136
12.219,91.829,136
12.221,92.248,136
12.224,92.588,136
12.227,91.856,136
12.229,91.4,136
12.232,92.083,136
12.235,91.896,136
12.237,91.921,136
12.24,92.029,136
12.243,92.008,136
12.246,91.79,136
12.249,91.696,136
12.251,91.918,136
12.254,91.878,136
12.257,91.997,136
12.259,92.326,136
12.262,91.961,136
12.265,92.252,136
12.267,92.093,136
12.271,92.132,136
12.273,91.713,136
12.276,91.925,136
12.279,91.965,136
12.281,92.129,136
12.284,92.0,136
12.287,92.284,136
12.289,91.868,136
12.292,92.071,136
12.295,91.936,136
12.298,91.783,136
12.301,92.158,136
12.303,92.065,136
12.306,92.081,136
12.309,92.227,136
12.311,92.13,136
12.314,91.999,136
12.317,92.203,136
12.32,91.783,136
12.322,91.739,136
12.325,92.007,136
12.328,91.662,136
12.331,91.745,136
12.333,91.967,136
12.336,92.11,136
12.339,92.03,136
12.342,92.258,136
12.344,91.716,136
12.347,92.561,136
12.35,92.457,136
12.352,91.913,136
12.355,91.788,136
12.358,91.605,136
12.361,92.044,136
12.364,91.748,136
12.366,91.459,136
12.369,92.508,136
12.372,91.59,136
12.374,91.861,136
12.377,92.13,136
12.38,91.749,136
12.382,92.461,136
12.386,91.677,136
12.388,92.112,136
12.391,91.869,136
12.394,91.758,136
12.396,92.354,136
12.399,91.866,136
12.402,91.769,136
12.404,92.217,136
12.407,91.934,136
12.41,92.108,136
12.413,91.843,136
12.416,91.872,136
12.418,92.481,136
12.421,92.079,136
12.424,92.198,136
12.426,92.32,136
12.429,92.004,136
12.432,91.73,136
12.434,92.609,136
12.438,92.192,136
12.44,91.763,136
12.443,92.097,136
12.446,91.965,136
12.448,92.366,136
12.451,92.392,136
12.454,92.097,136
12.456,92.553,136
12.46,91.893,136
12.462,92.037,136
12.465,92.21,136
12.468,91.823,136
12.47,92.551,136
12.473,92.007,136
12.476,91.98,136
12.478,92.042,136
12.482,92.141,136
12.484,92.0,136
12.487,92.11,136
12.49,92.054,136
12.492,92.144,136
12.495,91.977,136
12.498,91.233,136
12.5,91.568,136
12.504,92.12,136
12.506,91.701,136
12.509,92.273,136
12.512,91.533,136
12.514,92.251,136
12.517,92.43,136
12.52,91.925,136
12.522,92.027,136
12.526,91.817,136
12.528,91.913,136
12.531,91.993,136
12.534,91.567,136
12.536,92.118,136
12.539,91.686,136
12.542,91.802,136
12.544,92.044,136
12.548,91.486,136
12.55,91.682,136
12.553,92.117,136
12.556,91.549,136
12.558,91.998,136
12.561,92.245,136
12.564,91.668,136
12.566,92.558,136
12.569,92.005,136
12.572,92.391,136
12.575,92.189,136
12.578,91.594,136
12.58,91.821,136
12.583,91.81,136
12.586,92.178,136
12.588,92.59,136
12.591,91.988,136
12.594,92.309,136
12.596,92.632,136
12.6,92.053,136
12.602,92.223,136
12.605,92.128,136
12.608,91.641,136
12.61,92.615,136
12.613,91.264,136
12.616,91.662,136
12.618,91.852,136
12.621,91.832,136
12.624,91.852,136
12.627,91.988,136
12.63,91.735,136
12.632,91.58,136
12.635,91.449,136
12.638,91.657,136
12.64,92.169,136
12.643,91.477,136
12.646,91.732,136
12.649,92.193,136
12.651,91.7,136
12.654,92.058,136
12.657,91.638,136
12.66,92.241,136
12.662,92.234,136
12.665,91.876,136
12.668,92.398,136
12.671,91.508,136
12.673,90.699,136
12.676,91.785,136
12.679,91.913,136
12.681,92.232,136
12.684,91.851,136
12.687,91.728,136
12.69,91.775,136
12.693,92.356,136
12.695,92.171,136
12.698,92.717,136
12.701,91.888,136
12.703,92.227,136
12.706,91.965,136
12.709,92.42,136
12.711,91.801,136
12.715,91.843,136
12.717,91.916,136
12.72,92.324,136
12.723,91.75,136
12.725,92.357,136
12.728,92.106,136
12.731,92.337,136
12.733,93.029,136
12.736,92.416,136
12.739,92.072,136
12.742,92.229,136
12.745,91.684,136
12.747,92.162,136
12.75,91.859,136
12.753,91.75,136
12.755,92.448,136
12.758,92.051,136
12.761,92.1,136
12.763,92.205,136
12.767,92.003,136
12.769,92.597,136
12.772,91.99,136
12.775,92.201,136
12.777,92.392,136
12.78,92.282,136
12.783,92.001,136
12.785,92.563,136
12.789,92.045,136
12.791,91.67,136
12.794,91.841,136
12.797,91.675,136
12.799,92.253,136
12.802,91.695,136
12.805,92.161,136
12.807,92.377,136
12.811,91.941,136
12.813,91.972,136
12.816,91.987,136
12.819,91.554,136
12.821,91.948,136
12.824,91.972,136
12.827,91.419,136
12.829,91.769,136
12.833,91.619,136
12.835,91.868,136
12.838,92.028,136
12.841,91.451,136
12.843,92.059,136
12.846,92.018,136
12.849,91.812,136
12.851,91.935,136
12.855,91.915,136
12.857,92.602,136
12.86,92.338,136
12.863,91.906,136
12.865,92.558,136
12.868,92.678,136
12.871,92.39,136
12.873,92.283,136
12.877,92.148,136
12.879,92.578,136
12.882,92.267,136
12.885,91.874,136
12.887,92.75,136
12.89,91.707,136
12.893,91.954,136
12.895,91.764,136
12.898,92.188,136
12.901,92.551,136
12.903,92.035,136
12.907,91.821,136
12.909,92.806,136
12.912,92.177,136
12.915,91.436,136
12.917,92.149,136
12.92,91.5,136
12.923,92.43,136
12.925,91.854,136
12.928,92.069,136
12.931,91.511,136
12.934,91.846,136
12.937,91.489,136
12.939,92.095,136
12.942,91.611,136
12.945,92.133,136
12.947,91.973,136
12.95,91.838,136
12.953,92.291,136
12.956,91.548,136
12.959,91.871,136
12.961,92.347,136
12.964,91.984,136
12.967,92.114,136
12.969,92.123,136
12.972,91.533,136
12.975,91.523,136
12.978,91.71,136
12.98,91.531,136
12.983,91.543,136
12.986,91.708,136
12.989,92.336,136
12.991,91.93,136
12.994,91.972,136
12.997,92.001,136
13.0,91.567,136
13.002,91.935,136
13.005,92.179,136
13.008,91.813,136
13.01,92.381,136
13.013,92.192,136
13.016,92.092,136
13.019,92.444,136
13.022,91.978,136
13.024,92.128,136
13.027,92.494,136
13.03,92.245,136
13.032,92.495,136
13.035,91.836,136
13.038,91.872,136
13.04,91.991,136
13.044,92.174,136
13.046,92.122,136
13.049,92.325,136
13.052,91.87,136
13.054,92.35,136
13.057,92.42,136
13.06,91.604,136
13.062,91.955,136
13.304,91.775,136
13.426,92.024,136
13.429,91.868,136
13.431,92.345,136
13.434,92.555,136
13.437,91.862,136
13.44,91.891,136
13.442,92.04,136
13.445,92.581,136
13.448,92.244,136
13.451,92.376,136
13.453,92.064,136
13.456,91.943,136
13.459,92.291,136
13.462,91.823,136
13.464,92.503,136
13.467,92.399,136
13.47,92.505,136
13.473,92.665,136
13.475,92.183,136
13.478,91.945,136
13.481,92.227,136
13.484,92.243,136
13.487,91.879,136
13.489,92.087,136
13.492,92.036,136
13.495,92.325,136
13.498,92.833,136
13.5,92.049,136
13.503,92.361,136
13.506,92.58,136
13.509,91.782,136
13.512,92.251,136
13.514,91.909,136
13.517,92.613,136
13.52,92.044,136
13.523,91.954,136
13.525,92.612,136
13.528,92.351,136
13.531,91.711,136
13.534,91.858,136
13.536,91.986,136
13.539,91.991,136
13.542,92.243,136
13.545,92.417,136
13.547,92.168,136
13.55,91.431,136
13.553,91.703,136
13.556,92.248,136
13.558,92.363,136
13.561,92.222,136
13.564,92.04,136
13.567,92.108,136
13.569,92.551,136
13.572,92.6,136
13.575,92.257,136
13.578,92.133,136
13.58,92.505,136
13.583,92.04,136
13.586,92.369,136
13.589,91.806,136
13.592,92.399,136
13.594,91.917,136
13.597,92.072,136
13.6,92.103,136
13.603,92.318,136
13.605,92.457,136
13.608,91.874,136
13.611,92.534,136
13.614,91.824,136
13.617,92.741,136
13.619,92.957,136
13.622,92.415,136
13.625,92.536,136
13.628,92.119,136
13.63,92.175,136
13.633,91.593,136
13.636,92.519,136
13.639,92.31,136
13.641,91.746,136
13.644,91.858,136
13.647,91.949,136
13.65,92.352,136
13.652,92.569,136
13.655,92.419,136
13.658,93.188,136
13.661,93.556,136
13.664,93.471,136
13.668,93.085,136
13.671,93.231,136
13.676,92.871,136
13.679,92.307,136
13.683,91.506,136
13.686,89.348,136
13.689,92.132,136
13.693,92.245,136
13.697,89.777,136
13.704,88.843,136
13.708,88.744,136
13.711,89.252,136
13.714,89.863,136
13.717,91.3,136
13.719,93.938,136
13.724,91.315,136
13.727,92.156,136
13.73,90.86,136
13.733,89.933,136
13.736,91.494,136
13.739,89.351,136
13.743,90.347,136
13.746,88.939,136
13.818,91.266,136
13.96,92.382,136
13.963,92.451,136
13.966,92.166,136
13.968,92.073,136
13.971,92.296,136
13.974,91.907,136
13.977,91.53,136
13.979,92.061,136
13.982,92.335,136
13.985,92.014,136
13.988,91.652,136
13.99,91.864,136
13.993,91.681,136
13.996,91.385,136
13.999,91.891,136
14.001,91.999,136
14.004,91.854,136
14.007,92.069,136
14.01,92.228,136
14.012,91.838,136
14.015,91.72,136
14.018,91.709,136
14.021,91.907,136
14.023,91.949,136
14.026,92.217,136
14.029,92.492,136
14.032,93.108,136
14.035,91.432,136
14.037,92.902,136
14.04,90.886,136
14.043,92.49,136
14.046,91.865,136
14.049,91.91,136
14.051,92.03,136
14.054,91.875,136
14.057,92.56,136
14.06,93.167,136
14.062,92.013,136
14.065,92.027,136
14.068,92.188,136
14.071,92.33,136
14.073,91.914,136
14.076,92.059,136
14.079,91.838,136
14.082,92.047,136
14.084,92.207,136
14.087,91.985,136
14.09,92.153,136
14.093,92.06,136
14.095,92.192,136
14.098,91.416,136
14.101,91.462,136
14.104,92.255,136
14.106,92.256,136
14.109,92.092,136
14.112,92.322,136
14.115,91.535,136
14.117,91.272,136
14.12,91.912,136
14.123,91.875,136
14.126,91.921,136
14.129,91.987,136
14.131,92.026,136
14.134,91.896,136
14.137,92.401,136
14.14,92.288,136
14.142,92.262,136
14.145,92.439,136
14.148,91.995,136
14.151,91.461,136
14.154,91.174,136
14.156,92.499,136
14.159,92.073,136
14.162,92.376,136
14.165,91.728,136
14.167,92.396,136
14.17,92.46,136
14.173,92.807,136
14.176,91.933,136
14.178,91.613,136
14.181,91.099,136
14.184,91.701,136
14.187,92.223,136
14.189,92.268,136
14.192,92.099,136
14.195,92.249,136
14.198,92.522,136
14.2,92.364,136
14.203,92.118,136
14.206,91.91,136
14.209,91.881,136
14.211,91.987,136
14.214,92.828,136
14.217,91.85,136
14.22,92.023,136
14.222,91.869,136
14.225,92.121,136
14.228,91.901,136
14.231,91.775,136
14.234,91.999,136
14.236,92.187,136
14.239,92.107,136
14.242,91.551,136
14.245,91.781,136
14.248,91.806,136
14.25,91.556,136
14.253,91.875,136
14.256,92.084,136
14.259,92.088,136
14.261,91.84,136
14.264,91.92,136
14.267,91.814,136
14.27,91.455,136
14.272,91.768,136
14.275,91.207,136
14.278,92.584,136
14.281,92.49,136
14.283,92.807,136
14.286,89.54,136
14.289,91.732,136
14.292,89.911,136
14.294,92.54,136
14.297,91.892,136
14.3,91.63,136
14.303,91.815,136
14.305,92.192,136
14.308,91.805,136
14.311,92.268,136
14.314,91.851,136
14.316,91.701,136
14.319,91.231,136
14.322,91.84,136
14.325,91.795,136
14.328,92.049,136
14.33,91.698,136
14.333,91.913,136
14.336,91.875,136
14.339,91.751,136
14.341,92.124,136
14.344,91.913,136
14.347,91.01,136
14.35,91.87,136
14.353,91.157,136
14.355,91.789,136
14.358,91.835,136
14.361,92.201,136
14.364,92.486,136
14.366,92.333,136
14.369,91.723,136
14.372,91.326,136
14.375,91.949,136
14.377,91.787,136
14.38,92.118,136
14.383,91.906,136
14.386,92.195,136
14.388,91.387,136
14.391,91.506,136
14.394,92.06,136
14.397,91.711,136
14.399,92.037,136
14.402,92.361,136
14.405,91.934,136
14.408,91.275,136
14.41,91.971,136
14.413,92.085,136
14.416,91.731,136
14.419,92.194,136
14.421,92.137,136
14.424,91.849,136
14.427,91.626,136
14.43,91.428,136
14.433,92.477,136
14.435,91.623,136
14.438,91.721,136
14.441,91.9,136
14.444,91.732,136
14.446,90.288,136
14.449,92.306,136
14.452,92.084,136
14.455,91.531,136
14.458,92.097,136
14.46,92.227,136
14.463,91.546,136
14.466,92.248,136
14.469,92.326,136
14.471,91.841,136
14.474,91.534,136
14.477,91.967,136
14.48,92.047,136
14.482,91.589,136
14.485,91.656,136
14.488,92.041,136
14.491,91.363,136
14.493,91.702,136
14.496,92.032,136
14.499,91.684,136
14.502,91.995,136
14.504,91.877,136
14.507,92.153,136
14.51,92.78,136
14.513,91.885,136
14.515,91.447,136
14.518,92.749,136
14.521,92.662,136
14.524,91.822,136
14.526,91.791,136
14.529,91.632,136
14.532,91.566,136
14.535,92.707,136
14.538,92.358,136
14.54,92.359,136
14.543,92.008,136
14.546,91.679,136
14.549,91.631,136
14.552,91.283,136
14.554,91.766,136
14.557,91.454,136
14.56,91.816,136
14.563,91.344,136
14.565,91.409,136
14.568,91.769,136
14.571,92.329,136
14.574,92.511,136
14.576,92.119,136
14.579,91.527,136
14.582,91.895,136
14.585,91.749,136
14.587,92.147,136
14.59,92.213,136
14.593,92.244,136
14.596,91.55,136
14.598,92.017,136
14.601,91.488,136
14.604,92.174,136
14.607,91.887,136
14.609,91.854,136
14.612,91.783,136
14.615,92.491,136
14.618,92.446,136
14.62,92.018,136
14.623,91.595,136
14.626,92.104,136
14.629,92.231,136
14.632,92.059,136
14.634,91.761,136
14.637,91.852,136
14.64,91.807,136
14.643,91.684,136
14.645,92.019,136
14.648,91.766,136
14.651,91.887,136
14.654,91.694,136
14.657,91.515,136
14.659,92.327,136
14.662,92.1,136
14.665,91.83,136
14.668,91.91,136
14.67,92.383,136
14.673,92.225,136
14.676,91.406,136
14.679,91.672,136
14.681,91.785,136
14.684,91.461,136
14.687,91.967,136
14.69,91.77,136
14.692,92.258,136
14.695,92.906,136
14.698,91.989,136
14.701,91.941,136
14.703,91.992,136
14.706,92.142,136
14.709,92.298,136
14.712,92.298,136
14.714,92.445,136
14.717,91.475,136
14.72,92.222,136
14.723,91.231,136
14.725,91.324,136
14.728,92.204,136
14.731,92.055,136
14.734,92.27,136
14.737,91.898,136
14.739,92.13,136
14.742,91.957,136
14.745,91.874,136
14.748,92.063,136
14.75,91.762,136
14.753,91.693,136
14.756,91.827,136
14.759,92.124,136
14.762,91.748,136
14.764,92.148,136
14.767,92.035,136
14.77,92.158,136
14.773,91.938,136
14.775,92.01,136
14.778,91.284,136
14.781,92.088,136
14.784,92.191,136
14.786,92.589,136
14.789,91.748,136
14.792,91.947,136
14.795,92.156,136
14.797,92.266,136
14.8,91.325,136
14.803,91.95,136
14.806,91.847,136
14.808,92.219,136
14.811,91.725,136
14.814,92.267,136
14.817,91.439,136
14.819,92.197,136
14.822,92.404,136
14.825,92.18,136
14.828,91.602,136
14.831,92.082,136
14.833,91.931,136
14.836,92.588,136
14.839,92.034,136
14.842,92.24,136
14.844,91.773,136
14.847,92.04,136
14.85,92.278,136
14.853,91.806,136
14.856,91.752,136
14.858,91.665,136
14.861,91.778,136
14.864,91.558,136
14.867,91.385,136
14.869,92.348,136
14.872,92.214,136
14.875,92.174,136
14.878,92.045,136
14.88,91.994,136
14.883,91.418,136
14.886,91.669,136
14.889,92.395,136
14.891,91.782,136
14.894,92.099,136
14.897,92.303,136
14.9,91.434,136
14.902,92.128,136
14.905,91.987,136
14.908,91.71,136
14.911,92.216,136
14.913,92.609,136
14.916,91.497,136
14.919,91.729,136
14.922,92.296,136
14.924,92.387,136
14.927,91.91,136
14.93,92.279,136
14.933,92.138,136
14.936,91.952,136
14.938,91.747,136
14.941,92.141,136
14.944,91.627,136
14.947,92.083,136
14.949,92.028,136
14.952,92.427,136
14.955,91.998,136
14.958,92.207,136
14.961,92.163,136
14.963,92.12,136
14.966,91.766,136
14.969,92.039,136
14.972,91.729,136
14.974,91.997,136
14.977,92.033,136
14.98,91.978,136
14.983,91.885,136
14.985,91.604,136
14.988,91.891,136
14.991,92.345,136
14.994,91.651,136
14.996,91.853,136
14.999,91.77,136
15.002,92.149,136
15.005,92.054,136
15.007,91.674,136
15.01,91.354,136
15.013,91.764,136
15.016,91.79,136
15.018,92.072,136
15.021,91.819,136
15.024,91.697,136
15.027,91.409,136
15.029,91.638,136
15.032,92.137,136
15.035,91.667,136
15.038,92.198,136
15.041,91.55,136
15.043,91.472,136
15.046,92.054,136
15.049,92.295,136
15.052,92.544,136
15.055,91.838,136
15.057,91.488,136
15.06,91.454,136
15.063,91.923,136
15.066,92.238,136
15.068,91.927,136
15.071,91.807,136
15.074,91.856,136
15.077,91.536,136
15.079,91.9,136
15.082,91.97,136
15.085,91.972,136
15.088,91.63,136
15.09,91.595,136
15.093,92.056,136
15.096,92.119,136
15.099,91.966,136
15.101,92.127,136
15.104,92.109,136
15.107,91.822,136
15.11,91.777,136
15.112,91.835,136
15.115,92.321,136
15.118,91.904,136
15.121,91.433,136
15.123,91.859,136
15.126,92.176,136
15.129,91.942,136
15.132,91.759,136
15.135,92.017,136
15.137,91.914,136
15.14,91.866,136
15.143,91.816,136
15.146,91.572,136
15.148,91.693,136
15.151,92.12,136
15.154,92.042,136
15.157,91.817,136
15.16,91.898,136
15.162,91.884,136
15.165,91.475,136
15.168,91.274,136
15.171,91.612,136
15.173,91.775,136
15.176,92.158,136
15.179,92.04,136
15.182,91.946,136
15.184,91.862,136
15.187,91.574,136
15.19,92.062,136
15.193,91.617,136
15.195,91.962,136
15.198,91.887,136
15.201,92.326,136
15.204,92.061,136
15.206,91.81,136
15.209,91.694,136
15.212,92.345,136
15.215,91.667,136
15.217,92.119,136
15.22,92.248,136
15.223,92.289,136
15.226,92.077,136
15.228,92.389,136
15.231,92.183,136
15.234,92.062,136
15.237,92.044,136
15.24,91.785,136
15.242,91.919,136
15.245,91.854,136
15.248,91.851,136
15.251,91.685,136
15.254,92.182,136
15.256,92.282,136
15.259,91.738,136
15.262,92.133,136
15.265,92.075,136
15.267,92.003,136
15.27,91.925,136
15.273,91.43,136
15.276,91.273,136
15.278,92.168,136
15.281,92.243,136
15.284,92.261,136
15.287,92.311,136
15.289,92.176,136
15.292,91.529,136
15.295,91.632,136
15.298,92.39,136
15.3,92.194,136
15.303,92.473,136
15.306,91.723,136
15.309,91.73,136
15.311,91.967,136
15.314,92.028,136
15.317,92.116,136
15.32,91.945,136
15.322,92.362,136
15.325,91.668,136
15.328,91.828,136
15.331,92.062,136
15.334,92.233,136
15.336,91.899,136
15.339,91.601,136
15.342,92.082,136
15.345,92.305,136
15.347,91.77,136
15.35,91.836,136
15.353,92.3,136
15.356,92.185,136
15.359,91.717,136
15.361,91.912,136
15.364,91.928,136
15.367,91.873,136
15.37,91.774,136
15.372,91.675,136
15.375,91.938,136
15.378,92.078,136
15.381,91.956,136
15.383,92.506,136
15.386,91.899,136
15.389,91.926,136
15.392,91.859,136
15.394,91.962,136
15.397,91.676,136
15.4,91.902,136
15.403,91.696,136
15.405,91.859,136
15.408,91.989,136
15.411,92.079,136
15.414,91.743,136
15.416,92.346,136
15.419,91.687,136
15.422,92.183,136
15.425,91.853,136
15.427,91.862,136
15.43,91.649,136
15.433,91.827,136
15.436,91.684,136
15.439,92.363,136
15.441,91.963,136
15.444,92.112,136
15.447,91.941,136
15.45,92.414,136
15.452,91.931,136
15.455,92.119,136
15.458,91.75,136
15.461,91.95,136
15.464,91.738,136
15.466,91.875,136
15.469,91.883,136
15.472,91.871,136
15.475,91.646,136
15.477,91.669,136
15.48,92.105,136
15.483,92.234,136
15.486,91.415,136
15.488,92.024,136
15.491,91.949,136
15.494,91.815,136
15.497,91.467,136
15.499,92.071,136
15.502,91.957,136
15.505,92.078,136
15.508,92.145,136
15.51,92.021,136
15.513,91.124,136
15.516,92.075,136
15.519,91.24,136
15.521,91.691,136
15.524,92.107,136
15.527,91.82,136
15.53,92.033,136
15.532,92.069,136
15.535,91.927,136
15.538,92.077,136
15.541,91.788,136
15.544,92.423,136
15.546,91.671,136
15.549,92.184,136
15.552,92.081,136
15.555,92.47,136
15.558,92.237,136
15.56,92.529,136
15.563,92.124,136
15.566,92.532,136
15.569,92.233,136
15.571,92.117,136
15.574,91.854,136
15.577,92.359,136
15.58,91.992,136
15.582,91.677,136
15.585,91.447,136
15.588,91.911,136
15.591,91.958,136
15.593,91.837,136
15.596,91.107,136
15.599,91.499,136
15.602,92.011,136
15.604,92.002,136
15.607,91.223,136
15.61,92.015,136
15.613,92.091,136
15.615,92.458,136
15.618,91.727,136
15.621,92.299,136
15.624,92.209,136
15.626,92.377,136
15.629,91.568,136
15.632,92.359,136
15.635,91.973,136
15.638,92.326,136
15.64,91.938,136
15.643,92.013,136
15.646,91.809,136
15.649,91.784,136
15.651,91.378,136
15.654,91.636,136
15.657,91.577,136
15.66,91.784,136
15.663,91.924,136
15.665,92.101,136
15.668,92.245,136
15.671,92.562,136
15.674,91.959,136
15.676,92.24,136
15.679,91.31,136
15.682,91.567,136
15.685,91.917,136
15.687,92.383,136
15.69,91.762,136
15.693,91.379,136
15.696,91.9,136
15.698,91.831,136
15.701,92.144,136
15.704,92.012,136
15.707,91.99,136
15.709,92.196,136
15.712,91.735,136
15.715,91.791,136
15.718,92.315,136
15.72,91.964,136
15.723,92.04,136
15.726,92.17,136
15.729,91.517,136
15.731,91.487,136
15.734,91.815,136
15.737,92.012,136
15.74,91.93,136
15.743,92.056,136
15.745,91.449,136
15.748,92.355,136
15.751,91.747,136
15.754,92.224,136
15.757,91.754,136
15.759,91.744,136
15.762,92.148,136
15.765,91.689,136
15.768,91.718,136
15.77,92.773,136
15.773,92.03,136
15.776,92.147,136
15.779,91.906,136
15.781,91.817,136
15.784,91.576,136
15.787,92.124,136
15.79,91.85,136
15.792,91.784,136
15.795,91.852,136
15.798,91.677,136
15.801,91.833,136
15.803,92.009,136
15.806,92.534,136
15.809,91.849,136
15.812,91.832,136
15.814,91.586,136
15.817,91.373,136
15.82,91.913,136
15.823,92.276,136
15.825,91.964,136
15.828,91.792,136
15.831,91.566,136
15.834,92.258,136
15.837,92.189,136
15.839,91.811,136
15.842,91.756,136
15.845,91.853,136
15.848,92.56,136
15.85,91.378,136
15.853,92.77,136
15.856,91.722,136
15.859,91.522,136
15.862,92.216,136
15.864,91.882,136
15.867,91.774,136
15.87,92.096,136
15.873,92.145,136
15.875,92.102,136
15.878,91.89,136
15.881,92.626,136
15.884,92.329,136
15.886,92.223,136
15.889,91.582,136
15.892,92.347,136
15.895,92.737,136
15.897,91.233,136
15.9,92.224,136
15.903,92.651,136
15.906,92.09,136
15.908,92.002,136
15.911,92.273,136
15.914,91.742,136
15.917,91.941,136
15.919,92.094,136
15.922,91.506,136
15.925,92.555,136
15.928,92.062,136
15.93,92.124,136
15.933,92.303,136
15.936,92.372,136
15.939,92.336,136
15.942,92.548,136
15.944,92.253,136
16.014,92.139,136
16.151,91.952,136
16.153,91.9,136
16.156,91.961,136
16.159,92.372,136
16.162,92.636,136
16.164,92.258,136
16.167,92.208,136
16.17,91.887,136
16.173,91.895,136
16.175,91.951,136
16.178,91.61,136
16.181,91.942,136
16.184,91.709,136
16.187,91.312,136
16.189,91.94,136
16.192,91.617,136
16.195,92.237,136
16.198,91.933,136
16.2,91.363,136
16.203,92.018,136
16.206,91.735,136
16.209,91.734,136
16.212,91.328,136
16.214,91.582,136
16.217,91.716,136
16.22,92.048,136
16.223,91.876,136
16.225,91.502,136
16.228,91.552,136
16.231,92.617,136
16.234,92.206,136
16.236,92.218,136
16.239,91.679,136
16.242,91.969,136
16.245,91.643,136
16.247,91.869,136
16.25,91.989,136
16.253,92.38,136
16.256,91.884,136
16.258,91.736,136
16.261,91.946,136
16.264,92.018,136
16.267,91.986,136
16.269,92.212,136
16.272,92.165,136
16.275,91.973,136
16.278,92.373,136
16.28,91.916,136
16.283,93.285,136
16.286,92.747,136
16.289,92.064,136
16.292,92.023,136
16.294,91.753,136
16.297,92.597,136
16.3,90.918,136
16.303,91.926,136
16.305,91.34,136
16.308,92.173,136
16.311,92.359,136
16.314,92.297,136
16.317,92.7,136
16.319,91.955,136
16.322,91.133,136
16.325,92.117,136
16.328,91.49,136
16.33,91.724,136
16.333,92.049,136
16.336,92.283,136
16.339,91.82,136
16.341,91.452,136
16.344,91.508,136
16.347,91.83,136
16.35,92.061,136
16.352,92.384,136
16.355,91.939,136
16.358,91.797,136
16.361,91.564,136
16.363,91.706,136
16.366,92.263,136
16.369,92.626,136
16.372,92.18,136
16.374,91.374,136
16.377,91.52,136
16.38,91.792,136
16.383,91.907,136
16.386,92.08,136
16.388,91.923,136
16.391,92.426,136
16.394,91.914,136
16.397,91.684,136
16.399,91.971,136
16.402,91.761,136
16.405,91.726,136
16.408,92.109,136
16.411,92.165,136
16.413,92.187,136
16.416,91.713,136
16.419,91.916,136
16.422,91.508,136
16.424,91.631,136
16.427,91.715,136
16.43,91.533,136
16.433,91.963,136
16.435,91.606,136
16.438,91.716,136
16.441,92.126,136
16.444,91.902,136
16.446,92.117,136
16.449,92.13,136
16.452,91.636,136
16.455,91.652,136
16.457,92.101,136
16.46,92.543,136
16.463,91.241,136
16.466,90.949,136
16.468,91.864,136
16.471,92.107,136
16.474,91.941,136
16.73,92.669,136
16.732,92.253,136
16.736,91.595,136
16.738,92.115,136
16.741,91.982,136
16.743,92.032,136
16.747,91.21,136
16.749,91.835,136
16.752,91.877,136
16.754,91.109,136
16.758,92.436,136
16.76,92.541,136
16.763,91.927,136
16.765,91.731,136
16.769,91.71,136
16.771,92.157,136
16.774,91.942,136
16.777,92.434,136
16.78,91.83,136
16.782,92.09,136
16.785,91.458,136
16.788,91.858,136
16.791,91.079,136
16.793,91.361,136
