time_utc,t_min,lat,lon,x_m,y_m,elev_m,dist_km,vel_kmh
2026-03-24T09:16:09.000Z,17.1833,46.2376,6.04029,-510.6,440.2,447.5,5.6993,31.1397
2026-03-24T09:16:10.000Z,17.2,46.2376,6.04018,-519.1,443.6,447.3,5.7085,33.144
2026-03-24T09:16:11.000Z,17.2167,46.2377,6.04006,-527.9,446.9,447.3,5.7179,33.7712
2026-03-24T09:16:12.000Z,17.2333,46.2377,6.03995,-536.8,450.8,446.9,5.7275,34.7869
2026-03-24T09:16:13.000Z,17.25,46.2377,6.03983,-545.9,455,446.8,5.7375,36.0389
2026-03-24T09:16:14.000Z,17.2667,46.2378,6.03972,-554.8,459.2,446.2,5.7474,35.5377
2026-03-24T09:16:15.000Z,17.2833,46.2378,6.0396,-564,463.4,446.2,5.7575,36.2901
2026-03-24T09:16:16.000Z,17.3,46.2379,6.03948,-573.1,468,446.1,5.7678,36.9898
2026-03-24T09:16:17.000Z,17.3167,46.2379,6.03936,-582.3,472.2,446,5.7778,36.2901
2026-03-24T09:16:18.000Z,17.3333,46.2379,6.03924,-591.6,476.4,445.9,5.7881,36.7935
2026-03-24T09:16:19.000Z,17.35,46.238,6.03911,-601.1,480.7,445.8,5.7985,37.4634
2026-03-24T09:16:20.000Z,17.3667,46.238,6.03899,-610.6,484.9,445.8,5.8089,37.5514
2026-03-24T09:16:21.000Z,17.3833,46.238,6.03887,-620.2,488.7,445.7,5.8192,36.9317
2026-03-24T09:16:22.000Z,17.4,46.2381,6.03874,-629.8,492.5,445.6,5.8295,37.1892
2026-03-24T09:16:23.000Z,17.4167,46.2381,6.03862,-639.5,496.3,445.4,5.8399,37.5944
2026-03-24T09:16:24.000Z,17.4333,46.2382,6.03849,-649.1,500.5,445.3,5.8504,37.8046
2026-03-24T09:16:25.000Z,17.45,46.2382,6.03837,-658.7,504.3,445.1,5.8607,36.9317
2026-03-24T09:16:26.000Z,17.4667,46.2382,6.03824,-668.4,508.2,444.9,5.8711,37.5943
2026-03-24T09:16:27.000Z,17.4833,46.2383,6.03812,-678,511.9,444.8,5.8815,37.1891
2026-03-24T09:16:28.000Z,17.5,46.2383,6.03799,-687.6,516.1,444.6,5.892,37.8045
2026-03-24T09:16:29.000Z,17.5167,46.2383,6.03787,-697.1,519.9,444.5,5.9022,36.6743
2026-03-24T09:16:30.000Z,17.5333,46.2384,6.03775,-706.3,523.3,444.4,5.912,35.4665
2026-03-24T09:16:31.000Z,17.55,46.2384,6.03763,-715.4,527.1,444.3,5.9218,35.1371
2026-03-24T09:16:32.000Z,17.5667,46.2384,6.03752,-724.1,530.9,444.3,5.9313,34.2804
2026-03-24T09:16:33.000Z,17.5833,46.2385,6.03741,-732.6,534.2,444.3,5.9405,32.9958
2026-03-24T09:16:34.000Z,17.6,46.2385,6.0373,-740.7,537.7,444.3,5.9492,31.6093
2026-03-24T09:16:35.000Z,17.6167,46.2385,6.0372,-748.4,541,444.2,5.9576,30.1794
2026-03-24T09:16:36.000Z,17.6333,46.2385,6.03711,-755.6,544,444.1,5.9654,28.1809
2026-03-24T09:16:37.000Z,17.65,46.2386,6.03702,-762.5,546.8,444.2,5.9729,26.7494
2026-03-24T09:16:38.000Z,17.6667,46.2386,6.03693,-769,549.4,444.2,5.9799,25.2709
2026-03-24T09:16:39.000Z,17.6833,46.2386,6.03685,-775.3,551.5,444.2,5.9865,23.9436
2026-03-24T09:16:40.000Z,17.7,46.2386,6.03677,-781.3,554,444.3,5.9931,23.4767
2026-03-24T09:16:41.000Z,17.7167,46.2387,6.0367,-787,556.1,444.2,5.9991,21.5953
2026-03-24T09:16:42.000Z,17.7333,46.2387,6.03663,-792.4,557.5,444.4,6.0046,19.9674
2026-03-24T09:16:43.000Z,17.75,46.2387,6.03657,-797.2,557.5,444.5,6.0095,17.4429
2026-03-24T09:16:44.000Z,17.7667,46.2387,6.03651,-801.5,556.1,444.6,6.014,16.2319
2026-03-24T09:16:45.000Z,17.7833,46.2386,6.03647,-805,553.7,444.6,6.0182,15.2574
2026-03-24T09:16:46.000Z,17.8,46.2386,6.03643,-807.6,550.3,444.7,6.0225,15.5759
2026-03-24T09:16:47.000Z,17.8167,46.2386,6.03641,-809.7,545.6,444.8,6.0276,18.3997
2026-03-24T09:16:48.000Z,17.8333,46.2385,6.03638,-811.4,540.5,444.9,6.033,19.3952
2026-03-24T09:16:49.000Z,17.85,46.2385,6.03636,-813.1,535.1,445,6.0387,20.5388
2026-03-24T09:16:50.000Z,17.8667,46.2384,6.03634,-814.7,529.2,445.1,6.045,22.3846
2026-03-24T09:16:51.000Z,17.8833,46.2384,6.03632,-816.5,523.3,445.3,6.0511,22.2323
2026-03-24T09:16:52.000Z,17.9,46.2383,6.03629,-818.3,517.3,445.4,6.0574,22.5348
2026-03-24T09:16:53.000Z,17.9167,46.2383,6.03627,-820.2,511,445.5,6.064,23.844
2026-03-24T09:16:54.000Z,17.9333,46.2382,6.03624,-822.2,504.3,445.5,6.0711,25.3805
2026-03-24T09:16:55.000Z,17.95,46.2381,6.03622,-824,497.5,445.6,6.0781,25.3064
2026-03-24T09:16:56.000Z,17.9667,46.2381,6.03619,-825.9,490.4,445.9,6.0856,26.9246
2026-03-24T09:16:57.000Z,17.9833,46.238,6.03617,-828,483.2,446.1,6.0931,27.0722
2026-03-24T09:16:58.000Z,18,46.2379,6.03614,-830,475.7,446.3,6.1009,28.1563
2026-03-24T09:16:59.000Z,18.0167,46.2379,6.03611,-832.2,468,446.5,6.1089,28.7642
2026-03-24T09:17:00.000Z,18.0333,46.2378,6.03608,-834.5,460.4,446.6,6.1169,28.8427
2026-03-24T09:17:01.000Z,18.05,46.2377,6.03605,-836.7,453.3,446.7,6.1243,26.7666
2026-03-24T09:17:02.000Z,18.0667,46.2377,6.03603,-838.7,446.9,447,6.1311,24.3079
2026-03-24T09:17:03.000Z,18.0833,46.2376,6.03601,-840.5,440.6,447.2,6.1377,23.6892
2026-03-24T09:17:04.000Z,18.1,46.2376,6.03598,-842.1,434.8,447.4,6.1438,21.9983
2026-03-24T09:17:05.000Z,18.1167,46.2375,6.03597,-843.6,429.2,447.6,6.1495,20.6949
2026-03-24T09:17:06.000Z,18.1333,46.2375,6.03594,-845.2,424.6,447.7,6.1545,17.7897
2026-03-24T09:17:07.000Z,18.15,46.2374,6.03592,-846.7,421.3,447.5,6.1582,13.2243
2026-03-24T09:17:08.000Z,18.1667,46.2374,6.0359,-848.3,418.3,447.6,6.1616,12.2729
2026-03-24T09:17:09.000Z,18.1833,46.2374,6.03589,-849.6,416.2,447.6,6.164,8.9444
2026-03-24T09:17:10.000Z,18.2,46.2374,6.03588,-850.3,415.3,447.7,6.1652,4.0577
2026-03-24T09:17:11.000Z,18.2167,46.2374,6.03587,-850.6,414.9,448,6.1657,1.9469
2026-03-24T09:17:12.000Z,18.2333,46.2374,6.03587,-851,414.5,448,6.1662,1.6336
2026-03-24T09:17:13.000Z,18.25,46.2374,6.03586,-851.6,413.6,448.2,6.1673,3.8938
2026-03-24T09:17:14.000Z,18.2667,46.2373,6.03585,-852.3,411.5,448.2,6.1695,8.0035
2026-03-24T09:17:15.000Z,18.2833,46.2373,6.03585,-852.4,409,448.2,6.172,9.2236
2026-03-24T09:17:16.000Z,18.3,46.2373,6.03586,-852,406,448.2,6.1751,10.9351
2026-03-24T09:17:17.000Z,18.3167,46.2373,6.03587,-850.5,403.1,448.3,6.1783,11.6618
2026-03-24T09:17:18.000Z,18.3333,46.2372,6.0359,-848.3,400.2,448.4,6.1821,13.4643
2026-03-24T09:17:19.000Z,18.35,46.2372,6.03594,-845.3,397.2,448.7,6.1863,15.278
2026-03-24T09:17:20.000Z,18.3667,46.2372,6.03599,-841.8,393.9,448.8,6.1911,17.3048
2026-03-24T09:17:21.000Z,18.3833,46.2372,6.03604,-838,390.4,448.9,6.1962,18.3863
2026-03-24T09:17:22.000Z,18.4,46.2371,6.03609,-834.2,387.1,449.2,6.2013,18.3268
2026-03-24T09:17:23.000Z,18.4167,46.2371,6.03614,-830.1,383.2,449.5,6.2069,20.2889
2026-03-24T09:17:24.000Z,18.4333,46.2371,6.0362,-825.5,378.6,449.7,6.2134,23.442
2026-03-24T09:17:25.000Z,18.45,46.237,6.03627,-820.4,374,449.9,6.2204,25.036
2026-03-24T09:17:26.000Z,18.4667,46.237,6.03634,-814.6,368.5,450.3,6.2283,28.5651
2026-03-24T09:17:27.000Z,18.4833,46.2369,6.03642,-808.4,362.6,450.6,6.237,31.1488
2026-03-24T09:17:28.000Z,18.5,46.2369,6.03651,-801.8,356.7,450.9,6.2458,31.686
2026-03-24T09:17:29.000Z,18.5167,46.2368,6.03659,-795.2,350.4,451.2,6.255,32.9791
2026-03-24T09:17:30.000Z,18.5333,46.2367,6.03668,-788.6,344.4,451.4,6.2639,32.16
2026-03-24T09:17:31.000Z,18.55,46.2367,6.03676,-782.1,338.6,452,6.2726,31.481
2026-03-24T09:17:32.000Z,18.5667,46.2366,6.03684,-775.8,333.1,452.2,6.281,30.2669
2026-03-24T09:17:33.000Z,18.5833,46.2366,6.03692,-769.7,327.2,452.5,6.2895,30.4725
2026-03-24T09:17:34.000Z,18.6,46.2365,6.037,-763.8,321.7,452.8,6.2976,29.2428
2026-03-24T09:17:35.000Z,18.6167,46.2365,6.03708,-757.9,316.3,453.1,6.3056,28.7671
2026-03-24T09:17:36.000Z,18.6333,46.2364,6.03716,-751.9,310.7,453.3,6.3138,29.4453
2026-03-24T09:17:37.000Z,18.65,46.2364,6.03724,-745.7,304.9,453.7,6.3224,30.8725
2026-03-24T09:17:38.000Z,18.6667,46.2363,6.03732,-739.3,298.9,454,6.3311,31.55
2026-03-24T09:17:39.000Z,18.6833,46.2363,6.0374,-732.8,293,454.4,6.3399,31.6862
2026-03-24T09:17:40.000Z,18.7,46.2362,6.03749,-726.1,286.7,454.7,6.3491,32.9793
2026-03-24T09:17:41.000Z,18.7167,46.2362,6.03758,-719.6,280.8,454.9,6.358,31.9557
2026-03-24T09:17:42.000Z,18.7333,46.2361,6.03766,-713,274.9,455.1,6.3668,31.6863
2026-03-24T09:17:43.000Z,18.75,46.2361,6.03774,-706.9,269.1,455.2,6.3753,30.672
2026-03-24T09:17:44.000Z,18.7667,46.236,6.03782,-701.1,263.5,455.4,6.3833,28.8417
2026-03-24T09:17:45.000Z,18.7833,46.236,6.03789,-695.7,258.4,455.6,6.3907,26.7344
2026-03-24T09:17:46.000Z,18.8,46.2359,6.03795,-690.6,253.4,456,6.3979,25.9427
2026-03-24T09:17:47.000Z,18.8167,46.2359,6.03802,-685.4,248.7,456.1,6.405,25.2422
2026-03-24T09:17:48.000Z,18.8333,46.2358,6.03809,-680.1,243.3,456.3,6.4126,27.3815
2026-03-24T09:17:49.000Z,18.85,46.2358,6.03816,-674.5,238.2,456.5,6.4201,27.1386
2026-03-24T09:17:50.000Z,18.8667,46.2357,6.03824,-668.8,232.8,456.8,6.428,28.5654
2026-03-24T09:17:51.000Z,18.8833,46.2357,6.03831,-662.9,227.3,457,6.4361,29.0418
2026-03-24T09:17:52.000Z,18.9,46.2356,6.03839,-656.9,221.7,457.3,6.4443,29.4455
2026-03-24T09:17:53.000Z,18.9167,46.2356,6.03847,-650.7,215.9,457.5,6.4528,30.6722
2026-03-24T09:17:54.000Z,18.9333,46.2355,6.03855,-644.4,210,457.8,6.4614,31.0745
2026-03-24T09:17:55.000Z,18.95,46.2355,6.03863,-638,204.1,458.2,6.4702,31.5503
2026-03-24T09:17:56.000Z,18.9667,46.2354,6.03872,-631.7,198.2,458.3,6.4788,31.0745
2026-03-24T09:17:57.000Z,18.9833,46.2354,6.0388,-625.4,192.7,458.7,6.4872,30.2673
2026-03-24T09:17:58.000Z,19,46.2353,6.03888,-619.3,186.8,459.1,6.4958,30.6722
2026-03-24T09:17:59.000Z,19.0167,46.2353,6.03896,-613.2,181.3,459.4,6.5039,29.4456
2026-03-24T09:18:00.000Z,19.0333,46.2352,6.03903,-607.2,176.2,459.6,6.5118,28.3816
2026-03-24T09:18:01.000Z,19.05,46.2352,6.03911,-601.3,170.8,459.9,6.5199,28.9707
2026-03-24T09:18:02.000Z,19.0667,46.2351,6.03919,-595.4,165.7,460,6.5277,28.1715
2026-03-24T09:18:03.000Z,19.0833,46.2351,6.03926,-589.5,161.1,460.2,6.5352,26.9351
2026-03-24T09:18:04.000Z,19.1,46.235,6.03934,-583.6,156,460.5,6.543,28.1715
2026-03-24T09:18:05.000Z,19.1167,46.235,6.03942,-577.4,151.3,460.7,6.5507,27.809
2026-03-24T09:18:06.000Z,19.1333,46.235,6.03951,-571,146.4,461,6.5589,29.4187
2026-03-24T09:18:07.000Z,19.15,46.2349,6.03959,-564.2,140.8,461.4,6.5677,31.5329
2026-03-24T09:18:08.000Z,19.1667,46.2349,6.03968,-557.3,135.3,461.9,6.5765,31.7473
2026-03-24T09:18:09.000Z,19.1833,46.2348,6.03977,-550.3,129.4,462.2,6.5856,32.9395
2026-03-24T09:18:10.000Z,19.2,46.2347,6.03986,-543.5,123.9,462.5,6.5944,31.7474
2026-03-24T09:18:11.000Z,19.2167,46.2347,6.03995,-536.8,118.1,462.6,6.6034,32.1002
2026-03-24T09:18:12.000Z,19.2333,46.2346,6.04004,-530.1,112.5,463.1,6.6121,31.3195
2026-03-24T09:18:13.000Z,19.25,46.2346,6.04012,-523.4,107.6,463.2,6.6204,30.0798
2026-03-24T09:18:14.000Z,19.2667,46.2345,6.04021,-516.6,102,463.6,6.6292,31.533
2026-03-24T09:18:15.000Z,19.2833,46.2345,6.0403,-509.9,96.2,464.2,6.6381,32.1003
2026-03-24T09:18:16.000Z,19.3,46.2344,6.04039,-503.1,90.2,464.5,6.6471,32.5729
2026-03-24T09:18:17.000Z,19.3167,46.2344,6.04047,-496.6,84.8,465.2,6.6556,30.6378
2026-03-24T09:18:18.000Z,19.3333,46.2343,6.04055,-490.3,79.7,466.7,6.6638,29.2335
2026-03-24T09:18:19.000Z,19.35,46.2343,6.04063,-484.1,74.6,468.5,6.6718,28.8055
2026-03-24T09:18:20.000Z,19.3667,46.2343,6.04072,-477.6,69.1,469.1,6.6803,30.6853
2026-03-24T09:18:21.000Z,19.3833,46.2342,6.0408,-471.1,63.7,469.9,6.6888,30.6379
2026-03-24T09:18:22.000Z,19.4,46.2342,6.04089,-464.3,58.1,470.3,6.6976,31.5331
2026-03-24T09:18:23.000Z,19.4167,46.2341,6.04098,-457.6,52.7,470.4,6.7062,31.0654
2026-03-24T09:18:24.000Z,19.4333,46.2341,6.04107,-450.7,47.2,470.2,6.7151,31.963
2026-03-24T09:18:25.000Z,19.45,46.234,6.04116,-443.4,41.3,469.6,6.7245,33.7945
2026-03-24T09:18:26.000Z,19.4667,46.2339,6.04126,-435.7,34.9,468.8,6.7345,36.1353
2026-03-24T09:18:27.000Z,19.4833,46.2339,6.04136,-427.7,28.2,468,6.7449,37.5454
2026-03-24T09:18:28.000Z,19.5,46.2338,6.04147,-419.7,21.4,467.3,6.7555,37.9678
2026-03-24T09:18:29.000Z,19.5167,46.2338,6.04158,-411.5,14.7,466.5,6.7661,38.1803
2026-03-24T09:18:30.000Z,19.5333,46.2337,6.04169,-403.1,8,465.7,6.7769,38.8226
2026-03-24T09:18:31.000Z,19.55,46.2336,6.04179,-394.6,0.8,465,6.788,40.0593
2026-03-24T09:18:32.000Z,19.5667,46.2336,6.04191,-386.1,-6.3,464.4,6.7991,40.0128
2026-03-24T09:18:33.000Z,19.5833,46.2335,6.04202,-377.5,-13.5,463.7,6.8103,40.2703
2026-03-24T09:18:34.000Z,19.6,46.2334,6.04213,-368.8,-20.7,463,6.8216,40.6945
2026-03-24T09:18:35.000Z,19.6167,46.2334,6.04225,-360,-27.4,462.4,6.8327,40.1279
2026-03-24T09:18:36.000Z,19.6333,46.2333,6.04236,-351.2,-33.7,461.6,6.8436,38.9494
2026-03-24T09:18:37.000Z,19.65,46.2333,6.04247,-342.4,-40.1,460.8,6.8545,39.4087
2026-03-24T09:18:38.000Z,19.6667,46.2332,6.04259,-333.7,-45.5,460.1,6.8647,36.695
2026-03-24T09:18:39.000Z,19.6833,46.2332,6.0427,-325.3,-51.5,459.4,6.8751,37.3498
2026-03-24T09:18:40.000Z,19.7,46.2331,6.0428,-317,-56.9,458.8,6.8849,35.5327
2026-03-24T09:18:41.000Z,19.7167,46.2331,6.04291,-309,-62.5,458.2,6.8947,35.0699
2026-03-24T09:18:42.000Z,19.7333,46.233,6.04301,-301.2,-67.9,457.6,6.9042,34.3868
2026-03-24T09:18:43.000Z,19.75,46.233,6.04311,-293.6,-73.4,457,6.9136,33.7191
2026-03-24T09:18:44.000Z,19.7667,46.2329,6.0432,-286.1,-78.5,456.3,6.9226,32.5652
2026-03-24T09:18:45.000Z,19.7833,46.2329,6.0433,-278.8,-83.5,455.8,6.9315,31.8821
2026-03-24T09:18:46.000Z,19.8,46.2328,6.04339,-271.7,-88.5,455.3,6.9403,31.6579
2026-03-24T09:18:47.000Z,19.8167,46.2328,6.04348,-264.7,-93.2,454.7,6.9487,30.292
2026-03-24T09:18:48.000Z,19.8333,46.2327,6.04357,-257.9,-97.8,454.2,6.9569,29.6046
2026-03-24T09:18:49.000Z,19.85,46.2327,6.04366,-251.3,-102.5,453.9,6.965,29.1504
2026-03-24T09:18:50.000Z,19.8667,46.2327,6.04374,-244.7,-106.7,453.5,6.9728,28.0243
2026-03-24T09:18:51.000Z,19.8833,46.2326,6.04383,-238.3,-110.5,453.1,6.9803,26.9166
2026-03-24T09:18:52.000Z,19.9,46.2326,6.0439,-232.4,-114.7,452.7,6.9876,26.1914
2026-03-24T09:18:53.000Z,19.9167,46.2326,6.04398,-226.7,-118.5,452.4,6.9944,24.599
2026-03-24T09:18:54.000Z,19.9333,46.2325,6.04404,-221.5,-121.9,452.1,7.0007,22.5507
2026-03-24T09:18:55.000Z,19.95,46.2325,6.0441,-216.9,-124.8,451.9,7.006,19.3708
2026-03-24T09:18:56.000Z,19.9667,46.2325,6.04415,-213.3,-127.3,451.7,7.0105,15.9418
2026-03-24T09:18:57.000Z,19.9833,46.2325,6.04419,-210.4,-129,451.7,7.0138,12.115
2026-03-24T09:18:58.000Z,20,46.2324,6.04422,-207.8,-130.8,451.6,7.017,11.3867
2026-03-24T09:18:59.000Z,20.0167,46.2324,6.04426,-205.1,-132,451.6,7.02,10.645
2026-03-24T09:19:00.000Z,20.0333,46.2324,6.04429,-202.3,-133.3,451.5,7.023,11.0655
2026-03-24T09:19:01.000Z,20.05,46.2324,6.04433,-199.5,-135,451.5,7.0263,11.6372
2026-03-24T09:19:02.000Z,20.0667,46.2324,6.04436,-196.8,-136.6,451.5,7.0294,11.4009
2026-03-24T09:19:03.000Z,20.0833,46.2324,6.04439,-194.4,-138.7,451.4,7.0326,11.4687
2026-03-24T09:19:04.000Z,20.1,46.2323,6.04442,-192.4,-141.3,451.1,7.0359,11.8602
2026-03-24T09:19:05.000Z,20.1167,46.2323,6.04445,-190.3,-143.8,451,7.0392,11.8602
2026-03-24T09:19:06.000Z,20.1333,46.2323,6.04448,-187.9,-146.4,450.9,7.0427,12.5878
2026-03-24T09:19:07.000Z,20.15,46.2323,6.04452,-185.1,-148.5,451.7,7.0462,12.5387
2026-03-24T09:19:08.000Z,20.1667,46.2323,6.04456,-181.7,-151,452.5,7.0504,15.2713
2026-03-24T09:19:09.000Z,20.1833,46.2322,6.04461,-177.6,-153.1,452.8,7.055,16.5296
2026-03-24T09:19:10.000Z,20.2,46.2322,6.04467,-173.1,-156.1,452.8,7.0605,19.5889
2026-03-24T09:19:11.000Z,20.2167,46.2322,6.04474,-168.1,-159.8,452.6,7.0667,22.5653
2026-03-24T09:19:12.000Z,20.2333,46.2321,6.04481,-162.6,-164,452.8,7.0737,25.0774
2026-03-24T09:19:13.000Z,20.25,46.2321,6.04489,-156.6,-168.2,452.2,7.081,26.1916
2026-03-24T09:19:14.000Z,20.2667,46.2321,6.04497,-150.1,-172.4,451.9,7.0888,28.0245
2026-03-24T09:19:15.000Z,20.2833,46.232,6.04506,-143.1,-177.1,451.8,7.0971,30.0623
2026-03-24T09:19:16.000Z,20.3,46.232,6.04515,-136.4,-181.7,451.6,7.1053,29.3773
2026-03-24T09:19:17.000Z,20.3167,46.2319,6.04523,-129.9,-186.4,451.1,7.1133,28.9249
2026-03-24T09:19:18.000Z,20.3333,46.2319,6.04532,-123.6,-190.6,450.9,7.1209,27.3306
2026-03-24T09:19:19.000Z,20.35,46.2319,6.0454,-117.4,-194.4,450.8,7.1282,26.2112
2026-03-24T09:19:20.000Z,20.3667,46.2318,6.04547,-111.6,-198.6,450.5,7.1354,25.9668
2026-03-24T09:19:21.000Z,20.3833,46.2318,6.04555,-105.8,-202.4,450.1,7.1423,24.8303
2026-03-24T09:19:22.000Z,20.4,46.2318,6.04562,-100.4,-205.8,449.9,7.1487,23.0154
2026-03-24T09:19:23.000Z,20.4167,46.2317,6.04568,-95.6,-209.6,449.5,7.1548,22.1262
2026-03-24T09:19:24.000Z,20.4333,46.2317,6.04573,-91.2,-213,449.2,7.1603,19.8608
2026-03-24T09:19:25.000Z,20.45,46.2317,6.04578,-87.6,-215.9,449.1,7.165,16.8816
2026-03-24T09:19:26.000Z,20.4667,46.2316,6.04582,-84.5,-219.3,448.8,7.1697,16.6336
2026-03-24T09:19:27.000Z,20.4833,46.2316,6.04585,-82.2,-223.1,448.6,7.174,15.8027
2026-03-24T09:19:28.000Z,20.5,46.2316,6.04587,-80.8,-226.5,448.4,7.1778,13.4786
2026-03-24T09:19:30.000Z,20.5333,46.2315,6.0459,-78.8,-232.8,448.4,7.1844,11.9631
2026-03-24T09:19:31.000Z,20.55,46.2315,6.04592,-77.2,-235.8,448.4,7.1878,12.1444
2026-03-24T09:19:32.000Z,20.5667,46.2315,6.04595,-75,-237.4,447.6,7.1906,10.027
2026-03-24T09:19:33.000Z,20.5833,46.2315,6.04598,-72.5,-238.7,447.6,7.1934,10.1435
2026-03-24T09:19:34.000Z,20.6,46.2315,6.04601,-69.8,-238.7,447.6,7.1961,9.6918
2026-03-24T09:19:35.000Z,20.6167,46.2315,6.04605,-67.2,-237.9,447.6,7.1988,9.5579
2026-03-24T09:19:36.000Z,20.6333,46.2315,6.04607,-65.3,-236.1,447.6,7.2014,9.4311
2026-03-24T09:19:37.000Z,20.65,46.2315,6.04609,-63.8,-234,447.6,7.2039,9.2481
2026-03-24T09:19:38.000Z,20.6667,46.2315,6.04611,-62.7,-231.5,447.6,7.2068,10.1005
2026-03-24T09:19:39.000Z,20.6833,46.2316,6.04612,-61.6,-229.4,447.6,7.2091,8.5367
2026-03-24T09:19:40.000Z,20.7,46.2316,6.04613,-60.4,-226.8,447.7,7.2119,10.1005
2026-03-24T09:19:41.000Z,20.7167,46.2316,6.04615,-59.1,-224.7,447.7,7.2144,8.9447
2026-03-24T09:19:42.000Z,20.7333,46.2316,6.04617,-57.6,-221.9,447.6,7.2177,11.7896
2026-03-24T09:19:43.000Z,20.75,46.2316,6.0462,-55.7,-218.9,447.7,7.2213,12.8351
2026-03-24T09:19:44.000Z,20.7667,46.2317,6.04623,-53.4,-215.4,447.6,7.2254,14.781
2026-03-24T09:19:45.000Z,20.7833,46.2317,6.04626,-51,-211.7,447.9,7.2299,16.2406
2026-03-24T09:19:46.000Z,20.8,46.2317,6.04629,-48.3,-208.4,448.6,7.2342,15.432
2026-03-24T09:19:47.000Z,20.8167,46.2318,6.04633,-45.5,-204.1,448.6,7.2393,18.523
2026-03-24T09:19:48.000Z,20.8333,46.2318,6.04636,-42.7,-200.3,448.4,7.244,16.8705
2026-03-24T09:19:49.000Z,20.85,46.2318,6.0464,-40,-196.5,448.4,7.2486,16.7083
2026-03-24T09:19:50.000Z,20.8667,46.2319,6.04643,-37.3,-192.7,448.3,7.2534,17.036
2026-03-24T09:19:51.000Z,20.8833,46.2319,6.04647,-34.7,-188.9,448.2,7.258,16.7083
2026-03-24T09:19:52.000Z,20.9,46.232,6.0465,-32,-184.7,448.1,7.263,17.8893
2026-03-24T09:19:53.000Z,20.9167,46.232,6.04654,-29.6,-181,448.2,7.2674,16.0911
2026-03-24T09:19:54.000Z,20.9333,46.232,6.04657,-27.3,-177.1,448.3,7.272,16.4311
2026-03-24T09:19:55.000Z,20.95,46.2321,6.04659,-25.1,-173.3,448.4,7.2764,15.6638
2026-03-24T09:19:56.000Z,20.9667,46.2321,6.04662,-23.2,-170,448.4,7.2802,13.8615
2026-03-24T09:19:57.000Z,20.9833,46.2321,6.04664,-21.6,-167,448.4,7.2836,12.1444
2026-03-24T09:19:58.000Z,21,46.2321,6.04666,-20.3,-164.5,448.5,7.2865,10.3406
2026-03-24T09:19:59.000Z,21.0167,46.2322,6.04667,-19.5,-161.9,448.5,7.2891,9.6977
2026-03-24T09:20:00.000Z,21.0333,46.2322,6.04667,-19.3,-159.4,448.4,7.2917,9.2443
2026-03-24T09:20:01.000Z,21.05,46.2322,6.04667,-19.4,-156.9,448.2,7.2943,9.2236
2026-03-24T09:20:02.000Z,21.0667,46.2322,6.04666,-19.9,-154,448,7.2972,10.5396
2026-03-24T09:20:03.000Z,21.0833,46.2323,6.04666,-20,-151.4,447.8,7.2998,9.2236
2026-03-24T09:20:04.000Z,21.1,46.2323,6.04666,-19.9,-148.9,447.7,7.3023,9.2236
2026-03-24T09:20:05.000Z,21.1167,46.2323,6.04667,-19.5,-146.4,447.7,7.3049,9.3105
2026-03-24T09:20:06.000Z,21.1333,46.2323,6.04667,-18.9,-144.3,447.7,7.3071,7.8488
2026-03-24T09:20:07.000Z,21.15,46.2323,6.04668,-18.2,-141.7,447.5,7.3097,9.5383
2026-03-24T09:20:08.000Z,21.1667,46.2324,6.04669,-17.7,-139.2,447.4,7.3124,9.4088
2026-03-24T09:20:09.000Z,21.1833,46.2324,6.0467,-17.1,-136.6,447.4,7.315,9.4697
2026-03-24T09:20:10.000Z,21.2,46.2324,6.0467,-16.7,-134.1,447.4,7.3176,9.3105
2026-03-24T09:20:11.000Z,21.2167,46.2324,6.0467,-16.6,-132,447.4,7.3197,7.6108
2026-03-24T09:20:12.000Z,21.2333,46.2325,6.0467,-17.2,-129.4,447.3,7.3223,9.4088
2026-03-24T09:20:13.000Z,21.25,46.2325,6.04668,-18.2,-126.9,447.1,7.3251,9.8856
2026-03-24T09:20:14.000Z,21.2667,46.2325,6.04667,-19.6,-124.8,447,7.3276,9.0934
2026-03-24T09:20:15.000Z,21.2833,46.2325,6.04665,-21.1,-123.1,446.7,7.3298,8.1685
2026-03-24T09:20:16.000Z,21.3,46.2325,6.04663,-22.6,-121.5,446.5,7.3321,7.9834
2026-03-24T09:20:17.000Z,21.3167,46.2325,6.0466,-24.3,-119.8,446.3,7.3344,8.5536
2026-03-24T09:20:18.000Z,21.3333,46.2326,6.04659,-25.8,-118.5,446.2,7.3365,7.3311
2026-03-24T09:20:19.000Z,21.35,46.2326,6.04657,-27.3,-117.6,446.2,7.3382,6.1591
2026-03-24T09:20:20.000Z,21.3667,46.2326,6.04655,-28.8,-116.8,446.2,7.3399,6.2066
2026-03-24T09:20:21.000Z,21.3833,46.2326,6.04653,-30,-116.4,446.1,7.3411,4.4515
2026-03-24T09:20:22.000Z,21.4,46.2326,6.04652,-30.9,-116.4,446,7.3421,3.3228
2026-03-24T09:20:23.000Z,21.4167,46.2326,6.04651,-31.9,-116.4,446,7.3431,3.5997
2026-03-24T09:20:24.000Z,21.4333,46.2326,6.0465,-32.7,-116.8,446.1,7.344,3.4411
2026-03-24T09:20:25.000Z,21.45,46.2326,6.04649,-33.1,-116.4,446.3,7.3446,2.1168
2026-03-24T09:20:26.000Z,21.4667,46.2326,6.04649,-33.3,-116.4,446.6,7.3448,0.5538
