color,mag,Mass,logTe
2.309343604,24.93975253,0.266,3.5747
2.266319244,24.75625535,0.298,3.581
2.263260354,24.74365129,0.3,3.5814
2.238856452,24.64183255,0.32,3.5852
2.205492866,24.4952466,0.35,3.5906
2.176352096,24.38516348,0.374,3.5951
2.145381415,24.26938945,0.4,3.5999
2.08693183,24.05954289,0.45,3.6093
2.017410023,23.82554484,0.5,3.6203
1.938147544,23.60935164,0.55,3.6333
1.906540022,23.5231795,0.566,3.6385
1.839061163,23.33071358,0.6,3.6497
1.839061163,23.33071358,0.6,3.6497
1.778806788,23.15337916,0.631,3.66
1.740468761,23.03365498,0.65,3.6668
1.665275856,22.77424368,0.693,3.6821
1.654193642,22.73012996,0.7,3.6847
1.627468573,22.65471098,0.712,3.6907
1.610001108,22.59872953,0.719,3.6949
1.535877249,22.36574953,0.75,3.7129
1.524939459,22.32069913,0.757,3.7158
1.462238369,22.06601193,0.792,3.7325
1.448647227,22.01049423,0.8,3.7361
1.413368673,21.85498628,0.822,3.746
1.363743611,21.65023459,0.849,3.7588
1.362842553,21.65040374,0.85,3.7588
1.337628533,21.53715435,0.865,3.7655
1.298060571,21.3556755,0.889,3.7762
1.280093498,21.27611666,0.899,3.781
1.247775735,21.12234584,0.92,3.7902
1.204718923,20.93872112,0.947,3.8024
1.201132044,20.92242263,0.95,3.8035
1.197545296,20.90512469,0.952,3.8047
1.141062293,20.713254,0.986,3.8214
1.126716784,20.67010188,0.995,3.8258
1.119543442,20.65052905,1.0,3.8282
1.106091972,20.62021078,1.008,3.8323
1.059437802,20.53756553,1.038,3.8467
1.045073007,20.51646194,1.05,3.8515
1.009133968,20.47973982,1.074,3.8627
0.978548708,20.4489671,1.099,3.8721
0.978548708,20.4489671,1.1,3.8722
0.922663948,20.37141894,1.149,3.8895
0.866599087,20.26699357,1.2,3.9063
0.866599087,20.26599357,1.2,3.9064
0.820316402,20.15360544,1.241,3.9201
0.811221702,20.12849964,1.25,3.9231
0.760159466,20.00516432,1.3,3.9392
0.718032483,19.8919965,1.35,3.9549
0.713442711,19.87996039,1.356,3.9567
0.683094226,19.78634102,1.4,3.9698
0.65541651,19.68916996,1.45,3.9841
0.632284014,19.59804789,1.5,3.9979
0.612802964,19.51815966,1.55,4.0107
0.596998113,19.44149775,1.6,4.0232
0.583026289,19.37145017,1.649,4.0347
0.569963064,19.30421168,1.699,4.0461
0.557812731,19.23878106,1.749,4.057
0.548452837,19.17676084,1.799,4.0674
0.538143178,19.11794195,1.849,4.0772
0.528758045,19.0599278,1.899,4.0869
0.52030092,19.00371752,1.95,4.096
0.512775011,18.94831035,2.0,4.1047
0.506183231,18.89570557,2.05,4.1128
0.498642134,18.84430183,2.099,4.1207
0.492980915,18.79250023,2.149,4.1283
0.486370256,18.74189965,2.199,4.1355
0.480698874,18.69310026,2.249,4.1426
0.47502274,18.6453019,2.299,4.1493
0.469341817,18.59750456,2.349,4.1557
0.464604029,18.55150756,2.399,4.162
