source_id,ra,dec,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,distance_gspphot
505564964099775232,27.74722399008639,56.36171174646762,131.1531461867534,-5.55651623605046,0.1546538877400089,0.38822615,-0.7838555340643376,0.31544635,0.1346491147639922,0.32584682,19.845346,20.126762,19.414259,0.71250343,0.9962048,
505565037122124544,27.74226655652166,56.35930721599242,131.15101568636814,-5.559487294298439,0.2898704570792455,0.31434512,-0.6313797238042649,0.24602634,0.6282045822103876,0.28879327,19.596462,19.817791,19.172626,0.6451645,1.0139732,
505564964099751424,27.74956292121039,56.35377260270306,131.15624598291694,-5.56394526855212,0.1217413123991979,0.09881952,-0.564338334475248,0.06814774,0.3989631277587502,0.08745766,17.699524,17.877762,17.415382,0.46237946,1.0191908,4838.8506
505564968404881280,27.75335746309895,56.35485692648078,131.15805142028313,-5.562406821890917,0.292959086350218,0.37816954,-0.4077058507574337,0.2873081,-0.1204955417580392,0.31882405,19.701168,20.01608,19.337715,0.6783657,1.0175714,
505566441568512640,27.76567936695344,56.354466495124704,131.1648170888183,-5.56121708314947,0.4689409138361035,0.24377142,-0.6067244860488367,0.19164522,0.3648139123755988,0.2192921,19.256674,19.568193,18.858255,0.70993805,0.99370074,
505566445871469568,27.76939035353316,56.35391980414344,131.1669538645306,-5.561276108180656,-0.3937065886381513,0.06395467,-0.7917095543184574,0.04665382,-0.031845589596469,0.056467198,15.014471,15.052011,14.8123455,0.23966503,2.3182683,6986.022
504815818724957056,27.77504139028293,56.35684194565985,131.1693395219554,-5.557711910585635,-0.1918823221289399,0.13165113,-0.5783064058439088,0.092272945,0.2370327651762705,0.112574495,18.208778,18.388124,17.81296,0.5751648,1.0354238,4886.458
504815818724959488,27.778895921215423,56.3584487341495,131.17105581369805,-5.555656716090509,-0.1336824733694696,0.404904,-0.7484787518051788,0.31022513,0.091693309536152,0.34303874,19.890856,20.249136,19.531122,0.71801376,1.039688,
504815823024249472,27.7739087867411,56.3547211761649,131.16921638783805,-5.55992016807352,0.1812548843880837,0.18348771,-0.4689629630932072,0.13085015,0.1505886770716606,0.16457418,18.824995,19.035608,18.531002,0.50460625,0.98117006,6963.3125
505564929739991552,27.74425524176923,56.34461193390289,131.15548449334918,-5.573536607103359,0.2697981052923279,0.0900536,-0.4624986123639854,0.061522286,0.3953200546043267,0.07956622,17.501404,17.69769,17.164803,0.5328865,1.0609909,3833.2246
504814341256195968,27.767252427954013,56.34754943510431,131.1672680609564,-5.567748139081115,0.2225935285109604,0.17317525,-0.5131658523903143,0.12236893,0.243406153512441,0.1505196,18.674004,18.939604,18.320951,0.61865234,0.9549007,4958.5254
504815784365209472,27.808518528622617,56.34865173915751,131.18937073861787,-5.561407805542162,0.1453464928724764,0.19303162,-0.4739758003508488,0.13433321,0.0569680874835987,0.17002389,18.831396,19.05468,18.5133,0.5413799,0.9518326,6807.771
