,year,CLASS-CTEM_GFDL-ESM2M_S2,CLASS-CTEM_HadGEM2-ES_S2,CLASS-CTEM_IPsL-CM5A-LR_S2,CLASS-CTEM_MIROC5_S2,ELM_GFDL-ESM2M_S2,ELM_HadGEM2-ES_S2,ELM_IPsL-CM5A-LR_S2,ELM_MIROC5_S2,JULES-ES-cs_GFDL-ESM2M_S2,JULES-ES-cs_HadGEM2-ES_S2,JULES-ES-cs_IPsL-CM5A-LR_S2,JULES-ES-cs_MIROC5_S2,JULES-ES-npp_GFDL-ESM2M_S2,JULES-ES-npp_HadGEM2-ES_S2,JULES-ES-npp_IPsL-CM5A-LR_S2,JULES-ES-npp_MIROC5_S2,JULES-ES-resps_GFDL-ESM2M_S2,JULES-ES-resps_HadGEM2-ES_S2,JULES-ES-resps_IPsL-CM5A-LR_S2,JULES-ES-resps_MIROC5_S2,LPJ_GFDL-ESM2M_S2,LPJ_HadGEM2-ES_S2,LPJ_IPsL-CM5A-LR_S2,LPJ_MIROC5_S2,VISIT_GFDL-ESM2M_S2,VISIT_HadGEM2-ES_S2,VISIT_IPsL-CM5A-LR_S2,VISIT_MIROC5_S2
29,2034,55.37174937,72.49974888,65.26551753,74.22690582,235.7251344,238.6186647,250.1222903,250.6029563,195.4503368,213.1398511,207.5676107,217.5680239,189.3646101,207.6739262,204.1440082,201.2152819,185.6905156,204.6107594,201.8256937,213.1704446,105.4301767,133.0887939,126.6358838,148.8712463,135.3224012,149.331037,148.7359428,139.6186185
30,2035,50.5219633,70.66162163,63.37510869,89.01754218,234.4976297,241.2767775,244.9788943,257.0799066,190.5722893,205.2854384,215.6320898,224.3390309,177.0097132,200.8708879,206.2939191,233.2060763,172.3890758,200.9942503,204.5287745,230.15229,105.5323389,129.3304098,130.5485636,147.070589,138.6780228,143.8382063,150.2527124,150.449993
31,2036,63.59747191,72.95857028,62.48657473,87.52344805,248.7838054,246.2093835,258.2688629,235.4043808,193.7080645,211.3341744,217.0579335,220.2274439,168.241968,204.6615683,208.4729509,235.6115798,181.511952,204.4655081,209.711735,224.7269024,122.1410481,146.9658881,136.6424957,131.8820448,129.1596701,143.6846152,154.6823214,153.8577902
32,2037,74.70450114,74.53647011,61.9190952,83.64412881,249.580525,235.6439821,253.376917,241.6779932,219.2189662,212.4741519,210.9902053,221.1700263,226.3848044,210.8786216,209.5514822,230.5411536,219.8555975,207.6860786,205.2016946,222.0051002,119.516128,141.5053482,129.0496249,134.6530861,151.2711652,147.9769991,157.8800287,152.5089348
33,2038,53.6211586,72.46836762,63.75979136,71.87542919,231.821296,247.0186218,256.3258985,249.2686323,203.7969115,215.7974137,214.5553203,218.9880537,196.0593079,213.4126011,210.6745913,219.4946155,188.8670013,210.6713964,209.096172,217.0267823,109.6176298,145.4250147,130.1377804,136.5009218,147.8535282,152.7078361,145.1513694,147.2011447
34,2039,72.58129993,73.65414067,67.00167425,82.40524365,257.035073,246.9342303,252.102075,251.2984047,216.9508695,209.8876398,224.1529655,226.3002883,201.401591,202.0578758,219.3830243,224.9593627,210.4821847,203.4235174,216.6112586,225.7339442,130.416143,148.8982918,131.372308,148.1935919,140.1991781,155.0561835,157.910614,153.8860158
35,2040,66.42852611,69.99566128,67.89200775,81.82276644,250.5712263,250.9067395,258.5683294,241.8269449,230.2446084,209.0246606,217.4740396,223.5074876,236.952035,206.0794484,213.1426809,229.8846647,227.0021164,203.9727795,212.0215493,223.9332866,120.7443137,143.9718736,132.6258575,134.0461134,144.9278007,145.0222242,152.9679799,146.3651034
36,2041,61.16561453,78.43592148,64.85433001,79.52311898,250.5011203,251.1005305,254.1186093,250.1326257,211.4967657,222.1075165,222.3278743,220.2540847,202.3566327,223.8957767,217.0402527,222.5792377,200.8642383,219.1791764,211.5362293,216.4174389,119.4103185,143.523156,128.8828044,132.3266712,139.8524986,155.1570936,152.6099285,141.0161537
37,2042,61.33481026,77.41432537,63.9870779,70.14862201,259.3722468,251.8613659,265.8238541,243.0302999,205.9542238,225.2186512,226.5804999,212.345287,202.0999686,223.157325,219.158168,203.3078538,198.5649399,219.5832208,216.2345254,202.294426,123.9806899,145.4583097,131.0973256,130.2008715,144.2498909,153.8394749,152.9954499,139.9148684
38,2043,51.19395828,77.10342033,64.66410431,78.6105987,244.5656279,253.3831498,261.0016625,260.2780058,197.961089,220.3992169,224.227311,222.3196434,187.090323,216.3270715,210.5082976,207.0801436,180.6602032,210.8050499,210.3134464,218.0501405,106.9005307,143.7014096,138.8783294,153.4833452,133.2705132,149.5607157,154.981911,139.1208902
39,2044,51.68468302,82.8191711,61.76150781,89.63304888,252.3839035,261.6687791,275.9018562,258.8473276,198.9072497,228.4608331,223.0590677,235.7896358,179.7990326,226.9552683,208.4249577,243.2316423,179.7740965,225.998404,213.4370049,238.1980476,119.2960232,158.0545139,144.2805956,152.5134347,141.5949925,154.9544004,150.8717136,155.7865303
40,2045,51.65091346,74.98548707,64.30616755,91.50275612,251.5428701,261.7098179,281.5903372,254.1730238,195.0682993,228.5274216,218.0775121,233.5202808,175.7023861,228.3705478,208.4202777,246.7819263,177.5999444,222.7735553,210.9179194,236.6459338,123.3302272,147.7479666,148.3538323,147.7396263,138.7286056,156.5691085,158.8498361,156.7839938
41,2046,65.69513196,75.6426828,69.88570387,84.22473295,262.9271805,258.5444762,274.1814214,252.4721852,215.6524422,218.0012525,227.0168549,228.5239659,208.7758165,211.2506602,225.5396757,237.5238224,209.9219041,206.7357112,222.9321891,228.8504105,139.804941,145.6729488,143.9160488,140.5358884,148.9479171,150.5138679,161.9813653,151.3093638
42,2047,62.624733,75.05707405,68.12716187,80.6699348,256.078016,259.1253635,268.540305,261.1428052,220.0567992,210.6930752,234.661885,224.7761034,216.2492172,205.9664415,228.7368498,223.262736,209.4420503,201.575817,225.016338,219.6647926,122.4486657,145.0989149,140.5091288,142.2468972,147.4716172,146.3974524,162.5288177,150.5802507
43,2048,59.20499385,79.29968735,64.94435542,83.49507968,261.696712,264.9946953,285.4783728,269.1825072,215.1345537,228.187367,233.9236552,235.7680111,201.7306932,221.5092328,227.3541061,222.7377408,202.1540534,219.631868,221.6751267,230.3964938,127.9110304,159.2649709,138.8324323,157.909685,143.5059654,151.5524521,162.0562119,148.9499952
44,2049,60.70980304,80.42198878,60.71820096,92.95090403,259.9515745,267.4537793,276.3640146,270.0832437,213.4886305,232.2891045,223.159822,244.5634512,214.7321665,227.6615582,206.0136749,249.5432438,205.8745758,225.2814799,207.2849685,245.9935885,126.9606801,163.5045239,141.3493896,160.6908516,144.5139028,160.583709,148.4455403,155.2756868
45,2050,49.35883021,72.23858221,67.31037723,90.65371475,259.1254269,266.6856383,273.533514,273.6369992,203.3012816,226.1023927,237.1464005,244.0357016,189.0829277,214.9269484,227.8258372,261.2892825,184.8382752,213.7547642,225.0895919,246.1187517,115.8762129,156.9967844,150.5918242,144.548372,135.8339049,151.0394623,154.4317805,157.5837861
46,2051,67.1082008,74.22091771,68.79227521,91.19959721,270.4115844,273.6633764,284.4285266,263.1562851,217.5059359,219.9130107,231.0340348,244.9791455,197.2954417,214.1828262,223.0302724,254.1424377,205.5112617,210.6347401,220.0340545,243.854893,136.7183189,152.7116392,148.3393703,146.1407605,138.746933,147.40649,163.8580311,149.8961669
47,2052,78.37119547,84.82911081,65.66012005,85.31403681,271.4859613,269.4206316,281.8129843,266.1788844,239.0779465,228.7001394,222.8886925,236.9559366,244.2915888,228.5506969,216.3463747,231.542168,235.3734248,224.1049002,210.8621461,230.2143148,137.5601293,166.9078393,144.2471121,151.7567242,157.8468853,160.177118,150.519225,149.2008797
48,2053,55.15473352,78.39551192,67.33491912,82.81284629,260.7561684,275.1860348,284.0691289,276.1064286,222.4255447,226.0151991,225.7144202,241.0620114,208.8538115,223.9423181,211.589754,228.5096943,204.2231672,216.9579198,213.5038863,231.5125625,115.8310416,160.0205698,150.6798836,156.1433794,145.5411465,160.198145,162.500865,143.3235853
49,2054,53.36944459,80.67006947,66.22583678,89.27246534,278.1365127,270.8161897,295.1353953,283.8479198,207.1365808,228.3358374,237.8678709,244.1819669,179.2687067,226.2912062,226.535993,244.6158353,184.6088089,217.7831257,225.2917525,244.8846738,129.0682955,159.3846736,150.5515181,167.1132672,138.3942041,154.6164423,163.2072801,153.4772903
50,2055,76.04783362,77.45948275,59.71752717,85.15592482,286.4217578,273.0471145,286.4033382,279.6626126,233.9361349,229.1589996,228.2333555,246.9536737,233.1885831,223.8344245,214.1107265,248.070316,231.7958786,219.4539468,211.9111806,245.7311976,146.1718482,167.0051014,140.9941604,162.2450371,145.2776774,154.7714482,151.2999437,150.6119667
51,2056,70.6048268,80.7771185,62.36196066,90.12908446,275.3985502,278.8961136,284.9183651,286.449339,237.3457937,236.1129375,237.6130365,248.6067639,243.2657552,229.9780558,223.3486829,253.0293024,233.7961963,226.1388142,222.1842851,247.5573829,131.3589074,171.016177,153.3031129,170.1480441,155.5143383,161.6959995,155.2091023,164.1911626
52,2057,64.18364505,71.23632702,68.92416432,90.27981036,281.4647769,273.1128443,296.4463837,281.9479535,231.0582863,225.6066161,245.8564425,246.3205307,216.0836512,217.7289794,240.7829556,252.5825491,214.7516968,211.3856527,237.5810383,246.1886023,133.0451481,160.8577084,157.1011777,163.1369424,149.4006647,153.1321258,161.6425618,161.5105082
53,2058,66.76222768,71.62909722,71.93365527,81.21898887,278.870673,282.7697775,294.1807804,277.2544221,227.7014861,223.1485188,254.8326757,239.9517214,210.7785446,212.2164381,245.4634692,240.0193643,211.1837314,209.4912861,241.1798355,233.9438859,142.0716605,169.9443226,171.4623838,156.8807419,152.8669158,149.4272898,176.1783723,150.7075713
54,2059,78.4803121,72.12869991,68.79229668,78.25064995,289.7036557,292.8449183,293.4804285,284.1076126,240.3619585,225.7147756,244.0180574,242.4657103,245.091589,204.9838612,239.2212883,227.132891,237.134134,209.9111433,234.3959795,231.2365701,142.2715404,174.2611333,159.1772626,161.2212474,154.9969617,145.4870877,169.1443301,147.94359
55,2060,72.51667653,73.76971153,69.70605966,87.4412928,291.3467584,285.5285172,291.066448,291.2744027,249.0438412,241.2528029,240.0020541,243.9414829,245.3982116,231.0287171,234.3352904,230.9406912,239.6328381,226.085321,225.9959651,236.6766179,135.5831443,177.0075924,153.2441814,181.2692205,153.9962823,156.6777386,155.4084897,153.9102247
56,2061,61.18329218,79.54588548,67.9200632,98.56135193,284.0272854,283.1979675,302.6121801,290.4989457,231.8365401,250.4060971,237.042003,252.6413171,218.5226079,238.6775788,229.8755786,269.4254666,215.4678952,234.8484863,224.1668986,256.9708491,134.1252282,189.8228603,155.4119097,182.7671512,146.2499586,160.8567512,161.4104878,163.0415313
57,2062,58.69675379,89.26613494,69.18992041,105.0877415,283.4014134,299.608732,303.0032876,289.2988311,223.1209012,255.864268,240.1357109,257.3151611,208.1812288,251.4411134,231.162075,274.5071863,205.0127251,248.2794025,230.5848551,257.2332941,129.5196737,196.391447,162.5073233,166.6133701,142.2540596,163.1964697,164.9963907,159.2055596
58,2063,58.16262072,79.34885229,62.90317402,100.8081084,294.7250048,287.2505385,298.2413933,285.9224623,226.4788609,250.1906309,241.6774826,257.0235625,201.7877719,245.8570888,225.1366062,263.8148984,203.8939834,234.9635093,222.9505185,252.4962054,130.2144483,189.1528199,161.860916,167.1523857,144.9437329,164.2920212,162.9068061,158.2299166
59,2064,86.44681272,83.08161451,75.76106436,89.5052056,306.0484426,291.7765434,312.0959272,293.8045573,245.9298694,251.5585969,257.5800413,257.414118,231.0929614,247.7827668,249.7728928,251.9528612,235.8376278,239.7433506,248.9722043,248.1786604,163.6015972,188.3032337,172.4389574,172.6104262,147.7122001,163.4297998,168.3522566,150.0863433
60,2065,88.12644631,82.97295039,73.9870237,84.69336802,310.9559908,299.2331996,303.195394,293.3457645,263.6496913,258.4574634,258.2893915,257.4737965,266.9928609,249.2713767,250.5995549,239.9465882,257.3053769,241.3319024,242.650325,242.7978459,149.8926182,185.1832923,170.4484874,172.0739277,163.6827462,161.5208926,161.8111389,149.774304
61,2066,58.13901559,75.58519101,74.53704173,90.92182269,300.6468633,296.3664018,321.6447326,298.1147062,231.4859204,243.9485393,257.6816234,256.2282883,220.2947044,227.1077535,243.8232602,240.7666295,212.4810831,221.3762203,243.3319331,245.0945834,129.3301573,185.3752506,179.349872,184.8656723,148.3711248,155.3998461,167.966679,152.1452779
62,2067,68.80840397,79.07035353,77.70211965,99.00547469,302.6819025,298.5461523,317.6780605,314.0422725,237.5592331,242.8635392,259.2334407,264.8285985,221.5563837,233.0739289,251.8964201,271.6026878,225.4698551,225.3822004,248.0308651,265.079597,156.1810856,184.8915143,176.8364276,190.7600325,144.3394525,162.5412518,180.0467679,161.2499391
63,2068,61.69518013,83.16917866,65.74637242,109.7290838,299.4834684,303.7900948,316.9014207,316.6811959,245.4411851,254.364462,250.339899,273.6708662,238.0558991,241.8735184,238.7561486,287.2750168,229.8197491,239.372943,234.3279243,275.6505919,139.3204357,197.820132,172.097597,186.8837058,148.7533573,162.8457537,173.6367655,165.7458099
64,2069,54.9334978,77.68153557,69.5604596,114.9471659,295.251336,313.6966455,323.7678225,303.3535609,219.7043142,253.5902658,252.5391312,276.6278782,191.9696262,239.3234934,239.7893107,289.6119909,190.0478223,235.3995726,236.109476,276.7905376,136.1026443,199.9534993,174.788978,185.5090578,145.2016442,158.28909,162.9922597,163.3832121
65,2070,84.82236828,81.71108625,74.92307172,105.4424476,323.1304948,305.9347019,322.2581247,311.9219712,251.8132777,259.258398,244.385209,272.006093,230.2350191,248.2530195,234.3717652,271.4888185,240.6516802,239.0522944,232.2270175,266.6343588,170.2126407,193.4251113,179.0865244,182.848058,146.67808,161.964368,168.7277857,160.0229113
66,2071,94.31517646,76.83831763,77.5963212,93.20279868,317.9161976,305.397892,312.1149614,310.2986756,269.9936793,257.6191628,267.2786181,265.8555573,276.3547779,243.2047312,262.3484657,252.57763,264.1499871,235.3603669,254.5533215,250.4491329,154.2689776,194.3614038,184.2361221,180.7981869,160.8963806,155.491041,166.4635914,153.3945642
67,2072,73.40680608,78.92454041,76.32847585,99.67051412,314.1640827,306.0764319,326.1687312,319.1862623,259.6377215,266.8665215,274.8424035,273.5652449,255.2768472,248.8880186,263.5199593,262.0752665,247.2460726,240.8073797,257.3325665,262.3459181,149.1807765,205.7877146,187.6652853,203.8950007,158.4780269,164.3192567,174.9363854,162.5652967
68,2073,59.10734526,79.4926608,69.71779619,105.0342314,308.3054278,317.0476678,337.2929253,323.62186,235.0153021,254.7670418,257.9597129,277.7141587,217.5531354,234.1589041,237.0005858,282.8087754,213.3004629,231.8115096,231.7259676,275.4383684,141.3846323,205.4052249,176.4458116,194.7290854,147.6992386,159.2406236,170.5310864,159.053598
69,2074,76.73517953,80.13193311,82.97943218,100.2048283,315.9572748,317.8774861,339.8355748,310.2189119,250.2751168,256.9946125,267.8850893,280.2227395,244.7929905,242.7395107,251.0904338,287.7043507,243.0439669,236.2529421,251.4259799,276.8734793,160.5441868,209.4865221,202.4548805,185.2481674,156.694825,161.3620367,169.2770963,161.747616
70,2075,62.44415404,75.55015729,77.37215256,100.7682464,313.5676007,310.0794691,329.1852357,316.2448924,250.3460157,253.9197131,273.90204,282.0817011,236.7804731,241.3058408,266.8765357,281.1864614,230.7745706,230.9961509,257.3396169,272.9422905,141.1305853,194.4813754,191.4226551,188.3792501,151.3070062,158.9517271,167.908516,160.2896002
71,2076,74.03818461,80.61672735,78.29985617,92.21427464,318.1349571,319.0435066,334.0724027,328.4249644,250.3109122,256.0558949,283.4493859,275.3566298,239.1317635,237.2607859,272.8020114,254.5961206,235.4962841,232.8595126,263.7774082,256.4802769,157.7795605,212.8437185,193.5672512,186.1299563,150.4853364,167.8325278,178.2968831,158.9863606
72,2077,64.11546117,78.14576825,71.25304679,104.2175948,320.2180163,321.1841719,341.0330467,344.3155859,248.9829021,271.1884035,270.4992803,279.8503326,235.792026,248.4297329,255.6696556,259.1344387,226.4964162,241.2442741,248.2389656,266.7541471,144.5027112,211.7863771,187.8420693,220.8540208,148.6211804,163.4937082,172.4358702,151.521671
73,2078,68.87866533,73.48476695,73.49333322,117.4113924,334.8469077,335.1353211,339.0099351,338.529732,248.1013545,257.5803484,273.1042919,287.5000384,223.5418462,231.3931899,256.5681523,298.5437747,227.0265045,233.1807001,251.0089069,287.1304199,160.5690884,208.279097,194.1457387,213.9515562,145.3877191,156.2122562,174.284829,168.6730096
74,2079,77.1837985,74.33242312,74.18667658,120.4516606,336.9569162,320.9954202,352.4117255,321.456325,263.6366755,250.4693265,285.9460753,287.0302698,263.1499656,228.6163515,267.3589023,306.6639194,257.6401066,225.5966314,262.4814506,287.7230431,162.6906235,212.2517669,197.4797663,198.3042103,159.073227,151.5265543,175.7280196,165.6040445
75,2080,63.26291282,73.4991215,76.92956271,107.5931732,331.7403626,333.1475569,358.1090288,325.009952,254.6652465,255.4997168,280.6017559,289.585245,236.390572,226.3996961,262.9587164,290.914011,230.9947172,221.0845282,256.9048992,277.600485,151.4330598,224.9665122,200.4055292,192.1661303,150.3647843,162.9849036,178.0413061,158.1938356
