,year,CLASS-CTEM_GFDL-ESM2M_S2,CLASS-CTEM_HadGEM2-ES_S2,CLASS-CTEM_IPsL-CM5A-LR_S2,CLASS-CTEM_MIROC5_S2,ELM_GFDL-ESM2M_S2,ELM_HadGEM2-ES_S2,ELM_IPsL-CM5A-LR_S2,ELM_MIROC5_S2,JULES-ES-cs_GFDL-ESM2M_S2,JULES-ES-cs_HadGEM2-ES_S2,JULES-ES-cs_IPsL-CM5A-LR_S2,JULES-ES-cs_MIROC5_S2,JULES-ES-npp_GFDL-ESM2M_S2,JULES-ES-npp_HadGEM2-ES_S2,JULES-ES-npp_IPsL-CM5A-LR_S2,JULES-ES-npp_MIROC5_S2,JULES-ES-resps_GFDL-ESM2M_S2,JULES-ES-resps_HadGEM2-ES_S2,JULES-ES-resps_IPsL-CM5A-LR_S2,JULES-ES-resps_MIROC5_S2,LPJ_GFDL-ESM2M_S2,LPJ_HadGEM2-ES_S2,LPJ_IPsL-CM5A-LR_S2,LPJ_MIROC5_S2,VISIT_GFDL-ESM2M_S2,VISIT_HadGEM2-ES_S2,VISIT_IPsL-CM5A-LR_S2,VISIT_MIROC5_S2
75,2080,12.46533928,14.92461835,11.58696697,13.27915457,5.056119475,5.25130555,4.878504568,6.259666288,8.045452847,12.75361051,10.4097432,10.26246441,13.74591045,15.43154825,13.65033795,13.71327682,12.36482392,14.38750103,11.83792919,12.46419763,7.169287659,12.58055592,9.224305773,10.6768793,18.27494746,33.30981379,29.90924812,23.20123503
76,2081,10.58254062,13.75233783,12.36554372,14.0621697,5.940488986,4.887710962,5.339572625,5.073619332,8.19236223,12.02628914,10.08557793,10.49955187,13.06822072,15.49527464,13.37773266,13.79508427,12.05235025,15.07787532,11.82143653,13.24363888,7.10424798,11.78305138,10.85075913,11.82136423,16.93445647,36.61824319,35.06486008,26.12046082
77,2082,13.40855311,14.98828767,13.96547677,12.48092947,5.107505474,5.729029919,4.510772879,5.075253699,8.072273319,12.58777882,10.23232565,10.63659932,13.52780585,16.36458309,14.05510825,13.82917257,12.33689077,15.04069505,12.66881238,12.66588553,8.491521001,12.80692099,9.890542406,11.40792746,18.64693174,39.98216918,30.34674787,24.75024703
78,2083,11.82135298,13.36013091,13.91577964,14.77221867,5.317570524,5.314883235,4.742254401,4.705305152,7.898734045,12.64405846,11.1323899,10.73521939,13.46874486,15.84417106,15.01375539,14.27735251,11.57167447,15.2607886,14.20743546,13.37286906,7.638273437,12.15035876,10.81286737,11.64574045,18.0968825,36.40204069,29.93610735,26.37343739
79,2084,13.99973751,16.09745587,11.77483605,14.19362753,4.804251314,5.313129176,5.494887754,4.35697213,8.053787385,12.43143872,10.74247883,10.52162377,13.66641926,16.44513567,14.15857029,14.03028145,12.2305176,15.96514329,12.77043697,12.72417316,8.531353554,12.72854798,10.20975431,11.73451081,19.19000474,38.63092692,33.37117294,25.70623111
80,2085,14.05231741,14.33092084,16.57990463,15.151621,5.688460024,5.897123461,6.083495928,4.658185285,8.834951732,13.25770115,11.50366281,10.54556356,14.5382526,16.66937778,14.60178908,13.99669788,13.28813888,15.85438587,14.06528241,12.92149137,8.766938898,13.26382485,12.31479729,11.75092498,19.42149463,41.1595018,32.84221829,25.9355237
81,2086,13.0910469,13.71063101,15.11303089,13.65242863,5.496963278,4.22392361,5.013144679,4.680608614,8.61875332,12.90353307,11.06018421,10.96303218,14.27473834,16.91193461,13.69325238,14.28619475,12.38805957,16.20889388,12.81267526,13.39658211,8.26890051,13.19940389,11.70856029,11.93727824,20.28892451,41.99690739,32.82297583,24.96159071
82,2087,10.30641298,16.17135799,16.71389866,12.32623972,5.044998565,4.262788576,5.112041949,4.44815394,8.034253968,12.98712915,12.24550341,11.117864,13.30406709,16.78017905,15.31913764,14.38422852,11.30172925,16.15899131,14.6662721,12.84390724,7.643614226,13.31070505,11.72863677,11.98242657,18.56333119,40.37908979,32.4323433,26.33567934
83,2088,12.53353414,14.53092948,14.66239552,12.79093106,4.784740954,5.559877278,4.840161001,5.17969801,7.706873334,13.73902628,11.14897502,10.90790455,13.10214405,16.84200776,15.06874752,14.22814037,11.14487859,16.38934643,13.11699895,13.68756547,7.960158222,13.84394182,10.62403443,11.93728697,18.79034846,42.40914862,34.75821099,26.80522088
84,2089,12.5228295,16.94385046,13.12869628,16.64075688,5.138096077,5.315921101,5.276248662,5.708483903,8.270778925,14.03636219,12.06759441,11.39281641,13.46894331,17.32272129,14.77921611,15.19291781,12.10816611,17.4218589,13.40327867,14.30376154,8.135979621,15.75697774,10.98544953,13.33598638,19.33399888,42.27780732,34.13687847,28.92605044
85,2090,13.64622816,13.41195627,13.17996237,11.9500915,4.97615459,4.667659454,4.3677172,4.513216877,8.613390033,13.13159605,11.33347595,11.8731233,14.01138048,16.37669351,14.50811625,14.38477527,12.67681035,14.93500079,12.68279102,13.52638189,8.70506091,13.61328126,10.09254352,11.5402625,19.47906947,43.86077286,31.93470135,28.3762949
86,2091,14.54478194,16.91370719,14.02581794,14.20185778,5.980359397,4.284925192,4.280098257,4.465466071,9.329059808,13.39432814,11.65353346,11.44418321,14.92476193,16.4520516,14.54350864,14.44546221,13.7904017,15.96481693,13.93355947,13.66358576,9.749055246,15.19520193,11.30999542,12.76620004,20.12648559,42.71482519,33.044851,28.25390255
87,2092,12.82976834,13.31778037,12.7956836,14.4313925,4.94459002,4.853194952,4.31614275,4.473569929,8.505796968,13.75965248,10.89247034,12.03285611,13.67698682,16.64518513,14.26342801,15.76487956,12.62827049,16.35871835,13.17329789,15.36612943,8.543941857,13.44054033,9.76773831,13.70256523,18.6856997,42.59385996,30.34071155,28.65125527
88,2093,15.25057094,14.1759237,16.07761669,15.82183943,6.064179503,5.072747302,5.742466134,4.719782326,9.380150911,13.84885691,11.98440888,11.83176069,14.88877154,16.50163409,15.55211056,15.79081546,14.57516609,15.71778898,15.36984343,16.04571772,9.685015147,13.32843776,10.62744324,13.09182437,20.21323903,40.59333859,36.31803774,25.29091207
89,2094,13.99977135,17.19317978,12.72389212,15.59969355,5.048915217,4.852220918,5.327616602,5.167620774,9.150713607,14.23315121,11.12279852,11.99384455,15.1928587,17.80976363,14.44413149,15.95747154,13.76141361,18.00339051,12.83234678,15.9094575,8.822823679,15.50925914,10.87347316,12.89438249,20.309501,43.59726265,35.41595403,28.53310476
90,2095,14.83623848,16.5253227,11.60719923,15.13175002,6.44128414,4.759108747,5.806943498,5.075445052,10.04704869,14.13738658,12.4788845,12.65584089,16.12469615,17.8457285,14.72685676,16.21582742,15.08204338,17.82357383,13.59911963,15.26207816,11.0680973,14.64400068,11.42188099,12.98027029,23.61794165,45.849535,36.98531004,28.40386896
91,2096,15.74358357,16.09800823,12.23191352,15.24417621,5.21343942,4.988348501,4.644850679,4.57241833,9.77831203,15.27064521,14.20329174,12.56935703,15.55239587,18.56131819,15.77444592,15.78803539,14.97827055,18.27402719,14.22782096,15.11756964,10.09908145,15.7581998,13.18298207,13.63205759,22.11115963,43.329298,43.61768818,30.49909375
92,2097,14.7859521,14.71961538,13.95229392,13.70225879,4.903450616,4.693963591,4.560434973,4.793212178,9.838736142,15.29012228,12.73067065,12.77538922,15.39166012,17.66587885,14.5736209,15.51269713,14.31745714,17.97600788,14.84024307,14.40694475,9.330507626,15.19753441,13.17169326,12.77752874,22.45504912,44.63338472,34.76500055,27.35659506
93,2098,14.2612028,17.18581682,13.21022441,16.07918659,5.419247163,4.088674441,5.295550813,4.689856151,9.472782265,15.1096436,13.15140669,12.4315484,15.17234091,18.3532654,14.5426132,15.67255579,13.96327864,18.12472606,14.69740078,15.56422,9.13876286,16.19251554,13.3473916,13.77344823,21.1336918,45.45788016,36.1413225,29.5100012
94,2099,13.14649267,16.32897592,13.85197546,15.97760329,5.458722207,5.009762024,5.512036538,5.198114105,9.106530919,15.09006692,15.10739111,13.28855268,14.39350848,18.1034613,16.76454949,16.84638897,13.92429886,17.70043268,17.27136556,17.34270941,8.473594891,15.70874673,14.29227782,15.290917,19.75571168,46.27156288,38.97632711,31.21177368
