station,lat,lon,step_mm,p2p_mm,rise_time_s,dist_km
0513,43.4388,144.08,-0.0024,0.1879,,455.5
0514,43.3363,142.395,0.0395,0.2513,,452.9
0515,43.307,144.598,0.0272,0.1581,,447.2
0516,43.2484,141.891,0.0327,0.2678,,454.5
0517,43.2095,140.861,0.0357,0.3283,,484.1
0518,43.1655,142.81,0.0256,0.2339,,427.9
0519,43.1952,145.52,0.0708,0.2282,,456.5
0520,43.0776,141.54,0.0511,0.2985,,446.9
0521,42.9389,143.171,0.0073,0.2216,,399.4
0522,42.8844,141.577,0.1128,0.3226,,425.9
0523,42.7732,141.407,0.0759,0.3255,,420.6
0525,42.5514,140.768,0.0777,0.3683,,425.7
0526,42.4739,140.876,0.0635,0.3923,,413.6
0527,42.0605,139.446,0.1478,0.4396,,459.2
0528,42.1231,140.667,0.11,0.4596,,392.6
0529,41.9767,140.715,0.1265,0.4544,,377.6
0530,41.803,140.071,0.1394,0.4545,,401.3
0531,42.9826,144.719,0.0258,0.1537,,414.1
0532,42.1256,143.316,-0.0217,0.2528,,308.3
0533,41.4047,141.448,0.1393,0.5636,,289.8
0534,41.1851,140.491,0.2489,0.5768,123.0,330.8
0535,41.1455,140.822,0.2818,0.645,121.0,306.2
0537,40.8624,141.132,0.3822,0.8366,113.0,266.2
0538,40.7063,140.589,0.4177,0.785,114.0,294.6
0539,40.6764,141.376,0.37,0.8858,116.0,237.3
0540,40.6243,140.479,0.4816,0.8546,114.0,298.5
0541,40.6436,140.803,0.5171,0.9288,112.0,275.5
0542,40.9102,140.452,0.3066,0.6337,119.0,316.2
0543,39.9531,141.066,1.1088,1.4957,102.0,224.3
0544,39.3513,140.769,1.5804,1.9464,99.0,240.8
0546,39.1431,141.575,3.6219,3.9068,88.0,173.5
0547,39.5961,141.675,1.7452,2.1116,97.0,164.7
0548,38.5462,140.848,2.601,2.9677,90.0,252.2
0549,38.4251,141.213,2.9706,3.3752,84.0,228.9
0550,38.3012,141.501,4.7928,5.4625,75.0,214.4
0551,39.8911,139.849,0.5967,0.9001,111.0,324.1
0552,39.8258,140.045,0.7693,1.0814,108.0,306.4
0553,39.7027,140.733,1.0315,1.3612,101.0,246.3
0554,39.1991,140.507,1.1346,1.4961,101.0,264.2
0555,39.016,139.927,1.0678,1.4056,101.0,316.3
0556,38.4968,140.365,1.2973,1.8728,98.0,293.4
0557,38.1481,140.271,1.2125,1.7814,97.0,316.2
0559,37.616,140.206,1.4613,1.868,97.0,351.1
0560,37.6207,140.373,1.6218,1.935,95.0,338.8
0561,37.4245,140.136,1.3458,1.7014,100.0,368.6
0563,37.0972,139.586,0.6294,1.0584,110.0,429.4
0564,38.0562,139.462,0.8322,1.2115,105.0,384.8
0565,38.0237,138.37,0.3624,0.7585,120.0,475.1
0566,37.5358,138.707,0.5098,0.9702,116.0,469.5
0567,37.3485,138.516,0.3277,0.7523,120.0,494.1
0568,37.3199,139.02,0.5416,0.9041,113.0,457.0
0569,37.0567,138.243,0.3343,0.7376,123.0,531.1
0570,36.9509,137.894,0.2641,0.6338,129.0,563.8
0571,37.7521,139.074,0.5741,0.9768,112.0,429.8
0572,36.737,137.37,0.2256,0.565,135.0,616.1
0573,36.6496,137.032,0.1561,0.4709,,647.0
0574,37.307,137.139,0.1858,0.5115,,605.4
0575,37.1567,136.719,0.2174,0.5359,140.0,646.2
0576,37.1232,136.996,0.2179,0.5725,137.0,625.5
0577,36.8175,136.756,0.1556,0.4654,,659.7
0578,36.3701,136.605,0.1306,0.4387,,695.7
0579,35.9689,136.185,0.0899,0.4036,,751.1
0580,35.8368,136.056,0.1004,0.3584,,768.8
0581,36.743,140.498,0.995,1.4143,104.0,396.2
0582,36.3007,139.988,0.4,0.813,120.0,463.3
0583,36.1148,139.932,0.387,0.741,122.0,482.1
0584,36.0313,140.202,0.3819,0.8184,121.0,474.1
0585,36.9523,140.165,1.046,1.5197,106.0,400.3
0586,36.9796,139.806,0.7555,1.2427,111.0,422.2
0587,36.7764,139.854,0.6974,1.2128,115.0,433.9
0588,36.6925,140.158,0.7043,1.1929,109.0,421.0
0589,36.6242,139.491,0.4688,0.9617,114.0,469.3
0590,36.5422,140.179,0.5799,1.0254,113.0,431.9
0591,36.6163,138.591,0.2763,0.6352,125.0,532.3
0592,36.2347,139.067,0.2901,0.6427,123.0,526.5
0593,36.1428,138.912,0.2433,0.5924,126.0,543.6
0594,34.7615,139.434,0.0487,0.3637,,629.2
0595,34.7376,139.359,0.0609,0.3746,,635.3
0596,34.5196,139.271,0.0641,0.3448,,659.9
0597,34.3331,139.211,0.0379,0.3449,,680.2
0598,34.2399,139.138,0.0573,0.3588,,692.5
0599,34.0938,139.562,0.0435,0.3154,,685.7
0600,34.0758,139.479,0.0583,0.3765,,691.3
0601,33.8841,139.613,0.0191,0.3567,,703.7
0602,32.4635,139.765,-0.0358,0.2924,,839.7
0603,26.6352,142.163,0.0055,0.1327,,1420.9
0606,35.6495,138.69,0.1695,0.4187,,596.1
0607,35.5119,139.026,0.1538,0.3978,,586.4
0608,36.239,137.985,0.2141,0.5325,133.0,600.8
0609,36.2284,137.872,0.1822,0.4969,,609.7
0610,36.2847,138.499,0.2101,0.5562,128.0,561.4
0611,36.0847,137.683,0.1788,0.4916,,632.8
0612,36.0262,138.214,0.1658,0.4461,,599.4
0613,35.9741,138.583,0.2183,0.5323,128.0,578.1
0614,35.88,137.598,0.1452,0.453,,652.7
0615,35.7263,137.984,0.1606,0.4398,,636.8
0616,35.3437,137.676,0.146,0.4268,,685.9
0617,36.2615,136.904,0.1493,0.4399,,679.2
0618,36.2856,137.363,0.1765,0.5084,,643.3
0619,35.9116,137.201,0.1656,0.4384,,679.1
0620,34.855,138.777,0.0727,0.3226,,656.7
0621,35.2044,138.928,0.0984,0.365,,618.0
0622,34.6799,138.098,0.0108,0.2652,,711.6
0623,34.6778,138.183,0.0612,0.3069,,706.7
0624,34.6664,138.047,0.0604,0.3171,,715.8
0625,34.6345,138.159,0.0296,0.266,,711.8
0626,35.0472,138.907,0.1161,0.3352,,632.7
0627,36.1036,140.086,0.4343,0.7731,122.0,474.2
0628,34.6989,138.939,0.0514,0.3304,,661.3
0629,35.2391,137.074,0.1023,0.3533,,734.6
0630,35.1684,136.966,0.0661,0.3248,,747.1
0631,34.9844,136.863,0.0849,0.3345,,767.6
0632,34.9044,136.832,0.0935,0.3333,,775.6
0633,35.0509,136.694,0.0689,0.344,,774.5
0634,34.8549,136.393,0.0663,0.3398,,809.5
0635,34.6488,136.33,0.0547,0.3205,,828.8
0636,34.4314,136.628,0.0687,0.288,,825.0
0637,34.2082,136.343,0.0461,0.3047,,861.1
0638,35.4204,136.265,0.0861,0.3424,,779.6
0639,35.0857,136.041,0.0752,0.3452,,818.2
0640,35.6851,135.034,0.0762,0.3235,,856.0
0641,35.4822,135.416,0.0826,0.3257,,838.8
0642,35.2759,135.55,0.0769,0.3284,,841.6
0643,35.0531,135.773,0.066,0.3417,,839.8
0644,34.9526,135.772,0.0622,0.3335,,846.7
0645,35.6212,134.677,0.0724,0.2958,,887.3
0646,35.4613,134.729,0.0593,0.3148,,892.5
0647,35.2379,135.022,0.0726,0.3036,,883.6
0648,35.1627,134.771,0.0661,0.301,,907.2
0649,34.9362,134.945,0.0577,0.3048,,908.4
0650,34.3118,135.528,0.0521,0.2777,,908.9
0652,34.0254,135.168,0.0375,0.263,,954.8
0653,33.5544,135.496,0.0272,0.2725,,967.8
0654,35.436,133.34,0.0507,0.2474,,1002.7
0655,35.3614,134.325,0.0492,0.267,,929.5
0656,35.5635,133.138,0.0696,0.2551,,1012.1
0657,34.8927,132.457,0.0411,0.2268,,1102.3
0658,34.5711,132.014,0.0388,0.2248,,1155.3
0659,34.4397,131.864,0.0252,0.2068,,1174.6
0660,35.1697,133.564,0.051,0.2611,,999.7
0662,34.9934,133.396,0.0497,0.2491,,1022.9
0663,34.8116,132.852,0.0486,0.2228,,1075.8
0664,34.7778,133.338,0.0343,0.2682,,1040.1
0665,34.3703,132.195,0.0344,0.2196,,1152.8
0666,34.2609,132.456,0.0281,0.2244,,1139.1
0667,34.2101,132.884,0.0311,0.2416,,1109.5
0668,34.7643,131.152,0.029,0.206,,1213.2
0669,34.3421,131.176,0.0324,0.2087,,1234.4
0670,34.1798,131.066,0.0293,0.1902,,1252.3
0672,33.9099,132.358,0.0283,0.2232,,1168.3
0673,34.1718,134.605,0.0353,0.2641,,984.3
0674,34.0397,133.875,0.0312,0.2514,,1046.4
0675,33.7895,134.301,0.0263,0.2527,,1032.9
0676,34.4455,133.999,0.0473,0.2765,,1010.5
0677,34.3834,133.781,0.0473,0.2705,,1030.8
0678,34.2524,133.189,0.0468,0.2363,,1083.7
0679,33.9595,132.782,0.0276,0.2293,,1133.1
0680,33.6116,132.487,0.0264,0.2116,,1177.7
0681,33.1776,132.544,0.0209,0.1933,,1202.6
0683,33.3269,133.228,0.0303,0.2223,,1142.4
0684,33.2154,133.129,0.0165,0.2155,,1157.4
0685,33.7455,130.75,0.018,0.2009,,1302.4
0686,33.6974,131.017,0.0267,0.2049,,1284.5
0687,33.6405,130.824,0.0148,0.1935,,1303.0
0688,33.3272,130.701,0.026,0.1996,,1331.7
0689,33.196,129.94,0.019,0.1902,,1398.7
0690,33.2661,129.69,0.0213,0.1952,,1414.0
0691,33.2558,129.126,0.0156,0.1962,,1459.0
0692,32.8856,129.026,0.02,0.1707,,1488.9
0693,32.7957,130.166,0.0158,0.1644,,1406.2
0694,32.793,130.336,0.0216,0.2003,,1393.4
0695,32.7123,130.217,0.0218,0.1665,,1407.7
0696,32.7226,130.352,0.0155,0.1683,,1396.7
0697,32.6607,130.291,0.0168,0.1998,,1405.4
0698,32.6343,128.619,0.0196,0.1814,,1536.0
0699,33.122,131.063,0.0165,0.1805,,1316.9
0700,33.0113,130.749,0.0123,0.1853,,1347.9
0701,32.8707,130.996,0.0197,0.179,,1338.3
0702,32.5767,130.795,0.0245,0.1748,,1372.9
0703,32.9507,131.093,0.0185,0.188,,1325.8
0704,32.845,131.132,0.0247,0.1745,,1329.8
0705,33.5371,131.357,0.0222,0.2002,,1268.2
0706,33.3499,131.588,0.0213,0.188,,1262.4
0707,33.2703,131.121,0.0232,0.191,,1303.0
0709,33.2284,131.579,0.024,0.1952,,1271.0
0710,33.1906,130.916,0.0232,0.1936,,1323.7
0711,32.557,131.531,0.0178,0.1901,,1319.6
0712,32.3844,131.334,0.0149,0.169,,1346.0
0713,32.0691,131.486,0.0071,0.1822,,1357.2
0714,32.0477,130.866,0.005,0.1694,,1403.8
0715,31.8421,131.306,0.0081,0.1694,,1386.4
0716,31.3991,131.306,0.0152,0.1797,,1418.9
0717,32.1971,130.18,0.012,0.1774,,1444.4
0718,31.9088,130.44,0.0121,0.1602,,1444.8
0719,31.6241,130.652,0.0095,0.172,,1449.3
0720,31.5918,130.709,0.0134,0.1612,,1447.5
0721,31.5522,130.637,0.0123,0.1692,,1455.5
0722,31.4962,130.699,0.0144,0.175,,1455.1
0723,30.7847,130.275,0.002,0.1896,,1537.6
0724,30.7533,131.029,0.0133,0.1835,,1487.0
0725,30.4614,130.198,0.0047,0.1776,,1567.2
0726,30.3987,130.903,0.0083,0.1767,,1523.0
0727,30.3958,130.424,0.0083,0.1835,,1556.4
0728,30.2364,130.555,0.0099,0.18,,1559.5
0730,28.4872,129.694,0.0078,0.1693,,1756.9
0731,28.3711,130.029,0.0095,0.1669,,1744.3
0732,28.294,129.922,0.008,0.1744,,1757.7
0733,28.1376,129.32,0.0035,0.1653,,1810.3
0734,27.8166,128.894,0.0002,0.1638,,1864.9
0735,27.4012,128.651,0.0045,0.1637,,1915.1
0736,26.9445,127.945,0.0015,0.1545,,1999.7
0737,26.8593,128.248,0.005,0.1489,,1986.6
0738,26.7083,128.144,0.0014,0.1439,,2006.0
0739,26.5829,127.232,0.0063,0.1408,,2077.2
0740,26.4827,127.972,0.0034,0.1485,,2036.1
0741,26.4469,127.833,0.0012,0.1456,,2048.3
0742,26.3729,127.144,0.0019,0.142,,2100.3
0743,26.3478,126.739,0.0083,0.1483,,2129.8
0744,26.1788,127.345,0.0042,0.1428,,2102.9
0745,26.1686,127.826,0.0026,0.147,,2072.0
0747,24.828,125.171,-0.0001,0.1363,,2360.6
0748,24.6416,124.692,0.0015,0.1415,,2408.6
0749,24.5366,124.301,0.0037,0.1362,,2444.0
0750,24.3389,124.173,0.0019,0.1343,,2469.0
0751,24.0615,123.796,0.0011,0.1426,,2517.6
0752,36.5393,139.057,0.3614,0.7302,120.0,504.8
0753,36.0037,139.269,0.2376,0.5124,126.0,531.4
0754,35.884,139.182,0.238,0.52,129.0,546.4
0755,35.8008,139.366,0.2346,0.5181,126.0,542.0
0756,35.2884,140.249,0.0849,0.5238,,539.5
0758,35.6164,139.37,0.1938,0.4634,,557.2
0759,35.1609,139.614,0.0996,0.3893,,583.5
0760,34.882,135.79,0.0633,0.3173,,850.2
0761,34.6211,135.619,0.0602,0.3186,,880.5
0762,34.8641,134.66,0.0483,0.2894,,934.2
0763,34.6983,135.706,0.0588,0.3291,,868.9
0764,34.574,135.82,0.058,0.318,,869.6
0765,34.8096,134.176,0.0489,0.2697,,974.1
0766,34.5791,133.757,0.0508,0.253,,1020.2
0767,34.4504,133.288,0.0363,0.248,,1063.8
0768,34.3349,132.82,0.035,0.2381,,1106.7
0769,34.1912,132.219,0.034,0.2236,,1161.6
0770,33.3722,129.955,0.0215,0.1908,,1386.9
0771,33.3465,130.445,0.0134,0.1959,,1350.3
0772,32.9456,129.99,0.031,0.174,,1410.3
0773,32.5817,130.43,0.0198,0.1749,,1400.0
0774,32.5245,130.085,0.0203,0.1632,,1429.9
0775,32.4263,130.324,0.0226,0.1866,,1418.3
0776,31.6751,130.469,0.0136,0.175,,1459.0
0777,31.4159,130.136,0.0109,0.1764,,1501.7
0778,45.2198,141.598,0.0052,0.2652,,671.4
0779,45.1268,142.352,-0.0065,0.2171,,649.0
0780,44.7802,142.718,0.0349,0.2016,,606.8
0781,44.6399,141.794,0.0327,0.2517,,605.1
0782,44.3651,142.265,0.0308,0.2025,,566.9
0783,44.1488,141.665,0.0228,0.2602,,555.4
0784,43.7228,144.506,0.0177,0.154,,491.3
0785,43.6243,141.371,0.0255,0.2659,,508.3
0788,43.1017,143.902,-0.0386,0.1754,,417.0
0789,43.0137,142.87,-0.0039,0.2435,,410.5
0790,42.9338,142.085,0.0671,0.2817,,416.4
0791,42.8065,143.495,0.0066,0.191,,383.3
0792,42.4205,141.081,0.0679,0.405,,399.4
0793,42.4864,143.152,0.0278,0.2497,,349.4
0794,41.9349,140.371,0.1018,0.4745,,393.4
0795,39.849,141.453,1.451,1.9015,98.0,189.3
0796,39.127,140.988,1.9491,2.3088,94.0,223.8
0797,37.9844,140.646,1.9133,2.4404,89.0,296.3
0799,38.4343,140.095,1.3572,1.8092,96.0,317.8
0800,37.0184,140.842,1.6534,2.0165,94.0,353.0
0801,37.0369,139.402,0.5015,0.9936,111.0,446.4
0802,36.7781,138.945,0.3987,0.7964,118.0,496.2
0803,38.289,140.2,1.4682,1.9259,97.0,315.3
0804,35.4193,139.522,0.1289,0.4491,,565.5
0805,37.8282,139.226,0.5821,0.9909,109.0,414.1
0806,37.777,138.88,0.6871,1.0979,113.0,444.0
0807,37.4987,138.78,0.535,0.8712,116.0,465.7
0809,35.6737,138.457,0.1444,0.394,,609.2
0810,37.5897,138.92,0.5789,0.9416,114.0,450.0
0811,35.5751,137.529,0.1331,0.4183,,679.0
0812,35.3597,136.47,0.0772,0.3651,,768.8
0813,35.1142,138.974,0.0781,0.344,,623.1
0814,34.7195,138.876,0.0244,0.3123,,663.0
0815,35.1172,138.61,0.132,0.3569,,644.3
0817,35.067,138.21,0.0662,0.3079,,672.9
0818,35.0449,138.082,0.1225,0.3272,,682.7
0819,34.9021,137.947,0.099,0.3429,,702.7
0820,34.8494,138.177,0.0769,0.3088,,692.8
0821,34.752,137.681,0.0953,0.327,,731.5
0822,35.3008,136.789,0.1035,0.3784,,750.1
0823,35.2833,134.588,0.067,0.2891,,913.8
0825,33.9695,135.735,0.0374,0.2925,,920.0
0826,33.6372,135.709,0.0393,0.2656,,947.3
0827,34.2178,134.393,0.0393,0.2759,,996.5
0828,33.368,132.046,0.0274,0.1993,,1226.7
0829,33.3844,132.475,0.0219,0.2107,,1193.7
0830,33.7043,133.363,0.0307,0.2431,,1106.6
0831,33.0974,130.465,0.0251,0.1895,,1364.2
0832,32.8396,129.721,0.0176,0.167,,1437.7
0833,33.1278,131.207,0.0239,0.1902,,1305.6
0834,32.0984,130.361,0.0162,0.1725,,1437.6
0835,31.9062,130.239,0.0126,0.1771,,1459.8
0836,31.796,130.408,0.0144,0.1705,,1455.0
0837,31.8241,130.6,0.0116,0.1761,,1438.9
0838,34.6903,138.763,0.0428,0.2848,,671.9
0840,34.8362,138.331,0.0742,0.3091,,684.5
0841,34.9498,139.07,0.0893,0.3094,,631.9
0842,34.9543,138.25,0.0956,0.3356,,679.6
0843,35.1749,134.05,0.0587,0.2804,,961.7
0844,40.8344,140.811,0.3468,0.725,116.0,286.2
0845,37.3618,140.324,1.5045,1.8742,98.0,359.8
0846,33.8184,133.462,0.0368,0.2344,,1091.6
0847,35.1604,137.869,0.1237,0.3858,,687.2
0848,45.5141,141.955,0.0014,0.2396,,697.0
0849,45.2301,141.882,-0.0011,0.2544,,667.3
0850,44.9905,142.292,-0.0072,0.204,,634.9
0851,44.9161,142.022,0.03,0.2441,,630.8
0852,44.7432,142.039,-0.0051,0.237,,611.8
0853,44.5465,142.571,0.0529,0.2208,,582.6
0854,44.3323,142.936,-0.0008,0.2057,,555.4
0855,44.3177,141.872,0.0,0.2406,,568.9
0856,44.2609,143.365,0.0288,0.1703,,545.2
0857,44.1655,142.401,0.0111,0.2109,,543.1
0858,44.1144,142.601,0.0246,0.217,,534.7
0859,44.065,144.993,-0.0072,0.1383,,536.3
0860,44.0521,141.861,0.0174,0.2531,,540.6
0861,43.9099,143.534,0.0092,0.2085,,505.9
0862,43.8893,142.237,0.0252,0.2507,,515.7
0863,43.8787,143.177,0.0339,0.1893,,503.5
0864,43.794,145.057,0.0073,0.1344,,508.3
0865,43.7257,142.132,0.0395,0.2378,,500.0
0866,43.7103,143.381,-0.0225,0.2104,,484.0
0867,43.6469,142.794,0.0452,0.2171,,481.0
0868,43.6446,143.992,0.0116,0.1718,,477.7
0869,43.556,145.22,0.0323,0.1717,,486.4
0870,43.5459,144.719,0.0231,0.1515,,475.2
0871,43.5216,142.188,0.0103,0.2448,,476.9
0872,43.5042,141.617,-0.0161,0.254,,488.7
0873,43.4736,143.754,0.0261,0.1823,,457.7
0874,43.3665,143.187,0.045,0.2073,,446.6
0875,43.3207,140.378,0.0574,0.2974,,514.7
0876,43.2405,141.346,0.0227,0.2907,,469.7
0877,43.2209,141.652,0.0237,0.2742,,458.2
0878,43.2182,144.971,0.0588,0.1741,,444.7
0879,43.1713,143.028,0.0095,0.219,,426.2
0880,43.165,142.567,-0.005,0.2436,,431.3
0881,43.1494,144.496,-0.053,0.155,,428.4
0882,43.1404,141.203,0.0576,0.2993,,464.6
0883,43.1239,143.598,0.0462,0.2096,,418.5
0884,43.0826,140.811,0.0864,0.3345,,473.8
0885,42.8906,142.532,-0.004,0.2768,,402.1
0886,42.8003,143.656,0.0683,0.1924,,382.6
0887,42.8033,142.954,-0.0078,0.2492,,386.3
0888,42.6853,140.012,0.1039,0.3348,,475.1
0889,42.674,143.313,0.0116,0.2261,,369.1
0890,42.5543,142.396,0.0812,0.2972,,368.6
0891,42.2772,142.768,0.0741,0.2841,,331.3
0892,41.7406,140.929,0.134,0.4878,,346.2
0893,41.7113,140.535,0.153,0.4805,,366.2
0894,41.4662,141.094,0.1722,0.5458,,314.3
0895,41.1997,140.984,0.2072,0.6538,121.0,299.9
0896,41.1609,141.386,0.2661,0.704,118.0,272.8
0897,41.1217,140.294,0.2253,0.5533,125.0,340.1
0898,40.7306,140.011,0.3331,0.6243,118.0,339.1
0899,40.58,141.106,0.3722,0.823,114.0,250.0
0901,40.5088,141.332,0.4879,1.0207,112.0,229.6
0902,40.4476,140.942,0.5166,0.9453,113.0,254.7
0903,40.271,141.485,0.7328,1.2863,105.0,204.9
0904,40.1067,141.046,0.8426,1.2364,106.0,231.2
0905,39.971,141.662,1.1754,1.7445,97.0,176.9
0906,39.739,141.97,1.7403,2.2288,99.0,143.5
0907,39.6394,141.426,1.7294,2.0776,98.0,186.6
0908,39.5545,140.836,1.558,1.9058,98.0,235.7
0909,39.4647,141.293,1.8682,2.1922,98.0,196.0
0910,39.2354,141.312,2.1967,2.4742,93.0,194.8
0911,39.0121,141.401,2.7304,3.0237,90.0,190.9
0912,38.9955,141.149,2.3524,2.7063,92.0,212.6
0913,38.934,140.833,1.7679,2.1843,95.0,240.7
0914,38.7432,141.318,3.2291,3.5747,85.0,206.2
0915,38.6861,141.004,2.4665,2.8875,90.0,234.0
0916,38.6606,141.161,2.7043,3.0829,88.0,222.2
0917,38.5718,140.728,2.2833,2.7311,90.0,260.9
0918,38.5098,141.304,2.8864,3.417,85.0,217.6
0919,38.1771,140.944,2.4622,2.9479,85.0,262.9
0920,37.8246,140.728,2.1265,2.6157,86.0,300.2
0921,40.3394,140.028,0.4721,0.7567,116.0,321.4
0922,40.1833,140.408,0.669,1.0141,110.0,285.3
0923,40.0997,140.005,0.61,0.8762,111.0,315.7
0924,39.9214,140.536,0.7179,1.0393,106.0,267.2
0925,39.5276,140.054,0.9381,1.2871,103.0,302.5
0926,39.5081,140.596,1.0863,1.4591,100.0,255.9
0927,39.2967,140.279,1.105,1.4583,100.0,283.1
0928,39.1462,140.715,1.5843,1.9641,98.0,247.0
0929,39.0544,140.447,1.0551,1.4561,101.0,271.2
0930,38.9381,140.183,1.0061,1.3834,103.0,295.8
0931,38.7522,140.497,1.321,1.8817,98.0,273.8
0932,38.7012,139.675,1.0303,1.3925,101.0,344.3
0933,38.6284,140.221,1.2393,1.6659,98.0,300.6
0934,38.1704,140.394,1.5255,2.0285,95.0,305.5
0935,37.9206,139.879,1.2547,1.737,99.0,358.3
0936,37.8335,140.447,1.6991,2.1269,94.0,320.1
0937,37.6693,139.973,1.1066,1.4394,102.0,365.0
0938,37.5911,140.572,1.5967,1.9611,91.0,326.8
0939,37.4613,139.836,0.9277,1.2916,104.0,387.8
0940,37.4449,140.464,1.5365,1.9246,94.0,344.3
0941,37.3262,139.686,0.8075,1.2326,107.0,407.2
0942,37.293,140.213,1.35,1.7275,101.0,372.2
0943,37.2106,140.451,1.313,1.7273,97.0,362.2
0944,37.1831,140.716,2.0043,2.343,94.0,347.3
0945,37.0236,140.376,1.2195,1.672,101.0,381.3
0946,36.9326,140.69,1.5536,1.9541,97.0,369.1
0947,36.4758,140.386,0.6395,1.1101,110.0,425.2
0948,37.1247,140.035,0.9508,1.4303,106.0,396.3
0949,36.8722,139.505,0.5769,1.0577,112.0,450.5
0950,36.5376,139.753,0.5668,0.9858,113.0,458.7
0951,36.4566,139.903,0.543,0.9686,118.0,455.7
0952,36.8374,139.061,0.437,0.8444,116.0,484.0
0954,36.5914,138.848,0.3435,0.7113,121.0,515.7
0955,36.3953,139.017,0.2871,0.6387,123.0,517.9
0956,36.2677,139.255,0.2783,0.683,122.0,511.7
0957,36.2003,138.703,0.2364,0.5896,129.0,553.4
0958,35.9299,138.926,0.2173,0.5128,128.0,559.0
0959,35.1438,139.968,0.1199,0.431,,566.8
0960,35.3915,139.366,0.1206,0.4128,,576.7
0961,37.5403,139.111,0.5176,0.9233,112.0,437.8
0962,37.2121,138.635,0.4189,0.8242,120.0,492.4
0963,37.1576,139.247,0.566,1.0138,111.0,449.9
0964,37.1071,138.457,0.3426,0.7668,121.0,511.9
0965,36.779,140.296,0.8643,1.287,106.0,405.5
0966,36.9195,137.026,0.2256,0.5461,138.0,633.2
0967,36.8643,137.551,0.2619,0.602,132.0,595.1
0968,36.7579,137.154,0.195,0.5184,,631.7
0969,36.5921,136.806,0.1436,0.4314,,667.7
0970,36.4728,137.239,0.1617,0.484,,641.3
0971,37.4323,137.034,0.2395,0.5719,136.0,608.4
0972,37.2264,136.909,0.2139,0.5115,138.0,627.7
0973,36.5373,136.541,0.148,0.4433,,691.4
0974,36.2296,136.362,0.096,0.3977,,722.4
0975,36.1097,136.049,0.1103,0.3939,,753.3
0976,35.9014,136.658,0.1357,0.3915,,719.7
0977,35.8882,136.34,0.122,0.4111,,744.3
0978,35.4866,135.756,0.0946,0.3755,,812.9
0979,35.9049,138.444,0.207,0.469,130.0,592.6
0980,35.7539,138.95,0.1614,0.4792,,571.4
0981,35.4677,138.607,0.1466,0.4063,,615.8
0982,36.8567,138.624,0.3584,0.7637,123.0,514.4
0983,36.7066,138.097,0.195,0.6024,,562.7
0984,36.5236,138.121,0.2304,0.5677,128.0,572.4
0985,36.261,138.366,0.2189,0.5172,128.0,572.3
0986,35.9446,137.785,0.2317,0.5229,118.0,635.1
0987,35.8784,138.096,0.1527,0.469,,618.1
0988,35.8156,137.451,0.1008,0.4205,,667.6
0989,35.6612,137.62,0.1213,0.4051,,666.5
0990,36.1403,137.081,0.1717,0.4553,,673.3
0991,35.7235,136.785,0.1066,0.3782,,721.7
0992,35.5231,137.309,0.1087,0.3831,,698.0
0993,35.4801,136.545,0.0908,0.3875,,755.3
0994,35.3006,137.252,0.1024,0.3478,,717.9
0995,35.1,137.575,0.0771,0.3486,,711.1
0996,34.9173,137.152,0.0375,0.3142,,753.1
0997,34.7859,137.339,0.0553,0.3235,,750.8
0998,34.7401,136.938,0.0557,0.3187,,780.8
0999,34.4203,136.474,0.0501,0.3156,,836.1
1000,33.877,135.928,0.0386,0.272,,914.2
1001,35.4195,135.088,0.0724,0.3182,,867.5
1002,35.3335,135.341,0.0635,0.3248,,853.6
1003,35.1552,135.634,0.0773,0.3416,,843.2
1004,34.3265,135.22,0.0509,0.2733,,929.6
1006,34.7604,134.376,0.0641,0.2823,,962.1
1007,34.7106,136.042,0.0606,0.3247,,844.3
1008,34.4939,136.173,0.051,0.3138,,851.0
1009,34.2929,136.003,0.0487,0.2992,,877.5
1010,34.242,135.855,0.0474,0.2947,,891.4
1011,33.9408,135.554,0.0261,0.2789,,934.4
1012,33.6688,135.882,0.0316,0.2765,,933.4
1013,33.6583,135.534,0.0431,0.2659,,957.3
1014,35.5299,134.195,0.0569,0.289,,930.1
1015,35.5069,133.495,0.0477,0.259,,986.6
1016,35.4932,133.87,0.0694,0.2528,,957.7
1017,35.3406,134.156,0.0603,0.2692,,943.8
1018,35.4919,132.922,0.0469,0.2363,,1033.1
1019,35.3107,133.192,0.0424,0.2409,,1021.2
1020,35.3097,132.903,0.0545,0.2257,,1044.2
1021,35.2331,132.669,0.0406,0.221,,1066.9
1022,35.0319,132.386,0.0445,0.217,,1100.2
1023,34.8567,132.685,0.0414,0.2301,,1086.3
1024,34.7779,132.109,0.0496,0.2187,,1136.2
1025,34.6243,131.81,0.0323,0.2234,,1168.4
1026,35.283,133.681,0.0613,0.2551,,984.2
1027,35.105,133.913,0.057,0.2617,,976.3
1028,34.7381,133.8,0.0417,0.261,,1007.0
1029,34.5903,133.973,0.0424,0.2631,,1003.2
1030,35.0352,132.902,0.0485,0.2325,,1059.2
1031,34.6337,132.908,0.0477,0.2421,,1081.9
1032,34.6122,133.341,0.0385,0.2474,,1049.8
1033,34.5156,133.14,0.0375,0.2454,,1071.1
1035,34.1846,132.692,0.0413,0.228,,1125.7
1036,34.0692,132.532,0.0343,0.2303,,1145.1
1037,34.1953,131.735,0.0336,0.2107,,1198.9
1038,34.0901,132.053,0.0245,0.2076,,1180.6
1039,34.0205,131.113,0.0194,0.2034,,1257.8
