station,lat,lon,step_mm,p2p_mm,rise_time_s,dist_km
1040,33.8459,132.12,0.0285,0.2098,,1190.5
1041,33.9937,134.457,0.042,0.2557,,1007.4
1042,33.9346,134.211,0.027,0.2516,,1029.2
1044,34.4785,134.176,0.048,0.2726,,995.2
1045,34.3259,133.899,0.0438,0.267,,1025.7
1046,33.9742,133.351,0.0277,0.2395,,1089.5
1047,33.8841,133.047,0.0185,0.2258,,1118.0
1048,33.6427,132.799,0.0333,0.2212,,1152.4
1049,33.3051,132.744,0.0314,0.2042,,1179.2
1050,33.0961,132.634,0.0229,0.1962,,1201.6
1051,33.6258,133.531,0.0512,0.2375,,1099.7
1052,33.607,133.154,0.0277,0.2358,,1128.6
1053,33.4971,134.099,0.0294,0.2362,,1068.1
1054,33.4167,133.09,0.0262,0.2185,,1146.2
1055,33.3949,134.206,0.0349,0.2281,,1068.0
1056,33.1931,132.972,0.0242,0.2061,,1170.3
1058,32.9611,132.831,0.0244,0.1964,,1196.8
1059,32.7386,132.555,0.0246,0.18,,1232.4
1060,33.9297,130.722,0.0297,0.2057,,1293.8
1061,33.867,130.971,0.0304,0.1949,,1278.0
1062,33.6831,130.297,0.027,0.1887,,1341.6
1063,33.5798,130.676,0.0241,0.191,,1318.1
1064,33.5647,130.995,0.024,0.1893,,1294.3
1065,33.503,130.079,0.0189,0.1866,,1369.4
1066,33.292,130.097,0.0214,0.1776,,1380.6
1067,33.0734,129.863,0.0201,0.1921,,1412.2
1068,32.7683,129.959,0.0181,0.1916,,1423.8
1069,33.0601,130.622,0.018,0.1905,,1354.5
1070,32.9959,130.873,0.0226,0.1758,,1339.5
1071,32.7092,130.748,0.0165,0.1842,,1367.6
1073,32.3961,130.827,0.0132,0.1808,,1382.7
1074,32.3674,130.18,0.0203,0.1657,,1433.0
1075,32.3435,130.656,0.0108,0.1694,,1399.0
1076,32.2924,130.986,0.0208,0.1723,,1378.0
1077,33.5143,131.521,0.0269,0.1972,,1257.0
1078,33.3838,131.292,0.03,0.1941,,1282.8
1079,33.0962,131.748,0.0282,0.1912,,1267.0
1080,32.9364,132.039,0.0238,0.1842,,1256.2
1081,32.8989,131.442,0.0218,0.1944,,1303.0
1082,32.8522,131.629,0.0196,0.1906,,1292.2
1083,32.5279,131.365,0.0171,0.1714,,1333.8
1084,32.3162,131.583,0.0205,0.1845,,1332.6
1085,32.1119,131.347,0.0142,0.1757,,1364.2
1086,32.0018,131.254,0.0251,0.173,,1378.7
1087,31.8778,130.977,0.0142,0.1734,,1407.6
1088,31.786,131.47,0.0158,0.1737,,1378.8
1089,31.7438,130.736,0.012,0.169,,1434.7
1090,31.5646,130.998,0.0017,0.1614,,1428.6
1091,31.4503,130.34,0.0127,0.1827,,1484.4
1092,31.3772,130.541,0.0082,0.1812,,1475.1
1093,31.2427,130.867,0.0154,0.17,,1461.6
1094,26.3863,127.994,0.0018,0.1393,,2042.7
1095,26.3127,127.76,0.0047,0.1356,,2064.3
1096,26.1946,127.678,0.0047,0.1484,,2079.5
1101,35.1048,136.504,0.0742,0.3419,,783.9
1102,35.3221,138.186,0.0875,0.3795,,654.1
1103,34.9675,137.423,0.0947,0.3449,,731.3
1104,34.5439,136.982,0.045,0.2996,,793.0
1105,34.3736,136.802,0.0581,0.3034,,818.0
1106,34.2979,136.388,0.0627,0.3104,,851.2
1107,33.9329,136.14,0.0322,0.2942,,895.8
1108,34.1558,135.743,0.038,0.2922,,905.5
1109,34.0909,135.29,0.0379,0.2639,,941.5
1110,33.8545,135.399,0.0344,0.2794,,951.5
1111,33.7991,135.871,0.0358,0.2829,,924.0
1112,33.6473,135.406,0.0356,0.2609,,966.7
1113,33.5201,135.834,0.0257,0.2522,,948.3
1114,33.9328,134.51,0.0349,0.259,,1007.8
1115,33.8388,133.797,0.0209,0.2562,,1065.8
1116,33.822,134.485,0.0183,0.2525,,1017.5
1117,33.5104,132.565,0.0245,0.2149,,1178.6
1118,33.2022,132.36,0.0214,0.1897,,1214.4
1119,33.5457,133.432,0.0217,0.2317,,1112.4
1120,33.5425,133.7,0.0403,0.2207,,1093.3
1121,33.3674,134.056,0.0285,0.2324,,1080.5
1122,33.2661,134.178,0.0324,0.2231,,1079.4
1123,33.3121,132.974,0.0207,0.218,,1161.9
1124,33.0601,132.822,0.0309,0.2037,,1190.5
1125,32.8695,132.982,0.0275,0.2002,,1192.5
1126,32.7621,132.811,0.0186,0.1898,,1212.4
1128,35.4051,136.729,0.1025,0.3789,,747.1
1129,34.6033,136.432,0.0561,0.3136,,825.2
1130,33.7476,135.59,0.0415,0.2632,,946.7
1131,33.7225,133.941,0.0378,0.2485,,1063.4
1132,33.5458,133.043,0.0359,0.226,,1140.9
1133,33.0395,132.489,0.0228,0.1849,,1216.1
1134,33.391,132.923,0.0212,0.215,,1160.2
1135,35.4904,133.7,0.0712,0.2637,,971.2
1136,34.7021,137.637,0.092,0.2977,,738.3
1137,33.0788,131.384,0.0226,0.1827,,1295.4
1139,34.2851,136.54,0.0452,0.3033,,842.1
1142,32.9277,132.676,0.0213,0.1921,,1210.3
1143,34.9307,136.296,0.0819,0.3281,,810.8
1144,34.9706,138.795,0.0921,0.3249,,645.7
1145,38.9019,141.283,2.6327,2.9617,89.0,203.7
1146,34.0855,135.426,0.031,0.2771,,932.5
1147,34.0438,131.835,0.028,0.205,,1200.2
1148,34.49,136.728,0.0579,0.2913,,813.9
1149,34.2966,136.693,0.0642,0.3012,,831.2
1150,42.5579,140.899,0.0853,0.3815,,420.4
1151,34.4921,132.65,0.038,0.2311,,1110.3
1153,33.7746,134.114,0.0274,0.2503,,1047.3
1154,33.7694,135.305,0.0335,0.2671,,964.3
1155,33.6608,135.971,0.0453,0.2709,,928.2
1157,34.397,132.34,0.037,0.2202,,1139.9
1158,37.0007,136.773,0.1665,0.5107,,649.2
1159,39.362,141.055,1.9093,2.2135,95.0,216.2
1160,34.6723,137.723,0.089,0.3133,,735.3
1161,34.6804,137.442,0.0403,0.3022,,752.5
1162,38.5112,139.534,0.9954,1.3583,102.0,361.6
1164,34.5754,132.269,0.0316,0.231,,1135.0
1165,33.3091,132.597,0.0296,0.1998,,1189.7
1166,33.1547,133.219,0.0227,0.216,,1155.2
1167,35.5356,134.492,0.0616,0.2796,,906.6
1168,32.5817,129.777,0.0225,0.18,,1449.7
1169,32.6752,130.987,0.0164,0.1759,,1351.9
1170,35.2066,135.775,0.0816,0.3309,,829.5
1171,35.758,139.645,0.2037,0.5428,132.0,529.1
1173,41.834,141.142,0.1158,0.4594,,343.0
1174,40.5752,140.295,0.4468,0.7699,115.0,310.1
1175,40.9212,140.99,0.3358,0.7561,115.0,279.7
1176,37.3367,140.808,2.2286,2.4819,100.0,329.6
1178,34.6032,138.215,0.0341,0.2693,,711.1
1179,38.2578,140.755,2.4562,2.8694,88.0,273.0
1180,35.5867,134.33,0.0711,0.2777,,916.4
2004,31.4253,130.879,0.0014,0.1765,,1447.3
2005,43.5286,141.845,0.0058,0.2746,,485.3
2007,27.0675,142.195,-0.0072,0.1385,,1372.8
2106,35.0069,139.082,0.0523,0.3135,,626.2
2107,34.9719,139.102,0.0893,0.3193,,628.2
2110,36.1061,140.087,0.435,0.7736,122.0,474.0
3001,36.2952,139.542,0.3718,0.7647,118.0,491.1
3002,36.2633,140.174,0.5641,0.9519,117.0,455.5
3003,36.2037,139.811,0.356,0.7321,124.0,481.9
3004,36.1813,140.544,0.5719,1.0697,114.0,442.3
3005,36.121,139.345,0.2725,0.6098,123.0,517.3
3006,36.0969,140.343,0.488,0.8757,118.0,460.6
3007,36.0872,139.637,0.3522,0.6596,119.0,502.0
3008,36.0109,139.8,0.3448,0.6708,128.0,498.6
3009,35.9555,140.659,0.5169,0.8821,116.0,457.1
3010,35.9704,140.403,0.3894,0.8796,118.0,468.7
3011,35.9255,139.464,0.2728,0.5443,123.0,525.8
3012,35.9403,139.993,0.319,0.6821,125.0,493.6
3013,35.9375,139.652,0.3197,0.6526,122.0,513.5
3014,35.8736,140.145,0.267,0.7233,125.0,491.1
3015,35.8033,140.407,0.2803,0.6726,124.0,483.8
3016,35.7802,139.813,0.2573,0.6232,123.0,517.7
3018,35.7865,140.025,0.2386,0.5764,128.0,505.4
3019,35.7104,139.488,0.2334,0.4956,128.0,542.3
3020,35.7175,140.315,0.2606,0.6577,125.0,496.3
3021,35.7773,140.647,0.2563,0.6998,138.0,474.4
3022,35.7264,140.837,0.2954,0.6973,120.0,470.4
3023,35.6755,139.902,0.1796,0.6092,,521.9
3024,35.6424,140.448,0.2622,0.6277,125.0,496.6
3025,35.5441,140.187,0.1974,0.5201,,518.8
3026,35.5634,139.673,0.1891,0.5201,,544.4
3027,35.5301,140.318,0.2149,0.5952,129.0,513.5
3028,35.5214,139.468,0.1826,0.4391,,559.6
3029,35.4826,139.323,0.1458,0.4357,,571.3
3030,35.4478,140.051,0.1387,0.5119,,534.5
3031,35.4154,139.045,0.1491,0.4074,,593.3
3032,35.4365,139.654,0.1691,0.4744,,556.6
3033,35.4211,140.337,0.1755,0.5122,,522.8
3034,35.3267,139.466,0.1182,0.4272,,576.7
3035,35.3049,139.263,0.1122,0.3891,,590.0
3036,35.3117,139.826,0.1931,0.4781,,558.6
3037,35.3331,140.147,0.1506,0.4561,,540.3
3038,35.3216,138.882,0.1078,0.3626,,610.9
3039,35.1437,139.844,0.0857,0.4243,,573.1
3041,35.1659,140.268,0.1051,0.4634,,550.2
3042,35.1486,139.11,0.1103,0.3407,,612.3
3043,35.11,138.902,0.0671,0.323,,627.6
3044,35.1119,140.079,0.0672,0.392,,564.4
3045,35.2548,139.954,0.1466,0.4937,,557.2
3046,35.0148,138.998,0.0935,0.3162,,630.3
3047,34.9541,139.864,0.075,0.4154,,589.7
3048,34.9393,139.131,0.0778,0.322,,629.4
3049,34.9161,138.925,0.1061,0.3102,,643.0
3050,34.8353,137.672,0.0489,0.2936,,725.5
3051,34.7844,139.381,0.0525,0.3654,,629.9
3052,34.7859,138.018,0.0537,0.2828,,707.7
3053,34.7514,138.99,0.0607,0.3301,,653.8
3055,34.6868,139.433,0.0553,0.4073,,636.1
3057,34.3718,139.258,0.0196,0.3304,,674.2
3058,34.2005,139.134,0.0653,0.3046,,696.4
3059,34.1211,139.504,0.0806,0.3473,,685.8
3060,34.0591,139.547,0.0534,0.3675,,689.8
3061,34.9218,139.014,0.0886,0.3162,,637.5
3062,34.8785,139.124,0.0719,0.3207,,635.2
3063,35.7238,139.268,0.1848,0.4705,,554.2
3064,35.6233,138.976,0.1268,0.4018,,580.3
3065,35.6103,139.157,0.1619,0.4252,,570.3
3066,35.4285,139.205,0.0934,0.4102,,582.8
3067,35.2671,139.665,0.1114,0.4281,,571.2
3068,35.2455,139.049,0.1189,0.3581,,607.5
3069,35.4436,138.445,0.1183,0.3821,,627.9
3070,35.4966,138.814,0.157,0.3959,,600.6
3071,35.3621,138.563,0.1143,0.3405,,627.0
3072,35.3055,138.771,0.1148,0.3376,,618.9
3073,35.2895,138.446,0.1187,0.3633,,640.2
3074,35.201,138.254,0.1152,0.3346,,659.4
3075,35.2032,138.617,0.111,0.3562,,636.7
3076,35.1736,138.722,0.1213,0.3469,,632.8
3077,35.0674,138.525,0.0683,0.3174,,653.5
3078,35.1035,138.369,0.1065,0.3486,,660.1
3079,35.1039,138.135,0.1355,0.388,,674.6
3081,34.9905,138.378,0.0448,0.3442,,668.8
3084,35.0793,137.695,0.0753,0.3496,,704.8
3085,34.7761,138.786,0.0371,0.3099,,663.1
3086,34.61,138.838,0.0485,0.3092,,674.8
3088,34.9398,138.075,0.0927,0.3329,,691.6
3089,34.8439,137.932,0.0698,0.3067,,708.3
3090,34.9413,137.818,0.0681,0.335,,707.7
3091,34.7578,138.137,0.0648,0.3276,,702.8
3092,34.7383,138.226,0.0498,0.2782,,699.0
3093,34.7153,138.054,0.0352,0.273,,711.4
3094,34.6429,138.129,0.0326,0.2757,,712.9
3095,34.6704,137.937,0.0578,0.2794,,722.2
3096,34.7554,137.911,0.0547,0.2793,,716.9
3097,34.7928,137.792,0.0849,0.3206,,721.3
3098,34.6719,137.823,0.0737,0.2992,,729.1
3099,34.9377,137.575,0.0565,0.3086,,723.6
3102,34.8648,137.434,0.0508,0.3225,,738.5
3103,34.8087,137.554,0.0731,0.2998,,735.1
3104,34.7181,137.515,0.0837,0.321,,744.8
5105,35.0406,139.171,0.0523,0.3306,,618.3
5113,33.1199,139.797,0.0252,0.3054,,771.8
