dataset,ecosystem,contribucion_xenobioticos_pct
Southern San Diego Coast 2019,Coastal,0.126972373581959
Southern San Diego Coast 2019,Coastal,2.72406204081758
Southern San Diego Coast 2019,Coastal,3.26948998066795
Southern San Diego Coast 2019,Coastal,3.48475451136838
Southern San Diego Coast 2019,Coastal,3.3986155139892
Southern San Diego Coast 2019,Coastal,14.6040338398971
Southern San Diego Coast 2019,Coastal,11.8613867134913
Southern San Diego Coast 2019,Coastal,12.006805385527
Southern San Diego Coast 2019,Coastal,4.03546292286289
Southern San Diego Coast 2019,Coastal,10.5839756894789
Southern San Diego Coast 2019,Coastal,6.92018986582662
Southern San Diego Coast 2019,Coastal,3.7488493198109
Southern San Diego Coast 2019,Coastal,0.772747634859265
Southern San Diego Coast 2019,Coastal,16.930295137365
Southern San Diego Coast 2019,Coastal,5.77915336328428
Southern San Diego Coast 2019,Coastal,1.04797470536473
Southern San Diego Coast 2019,Coastal,0.164057805257514
Southern San Diego Coast 2019,Coastal,3.62779594270729
Southern San Diego Coast 2019,Coastal,1.89330329139365
Southern San Diego Coast 2019,Coastal,4.83074975507828
Southern San Diego Coast 2019,Coastal,4.14006379228289
Southern San Diego Coast 2019,Coastal,2.9760712806
Southern San Diego Coast 2019,Coastal,6.17206431575079
Southern San Diego Coast 2019,Coastal,2.26841450401063
Southern San Diego Coast 2019,Coastal,3.34037513038658
Southern San Diego Coast 2019,Coastal,6.93307858321635
Southern San Diego Coast 2019,Coastal,1.63382455725538
Southern San Diego Coast 2019,Coastal,11.8912886354619
Southern San Diego Coast 2019,Coastal,3.80318073170486
Southern San Diego Coast 2019,Coastal,4.87076891736768
Southern San Diego Coast 2019,Coastal,4.44730363989992
Southern San Diego Coast 2019,Coastal,1.94892918570643
Southern San Diego Coast 2019,Coastal,9.33140639176134
Southern San Diego Coast 2019,Coastal,2.80002127508893
Southern San Diego Coast 2019,Coastal,14.9388345454131
Southern San Diego Coast 2019,Coastal,6.63458479491864
Southern San Diego Coast 2019,Coastal,17.8133047757638
Southern San Diego Coast 2019,Coastal,3.27708208385724
Southern San Diego Coast 2019,Coastal,2.92876428798694
Southern San Diego Coast 2019,Coastal,12.9870874759591
Southern San Diego Coast 2019,Coastal,4.89238393948164
Southern San Diego Coast 2019,Coastal,1.74872410001694
Southern San Diego Coast 2019,Coastal,6.5867561977387
Southern San Diego Coast 2019,Coastal,9.5212338270376
Southern San Diego Coast 2019,Coastal,2.4247232752797
Southern San Diego Coast 2019,Coastal,1.99040973046536
Southern San Diego Coast 2019,Coastal,17.1300442600573
Southern San Diego Coast 2019,Coastal,3.55054931056072
Southern San Diego Coast 2019,Coastal,0.351368039391507
Southern San Diego Coast 2019,Coastal,4.69466736193671
Southern San Diego Coast 2019,Coastal,11.315568021243
Southern San Diego Coast 2019,Coastal,2.06822975689501
Southern San Diego Coast 2019,Coastal,2.53793751816244
Southern San Diego Coast 2019,Coastal,2.16239429345936
Southern San Diego Coast 2019,Coastal,1.17780567510682
Southern San Diego Coast 2019,Coastal,1.13693913233366
Southern San Diego Coast 2019,Coastal,4.23699230830172
Southern San Diego Coast 2019,Coastal,1.08341296863087
Southern San Diego Coast 2019,Coastal,16.9296516586592
Southern San Diego Coast 2019,Coastal,0.987874279135103
Southern San Diego Coast 2019,Coastal,12.4992732433357
Southern San Diego Coast 2019,Coastal,12.2444510986791
Southern San Diego Coast 2019,Coastal,13.2977882546625
Southern San Diego Coast 2019,Coastal,1.88187487370914
Southern San Diego Coast 2019,Coastal,1.96678184576379
Southern San Diego Coast 2019,Coastal,16.2234822229197
Southern San Diego Coast 2019,Coastal,17.8183878808036
Southern San Diego Coast 2019,Coastal,1.86669454263461
Southern San Diego Coast 2019,Coastal,15.7805977643274
Southern San Diego Coast 2019,Coastal,2.21859774554872
Southern San Diego Coast 2019,Coastal,4.61029940005149
Southern San Diego Coast 2019,Coastal,3.21366943196923
Southern San Diego Coast 2019,Coastal,2.01710225370086
Southern San Diego Coast 2019,Coastal,0.301608157712684
Southern San Diego Coast 2019,Coastal,5.1968315988985
Southern San Diego Coast 2019,Coastal,8.84868534549218
Southern San Diego Coast 2019,Coastal,12.7744045133639
Southern San Diego Coast 2019,Coastal,1.2107694681998
Southern San Diego Coast 2019,Coastal,6.56397115476315
Southern San Diego Coast 2019,Coastal,7.11398192542213
Southern San Diego Coast 2019,Coastal,3.55750009002443
Southern San Diego Coast 2019,Coastal,3.1376968625105
Southern San Diego Coast 2019,Coastal,2.85840928743895
Southern San Diego Coast 2019,Coastal,3.70110477723665
Southern San Diego Coast 2019,Coastal,2.71776649904135
Southern San Diego Coast 2019,Coastal,10.8259326538781
Southern San Diego Coast 2019,Coastal,5.05221814134799
Southern San Diego Coast 2019,Coastal,14.7407420092795
Southern San Diego Coast 2019,Coastal,10.3544353155847
Southern San Diego Coast 2019,Coastal,3.50301983967535
Southern San Diego Coast 2019,Coastal,6.96680862885404
Southern San Diego Coast 2019,Coastal,4.00664610272165
Southern San Diego Coast 2019,Coastal,0.913926283869267
Southern San Diego Coast 2019,Coastal,1.90129641392651
Southern San Diego Coast 2019,Coastal,9.53239396765323
Southern San Diego Coast 2019,Coastal,14.2803298329926
Southern San Diego Coast 2019,Coastal,11.927126841843
Southern San Diego Coast 2019,Coastal,3.14211470159809
Southern San Diego Coast 2019,Coastal,3.87978318971613
Southern San Diego Coast 2019,Coastal,3.43177314859187
Southern San Diego Coast 2019,Coastal,0.592511071525646
Southern San Diego Coast 2019,Coastal,1.58618742799376
Southern San Diego Coast 2019,Coastal,2.74463241147846
Southern San Diego Coast 2019,Coastal,16.76391815466
Southern San Diego Coast 2019,Coastal,19.1734039371316
Southern San Diego Coast 2019,Coastal,3.06304725466648
Southern San Diego Coast 2019,Coastal,12.0148274275432
Southern San Diego Coast 2019,Coastal,12.9224216305711
Southern San Diego Coast 2019,Coastal,13.0216644551736
Southern San Diego Coast 2019,Coastal,2.5167895055413
Southern San Diego Coast 2019,Coastal,2.73600343310569
Southern San Diego Coast 2019,Coastal,3.71568186485186
Southern San Diego Coast 2019,Coastal,3.9364039293682
Southern San Diego Coast 2019,Coastal,8.89874297625612
Southern San Diego Coast 2019,Coastal,2.38151946105136
Southern San Diego Coast 2019,Coastal,0.786599173035009
Southern San Diego Coast 2019,Coastal,1.28785931534911
Southern San Diego Coast 2019,Coastal,0.550852694498269
Southern San Diego Coast 2019,Coastal,11.5852053068899
Southern San Diego Coast 2019,Coastal,8.80026710713281
Southern San Diego Coast 2019,Coastal,12.2475490510316
Southern San Diego Coast 2019,Coastal,3.42378716809147
Southern San Diego Coast 2019,Coastal,10.8813750524925
Southern San Diego Coast 2019,Coastal,2.78119823654108
Southern San Diego Coast 2019,Coastal,8.46460101154484
Southern San Diego Coast 2019,Coastal,1.15278638264254
Southern San Diego Coast 2019,Coastal,15.3042481280263
Southern San Diego Coast 2019,Coastal,17.8288231227789
Southern San Diego Coast 2019,Coastal,21.6901511630222
Northern San Diego Coast 2017/18,Coastal,0.178877152488567
Northern San Diego Coast 2017/18,Coastal,3.3187901434613
Northern San Diego Coast 2017/18,Coastal,0.892652690269486
Northern San Diego Coast 2017/18,Coastal,4.17111406385198
Northern San Diego Coast 2017/18,Coastal,0.195351298199349
Northern San Diego Coast 2017/18,Coastal,0.467912263988812
Northern San Diego Coast 2017/18,Coastal,0.0684051347921999
Northern San Diego Coast 2017/18,Coastal,0.476138306844153
Northern San Diego Coast 2017/18,Coastal,0.897313668595299
Northern San Diego Coast 2017/18,Coastal,0.205358719166857
Northern San Diego Coast 2017/18,Coastal,1.49179480153643
Northern San Diego Coast 2017/18,Coastal,4.21774007860685
Northern San Diego Coast 2017/18,Coastal,1.08096666133728
Northern San Diego Coast 2017/18,Coastal,1.58130821860329
Northern San Diego Coast 2017/18,Coastal,0.358915597017558
Northern San Diego Coast 2017/18,Coastal,1.57363501104183
Northern San Diego Coast 2017/18,Coastal,0.365050275696019
Northern San Diego Coast 2017/18,Coastal,0.11864285721791
Northern San Diego Coast 2017/18,Coastal,0.419360559217271
Northern San Diego Coast 2017/18,Coastal,0.0855784057018317
Northern San Diego Coast 2017/18,Coastal,0.1871278104388
Northern San Diego Coast 2017/18,Coastal,1.63608080611303
Northern San Diego Coast 2017/18,Coastal,0.100618625992079
Northern San Diego Coast 2017/18,Coastal,3.01723558466196
Northern San Diego Coast 2017/18,Coastal,0.0722732939801657
Northern San Diego Coast 2017/18,Coastal,0.154605551267546
Northern San Diego Coast 2017/18,Coastal,0.121559260523877
Northern San Diego Coast 2017/18,Coastal,1.12369168275237
Northern San Diego Coast 2017/18,Coastal,0.048482992081419
Northern San Diego Coast 2017/18,Coastal,0.0767556326452134
Northern San Diego Coast 2017/18,Coastal,0.852549949654399
Northern San Diego Coast 2017/18,Coastal,7.37530715099258
Northern San Diego Coast 2017/18,Coastal,1.53857543207338
Northern San Diego Coast 2017/18,Coastal,0.620730436416894
Northern San Diego Coast 2017/18,Coastal,0.533407630932098
Northern San Diego Coast 2017/18,Coastal,0.0692233213877728
Northern San Diego Coast 2017/18,Coastal,0.482995820367624
Northern San Diego Coast 2017/18,Coastal,0.493426175472669
Northern San Diego Coast 2017/18,Coastal,1.06865798649368
Northern San Diego Coast 2017/18,Coastal,0.300590166006663
Northern San Diego Coast 2017/18,Coastal,0.712118047348872
Northern San Diego Coast 2017/18,Coastal,0.490522918518971
Northern San Diego Coast 2017/18,Coastal,3.39969193991575
Northern San Diego Coast 2017/18,Coastal,1.40392124809654
Northern San Diego Coast 2017/18,Coastal,0.128124461156809
Northern San Diego Coast 2017/18,Coastal,0.385246237915331
Northern San Diego Coast 2017/18,Coastal,0.400805443425381
Northern San Diego Coast 2017/18,Coastal,1.41018068129933
Northern San Diego Coast 2017/18,Coastal,0.644367392532906
Northern San Diego Coast 2017/18,Coastal,3.79397309008567
Northern San Diego Coast 2017/18,Coastal,0.376833502745606
Northern San Diego Coast 2017/18,Coastal,1.2153603617109
Northern San Diego Coast 2017/18,Coastal,0.992788686645107
Northern San Diego Coast 2017/18,Coastal,0.230893426451469
Northern San Diego Coast 2017/18,Coastal,0.66284387303259
Northern San Diego Coast 2017/18,Coastal,0.554289697087338
Northern San Diego Coast 2017/18,Coastal,3.29045747208063
Northern San Diego Coast 2017/18,Coastal,0.9614440658017
Northern San Diego Coast 2017/18,Coastal,0.259859561978393
Northern San Diego Coast 2017/18,Coastal,0.131063034892879
Northern San Diego Coast 2017/18,Coastal,0.451280908388008
Northern San Diego Coast 2017/18,Coastal,1.28875794582355
Northern San Diego Coast 2017/18,Coastal,0.334550174158898
Northern San Diego Coast 2017/18,Coastal,0.380264846683978
Northern San Diego Coast 2017/18,Coastal,0.0892320217820735
Northern San Diego Coast 2017/18,Coastal,0.324039835660156
Northern San Diego Coast 2017/18,Coastal,0.0413037300520189
Northern San Diego Coast 2017/18,Coastal,0.49963012303926
Northern San Diego Coast 2017/18,Coastal,0.476811552447288
Northern San Diego Coast 2017/18,Coastal,0.385269883318756
Northern San Diego Coast 2017/18,Coastal,0.873848868368295
Northern San Diego Coast 2017/18,Coastal,1.19511704072374
Northern San Diego Coast 2017/18,Coastal,0.108164530857296
Northern San Diego Coast 2017/18,Coastal,0.429497971074973
Northern San Diego Coast 2017/18,Coastal,0.110969623575369
Northern San Diego Coast 2017/18,Coastal,0.483874962900251
Northern San Diego Coast 2017/18,Coastal,1.09223832467364
Northern San Diego Coast 2017/18,Coastal,3.54311621558511
Northern San Diego Coast 2017/18,Coastal,1.66759896845497
Northern San Diego Coast 2017/18,Coastal,0.432304030027646
Northern San Diego Coast 2017/18,Coastal,0.272390149208273
Northern San Diego Coast 2017/18,Coastal,0.639212877928525
Northern San Diego Coast 2017/18,Coastal,2.00071532498301
Northern San Diego Coast 2017/18,Coastal,0.194845650103726
Northern San Diego Coast 2017/18,Coastal,1.26914702636941
Northern San Diego Coast 2017/18,Coastal,1.94447479910142
Northern San Diego Coast 2017/18,Coastal,0.97401542553321
Northern San Diego Coast 2017/18,Coastal,0.308509367319834
Northern San Diego Coast 2017/18,Coastal,1.12503562867422
Northern San Diego Coast 2017/18,Coastal,0.126665490910459
Northern San Diego Coast 2017/18,Coastal,0.549928962991527
Northern San Diego Coast 2017/18,Coastal,0.174008663516258
Northern San Diego Coast 2017/18,Coastal,0.520982309261205
Northern San Diego Coast 2017/18,Coastal,0.308928000403404
Northern San Diego Coast 2017/18,Coastal,0.350271139583027
Northern San Diego Coast 2017/18,Coastal,1.07635314560898
Northern San Diego Coast 2017/18,Coastal,0.081591861294756
Northern San Diego Coast 2017/18,Coastal,0.509898063458669
Northern San Diego Coast 2017/18,Coastal,0.0570879408156877
Northern San Diego Coast 2017/18,Coastal,0.125710754980972
Northern San Diego Coast 2017/18,Coastal,0.874465969719358
Northern San Diego Coast 2017/18,Coastal,0.200262947522104
Northern San Diego Coast 2017/18,Coastal,0.0458108980342034
Northern San Diego Coast 2017/18,Coastal,0.186955829845159
Northern San Diego Coast 2017/18,Coastal,1.22480083019852
Northern San Diego Coast 2017/18,Coastal,0.0719144884526531
Northern San Diego Coast 2017/18,Coastal,0.622288333151902
Northern San Diego Coast 2017/18,Coastal,1.66119002011853
Northern San Diego Coast 2017/18,Coastal,0.34642497356317
Northern San Diego Coast 2017/18,Coastal,0.0633564239307006
Northern San Diego Coast 2017/18,Coastal,0.380158711635673
Northern San Diego Coast 2017/18,Coastal,0.284702875552951
Northern San Diego Coast 2017/18,Coastal,1.6626690397089
Northern San Diego Coast 2017/18,Coastal,1.09214890176397
Northern San Diego Coast 2017/18,Coastal,0.651774041098603
Northern San Diego Coast 2017/18,Coastal,0.599483256664762
Northern San Diego Coast 2017/18,Coastal,0.35059499792194
Northern San Diego Coast 2017/18,Coastal,1.09515898793581
Northern San Diego Coast 2017/18,Coastal,0.415554969277669
Northern San Diego Coast 2017/18,Coastal,0.597898124013694
Northern San Diego Coast 2017/18,Coastal,0.821751643519558
Northern San Diego Coast 2017/18,Coastal,0.557597088851692
Northern San Diego Coast 2017/18,Coastal,0.077028787684687
Northern San Diego Coast 2017/18,Coastal,1.13407972053264
Northern San Diego Coast 2017/18,Coastal,0.336232590238781
Northern San Diego Coast 2017/18,Coastal,0.311929065804692
Northern San Diego Coast 2017/18,Coastal,0.28723873619286
Northern San Diego Coast 2017/18,Coastal,1.38278410319836
Northern San Diego Coast 2017/18,Coastal,0.565057157085358
Northern San Diego Coast 2017/18,Coastal,0.466110130172258
Northern San Diego Coast 2017/18,Coastal,0.429342641827434
Northern San Diego Coast 2017/18,Coastal,0.412708789994621
Northern San Diego Coast 2017/18,Coastal,0.399011879626877
Northern San Diego Coast 2017/18,Coastal,1.05423386715318
Northern San Diego Coast 2017/18,Coastal,1.56004653491639
Northern San Diego Coast 2017/18,Coastal,0.165858164456427
Northern San Diego Coast 2017/18,Coastal,0.508990049653771
Northern San Diego Coast 2017/18,Coastal,0.115368004406199
Northern San Diego Coast 2017/18,Coastal,0.438380549448224
Northern San Diego Coast 2017/18,Coastal,0.273865408838706
Northern San Diego Coast 2017/18,Coastal,4.29124414747091
Northern San Diego Coast 2017/18,Coastal,5.55296558952037
Northern San Diego Coast 2017/18,Coastal,0.065329742791386
Northern San Diego Coast 2017/18,Coastal,0.30834281937957
Northern San Diego Coast 2017/18,Coastal,0.353683540741987
Northern San Diego Coast 2017/18,Coastal,0.123632588661892
Northern San Diego Coast 2017/18,Coastal,0.0697550284072384
Northern San Diego Coast 2017/18,Coastal,1.20950082676774
Northern San Diego Coast 2017/18,Coastal,0.496051612397919
Northern San Diego Coast 2017/18,Coastal,0.0981687853666295
Northern San Diego Coast 2017/18,Coastal,0.0556098358102528
Northern San Diego Coast 2017/18,Coastal,3.01350964957472
Northern San Diego Coast 2017/18,Coastal,0.107990984432908
Northern San Diego Coast 2017/18,Coastal,0.514315149838581
Northern San Diego Coast 2017/18,Coastal,0.0592893210783938
Northern San Diego Coast 2017/18,Coastal,0.0761567441545361
Northern San Diego Coast 2017/18,Coastal,0.808949028073138
Northern San Diego Coast 2017/18,Coastal,0.385155263458918
Northern San Diego Coast 2017/18,Coastal,1.1744048925309
Northern San Diego Coast 2017/18,Coastal,0.376912678053169
Northern San Diego Coast 2017/18,Coastal,1.20876021024868
Northern San Diego Coast 2017/18,Coastal,0.676488725680857
Northern San Diego Coast 2017/18,Coastal,0.428509532320827
Northern San Diego Coast 2017/18,Coastal,0.0570142236138512
Northern San Diego Coast 2017/18,Coastal,1.21308408860357
Northern San Diego Coast 2017/18,Coastal,0.117734031385104
Northern San Diego Coast 2017/18,Coastal,0.0738916476110744
Northern San Diego Coast 2017/18,Coastal,0.296818685900628
Northern San Diego Coast 2017/18,Coastal,0.0829206220777695
Northern San Diego Coast 2017/18,Coastal,0.556378445679501
Northern San Diego Coast 2017/18,Coastal,0.417765832888297
Northern San Diego Coast 2017/18,Coastal,0.658586471831592
Northern San Diego Coast 2017/18,Coastal,0.0854036765416573
Northern San Diego Coast 2017/18,Coastal,0.429891152547111
Northern San Diego Coast 2017/18,Coastal,0.37763156417006
Northern San Diego Coast 2017/18,Coastal,0.169574447604483
Northern San Diego Coast 2017/18,Coastal,1.21242864307532
Northern San Diego Coast 2017/18,Coastal,0.534303036011817
Northern San Diego Coast 2017/18,Coastal,0.261910465284534
Northern San Diego Coast 2017/18,Coastal,1.16667091253468
Northern San Diego Coast 2020,Coastal,3.35963374033546
Northern San Diego Coast 2020,Coastal,0.165671885122794
Northern San Diego Coast 2020,Coastal,4.1662684788784
Northern San Diego Coast 2020,Coastal,1.45574252653833
Northern San Diego Coast 2020,Coastal,0.391061033558113
Northern San Diego Coast 2020,Coastal,4.04296324806673
Northern San Diego Coast 2020,Coastal,4.4463394149584
Northern San Diego Coast 2020,Coastal,1.14186870659555
Northern San Diego Coast 2020,Coastal,1.44171822685007
Northern San Diego Coast 2020,Coastal,2.00284093652143
Northern San Diego Coast 2020,Coastal,3.11570213975007
Northern San Diego Coast 2020,Coastal,1.41987871405673
Northern San Diego Coast 2020,Coastal,0.894130855339075
Northern San Diego Coast 2020,Coastal,3.16747116659986
Northern San Diego Coast 2020,Coastal,0.79734690343474
Northern San Diego Coast 2020,Coastal,2.53099147958384
Northern San Diego Coast 2020,Coastal,5.34269101724645
Northern San Diego Coast 2020,Coastal,0.678454272375084
Northern San Diego Coast 2020,Coastal,1.42462637004931
Northern San Diego Coast 2020,Coastal,1.47898637262189
Northern San Diego Coast 2020,Coastal,5.85412528787449
Northern San Diego Coast 2020,Coastal,1.76364272583217
Northern San Diego Coast 2020,Coastal,1.19280125854348
Northern San Diego Coast 2020,Coastal,2.3892866563926
Northern San Diego Coast 2020,Coastal,0.74902200014128
Northern San Diego Coast 2020,Coastal,1.53032334940405
Northern San Diego Coast 2020,Coastal,0.41826287402284
Northern San Diego Coast 2020,Coastal,3.41464187140619
Northern San Diego Coast 2020,Coastal,0.700927401098692
Northern San Diego Coast 2020,Coastal,0.793643088122693
Northern San Diego Coast 2020,Coastal,2.21685061117547
Northern San Diego Coast 2020,Coastal,1.53412508202616
Northern San Diego Coast 2020,Coastal,1.69772956619062
Northern San Diego Coast 2020,Coastal,2.0994617729987
Northern San Diego Coast 2020,Coastal,0.832486210194143
Northern San Diego Coast 2020,Coastal,0.406024189946289
Northern San Diego Coast 2020,Coastal,0.825863243243116
Northern San Diego Coast 2020,Coastal,3.68578951331283
Northern San Diego Coast 2020,Coastal,2.87982370396572
Northern San Diego Coast 2020,Coastal,0.164607397098712
Northern San Diego Coast 2020,Coastal,0.920870834615335
Northern San Diego Coast 2020,Coastal,0.672099266304782
Northern San Diego Coast 2020,Coastal,3.97369623854531
Northern San Diego Coast 2020,Coastal,1.90945436205041
Northern San Diego Coast 2020,Coastal,2.09377039470829
Northern San Diego Coast 2020,Coastal,0.78923693575066
Northern San Diego Coast 2020,Coastal,2.18387962725236
Northern San Diego Coast 2020,Coastal,3.09520621021995
Northern San Diego Coast 2020,Coastal,3.69322981796464
Northern San Diego Coast 2020,Coastal,2.95597222461931
Northern San Diego Coast 2020,Coastal,1.90422718389029
Northern San Diego Coast 2020,Coastal,7.27275097011684
Northern San Diego Coast 2020,Coastal,3.5654546240268
Northern San Diego Coast 2020,Coastal,1.77022503263508
Northern San Diego Coast 2020,Coastal,1.76116248063552
Northern San Diego Coast 2020,Coastal,2.81529697464694
Northern San Diego Coast 2020,Coastal,0.176362796392041
Patagonia 2018,Coastal,6.20568333127953
Patagonia 2018,Coastal,3.31825243913847
Patagonia 2018,Coastal,2.17811292951144
Patagonia 2018,Coastal,7.43639285088138
Patagonia 2018,Coastal,7.50848300771145
Patagonia 2018,Coastal,6.72948180922346
Patagonia 2018,Coastal,9.06597778747055
Patagonia 2018,Coastal,5.87931271358002
Patagonia 2018,Coastal,3.77388596394152
Patagonia 2018,Coastal,4.06763913377117
Patagonia 2018,Coastal,3.78111730634065
Patagonia 2018,Coastal,6.14204591115498
Patagonia 2018,Coastal,5.35046588585427
Patagonia 2018,Coastal,9.30899229387971
Patagonia 2018,Coastal,9.07874018090533
Patagonia 2018,Coastal,2.60154413298909
Patagonia 2018,Coastal,5.56278946529661
Gulf of Maine 2022,Coastal,2.6961217375911
Gulf of Maine 2022,Coastal,1.51525107980516
Gulf of Maine 2022,Coastal,4.3018032776265
Gulf of Maine 2022,Coastal,3.45245686411041
Gulf of Maine 2022,Coastal,2.31855670362594
Gulf of Maine 2022,Coastal,4.18016433741062
Gulf of Maine 2022,Coastal,6.31535047322133
Gulf of Maine 2022,Coastal,4.68401152481108
Gulf of Maine 2022,Coastal,1.13000681848095
Gulf of Maine 2022,Coastal,5.81800029894973
Gulf of Maine 2022,Coastal,2.84388268087067
Gulf of Maine 2022,Coastal,2.57460852425452
Gulf of Maine 2022,Coastal,3.49067982654996
Gulf of Maine 2022,Coastal,2.48194742397838
Gulf of Maine 2022,Coastal,2.70935017244983
Gulf of Maine 2022,Coastal,5.80769543625104
Gulf of Maine 2022,Coastal,2.76807785738916
Gulf of Maine 2022,Coastal,3.09119076613153
Gulf of Maine 2022,Coastal,3.44545628382236
Gulf of Maine 2022,Coastal,3.08259109266182
Gulf of Maine 2022,Coastal,2.65732142296197
Gulf of Maine 2022,Coastal,3.68796428545356
Gulf of Maine 2022,Coastal,2.23959725857255
Gulf of Maine 2022,Coastal,4.11927806646778
Gulf of Maine 2022,Coastal,4.12302488730445
Gulf of Maine 2022,Coastal,7.99252260616528
Gulf of Maine 2022,Coastal,3.86866303197048
Gulf of Maine 2022,Coastal,1.72033337485581
Gulf of Maine 2022,Coastal,1.39446638039025
Gulf of Maine 2022,Coastal,3.65175781693625
Gulf of Maine 2022,Coastal,1.51458816783106
Gulf of Maine 2022,Coastal,6.03820150565077
Gulf of Maine 2022,Coastal,1.43273514278908
Gulf of Maine 2022,Coastal,3.80591180783311
Gulf of Maine 2022,Coastal,1.72344835067869
Gulf of Maine 2022,Coastal,2.57035495471421
Gulf of Maine 2022,Coastal,3.1319854015401
Gulf of Maine 2022,Coastal,1.30033042542635
Gulf of Maine 2022,Coastal,3.52218824985848
Gulf of Maine 2022,Coastal,7.85859593848898
Gulf of Maine 2022,Coastal,3.96745433996942
Gulf of Maine 2022,Coastal,6.3050146457391
Gulf of Maine 2022,Coastal,3.06495369650843
Gulf of Maine 2022,Coastal,2.27719241690341
Gulf of Maine 2022,Coastal,3.20702018103919
Gulf of Maine 2022,Coastal,3.31339736645535
Gulf of Maine 2022,Coastal,1.80576769759512
Gulf of Maine 2022,Coastal,1.58447347597028
Gulf of Maine 2022,Coastal,5.81997372153676
Gulf of Maine 2022,Coastal,5.5766016113909
Gulf of Maine 2022,Coastal,7.16894135009404
Gulf of Maine 2022,Coastal,3.8939137020147
Gulf of Maine 2022,Coastal,1.84734100751256
Gulf of Maine 2022,Coastal,1.89958324681237
Gulf of Maine 2022,Coastal,3.28450630816027
Gulf of Maine 2022,Coastal,1.83959153232662
Gulf of Maine 2022,Coastal,3.42519659877295
Gulf of Maine 2022,Coastal,1.63450533062813
Gulf of Maine 2022,Coastal,3.16161380594518
Gulf of Maine 2022,Coastal,0.943779380634115
Gulf of Maine 2022,Coastal,4.40199508822343
Gulf of Maine 2022,Coastal,2.68457122395216
