reach_id,continente,n_nodos,n_marea,n_probable_marea,n_sin_marea,n_probable_sin_marea,pct_tidal,amplitud_media_m,amplitud_max_m,amplitud_mediana_m,es_tidal
25107900621,Europa,46,0,0,46,0,0.0,,,,no
25107900631,Europa,45,0,0,45,0,0.0,,,,no
25107900656,Europa,1,1,0,0,0,100.0,0.6087,0.6087,0.6087,sí
25107900665,Europa,8,1,7,0,0,100.0,0.5087,0.5087,0.5087,sí
25107900671,Europa,17,0,7,4,6,41.2,,,,sí
25107900683,Europa,15,0,0,15,0,0.0,,,,no
25107900691,Europa,3,0,0,3,0,0.0,,,,no
25107900703,Europa,8,0,0,8,0,0.0,,,,no
25107900714,Europa,2,0,0,2,0,0.0,,,,no
25107900723,Europa,55,0,0,55,0,0.0,,,,no
25107900751,Europa,38,0,6,26,6,15.8,,,,sí
25107900761,Europa,19,0,0,19,0,0.0,,,,no
25107900771,Europa,32,0,0,32,0,0.0,,,,no
25107900796,Europa,1,0,1,0,0,100.0,,,,sí
25107900801,Europa,87,0,12,74,1,13.8,,,,sí
25107900811,Europa,4,0,0,4,0,0.0,,,,no
25107900823,Europa,8,0,0,8,0,0.0,,,,no
25107900846,Europa,1,1,0,0,0,100.0,0.8038,0.8038,0.8038,sí
25107900855,Europa,75,19,8,43,5,36.0,0.6778,0.8096,0.8031,sí
25108000015,Europa,50,50,0,0,0,100.0,0.6638,0.7774,0.6508,sí
25108000025,Europa,60,8,44,0,8,86.7,0.5746,0.5885,0.5741,sí
25108000031,Europa,65,0,0,0,65,0.0,,,,no
25108000041,Europa,50,0,0,0,50,0.0,,,,no
25108000051,Europa,76,0,0,76,0,0.0,,,,no
25108000064,Europa,2,0,0,2,0,0.0,,,,no
25108000071,Europa,7,0,0,7,0,0.0,,,,no
25108000221,Europa,64,0,0,63,1,0.0,,,,no
25108000231,Europa,50,0,0,50,0,0.0,,,,no
25108000241,Europa,50,0,0,50,0,0.0,,,,no
25108000251,Europa,55,0,0,55,0,0.0,,,,no
25108000261,Europa,77,0,0,77,0,0.0,,,,no
25108000281,Europa,60,0,0,60,0,0.0,,,,no
25108000291,Europa,60,0,0,60,0,0.0,,,,no
25108000301,Europa,53,0,0,53,0,0.0,,,,no
25108000311,Europa,52,0,0,52,0,0.0,,,,no
25109100016,Europa,1,1,0,0,0,100.0,0.8701,0.8701,0.8701,sí
25109100025,Europa,63,63,0,0,0,100.0,0.8804,0.9166,0.8824,sí
25109100036,Europa,1,1,0,0,0,100.0,0.8743,0.8743,0.8743,sí
25109100045,Europa,47,47,0,0,0,100.0,0.8889,0.9042,0.8969,sí
25109100051,Europa,14,14,0,0,0,100.0,0.8940,0.9042,0.9019,sí
25109100065,Europa,56,56,0,0,0,100.0,0.9291,0.9822,0.9197,sí
25109100075,Europa,56,56,0,0,0,100.0,0.9410,0.9662,0.9356,sí
25109100085,Europa,55,55,0,0,0,100.0,0.9088,0.9405,0.9039,sí
25109100105,Europa,12,12,0,0,0,100.0,0.8517,0.8592,0.8506,sí
25109100115,Europa,53,52,1,0,0,100.0,0.7408,0.8774,0.8578,sí
25109100125,Europa,52,0,5,33,14,9.6,,,,sí
25109100145,Europa,99,99,0,0,0,100.0,0.9409,1.1699,0.9166,sí
25109100165,Europa,36,36,0,0,0,100.0,0.8817,0.9065,0.8935,sí
25109200011,Europa,61,61,0,0,0,100.0,1.1274,1.4404,1.1598,sí
25109200021,Europa,61,7,11,0,43,29.5,0.7572,0.7875,0.7875,sí
25109200031,Europa,79,0,0,0,79,0.0,,,,no
25109200041,Europa,87,0,0,0,87,0.0,,,,no
25109200051,Europa,67,0,0,0,67,0.0,,,,no
25109200061,Europa,59,0,0,3,56,0.0,,,,no
25109200071,Europa,58,0,0,58,0,0.0,,,,no
25109200081,Europa,58,0,0,58,0,0.0,,,,no
25109200091,Europa,58,0,0,58,0,0.0,,,,no
25109200101,Europa,56,0,0,56,0,0.0,,,,no
25109200113,Europa,15,0,0,15,0,0.0,,,,no
25109200121,Europa,12,0,0,12,0,0.0,,,,no
25109200133,Europa,8,0,0,8,0,0.0,,,,no
25109200151,Europa,98,0,0,0,98,0.0,,,,no
25109300013,Europa,54,54,0,0,0,100.0,1.0141,1.4074,0.9331,sí
25109300023,Europa,22,22,0,0,0,100.0,0.8212,0.8557,0.8047,sí
25109300031,Europa,26,19,4,0,3,88.5,0.7163,0.7612,0.7411,sí
25109300041,Europa,34,0,0,30,4,0.0,,,,no
25109300076,Europa,1,1,0,0,0,100.0,0.8042,0.8042,0.8042,sí
25109300085,Europa,49,49,0,0,0,100.0,0.7708,0.8037,0.7723,sí
25109300095,Europa,99,99,0,0,0,100.0,0.8143,0.8646,0.8135,sí
25109300105,Europa,45,45,0,0,0,100.0,0.8955,0.9180,0.8930,sí
25109300115,Europa,45,45,0,0,0,100.0,0.8918,0.9363,0.9142,sí
25109300125,Europa,30,30,0,0,0,100.0,0.8877,0.9125,0.8849,sí
25109400015,Europa,45,27,18,0,0,100.0,0.6300,0.7077,0.6360,sí
25109400024,Europa,2,0,0,2,0,0.0,,,,no
25109400035,Europa,28,0,0,28,0,0.0,,,,no
25109500015,Europa,49,49,0,0,0,100.0,0.8447,0.8904,0.8345,sí
25109600015,Europa,100,100,0,0,0,100.0,0.8599,0.9229,0.8492,sí
25109600025,Europa,99,76,23,0,0,100.0,0.8878,1.5414,0.8026,sí
25109600031,Europa,15,0,15,0,0,100.0,,,,sí
25109600044,Europa,5,0,0,5,0,0.0,,,,no
25109600051,Europa,60,0,0,60,0,0.0,,,,no
25109600214,Europa,4,0,0,4,0,0.0,,,,no
25109700016,Europa,1,1,0,0,0,100.0,0.6604,0.6604,0.6604,sí
25109700025,Europa,56,56,0,0,0,100.0,0.6642,0.6844,0.6624,sí
25109700035,Europa,56,56,0,0,0,100.0,0.6870,0.7003,0.6877,sí
25109700045,Europa,48,48,0,0,0,100.0,0.6858,0.7009,0.6831,sí
25109700055,Europa,48,48,0,0,0,100.0,0.7576,0.7715,0.7612,sí
25109700065,Europa,48,48,0,0,0,100.0,0.7320,0.7488,0.7383,sí
25109700075,Europa,96,96,0,0,0,100.0,0.7191,0.7653,0.7300,sí
25109700096,Europa,1,1,0,0,0,100.0,0.7945,0.7945,0.7945,sí
25109700105,Europa,54,54,0,0,0,100.0,0.8091,0.8286,0.8107,sí
25109700115,Europa,56,56,0,0,0,100.0,0.8840,0.9134,0.8907,sí
25109700125,Europa,47,47,0,0,0,100.0,0.8458,0.8545,0.8456,sí
25109700135,Europa,47,47,0,0,0,100.0,0.8436,0.8718,0.8387,sí
25109700145,Europa,47,39,7,0,1,97.9,0.8228,0.9605,0.8560,sí
25109700155,Europa,47,0,0,21,26,0.0,,,,no
25109700165,Europa,47,0,0,47,0,0.0,,,,no
25109700171,Europa,75,0,0,75,0,0.0,,,,no
25109700181,Europa,87,0,0,87,0,0.0,,,,no
25109700201,Europa,60,0,0,60,0,0.0,,,,no
25109700211,Europa,36,0,0,36,0,0.0,,,,no
25109700236,Europa,1,1,0,0,0,100.0,0.9314,0.9314,0.9314,sí
25109700245,Europa,82,82,0,0,0,100.0,0.8357,0.9390,0.8144,sí
25109800011,Europa,83,34,49,0,0,100.0,0.6588,0.7958,0.5951,sí
25109800021,Europa,53,0,53,0,0,100.0,,,,sí
25109800031,Europa,53,0,53,0,0,100.0,,,,sí
25109800041,Europa,66,0,27,6,33,40.9,,,,sí
25109800051,Europa,87,0,0,87,0,0.0,,,,no
25109800071,Europa,87,0,44,28,15,50.6,,,,sí
25109800081,Europa,62,0,0,62,0,0.0,,,,no
25109900013,Europa,9,9,0,0,0,100.0,0.6528,0.6882,0.6608,sí
25109900025,Europa,7,7,0,0,0,100.0,0.7091,0.7108,0.7104,sí
25109900046,Europa,1,1,0,0,0,100.0,0.9647,0.9647,0.9647,sí
25109900051,Europa,7,0,7,0,0,100.0,,,,sí
25109900061,Europa,66,0,34,28,4,51.5,,,,sí
25109900071,Europa,71,0,0,71,0,0.0,,,,no
25109900081,Europa,60,0,0,60,0,0.0,,,,no
25210200015,Europa,53,53,0,0,0,100.0,0.3613,0.4184,0.3604,sí
25210200025,Europa,53,1,52,0,0,100.0,0.2758,0.2758,0.2758,sí
25210200035,Europa,53,0,53,0,0,100.0,,,,sí
25210200041,Europa,11,0,2,0,9,18.2,,,,sí
25210200054,Europa,2,0,0,2,0,0.0,,,,no
25210200061,Europa,57,0,0,57,0,0.0,,,,no
25210200131,Europa,34,0,14,16,4,41.2,,,,sí
25210200144,Europa,2,0,0,2,0,0.0,,,,no
25210200151,Europa,51,0,0,51,0,0.0,,,,no
25210200216,Europa,1,0,0,0,1,0.0,,,,no
25210200221,Europa,51,0,0,0,51,0.0,,,,no
25210200233,Europa,46,0,0,0,46,0.0,,,,no
25210200241,Europa,88,0,0,51,37,0.0,,,,no
25210300016,Europa,1,1,0,0,0,100.0,0.6811,0.6811,0.6811,sí
25210300025,Europa,52,52,0,0,0,100.0,0.5827,0.6777,0.6143,sí
25210300036,Europa,1,1,0,0,0,100.0,0.6789,0.6789,0.6789,sí
25210300041,Europa,8,8,0,0,0,100.0,0.6341,0.6559,0.6318,sí
25210300051,Europa,49,40,6,0,3,93.9,0.5690,0.6315,0.5853,sí
25210300061,Europa,49,0,0,35,14,0.0,,,,no
25210300071,Europa,49,0,0,49,0,0.0,,,,no
25210300081,Europa,95,0,0,95,0,0.0,,,,no
25210300091,Europa,62,0,0,62,0,0.0,,,,no
25210300101,Europa,62,0,0,62,0,0.0,,,,no
25210300116,Europa,1,0,0,1,0,0.0,,,,no
25210300126,Europa,1,1,0,0,0,100.0,0.7315,0.7315,0.7315,sí
25210300133,Europa,5,5,0,0,0,100.0,0.7257,0.7281,0.7247,sí
25210300141,Europa,50,26,9,2,13,70.0,0.5556,0.7217,0.5246,sí
25210300151,Europa,93,0,0,93,0,0.0,,,,no
25210300176,Europa,1,1,0,0,0,100.0,0.5104,0.5104,0.5104,sí
25210300181,Europa,54,14,3,36,1,31.5,0.3157,0.4720,0.2934,sí
25210400011,Europa,69,6,21,23,19,39.1,0.5039,0.5053,0.5044,sí
25210400021,Europa,63,0,0,63,0,0.0,,,,no
25210400031,Europa,66,0,0,66,0,0.0,,,,no
25210400044,Europa,2,0,0,2,0,0.0,,,,no
25210400051,Europa,63,0,0,63,0,0.0,,,,no
25210400401,Europa,78,0,0,78,0,0.0,,,,no
25210500016,Europa,1,1,0,0,0,100.0,0.7232,0.7232,0.7232,sí
25210500023,Europa,7,7,0,0,0,100.0,0.5320,0.6329,0.5067,sí
25210500036,Europa,1,0,1,0,0,100.0,,,,sí
25210500041,Europa,96,0,1,92,3,1.0,,,,sí
25210500051,Europa,64,0,0,64,0,0.0,,,,no
25210500061,Europa,78,0,0,78,0,0.0,,,,no
25210500086,Europa,1,0,1,0,0,100.0,,,,sí
25210500091,Europa,70,0,70,0,0,100.0,,,,sí
25210500101,Europa,57,0,5,51,1,8.8,,,,sí
25210500113,Europa,8,0,0,8,0,0.0,,,,no
25210500136,Europa,1,0,1,0,0,100.0,,,,sí
25210500141,Europa,78,0,3,74,1,3.8,,,,sí
25210500151,Europa,84,0,0,84,0,0.0,,,,no
25210500176,Europa,1,0,0,0,1,0.0,,,,no
25210500181,Europa,42,0,0,41,1,0.0,,,,no
25210500191,Europa,43,0,0,43,0,0.0,,,,no
25210500201,Europa,42,0,0,42,0,0.0,,,,no
25210500226,Europa,1,1,0,0,0,100.0,0.1315,0.1315,0.1315,sí
25210500231,Europa,38,1,37,0,0,100.0,0.1314,0.1314,0.1314,sí
25210500241,Europa,8,0,8,0,0,100.0,,,,sí
25210600031,Europa,58,0,0,58,0,0.0,,,,no
25210600041,Europa,58,0,0,58,0,0.0,,,,no
25210600051,Europa,51,0,0,51,0,0.0,,,,no
25210600061,Europa,51,0,0,51,0,0.0,,,,no
25210600071,Europa,59,0,0,59,0,0.0,,,,no
25210600081,Europa,51,0,0,51,0,0.0,,,,no
25210600091,Europa,81,0,0,81,0,0.0,,,,no
25210600101,Europa,50,0,0,50,0,0.0,,,,no
25210600111,Europa,9,0,0,9,0,0.0,,,,no
25210600121,Europa,75,0,0,75,0,0.0,,,,no
25210600131,Europa,81,0,0,81,0,0.0,,,,no
25210600141,Europa,60,0,0,60,0,0.0,,,,no
25210600151,Europa,60,0,0,60,0,0.0,,,,no
25210600161,Europa,68,0,0,68,0,0.0,,,,no
25210600171,Europa,67,0,0,67,0,0.0,,,,no
25210600181,Europa,94,0,0,94,0,0.0,,,,no
25210600191,Europa,83,0,0,83,0,0.0,,,,no
25210600201,Europa,86,0,0,86,0,0.0,,,,no
25210600211,Europa,70,0,0,70,0,0.0,,,,no
25210600221,Europa,80,0,0,80,0,0.0,,,,no
25210600234,Europa,2,0,0,2,0,0.0,,,,no
25210600241,Europa,89,0,0,89,0,0.0,,,,no
25210600351,Europa,54,0,0,54,0,0.0,,,,no
25210600361,Europa,54,0,0,54,0,0.0,,,,no
25210600374,Europa,2,0,0,2,0,0.0,,,,no
25210600381,Europa,54,0,0,54,0,0.0,,,,no
25210600461,Europa,75,0,0,75,0,0.0,,,,no
25210600471,Europa,79,0,0,79,0,0.0,,,,no
25210600481,Europa,56,0,0,56,0,0.0,,,,no
25210600491,Europa,56,0,0,56,0,0.0,,,,no
25210600503,Europa,11,0,0,11,0,0.0,,,,no
25210600511,Europa,62,0,0,62,0,0.0,,,,no
25210600521,Europa,62,0,0,62,0,0.0,,,,no
25210600531,Europa,91,0,0,91,0,0.0,,,,no
25210600551,Europa,1,0,0,1,0,0.0,,,,no
25210600561,Europa,58,0,0,58,0,0.0,,,,no
25210600571,Europa,90,0,0,90,0,0.0,,,,no
25210600581,Europa,79,0,0,79,0,0.0,,,,no
25210600593,Europa,8,0,0,8,0,0.0,,,,no
25210600611,Europa,1,0,0,1,0,0.0,,,,no
25210600621,Europa,51,0,0,51,0,0.0,,,,no
25210600631,Europa,73,0,0,73,0,0.0,,,,no
25210700016,Europa,1,1,0,0,0,100.0,0.7837,0.7837,0.7837,sí
25210700023,Europa,23,23,0,0,0,100.0,0.7644,0.8051,0.7837,sí
25210700031,Europa,57,21,6,30,0,47.4,0.4709,0.7022,0.4639,sí
25210700046,Europa,1,0,0,0,1,0.0,,,,no
25210700051,Europa,77,0,0,0,77,0.0,,,,no
25210700061,Europa,71,0,0,69,2,0.0,,,,no
25210800013,Europa,18,18,0,0,0,100.0,0.6679,0.7222,0.6657,sí
25210800021,Europa,62,18,1,39,4,30.6,0.4828,0.6119,0.4426,sí
25210800031,Europa,55,0,0,55,0,0.0,,,,no
25210800041,Europa,55,0,0,55,0,0.0,,,,no
25210800051,Europa,53,0,0,53,0,0.0,,,,no
25210900015,Europa,50,50,0,0,0,100.0,1.4231,1.5748,1.4363,sí
25210900025,Europa,18,18,0,0,0,100.0,1.4395,1.5024,1.4550,sí
25210900036,Europa,1,1,0,0,0,100.0,0.7469,0.7469,0.7469,sí
25220000014,Europa,2,0,0,2,0,0.0,,,,no
25220000025,Europa,8,0,0,8,0,0.0,,,,no
25220000905,Europa,82,78,4,0,0,100.0,0.4377,1.3166,0.2151,sí
25230000016,Europa,1,1,0,0,0,100.0,1.1796,1.1796,1.1796,sí
25230000025,Europa,61,61,0,0,0,100.0,1.1920,1.3773,1.1796,sí
25230000036,Europa,1,1,0,0,0,100.0,1.3104,1.3104,1.3104,sí
25230000045,Europa,98,96,2,0,0,100.0,1.1495,1.3136,1.3000,sí
25230000054,Europa,2,0,0,2,0,0.0,,,,no
25230000065,Europa,12,0,0,12,0,0.0,,,,no
25230000136,Europa,1,1,0,0,0,100.0,1.1700,1.1700,1.1700,sí
25230000145,Europa,51,51,0,0,0,100.0,1.1632,1.1708,1.1633,sí
25230000155,Europa,52,36,11,0,5,90.4,0.7319,1.1414,0.7011,sí
25230000165,Europa,52,0,0,47,5,0.0,,,,no
25230000175,Europa,52,0,0,52,0,0.0,,,,no
25230000185,Europa,52,0,0,52,0,0.0,,,,no
25230000195,Europa,51,0,0,51,0,0.0,,,,no
25230000216,Europa,1,1,0,0,0,100.0,1.1082,1.1082,1.1082,sí
25230000223,Europa,27,27,0,0,0,100.0,0.8361,1.1073,0.8889,sí
25230000231,Europa,74,2,1,61,10,4.1,0.3241,0.4417,0.3241,sí
25230000243,Europa,9,0,0,9,0,0.0,,,,no
25230000251,Europa,34,0,0,34,0,0.0,,,,no
25230000263,Europa,6,0,0,6,0,0.0,,,,no
25230000271,Europa,7,0,0,7,0,0.0,,,,no
25230000283,Europa,12,0,0,12,0,0.0,,,,no
25230000291,Europa,12,0,0,12,0,0.0,,,,no
25230000303,Europa,8,0,0,8,0,0.0,,,,no
25240000016,Europa,1,1,0,0,0,100.0,1.5920,1.5920,1.5920,sí
25240000025,Europa,53,53,0,0,0,100.0,1.5033,1.6064,1.5030,sí
25240000035,Europa,53,53,0,0,0,100.0,1.3411,1.4480,1.3406,sí
25240000045,Europa,53,53,0,0,0,100.0,1.3608,1.4581,1.3650,sí
25240000055,Europa,54,54,0,0,0,100.0,1.3510,1.3675,1.3495,sí
25240000065,Europa,53,53,0,0,0,100.0,1.4092,1.4492,1.3979,sí
25240000075,Europa,54,54,0,0,0,100.0,1.4387,1.4693,1.4529,sí
25240000083,Europa,58,58,0,0,0,100.0,1.3551,1.3944,1.3428,sí
25240000094,Europa,2,0,0,2,0,0.0,,,,no
25240000101,Europa,85,0,0,85,0,0.0,,,,no
25240001033,Europa,7,7,0,0,0,100.0,1.3048,1.3417,1.3417,sí
25240001041,Europa,51,1,9,41,0,19.6,0.5574,0.5574,0.5574,sí
25240001051,Europa,76,0,0,76,0,0.0,,,,no
25240001061,Europa,65,0,0,65,0,0.0,,,,no
25240001071,Europa,62,0,0,62,0,0.0,,,,no
25240001081,Europa,51,0,0,51,0,0.0,,,,no
25240001091,Europa,50,0,0,50,0,0.0,,,,no
25240001103,Europa,8,0,0,8,0,0.0,,,,no
25240001111,Europa,6,0,0,6,0,0.0,,,,no
25240001121,Europa,82,0,0,82,0,0.0,,,,no
25240001133,Europa,11,0,0,11,0,0.0,,,,no
25240001141,Europa,17,0,0,17,0,0.0,,,,no
25240001161,Europa,56,0,0,56,0,0.0,,,,no
25240001173,Europa,37,0,0,37,0,0.0,,,,no
25240001181,Europa,19,0,0,19,0,0.0,,,,no
25251400016,Europa,1,1,0,0,0,100.0,1.2243,1.2243,1.2243,sí
25251400025,Europa,98,98,0,0,0,100.0,0.6745,1.2247,0.5667,sí
25251400034,Europa,2,0,0,2,0,0.0,,,,no
25251400045,Europa,27,0,0,27,0,0.0,,,,no
25251600011,Europa,45,0,7,29,9,15.6,,,,sí
25251600023,Europa,6,0,0,6,0,0.0,,,,no
25251600031,Europa,55,0,0,55,0,0.0,,,,no
25251600041,Europa,88,0,0,88,0,0.0,,,,no
25251600051,Europa,11,0,0,11,0,0.0,,,,no
25251600063,Europa,19,0,0,19,0,0.0,,,,no
25251600071,Europa,7,0,0,7,0,0.0,,,,no
25251600083,Europa,86,0,0,86,0,0.0,,,,no
25251600091,Europa,25,0,0,25,0,0.0,,,,no
25251600103,Europa,69,0,0,69,0,0.0,,,,no
25251600111,Europa,9,0,0,9,0,0.0,,,,no
25251600123,Europa,16,0,0,16,0,0.0,,,,no
25251600131,Europa,44,0,0,44,0,0.0,,,,no
25251600143,Europa,8,0,0,8,0,0.0,,,,no
25251600153,Europa,6,0,0,6,0,0.0,,,,no
25251600163,Europa,2,0,0,2,0,0.0,,,,no
25251700016,Europa,1,1,0,0,0,100.0,2.1594,2.1594,2.1594,sí
25251700025,Europa,34,34,0,0,0,100.0,2.1136,2.1594,2.1072,sí
25251700036,Europa,1,1,0,0,0,100.0,0.8965,0.8965,0.8965,sí
25251700043,Europa,4,4,0,0,0,100.0,0.6860,0.8547,0.7213,sí
25251700056,Europa,1,1,0,0,0,100.0,1.6903,1.6903,1.6903,sí
25251700063,Europa,8,8,0,0,0,100.0,1.0913,1.6880,1.1031,sí
25251700071,Europa,80,2,8,15,55,12.5,0.4665,0.5050,0.4665,sí
25251700081,Europa,50,0,0,50,0,0.0,,,,no
25251700091,Europa,50,0,0,50,0,0.0,,,,no
25251700103,Europa,17,0,0,17,0,0.0,,,,no
25251700111,Europa,29,0,0,29,0,0.0,,,,no
25251700136,Europa,1,1,0,0,0,100.0,1.8853,1.8853,1.8853,sí
25251700145,Europa,57,30,0,19,8,52.6,1.2859,1.8845,1.4691,sí
25251700155,Europa,58,0,0,58,0,0.0,,,,no
25251800011,Europa,49,10,1,29,9,22.4,1.1563,2.0403,0.9625,sí
25251800021,Europa,1,0,0,1,0,0.0,,,,no
25251800031,Europa,70,0,0,70,0,0.0,,,,no
25251800041,Europa,66,0,0,66,0,0.0,,,,no
25251800051,Europa,79,0,0,79,0,0.0,,,,no
25251800061,Europa,3,0,0,3,0,0.0,,,,no
25251800071,Europa,53,0,0,53,0,0.0,,,,no
25251800081,Europa,64,0,0,64,0,0.0,,,,no
25251800091,Europa,62,0,0,62,0,0.0,,,,no
25251800101,Europa,77,0,0,77,0,0.0,,,,no
25251800113,Europa,40,0,0,40,0,0.0,,,,no
25251800121,Europa,54,0,0,54,0,0.0,,,,no
25251800131,Europa,54,0,0,54,0,0.0,,,,no
25251800141,Europa,65,0,0,65,0,0.0,,,,no
25251800161,Europa,55,0,0,55,0,0.0,,,,no
25251800171,Europa,56,0,0,56,0,0.0,,,,no
25251800181,Europa,54,0,0,54,0,0.0,,,,no
25251800201,Europa,1,0,0,1,0,0.0,,,,no
25251800211,Europa,40,0,0,40,0,0.0,,,,no
25251800223,Europa,8,0,0,8,0,0.0,,,,no
25252000016,Europa,1,1,0,0,0,100.0,2.0715,2.0715,2.0715,sí
25252000025,Europa,57,43,14,0,0,100.0,1.6207,2.0264,1.6042,sí
25252000035,Europa,58,0,11,0,47,19.0,,,,sí
25252000044,Europa,2,0,0,1,1,0.0,,,,no
25252000055,Europa,51,0,0,51,0,0.0,,,,no
25252000065,Europa,50,0,0,50,0,0.0,,,,no
25252000074,Europa,2,0,0,2,0,0.0,,,,no
25252000085,Europa,56,0,0,56,0,0.0,,,,no
25253000036,Europa,1,1,0,0,0,100.0,0.4924,0.4924,0.4924,sí
25253000043,Europa,6,4,2,0,0,100.0,0.4883,0.4901,0.4877,sí
25253000051,Europa,81,0,8,55,18,9.9,,,,sí
25253000061,Europa,88,0,0,88,0,0.0,,,,no
25253000071,Europa,87,0,0,87,0,0.0,,,,no
25253000081,Europa,83,0,0,83,0,0.0,,,,no
25253000091,Europa,70,0,0,70,0,0.0,,,,no
25253000101,Europa,72,0,0,72,0,0.0,,,,no
25253000114,Europa,2,0,0,2,0,0.0,,,,no
25253000121,Europa,59,0,0,59,0,0.0,,,,no
25253000146,Europa,1,0,1,0,0,100.0,,,,sí
25253000153,Europa,6,0,5,0,1,83.3,,,,sí
25253000161,Europa,67,0,0,5,62,0.0,,,,no
25253000171,Europa,52,0,0,52,0,0.0,,,,no
25253000181,Europa,52,0,0,52,0,0.0,,,,no
25253000191,Europa,80,0,0,80,0,0.0,,,,no
25253000203,Europa,30,0,0,30,0,0.0,,,,no
25253000213,Europa,8,0,0,8,0,0.0,,,,no
25253000221,Europa,1,0,0,1,0,0.0,,,,no
25253000233,Europa,16,0,0,16,0,0.0,,,,no
25253000243,Europa,1,0,0,1,0,0.0,,,,no
25253000251,Europa,1,0,0,1,0,0.0,,,,no
25253000261,Europa,11,0,0,11,0,0.0,,,,no
25253000273,Europa,8,0,0,8,0,0.0,,,,no
25253000311,Europa,60,0,0,60,0,0.0,,,,no
25253000321,Europa,7,0,0,7,0,0.0,,,,no
25253000331,Europa,13,0,0,13,0,0.0,,,,no
25253000343,Europa,8,0,0,8,0,0.0,,,,no
25253000386,Europa,1,1,0,0,0,100.0,0.4854,0.4854,0.4854,sí
25253000393,Europa,20,2,11,3,4,65.0,0.4747,0.4782,0.4747,sí
25253000401,Europa,83,0,0,83,0,0.0,,,,no
25253000411,Europa,74,0,0,74,0,0.0,,,,no
25253000421,Europa,61,0,0,61,0,0.0,,,,no
25254000016,Europa,1,1,0,0,0,100.0,0.5756,0.5756,0.5756,sí
25254000023,Europa,35,35,0,0,0,100.0,0.5071,0.5756,0.4802,sí
25254000031,Europa,5,5,0,0,0,100.0,0.4775,0.4801,0.4783,sí
25254000043,Europa,10,10,0,0,0,100.0,0.4583,0.4667,0.4574,sí
25254000051,Europa,6,6,0,0,0,100.0,0.4202,0.4386,0.4188,sí
25254000063,Europa,28,23,5,0,0,100.0,0.3086,0.4020,0.3039,sí
25254000074,Europa,4,0,0,4,0,0.0,,,,no
25254000081,Europa,19,0,0,19,0,0.0,,,,no
25254000406,Europa,1,1,0,0,0,100.0,0.1829,0.1829,0.1829,sí
25254000411,Europa,62,6,9,45,2,24.2,0.1756,0.1801,0.1756,sí
25254000421,Europa,7,0,0,7,0,0.0,,,,no
25254000431,Europa,11,0,0,11,0,0.0,,,,no
25254000441,Europa,11,0,0,11,0,0.0,,,,no
25254000451,Europa,11,0,0,11,0,0.0,,,,no
25254000463,Europa,15,0,0,15,0,0.0,,,,no
25254000471,Europa,58,0,0,58,0,0.0,,,,no
25255000016,Europa,1,1,0,0,0,100.0,0.5982,0.5982,0.5982,sí
25255000023,Europa,7,7,0,0,0,100.0,0.6209,0.6386,0.6325,sí
25255000031,Europa,99,12,26,15,46,38.4,0.6231,0.6825,0.6325,sí
25255000041,Europa,15,0,0,15,0,0.0,,,,no
25255000053,Europa,38,0,0,38,0,0.0,,,,no
25255000061,Europa,18,0,0,18,0,0.0,,,,no
25255000071,Europa,16,0,0,16,0,0.0,,,,no
25255000083,Europa,53,0,0,53,0,0.0,,,,no
25255000093,Europa,70,0,0,70,0,0.0,,,,no
25255000101,Europa,52,0,0,52,0,0.0,,,,no
25255000111,Europa,52,0,0,52,0,0.0,,,,no
25255000124,Europa,3,0,0,3,0,0.0,,,,no
25255000133,Europa,31,0,0,31,0,0.0,,,,no
25255000356,Europa,1,1,0,0,0,100.0,0.6815,0.6815,0.6815,sí
25255000365,Europa,50,45,4,0,1,98.0,0.6844,0.7109,0.7014,sí
25255000375,Europa,51,0,0,50,1,0.0,,,,no
25255000385,Europa,51,0,0,51,0,0.0,,,,no
25255000393,Europa,23,0,0,23,0,0.0,,,,no
25255000401,Europa,25,0,0,25,0,0.0,,,,no
25255000411,Europa,7,0,0,7,0,0.0,,,,no
25255000423,Europa,18,0,0,18,0,0.0,,,,no
25255000431,Europa,57,0,0,57,0,0.0,,,,no
25255000453,Europa,20,0,0,20,0,0.0,,,,no
25255000461,Europa,6,0,0,6,0,0.0,,,,no
25255000473,Europa,8,0,0,8,0,0.0,,,,no
25255000491,Europa,41,0,0,41,0,0.0,,,,no
25255000501,Europa,36,0,0,36,0,0.0,,,,no
25256000016,Europa,1,1,0,0,0,100.0,0.6611,0.6611,0.6611,sí
25256000023,Europa,7,7,0,0,0,100.0,0.6077,0.6500,0.5957,sí
25256000031,Europa,51,1,11,29,10,23.5,0.5815,0.5815,0.5815,sí
25256000041,Europa,51,0,0,51,0,0.0,,,,no
25256000053,Europa,36,0,0,36,0,0.0,,,,no
25256000061,Europa,17,0,0,17,0,0.0,,,,no
25256000073,Europa,70,0,0,70,0,0.0,,,,no
25256000083,Europa,81,0,0,81,0,0.0,,,,no
25256000093,Europa,31,0,0,31,0,0.0,,,,no
25256000103,Europa,66,0,0,66,0,0.0,,,,no
25256000113,Europa,33,0,0,33,0,0.0,,,,no
25256000121,Europa,16,0,0,16,0,0.0,,,,no
25256000133,Europa,8,0,0,8,0,0.0,,,,no
25256000141,Europa,6,0,0,6,0,0.0,,,,no
25256000153,Europa,14,0,0,14,0,0.0,,,,no
25256000163,Europa,51,0,0,51,0,0.0,,,,no
