reach_id,continente,amplitud_m2_media_m,amplitud_o1_media_m,ratio_o1_m2,tipo_marea
63550500041,Sudamérica,0.5921,0.0940,0.159,semidiurna
63550600016,Sudamérica,0.5596,0.1124,0.201,semidiurna
63550600023,Sudamérica,0.5667,0.2297,0.405,mixta
63550600031,Sudamérica,0.4455,0.3152,0.708,mixta
63550700016,Sudamérica,0.7218,0.0247,0.034,semidiurna
63550800013,Sudamérica,0.4034,0.0397,0.098,semidiurna
63550800021,Sudamérica,0.2559,0.0504,0.197,semidiurna
63550800031,Sudamérica,0.2408,0.0601,0.249,semidiurna
63570000016,Sudamérica,0.3626,0.2636,0.727,mixta
63570000036,Sudamérica,0.2662,0.1515,0.569,mixta
63570000043,Sudamérica,0.2671,0.1161,0.435,mixta
63570000051,Sudamérica,0.2614,0.0964,0.369,mixta
63570000316,Sudamérica,0.5373,0.1026,0.191,semidiurna
63570000323,Sudamérica,0.4783,0.1117,0.233,semidiurna
63580100015,Sudamérica,0.3549,0.0407,0.115,semidiurna
63590000016,Sudamérica,0.4411,0.0487,0.110,semidiurna
63590000026,Sudamérica,0.4266,0.1123,0.263,mixta
63590000033,Sudamérica,0.4470,0.1155,0.258,mixta
63590000041,Sudamérica,0.4326,0.1330,0.308,mixta
63590000176,Sudamérica,0.4132,0.3285,0.795,mixta
63590000276,Sudamérica,0.3164,0.1024,0.324,mixta
63590000285,Sudamérica,0.3159,0.1026,0.325,mixta
64110100016,Sudamérica,0.3758,0.1502,0.400,mixta
64110100023,Sudamérica,0.3453,0.1403,0.406,mixta
64110200015,Sudamérica,0.4136,0.1501,0.363,mixta
64110200025,Sudamérica,0.3097,0.1572,0.507,mixta
64110200035,Sudamérica,0.2488,0.1627,0.654,mixta
64110200045,Sudamérica,0.2256,0.1783,0.790,mixta
64110200055,Sudamérica,0.2394,0.1438,0.601,mixta
64110200065,Sudamérica,0.2588,0.2140,0.827,mixta
64110200075,Sudamérica,0.2670,0.2868,1.074,mixta
64110200081,Sudamérica,0.2431,0.2155,0.887,mixta
64110200781,Sudamérica,0.2582,0.3192,1.236,mixta
64110300016,Sudamérica,0.4272,0.1530,0.358,mixta
64110300025,Sudamérica,0.4228,0.1551,0.367,mixta
64110300035,Sudamérica,0.3765,0.1537,0.408,mixta
64110300045,Sudamérica,0.4222,0.1470,0.348,mixta
64110300055,Sudamérica,0.4337,0.1639,0.378,mixta
64110300065,Sudamérica,0.4365,0.1465,0.336,mixta
64110300075,Sudamérica,0.2792,0.1610,0.577,mixta
64110300096,Sudamérica,0.4746,0.1551,0.327,mixta
64110300105,Sudamérica,0.4788,0.1556,0.325,mixta
64110300115,Sudamérica,0.5030,0.1738,0.346,mixta
64110300125,Sudamérica,0.5080,0.1756,0.346,mixta
64110300135,Sudamérica,0.4797,0.1617,0.337,mixta
64110300145,Sudamérica,0.4508,0.1354,0.300,mixta
64110300156,Sudamérica,0.5004,0.1657,0.331,mixta
64110300165,Sudamérica,0.4996,0.1681,0.336,mixta
64110300176,Sudamérica,0.3723,0.2240,0.602,mixta
64110300185,Sudamérica,0.3793,0.2139,0.564,mixta
64110300195,Sudamérica,0.4078,0.1292,0.317,mixta
64110400013,Sudamérica,0.3325,0.2228,0.670,mixta
64110400023,Sudamérica,0.3608,0.1968,0.545,mixta
64110400031,Sudamérica,0.4392,0.2286,0.520,mixta
64110400041,Sudamérica,0.6795,0.2767,0.407,mixta
64110400473,Sudamérica,0.3796,0.2819,0.743,mixta
64110400566,Sudamérica,0.3265,0.2421,0.741,mixta
64110400576,Sudamérica,0.3621,0.2669,0.737,mixta
64110700036,Sudamérica,0.1418,0.1226,0.865,mixta
64110700045,Sudamérica,0.1278,0.1139,0.891,mixta
64150600016,Sudamérica,0.1501,0.1715,1.142,mixta
64150600025,Sudamérica,0.1377,0.1500,1.090,mixta
64150700016,Sudamérica,0.2403,0.1288,0.536,mixta
64150700025,Sudamérica,0.2423,0.1294,0.534,mixta
64190000046,Sudamérica,0.1741,0.2016,1.158,mixta
64190000055,Sudamérica,0.1595,0.1933,1.212,mixta
64190000066,Sudamérica,0.1432,0.3146,2.197,diurna
64211000155,Sudamérica,0.1335,0.2751,2.061,diurna
65120100015,Sudamérica,0.2214,0.0709,0.320,mixta
65120100115,Sudamérica,0.5080,0.1388,0.273,mixta
65130000016,Sudamérica,0.2956,0.0852,0.288,mixta
65130000026,Sudamérica,0.4657,0.1305,0.280,mixta
65130000035,Sudamérica,0.4410,0.1266,0.287,mixta
65130000045,Sudamérica,0.4259,0.1477,0.347,mixta
65150000016,Sudamérica,0.2940,0.1143,0.389,mixta
65150000025,Sudamérica,0.2889,0.1559,0.540,mixta
65150000035,Sudamérica,0.1725,0.1269,0.736,mixta
65160000016,Sudamérica,0.5008,0.1453,0.290,mixta
65160000023,Sudamérica,0.5008,0.1487,0.297,mixta
65190900016,Sudamérica,0.4041,0.0266,0.066,semidiurna
65190900023,Sudamérica,0.4036,0.0271,0.067,semidiurna
65310000016,Sudamérica,1.3894,0.2423,0.174,semidiurna
65321000015,Sudamérica,1.2763,0.1959,0.154,semidiurna
65321000025,Sudamérica,1.3637,0.1118,0.082,semidiurna
65321000035,Sudamérica,1.2969,0.1606,0.124,semidiurna
65321000045,Sudamérica,1.1318,0.2122,0.188,semidiurna
65321000055,Sudamérica,0.6383,0.1600,0.251,mixta
65341000016,Sudamérica,0.5205,0.1619,0.311,mixta
65341000023,Sudamérica,0.5150,0.1849,0.359,mixta
65360100016,Sudamérica,1.7387,0.1635,0.094,semidiurna
65360100023,Sudamérica,1.7225,0.1614,0.094,semidiurna
65360100033,Sudamérica,1.7457,0.1526,0.087,semidiurna
65360100043,Sudamérica,1.0695,0.1189,0.111,semidiurna
65375000016,Sudamérica,3.8333,0.3178,0.083,semidiurna
65375000025,Sudamérica,3.9284,0.3536,0.090,semidiurna
65375000035,Sudamérica,3.8391,0.3721,0.097,semidiurna
65377000013,Sudamérica,2.6622,0.1521,0.057,semidiurna
65378100011,Sudamérica,0.9174,0.1045,0.114,semidiurna
65380000013,Sudamérica,3.0439,0.2474,0.081,semidiurna
65380000023,Sudamérica,2.2924,0.2252,0.098,semidiurna
65380000033,Sudamérica,1.4427,0.2404,0.167,semidiurna
65390300016,Sudamérica,0.3172,0.0810,0.255,mixta
65390300023,Sudamérica,0.2670,0.0776,0.291,mixta
65390300036,Sudamérica,3.9026,0.3498,0.090,semidiurna
65390300043,Sudamérica,3.7891,0.3523,0.093,semidiurna
65390300051,Sudamérica,3.0993,0.3451,0.111,semidiurna
65390300063,Sudamérica,3.1915,0.4768,0.149,semidiurna
65390300071,Sudamérica,2.0813,0.2277,0.109,semidiurna
65390400011,Sudamérica,0.2016,0.0625,0.310,mixta
66140000016,Sudamérica,0.2536,0.2260,0.891,mixta
66140000021,Sudamérica,0.2243,0.2152,0.960,mixta
66150700016,Sudamérica,0.8725,0.1025,0.117,semidiurna
66150700023,Sudamérica,0.8725,0.1025,0.117,semidiurna
66150800011,Sudamérica,0.6520,0.1227,0.188,semidiurna
66150900016,Sudamérica,0.1056,0.0524,0.496,mixta
66150900023,Sudamérica,0.0877,0.0420,0.479,mixta
66160000011,Sudamérica,0.4882,0.1541,0.316,mixta
66160000161,Sudamérica,0.6744,0.3881,0.575,mixta
66160000196,Sudamérica,0.6648,0.1587,0.239,semidiurna
66160000206,Sudamérica,0.6016,0.2923,0.486,mixta
66170000016,Sudamérica,0.7280,0.1678,0.230,semidiurna
66170000021,Sudamérica,0.4201,0.1870,0.445,mixta
66170000266,Sudamérica,0.0896,0.0708,0.790,mixta
66170000271,Sudamérica,0.0880,0.0821,0.933,mixta
66170000316,Sudamérica,0.1813,0.0954,0.526,mixta
66170000396,Sudamérica,0.1481,0.1729,1.167,mixta
66170000401,Sudamérica,0.1556,0.1762,1.133,mixta
66170000486,Sudamérica,0.1394,0.1391,0.998,mixta
66170000491,Sudamérica,0.1403,0.1405,1.001,mixta
66170000556,Sudamérica,0.1151,0.1061,0.922,mixta
66170000561,Sudamérica,0.1107,0.0975,0.881,mixta
66180000016,Sudamérica,0.6530,0.1020,0.156,semidiurna
66180000021,Sudamérica,0.7136,0.1196,0.168,semidiurna
66190000016,Sudamérica,0.1466,0.1092,0.745,mixta
66190000021,Sudamérica,0.1101,0.1129,1.026,mixta
66190300106,Sudamérica,0.5601,0.1548,0.276,mixta
66190300111,Sudamérica,0.3098,0.1364,0.440,mixta
66190300166,Sudamérica,0.1200,0.0819,0.682,mixta
66190300171,Sudamérica,0.1355,0.0941,0.694,mixta
66190300206,Sudamérica,0.0720,0.0575,0.799,mixta
66190300211,Sudamérica,0.0678,0.0600,0.885,mixta
66190500016,Sudamérica,0.4426,0.1942,0.439,mixta
66190500021,Sudamérica,0.2723,0.1701,0.625,mixta
66190600011,Sudamérica,0.3331,0.0980,0.294,mixta
66190700016,Sudamérica,0.1410,0.0855,0.607,mixta
66190700025,Sudamérica,0.3338,0.1413,0.423,mixta
66190700035,Sudamérica,0.3277,0.1437,0.438,mixta
66190700045,Sudamérica,0.4023,0.1766,0.439,mixta
66190700055,Sudamérica,0.4860,0.2072,0.426,mixta
66190700066,Sudamérica,0.3735,0.1053,0.282,mixta
66190800015,Sudamérica,0.4518,0.2309,0.511,mixta
66190900016,Sudamérica,0.3075,0.1028,0.334,mixta
66190900025,Sudamérica,0.2753,0.1505,0.547,mixta
66210100016,Sudamérica,0.2531,0.2518,0.995,mixta
66210100021,Sudamérica,0.2510,0.2483,0.989,mixta
66210100066,Sudamérica,0.2531,0.1638,0.647,mixta
66210100071,Sudamérica,0.2393,0.1785,0.746,mixta
66210300016,Sudamérica,0.3813,0.1307,0.343,mixta
66210300025,Sudamérica,0.2800,0.1471,0.525,mixta
66210300035,Sudamérica,0.2301,0.1486,0.646,mixta
66210300045,Sudamérica,0.2461,0.1924,0.782,mixta
66210300075,Sudamérica,0.2432,0.1530,0.629,mixta
66210300106,Sudamérica,0.3709,0.1366,0.368,mixta
66210300115,Sudamérica,0.3249,0.1518,0.467,mixta
66210300125,Sudamérica,0.2283,0.1637,0.717,mixta
66210300146,Sudamérica,0.2745,0.1531,0.558,mixta
66210300155,Sudamérica,0.2734,0.1522,0.557,mixta
66210400015,Sudamérica,0.2276,0.1435,0.631,mixta
66210400025,Sudamérica,0.2439,0.1466,0.601,mixta
66210400035,Sudamérica,0.2094,0.1379,0.659,mixta
66210400045,Sudamérica,0.1669,0.2113,1.266,mixta
66210400335,Sudamérica,0.1766,0.1155,0.654,mixta
66210400345,Sudamérica,0.1270,0.1073,0.845,mixta
66210400353,Sudamérica,0.1348,0.0607,0.450,mixta
66210400475,Sudamérica,0.1590,0.0832,0.523,mixta
66210400495,Sudamérica,0.1593,0.0848,0.532,mixta
66210400515,Sudamérica,0.2283,0.1546,0.677,mixta
66210500016,Sudamérica,0.1703,0.1031,0.606,mixta
66210500025,Sudamérica,0.1058,0.1020,0.964,mixta
66210600016,Sudamérica,0.1903,0.1422,0.747,mixta
66210600023,Sudamérica,0.1666,0.1367,0.820,mixta
66210800016,Sudamérica,0.1788,0.0657,0.367,mixta
66210900016,Sudamérica,0.1745,0.0590,0.338,mixta
66220000015,Sudamérica,0.5488,0.0605,0.110,semidiurna
66230000016,Sudamérica,0.5673,0.0542,0.096,semidiurna
66230000026,Sudamérica,0.4127,0.0445,0.108,semidiurna
66230000033,Sudamérica,0.4117,0.0446,0.108,semidiurna
66251000016,Sudamérica,0.2292,0.1240,0.541,mixta
66251000025,Sudamérica,0.1933,0.1403,0.726,mixta
66251000035,Sudamérica,0.1445,0.1543,1.068,mixta
66252000013,Sudamérica,0.3790,0.1851,0.489,mixta
66253000016,Sudamérica,0.3843,0.1564,0.407,mixta
66254000016,Sudamérica,0.3054,0.1021,0.334,mixta
66254000023,Sudamérica,0.2191,0.1042,0.476,mixta
66254000031,Sudamérica,0.1487,0.1031,0.693,mixta
66256000016,Sudamérica,0.2389,0.1473,0.617,mixta
66256000023,Sudamérica,0.1962,0.1363,0.694,mixta
66257000016,Sudamérica,0.9867,0.5996,0.608,mixta
67104000016,Sudamérica,0.2508,0.3988,1.590,diurna
67104000025,Sudamérica,0.2520,0.3988,1.583,diurna
67107100166,Sudamérica,0.1295,0.1310,1.011,mixta
67107100173,Sudamérica,0.1441,0.1299,0.901,mixta
67107500176,Sudamérica,2.2633,1.6453,0.727,mixta
67107500326,Sudamérica,0.8635,0.5782,0.670,mixta
67107700016,Sudamérica,0.3001,0.0496,0.165,semidiurna
67107700025,Sudamérica,0.2274,0.0581,0.256,mixta
67107700035,Sudamérica,0.1226,0.0751,0.613,mixta
67107700546,Sudamérica,0.4368,0.3352,0.767,mixta
67108000013,Sudamérica,0.2845,0.0693,0.244,semidiurna
67109000016,Sudamérica,0.2890,0.0616,0.213,semidiurna
67109000023,Sudamérica,0.4311,0.2927,0.679,mixta
67201000016,Sudamérica,1.4771,0.1614,0.109,semidiurna
67201000025,Sudamérica,1.4873,0.2146,0.144,semidiurna
67201000445,Sudamérica,1.5477,0.1551,0.100,semidiurna
67201000455,Sudamérica,1.5592,0.1843,0.118,semidiurna
67201000476,Sudamérica,1.5051,0.1445,0.096,semidiurna
67201000485,Sudamérica,1.5350,0.1594,0.104,semidiurna
67201000496,Sudamérica,0.4046,0.3208,0.793,mixta
67201000506,Sudamérica,0.0659,0.0833,1.263,mixta
67201000513,Sudamérica,0.0635,0.0849,1.337,mixta
67203000016,Sudamérica,1.4039,0.1256,0.089,semidiurna
67203000025,Sudamérica,1.4248,0.1314,0.092,semidiurna
67203000035,Sudamérica,1.5088,0.1319,0.087,semidiurna
67203000045,Sudamérica,1.5436,0.0979,0.063,semidiurna
67203000176,Sudamérica,0.8898,0.0816,0.092,semidiurna
67203000183,Sudamérica,0.7054,0.0679,0.096,semidiurna
67203000191,Sudamérica,0.5224,0.0792,0.152,semidiurna
67203000203,Sudamérica,0.4058,0.0531,0.131,semidiurna
67203000211,Sudamérica,0.2021,0.0386,0.191,semidiurna
67203000326,Sudamérica,0.3865,0.1337,0.346,mixta
67203000335,Sudamérica,0.3114,0.1874,0.602,mixta
67204000016,Sudamérica,0.5146,0.2742,0.533,mixta
67204000021,Sudamérica,0.4441,0.2816,0.634,mixta
67205000016,Sudamérica,0.7042,0.2049,0.291,mixta
67205000025,Sudamérica,0.7867,0.0848,0.108,semidiurna
67205000096,Sudamérica,1.0963,0.1049,0.096,semidiurna
67205000105,Sudamérica,1.0514,0.0988,0.094,semidiurna
67205000136,Sudamérica,0.4062,0.2363,0.582,mixta
67205000816,Sudamérica,1.3216,0.0257,0.019,semidiurna
67205000825,Sudamérica,1.3027,0.0446,0.034,semidiurna
67205001156,Sudamérica,1.3015,0.0637,0.049,semidiurna
67205001165,Sudamérica,1.1949,0.0492,0.041,semidiurna
67205001176,Sudamérica,1.2656,0.1327,0.105,semidiurna
67205001185,Sudamérica,1.2993,0.1564,0.120,semidiurna
67205001195,Sudamérica,1.3685,0.1821,0.133,semidiurna
67205001236,Sudamérica,1.2374,0.0549,0.044,semidiurna
67205001245,Sudamérica,1.3105,0.0649,0.050,semidiurna
67205001255,Sudamérica,1.2292,0.1382,0.112,semidiurna
67205001265,Sudamérica,1.0851,0.1850,0.170,semidiurna
67205001286,Sudamérica,1.2172,0.0510,0.042,semidiurna
67205001295,Sudamérica,1.3345,0.0914,0.068,semidiurna
67206000885,Sudamérica,1.1346,0.8213,0.724,mixta
67207000056,Sudamérica,1.2463,0.0570,0.046,semidiurna
67207000065,Sudamérica,1.2916,0.0688,0.053,semidiurna
67207000075,Sudamérica,1.2505,0.2553,0.204,semidiurna
67207000106,Sudamérica,0.9080,0.2583,0.284,mixta
67207000115,Sudamérica,1.0964,0.2163,0.197,semidiurna
67207000126,Sudamérica,1.4485,0.1926,0.133,semidiurna
67207000146,Sudamérica,0.9487,0.7089,0.747,mixta
67207000156,Sudamérica,1.1660,0.1294,0.111,semidiurna
67207000165,Sudamérica,1.0860,0.2427,0.223,semidiurna
67207000176,Sudamérica,1.3074,0.0728,0.056,semidiurna
67207000185,Sudamérica,1.3391,0.1181,0.088,semidiurna
67207000195,Sudamérica,1.3567,0.1369,0.101,semidiurna
67207000205,Sudamérica,1.3730,0.3523,0.257,mixta
67207000215,Sudamérica,1.4099,0.1470,0.104,semidiurna
67207000225,Sudamérica,1.4227,0.1094,0.077,semidiurna
67207000235,Sudamérica,1.4718,0.1580,0.107,semidiurna
67207000363,Sudamérica,1.3713,0.1086,0.079,semidiurna
67207000371,Sudamérica,0.8458,0.0945,0.112,semidiurna
67207000436,Sudamérica,1.2819,0.0977,0.076,semidiurna
67207000445,Sudamérica,1.3576,0.1241,0.091,semidiurna
67207000496,Sudamérica,1.3154,0.0987,0.075,semidiurna
67207000505,Sudamérica,1.3435,0.1197,0.089,semidiurna
67207000515,Sudamérica,1.3200,0.0941,0.071,semidiurna
67207000536,Sudamérica,1.3942,0.1438,0.103,semidiurna
67207000545,Sudamérica,1.4079,0.1668,0.118,semidiurna
67207000556,Sudamérica,1.3043,0.0581,0.045,semidiurna
67207000565,Sudamérica,1.3658,0.1269,0.093,semidiurna
67207000575,Sudamérica,1.3948,0.1734,0.124,semidiurna
67207000586,Sudamérica,1.1818,0.0381,0.032,semidiurna
67207000595,Sudamérica,1.1783,0.0464,0.039,semidiurna
67207000605,Sudamérica,0.9265,0.0892,0.096,semidiurna
67207000615,Sudamérica,0.4653,0.1154,0.248,semidiurna
67207000736,Sudamérica,1.3457,0.1158,0.086,semidiurna
67207000745,Sudamérica,1.4019,0.0946,0.068,semidiurna
67207000755,Sudamérica,1.4682,0.1128,0.077,semidiurna
67207000886,Sudamérica,1.3300,0.0572,0.043,semidiurna
67207000895,Sudamérica,1.3842,0.1103,0.080,semidiurna
67207000916,Sudamérica,0.8805,0.0856,0.097,semidiurna
67207001006,Sudamérica,1.3059,0.2957,0.226,semidiurna
67207001106,Sudamérica,1.1662,0.1360,0.117,semidiurna
67207001115,Sudamérica,0.8798,0.0823,0.094,semidiurna
67207001126,Sudamérica,1.2757,0.0562,0.044,semidiurna
67207001133,Sudamérica,1.1756,0.1112,0.095,semidiurna
67207001141,Sudamérica,0.7324,0.1624,0.222,semidiurna
67207001186,Sudamérica,1.6247,0.0817,0.050,semidiurna
67207001193,Sudamérica,1.4487,0.0733,0.051,semidiurna
67207001201,Sudamérica,0.5378,0.1016,0.189,semidiurna
67207001266,Sudamérica,1.4217,0.1241,0.087,semidiurna
67207001273,Sudamérica,1.4091,0.1269,0.090,semidiurna
67207001336,Sudamérica,1.2712,0.0868,0.068,semidiurna
67207001343,Sudamérica,1.2469,0.0740,0.059,semidiurna
67207001351,Sudamérica,1.1415,0.0931,0.082,semidiurna
67207001361,Sudamérica,0.7670,0.0938,0.122,semidiurna
67207001371,Sudamérica,0.4080,0.1614,0.395,mixta
67207001436,Sudamérica,1.4467,0.0728,0.050,semidiurna
67207001443,Sudamérica,1.4770,0.1483,0.100,semidiurna
67207001496,Sudamérica,0.5594,0.1124,0.201,semidiurna
67207001501,Sudamérica,0.4032,0.1365,0.339,mixta
67207001536,Sudamérica,1.3062,0.0597,0.046,semidiurna
67207001545,Sudamérica,1.3046,0.0644,0.049,semidiurna
67207001586,Sudamérica,1.3686,0.0886,0.065,semidiurna
67207001595,Sudamérica,1.4212,0.1131,0.080,semidiurna
67207001653,Sudamérica,1.4838,0.1521,0.102,semidiurna
67209100016,Sudamérica,1.0718,0.1626,0.152,semidiurna
67209100036,Sudamérica,1.0759,0.1349,0.125,semidiurna
67209100045,Sudamérica,0.8015,0.1265,0.158,semidiurna
67209300026,Sudamérica,0.8436,0.1700,0.201,semidiurna
67209300033,Sudamérica,0.8060,0.2764,0.343,mixta
67209500015,Sudamérica,1.9048,0.1822,0.096,semidiurna
67209500025,Sudamérica,2.0099,0.1876,0.093,semidiurna
67209500035,Sudamérica,2.1565,0.1955,0.091,semidiurna
67209500045,Sudamérica,2.2374,0.2099,0.094,semidiurna
67209500056,Sudamérica,1.9346,0.1768,0.091,semidiurna
67209500065,Sudamérica,2.0450,0.1809,0.088,semidiurna
67209500076,Sudamérica,1.8417,0.1970,0.107,semidiurna
67209600015,Sudamérica,2.2230,0.2002,0.090,semidiurna
67209600025,Sudamérica,2.4436,0.1416,0.058,semidiurna
67209600395,Sudamérica,2.4182,0.1509,0.062,semidiurna
67209700015,Sudamérica,2.1748,0.1648,0.076,semidiurna
67209700045,Sudamérica,2.0385,0.1824,0.089,semidiurna
67209700065,Sudamérica,1.9618,0.1663,0.085,semidiurna
71170000016,Norteamérica,1.1367,0.2345,0.206,semidiurna
71211000016,Norteamérica,1.7828,0.2001,0.112,semidiurna
71211000023,Norteamérica,1.7823,0.1539,0.086,semidiurna
71211000033,Norteamérica,1.1146,0.0765,0.069,semidiurna
71211000043,Norteamérica,0.6357,0.0552,0.087,semidiurna
71310000016,Norteamérica,1.9994,0.1359,0.068,semidiurna
71310000023,Norteamérica,1.7033,0.1027,0.060,semidiurna
71356100146,Norteamérica,0.5624,0.1817,0.323,mixta
71356100151,Norteamérica,0.5060,0.1584,0.313,mixta
71357000016,Norteamérica,0.2966,0.1588,0.535,mixta
71361000016,Norteamérica,0.5394,0.0487,0.090,semidiurna
71361000023,Norteamérica,0.5394,0.0487,0.090,semidiurna
71370000016,Norteamérica,0.6163,0.1228,0.199,semidiurna
71370000025,Norteamérica,0.5727,0.1077,0.188,semidiurna
71381000013,Norteamérica,0.3296,0.1434,0.435,mixta
71381000023,Norteamérica,0.3296,0.1434,0.435,mixta
71390000016,Norteamérica,0.9004,0.0314,0.035,semidiurna
71390000023,Norteamérica,0.8201,0.0387,0.047,semidiurna
72110400016,Norteamérica,1.1020,0.1074,0.097,semidiurna
72110400021,Norteamérica,0.7156,0.1392,0.195,semidiurna
72110600016,Norteamérica,1.1111,0.1234,0.111,semidiurna
72110600021,Norteamérica,1.0652,0.1113,0.105,semidiurna
72110600031,Norteamérica,1.1271,0.1222,0.108,semidiurna
72110600801,Norteamérica,0.5362,0.1287,0.240,semidiurna
72110800011,Norteamérica,0.5005,0.0912,0.182,semidiurna
72110800021,Norteamérica,0.1822,0.0889,0.488,mixta
72110900016,Norteamérica,0.7664,0.0914,0.119,semidiurna
72120100016,Norteamérica,0.3972,0.2641,0.665,mixta
72120100021,Norteamérica,0.3228,0.1998,0.619,mixta
72130000016,Norteamérica,0.2041,0.1033,0.506,mixta
72130000021,Norteamérica,0.1617,0.0984,0.609,mixta
72150000016,Norteamérica,0.6620,0.0928,0.140,semidiurna
72150000021,Norteamérica,0.5236,0.1026,0.196,semidiurna
72170000016,Norteamérica,0.4594,0.3233,0.704,mixta
72170000186,Norteamérica,0.3233,0.2089,0.646,mixta
72170000191,Norteamérica,0.2734,0.1780,0.651,mixta
72180100016,Norteamérica,0.5007,0.1934,0.386,mixta
72180100023,Norteamérica,0.4887,0.1907,0.390,mixta
72191000306,Norteamérica,0.8375,0.0543,0.065,semidiurna
72191000311,Norteamérica,0.3772,0.0555,0.147,semidiurna
72196000016,Norteamérica,0.3379,0.1065,0.315,mixta
72198000016,Norteamérica,0.1570,0.0264,0.168,semidiurna
72198000025,Norteamérica,0.1674,0.0389,0.233,semidiurna
72199300016,Norteamérica,0.2304,0.0637,0.277,mixta
72199400015,Norteamérica,0.2268,0.0607,0.268,mixta
72199500015,Norteamérica,1.3474,0.1572,0.117,semidiurna
72199500025,Norteamérica,1.4386,0.1621,0.113,semidiurna
72199600016,Norteamérica,1.5598,0.1333,0.085,semidiurna
72199600025,Norteamérica,1.4574,0.1587,0.109,semidiurna
72199600035,Norteamérica,1.3848,0.2021,0.146,semidiurna
72199600043,Norteamérica,1.0228,0.1332,0.130,semidiurna
72199600051,Norteamérica,0.5744,0.0683,0.119,semidiurna
72199700016,Norteamérica,1.5863,0.1498,0.094,semidiurna
72210000546,Norteamérica,0.1270,0.1279,1.006,mixta
72210000553,Norteamérica,0.1280,0.1275,0.996,mixta
72230000406,Norteamérica,2.6846,1.5884,0.592,mixta
72270100016,Norteamérica,4.1630,0.5100,0.123,semidiurna
72270100086,Norteamérica,4.3169,0.5398,0.125,semidiurna
72270300016,Norteamérica,4.3141,0.5995,0.139,semidiurna
72270300025,Norteamérica,3.8677,0.5697,0.147,semidiurna
72270300035,Norteamérica,3.3897,0.2511,0.074,semidiurna
72270300045,Norteamérica,3.6542,0.4411,0.121,semidiurna
72270300055,Norteamérica,3.1796,0.2500,0.079,semidiurna
72270300065,Norteamérica,1.8392,0.1489,0.081,semidiurna
72270400015,Norteamérica,4.3212,0.6062,0.140,semidiurna
72270400025,Norteamérica,3.5060,0.4180,0.119,semidiurna
72270400035,Norteamérica,1.5302,0.1756,0.115,semidiurna
72270400045,Norteamérica,1.0223,0.1469,0.144,semidiurna
72270700016,Norteamérica,0.1849,0.1810,0.979,mixta
72270700026,Norteamérica,0.7928,0.2594,0.327,mixta
72270700033,Norteamérica,0.5114,0.1955,0.382,mixta
72270700041,Norteamérica,0.1918,0.1342,0.700,mixta
72270700146,Norteamérica,1.8754,0.2934,0.156,semidiurna
72270700153,Norteamérica,0.9473,0.1762,0.186,semidiurna
72270900016,Norteamérica,2.3136,0.3163,0.137,semidiurna
72270900023,Norteamérica,2.8693,0.3879,0.135,semidiurna
72280100016,Norteamérica,3.9741,0.7208,0.181,semidiurna
72280100025,Norteamérica,3.7753,0.6981,0.185,semidiurna
72290000026,Norteamérica,0.2789,0.0386,0.139,semidiurna
72290000226,Norteamérica,2.9406,1.0874,0.370,mixta
72301000016,Norteamérica,0.2211,0.0433,0.196,semidiurna
72301000025,Norteamérica,0.2434,0.0255,0.105,semidiurna
72304000016,Norteamérica,0.3381,0.1061,0.314,mixta
72304000021,Norteamérica,0.3303,0.0974,0.295,mixta
72305000016,Norteamérica,0.3590,0.1057,0.294,mixta
72306000011,Norteamérica,0.3000,0.1157,0.386,mixta
72307500016,Norteamérica,0.8746,0.1075,0.123,semidiurna
72307500025,Norteamérica,0.8069,0.1019,0.126,semidiurna
72307500035,Norteamérica,0.7701,0.0988,0.128,semidiurna
72307500045,Norteamérica,0.5698,0.1075,0.189,semidiurna
72307600016,Norteamérica,0.7724,0.1635,0.212,semidiurna
72307600025,Norteamérica,0.7770,0.1430,0.184,semidiurna
72307600035,Norteamérica,0.7761,0.1337,0.172,semidiurna
72309000016,Norteamérica,0.6743,0.1549,0.230,semidiurna
72309000023,Norteamérica,0.6374,0.1693,0.266,mixta
72309000033,Norteamérica,0.6770,0.1620,0.239,semidiurna
72311100016,Norteamérica,0.6834,0.0651,0.095,semidiurna
72311100486,Norteamérica,0.0573,0.1378,2.406,diurna
72311100566,Norteamérica,0.1158,0.0873,0.753,mixta
72311100571,Norteamérica,0.1135,0.0828,0.730,mixta
72311400016,Norteamérica,0.9709,0.1593,0.164,semidiurna
72313000026,Norteamérica,0.6635,0.0642,0.097,semidiurna
72313000033,Norteamérica,0.6635,0.0642,0.097,semidiurna
72316000186,Norteamérica,0.1122,0.0842,0.751,mixta
72316000191,Norteamérica,0.1114,0.0827,0.742,mixta
72319000136,Norteamérica,0.8903,0.1225,0.138,semidiurna
72319000143,Norteamérica,0.8612,0.1605,0.186,semidiurna
72319000186,Norteamérica,0.8215,0.1362,0.166,semidiurna
72319000195,Norteamérica,0.7733,0.1206,0.156,semidiurna
72319000205,Norteamérica,0.7934,0.1235,0.156,semidiurna
72319000376,Norteamérica,0.5928,0.0839,0.142,semidiurna
72319000381,Norteamérica,0.5471,0.0839,0.153,semidiurna
72319000426,Norteamérica,0.4463,0.0279,0.062,semidiurna
72319000431,Norteamérica,0.2510,0.0661,0.263,mixta
72350100016,Norteamérica,0.1229,0.0471,0.383,mixta
72350100025,Norteamérica,0.1229,0.0471,0.383,mixta
