reach_id,continente,amplitud_m2_media_m,amplitud_o1_media_m,ratio_o1_m2,tipo_marea
41301301886,Asia Sur/Este,0.0991,0.0253,0.256,mixta
41301301893,Asia Sur/Este,0.0980,0.0231,0.236,semidiurna
41301302026,Asia Sur/Este,0.1735,0.0626,0.361,mixta
41301302035,Asia Sur/Este,0.1396,0.0626,0.449,mixta
41301400016,Asia Sur/Este,0.3075,0.2066,0.672,mixta
41301400035,Asia Sur/Este,0.2832,0.1819,0.642,mixta
41301400045,Asia Sur/Este,0.2109,0.1106,0.524,mixta
41301500016,Asia Sur/Este,0.3490,0.1613,0.462,mixta
41301500035,Asia Sur/Este,0.3506,0.1359,0.388,mixta
41301500351,Asia Sur/Este,0.3098,0.1504,0.486,mixta
41301500361,Asia Sur/Este,0.2437,0.1186,0.487,mixta
41301500536,Asia Sur/Este,0.2963,0.1589,0.536,mixta
41301500553,Asia Sur/Este,0.2990,0.1604,0.537,mixta
41301500561,Asia Sur/Este,0.2558,0.1381,0.540,mixta
41301500966,Asia Sur/Este,0.3051,0.1557,0.510,mixta
41301600025,Asia Sur/Este,0.2735,0.2101,0.768,mixta
41301600045,Asia Sur/Este,0.2496,0.1485,0.595,mixta
41301700016,Asia Sur/Este,0.2751,0.1884,0.685,mixta
41301700026,Asia Sur/Este,0.3840,0.2324,0.605,mixta
41301700043,Asia Sur/Este,0.3891,0.1932,0.497,mixta
41301700051,Asia Sur/Este,0.2486,0.1459,0.587,mixta
41301700966,Asia Sur/Este,0.6900,0.1888,0.274,mixta
41301701216,Asia Sur/Este,0.6439,0.1890,0.293,mixta
41301701233,Asia Sur/Este,0.5618,0.1799,0.320,mixta
41301701241,Asia Sur/Este,0.3093,0.1247,0.403,mixta
41301701456,Asia Sur/Este,0.1364,0.1862,1.365,mixta
41301701866,Asia Sur/Este,0.3218,0.2053,0.638,mixta
41301701883,Asia Sur/Este,0.3145,0.1955,0.622,mixta
41301702186,Asia Sur/Este,0.3136,0.1953,0.623,mixta
41301702203,Asia Sur/Este,0.3108,0.1973,0.635,mixta
41301702211,Asia Sur/Este,0.2074,0.1528,0.737,mixta
41301702826,Asia Sur/Este,0.6900,0.1888,0.274,mixta
41301800016,Asia Sur/Este,0.6683,0.1303,0.195,semidiurna
41301800035,Asia Sur/Este,0.7289,0.0920,0.126,semidiurna
41301800045,Asia Sur/Este,0.6114,0.1974,0.323,mixta
41301900016,Asia Sur/Este,0.6685,0.1356,0.203,semidiurna
41301900035,Asia Sur/Este,0.6709,0.1314,0.196,semidiurna
41301900046,Asia Sur/Este,0.3524,0.1791,0.508,mixta
41301900063,Asia Sur/Este,0.3166,0.1702,0.538,mixta
41301900071,Asia Sur/Este,0.1711,0.1275,0.745,mixta
41301900366,Asia Sur/Este,0.6179,0.1409,0.228,semidiurna
41301900373,Asia Sur/Este,0.6165,0.1399,0.227,semidiurna
41301900381,Asia Sur/Este,0.2836,0.0951,0.335,mixta
41304000016,Asia Sur/Este,0.2436,0.1893,0.777,mixta
41304000025,Asia Sur/Este,0.3904,0.1609,0.412,mixta
41304000083,Asia Sur/Este,0.4885,0.1546,0.316,mixta
41304000306,Asia Sur/Este,0.5489,0.1532,0.279,mixta
41304000325,Asia Sur/Este,0.5393,0.1509,0.280,mixta
41304000336,Asia Sur/Este,0.5621,0.2110,0.375,mixta
41304000363,Asia Sur/Este,0.5492,0.2103,0.383,mixta
41304000436,Asia Sur/Este,0.1549,0.1517,0.979,mixta
41304000453,Asia Sur/Este,0.1498,0.1562,1.043,mixta
41304000616,Asia Sur/Este,0.5015,0.1477,0.295,mixta
41304000623,Asia Sur/Este,0.4265,0.1065,0.250,semidiurna
41304000776,Asia Sur/Este,0.8236,0.1971,0.239,semidiurna
41304000783,Asia Sur/Este,0.6587,0.1286,0.195,semidiurna
41305100016,Asia Sur/Este,0.8705,0.3371,0.387,mixta
41305500016,Asia Sur/Este,0.6912,0.1264,0.183,semidiurna
41305500033,Asia Sur/Este,0.7077,0.1383,0.195,semidiurna
41305500196,Asia Sur/Este,0.7921,0.1323,0.167,semidiurna
41305500223,Asia Sur/Este,0.7156,0.1848,0.258,mixta
41305500231,Asia Sur/Este,0.5027,0.1500,0.298,mixta
41305600016,Asia Sur/Este,1.6061,0.2809,0.175,semidiurna
41305600031,Asia Sur/Este,1.4765,0.2928,0.198,semidiurna
41305600043,Asia Sur/Este,1.1923,0.2102,0.176,semidiurna
41305600051,Asia Sur/Este,0.7214,0.3948,0.547,mixta
41305700016,Asia Sur/Este,0.6401,0.1254,0.196,semidiurna
41305700026,Asia Sur/Este,0.4664,0.1563,0.335,mixta
41305700043,Asia Sur/Este,0.4654,0.1578,0.339,mixta
41305700051,Asia Sur/Este,0.3024,0.1375,0.455,mixta
41305700246,Asia Sur/Este,0.6470,0.1621,0.250,mixta
41305700273,Asia Sur/Este,0.6404,0.1620,0.253,mixta
41305700281,Asia Sur/Este,0.6227,0.1657,0.266,mixta
41305700293,Asia Sur/Este,0.5656,0.1595,0.282,mixta
41305700566,Asia Sur/Este,0.5161,0.1533,0.297,mixta
41305700593,Asia Sur/Este,0.5167,0.1526,0.295,mixta
41305700745,Asia Sur/Este,0.5432,0.1564,0.288,mixta
41305700755,Asia Sur/Este,0.3046,0.0994,0.326,mixta
41305700905,Asia Sur/Este,0.5220,0.1510,0.289,mixta
41305700926,Asia Sur/Este,0.5256,0.1425,0.271,mixta
41305700936,Asia Sur/Este,0.5017,0.1757,0.350,mixta
41305800013,Asia Sur/Este,0.6317,0.1215,0.192,semidiurna
42103000016,Asia Sur/Este,0.3385,0.0848,0.251,mixta
42104100025,Asia Sur/Este,0.2861,0.1174,0.410,mixta
42109000016,Asia Sur/Este,0.3325,0.0733,0.220,semidiurna
42305700016,Asia Sur/Este,0.0894,0.0691,0.773,mixta
42305800023,Asia Sur/Este,0.0844,0.0628,0.744,mixta
42305900016,Asia Sur/Este,0.1211,0.0837,0.691,mixta
42305900033,Asia Sur/Este,0.1202,0.0837,0.697,mixta
42305900041,Asia Sur/Este,0.1211,0.0837,0.691,mixta
42410100976,Asia Sur/Este,0.0930,0.0741,0.797,mixta
42410100993,Asia Sur/Este,0.0799,0.0790,0.988,mixta
42410101236,Asia Sur/Este,0.0694,0.0706,1.017,mixta
42410101243,Asia Sur/Este,0.0681,0.0686,1.008,mixta
42410101316,Asia Sur/Este,0.0910,0.0420,0.462,mixta
42410101333,Asia Sur/Este,0.0910,0.0420,0.462,mixta
42410101341,Asia Sur/Este,0.0768,0.0420,0.547,mixta
42410101506,Asia Sur/Este,0.0366,0.0707,1.933,diurna
42410101521,Asia Sur/Este,0.0447,0.0673,1.504,diurna
42410200771,Asia Sur/Este,0.1185,0.0684,0.577,mixta
42410200781,Asia Sur/Este,0.1046,0.0993,0.949,mixta
42410201281,Asia Sur/Este,0.1420,0.0798,0.562,mixta
42410300016,Asia Sur/Este,0.4372,0.0441,0.101,semidiurna
42410300035,Asia Sur/Este,0.4372,0.0438,0.100,semidiurna
42410400016,Asia Sur/Este,1.0063,0.1793,0.178,semidiurna
42410400031,Asia Sur/Este,0.8712,0.2905,0.334,mixta
42410400041,Asia Sur/Este,0.2073,0.9375,4.522,diurna
42410700016,Asia Sur/Este,0.0867,0.0721,0.831,mixta
42410700066,Asia Sur/Este,0.9815,0.1550,0.158,semidiurna
42410900025,Asia Sur/Este,2.8052,0.5468,0.195,semidiurna
42410900035,Asia Sur/Este,2.9063,0.6033,0.208,semidiurna
42410900045,Asia Sur/Este,2.8118,0.3940,0.140,semidiurna
42410900066,Asia Sur/Este,3.4080,1.4572,0.428,mixta
42410900085,Asia Sur/Este,2.8353,1.1887,0.419,mixta
42410900095,Asia Sur/Este,2.4943,0.3978,0.159,semidiurna
42410900105,Asia Sur/Este,2.7808,0.3016,0.108,semidiurna
42410900115,Asia Sur/Este,2.5007,0.2582,0.103,semidiurna
42410900125,Asia Sur/Este,2.3977,0.3029,0.126,semidiurna
42410900326,Asia Sur/Este,2.5098,0.5472,0.218,semidiurna
42430700016,Asia Sur/Este,1.3908,0.1356,0.097,semidiurna
42430700035,Asia Sur/Este,1.6748,0.1618,0.097,semidiurna
42430800011,Asia Sur/Este,1.5346,0.2350,0.153,semidiurna
42430800021,Asia Sur/Este,0.7837,0.1850,0.236,semidiurna
42430900011,Asia Sur/Este,1.0968,0.3068,0.280,mixta
42430900021,Asia Sur/Este,0.4545,0.1622,0.357,mixta
42430900191,Asia Sur/Este,1.3154,0.2164,0.165,semidiurna
42430900201,Asia Sur/Este,0.6028,0.1730,0.287,mixta
42440100011,Asia Sur/Este,1.6668,0.2859,0.172,semidiurna
42440100051,Asia Sur/Este,1.6893,0.3746,0.222,semidiurna
42440100071,Asia Sur/Este,1.0677,0.2718,0.255,mixta
42440100101,Asia Sur/Este,1.4150,1.2994,0.918,mixta
42450000016,Asia Sur/Este,1.9512,0.1740,0.089,semidiurna
42450000035,Asia Sur/Este,1.9043,0.2005,0.105,semidiurna
42450000045,Asia Sur/Este,1.7084,0.2185,0.128,semidiurna
42450000061,Asia Sur/Este,1.7319,0.2702,0.156,semidiurna
42450000466,Asia Sur/Este,0.1500,0.1254,0.836,mixta
42450000483,Asia Sur/Este,0.1500,0.1254,0.836,mixta
42450000491,Asia Sur/Este,0.1500,0.1254,0.836,mixta
42460000015,Asia Sur/Este,1.1948,0.2901,0.243,semidiurna
42460000025,Asia Sur/Este,0.8840,0.1985,0.225,semidiurna
42460000035,Asia Sur/Este,0.8005,0.3426,0.428,mixta
42460000045,Asia Sur/Este,0.5939,0.2446,0.412,mixta
42460000055,Asia Sur/Este,0.5073,0.2126,0.419,mixta
42460000065,Asia Sur/Este,0.4491,0.1468,0.327,mixta
42470000016,Asia Sur/Este,1.2896,0.2399,0.186,semidiurna
42470000035,Asia Sur/Este,1.3243,0.2444,0.185,semidiurna
42481100015,Asia Sur/Este,0.6703,0.2340,0.349,mixta
42490100016,Asia Sur/Este,0.1059,0.1213,1.146,mixta
42490100045,Asia Sur/Este,0.7158,0.2182,0.305,mixta
42490300016,Asia Sur/Este,0.3948,0.2597,0.658,mixta
42490400016,Asia Sur/Este,0.7965,0.2182,0.274,mixta
42490400033,Asia Sur/Este,0.7663,0.1922,0.251,mixta
42490900016,Asia Sur/Este,0.1400,0.1445,1.032,mixta
43110000016,Asia Sur/Este,0.6530,0.6644,1.018,mixta
43110000021,Asia Sur/Este,0.6530,0.6644,1.018,mixta
43120100033,Asia Sur/Este,0.1259,0.1281,1.017,mixta
43130000246,Asia Sur/Este,0.1792,0.1519,0.847,mixta
43170000225,Asia Sur/Este,0.3538,0.1340,0.379,mixta
43170000236,Asia Sur/Este,0.1211,0.0373,0.308,mixta
43170000245,Asia Sur/Este,0.1130,0.0396,0.350,mixta
43170000486,Asia Sur/Este,0.7809,0.2477,0.317,mixta
43170000505,Asia Sur/Este,0.8256,0.2333,0.283,mixta
43170000525,Asia Sur/Este,0.2194,0.0856,0.390,mixta
43170000535,Asia Sur/Este,0.1597,0.0537,0.337,mixta
43170000636,Asia Sur/Este,0.2337,0.0930,0.398,mixta
43170000646,Asia Sur/Este,0.1957,0.0801,0.409,mixta
43170000656,Asia Sur/Este,0.2275,0.0832,0.366,mixta
43180000045,Asia Sur/Este,0.3381,0.1677,0.496,mixta
43301000016,Asia Sur/Este,0.1723,0.2240,1.300,mixta
43301000023,Asia Sur/Este,0.1524,0.2001,1.313,mixta
43302000015,Asia Sur/Este,0.2180,0.0867,0.398,mixta
43303000016,Asia Sur/Este,0.3307,0.1289,0.390,mixta
43305100016,Asia Sur/Este,0.2740,0.1121,0.409,mixta
43305100023,Asia Sur/Este,0.2076,0.1267,0.610,mixta
43305100036,Asia Sur/Este,0.3223,0.1617,0.502,mixta
43305100043,Asia Sur/Este,0.2144,0.0977,0.455,mixta
43305300011,Asia Sur/Este,0.2405,0.1402,0.583,mixta
43305300386,Asia Sur/Este,0.2172,0.1418,0.653,mixta
43305400011,Asia Sur/Este,0.8813,0.1210,0.137,semidiurna
43305500016,Asia Sur/Este,1.0391,0.2962,0.285,mixta
43305500033,Asia Sur/Este,0.8221,0.1879,0.229,semidiurna
43305700016,Asia Sur/Este,0.6714,0.9293,1.384,mixta
43305800366,Asia Sur/Este,0.1995,0.1824,0.914,mixta
43305800375,Asia Sur/Este,0.2007,0.1839,0.916,mixta
43305900016,Asia Sur/Este,0.9444,0.2673,0.283,mixta
43307000041,Asia Sur/Este,0.6990,0.0922,0.132,semidiurna
43307000051,Asia Sur/Este,1.4729,0.1518,0.103,semidiurna
43307000071,Asia Sur/Este,0.7524,0.2017,0.268,mixta
43307000101,Asia Sur/Este,1.2174,0.1393,0.114,semidiurna
43307000115,Asia Sur/Este,1.3518,0.3313,0.245,semidiurna
43307000125,Asia Sur/Este,1.6726,0.2719,0.163,semidiurna
43307000135,Asia Sur/Este,1.5482,0.2889,0.187,semidiurna
43307000155,Asia Sur/Este,1.4828,0.2686,0.181,semidiurna
43309000016,Asia Sur/Este,0.9925,0.1303,0.131,semidiurna
43309000035,Asia Sur/Este,1.0006,0.1341,0.134,semidiurna
43309000045,Asia Sur/Este,0.9937,0.1363,0.137,semidiurna
43309000055,Asia Sur/Este,0.7890,0.1394,0.177,semidiurna
43309000065,Asia Sur/Este,0.9702,0.1806,0.186,semidiurna
43309000075,Asia Sur/Este,1.0596,0.1743,0.164,semidiurna
43309000085,Asia Sur/Este,1.1145,0.1407,0.126,semidiurna
43309000095,Asia Sur/Este,1.0555,0.1613,0.153,semidiurna
43309000105,Asia Sur/Este,1.0932,0.1469,0.134,semidiurna
43309000125,Asia Sur/Este,0.9251,0.0906,0.098,semidiurna
43309000145,Asia Sur/Este,0.8848,0.0728,0.082,semidiurna
43309000155,Asia Sur/Este,0.7195,0.1248,0.173,semidiurna
43309000165,Asia Sur/Este,0.5818,0.1485,0.255,mixta
43309000175,Asia Sur/Este,0.9337,0.2044,0.219,semidiurna
43309000185,Asia Sur/Este,1.0276,0.1680,0.163,semidiurna
43309000346,Asia Sur/Este,1.3495,0.1197,0.089,semidiurna
43309000365,Asia Sur/Este,1.3495,0.1197,0.089,semidiurna
43309000375,Asia Sur/Este,1.3495,0.1197,0.089,semidiurna
43309000385,Asia Sur/Este,1.1663,0.1628,0.140,semidiurna
43309000395,Asia Sur/Este,1.2048,0.1885,0.156,semidiurna
43309000405,Asia Sur/Este,1.1328,0.3499,0.309,mixta
43309000415,Asia Sur/Este,0.9807,0.0912,0.093,semidiurna
43309000425,Asia Sur/Este,1.1640,0.0909,0.078,semidiurna
43309000435,Asia Sur/Este,1.1814,0.1853,0.157,semidiurna
43309000445,Asia Sur/Este,1.1494,0.1986,0.173,semidiurna
43309000455,Asia Sur/Este,1.1569,0.1620,0.140,semidiurna
43309000466,Asia Sur/Este,1.0877,0.1930,0.177,semidiurna
43309000485,Asia Sur/Este,1.0743,0.1525,0.142,semidiurna
43309000495,Asia Sur/Este,1.0740,0.1420,0.132,semidiurna
43309000505,Asia Sur/Este,1.0637,0.1418,0.133,semidiurna
43309000516,Asia Sur/Este,0.4698,0.2830,0.602,mixta
43309000521,Asia Sur/Este,0.5002,0.2757,0.551,mixta
43309000606,Asia Sur/Este,0.6960,0.0405,0.058,semidiurna
43309000676,Asia Sur/Este,0.0988,0.4033,4.080,diurna
43309000745,Asia Sur/Este,0.8883,0.0963,0.108,semidiurna
43309000755,Asia Sur/Este,0.7244,0.1395,0.193,semidiurna
43410000015,Asia Sur/Este,0.5701,0.1485,0.260,mixta
43410000021,Asia Sur/Este,0.6402,0.1518,0.237,semidiurna
43410000041,Asia Sur/Este,0.6317,0.1262,0.200,semidiurna
43410000061,Asia Sur/Este,0.6088,0.1200,0.197,semidiurna
43410000071,Asia Sur/Este,0.6903,0.1430,0.207,semidiurna
43410000081,Asia Sur/Este,0.7030,0.1169,0.166,semidiurna
43430100011,Asia Sur/Este,0.6848,0.1836,0.268,mixta
43501000025,Asia Sur/Este,1.1354,0.1300,0.114,semidiurna
43501000035,Asia Sur/Este,1.1008,0.0938,0.085,semidiurna
43501000045,Asia Sur/Este,1.0636,0.0901,0.085,semidiurna
43501000055,Asia Sur/Este,1.0080,0.0800,0.079,semidiurna
43501000065,Asia Sur/Este,0.5066,0.1864,0.368,mixta
43501000075,Asia Sur/Este,1.0644,0.1498,0.141,semidiurna
43501000095,Asia Sur/Este,0.1445,0.0807,0.558,mixta
43502000015,Asia Sur/Este,0.9076,0.1185,0.131,semidiurna
43502000025,Asia Sur/Este,0.9628,0.1146,0.119,semidiurna
43502000035,Asia Sur/Este,0.9273,0.1216,0.131,semidiurna
43502000045,Asia Sur/Este,0.7599,0.1540,0.203,semidiurna
43502000055,Asia Sur/Este,0.6511,0.0970,0.149,semidiurna
43502000065,Asia Sur/Este,0.6233,0.0909,0.146,semidiurna
43503000015,Asia Sur/Este,0.8488,0.1225,0.144,semidiurna
43504100025,Asia Sur/Este,1.6822,0.1383,0.082,semidiurna
43504100035,Asia Sur/Este,1.1393,0.1041,0.091,semidiurna
43504100045,Asia Sur/Este,0.8121,0.0993,0.122,semidiurna
43504100055,Asia Sur/Este,0.5524,0.2321,0.420,mixta
43504100065,Asia Sur/Este,0.3654,0.2454,0.671,mixta
43504100075,Asia Sur/Este,0.3033,0.2985,0.984,mixta
43504100085,Asia Sur/Este,0.4726,0.3661,0.775,mixta
43504100126,Asia Sur/Este,1.9201,0.1017,0.053,semidiurna
43505000016,Asia Sur/Este,2.0488,0.3108,0.152,semidiurna
43505000035,Asia Sur/Este,2.1180,0.2314,0.109,semidiurna
43505000046,Asia Sur/Este,1.7294,0.2608,0.151,semidiurna
43505000506,Asia Sur/Este,0.8305,0.2000,0.241,semidiurna
43505000523,Asia Sur/Este,0.8521,0.2034,0.239,semidiurna
43505000531,Asia Sur/Este,0.9165,0.1869,0.204,semidiurna
43505000541,Asia Sur/Este,0.7082,0.0805,0.114,semidiurna
43506000015,Asia Sur/Este,1.9290,0.5891,0.305,mixta
43507000016,Asia Sur/Este,1.9819,0.2190,0.111,semidiurna
43507000035,Asia Sur/Este,1.2825,0.1597,0.125,semidiurna
43507000676,Asia Sur/Este,2.2742,0.2914,0.128,semidiurna
43507000695,Asia Sur/Este,2.2596,0.2420,0.107,semidiurna
43507000705,Asia Sur/Este,2.3607,0.3423,0.145,semidiurna
43507000715,Asia Sur/Este,2.0633,0.9012,0.437,mixta
43507001186,Asia Sur/Este,1.7068,0.0850,0.050,semidiurna
43507001205,Asia Sur/Este,1.7331,0.1250,0.072,semidiurna
43507001215,Asia Sur/Este,1.5711,0.1857,0.118,semidiurna
43507001356,Asia Sur/Este,0.9937,0.3374,0.339,mixta
43507001676,Asia Sur/Este,2.2938,0.4385,0.191,semidiurna
43507001695,Asia Sur/Este,2.2286,0.3140,0.141,semidiurna
43507001705,Asia Sur/Este,2.2444,0.2592,0.115,semidiurna
43507001715,Asia Sur/Este,1.8248,0.2378,0.130,semidiurna
43507001876,Asia Sur/Este,1.9361,0.1041,0.054,semidiurna
43507001895,Asia Sur/Este,1.6724,0.1815,0.109,semidiurna
43508100025,Asia Sur/Este,1.7550,0.0962,0.055,semidiurna
43508100033,Asia Sur/Este,1.5928,0.1367,0.086,semidiurna
43508100043,Asia Sur/Este,1.1972,0.2139,0.179,semidiurna
43508300011,Asia Sur/Este,1.1281,0.2340,0.207,semidiurna
43508300021,Asia Sur/Este,0.9968,0.2359,0.237,semidiurna
43509000016,Asia Sur/Este,1.7484,0.1249,0.071,semidiurna
43509000035,Asia Sur/Este,1.6193,0.1312,0.081,semidiurna
43509000046,Asia Sur/Este,1.8046,0.1759,0.097,semidiurna
43509000065,Asia Sur/Este,1.7840,0.1203,0.067,semidiurna
43610200016,Asia Sur/Este,2.1843,0.0923,0.042,semidiurna
43610200025,Asia Sur/Este,2.0660,0.1394,0.067,semidiurna
43610200035,Asia Sur/Este,1.6008,0.1442,0.090,semidiurna
43610400025,Asia Sur/Este,1.9229,0.2299,0.120,semidiurna
43610500036,Asia Sur/Este,2.0501,0.2571,0.125,semidiurna
43610500055,Asia Sur/Este,0.4298,0.0927,0.216,semidiurna
43610600015,Asia Sur/Este,1.6832,0.2488,0.148,semidiurna
43610700025,Asia Sur/Este,1.6063,0.2571,0.160,semidiurna
43610700165,Asia Sur/Este,0.2545,0.0836,0.329,mixta
43610700196,Asia Sur/Este,1.8849,0.2857,0.152,semidiurna
43610700206,Asia Sur/Este,0.3522,0.0758,0.215,semidiurna
43630000095,Asia Sur/Este,0.5865,0.4447,0.758,mixta
43630000105,Asia Sur/Este,0.4979,0.4627,0.929,mixta
43630000125,Asia Sur/Este,0.4446,0.4695,1.056,mixta
43630000186,Asia Sur/Este,0.4957,0.2829,0.571,mixta
43630000215,Asia Sur/Este,0.4878,0.2404,0.493,mixta
43630000225,Asia Sur/Este,0.3786,0.2565,0.677,mixta
43630000846,Asia Sur/Este,0.5500,0.2528,0.460,mixta
43630000865,Asia Sur/Este,0.5455,0.2693,0.494,mixta
43630001105,Asia Sur/Este,0.1893,0.2627,1.388,mixta
43630001145,Asia Sur/Este,0.1570,0.1974,1.257,mixta
43630001195,Asia Sur/Este,0.1119,0.0904,0.808,mixta
43630001215,Asia Sur/Este,0.0894,0.0833,0.932,mixta
43630001506,Asia Sur/Este,0.1732,0.2246,1.297,mixta
43630001525,Asia Sur/Este,0.1319,0.1133,0.859,mixta
43630001535,Asia Sur/Este,0.0923,0.1162,1.259,mixta
43630001545,Asia Sur/Este,0.0597,0.0953,1.597,diurna
43630001585,Asia Sur/Este,0.6128,0.4662,0.761,mixta
43630001615,Asia Sur/Este,0.5689,0.4826,0.848,mixta
43630001635,Asia Sur/Este,0.4846,0.6338,1.308,mixta
43630001645,Asia Sur/Este,0.5155,0.4752,0.922,mixta
43630001655,Asia Sur/Este,0.5686,0.5393,0.949,mixta
43630001665,Asia Sur/Este,0.5708,0.4828,0.846,mixta
43630001686,Asia Sur/Este,0.1447,0.2234,1.544,diurna
43630001696,Asia Sur/Este,0.1696,0.1723,1.016,mixta
43630001706,Asia Sur/Este,0.1098,0.1649,1.502,diurna
43640100025,Asia Sur/Este,0.4184,0.3969,0.949,mixta
43640100035,Asia Sur/Este,0.5438,0.4500,0.827,mixta
43640100045,Asia Sur/Este,0.5418,0.5238,0.967,mixta
43650000016,Asia Sur/Este,0.5547,0.3791,0.683,mixta
43650000031,Asia Sur/Este,0.4928,0.4138,0.840,mixta
43650000045,Asia Sur/Este,0.4320,0.4195,0.971,mixta
43650000106,Asia Sur/Este,0.4295,0.2755,0.641,mixta
43650000125,Asia Sur/Este,0.3945,0.2579,0.654,mixta
43650000135,Asia Sur/Este,0.5477,0.4712,0.860,mixta
43650000145,Asia Sur/Este,0.5343,0.4694,0.878,mixta
43650000155,Asia Sur/Este,0.4761,0.3991,0.838,mixta
43650000165,Asia Sur/Este,0.4346,0.3564,0.820,mixta
43650000195,Asia Sur/Este,0.4882,0.4888,1.001,mixta
43650000205,Asia Sur/Este,0.4585,0.2990,0.652,mixta
43650000215,Asia Sur/Este,0.4556,0.2872,0.630,mixta
43650000225,Asia Sur/Este,0.4760,0.3220,0.677,mixta
43650000245,Asia Sur/Este,0.4684,0.3115,0.665,mixta
43650000255,Asia Sur/Este,0.4272,0.3108,0.728,mixta
43650000265,Asia Sur/Este,0.3322,0.2883,0.868,mixta
43650000275,Asia Sur/Este,0.2872,0.2751,0.958,mixta
43650000285,Asia Sur/Este,0.3249,0.2168,0.667,mixta
43650000485,Asia Sur/Este,0.6988,0.4311,0.617,mixta
43650000495,Asia Sur/Este,0.6706,0.4086,0.609,mixta
43650000505,Asia Sur/Este,0.6574,0.4146,0.631,mixta
43650000575,Asia Sur/Este,0.4688,0.4555,0.971,mixta
43650000585,Asia Sur/Este,0.6021,0.4392,0.729,mixta
43650000595,Asia Sur/Este,0.4446,0.4136,0.930,mixta
43650000625,Asia Sur/Este,0.5082,0.4730,0.931,mixta
43650000645,Asia Sur/Este,0.3938,0.2912,0.740,mixta
43650000655,Asia Sur/Este,0.3966,0.3062,0.772,mixta
43650000675,Asia Sur/Este,0.4208,0.3154,0.750,mixta
43650000685,Asia Sur/Este,0.5994,0.4942,0.824,mixta
43650000705,Asia Sur/Este,0.6174,0.4915,0.796,mixta
43650000755,Asia Sur/Este,0.3267,0.2732,0.836,mixta
43650000765,Asia Sur/Este,0.4382,0.2462,0.562,mixta
43650000795,Asia Sur/Este,0.4951,0.1580,0.319,mixta
43650000815,Asia Sur/Este,0.5286,0.3712,0.702,mixta
43650000825,Asia Sur/Este,0.5469,0.3549,0.649,mixta
43650000835,Asia Sur/Este,0.2980,0.2718,0.912,mixta
43650000845,Asia Sur/Este,0.6348,0.4100,0.646,mixta
43650000865,Asia Sur/Este,0.3728,0.2958,0.793,mixta
43650000875,Asia Sur/Este,0.2895,0.2963,1.024,mixta
43650000895,Asia Sur/Este,0.5701,0.3698,0.649,mixta
43650000935,Asia Sur/Este,0.2540,0.1557,0.613,mixta
43650000945,Asia Sur/Este,0.2769,0.1581,0.571,mixta
43670100016,Asia Sur/Este,0.3892,0.4129,1.061,mixta
43670100096,Asia Sur/Este,0.4942,0.3295,0.667,mixta
43670100115,Asia Sur/Este,0.3042,0.2131,0.700,mixta
43670100216,Asia Sur/Este,0.2559,0.2182,0.853,mixta
43670100235,Asia Sur/Este,0.2339,0.1999,0.854,mixta
43670300586,Asia Sur/Este,0.3723,0.2561,0.688,mixta
43670300596,Asia Sur/Este,0.5640,0.2857,0.507,mixta
43670500016,Asia Sur/Este,0.1291,0.4867,3.769,diurna
43670500026,Asia Sur/Este,0.7431,0.3713,0.500,mixta
43670500045,Asia Sur/Este,0.4900,0.2462,0.502,mixta
43670500146,Asia Sur/Este,0.2441,0.5653,2.316,diurna
43670500165,Asia Sur/Este,0.2135,0.5508,2.580,diurna
43670500185,Asia Sur/Este,0.0706,0.0398,0.564,mixta
43670500416,Asia Sur/Este,0.4305,0.1614,0.375,mixta
43670500435,Asia Sur/Este,0.3744,0.1317,0.352,mixta
43670500496,Asia Sur/Este,0.1500,0.4958,3.305,diurna
43670500515,Asia Sur/Este,0.1681,0.4890,2.909,diurna
43670500525,Asia Sur/Este,0.0597,0.0329,0.551,mixta
43670600025,Asia Sur/Este,0.2783,0.6242,2.243,diurna
43670600035,Asia Sur/Este,0.2382,0.5409,2.271,diurna
43670600925,Asia Sur/Este,0.3141,0.6685,2.129,diurna
43670600935,Asia Sur/Este,0.3392,0.5166,1.523,diurna
43670601305,Asia Sur/Este,0.2627,0.4564,1.737,diurna
43670700016,Asia Sur/Este,0.1519,0.2944,1.939,diurna
43670700035,Asia Sur/Este,0.1997,0.5571,2.789,diurna
43670700045,Asia Sur/Este,0.1659,0.7284,4.390,diurna
43670700055,Asia Sur/Este,0.1600,0.6762,4.226,diurna
43670700065,Asia Sur/Este,0.1577,0.5945,3.771,diurna
43670700075,Asia Sur/Este,0.1318,0.3491,2.648,diurna
43670700085,Asia Sur/Este,0.1208,0.2984,2.470,diurna
43670700125,Asia Sur/Este,0.1691,0.6088,3.600,diurna
43670700145,Asia Sur/Este,0.1383,0.6614,4.782,diurna
43670700155,Asia Sur/Este,0.1540,0.5751,3.733,diurna
43670700181,Asia Sur/Este,0.2044,0.5886,2.880,diurna
43670700195,Asia Sur/Este,0.1792,0.4933,2.752,diurna
43670700205,Asia Sur/Este,0.1610,0.6362,3.951,diurna
43670700346,Asia Sur/Este,0.1561,0.2672,1.713,diurna
43670700365,Asia Sur/Este,0.2664,0.4387,1.647,diurna
43670700376,Asia Sur/Este,0.3258,1.1202,3.438,diurna
43670700395,Asia Sur/Este,0.2884,1.0906,3.782,diurna
43670700405,Asia Sur/Este,0.2392,1.0243,4.282,diurna
