MJD,Scaled_flux,Error
60319.54761314815,0.5998379382435421,0.32523489483544044
60319.5476249537,0.5951206479528115,0.3251930556343622
60319.54763675926,1.3769406125649524,0.3324706688493561
60319.54764855324,1.7589995376471272,0.33627025682785155
60319.54766034722,1.7419668696855253,0.3360975792320073
60319.54767212963,1.1837273844664724,0.33060890464646525
60319.54768393518,1.4154153093759403,0.3328462435216114
60319.54769575231,1.0147457005023732,0.32901425176475174
60319.54770753472,1.9009868397331222,0.3377214784172931
60319.54771935185,0.768493544227337,0.32674756502002167
60319.54773114583,1.189016224108131,0.3306593236228348
60319.54774296296,0.8241822562564249,0.3272541728278405
60319.54775476852,1.2026314478771307,0.33078926014278204
60319.54776657408,0.9678464243836179,0.3285772982068527
60319.54777833333,0.9784039600309822,0.3286754466923747
60319.54779012731,1.2436642390773651,0.33118208513005665
60319.54780193287,1.2676101440817313,0.331412181146943
60319.54781373843,1.2813486539278274,0.3315444770005849
60319.547825532405,1.5495650252098656,0.33416819945546883
60319.547837349535,1.1977630025360635,0.330742774883761
60319.547849131945,1.5322981734577465,0.3339969669734919
60319.54786094908,1.0378555422237044,0.3292304656879892
60319.54787274305,0.5679807976188763,0.3249528430894542
60319.54788454861,0.58335307495946,0.325088797228878
60319.547896365744,0.7961030392162649,0.32699829193121077
60319.54790815972,0.8748032008534429,0.3277177290567332
60319.54791996528,1.2333416036058575,0.33108308837555833
60319.54793178241,1.746964600781125,0.33614821490052466
60319.54794357639,0.8366933589466548,0.32736847223143756
60319.547955381946,0.16811195719005392,0.3215134848304539
60319.54796719908,1.332700765481901,0.3320407953401631
60319.54797898148,1.0047184490330925,0.3289206228153509
60319.54799078704,0.6848213187135666,0.32599303241448724
60319.54800260417,0.9673984234753514,0.3285731361114544
60319.54801439815,1.335046799478519,0.33206353822368345
60319.54802622685,0.9013751932247158,0.32796221784542545
60319.54803803241,0.4901027346777759,0.32426829210378033
60319.54804982639,1.2276269313205517,0.3310283333412492
60319.54806164352,1.1386680641910538,0.33018059868492444
60319.54807344908,1.3978513268668704,0.33267459274109584
60319.548085243056,1.0962347909208536,0.3297793029394953
60319.54809704861,1.415207688126862,0.33284421252079355
60319.54810885416,0.9834819041256745,0.3287226983968876
60319.54812064815,1.1998551188420077,0.33076274779892795
60319.5481324537,1.122577794238115,0.33002819707556486
60319.54814425926,1.1324584158079907,0.33012174910957715
60319.54815605324,1.0315603341270687,0.32917150922866006
60319.54816787037,1.312289742830901,0.3318431793260864
60319.54817967593,0.9614409344649716,0.3285178101911761
60319.54819148148,1.2742046004434526,0.3314756571892194
60319.54820328704,1.5032742802413936,0.3337098584315412
60319.54821508102,0.6915539597064447,0.3260534491970906
60319.54822689815,1.2084384189358377,0.33084474072499975
60319.548238738425,0.6235604234396505,0.32544568672342594
60319.54825054398,0.8931610606359643,0.32788655464777106
60319.54826236111,0.8829705384088397,0.32779279194070066
60319.54827414352,1.0062130025404938,0.3289345710161705
60319.54828597223,1.132598092548291,0.33012307237459476
60319.5482977662,1.326847962650164,0.3319840832381187
60319.54830957176,1.152282753388146,0.3303097756254852
60319.54832136574,0.8160572734511401,0.3271800393239758
60319.54833319444,0.8409490582387736,0.3274073920192201
60319.54834498843,1.0743553689452616,0.3295731659403386
60319.54835679398,0.7913542145516556,0.326955105248208
60319.548368587966,1.4600616716220216,0.3332840623053639
60319.54838039352,0.6517314464138596,0.3256968495410407
60319.5483921875,0.4999440578648905,0.3243544085283855
60319.54840399305,1.1314364988208836,0.33011206836067747
60319.54841577546,0.9185231019692591,0.32812041796943564
60319.54842759259,0.8617174385632698,0.3275976197917522
60319.54843938658,0.8122396075862326,0.3271452322512393
60319.54845119213,1.239237196423159,0.3311396143623668
60319.548462997685,1.6891002793332155,0.33556355201242505
60319.54847476852,0.8484959095698527,0.32747646089825744
60319.54848658565,0.9340461574980731,0.3282639130022115
60319.54849836806,0.6298922562490972,0.3255020594767041
60319.54851018519,0.6194356605818689,0.3254089885236978
60319.54852196759,0.5702667675749965,0.3249730431534573
60319.54853377315,1.248125426774306,0.3312249051517547
60319.54854556713,0.7061732219243885,0.32618481709380825
60319.54855734954,1.3248220455176198,0.33196446130486984
60319.54856915509,0.8440271684266487,0.32743555513961187
60319.54858096065,1.335153709879821,0.33206457477498846
60319.54859275463,1.4218458546170647,0.33290917164750145
60319.54860457176,1.1752383663207484,0.3305280423852202
60319.54861636574,0.9904874080214859,0.3287879339261169
60319.54862815972,1.1376421725663104,0.3301708732528031
