agente,tamano_parche_ha,shap_lst_c,shap_se_c,shap_banda_inf_c,shap_banda_sup_c
Insect,2.387772,-0.422737035188209,0.0096954337156549,-0.421077292074511,-0.378672584778056
Insect,3.13964470741883,-0.393319028309035,0.0076457133029167,-0.383070404497472,-0.345374319816862
Insect,3.89151741483766,-0.356987944443109,0.0071682354907301,-0.342149694105522,-0.307501420698594
Insect,4.64339012225648,-0.312039403438218,0.0072274211313919,-0.296320282696936,-0.263045021382248
Insect,5.39526282967531,-0.25676902514215,0.0068583420610721,-0.242634953980286,-0.210924540467988
Insect,6.14713553709414,-0.190373239376283,0.0060493703365195,-0.18082270515896,-0.153001797455087
Insect,6.89900824451297,-0.119436169138335,0.006067828370584,-0.117856751080522,-0.0939696684320353
Insect,7.65088095193179,-0.0541621012592583,0.0069187082689297,-0.0604091340229045,-0.0409675760767921
Insect,8.40275365935062,-0.0047380120272403,0.0070140299402012,-0.0145871930780463,-0.0011206483855689
Insect,9.15462636676945,0.0241422138753222,0.0062655231866567,0.0154087319389795,0.0247732569607895
Insect,9.90649907418828,0.0386706064977815,0.0066614936937108,0.0306423919739572,0.0387898522950141
Insect,10.6583717816071,0.0463208191652167,0.0077868628368531,0.0388180734118284,0.0481887203995463
Insect,11.4102444890259,0.054025333461894,0.0075976484565895,0.0463717049344159,0.057427380026342
Insect,12.1621171964448,0.0634652804610941,0.0066246512583932,0.0557995952402727,0.0676404212976824
Insect,12.9139899038636,0.0733699925189669,0.0068256302750687,0.0647037701938954,0.0763217441752381
Insect,13.6658626112824,0.0824359876393136,0.0078682881746308,0.0723501922132738,0.0826800853771792
Insect,14.4177353187012,0.0897039895031329,0.0080015972232321,0.0768261202623251,0.0863077921056693
Insect,15.1696080261201,0.0953989745089679,0.0073126765784917,0.0802919989559709,0.0905430834571031
Insect,15.9214807335389,0.100000413253481,0.0068037554194161,0.0831824178632114,0.0919737381787249
Insect,16.6733534409577,0.103987776333333,0.0071977155007729,0.0859319665530469,0.0950089312679049
Insect,17.4252261483766,0.107838842265058,0.008027329662732,0.0881064801918308,0.0981029005381988
Insect,18.1770988557954,0.111840667561671,0.0084444448649771,0.0911069893046942,0.102089504093968
Insect,18.9289715632142,0.115917209074636,0.0082979955670551,0.0949651875285017,0.105963053113241
