outcome,organ,n_cases,n,beta,se,hr,ci_lower,ci_upper,p_value,outcome_label,organ_label
ckd,Heart,2378,43019,0.398150268314857,0.024804837723769,1.48906777280105,1.41840596290379,1.5632497958873,5.59654464685174e-58,Chronic kidney disease,Heart
ckd,Immune,2378,43019,0.468059742362622,0.0274180893840808,1.59689280198618,1.5133432476056,1.68505500987298,2.431419893597e-65,Chronic kidney disease,Immune
ckd,Intestine,2378,43019,0.657073992350675,0.0308659480522307,1.92913939154189,1.81589388630355,2.04944728327396,1.4668568988505e-100,Chronic kidney disease,Intestine
ckd,Kidney,2378,43019,0.578410364633213,0.0305338478046871,1.78320153630537,1.67961587699573,1.89317555438297,5.0198904282516e-80,Chronic kidney disease,Kidney
ckd,Liver,2378,43019,0.425119504534397,0.0272931973589228,1.52977322357703,1.45009028598121,1.61383476477104,1.05942320154997e-54,Chronic kidney disease,Liver
ckd,Lung,2378,43019,0.314342261643675,0.0253883957398813,1.36935833518571,1.30288615173387,1.43922187494829,3.29805956855799e-35,Chronic kidney disease,Lung
ckd,Muscle,2378,43019,0.307975750200727,0.0263782709466669,1.36066799261138,1.29210838242875,1.43286539371952,1.70347565241106e-31,Chronic kidney disease,Muscle
ckd,Pancreas,2378,43019,0.509953943601977,0.0273081799287456,1.66521449939796,1.57843033513813,1.75677017051407,8.05302924866902e-78,Chronic kidney disease,Pancreas
ld,Organismal,1304,43429,0.0760163243066623,0.0330954981293628,1.07898018761698,1.01121273666219,1.1512891432843,0.0216257255827933,Chronic liver disease,Organismal
ld,Artery,1304,43429,0.0944641636477488,0.0350666698508276,1.09906977577561,1.02606875141746,1.17726455498692,0.00706330614678152,Chronic liver disease,Artery
ld,Brain,1304,43429,0.115333871254212,0.0337947742862502,1.12224806139819,1.05032257448849,1.19909896435897,0.000643056357097619,Chronic liver disease,Brain
ld,Heart,1304,43429,0.128840149545329,0.0334244456646457,1.13750827841656,1.06537775930254,1.21452233460673,0.000115886663812255,Chronic liver disease,Heart
