masa_final_source_Msun,espin_final,masa_1_source_Msun,masa_2_source_Msun
62.572,0.6733,33.188,32.487
63.383,0.6780,33.724,32.833
62.786,0.6824,33.136,32.818
62.216,0.6620,33.724,31.517
62.586,0.6785,33.433,32.285
62.833,0.6659,33.723,32.185
63.179,0.6807,33.792,32.565
62.598,0.6779,33.055,32.675
62.240,0.6683,33.133,32.165
62.342,0.6721,33.392,32.040
62.171,0.6724,32.690,32.561
62.586,0.6726,33.064,32.619
62.755,0.6817,33.357,32.562
63.374,0.6840,33.572,33.012
62.913,0.6695,34.146,31.863
62.454,0.6783,33.635,31.943
63.089,0.6763,34.138,32.106
62.140,0.6746,33.720,31.508
62.555,0.6801,33.156,32.542
62.485,0.6765,34.684,30.911
62.628,0.6816,33.110,32.674
62.756,0.6856,33.661,32.281
62.527,0.6785,33.796,31.857
62.880,0.6788,33.623,32.409
61.766,0.6701,32.887,31.921
62.454,0.6734,33.199,32.360
62.222,0.6788,33.819,31.516
62.532,0.6787,33.691,31.971
62.370,0.6793,32.958,32.544
62.850,0.6691,33.084,32.862
63.249,0.6794,33.722,32.700
62.464,0.6704,33.848,31.693
63.235,0.6790,34.051,32.352
62.396,0.6710,33.092,32.388
63.146,0.6776,33.860,32.442
62.784,0.6767,33.793,32.125
63.290,0.6765,34.059,32.390
62.919,0.6802,33.983,32.096
62.692,0.6782,33.099,32.738
63.013,0.6816,33.417,32.773
63.119,0.6709,35.305,30.922
63.085,0.6753,34.856,31.357
62.550,0.6725,33.362,32.283
62.956,0.6812,33.611,32.515
62.688,0.6762,33.066,32.752
62.075,0.6787,32.940,32.244
62.831,0.6808,34.151,31.834
62.984,0.6834,33.276,32.895
62.660,0.6707,33.466,32.286
61.282,0.6670,34.587,29.669
62.620,0.6765,33.728,32.020
62.828,0.6792,33.558,32.414
62.867,0.6766,33.538,32.468
62.883,0.6790,33.725,32.311
62.841,0.6746,33.499,32.468
62.607,0.6711,33.100,32.602
63.254,0.6817,34.331,32.106
63.536,0.6754,33.862,32.839
62.493,0.6760,33.147,32.465
62.130,0.6718,32.948,32.256
63.365,0.6792,33.903,32.638
62.637,0.6849,33.767,32.044
62.373,0.6742,34.337,31.130
63.627,0.6791,34.408,32.409
62.999,0.6816,33.458,32.720
62.655,0.6760,33.130,32.655
62.658,0.6836,33.168,32.664
62.292,0.6706,33.629,31.733
62.623,0.6790,34.646,31.107
63.238,0.6800,33.927,32.487
61.966,0.6627,33.115,31.866
62.928,0.6748,34.016,32.048
62.854,0.6719,33.854,32.114
63.310,0.6791,33.509,32.977
62.879,0.6747,33.096,32.907
62.401,0.6712,33.586,31.896
62.816,0.6763,34.392,31.559
63.410,0.6859,34.113,32.520
62.440,0.6804,32.947,32.631
63.248,0.6769,33.668,32.739
62.956,0.6806,33.390,32.732
63.058,0.6775,33.880,32.333
63.236,0.6705,34.014,32.342
63.140,0.6751,35.207,31.066
62.394,0.6743,32.950,32.547
62.924,0.6886,34.142,31.995
61.312,0.6695,32.499,31.831
63.603,0.6782,33.803,32.985
62.601,0.6689,33.375,32.309
62.617,0.6784,34.129,31.619
63.185,0.6730,34.399,31.914
62.126,0.6738,33.088,32.125
62.651,0.6756,33.461,32.311
63.223,0.6753,34.783,31.581
63.242,0.6735,34.251,32.129
63.292,0.6845,34.491,32.005
62.749,0.6745,33.285,32.584
63.497,0.6824,33.703,33.000
62.980,0.6757,33.652,32.465
61.487,0.6587,32.906,31.553
62.690,0.6798,34.293,31.538
62.579,0.6788,32.982,32.732
62.484,0.6794,32.901,32.721
62.866,0.6706,33.545,32.420
63.075,0.6832,33.299,32.966
62.373,0.6695,33.310,32.131
62.458,0.6723,33.260,32.290
62.042,0.6612,32.785,32.262
62.238,0.6734,32.883,32.445
62.546,0.6785,33.801,31.876
62.641,0.6750,33.019,32.741
63.165,0.6860,33.307,33.070
63.020,0.6766,33.429,32.739
63.394,0.6793,33.883,32.693
62.681,0.6724,33.057,32.732
62.771,0.6735,33.026,32.862
62.716,0.6763,33.633,32.212
61.564,0.6582,33.409,31.121
62.740,0.6761,35.059,30.798
62.851,0.6767,33.672,32.314
62.405,0.6737,33.355,32.126
63.328,0.6807,33.552,32.963
62.782,0.6823,34.213,31.732
63.306,0.6816,34.640,31.852
62.978,0.6782,33.366,32.770
62.095,0.6695,33.449,31.699
62.295,0.6739,32.956,32.434
62.956,0.6675,33.722,32.320
63.344,0.6841,33.579,32.973
62.017,0.6746,32.809,32.295
63.176,0.6723,33.674,32.631
62.615,0.6674,33.411,32.272
62.432,0.6732,33.142,32.389
62.384,0.6780,33.123,32.383
62.761,0.6849,33.685,32.256
62.873,0.6748,33.504,32.494
62.116,0.6751,33.361,31.847
62.366,0.6742,33.505,31.953
62.666,0.6730,33.000,32.773
62.690,0.6739,33.293,32.510
62.140,0.6708,33.764,31.437
62.074,0.6802,32.700,32.498
61.798,0.6700,32.898,31.951
63.140,0.6789,33.861,32.444
61.928,0.6699,32.927,32.048
62.816,0.6802,34.033,31.937
63.068,0.6743,34.268,31.934
62.427,0.6813,33.577,31.990
62.355,0.6771,33.533,31.928
62.726,0.6713,33.187,32.640
63.124,0.6815,33.880,32.421
62.753,0.6821,34.165,31.753
63.074,0.6725,33.629,32.570
63.214,0.6703,33.557,32.776
62.832,0.6749,33.337,32.621
62.220,0.6745,32.967,32.347
63.674,0.6801,34.249,32.625
62.651,0.6790,33.430,32.364
62.354,0.6728,33.857,31.586
62.850,0.6718,34.744,31.201
62.697,0.6803,33.560,32.282
62.599,0.6809,33.196,32.555
63.338,0.6677,34.203,32.239
62.479,0.6767,34.023,31.572
63.375,0.6749,34.027,32.501
62.567,0.6700,34.216,31.435
63.244,0.6805,34.022,32.400
63.332,0.6760,34.394,32.090
62.518,0.6737,33.848,31.771
62.775,0.6816,33.237,32.703
62.528,0.6745,33.300,32.338
61.071,0.6653,32.770,31.277
62.519,0.6724,33.937,31.675
62.280,0.6722,33.009,32.356
62.233,0.6734,33.757,31.561
62.149,0.6775,32.688,32.569
62.460,0.6731,33.995,31.562
63.680,0.6808,33.957,32.927
62.412,0.6682,34.138,31.334
62.318,0.6719,34.127,31.273
62.572,0.6697,33.902,31.753
62.321,0.6724,34.433,30.964
62.782,0.6810,33.042,32.900
62.769,0.6756,33.304,32.592
62.266,0.6716,32.688,32.643
63.215,0.6761,33.250,33.114
62.629,0.6774,33.691,32.065
62.335,0.6812,33.000,32.474
63.004,0.6777,33.404,32.755
61.587,0.6693,33.623,30.992
62.599,0.6600,32.822,32.808
62.372,0.6819,33.750,31.762
62.291,0.6783,33.502,31.904
62.683,0.6776,33.644,32.172
62.606,0.6802,33.641,32.113
62.861,0.6711,33.081,32.885
62.596,0.6724,33.089,32.608
62.409,0.6703,33.748,31.755
62.356,0.6697,34.133,31.285
62.877,0.6822,33.085,32.966
63.073,0.6766,33.849,32.370
62.301,0.6741,33.319,32.055
62.587,0.6793,33.868,31.856
61.698,0.6759,32.908,31.857
63.440,0.6787,33.705,32.915
62.532,0.6748,33.216,32.427
62.291,0.6667,33.970,31.368
62.684,0.6787,33.421,32.401
62.792,0.6784,34.060,31.876
62.001,0.6748,33.589,31.491
61.647,0.6674,33.356,31.296
62.943,0.6732,33.315,32.751
61.616,0.6681,32.706,31.938
63.126,0.6677,33.137,33.091
63.472,0.6836,33.828,32.853
62.084,0.6722,33.405,31.749
62.379,0.6672,33.503,31.938
62.543,0.6699,33.226,32.401
62.568,0.6705,32.838,32.820
63.210,0.6865,33.525,32.901
62.703,0.6777,33.528,32.310
63.257,0.6847,33.553,32.913
62.666,0.6763,33.201,32.589
63.186,0.6850,33.335,33.058
62.754,0.6750,33.113,32.764
63.778,0.6838,34.059,32.946
62.308,0.6750,32.929,32.481
62.348,0.6800,33.508,31.972
61.980,0.6686,32.990,32.042
62.490,0.6745,32.969,32.630
62.510,0.6761,33.235,32.393
62.722,0.6781,33.429,32.434
62.995,0.6820,33.699,32.472
60.773,0.6630,32.762,30.959
62.705,0.6691,34.189,31.614
62.343,0.6702,33.979,31.427
62.856,0.6801,34.302,31.711
62.012,0.6701,32.720,32.352
62.310,0.6811,34.118,31.323
63.405,0.6868,33.991,32.639
62.872,0.6769,33.525,32.487
62.613,0.6769,33.792,31.947
63.012,0.6810,33.746,32.438
62.109,0.6768,32.935,32.263
62.541,0.6757,33.684,31.975
63.096,0.6803,33.854,32.406
62.669,0.6714,33.045,32.722
62.195,0.6759,32.822,32.466
62.034,0.6602,32.518,32.518
62.571,0.6763,33.072,32.621
62.624,0.6793,33.322,32.444
62.724,0.6748,33.641,32.206
63.228,0.6818,33.895,32.513
62.091,0.6707,34.111,31.035
61.777,0.6643,33.194,31.590
62.388,0.6699,33.388,32.076
61.819,0.6725,32.912,31.967
62.093,0.6778,32.647,32.551
62.830,0.6792,34.062,31.916
62.885,0.6836,33.452,32.615
62.603,0.6800,34.127,31.615
63.103,0.6747,33.434,32.807
61.944,0.6784,32.791,32.249
61.971,0.6733,32.961,32.074
62.849,0.6808,33.268,32.745
62.898,0.6704,34.048,31.954
63.133,0.6796,33.813,32.489
61.374,0.6618,32.909,31.438
62.981,0.6817,33.782,32.372
62.260,0.6753,34.298,31.053
61.694,0.6629,32.940,31.756
62.056,0.6676,33.436,31.654
62.519,0.6743,33.606,32.021
62.397,0.6772,32.921,32.597
62.919,0.6732,34.125,31.911
61.998,0.6759,32.578,32.512
62.687,0.6736,33.058,32.743
62.975,0.6757,34.525,31.587
62.486,0.6679,33.320,32.226
61.747,0.6623,32.761,31.993
62.684,0.6741,33.609,32.193
62.154,0.6697,33.970,31.240
62.784,0.6802,33.151,32.786
63.567,0.6839,33.457,33.327
61.647,0.6700,33.202,31.481
62.166,0.6721,33.745,31.494
63.260,0.6748,33.580,32.827
62.811,0.6704,34.149,31.754
62.539,0.6799,33.315,32.367
63.007,0.6853,34.233,31.975
62.442,0.6752,34.379,31.162
62.136,0.6740,33.331,31.892
63.254,0.6764,33.852,32.559
62.372,0.6727,33.866,31.592
62.747,0.6832,33.570,32.358
61.841,0.6732,33.399,31.507
63.021,0.6693,33.373,32.753
63.009,0.6786,33.393,32.770
62.342,0.6722,33.880,31.547
62.790,0.6767,33.070,32.857
61.910,0.6717,32.981,31.996
62.652,0.6735,33.289,32.475
63.301,0.6797,33.676,32.804
62.815,0.6718,33.180,32.743
62.369,0.6780,33.050,32.440
63.114,0.6766,33.750,32.522
63.427,0.6801,34.862,31.743
62.356,0.6717,33.180,32.259
63.308,0.6853,34.318,32.202
62.318,0.6602,32.755,32.589
62.963,0.6781,33.647,32.467
61.685,0.6721,32.912,31.806
62.832,0.6727,34.287,31.656
62.576,0.6719,32.988,32.680
62.795,0.6732,33.100,32.811
62.616,0.6780,33.073,32.676
62.211,0.6796,33.021,32.310
62.956,0.6720,33.776,32.294
62.300,0.6703,33.102,32.271
63.284,0.6763,33.410,33.056
63.514,0.6794,33.962,32.739
62.158,0.6799,33.162,32.118
62.566,0.6719,33.843,31.821
63.560,0.6856,33.868,32.918
61.664,0.6713,32.637,32.072
62.667,0.6731,33.104,32.672
62.859,0.6729,34.737,31.226
62.486,0.6743,33.099,32.462
62.243,0.6654,33.422,31.873
63.052,0.6758,33.207,32.991
63.307,0.6868,33.801,32.729
62.306,0.6711,33.663,31.707
62.926,0.6795,34.169,31.906
63.036,0.6797,33.120,33.085
62.691,0.6723,34.059,31.732
62.765,0.6793,33.886,32.023
62.785,0.6763,33.071,32.851
63.136,0.6822,33.463,32.858
62.910,0.6802,33.903,32.160
63.002,0.6798,34.065,32.100
62.559,0.6814,33.144,32.567
62.711,0.6754,33.758,32.075
62.263,0.6713,32.726,32.612
63.054,0.6717,33.455,32.718
62.506,0.6812,33.779,31.871
61.970,0.6717,34.047,30.978
62.608,0.6676,33.701,31.975
63.087,0.6803,33.307,32.953
62.796,0.6710,33.352,32.550
62.503,0.6698,33.912,31.666
62.480,0.6732,33.266,32.313
63.128,0.6845,33.241,33.084
63.263,0.6738,33.281,33.126
62.549,0.6696,32.855,32.777
62.918,0.6700,33.519,32.505
62.466,0.6776,33.203,32.389
63.078,0.6757,33.832,32.389
61.544,0.6668,33.242,31.298
62.747,0.6786,33.189,32.707
63.232,0.6812,34.576,31.835
63.192,0.6752,34.475,31.853
62.627,0.6790,34.009,31.754
62.696,0.6779,32.942,32.886
62.359,0.6670,32.754,32.664
63.464,0.6742,35.539,31.067
62.443,0.6712,33.033,32.496
63.085,0.6745,34.203,32.020
61.989,0.6749,32.589,32.485
62.685,0.6652,33.439,32.318
62.007,0.6679,32.860,32.192
62.351,0.6765,33.040,32.423
62.496,0.6700,33.499,32.078
62.719,0.6673,32.989,32.807
63.280,0.6806,33.325,33.134
62.982,0.6772,33.689,32.434
62.111,0.6762,33.626,31.579
61.875,0.6779,32.506,32.464
62.764,0.6761,32.952,32.944
63.225,0.6810,33.602,32.803
62.602,0.6769,33.273,32.461
63.051,0.6817,33.534,32.695
62.426,0.6762,32.782,32.755
62.171,0.6721,32.885,32.363
61.677,0.6712,32.798,31.922
63.085,0.6815,33.699,32.562
62.372,0.6759,32.825,32.658
62.522,0.6795,34.440,31.213
62.839,0.6728,34.466,31.486
63.669,0.6833,33.886,33.002
62.190,0.6752,32.861,32.435
62.134,0.6707,33.121,32.058
62.164,0.6727,33.707,31.533
62.768,0.6739,33.362,32.522
63.132,0.6783,33.568,32.724
62.037,0.6701,33.508,31.589
61.706,0.6645,32.540,32.177
62.909,0.6724,33.792,32.231
62.372,0.6672,33.637,31.796
62.624,0.6678,33.019,32.686
62.548,0.6771,33.739,31.931
62.923,0.6767,33.478,32.587
63.204,0.6713,33.205,33.118
63.104,0.6773,34.015,32.244
62.595,0.6723,33.505,32.185
62.258,0.6717,32.838,32.501
62.741,0.6756,33.449,32.418
62.761,0.6779,34.836,31.065
62.924,0.6755,33.795,32.264
62.364,0.6709,33.624,31.817
63.003,0.6731,34.645,31.475
62.535,0.6706,33.703,31.915
62.925,0.6745,33.555,32.496
63.464,0.6801,34.231,32.419
62.654,0.6741,33.398,32.371
63.246,0.6712,33.292,33.081
62.418,0.6612,33.362,32.088
62.436,0.6716,33.077,32.439
62.875,0.6762,33.082,32.931
62.297,0.6708,33.767,31.604
63.382,0.6764,33.311,33.234
62.674,0.6788,34.147,31.667
62.741,0.6726,33.328,32.520
63.582,0.6784,33.816,32.951
63.088,0.6820,33.543,32.729
62.474,0.6696,33.347,32.204
62.298,0.6698,32.786,32.584
62.746,0.6714,33.172,32.674
63.156,0.6753,33.551,32.752
63.103,0.6788,34.286,31.976
62.625,0.6807,33.127,32.645
63.421,0.6788,34.509,32.089
62.862,0.6728,33.256,32.726
63.053,0.6749,34.404,31.784
62.677,0.6766,33.266,32.541
62.186,0.6617,33.890,31.317
62.686,0.6810,32.982,32.858
62.059,0.6618,33.095,31.975
62.251,0.6713,33.302,32.023
62.144,0.6724,33.093,32.129
63.224,0.6783,34.953,31.422
62.281,0.6728,33.941,31.416
62.786,0.6781,33.617,32.310
63.372,0.6773,34.032,32.507
62.240,0.6713,33.979,31.331
62.342,0.6666,33.020,32.373
62.722,0.6716,33.517,32.307
62.086,0.6701,32.646,32.493
63.406,0.6746,33.468,33.094
62.191,0.6720,32.730,32.539
63.138,0.6826,33.784,32.542
62.159,0.6678,33.223,31.977
62.499,0.6696,33.243,32.335
62.502,0.6739,33.423,32.179
62.625,0.6797,33.144,32.619
62.749,0.6831,33.632,32.286
62.515,0.6720,32.874,32.734
63.092,0.6725,33.264,32.956
63.195,0.6796,34.015,32.350
63.394,0.6763,33.731,32.828
63.122,0.6768,34.545,31.720
62.332,0.6674,33.189,32.203
62.340,0.6750,33.309,32.119
62.111,0.6694,32.765,32.405
62.251,0.6696,32.988,32.334
62.633,0.6720,33.559,32.172
62.652,0.6795,33.327,32.471
62.688,0.6819,34.021,31.825
62.414,0.6721,33.262,32.244
62.800,0.6789,33.252,32.697
62.912,0.6754,34.257,31.800
62.913,0.6805,33.414,32.656
63.193,0.6761,33.741,32.602
62.533,0.6770,32.831,32.826
62.331,0.6737,34.611,30.800
63.198,0.6780,33.335,33.026
62.997,0.6822,34.039,32.134
62.681,0.6720,33.131,32.651
63.065,0.6749,33.631,32.571
62.144,0.6690,33.454,31.745
62.277,0.6760,33.673,31.707
62.752,0.6738,33.100,32.771
62.753,0.6775,33.589,32.303
62.892,0.6704,33.120,32.875
61.821,0.6621,33.142,31.682
63.353,0.6848,33.458,33.107
63.155,0.6758,33.267,33.038
63.311,0.6782,33.854,32.626
62.295,0.6798,33.907,31.510
63.164,0.6815,33.418,32.929
62.333,0.6760,33.155,32.279
62.366,0.6726,33.571,31.881
62.530,0.6756,34.485,31.152
62.277,0.6679,33.215,32.122
63.319,0.6740,33.889,32.573
63.176,0.6778,33.910,32.431
62.941,0.6706,33.386,32.665
62.806,0.6787,33.068,32.886
62.985,0.6833,33.872,32.295
62.577,0.6770,33.564,32.137
62.980,0.6769,33.547,32.580
62.891,0.6730,33.345,32.666
62.897,0.6718,33.601,32.408
61.837,0.6684,32.622,32.255
63.392,0.6862,34.579,32.032
62.946,0.6760,34.705,31.374
62.645,0.6741,33.774,31.989
62.988,0.6778,34.020,32.118
62.970,0.6683,33.584,32.491
62.586,0.6792,34.145,31.575
63.432,0.6857,34.330,32.322
61.648,0.6655,32.698,31.957
62.950,0.6693,33.101,32.951
63.071,0.6785,33.694,32.537
63.026,0.6707,33.447,32.692
62.472,0.6750,33.926,31.654
63.362,0.6839,33.637,32.936
62.086,0.6710,33.805,31.343
62.328,0.6790,33.517,31.930
62.322,0.6760,33.642,31.784
62.209,0.6793,33.796,31.529
62.954,0.6744,34.047,32.038
62.696,0.6824,33.652,32.202
63.425,0.6737,33.389,33.185
62.902,0.6737,33.157,32.871
62.186,0.6721,32.911,32.352
62.889,0.6756,33.432,32.593
62.660,0.6768,33.281,32.507
62.993,0.6831,33.817,32.358
62.781,0.6791,33.075,32.854
62.882,0.6712,34.079,31.913
62.892,0.6734,33.335,32.682
62.125,0.6688,32.983,32.205
63.051,0.6759,33.132,33.063
62.738,0.6716,34.841,30.992
61.216,0.6631,32.906,31.265
63.392,0.6799,33.915,32.664
62.886,0.6744,34.045,31.967
63.064,0.6780,34.642,31.574
62.421,0.6727,32.898,32.615
62.789,0.6783,33.978,31.951
62.001,0.6715,32.989,32.076
62.891,0.6717,33.015,32.989
62.456,0.6716,33.075,32.468
62.870,0.6775,33.757,32.254
62.362,0.6741,33.222,32.230
62.912,0.6807,33.636,32.440
62.850,0.6739,33.671,32.298
63.490,0.6751,33.679,32.973
62.902,0.6766,33.092,32.950
62.746,0.6759,33.140,32.740
62.677,0.6676,33.643,32.111
62.925,0.6808,33.919,32.170
62.996,0.6684,33.175,32.919
62.355,0.6781,33.162,32.315
62.420,0.6718,32.795,32.713
62.231,0.6790,33.280,32.072
61.959,0.6722,32.624,32.404
62.238,0.6755,33.398,31.940
62.359,0.6710,33.687,31.745
63.556,0.6828,33.818,32.950
63.178,0.6758,33.959,32.361
62.236,0.6697,33.642,31.662
62.077,0.6717,32.993,32.159
63.044,0.6707,33.840,32.316
62.606,0.6776,33.306,32.433
62.918,0.6780,33.912,32.154
63.131,0.6784,33.375,32.917
63.124,0.6775,33.952,32.327
62.339,0.6797,33.136,32.313
62.976,0.6729,33.683,32.414
62.315,0.6743,33.666,31.742
62.258,0.6716,32.836,32.489
63.228,0.6804,34.197,32.208
62.428,0.6691,33.027,32.474
63.003,0.6723,33.583,32.542
62.558,0.6751,33.685,31.987
61.614,0.6673,32.748,31.869
63.229,0.6732,33.584,32.780
62.639,0.6718,32.953,32.784
62.948,0.6738,33.235,32.846
62.350,0.6750,32.747,32.708
63.275,0.6726,33.360,33.046
63.072,0.6731,33.146,33.056
62.284,0.6766,32.948,32.437
62.579,0.6756,33.437,32.258
62.919,0.6657,33.196,32.802
62.942,0.6730,33.504,32.559
62.456,0.6751,34.286,31.273
62.622,0.6725,34.248,31.474
62.726,0.6791,33.304,32.569
62.907,0.6709,33.460,32.554
62.590,0.6709,32.984,32.697
62.360,0.6695,32.990,32.437
62.589,0.6692,33.555,32.111
62.736,0.6711,32.967,32.869
62.370,0.6729,33.885,31.570
62.930,0.6752,33.986,32.073
62.932,0.6835,33.583,32.532
62.417,0.6730,33.282,32.228
62.729,0.6770,34.042,31.820
61.650,0.6640,32.824,31.821
61.977,0.6646,32.520,32.484
62.577,0.6726,33.123,32.556
61.810,0.6700,33.104,31.750
62.926,0.6774,33.134,32.939
62.169,0.6680,32.841,32.383
62.377,0.6689,32.743,32.704
63.227,0.6774,33.989,32.397
62.348,0.6668,33.619,31.784
62.468,0.6674,33.354,32.180
62.304,0.6753,33.154,32.250
62.858,0.6687,33.121,32.831
62.631,0.6715,34.140,31.589
62.839,0.6715,35.065,30.875
61.853,0.6745,33.177,31.753
63.109,0.6853,34.475,31.834
62.926,0.6913,33.636,32.518
62.420,0.6646,32.854,32.613
63.304,0.6761,35.609,30.848
64.001,0.6785,33.880,33.330
63.413,0.6824,34.194,32.418
64.250,0.6844,34.598,32.906
62.854,0.6811,33.500,32.496
61.735,0.6708,32.729,32.056
63.226,0.6793,35.116,31.274
62.620,0.6800,33.346,32.421
63.281,0.6781,33.697,32.752
63.594,0.6723,34.048,32.694
61.952,0.6548,33.432,31.463
62.313,0.6771,33.517,31.911
63.733,0.6893,35.256,31.718
62.727,0.6756,34.755,31.095
63.905,0.6849,33.783,33.363
61.364,0.6713,34.532,29.847
62.088,0.6725,33.721,31.444
61.871,0.6704,36.713,28.158
61.515,0.6828,34.600,29.996
62.540,0.6827,34.433,31.249
61.999,0.6831,34.383,30.745
61.489,0.6716,33.435,31.094
62.702,0.6786,33.593,32.247
64.039,0.6925,33.989,33.369
63.403,0.6908,33.466,33.196
62.154,0.6807,32.954,32.337
62.174,0.6809,34.523,30.715
61.630,0.6803,33.401,31.330
61.635,0.6835,34.360,30.364
61.802,0.6625,33.125,31.686
63.382,0.6721,33.352,33.148
61.784,0.6856,33.603,31.316
61.825,0.6813,32.715,32.222
61.555,0.6844,34.124,30.541
62.299,0.6787,33.942,31.473
63.810,0.6829,34.752,32.277
62.913,0.6799,34.394,31.674
63.362,0.6769,35.407,31.097
62.370,0.6702,33.297,32.146
63.033,0.6848,35.479,30.733
62.218,0.6539,33.759,31.429
64.413,0.6796,34.678,32.968
62.485,0.6791,33.738,31.878
61.309,0.6655,34.954,29.342
62.248,0.6726,34.471,30.860
63.015,0.6817,35.242,30.937
62.217,0.6668,33.034,32.231
62.655,0.6845,33.684,32.165
62.945,0.6676,34.348,31.682
62.973,0.6823,33.634,32.516
62.696,0.6838,33.025,32.801
63.395,0.6823,33.410,33.186
61.772,0.6627,32.778,32.003
62.057,0.6755,32.858,32.333
63.472,0.6701,34.270,32.330
62.041,0.6804,35.028,30.118
62.895,0.6827,34.915,31.144
61.498,0.6736,33.871,30.671
62.262,0.6583,33.627,31.634
63.481,0.6791,34.252,32.408
62.121,0.6762,33.464,31.755
62.827,0.6790,35.042,30.923
62.764,0.6865,34.468,31.482
62.612,0.6782,33.034,32.714
62.321,0.6773,32.991,32.444
63.308,0.6864,33.878,32.656
62.979,0.6970,34.527,31.715
63.063,0.6744,33.615,32.588
62.887,0.6733,33.313,32.669
62.309,0.6817,33.500,31.952
62.323,0.6668,33.478,31.899
62.083,0.6676,33.008,32.114
61.916,0.6763,33.004,32.003
64.755,0.6868,35.067,32.982
62.733,0.6702,35.195,30.636
62.924,0.6713,33.080,32.945
62.819,0.6729,34.215,31.716
62.806,0.6634,33.012,32.834
61.316,0.6639,32.555,31.753
61.090,0.6633,33.090,30.969
61.700,0.6716,33.236,31.493
64.460,0.6860,35.063,32.668
62.810,0.6737,33.602,32.337
62.959,0.6592,33.608,32.393
62.374,0.6793,33.762,31.712
61.948,0.6806,33.322,31.739
63.473,0.6733,33.394,33.231
62.204,0.6760,33.859,31.437
62.209,0.6781,33.778,31.542
64.050,0.6740,35.332,31.891
63.831,0.6857,34.028,33.042
62.326,0.6789,32.749,32.703
64.329,0.6893,34.322,33.293
63.024,0.6653,33.654,32.456
62.044,0.6744,33.439,31.671
61.454,0.6728,33.921,30.568
63.005,0.6803,34.269,31.896
62.635,0.6591,33.440,32.227
62.053,0.6802,33.526,31.629
63.217,0.6731,35.440,30.899
62.045,0.6563,33.412,31.611
61.509,0.6804,32.323,32.277
62.020,0.6514,33.095,31.901
61.222,0.6715,33.441,30.802
64.101,0.6869,33.997,33.369
61.807,0.6790,34.893,29.993
62.164,0.6709,33.636,31.601
62.703,0.6899,33.172,32.737
61.433,0.6805,33.470,31.032
62.849,0.6853,33.802,32.242
61.407,0.6719,32.335,32.110
61.926,0.6570,33.631,31.278
61.822,0.6634,32.839,31.997
63.068,0.6851,33.977,32.289
61.500,0.6722,34.143,30.382
64.195,0.6829,35.055,32.379
61.960,0.6605,33.228,31.726
63.516,0.6862,34.098,32.646
64.792,0.6871,34.639,33.455
63.171,0.6888,35.649,30.731
61.603,0.6783,33.338,31.348
62.793,0.6721,35.261,30.623
63.915,0.6827,33.687,33.457
64.212,0.6839,34.404,33.056
62.976,0.6778,33.075,33.055
62.511,0.6745,34.726,30.881
61.683,0.6446,33.989,30.594
62.377,0.6901,32.975,32.599
63.102,0.6803,34.096,32.174
62.438,0.6842,32.843,32.761
63.505,0.6815,33.482,33.225
60.994,0.6783,33.070,30.983
61.542,0.6765,35.128,29.457
63.582,0.6853,33.663,33.137
61.684,0.6862,32.838,31.983
61.648,0.6766,33.604,31.117
61.668,0.6796,33.683,31.075
63.329,0.6811,34.216,32.304
61.716,0.6763,32.585,32.210
62.733,0.6763,35.091,30.765
61.727,0.6666,34.212,30.518
61.998,0.6756,33.880,31.200
63.170,0.6594,34.118,32.097
62.601,0.6787,34.027,31.710
63.423,0.6611,35.110,31.381
64.384,0.6888,34.404,33.271
62.641,0.6733,33.860,31.899
62.693,0.6779,34.059,31.766
62.873,0.6836,34.157,31.888
62.213,0.6833,33.051,32.308
62.519,0.6735,33.537,32.085
61.849,0.6638,33.912,30.948
62.879,0.6826,33.623,32.430
62.161,0.6695,34.652,30.587
63.595,0.6759,33.446,33.321
63.442,0.6788,33.898,32.724
63.474,0.6795,33.862,32.781
63.231,0.6789,34.465,31.931
63.171,0.6634,33.380,32.860
63.182,0.6849,33.613,32.774
62.770,0.6769,34.353,31.549
61.704,0.6629,32.735,31.967
62.516,0.6848,34.271,31.412
63.486,0.6875,33.964,32.758
63.541,0.6783,34.546,32.168
61.842,0.6731,33.417,31.491
63.598,0.6723,33.627,33.123
61.514,0.6718,32.565,31.985
62.770,0.6828,33.627,32.312
62.872,0.6877,33.278,32.791
62.380,0.6722,34.086,31.377
62.021,0.6708,34.170,30.912
62.854,0.6794,33.797,32.210
63.729,0.6826,34.492,32.453
60.545,0.6699,31.824,31.705
61.416,0.6637,32.804,31.605
62.873,0.6860,33.952,32.116
63.255,0.6889,33.446,33.035
63.361,0.6632,33.369,33.082
61.932,0.6765,34.373,30.630
62.047,0.6706,32.870,32.247
61.885,0.6744,33.076,31.887
62.109,0.6700,34.692,30.463
63.258,0.6743,33.457,32.947
63.790,0.6778,34.316,32.665
63.268,0.6703,34.347,32.037
61.751,0.6767,33.109,31.723
63.734,0.6913,34.767,32.235
64.652,0.6877,34.370,33.579
62.131,0.6792,32.846,32.431
62.120,0.6596,33.587,31.529
63.087,0.6888,33.216,33.095
62.055,0.6780,33.888,31.269
61.193,0.6638,32.305,31.857
61.341,0.6696,32.935,31.395
62.808,0.6846,34.089,31.896
61.499,0.6728,32.841,31.703
62.963,0.6800,34.265,31.858
63.698,0.6788,35.309,31.569
61.707,0.6704,34.752,29.952
63.951,0.6864,35.016,32.179
62.491,0.6878,33.261,32.407
61.577,0.6650,32.527,32.058
