masa_final_source_Msun,espin_final,masa_1_source_Msun,masa_2_source_Msun
62.756,0.6724,34.734,31.124
62.500,0.6696,33.292,32.288
62.460,0.6763,33.379,32.196
63.211,0.6853,33.391,33.028
62.321,0.6796,33.804,31.646
61.976,0.6811,32.781,32.320
61.408,0.6755,33.058,31.408
63.492,0.6777,34.655,32.007
62.702,0.6856,33.786,32.098
63.380,0.6777,33.747,32.799
63.378,0.6830,34.404,32.170
63.180,0.6718,35.224,31.073
62.360,0.6809,35.023,30.459
62.244,0.6773,33.256,32.092
62.664,0.6752,33.622,32.154
61.640,0.6763,32.634,32.079
62.861,0.6872,33.144,32.919
61.931,0.6743,33.432,31.578
63.034,0.6763,33.766,32.413
62.055,0.6774,33.873,31.279
62.593,0.6635,33.463,32.176
62.268,0.6735,32.689,32.681
63.271,0.6851,33.246,33.234
62.566,0.6724,34.370,31.291
62.435,0.6738,33.009,32.523
62.091,0.6705,32.743,32.412
62.797,0.6852,33.473,32.512
63.409,0.6744,34.731,31.822
63.556,0.6836,34.317,32.453
62.791,0.6868,33.705,32.276
62.843,0.6872,33.267,32.778
63.027,0.6825,33.267,32.943
62.580,0.6695,34.062,31.601
62.884,0.6684,34.400,31.570
63.268,0.6655,33.490,32.869
63.466,0.6748,34.263,32.343
61.836,0.6701,33.992,30.885
61.799,0.6730,33.352,31.498
63.196,0.6772,34.236,32.117
63.186,0.6782,34.103,32.243
63.757,0.6782,33.833,33.115
63.295,0.6763,34.159,32.291
63.182,0.6840,34.207,32.164
63.327,0.6860,34.260,32.282
63.144,0.6863,33.743,32.612
62.222,0.6812,34.999,30.341
62.869,0.6771,33.317,32.695
63.390,0.6860,33.519,33.086
63.497,0.6827,34.105,32.600
63.413,0.6687,33.271,33.250
61.885,0.6628,33.078,31.814
62.563,0.6784,33.014,32.709
63.530,0.6817,34.061,32.668
62.265,0.6731,33.308,32.044
63.030,0.6817,35.253,30.945
61.778,0.6752,32.515,32.341
63.284,0.6706,34.970,31.426
62.395,0.6786,32.959,32.564
63.656,0.6809,33.822,33.039
62.281,0.6646,33.046,32.277
61.853,0.6659,33.400,31.457
63.088,0.6792,33.528,32.725
62.464,0.6782,32.921,32.672
63.038,0.6771,33.405,32.789
62.802,0.6831,34.629,31.334
62.374,0.6731,33.640,31.831
61.701,0.6676,32.716,32.018
62.476,0.6808,33.206,32.415
61.879,0.6722,32.567,32.375
61.881,0.6769,33.304,31.667
62.094,0.6768,32.909,32.281
63.808,0.6827,34.043,32.987
62.539,0.6815,34.034,31.651
62.436,0.6804,32.909,32.665
63.700,0.6786,34.628,32.259
63.071,0.6798,35.150,31.082
64.380,0.6841,34.481,33.158
62.793,0.6688,33.632,32.248
62.925,0.6893,33.294,32.853
63.550,0.6905,33.995,32.813
62.583,0.6739,33.022,32.668
61.968,0.6698,33.202,31.821
62.665,0.6646,33.468,32.255
63.632,0.6671,33.757,32.997
62.013,0.6603,33.361,31.672
62.900,0.6761,33.306,32.736
63.495,0.6805,33.820,32.871
61.700,0.6854,33.249,31.579
63.938,0.6712,34.161,32.937
63.259,0.6847,33.698,32.767
61.799,0.6607,32.476,32.319
62.805,0.6829,33.652,32.314
63.401,0.6793,35.501,31.065
62.126,0.6626,32.707,32.439
63.029,0.6746,33.513,32.650
62.471,0.6736,32.852,32.722
62.760,0.6775,33.668,32.231
63.273,0.6787,33.354,33.093
61.538,0.6632,32.457,32.087
62.292,0.6828,33.027,32.412
62.542,0.6816,33.310,32.390
62.318,0.6794,33.180,32.265
63.949,0.6856,34.498,32.697
61.539,0.6611,33.182,31.331
63.335,0.6782,33.631,32.875
63.836,0.6863,34.328,32.752
63.535,0.6806,34.259,32.472
62.064,0.6770,33.773,31.383
62.203,0.6648,32.814,32.420
62.404,0.6704,32.832,32.653
63.472,0.6905,33.490,33.232
62.188,0.6629,33.839,31.394
61.651,0.6620,33.227,31.417
62.857,0.6784,33.227,32.781
61.681,0.6735,32.779,31.957
62.971,0.6842,33.971,32.186
61.913,0.6691,32.969,31.991
62.662,0.6760,33.205,32.583
62.515,0.6752,34.423,31.199
63.231,0.6708,33.400,32.950
62.844,0.6757,33.929,32.044
61.969,0.6804,33.294,31.777
63.350,0.6745,34.431,32.069
60.875,0.6589,32.390,31.414
62.050,0.6673,33.222,31.875
63.459,0.6789,34.045,32.594
62.544,0.6776,33.258,32.414
62.803,0.6713,33.332,32.579
61.868,0.6726,33.437,31.476
63.180,0.6669,33.561,32.716
63.640,0.6847,34.235,32.629
63.062,0.6811,34.086,32.147
62.397,0.6820,33.050,32.496
63.146,0.6762,33.333,32.964
62.814,0.6882,34.099,31.919
62.157,0.6753,33.412,31.835
62.594,0.6784,34.067,31.660
63.011,0.6794,33.309,32.851
62.559,0.6784,33.602,32.090
63.313,0.6759,34.069,32.397
63.234,0.6893,33.432,33.025
61.252,0.6742,32.687,31.614
62.447,0.6712,32.897,32.634
63.040,0.6804,33.523,32.686
63.289,0.6889,33.629,32.897
62.503,0.6807,32.833,32.816
61.695,0.6728,33.572,31.176
62.949,0.6840,34.128,32.005
62.175,0.6649,33.040,32.173
61.882,0.6814,33.517,31.481
63.421,0.6803,34.218,32.391
61.709,0.6601,32.591,32.105
63.120,0.6824,33.293,33.015
61.338,0.6631,32.395,31.934
62.476,0.6711,32.845,32.713
62.598,0.6698,33.106,32.586
62.572,0.6783,34.669,31.025
63.974,0.6862,34.572,32.653
62.228,0.6755,33.083,32.241
61.821,0.6670,32.949,31.901
62.534,0.6843,33.023,32.668
62.951,0.6706,33.028,33.025
61.969,0.6743,32.967,32.081
62.577,0.6756,33.866,31.833
62.698,0.6797,33.784,32.061
61.483,0.6676,32.680,31.821
61.986,0.6776,32.779,32.308
62.757,0.6737,33.448,32.428
62.987,0.6791,33.743,32.403
63.086,0.6768,33.490,32.748
62.009,0.6637,33.682,31.342
64.014,0.6792,34.037,33.194
62.136,0.6736,33.668,31.552
62.805,0.6759,33.024,32.914
62.660,0.6589,33.034,32.655
63.469,0.6723,33.433,33.180
62.621,0.6685,34.658,31.030
62.911,0.6828,34.066,32.021
62.543,0.6839,33.396,32.297
62.516,0.6844,34.434,31.238
62.455,0.6841,33.019,32.598
63.571,0.6751,33.562,33.171
62.084,0.6721,33.512,31.640
62.850,0.6787,33.150,32.849
63.510,0.6848,33.844,32.885
62.592,0.6812,33.678,32.066
62.215,0.6705,32.644,32.643
62.700,0.6781,34.233,31.606
62.334,0.6732,34.042,31.385
63.156,0.6879,33.830,32.547
62.879,0.6846,33.072,32.996
62.733,0.6808,34.577,31.306
62.395,0.6669,32.774,32.684
62.313,0.6790,32.897,32.541
61.783,0.6738,32.794,32.058
62.916,0.6816,34.315,31.767
61.920,0.6658,32.777,32.172
62.846,0.6657,33.611,32.307
63.962,0.6765,34.547,32.604
62.995,0.6679,33.156,32.930
62.793,0.6752,34.262,31.656
61.443,0.6661,33.528,30.922
62.228,0.6681,33.814,31.465
62.732,0.6703,34.451,31.368
62.372,0.6779,34.636,30.833
61.727,0.6676,32.645,32.105
62.116,0.6714,33.579,31.602
62.879,0.6858,33.997,32.073
62.460,0.6713,33.222,32.322
63.709,0.6899,35.220,31.735
61.995,0.6632,32.912,32.104
62.822,0.6675,33.028,32.883
63.118,0.6701,33.337,32.895
63.332,0.6785,33.265,33.241
62.487,0.6834,32.982,32.667
62.332,0.6793,33.383,32.070
62.526,0.6807,33.091,32.579
62.193,0.6613,33.510,31.704
62.167,0.6679,34.579,30.629
62.147,0.6576,32.860,32.283
62.596,0.6832,33.018,32.742
62.646,0.6763,33.484,32.289
61.773,0.6745,32.484,32.350
62.349,0.6819,33.107,32.387
63.473,0.6739,34.891,31.726
62.525,0.6717,33.532,32.080
63.380,0.6804,34.648,31.915
61.555,0.6661,33.723,30.859
62.837,0.6781,34.110,31.869
62.789,0.6753,34.311,31.599
63.445,0.6845,33.746,32.913
61.067,0.6690,32.229,31.819
62.172,0.6750,34.432,30.817
62.287,0.6689,33.709,31.636
62.354,0.6747,32.824,32.632
62.920,0.6603,33.150,32.827
62.879,0.6821,33.729,32.320
62.770,0.6800,33.802,32.118
62.626,0.6758,33.498,32.250
62.586,0.6749,34.443,31.249
63.441,0.6851,33.489,33.172
62.890,0.6819,34.532,31.525
62.696,0.6728,34.551,31.247
63.328,0.6805,34.518,31.990
64.188,0.6842,34.750,32.686
62.945,0.6729,33.701,32.364
62.472,0.6750,33.446,32.134
63.158,0.6772,33.257,33.055
61.516,0.6818,33.637,30.969
63.484,0.6843,33.397,33.304
63.749,0.6779,33.564,33.365
62.939,0.6793,34.031,32.060
62.474,0.6736,32.824,32.749
63.109,0.6800,35.013,31.256
63.366,0.6768,33.856,32.669
62.822,0.6798,33.088,32.878
62.397,0.6738,34.026,31.463
62.359,0.6822,33.487,32.014
61.888,0.6779,33.378,31.597
62.679,0.6790,33.638,32.181
62.952,0.6782,33.674,32.429
61.800,0.6827,33.931,30.980
62.199,0.6749,33.034,32.260
63.012,0.6804,33.769,32.412
63.303,0.6684,34.252,32.159
61.577,0.6719,32.442,32.178
62.626,0.6830,32.974,32.817
62.617,0.6848,33.255,32.535
61.549,0.6640,34.092,30.433
63.103,0.6773,35.304,30.943
63.201,0.6783,34.168,32.196
62.861,0.6822,35.182,30.837
63.007,0.6812,33.747,32.431
63.385,0.6797,33.433,33.136
62.162,0.6699,33.509,31.713
62.927,0.6747,35.175,30.867
61.543,0.6638,32.329,32.235
62.848,0.6779,33.079,32.906
61.339,0.6642,32.485,31.833
63.206,0.6791,34.149,32.223
63.150,0.6838,34.443,31.899
61.887,0.6665,32.603,32.321
63.241,0.6866,34.749,31.700
63.152,0.6898,33.704,32.680
63.516,0.6900,33.984,32.784
62.500,0.6801,34.045,31.593
63.234,0.6804,35.041,31.361
62.652,0.6758,34.606,31.162
62.462,0.6721,33.829,31.728
62.666,0.6725,35.222,30.534
62.837,0.6773,33.224,32.756
61.642,0.6724,32.912,31.782
62.497,0.6667,34.007,31.549
63.235,0.6797,33.763,32.647
61.474,0.6678,33.442,31.045
61.769,0.6741,32.710,32.131
63.545,0.6770,35.150,31.561
61.874,0.6786,33.232,31.736
61.833,0.6732,33.244,31.652
64.135,0.6861,34.082,33.314
62.637,0.6757,33.398,32.362
62.191,0.6674,32.934,32.314
63.458,0.6830,33.638,33.027
62.092,0.6728,34.532,30.636
63.089,0.6782,34.030,32.218
63.158,0.6721,34.488,31.791
62.846,0.6764,33.107,32.878
62.841,0.6742,33.145,32.818
61.850,0.6719,33.815,31.090
63.666,0.6875,33.872,33.040
62.436,0.6629,33.123,32.346
62.844,0.6774,33.100,32.885
62.316,0.6774,34.099,31.320
62.108,0.6730,32.603,32.597
63.311,0.6846,34.522,31.992
61.622,0.6592,32.359,32.235
62.493,0.6781,33.992,31.622
63.049,0.6804,33.314,32.904
62.760,0.6886,33.120,32.847
63.895,0.6867,33.801,33.346
63.833,0.6862,34.926,32.148
62.055,0.6773,32.594,32.553
60.759,0.6670,31.937,31.778
61.766,0.6619,32.662,32.103
63.081,0.6723,33.797,32.408
61.805,0.6761,32.538,32.351
63.189,0.6757,34.862,31.468
62.487,0.6762,33.142,32.462
62.700,0.6769,33.686,32.147
61.586,0.6680,32.625,31.987
62.078,0.6654,32.657,32.459
61.898,0.6688,32.697,32.247
62.765,0.6700,33.233,32.625
63.125,0.6771,35.033,31.235
63.515,0.6882,34.567,32.181
62.592,0.6838,33.912,31.846
62.116,0.6798,33.527,31.707
61.920,0.6776,32.971,32.047
63.084,0.6661,33.301,32.864
63.011,0.6862,33.754,32.459
63.121,0.6776,33.764,32.514
62.084,0.6663,34.215,30.894
62.564,0.6752,34.133,31.548
62.918,0.6628,33.263,32.716
62.387,0.6594,33.219,32.183
62.725,0.6738,34.450,31.379
62.474,0.6675,34.482,31.042
62.651,0.6750,33.356,32.408
63.771,0.6883,33.869,33.157
63.347,0.6844,34.020,32.536
62.074,0.6647,32.964,32.139
62.966,0.6747,33.579,32.512
62.185,0.6775,33.716,31.575
62.123,0.6791,33.001,32.223
62.969,0.6823,34.136,32.008
62.098,0.6777,33.333,31.858
61.977,0.6530,33.949,30.992
62.846,0.6794,33.773,32.220
62.721,0.6802,32.970,32.899
62.812,0.6852,33.024,32.978
61.546,0.6735,34.281,30.305
62.391,0.6719,34.385,31.084
62.716,0.6750,34.480,31.346
62.719,0.6789,33.397,32.465
62.094,0.6744,32.962,32.214
63.444,0.6803,33.659,32.975
63.368,0.6829,33.364,33.206
64.168,0.6904,34.206,33.250
62.426,0.6727,34.446,31.073
62.389,0.6724,35.025,30.443
62.658,0.6788,33.855,31.946
63.169,0.6839,33.755,32.611
63.170,0.6843,34.044,32.328
62.166,0.6709,34.729,30.496
62.612,0.6664,32.852,32.838
62.733,0.6699,32.981,32.836
62.916,0.6766,33.137,32.921
62.043,0.6702,33.774,31.325
62.905,0.6729,33.099,32.928
62.393,0.6679,32.839,32.611
63.251,0.6846,33.797,32.658
63.346,0.6747,35.089,31.399
61.959,0.6693,32.614,32.415
62.792,0.6701,34.920,30.956
63.067,0.6705,33.313,32.880
63.423,0.6697,34.453,32.098
62.637,0.6847,33.274,32.538
62.023,0.6608,34.049,30.972
62.514,0.6735,32.816,32.802
63.406,0.6877,33.994,32.639
64.036,0.6909,35.258,32.056
62.020,0.6717,33.107,31.980
62.329,0.6703,33.260,32.128
62.193,0.6791,34.186,31.122
63.297,0.6748,33.807,32.641
62.671,0.6790,34.158,31.652
62.409,0.6757,33.517,32.008
63.162,0.6781,33.738,32.585
62.134,0.6781,33.421,31.805
63.044,0.6789,34.962,31.228
62.067,0.6683,33.735,31.372
62.767,0.6791,34.211,31.699
63.035,0.6782,34.515,31.670
62.813,0.6746,33.251,32.701
63.412,0.6858,34.289,32.341
61.707,0.6803,33.332,31.474
63.342,0.6759,33.270,33.233
61.555,0.6697,33.719,30.861
63.910,0.6771,33.905,33.196
62.103,0.6542,32.750,32.329
62.662,0.6848,34.331,31.495
63.294,0.6836,34.131,32.361
63.166,0.6769,34.353,31.964
62.455,0.6688,33.492,32.036
63.135,0.6778,34.035,32.260
63.228,0.6805,33.573,32.835
63.683,0.6707,33.942,32.884
62.851,0.6679,33.786,32.149
62.277,0.6605,34.391,30.891
62.807,0.6800,34.100,31.856
62.809,0.6703,34.260,31.647
63.749,0.6835,34.842,32.128
62.631,0.6792,33.621,32.150
64.462,0.6819,34.772,32.938
62.107,0.6645,32.598,32.538
61.989,0.6692,33.287,31.751
63.111,0.6683,33.251,32.962
62.800,0.6843,34.095,31.882
63.264,0.6811,34.338,32.109
62.105,0.6678,33.943,31.192
62.713,0.6736,33.500,32.325
62.453,0.6713,32.981,32.563
62.968,0.6861,33.792,32.376
63.203,0.6812,33.361,33.025
61.103,0.6674,32.572,31.528
61.699,0.6739,32.742,32.022
63.381,0.6795,33.757,32.802
62.312,0.6837,33.157,32.303
63.305,0.6831,34.111,32.391
63.151,0.6817,33.887,32.447
62.500,0.6768,33.233,32.389
63.290,0.6840,35.613,30.864
63.260,0.6697,34.992,31.369
63.495,0.6742,34.432,32.217
63.742,0.6842,33.577,33.392
62.593,0.6761,33.517,32.194
62.630,0.6756,33.407,32.343
63.156,0.6838,33.571,32.781
62.003,0.6714,32.703,32.364
63.552,0.6814,34.347,32.406
62.889,0.6744,33.317,32.698
63.170,0.6739,34.456,31.847
61.853,0.6715,32.720,32.178
63.612,0.6731,34.471,32.292
62.791,0.6675,33.027,32.847
63.162,0.6781,33.202,33.102
63.352,0.6815,34.191,32.352
64.316,0.6914,34.100,33.522
62.957,0.6848,33.271,32.879
62.340,0.6753,33.087,32.359
63.075,0.6731,33.502,32.700
63.139,0.6845,34.080,32.261
63.529,0.6916,34.941,31.842
61.834,0.6745,33.922,30.980
62.747,0.6690,33.103,32.733
63.656,0.6786,34.452,32.392
62.643,0.6769,33.976,31.764
61.047,0.6703,33.470,30.580
63.079,0.6853,33.528,32.753
63.353,0.6797,34.031,32.502
62.851,0.6811,33.289,32.723
62.543,0.6696,33.614,32.007
61.816,0.6690,33.315,31.536
63.420,0.6828,33.756,32.869
62.171,0.6686,32.999,32.221
62.231,0.6759,33.580,31.751
62.881,0.6814,34.477,31.566
62.844,0.6818,33.241,32.772
63.136,0.6816,33.381,32.938
63.478,0.6788,33.793,32.867
61.587,0.6657,32.355,32.292
62.704,0.6730,32.941,32.878
62.447,0.6826,33.282,32.317
62.283,0.6705,32.773,32.585
62.974,0.6851,34.229,31.935
62.664,0.6838,33.714,32.091
63.372,0.6770,34.135,32.395
62.621,0.6759,34.251,31.485
61.692,0.6751,33.648,31.105
63.547,0.6738,34.637,32.055
62.923,0.6761,33.408,32.652
63.375,0.6745,33.759,32.767
63.634,0.6723,34.381,32.386
63.613,0.6780,34.008,32.793
63.606,0.6845,34.278,32.549
62.290,0.6744,34.490,30.888
62.783,0.6795,34.875,31.052
62.070,0.6685,32.915,32.207
63.290,0.6786,33.933,32.528
63.699,0.6880,33.624,33.327
62.655,0.6724,33.907,31.840
61.226,0.6602,32.970,31.200
63.416,0.6803,34.315,32.286
61.792,0.6650,32.930,31.889
62.551,0.6811,34.204,31.486
62.684,0.6826,33.189,32.661
63.952,0.6742,34.644,32.489
62.573,0.6780,33.134,32.572
63.311,0.6800,34.089,32.405
63.094,0.6804,33.907,32.352
63.217,0.6708,33.393,32.952
62.060,0.6784,33.187,31.983
62.248,0.6769,33.701,31.655
61.962,0.6573,33.349,31.598
63.274,0.6733,34.253,32.171
63.109,0.6794,33.261,33.015
62.659,0.6843,33.251,32.582
62.671,0.6735,34.073,31.704
63.183,0.6801,34.502,31.852
62.478,0.6835,33.804,31.831
62.998,0.6781,34.083,32.071
61.661,0.6764,34.507,30.216
62.502,0.6847,33.227,32.444
63.766,0.6775,34.654,32.298
62.614,0.6777,33.291,32.455
62.530,0.6687,33.956,31.651
63.067,0.6792,33.493,32.741
62.038,0.6762,33.524,31.607
62.981,0.6770,33.449,32.677
62.390,0.6787,33.855,31.658
62.323,0.6729,33.127,32.280
61.705,0.6750,33.052,31.723
62.530,0.6747,33.259,32.382
62.040,0.6745,34.012,31.106
63.082,0.6775,34.872,31.358
61.956,0.6801,33.804,31.260
62.966,0.6813,33.710,32.426
63.232,0.6872,33.708,32.745
62.774,0.6836,33.510,32.437
62.652,0.6759,34.373,31.392
63.970,0.6802,34.016,33.171
63.077,0.6630,33.666,32.477
62.338,0.6774,33.678,31.774
63.760,0.6767,35.060,31.881
62.199,0.6722,33.108,32.171
63.058,0.6735,33.242,32.956
62.760,0.6774,33.583,32.309
62.459,0.6697,34.425,31.103
63.386,0.6894,33.797,32.829
62.663,0.6782,33.144,32.658
62.532,0.6749,34.062,31.575
61.556,0.6745,32.790,31.821
62.972,0.6688,34.185,31.883
62.704,0.6831,33.467,32.406
63.072,0.6747,34.252,31.953
64.078,0.6904,34.419,32.941
62.690,0.6789,33.178,32.657
63.055,0.6745,35.350,30.822
63.379,0.6779,35.055,31.476
62.627,0.6873,33.713,32.103
62.020,0.6663,33.466,31.590
63.820,0.6811,33.803,33.231
62.168,0.6817,32.915,32.388
62.946,0.6762,34.072,32.011
62.433,0.6590,33.020,32.430
63.402,0.6843,35.226,31.380
63.350,0.6875,34.633,31.940
62.086,0.6712,33.571,31.581
62.857,0.6812,33.485,32.536
62.302,0.6781,34.005,31.414
62.928,0.6847,34.419,31.696
63.607,0.6794,33.491,33.310
63.085,0.6816,33.863,32.400
63.140,0.6801,33.386,32.927
62.051,0.6743,32.981,32.153
60.791,0.6705,32.009,31.754
62.899,0.6673,33.284,32.701
62.697,0.6779,33.056,32.777
62.535,0.6799,33.071,32.613
63.006,0.6599,33.586,32.469
61.630,0.6613,33.935,30.671
63.018,0.6783,34.309,31.859
63.559,0.6884,33.608,33.195
62.172,0.6735,32.907,32.352
63.468,0.6728,33.553,33.058
62.615,0.6719,33.953,31.751
62.170,0.6590,33.363,31.838
62.818,0.6802,33.595,32.379
63.581,0.6866,34.459,32.352
62.962,0.6754,33.127,32.971
61.533,0.6754,33.416,31.165
62.677,0.6710,33.438,32.334
63.027,0.6751,33.592,32.572
63.253,0.6738,33.524,32.864
63.463,0.6873,34.146,32.546
62.820,0.6666,34.601,31.286
62.426,0.6746,33.088,32.443
62.480,0.6772,34.017,31.572
62.522,0.6787,33.032,32.625
63.412,0.6807,34.062,32.538
62.754,0.6759,33.624,32.262
63.123,0.6819,33.853,32.456
62.966,0.6834,34.461,31.684
63.065,0.6785,34.649,31.568
63.282,0.6846,33.417,33.073
61.896,0.6577,32.687,32.193
62.449,0.6770,33.105,32.467
61.942,0.6720,33.621,31.393
62.971,0.6827,35.121,31.019
62.998,0.6817,33.530,32.645
61.998,0.6599,33.562,31.436
62.469,0.6792,35.455,30.129
62.650,0.6809,33.239,32.546
63.383,0.6828,34.274,32.307
63.311,0.6885,33.323,33.223
62.754,0.6629,34.561,31.236
62.899,0.6818,33.271,32.799
62.309,0.6638,33.675,31.680
62.960,0.6727,33.049,33.033
63.166,0.6686,34.011,32.259
62.407,0.6738,33.519,31.991
63.157,0.6700,33.595,32.672
61.969,0.6737,34.171,30.866
62.982,0.6694,34.114,31.968
63.110,0.6699,33.608,32.614
62.020,0.6800,34.497,30.625
63.664,0.6742,35.009,31.817
62.920,0.6812,33.263,32.812
62.323,0.6765,33.379,32.057
62.835,0.6708,33.127,32.804
63.388,0.6759,33.573,32.977
62.736,0.6663,33.419,32.387
62.850,0.6741,34.208,31.759
62.247,0.6747,33.507,31.836
62.630,0.6800,33.425,32.356
63.353,0.6795,33.852,32.679
62.252,0.6778,34.061,31.299
63.045,0.6809,33.839,32.379
63.513,0.6844,33.891,32.843
63.002,0.6751,33.832,32.304
63.549,0.6717,33.657,33.036
63.951,0.6788,34.794,32.361
61.240,0.6698,33.863,30.384
61.704,0.6578,32.783,31.904
62.588,0.6817,32.952,32.790
61.943,0.6635,32.521,32.436
62.166,0.6711,33.599,31.621
62.540,0.6845,33.466,32.244
62.246,0.6851,33.510,31.892
61.534,0.6634,33.494,31.036
63.020,0.6827,34.860,31.334
60.922,0.6658,32.164,31.711
62.848,0.6820,35.504,30.497
62.766,0.6854,34.013,31.937
62.928,0.6734,33.121,32.931
62.524,0.6759,32.922,32.721
62.140,0.6790,33.179,32.076
62.410,0.6820,33.535,32.022
62.876,0.6796,33.947,32.084
62.023,0.6656,33.427,31.629
61.786,0.6663,32.725,32.087
63.777,0.6844,34.314,32.690
63.308,0.6750,33.270,33.191
63.074,0.6871,34.701,31.578
62.724,0.6880,34.432,31.485
61.695,0.6674,34.168,30.552
63.338,0.6753,33.274,33.225
62.086,0.6799,33.753,31.441
64.020,0.6722,34.136,33.055
62.216,0.6691,32.901,32.379
62.778,0.6769,34.873,31.032
63.359,0.6795,33.382,33.157
62.293,0.6685,33.223,32.130
61.522,0.6755,32.731,31.821
63.286,0.6697,34.268,32.151
63.780,0.6871,33.687,33.342
62.886,0.6858,33.581,32.500
62.730,0.6760,33.308,32.551
63.135,0.6703,34.033,32.217
63.113,0.6700,33.568,32.659
63.326,0.6726,33.859,32.605
62.474,0.6708,33.389,32.173
62.174,0.6696,32.932,32.308
62.706,0.6747,34.118,31.703
62.943,0.6745,33.361,32.707
63.301,0.6836,33.925,32.577
63.457,0.6700,34.584,32.003
63.264,0.6832,34.051,32.412
63.614,0.6697,34.869,31.870
63.090,0.6778,33.351,32.895
62.051,0.6772,33.211,31.941
63.394,0.6814,33.532,33.057
63.481,0.6836,34.598,32.088
62.138,0.6768,33.061,32.177
62.636,0.6693,33.033,32.685
63.114,0.6706,33.496,32.731
62.778,0.6814,33.060,32.881
62.538,0.6764,32.845,32.813
63.143,0.6663,33.452,32.779
64.084,0.6871,34.640,32.705
62.794,0.6771,33.957,31.972
61.954,0.6632,33.002,31.971
62.006,0.6754,33.709,31.381
61.967,0.6734,34.284,30.747
62.668,0.6729,33.622,32.150
61.693,0.6806,33.266,31.520
63.362,0.6907,33.677,32.937
62.033,0.6677,32.753,32.313
62.067,0.6774,33.501,31.668
63.188,0.6784,34.604,31.746
62.278,0.6692,32.752,32.601
62.933,0.6774,34.032,32.053
63.275,0.6876,34.711,31.779
62.478,0.6774,34.617,30.972
63.416,0.6795,34.262,32.333
62.392,0.6782,32.813,32.702
62.974,0.6813,33.362,32.783
61.614,0.6724,32.621,32.046
63.730,0.6852,34.082,32.882
62.609,0.6685,33.159,32.532
63.008,0.6785,34.490,31.671
62.747,0.6787,33.504,32.388
62.537,0.6752,34.349,31.297
63.386,0.6833,33.429,33.164
62.955,0.6690,33.344,32.723
62.314,0.6808,32.885,32.566
62.186,0.6775,32.735,32.562
61.609,0.6636,32.567,32.031
63.006,0.6820,33.906,32.277
61.938,0.6777,32.654,32.381
62.670,0.6884,34.029,31.834
61.895,0.6697,33.462,31.479
62.214,0.6777,33.242,32.084
61.821,0.6786,32.474,32.445
63.052,0.6794,33.595,32.616
63.193,0.6818,34.125,32.249
62.571,0.6773,33.989,31.710
64.021,0.6885,33.651,33.637
62.723,0.6721,33.163,32.666
61.842,0.6764,32.540,32.384
62.437,0.6749,34.201,31.337
62.693,0.6799,33.492,32.354
62.864,0.6703,33.932,32.026
62.466,0.6766,34.084,31.496
62.952,0.6801,33.544,32.572
62.509,0.6877,34.052,31.640
62.801,0.6827,33.242,32.734
63.037,0.6750,34.228,31.954
62.837,0.6700,33.910,32.022
62.151,0.6771,33.771,31.481
63.018,0.6861,33.919,32.299
63.167,0.6814,34.243,32.105
63.081,0.6766,33.475,32.754
63.075,0.6732,34.725,31.463
62.270,0.6734,35.085,30.257
62.754,0.6813,33.965,31.947
62.692,0.6781,33.336,32.492
61.849,0.6721,32.522,32.390
62.723,0.6775,33.110,32.750
62.275,0.6671,33.291,32.031
63.631,0.6775,34.913,31.899
62.323,0.6715,33.780,31.623
62.432,0.6753,33.300,32.242
62.640,0.6729,33.944,31.801
61.951,0.6783,32.691,32.356
63.678,0.6869,33.940,32.981
63.481,0.6738,33.955,32.662
62.538,0.6773,33.479,32.181
63.381,0.6829,33.466,33.127
62.291,0.6741,33.509,31.884
62.566,0.6717,33.053,32.607
62.547,0.6633,33.617,31.977
62.670,0.6791,34.266,31.541
62.869,0.6763,33.114,32.894
63.751,0.6862,34.173,32.815
62.561,0.6748,34.200,31.471
61.902,0.6680,32.626,32.321
62.231,0.6728,33.406,31.918
61.680,0.6728,32.700,32.030
62.868,0.6826,33.912,32.127
63.019,0.6767,33.401,32.773
63.213,0.6707,35.005,31.349
61.847,0.6780,32.562,32.382
62.748,0.6773,34.685,31.186
62.874,0.6736,33.908,32.088
62.590,0.6692,33.934,31.735
62.931,0.6846,33.361,32.759
62.471,0.6820,32.999,32.623
62.964,0.6735,34.548,31.540
62.139,0.6749,33.933,31.290
62.506,0.6618,33.441,32.100
63.420,0.6782,34.867,31.719
62.918,0.6816,33.305,32.782
62.536,0.6696,33.342,32.277
62.535,0.6744,33.953,31.689
63.281,0.6880,33.311,33.199
62.542,0.6839,33.915,31.790
61.750,0.6734,33.406,31.409
63.141,0.6836,33.390,32.944
61.480,0.6643,33.636,30.839
61.846,0.6768,32.868,32.068
62.272,0.6738,34.563,30.779
62.538,0.6682,33.630,31.974
63.059,0.6777,33.268,32.929
63.694,0.6816,33.740,33.162
63.702,0.6866,34.306,32.639
62.172,0.6707,33.319,31.930
62.098,0.6753,33.101,32.085
63.783,0.6809,35.603,31.376
63.059,0.6832,33.511,32.733
62.262,0.6848,33.701,31.713
62.953,0.6780,33.644,32.457
63.033,0.6793,34.431,31.757
63.406,0.6722,33.511,33.034
62.802,0.6737,33.955,31.964
62.922,0.6745,33.696,32.354
62.969,0.6800,33.630,32.503
62.714,0.6697,33.812,31.991
62.949,0.6731,34.305,31.758
61.932,0.6782,33.619,31.401
62.338,0.6796,34.058,31.406
