h1_optimo,h1_filtro_adaptado,l1_optimo,l1_filtro_adaptado
14.3831,15.9479,16.6367,17.0079
15.0863,15.8552,17.4602,17.1025
14.5591,15.8819,16.8525,17.1023
15.0863,15.8552,17.4602,17.1025
14.5591,15.8819,16.8525,17.1023
15.0863,15.8552,17.4602,17.1025
14.5591,15.8819,16.8525,17.1023
14.8025,15.8434,17.1148,17.1124
15.2164,15.9141,17.6726,17.0510
14.8025,15.8434,17.1148,17.1124
15.2164,15.9141,17.6726,17.0510
14.8953,15.8307,17.2542,17.1233
15.2164,15.9141,17.6726,17.0510
14.7599,15.8079,17.0874,17.1360
15.6997,15.9151,18.2316,16.9615
14.7667,15.8070,17.0965,17.1364
15.9220,15.9192,18.4888,17.0152
14.7667,15.8070,17.0965,17.1364
16.2362,15.9115,18.8623,16.9532
14.6472,15.7990,16.9937,17.1552
16.2362,15.9115,18.8623,16.9532
14.6472,15.7990,16.9937,17.1552
16.2362,15.9115,18.8623,16.9532
14.6288,15.8003,16.9687,17.1544
16.2362,15.9115,18.8623,16.9532
14.8280,15.8439,17.1762,17.1368
16.2362,15.9115,18.8623,16.9532
14.8280,15.8439,17.1762,17.1368
16.2362,15.9115,18.8623,16.9532
14.8280,15.8439,17.1762,17.1368
16.2362,15.9115,18.8623,16.9532
15.3054,15.8615,17.7958,17.1309
15.6955,15.9202,18.2205,17.0206
15.3054,15.8615,17.7958,17.1309
15.6955,15.9202,18.2205,17.0206
15.3054,15.8615,17.7958,17.1309
15.6955,15.9202,18.2205,17.0206
15.5563,15.8601,18.0618,17.1348
15.6104,15.9172,18.1295,17.0332
15.5563,15.8601,18.0618,17.1348
15.6104,15.9172,18.1295,17.0332
15.5563,15.8601,18.0618,17.1348
15.6104,15.9172,18.1295,17.0332
15.5563,15.8601,18.0618,17.1348
15.6104,15.9172,18.1295,17.0332
15.5259,15.8658,18.0369,17.1285
15.6104,15.9172,18.1295,17.0332
15.5259,15.8658,18.0369,17.1285
15.6104,15.9172,18.1295,17.0332
16.0989,15.8439,18.7296,17.1450
15.6104,15.9172,18.1295,17.0332
16.0989,15.8439,18.7296,17.1450
15.2807,15.8994,17.7393,17.0843
16.0989,15.8439,18.7296,17.1450
15.2807,15.8994,17.7393,17.0843
16.0989,15.8439,18.7296,17.1450
15.2807,15.8994,17.7393,17.0843
16.1510,15.8436,18.7952,17.1443
15.2807,15.8994,17.7393,17.0843
16.3829,15.8498,19.0678,17.1229
15.2807,15.8994,17.7393,17.0843
15.8625,15.8326,18.4375,17.1562
15.2807,15.8994,17.7393,17.0843
15.8625,15.8326,18.4375,17.1562
15.2807,15.8994,17.7393,17.0843
15.8686,15.8327,18.4446,17.1561
15.2807,15.8994,17.7393,17.0843
15.8686,15.8327,18.4446,17.1561
15.3546,15.9017,17.8245,17.0786
15.8686,15.8327,18.4446,17.1561
15.3546,15.9017,17.8245,17.0786
15.8686,15.8327,18.4446,17.1561
14.8350,15.8565,17.1854,17.1255
15.5910,15.8410,18.1296,17.1491
14.9062,15.8046,17.2472,17.1335
15.5910,15.8410,18.1296,17.1491
14.9319,15.7712,17.3067,17.1641
15.5910,15.8410,18.1296,17.1491
14.9319,15.7712,17.3067,17.1641
15.5910,15.8410,18.1296,17.1491
14.9319,15.7712,17.3067,17.1641
15.5910,15.8410,18.1296,17.1491
14.9319,15.7712,17.3067,17.1641
15.5910,15.8410,18.1296,17.1491
14.9319,15.7712,17.3067,17.1641
16.2462,15.8396,18.9482,17.1215
14.9319,15.7712,17.3067,17.1641
16.3204,15.7782,18.9893,17.1855
14.9319,15.7712,17.3067,17.1641
16.3204,15.7782,18.9893,17.1855
14.8858,15.7577,17.2559,17.1659
15.8603,15.7764,18.4441,17.1867
14.7312,15.8121,17.0957,17.1532
15.8603,15.7764,18.4441,17.1867
14.7312,15.8121,17.0957,17.1532
15.6868,15.7885,18.2518,17.1817
14.8086,15.8769,17.1630,17.1177
15.6868,15.7885,18.2518,17.1817
14.8086,15.8769,17.1630,17.1177
15.6868,15.7885,18.2518,17.1817
14.7545,15.8713,17.1051,17.1233
15.6868,15.7885,18.2518,17.1817
14.7545,15.8713,17.1051,17.1233
16.0264,15.7766,18.6222,17.1839
14.7545,15.8713,17.1051,17.1233
16.0264,15.7766,18.6222,17.1839
14.7545,15.8713,17.1051,17.1233
16.0264,15.7766,18.6222,17.1839
14.9732,15.8572,17.3574,17.1329
16.0264,15.7766,18.6222,17.1839
14.9732,15.8572,17.3574,17.1329
16.0162,15.7756,18.6093,17.1841
14.9732,15.8572,17.3574,17.1329
16.0162,15.7756,18.6093,17.1841
14.9732,15.8572,17.3574,17.1329
15.8847,15.7918,18.4707,17.1761
14.9547,15.8702,17.3820,17.1113
15.8847,15.7918,18.4707,17.1761
14.9547,15.8702,17.3820,17.1113
15.8847,15.7918,18.4707,17.1761
14.9547,15.8702,17.3820,17.1113
15.8370,15.7950,18.4144,17.1751
14.9547,15.8702,17.3820,17.1113
15.5870,15.8090,18.0920,17.1666
14.9547,15.8702,17.3820,17.1113
15.5870,15.8090,18.0920,17.1666
14.8262,15.8701,17.2368,17.1077
15.5870,15.8090,18.0920,17.1666
14.8713,15.8692,17.3197,17.0833
15.5962,15.8075,18.1023,17.1671
14.8713,15.8692,17.3197,17.0833
15.5962,15.8075,18.1023,17.1671
15.1076,15.8625,17.5998,17.0392
16.0544,15.7820,18.6548,17.1779
14.3411,15.8398,16.7122,17.0962
16.0544,15.7820,18.6548,17.1779
14.3965,15.8422,16.7882,17.0967
16.0544,15.7820,18.6548,17.1779
14.4351,15.8327,16.8486,17.0677
15.3909,15.8180,17.8728,17.1639
14.4351,15.8327,16.8486,17.0677
15.8772,15.8059,18.4559,17.1725
14.4351,15.8327,16.8486,17.0677
15.1529,15.7917,17.6458,17.1798
14.4351,15.8327,16.8486,17.0677
15.1529,15.7917,17.6458,17.1798
14.4351,15.8327,16.8486,17.0677
15.1529,15.7917,17.6458,17.1798
14.7411,15.8309,17.1767,17.1296
15.1529,15.7917,17.6458,17.1798
14.7411,15.8309,17.1767,17.1296
15.1529,15.7917,17.6458,17.1798
14.7411,15.8309,17.1767,17.1296
15.1529,15.7917,17.6458,17.1798
14.7411,15.8309,17.1767,17.1296
15.3633,15.7936,17.9022,17.1776
14.8672,15.8263,17.3171,17.1421
15.3633,15.7936,17.9022,17.1776
14.8672,15.8263,17.3171,17.1421
15.3633,15.7936,17.9022,17.1776
14.8672,15.8263,17.3171,17.1421
15.5096,15.7903,18.0873,17.1767
14.8672,15.8263,17.3171,17.1421
15.5096,15.7903,18.0873,17.1767
14.8672,15.8263,17.3171,17.1421
15.5490,15.7872,18.1520,17.1670
14.9179,15.8268,17.3918,17.1330
15.5360,15.7871,18.1330,17.1686
14.9179,15.8268,17.3918,17.1330
15.5360,15.7871,18.1330,17.1686
14.5625,15.8371,16.9575,17.1480
15.1775,15.7781,17.7252,17.1598
14.5625,15.8371,16.9575,17.1480
15.1775,15.7781,17.7252,17.1598
14.5625,15.8371,16.9575,17.1480
15.1775,15.7781,17.7252,17.1598
14.5625,15.8371,16.9575,17.1480
15.1775,15.7781,17.7252,17.1598
14.7100,15.8276,17.0985,17.1570
15.1775,15.7781,17.7252,17.1598
14.7100,15.8276,17.0985,17.1570
15.1775,15.7781,17.7252,17.1598
14.8959,15.8474,17.3196,17.1429
15.1775,15.7781,17.7252,17.1598
14.8669,15.8471,17.2868,17.1432
15.1775,15.7781,17.7252,17.1598
14.8669,15.8471,17.2868,17.1432
14.9437,15.7670,17.4360,17.1880
14.8669,15.8471,17.2868,17.1432
14.4656,15.7770,16.8562,17.1872
14.8669,15.8471,17.2868,17.1432
14.6123,15.8199,17.0109,17.1542
14.6136,15.8363,16.9915,17.1516
14.6123,15.8199,17.0109,17.1542
14.6136,15.8363,16.9915,17.1516
14.7140,15.8143,17.1595,17.1520
15.0737,15.8299,17.4814,17.1519
14.6881,15.8154,17.1235,17.1530
15.2941,15.8323,17.7611,17.1478
14.7698,15.8126,17.2172,17.1572
15.3102,15.8339,17.7723,17.1476
15.7591,15.8435,18.3469,17.1333
15.3102,15.8339,17.7723,17.1476
15.7591,15.8435,18.3469,17.1333
15.3028,15.8339,17.7609,17.1477
15.7591,15.8435,18.3469,17.1333
15.3028,15.8339,17.7609,17.1477
15.7591,15.8435,18.3469,17.1333
15.2791,15.8356,17.7447,17.1465
15.7591,15.8435,18.3469,17.1333
15.2791,15.8356,17.7447,17.1465
15.7591,15.8435,18.3469,17.1333
15.2791,15.8356,17.7447,17.1465
15.7591,15.8435,18.3469,17.1333
15.2485,15.8345,17.6628,17.1404
15.2443,15.8283,17.7672,17.1481
15.2485,15.8345,17.6628,17.1404
15.2443,15.8283,17.7672,17.1481
15.2032,15.8288,17.6030,17.1402
15.2443,15.8283,17.7672,17.1481
15.2032,15.8288,17.6030,17.1402
15.2443,15.8283,17.7672,17.1481
15.2032,15.8288,17.6030,17.1402
15.2443,15.8283,17.7672,17.1481
15.2032,15.8288,17.6030,17.1402
15.1148,15.8243,17.5982,17.1577
15.2032,15.8288,17.6030,17.1402
15.1512,15.8263,17.6486,17.1538
15.1168,15.8279,17.5067,17.1339
15.3924,15.8279,17.9218,17.1540
15.1168,15.8279,17.5067,17.1339
15.4335,15.8300,17.9673,17.1522
14.6948,15.8195,16.9721,17.1098
15.4335,15.8300,17.9673,17.1522
14.6948,15.8195,16.9721,17.1098
15.4335,15.8300,17.9673,17.1522
14.6807,15.8217,16.9420,17.0925
15.4335,15.8300,17.9673,17.1522
14.6807,15.8217,16.9420,17.0925
15.4335,15.8300,17.9673,17.1522
14.9195,15.8381,17.2767,17.1207
15.4342,15.8338,17.9562,17.1499
14.9195,15.8381,17.2767,17.1207
15.4342,15.8338,17.9562,17.1499
14.9195,15.8381,17.2767,17.1207
15.4342,15.8338,17.9562,17.1499
15.3075,15.8906,17.7225,17.1004
15.4190,15.8324,17.9354,17.1519
15.3075,15.8906,17.7225,17.1004
15.4190,15.8324,17.9354,17.1519
15.3075,15.8906,17.7225,17.1004
15.4190,15.8324,17.9354,17.1519
15.3075,15.8906,17.7225,17.1004
15.4190,15.8324,17.9354,17.1519
15.3075,15.8906,17.7225,17.1004
15.4183,15.8303,17.9352,17.1541
15.3075,15.8906,17.7225,17.1004
15.4183,15.8303,17.9352,17.1541
15.3075,15.8906,17.7225,17.1004
15.4183,15.8303,17.9352,17.1541
15.2664,15.8919,17.6939,17.0984
15.7795,15.8343,18.4028,17.1332
15.2664,15.8919,17.6939,17.0984
15.7795,15.8343,18.4028,17.1332
15.2664,15.8919,17.6939,17.0984
15.7795,15.8343,18.4028,17.1332
15.2664,15.8919,17.6939,17.0984
15.7795,15.8343,18.4028,17.1332
15.2664,15.8919,17.6939,17.0984
15.7795,15.8343,18.4028,17.1332
15.2948,15.9017,17.7204,17.0891
15.7795,15.8343,18.4028,17.1332
15.3022,15.9024,17.7240,17.0881
15.7795,15.8343,18.4028,17.1332
15.3022,15.9024,17.7240,17.0881
15.7795,15.8343,18.4028,17.1332
15.2951,15.9017,17.7204,17.0890
15.7795,15.8343,18.4028,17.1332
15.2951,15.9017,17.7204,17.0890
15.1215,15.8080,17.5833,17.1701
15.2951,15.9017,17.7204,17.0890
15.1215,15.8080,17.5833,17.1701
15.2951,15.9017,17.7204,17.0890
15.6992,15.8271,18.2872,17.1402
15.2951,15.9017,17.7204,17.0890
15.5590,15.8137,18.1397,17.1549
15.2951,15.9017,17.7204,17.0890
15.5590,15.8137,18.1397,17.1549
15.9479,15.9255,18.4535,17.0542
15.5590,15.8137,18.1397,17.1549
15.9479,15.9255,18.4535,17.0542
15.5590,15.8137,18.1397,17.1549
15.9479,15.9255,18.4535,17.0542
15.5590,15.8137,18.1397,17.1549
15.9479,15.9255,18.4535,17.0542
15.5590,15.8137,18.1397,17.1549
15.9479,15.9255,18.4535,17.0542
15.7375,15.8185,18.3404,17.1510
15.9479,15.9255,18.4535,17.0542
15.2617,15.7949,17.7610,17.1788
15.5798,15.9132,18.0609,17.0747
15.5727,15.8437,18.1092,17.1382
15.5798,15.9132,18.0609,17.0747
16.0041,15.8603,18.6242,17.1210
14.8191,15.9023,17.1675,17.0900
16.0041,15.8603,18.6242,17.1210
14.8191,15.9023,17.1675,17.0900
16.0041,15.8603,18.6242,17.1210
14.8191,15.9023,17.1675,17.0900
16.0041,15.8603,18.6242,17.1210
14.8191,15.9023,17.1675,17.0900
16.0041,15.8603,18.6242,17.1210
14.8191,15.9023,17.1675,17.0900
15.5848,15.8467,18.1391,17.1292
14.8191,15.9023,17.1675,17.0900
15.8591,15.8356,18.4940,17.1319
14.8191,15.9023,17.1675,17.0900
15.5674,15.8325,18.1389,17.1444
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
14.8191,15.9023,17.1675,17.0900
15.5923,15.8353,18.1752,17.1368
15.3928,15.9302,17.8115,17.0431
15.4739,15.8268,18.0422,17.1469
15.3928,15.9302,17.8115,17.0431
15.4739,15.8268,18.0422,17.1469
15.3928,15.9302,17.8115,17.0431
15.4739,15.8268,18.0422,17.1469
15.3928,15.9302,17.8115,17.0431
15.4739,15.8268,18.0422,17.1469
15.3928,15.9302,17.8115,17.0431
15.4739,15.8268,18.0422,17.1469
15.3928,15.9302,17.8115,17.0431
14.9925,15.8178,17.4281,17.1649
15.3928,15.9302,17.8115,17.0431
15.4732,15.8682,18.0217,17.0868
14.6368,15.5399,17.0450,17.2223
15.4732,15.8682,18.0217,17.0868
15.3934,15.6909,18.0437,17.1807
15.2782,15.8653,17.7857,17.1062
15.3934,15.6909,18.0437,17.1807
15.4433,15.8680,17.9805,17.0955
15.4012,15.6923,18.0486,17.1814
15.7391,15.8617,18.3235,17.0532
15.4012,15.6923,18.0486,17.1814
15.7391,15.8617,18.3235,17.0532
15.4602,15.6905,18.0979,17.1961
15.7391,15.8617,18.3235,17.0532
15.4602,15.6905,18.0979,17.1961
15.7391,15.8617,18.3235,17.0532
15.4602,15.6905,18.0979,17.1961
15.7391,15.8617,18.3235,17.0532
15.4602,15.6905,18.0979,17.1961
15.7391,15.8617,18.3235,17.0532
15.4602,15.6905,18.0979,17.1961
15.1147,15.8351,17.6303,17.1281
14.7753,15.6367,17.2629,17.2272
15.1147,15.8351,17.6303,17.1281
14.7753,15.6367,17.2629,17.2272
15.1147,15.8351,17.6303,17.1281
14.7640,15.6561,17.2551,17.2246
15.1147,15.8351,17.6303,17.1281
15.0138,15.6734,17.5469,17.2195
15.1147,15.8351,17.6303,17.1281
15.0138,15.6734,17.5469,17.2195
15.2305,15.8276,17.7781,17.1080
15.0138,15.6734,17.5469,17.2195
15.1951,15.8166,17.7189,17.1223
15.0138,15.6734,17.5469,17.2195
15.1951,15.8166,17.7189,17.1223
15.0321,15.6774,17.5671,17.2180
15.1951,15.8166,17.7189,17.1223
15.0321,15.6774,17.5671,17.2180
15.1951,15.8166,17.7189,17.1223
15.8467,15.6662,18.5938,17.1959
15.3765,15.8052,17.9797,17.0812
15.5908,15.6680,18.2661,17.2063
15.3765,15.8052,17.9797,17.0812
15.4133,15.6712,18.0365,17.2102
15.3765,15.8052,17.9797,17.0812
15.0350,15.6378,17.5717,17.2289
15.4611,15.8043,18.0796,17.0504
15.0350,15.6378,17.5717,17.2289
16.1636,15.8107,18.8754,17.0223
15.0350,15.6378,17.5717,17.2289
15.8134,15.8315,18.4465,17.1093
15.0350,15.6378,17.5717,17.2289
16.0522,15.8251,18.7510,17.0935
15.0350,15.6378,17.5717,17.2289
16.0542,15.8250,18.7536,17.0933
15.0350,15.6378,17.5717,17.2289
15.4122,15.8348,17.9708,17.1345
15.0350,15.6378,17.5717,17.2289
15.5326,15.8288,18.1061,17.1300
15.0350,15.6378,17.5717,17.2289
15.5326,15.8288,18.1061,17.1300
15.0350,15.6378,17.5717,17.2289
15.5326,15.8288,18.1061,17.1300
15.0350,15.6378,17.5717,17.2289
15.5326,15.8288,18.1061,17.1300
15.4770,15.6606,18.0834,17.2235
15.5326,15.8288,18.1061,17.1300
15.4770,15.6606,18.0834,17.2235
15.5326,15.8288,18.1061,17.1300
15.4770,15.6606,18.0834,17.2235
15.5475,15.8284,18.1265,17.1288
15.4770,15.6606,18.0834,17.2235
15.5475,15.8284,18.1265,17.1288
15.4770,15.6606,18.0834,17.2235
15.5475,15.8284,18.1265,17.1288
16.0176,15.6861,18.6961,17.2191
14.7195,15.8157,17.1072,17.1662
16.0176,15.6861,18.6961,17.2191
15.3105,15.8225,17.8221,17.1611
16.0176,15.6861,18.6961,17.2191
15.3105,15.8225,17.8221,17.1611
16.0176,15.6861,18.6961,17.2191
15.3105,15.8225,17.8221,17.1611
16.0176,15.6861,18.6961,17.2191
15.3038,15.8305,17.7940,17.1543
16.0176,15.6861,18.6961,17.2191
15.3291,15.8279,17.8303,17.1565
16.0176,15.6861,18.6961,17.2191
15.3291,15.8279,17.8303,17.1565
16.6684,15.7016,19.4999,17.2013
15.3291,15.8279,17.8303,17.1565
16.6684,15.7016,19.4999,17.2013
15.3291,15.8279,17.8303,17.1565
16.6684,15.7016,19.4999,17.2013
15.2123,15.8078,17.6822,17.1703
15.9592,15.7147,18.6269,17.2109
15.5041,15.8365,18.0151,17.1533
15.9592,15.7147,18.6269,17.2109
15.5069,15.8357,18.0189,17.1539
15.9592,15.7147,18.6269,17.2109
15.5957,15.8065,18.0964,17.1661
15.9592,15.7147,18.6269,17.2109
15.4202,15.8115,17.9060,17.1623
15.9592,15.7147,18.6269,17.2109
15.4202,15.8115,17.9060,17.1623
15.9592,15.7147,18.6269,17.2109
15.4202,15.8115,17.9060,17.1623
15.2833,15.6850,17.7965,17.2127
15.4202,15.8115,17.9060,17.1623
15.2833,15.6850,17.7965,17.2127
15.4202,15.8115,17.9060,17.1623
15.2833,15.6850,17.7965,17.2127
15.3887,15.8202,17.8694,17.1592
15.2833,15.6850,17.7965,17.2127
15.3887,15.8202,17.8694,17.1592
15.2833,15.6850,17.7965,17.2127
15.3887,15.8202,17.8694,17.1592
15.2833,15.6850,17.7965,17.2127
15.3887,15.8202,17.8694,17.1592
15.8162,15.7312,18.4482,17.2051
15.3887,15.8202,17.8694,17.1592
15.6401,15.7070,18.2599,17.2129
15.4211,15.8161,17.8869,17.1578
15.6401,15.7070,18.2599,17.2129
15.4211,15.8161,17.8869,17.1578
15.6401,15.7070,18.2599,17.2129
15.9631,15.7874,18.5243,17.1729
15.6401,15.7070,18.2599,17.2129
15.9631,15.7874,18.5243,17.1729
15.5912,15.6981,18.1945,17.2158
15.9631,15.7874,18.5243,17.1729
15.3735,15.6884,17.9151,17.2171
15.9441,15.7826,18.5026,17.1741
15.3735,15.6884,17.9151,17.2171
15.5501,15.7628,18.0620,17.1807
15.3735,15.6884,17.9151,17.2171
15.5501,15.7628,18.0620,17.1807
15.3735,15.6884,17.9151,17.2171
15.5501,15.7628,18.0620,17.1807
15.3735,15.6884,17.9151,17.2171
15.8283,15.7516,18.3945,17.1832
15.3735,15.6884,17.9151,17.2171
16.1495,15.7546,18.7228,17.1563
15.3735,15.6884,17.9151,17.2171
16.1495,15.7546,18.7228,17.1563
15.3735,15.6884,17.9151,17.2171
16.2192,15.7318,18.7776,17.1494
15.3735,15.6884,17.9151,17.2171
15.9101,15.7951,18.4531,17.1549
15.3735,15.6884,17.9151,17.2171
15.9101,15.7951,18.4531,17.1549
15.9467,15.6901,18.6139,17.2179
15.9101,15.7951,18.4531,17.1549
15.9467,15.6901,18.6139,17.2179
15.9101,15.7951,18.4531,17.1549
15.9467,15.6901,18.6139,17.2179
15.1397,15.7721,17.5748,17.1698
15.9467,15.6901,18.6139,17.2179
15.1397,15.7721,17.5748,17.1698
15.9467,15.6901,18.6139,17.2179
15.1397,15.7721,17.5748,17.1698
15.2227,15.6507,17.7290,17.2136
15.1397,15.7721,17.5748,17.1698
16.4254,15.7407,19.2438,17.0931
15.4180,15.7479,17.8977,17.1714
16.4254,15.7407,19.2438,17.0931
16.2125,15.6394,18.7588,17.1457
16.4254,15.7407,19.2438,17.0931
16.2125,15.6394,18.7588,17.1457
16.4254,15.7407,19.2438,17.0931
16.2125,15.6394,18.7588,17.1457
14.9276,15.6621,17.3636,17.2105
16.2125,15.6394,18.7588,17.1457
14.9276,15.6621,17.3636,17.2105
16.2125,15.6394,18.7588,17.1457
14.9029,15.6614,17.3357,17.2107
16.2125,15.6394,18.7588,17.1457
14.9029,15.6614,17.3357,17.2107
16.2125,15.6394,18.7588,17.1457
14.9029,15.6614,17.3357,17.2107
16.2125,15.6394,18.7588,17.1457
14.8660,15.6685,17.3220,17.2194
16.2125,15.6394,18.7588,17.1457
14.8660,15.6685,17.3220,17.2194
16.1588,15.6468,18.7041,17.1495
14.8660,15.6685,17.3220,17.2194
16.1265,15.6570,18.6664,17.1512
14.8969,15.6889,17.3485,17.2157
16.1265,15.6570,18.6664,17.1512
14.9621,15.7618,17.4626,17.1903
16.1265,15.6570,18.6664,17.1512
14.9621,15.7618,17.4626,17.1903
16.1265,15.6570,18.6664,17.1512
14.9621,15.7618,17.4626,17.1903
16.1265,15.6570,18.6664,17.1512
14.9072,15.7483,17.3883,17.1959
15.9745,15.6600,18.4756,17.1461
14.9207,15.7617,17.4181,17.1894
15.6977,15.6857,18.1888,17.1486
15.5987,15.7764,18.2709,17.0768
15.6977,15.6857,18.1888,17.1486
15.3101,15.7968,17.8869,17.1439
15.6977,15.6857,18.1888,17.1486
15.3101,15.7968,17.8869,17.1439
15.5550,15.7139,18.0184,17.1547
15.3101,15.7968,17.8869,17.1439
15.5550,15.7139,18.0184,17.1547
15.3101,15.7968,17.8869,17.1439
15.5550,15.7139,18.0184,17.1547
15.3101,15.7968,17.8869,17.1439
15.5550,15.7139,18.0184,17.1547
15.3101,15.7968,17.8869,17.1439
15.5550,15.7139,18.0184,17.1547
15.2970,15.7965,17.8643,17.1500
15.7540,15.6542,18.2448,17.1409
15.3284,15.8074,17.8951,17.1305
15.6330,15.6820,18.1139,17.1481
15.3284,15.8074,17.8951,17.1305
15.6330,15.6820,18.1139,17.1481
15.3284,15.8074,17.8951,17.1305
15.6330,15.6820,18.1139,17.1481
15.3372,15.8088,17.9049,17.1271
16.4346,15.7038,19.0600,17.1669
15.3372,15.8088,17.9049,17.1271
16.4346,15.7038,19.0600,17.1669
15.3372,15.8088,17.9049,17.1271
16.4346,15.7038,19.0600,17.1669
15.3372,15.8088,17.9049,17.1271
16.4346,15.7038,19.0600,17.1669
15.3372,15.8088,17.9049,17.1271
15.9991,15.7944,18.5673,17.1565
15.3372,15.8088,17.9049,17.1271
15.9991,15.7944,18.5673,17.1565
14.9946,15.8157,17.5065,17.0554
15.9991,15.7944,18.5673,17.1565
14.9111,15.8031,17.4137,17.1362
16.1448,15.7817,18.7261,17.1567
14.9111,15.8031,17.4137,17.1362
16.1448,15.7817,18.7261,17.1567
15.2995,15.7930,17.8689,17.1550
16.1448,15.7817,18.7261,17.1567
15.2995,15.7930,17.8689,17.1550
16.1448,15.7817,18.7261,17.1567
15.2995,15.7930,17.8689,17.1550
15.9271,15.8167,18.4733,17.1575
15.2995,15.7930,17.8689,17.1550
15.9271,15.8167,18.4733,17.1575
15.2995,15.7930,17.8689,17.1550
15.9271,15.8167,18.4733,17.1575
15.2408,15.7801,17.7837,17.1637
15.9271,15.8167,18.4733,17.1575
15.7463,15.7783,18.3619,17.1815
15.9271,15.8167,18.4733,17.1575
15.5692,15.7697,18.1779,17.1832
15.9271,15.8167,18.4733,17.1575
15.5692,15.7697,18.1779,17.1832
15.9271,15.8167,18.4733,17.1575
15.5692,15.7697,18.1779,17.1832
15.9271,15.8167,18.4733,17.1575
15.5692,15.7697,18.1779,17.1832
15.9271,15.8167,18.4733,17.1575
15.5692,15.7697,18.1779,17.1832
15.9271,15.8167,18.4733,17.1575
15.5692,15.7697,18.1779,17.1832
15.1032,15.8583,17.5433,17.1363
15.5692,15.7697,18.1779,17.1832
15.1032,15.8583,17.5433,17.1363
15.5692,15.7697,18.1779,17.1832
14.9072,15.8640,17.2976,17.1303
15.9512,15.7402,18.6486,17.1926
14.9072,15.8640,17.2976,17.1303
16.4178,15.7438,19.1760,17.1949
14.9072,15.8640,17.2976,17.1303
16.4396,15.7322,19.1910,17.2033
14.9072,15.8640,17.2976,17.1303
15.8609,15.6547,18.4716,17.2136
14.9072,15.8640,17.2976,17.1303
15.8609,15.6547,18.4716,17.2136
14.9072,15.8640,17.2976,17.1303
15.2875,15.6919,17.7950,17.2114
14.9072,15.8640,17.2976,17.1303
15.2875,15.6919,17.7950,17.2114
14.9072,15.8640,17.2976,17.1303
15.2617,15.7413,17.7823,17.2026
14.9072,15.8640,17.2976,17.1303
15.2592,15.7468,17.7815,17.2006
15.0560,15.8627,17.4677,17.1310
15.2592,15.7468,17.7815,17.2006
15.0973,15.8624,17.5148,17.1312
15.2592,15.7468,17.7815,17.2006
15.0973,15.8624,17.5148,17.1312
15.2592,15.7468,17.7815,17.2006
14.8068,15.8870,17.1392,17.1036
15.2592,15.7468,17.7815,17.2006
14.8068,15.8870,17.1392,17.1036
15.3839,15.7329,17.9497,17.2044
14.8068,15.8870,17.1392,17.1036
15.3298,15.7327,17.8792,17.2050
14.8068,15.8870,17.1392,17.1036
15.3298,15.7327,17.8792,17.2050
14.8068,15.8870,17.1392,17.1036
15.3298,15.7327,17.8792,17.2050
14.6134,15.8735,16.9262,17.1160
15.6195,15.7198,18.2080,17.2097
14.6134,15.8735,16.9262,17.1160
15.6195,15.7198,18.2080,17.2097
14.6134,15.8735,16.9262,17.1160
15.6195,15.7198,18.2080,17.2097
14.6134,15.8735,16.9262,17.1160
15.6195,15.7198,18.2080,17.2097
14.6134,15.8735,16.9262,17.1160
15.6195,15.7198,18.2080,17.2097
14.6134,15.8735,16.9262,17.1160
16.3715,15.7410,19.1262,17.1869
14.6134,15.8735,16.9262,17.1160
16.3715,15.7410,19.1262,17.1869
14.6134,15.8735,16.9262,17.1160
14.8581,15.5952,17.2534,17.1979
14.6134,15.8735,16.9262,17.1160
14.8581,15.5952,17.2534,17.1979
14.6134,15.8735,16.9262,17.1160
14.8604,15.6306,17.2875,17.2155
14.6134,15.8735,16.9262,17.1160
14.8604,15.6306,17.2875,17.2155
14.7031,15.8537,17.0557,17.1298
14.8604,15.6306,17.2875,17.2155
14.7031,15.8537,17.0557,17.1298
14.8604,15.6306,17.2875,17.2155
14.7031,15.8537,17.0557,17.1298
14.8604,15.6306,17.2875,17.2155
14.7031,15.8537,17.0557,17.1298
14.8604,15.6306,17.2875,17.2155
14.6305,15.8307,16.9546,17.1437
14.9292,15.7317,17.3847,17.2051
14.6305,15.8307,16.9546,17.1437
15.0073,15.7693,17.4972,17.1899
16.4409,15.8934,19.0178,17.0919
15.1028,15.7924,17.6351,17.1365
16.4409,15.8934,19.0178,17.0919
15.1028,15.7924,17.6351,17.1365
16.4108,15.8870,18.9765,17.0946
15.1028,15.7924,17.6351,17.1365
15.9793,15.8695,18.5071,17.1106
15.1028,15.7924,17.6351,17.1365
15.9672,15.8667,18.4893,17.1113
14.2807,15.7524,16.5864,17.1881
15.9672,15.8667,18.4893,17.1113
14.2807,15.7524,16.5864,17.1881
15.9672,15.8667,18.4893,17.1113
14.4210,15.7635,16.7555,17.1871
16.0990,15.8980,18.6532,17.0956
