h1_optimo,h1_filtro_adaptado,l1_optimo,l1_filtro_adaptado
14.6027,15.9269,16.9073,17.0531
15.4011,15.7134,18.0246,17.1989
16.1484,15.9482,18.6608,17.0080
15.4011,15.7134,18.0246,17.1989
16.2081,15.9482,18.7293,17.0081
15.2889,15.7199,17.8821,17.1982
16.2081,15.9482,18.7293,17.0081
15.1915,15.7149,17.7512,17.2055
16.2081,15.9482,18.7293,17.0081
15.2002,15.7193,17.7400,17.2057
16.2081,15.9482,18.7293,17.0081
15.0473,15.6295,17.5323,17.2246
16.2081,15.9482,18.7293,17.0081
15.1244,15.6352,17.6322,17.2258
16.2081,15.9482,18.7293,17.0081
14.9179,15.6164,17.3691,17.2224
16.2081,15.9482,18.7293,17.0081
14.9179,15.6164,17.3691,17.2224
16.1807,15.9481,18.6985,17.0085
14.8778,15.6026,17.3363,17.2205
15.8409,15.9458,18.3168,17.0145
14.8778,15.6026,17.3363,17.2205
15.8409,15.9458,18.3168,17.0145
14.8778,15.6026,17.3363,17.2205
15.8409,15.9458,18.3168,17.0145
14.8778,15.6026,17.3363,17.2205
15.0974,15.9395,17.4562,17.0262
14.8778,15.6026,17.3363,17.2205
13.9536,15.9043,16.1598,17.0860
14.8778,15.6026,17.3363,17.2205
14.1606,15.8997,16.3965,17.0901
14.8778,15.6026,17.3363,17.2205
13.9658,15.9044,16.1656,17.0848
14.8778,15.6026,17.3363,17.2205
13.9658,15.9044,16.1656,17.0848
14.8778,15.6026,17.3363,17.2205
13.9658,15.9044,16.1656,17.0848
14.8778,15.6026,17.3363,17.2205
13.9658,15.9044,16.1656,17.0848
14.8778,15.6026,17.3363,17.2205
13.9658,15.9044,16.1656,17.0848
14.9300,15.6978,17.4261,17.2158
14.1493,15.9118,16.3866,17.0773
15.5249,15.7494,18.1908,17.1361
14.1493,15.9118,16.3866,17.0773
15.5249,15.7494,18.1908,17.1361
14.2916,15.9081,16.5515,17.0819
15.5249,15.7494,18.1908,17.1361
14.2916,15.9081,16.5515,17.0819
15.3469,15.7495,17.9250,17.1789
14.3866,15.9080,16.6790,17.0814
15.3469,15.7495,17.9250,17.1789
13.9295,15.9110,16.1700,17.0235
15.3371,15.7573,17.9441,17.1706
13.9295,15.9110,16.1700,17.0235
15.2199,15.7507,17.7808,17.1887
14.8336,15.9097,17.2100,17.0550
15.2199,15.7507,17.7808,17.1887
14.8336,15.9097,17.2100,17.0550
15.2199,15.7507,17.7808,17.1887
14.8288,15.9097,17.2034,17.0559
15.2199,15.7507,17.7808,17.1887
14.8347,15.9093,17.2100,17.0579
15.0736,15.7691,17.6066,17.1714
14.8347,15.9093,17.2100,17.0579
15.0736,15.7691,17.6066,17.1714
14.8347,15.9093,17.2100,17.0579
15.0736,15.7691,17.6066,17.1714
14.8347,15.9093,17.2100,17.0579
15.2661,15.7668,17.8436,17.1404
15.1076,15.9029,17.5618,16.9914
15.2661,15.7668,17.8436,17.1404
15.1076,15.9029,17.5618,16.9914
15.2661,15.7668,17.8436,17.1404
15.0209,15.9053,17.4582,17.0127
15.2661,15.7668,17.8436,17.1404
15.0209,15.9053,17.4582,17.0127
15.2661,15.7668,17.8436,17.1404
15.0209,15.9053,17.4582,17.0127
15.2661,15.7668,17.8436,17.1404
15.0209,15.9053,17.4582,17.0127
15.2661,15.7668,17.8436,17.1404
15.2641,15.9073,17.7316,17.0009
15.0199,15.7657,17.5563,17.1697
15.2641,15.9073,17.7316,17.0009
15.0199,15.7657,17.5563,17.1697
14.9423,15.9199,17.3376,17.0408
14.7226,15.7459,17.1649,17.1979
14.9423,15.9199,17.3376,17.0408
14.7226,15.7459,17.1649,17.1979
14.9423,15.9199,17.3376,17.0408
14.7226,15.7459,17.1649,17.1979
14.9423,15.9199,17.3376,17.0408
14.7226,15.7459,17.1649,17.1979
14.6641,15.9233,17.0119,17.0131
14.9723,15.7165,17.4758,17.2102
14.6709,15.9275,17.0250,17.0289
15.2830,15.7018,17.8275,17.2137
14.4863,15.9250,16.7913,16.9761
15.2830,15.7018,17.8275,17.2137
14.6477,15.9110,17.0126,17.0621
15.2415,15.6962,17.8026,17.2150
14.6477,15.9110,17.0126,17.0621
15.2415,15.6962,17.8026,17.2150
14.5591,15.9092,16.8841,17.0783
15.2415,15.6962,17.8026,17.2150
14.5591,15.9092,16.8841,17.0783
15.2415,15.6962,17.8026,17.2150
14.5591,15.9092,16.8841,17.0783
15.3936,15.7089,17.9706,17.2106
14.5591,15.9092,16.8841,17.0783
15.4328,15.7120,18.0260,17.2082
14.3849,15.9139,16.7078,17.0358
15.4389,15.7127,18.0342,17.2077
14.4688,15.9098,16.7847,17.0596
15.4389,15.7127,18.0342,17.2077
15.2312,15.9252,17.6558,17.0241
15.4389,15.7127,18.0342,17.2077
15.2312,15.9252,17.6558,17.0241
15.4389,15.7127,18.0342,17.2077
15.2312,15.9252,17.6558,17.0241
15.4389,15.7127,18.0342,17.2077
16.2990,15.9169,18.9064,17.0658
15.4389,15.7127,18.0342,17.2077
16.2196,15.9140,18.8120,17.0703
15.7143,15.7399,18.3827,17.1523
16.2196,15.9140,18.8120,17.0703
15.7143,15.7399,18.3827,17.1523
15.1416,15.9237,17.5550,17.0323
15.7143,15.7399,18.3827,17.1523
15.1363,15.9232,17.5495,17.0350
15.6298,15.7400,18.3097,17.1614
15.1294,15.9217,17.5499,17.0357
15.6298,15.7400,18.3097,17.1614
15.0583,15.9240,17.4656,17.0141
15.7254,15.7387,18.4015,17.1501
15.0583,15.9240,17.4656,17.0141
15.7254,15.7387,18.4015,17.1501
14.6762,15.9044,17.0194,17.0770
15.7254,15.7387,18.4015,17.1501
14.6762,15.9044,17.0194,17.0770
15.7254,15.7387,18.4015,17.1501
14.6762,15.9044,17.0194,17.0770
15.1262,15.6852,17.6382,17.2188
14.8547,15.9068,17.2539,17.0493
15.3203,15.6898,17.8877,17.2178
14.8547,15.9068,17.2539,17.0493
15.3203,15.6898,17.8877,17.2178
14.8547,15.9068,17.2539,17.0493
15.3203,15.6898,17.8877,17.2178
14.8547,15.9068,17.2539,17.0493
15.3203,15.6898,17.8877,17.2178
14.8547,15.9068,17.2539,17.0493
15.5334,15.6943,18.1310,17.2165
14.7697,15.8924,17.1495,17.0808
15.5334,15.6943,18.1310,17.2165
14.7697,15.8924,17.1495,17.0808
15.5334,15.6943,18.1310,17.2165
14.7697,15.8924,17.1495,17.0808
15.5334,15.6943,18.1310,17.2165
14.5525,15.8968,16.9048,17.0439
15.8446,15.6750,18.5413,17.2155
14.4598,15.8939,16.8096,17.0374
15.8968,15.6808,18.6115,17.2105
14.4598,15.8939,16.8096,17.0374
15.8968,15.6808,18.6115,17.2105
14.4598,15.8939,16.8096,17.0374
15.8968,15.6808,18.6115,17.2105
14.4598,15.8939,16.8096,17.0374
15.8968,15.6808,18.6115,17.2105
14.4805,15.8943,16.8321,17.0377
14.7263,15.6389,17.2487,17.2222
14.4805,15.8943,16.8321,17.0377
14.7263,15.6389,17.2487,17.2222
14.4805,15.8943,16.8321,17.0377
14.7853,15.6256,17.2845,17.2299
14.4805,15.8943,16.8321,17.0377
14.7853,15.6256,17.2845,17.2299
14.4805,15.8943,16.8321,17.0377
14.7853,15.6256,17.2845,17.2299
14.4805,15.8943,16.8321,17.0377
14.7853,15.6256,17.2845,17.2299
14.4805,15.8943,16.8321,17.0377
14.7853,15.6256,17.2845,17.2299
14.4614,15.8909,16.8215,17.0365
14.7853,15.6256,17.2845,17.2299
14.4614,15.8909,16.8215,17.0365
14.7853,15.6256,17.2845,17.2299
14.4614,15.8909,16.8215,17.0365
14.7853,15.6256,17.2845,17.2299
14.4680,15.8923,16.8248,17.0308
14.7853,15.6256,17.2845,17.2299
14.6032,15.8932,16.9778,17.0216
14.7853,15.6256,17.2845,17.2299
14.6008,15.8933,16.9741,17.0179
14.7853,15.6256,17.2845,17.2299
14.5932,15.9033,16.9624,17.0510
14.7853,15.6256,17.2845,17.2299
14.2753,15.8056,16.5793,17.1696
14.7853,15.6256,17.2845,17.2299
13.8833,15.8284,16.1151,17.1571
14.7853,15.6256,17.2845,17.2299
14.3322,15.8314,16.6727,17.1528
15.0595,15.6479,17.6475,17.2164
14.4633,15.8272,16.8227,17.1573
15.0595,15.6479,17.6475,17.2164
14.4633,15.8272,16.8227,17.1573
15.0595,15.6479,17.6475,17.2164
15.1868,15.8282,17.7359,17.0460
15.0595,15.6479,17.6475,17.2164
15.1868,15.8282,17.7359,17.0460
15.1470,15.6692,17.7707,17.1898
15.1868,15.8282,17.7359,17.0460
15.1470,15.6692,17.7707,17.1898
15.1868,15.8282,17.7359,17.0460
15.1470,15.6692,17.7707,17.1898
15.1868,15.8282,17.7359,17.0460
15.1470,15.6692,17.7707,17.1898
15.1868,15.8282,17.7359,17.0460
15.1470,15.6692,17.7707,17.1898
14.3388,15.8369,16.6884,17.1504
15.1470,15.6692,17.7707,17.1898
14.3388,15.8369,16.6884,17.1504
15.1470,15.6692,17.7707,17.1898
14.3388,15.8369,16.6884,17.1504
15.1470,15.6692,17.7707,17.1898
14.5464,15.8383,16.9256,17.1441
15.1470,15.6692,17.7707,17.1898
14.5464,15.8383,16.9256,17.1441
15.1470,15.6692,17.7707,17.1898
15.2662,15.8240,17.8361,17.0911
15.1470,15.6692,17.7707,17.1898
15.2662,15.8240,17.8361,17.0911
15.3962,15.6301,18.0744,17.2067
15.2662,15.8240,17.8361,17.0911
15.3731,15.6235,18.0382,17.2141
15.2662,15.8240,17.8361,17.0911
15.3731,15.6235,18.0382,17.2141
15.2662,15.8240,17.8361,17.0911
15.3731,15.6235,18.0382,17.2141
14.8172,15.8095,17.2585,17.1689
15.3731,15.6235,18.0382,17.2141
14.7741,15.8061,17.2039,17.1718
15.3731,15.6235,18.0382,17.2141
14.6054,15.7797,16.9714,17.1805
15.3731,15.6235,18.0382,17.2141
14.6054,15.7797,16.9714,17.1805
15.3731,15.6235,18.0382,17.2141
14.6054,15.7797,16.9714,17.1805
15.3731,15.6235,18.0382,17.2141
14.6262,15.7812,16.9863,17.1808
15.3731,15.6235,18.0382,17.2141
14.6262,15.7812,16.9863,17.1808
15.3731,15.6235,18.0382,17.2141
14.6262,15.7812,16.9863,17.1808
15.0308,15.5968,17.5885,17.2324
14.4817,15.7677,16.8713,17.1918
15.1843,15.6079,17.7960,17.2261
15.0133,15.8079,17.5345,17.1200
15.1843,15.6079,17.7960,17.2261
15.0133,15.8079,17.5345,17.1200
14.6436,15.5787,17.1148,17.2358
14.9662,15.8098,17.4896,17.0675
14.6436,15.5787,17.1148,17.2358
15.2446,15.8191,17.7887,17.0850
14.6436,15.5787,17.1148,17.2358
15.5267,15.8236,18.1449,17.0501
14.6436,15.5787,17.1148,17.2358
15.5267,15.8236,18.1449,17.0501
14.6436,15.5787,17.1148,17.2358
15.5267,15.8236,18.1449,17.0501
14.6436,15.5787,17.1148,17.2358
15.5267,15.8236,18.1449,17.0501
14.6436,15.5787,17.1148,17.2358
16.7197,15.8128,19.5097,16.9412
16.1991,15.6250,19.0379,17.1840
16.7197,15.8128,19.5097,16.9412
16.1991,15.6250,19.0379,17.1840
16.7197,15.8128,19.5097,16.9412
16.1991,15.6250,19.0379,17.1840
16.5161,15.8550,19.2495,17.0713
15.6269,15.5773,18.2783,17.2359
16.5161,15.8550,19.2495,17.0713
15.6269,15.5773,18.2783,17.2359
16.5161,15.8550,19.2495,17.0713
15.6269,15.5773,18.2783,17.2359
14.0146,15.6392,16.1925,17.1236
15.6269,15.5773,18.2783,17.2359
14.0146,15.6392,16.1925,17.1236
15.6269,15.5773,18.2783,17.2359
14.0146,15.6392,16.1925,17.1236
15.6269,15.5773,18.2783,17.2359
14.0146,15.6392,16.1925,17.1236
15.6269,15.5773,18.2783,17.2359
14.0146,15.6392,16.1925,17.1236
15.6269,15.5773,18.2783,17.2359
14.0146,15.6392,16.1925,17.1236
15.6269,15.5773,18.2783,17.2359
14.1518,15.7710,16.3636,17.1198
15.6269,15.5773,18.2783,17.2359
15.3717,15.7999,17.8308,17.1545
15.6269,15.5773,18.2783,17.2359
15.3717,15.7999,17.8308,17.1545
15.6269,15.5773,18.2783,17.2359
16.3302,15.8097,18.9700,17.1634
15.6269,15.5773,18.2783,17.2359
16.3302,15.8097,18.9700,17.1634
15.6269,15.5773,18.2783,17.2359
16.3302,15.8097,18.9700,17.1634
15.6269,15.5773,18.2783,17.2359
16.3302,15.8097,18.9700,17.1634
15.7452,15.5942,18.4437,17.2314
16.2652,15.8081,18.8904,17.1636
15.7452,15.5942,18.4437,17.2314
16.2550,15.8080,18.8784,17.1636
15.7452,15.5942,18.4437,17.2314
16.2550,15.8080,18.8784,17.1636
15.2729,15.6233,17.9102,17.2175
16.2550,15.8080,18.8784,17.1636
15.2729,15.6233,17.9102,17.2175
16.2550,15.8080,18.8784,17.1636
15.2729,15.6233,17.9102,17.2175
16.2550,15.8080,18.8784,17.1636
15.2729,15.6233,17.9102,17.2175
16.2550,15.8080,18.8784,17.1636
15.2729,15.6233,17.9102,17.2175
16.2719,15.8095,18.8999,17.1633
15.2729,15.6233,17.9102,17.2175
16.2719,15.8095,18.8999,17.1633
15.2729,15.6233,17.9102,17.2175
16.6249,15.8302,19.3494,17.1560
15.2729,15.6233,17.9102,17.2175
15.6743,15.8186,18.2565,17.1616
15.2729,15.6233,17.9102,17.2175
15.6743,15.8186,18.2565,17.1616
15.2729,15.6233,17.9102,17.2175
15.6743,15.8186,18.2565,17.1616
15.2729,15.6233,17.9102,17.2175
15.6743,15.8186,18.2565,17.1616
15.2729,15.6233,17.9102,17.2175
15.5871,15.8153,18.1583,17.1639
15.2729,15.6233,17.9102,17.2175
15.5871,15.8153,18.1583,17.1639
15.2729,15.6233,17.9102,17.2175
15.4945,15.8272,18.0528,17.1515
15.2729,15.6233,17.9102,17.2175
15.4945,15.8272,18.0528,17.1515
15.2729,15.6233,17.9102,17.2175
15.4945,15.8272,18.0528,17.1515
14.7891,15.5753,17.3512,17.2271
15.4945,15.8272,18.0528,17.1515
14.7891,15.5753,17.3512,17.2271
15.5801,15.8296,18.1665,17.1428
14.7891,15.5753,17.3512,17.2271
15.5801,15.8296,18.1665,17.1428
14.7891,15.5753,17.3512,17.2271
15.5801,15.8296,18.1665,17.1428
14.7891,15.5753,17.3512,17.2271
15.5801,15.8296,18.1665,17.1428
14.7891,15.5753,17.3512,17.2271
15.5801,15.8296,18.1665,17.1428
14.7891,15.5753,17.3512,17.2271
15.3238,15.8304,17.8304,17.1533
15.0435,15.6058,17.6722,17.1865
15.3238,15.8304,17.8304,17.1533
14.5067,15.5974,17.0115,17.2241
15.3238,15.8304,17.8304,17.1533
14.5067,15.5974,17.0115,17.2241
15.3238,15.8304,17.8304,17.1533
14.5067,15.5974,17.0115,17.2241
15.3238,15.8304,17.8304,17.1533
14.5067,15.5974,17.0115,17.2241
15.2902,15.8276,17.7878,17.1566
14.5067,15.5974,17.0115,17.2241
15.2555,15.8381,17.7486,17.1446
14.5067,15.5974,17.0115,17.2241
15.7922,15.8335,18.4161,17.1087
14.5067,15.5974,17.0115,17.2241
15.7922,15.8335,18.4161,17.1087
14.5067,15.5974,17.0115,17.2241
15.8982,15.8368,18.5372,17.0956
14.4532,15.5881,16.9535,17.2287
15.8982,15.8368,18.5372,17.0956
14.5653,15.6108,17.0775,17.2147
15.9698,15.8336,18.6352,17.0831
14.5653,15.6108,17.0775,17.2147
15.8515,15.8340,18.4850,17.1067
14.5653,15.6108,17.0775,17.2147
15.8841,15.8342,18.5300,17.0935
14.5653,15.6108,17.0775,17.2147
15.7890,15.8351,18.4050,17.1113
14.5653,15.6108,17.0775,17.2147
15.7890,15.8351,18.4050,17.1113
14.5653,15.6108,17.0775,17.2147
15.7890,15.8351,18.4050,17.1113
14.5653,15.6108,17.0775,17.2147
15.7639,15.8343,18.3763,17.1134
14.5653,15.6108,17.0775,17.2147
15.8565,15.8368,18.4821,17.1060
14.5653,15.6108,17.0775,17.2147
15.8565,15.8368,18.4821,17.1060
14.5653,15.6108,17.0775,17.2147
15.8565,15.8368,18.4821,17.1060
14.5653,15.6108,17.0775,17.2147
15.9863,15.8344,18.6501,17.0892
14.5653,15.6108,17.0775,17.2147
15.9863,15.8344,18.6501,17.0892
14.5653,15.6108,17.0775,17.2147
15.9863,15.8344,18.6501,17.0892
14.2909,15.6039,16.7497,17.2272
15.3475,15.7994,17.8346,17.1743
14.2909,15.6039,16.7497,17.2272
15.3475,15.7994,17.8346,17.1743
14.2909,15.6039,16.7497,17.2272
15.3475,15.7994,17.8346,17.1743
14.2909,15.6039,16.7497,17.2272
15.3475,15.7994,17.8346,17.1743
14.2909,15.6039,16.7497,17.2272
14.3882,15.7929,16.6774,17.1531
13.8879,15.6055,16.2523,17.2327
14.3882,15.7929,16.6774,17.1531
13.8879,15.6055,16.2523,17.2327
14.3882,15.7929,16.6774,17.1531
13.8879,15.6055,16.2523,17.2327
14.5022,15.8371,16.8018,17.1330
13.8879,15.6055,16.2523,17.2327
14.5022,15.8371,16.8018,17.1330
13.8879,15.6055,16.2523,17.2327
14.5022,15.8371,16.8018,17.1330
14.8388,15.9110,17.2209,17.0549
15.8066,15.7391,18.4224,17.2034
14.8388,15.9110,17.2209,17.0549
15.8066,15.7391,18.4224,17.2034
14.8388,15.9110,17.2209,17.0549
15.1669,15.6670,17.6267,17.2010
14.8388,15.9110,17.2209,17.0549
14.9457,15.6246,17.3436,17.1870
14.8388,15.9110,17.2209,17.0549
14.9457,15.6246,17.3436,17.1870
14.7937,15.9136,17.1857,17.0406
14.9457,15.6246,17.3436,17.1870
14.7937,15.9136,17.1857,17.0406
14.9727,15.6282,17.3669,17.1882
14.7937,15.9136,17.1857,17.0406
15.5273,15.6686,18.0700,17.2049
14.7937,15.9136,17.1857,17.0406
16.0558,15.6567,18.6847,17.2119
14.7937,15.9136,17.1857,17.0406
16.0558,15.6567,18.6847,17.2119
15.0271,15.9074,17.4584,17.0132
16.0558,15.6567,18.6847,17.2119
15.0271,15.9074,17.4584,17.0132
16.0558,15.6567,18.6847,17.2119
15.0271,15.9074,17.4584,17.0132
15.3571,15.6881,17.8534,17.2025
15.0271,15.9074,17.4584,17.0132
15.3571,15.6881,17.8534,17.2025
15.0271,15.9074,17.4584,17.0132
15.3273,15.6653,17.8098,17.2002
15.0271,15.9074,17.4584,17.0132
15.3273,15.6653,17.8098,17.2002
15.0271,15.9074,17.4584,17.0132
15.3273,15.6653,17.8098,17.2002
15.0271,15.9074,17.4584,17.0132
15.3273,15.6653,17.8098,17.2002
15.0222,15.9074,17.4525,17.0138
15.3273,15.6653,17.8098,17.2002
15.0222,15.9074,17.4525,17.0138
15.0259,15.7061,17.5150,17.2115
15.0222,15.9074,17.4525,17.0138
15.3626,15.7450,17.9180,17.1980
15.0222,15.9074,17.4525,17.0138
15.3626,15.7450,17.9180,17.1980
15.0222,15.9074,17.4525,17.0138
15.3626,15.7450,17.9180,17.1980
15.1925,15.8899,17.6558,17.0969
15.3626,15.7450,17.9180,17.1980
15.1925,15.8899,17.6558,17.0969
15.3626,15.7450,17.9180,17.1980
15.1925,15.8899,17.6558,17.0969
14.7537,15.6946,17.1489,17.2017
15.1925,15.8899,17.6558,17.0969
14.7537,15.6946,17.1489,17.2017
15.2028,15.8911,17.6607,17.0804
14.7537,15.6946,17.1489,17.2017
15.2405,15.8798,17.7026,17.1146
14.7537,15.6946,17.1489,17.2017
15.0385,15.8749,17.4442,17.1211
16.3752,15.7179,19.1155,17.2095
15.0503,15.8749,17.4561,17.1210
16.3752,15.7179,19.1155,17.2095
15.2471,15.8858,17.7500,17.0189
15.8209,15.7511,18.4169,17.1981
15.1717,15.9017,17.6332,17.0624
15.1513,15.7635,17.6294,17.1898
15.1295,15.8924,17.5913,17.0869
15.4500,15.7937,17.9786,17.1785
15.1295,15.8924,17.5913,17.0869
15.4500,15.7937,17.9786,17.1785
15.1295,15.8924,17.5913,17.0869
15.4491,15.7937,17.9769,17.1785
15.2339,15.9010,17.7001,17.0710
15.4491,15.7937,17.9769,17.1785
15.2339,15.9010,17.7001,17.0710
15.3417,15.8086,17.9098,17.1281
15.2339,15.9010,17.7001,17.0710
15.3417,15.8086,17.9098,17.1281
15.2339,15.9010,17.7001,17.0710
15.0779,15.8122,17.5878,17.1532
15.3072,15.8825,17.8153,17.0817
15.0779,15.8122,17.5878,17.1532
15.3072,15.8825,17.8153,17.0817
15.0779,15.8122,17.5878,17.1532
15.1365,15.8815,17.5881,17.1042
15.0779,15.8122,17.5878,17.1532
15.1365,15.8815,17.5881,17.1042
15.0779,15.8122,17.5878,17.1532
14.7694,15.8723,17.1209,17.1223
15.0779,15.8122,17.5878,17.1532
14.7694,15.8723,17.1209,17.1223
15.3308,15.8133,17.8759,17.1331
14.7694,15.8723,17.1209,17.1223
15.3308,15.8133,17.8759,17.1331
15.6659,15.8949,18.1573,17.0996
15.3308,15.8133,17.8759,17.1331
15.7228,15.8975,18.2310,17.0965
15.3232,15.8098,17.8719,17.1384
15.7228,15.8975,18.2310,17.0965
14.8355,15.7876,17.2679,17.1820
15.7228,15.8975,18.2310,17.0965
14.8355,15.7876,17.2679,17.1820
15.7228,15.8975,18.2310,17.0965
14.8355,15.7876,17.2679,17.1820
15.7228,15.8975,18.2310,17.0965
14.8355,15.7876,17.2679,17.1820
15.9970,15.8802,18.5526,17.1158
14.8355,15.7876,17.2679,17.1820
15.8394,15.8820,18.3684,17.1138
14.9019,15.7916,17.3546,17.1797
15.8394,15.8820,18.3684,17.1138
14.9019,15.7916,17.3546,17.1797
15.8394,15.8820,18.3684,17.1138
14.9019,15.7916,17.3546,17.1797
15.8394,15.8820,18.3684,17.1138
14.9019,15.7916,17.3546,17.1797
16.1737,15.8871,18.7536,17.1077
14.8181,15.7914,17.2413,17.1804
15.4616,15.8568,17.9527,17.1377
14.8181,15.7914,17.2413,17.1804
15.1232,15.8164,17.5350,17.1498
15.4547,15.7976,18.0296,17.1689
15.1200,15.8107,17.5264,17.1502
15.9754,15.7990,18.6769,17.1255
15.1200,15.8107,17.5264,17.1502
15.9754,15.7990,18.6769,17.1255
15.1200,15.8107,17.5264,17.1502
16.0184,15.7832,18.6655,17.1794
15.1350,15.7455,17.5317,17.1625
15.8295,15.7517,18.4346,17.1975
15.1350,15.7455,17.5317,17.1625
16.0522,15.7650,18.7138,17.1920
15.1531,15.6192,17.5207,17.1245
15.6581,15.7743,18.2149,17.1873
15.1531,15.6192,17.5207,17.1245
15.6581,15.7743,18.2149,17.1873
15.1531,15.6192,17.5207,17.1245
15.6581,15.7743,18.2149,17.1873
14.9531,15.6115,17.2843,17.1329
15.2681,15.8116,17.7671,17.1680
14.9531,15.6115,17.2843,17.1329
15.2681,15.8116,17.7671,17.1680
14.9531,15.6115,17.2843,17.1329
15.2681,15.8116,17.7671,17.1680
14.9531,15.6115,17.2843,17.1329
14.5716,15.7903,16.9497,17.1808
14.9531,15.6115,17.2843,17.1329
14.5716,15.7903,16.9497,17.1808
14.9531,15.6115,17.2843,17.1329
14.5716,15.7903,16.9497,17.1808
14.9531,15.6115,17.2843,17.1329
14.5716,15.7903,16.9497,17.1808
14.9531,15.6115,17.2843,17.1329
14.5716,15.7903,16.9497,17.1808
14.9531,15.6115,17.2843,17.1329
14.5716,15.7903,16.9497,17.1808
15.0108,15.5979,17.3748,17.1254
14.5716,15.7903,16.9497,17.1808
15.2879,15.5981,17.6796,17.1205
14.6541,15.7773,17.0526,17.1859
15.2879,15.5981,17.6796,17.1205
14.6541,15.7773,17.0526,17.1859
15.2879,15.5981,17.6796,17.1205
14.6541,15.7773,17.0526,17.1859
15.2879,15.5981,17.6796,17.1205
14.6541,15.7773,17.0526,17.1859
16.0522,15.5657,18.5673,17.1268
14.6142,15.7655,16.9834,17.1814
16.0522,15.5657,18.5673,17.1268
14.9354,15.7986,17.3583,17.1760
15.9408,15.5913,18.4426,17.1348
14.9354,15.7986,17.3583,17.1760
15.8112,15.5831,18.3125,17.1389
14.9354,15.7986,17.3583,17.1760
15.8112,15.5831,18.3125,17.1389
14.9354,15.7986,17.3583,17.1760
14.9557,15.7295,17.3248,17.1522
14.9354,15.7986,17.3583,17.1760
14.9557,15.7295,17.3248,17.1522
14.9618,15.6866,17.3721,17.1973
14.9557,15.7295,17.3248,17.1522
14.9618,15.6866,17.3721,17.1973
14.9261,15.7521,17.2820,17.1595
14.8524,15.7230,17.2519,17.1917
14.9261,15.7521,17.2820,17.1595
15.0749,15.7413,17.5179,17.1955
14.9261,15.7521,17.2820,17.1595
15.7141,15.7369,18.2965,17.2035
14.9261,15.7521,17.2820,17.1595
15.7141,15.7369,18.2965,17.2035
14.9261,15.7521,17.2820,17.1595
15.7583,15.7389,18.3575,17.2034
14.7376,15.7609,17.0910,17.1675
15.8045,15.7414,18.4202,17.2026
14.7376,15.7609,17.0910,17.1675
15.8045,15.7414,18.4202,17.2026
14.7376,15.7609,17.0910,17.1675
15.8045,15.7414,18.4202,17.2026
14.7376,15.7609,17.0910,17.1675
15.8045,15.7414,18.4202,17.2026
14.7376,15.7609,17.0910,17.1675
15.6193,15.7260,18.1890,17.2067
14.7376,15.7609,17.0910,17.1675
15.6193,15.7260,18.1890,17.2067
14.7376,15.7609,17.0910,17.1675
15.7724,15.7486,18.3914,17.1994
14.7376,15.7609,17.0910,17.1675
15.4483,15.7222,17.9745,17.2048
14.7376,15.7609,17.0910,17.1675
15.4483,15.7222,17.9745,17.2048
14.5798,15.7823,16.9206,17.1677
15.4483,15.7222,17.9745,17.2048
15.0272,15.8466,17.4860,17.1414
15.9952,15.7787,18.6717,17.1629
15.4431,15.8482,18.0108,17.0928
15.9952,15.7787,18.6717,17.1629
14.6344,15.8238,17.0008,17.1615
16.3564,15.7779,19.1405,17.1257
14.6344,15.8238,17.0008,17.1615
16.3564,15.7779,19.1405,17.1257
14.9419,15.8609,17.3628,17.1332
16.3564,15.7779,19.1405,17.1257
14.9419,15.8609,17.3628,17.1332
16.3564,15.7779,19.1405,17.1257
14.9419,15.8609,17.3628,17.1332
16.3564,15.7779,19.1405,17.1257
14.8706,15.8744,17.2922,17.1125
14.4707,15.7245,16.9227,17.1816
14.2770,15.8408,16.5608,17.1428
14.4707,15.7245,16.9227,17.1816
14.2770,15.8408,16.5608,17.1428
14.1877,15.6783,16.5710,17.2208
14.2372,15.8376,16.5097,17.1434
14.1877,15.6783,16.5710,17.2208
14.6714,15.8456,17.0679,17.1339
14.9900,15.7061,17.5887,17.1255
14.6714,15.8456,17.0679,17.1339
14.9900,15.7061,17.5887,17.1255
14.9461,15.8374,17.4052,17.1476
14.9900,15.7061,17.5887,17.1255
14.9461,15.8374,17.4052,17.1476
14.3914,15.7089,16.8213,17.1997
14.9461,15.8374,17.4052,17.1476
14.1659,15.7067,16.5862,17.1703
15.0607,15.8380,17.5458,17.1373
14.1659,15.7067,16.5862,17.1703
15.0607,15.8380,17.5458,17.1373
14.1101,15.7045,16.5258,17.1703
15.0607,15.8380,17.5458,17.1373
14.1101,15.7045,16.5258,17.1703
14.3712,15.7926,16.6987,17.1750
14.1101,15.7045,16.5258,17.1703
14.3712,15.7926,16.6987,17.1750
13.8999,15.6878,16.2688,17.2080
14.9815,15.8476,17.4697,17.1004
13.8999,15.6878,16.2688,17.2080
14.9815,15.8476,17.4697,17.1004
13.9483,15.6980,16.3382,17.1960
14.9776,15.8473,17.4660,17.1005
13.9483,15.6980,16.3382,17.1960
14.9776,15.8473,17.4660,17.1005
13.9494,15.6889,16.3484,17.1849
14.9776,15.8473,17.4660,17.1005
14.0228,15.6892,16.4186,17.1929
14.9776,15.8473,17.4660,17.1005
14.0228,15.6892,16.4186,17.1929
14.3807,15.8276,16.7268,17.1591
14.0228,15.6892,16.4186,17.1929
14.3807,15.8276,16.7268,17.1591
