tiempo_s,observado,modelo_nrsur,sin_onda_directa
0.053467,-0.65149,-0.47014,-1.05930
0.053589,-0.68364,-0.44776,-0.79589
0.053711,-0.73774,-0.41851,0.12041
0.053833,-0.85310,-0.38199,0.70223
0.053956,-0.68461,-0.33911,0.34384
0.054078,-0.19238,-0.29251,-0.41926
0.054200,-0.02915,-0.24428,-0.78290
0.054322,-0.70530,-0.19533,-0.62021
0.054444,-1.62478,-0.14704,-0.27433
0.054566,-1.66078,-0.10155,-0.00228
0.054688,-0.66483,-0.05971,0.05467
0.054810,0.32335,-0.02080,-0.18227
0.054932,0.50083,0.01517,-0.49321
0.055054,0.22915,0.04677,-0.42375
0.055176,0.27261,0.07366,0.12248
0.055298,0.74348,0.09760,0.61673
0.055420,1.18169,0.11971,0.50436
0.055542,1.20631,0.13834,-0.09601
0.055665,0.73386,0.15130,-0.54249
0.055787,-0.05786,0.15873,-0.44407
0.055909,-0.68140,0.16201,-0.06021
0.056031,-0.63418,0.16106,0.10335
0.056153,-0.02877,0.15473,-0.08677
0.056275,0.42870,0.14313,-0.34733
0.056397,0.32860,0.12775,-0.48889
0.056519,0.00277,0.10956,-0.67099
0.056641,-0.17213,0.08906,-0.96472
0.056763,-0.35627,0.06777,-0.95380
0.056885,-0.67766,0.04785,-0.24046
0.057007,-0.65670,0.03015,0.73824
0.057129,0.04418,0.01454,1.00296
0.057251,0.66556,0.00216,0.30461
0.057374,0.12193,-0.00470,-0.47129
0.057496,-1.29560,-0.00532,-0.49217
0.057618,-2.00863,-0.00133,-0.04262
0.057740,-1.25385,0.00577,0.04712
0.057862,-0.12970,0.01627,-0.39965
0.057984,0.05518,0.03052,-0.81752
0.058106,-0.41266,0.04725,-0.73017
0.058228,-0.41246,0.06504,-0.16731
0.058350,0.15851,0.08383,0.55689
0.058472,0.49533,0.10392,1.04441
0.058594,0.43656,0.12452,0.96413
0.058716,0.56852,0.14469,0.41215
0.058838,0.88919,0.16485,-0.02302
0.058960,0.72616,0.18575,0.08833
0.059083,0.12727,0.20692,0.48230
0.059205,0.01385,0.22742,0.66135
0.059327,0.60952,0.24759,0.60844
0.059449,0.96256,0.26821,0.56455
0.059571,0.52842,0.28839,0.38527
0.059693,0.06684,0.30610,-0.17598
0.059815,0.31526,0.32048,-0.65264
0.059937,0.79548,0.33220,-0.19396
0.060059,0.71481,0.34135,1.07589
0.060181,0.22568,0.34679,1.85432
0.060303,-0.02569,0.34798,1.32418
0.060425,0.04402,0.34587,0.33872
0.060547,0.15007,0.34141,0.22187
0.060669,0.37038,0.33456,0.91501
0.060791,0.87525,0.32542,1.26359
0.060914,1.29596,0.31523,0.84985
0.061036,1.13969,0.30517,0.41566
0.061158,0.61121,0.29533,0.44314
0.061280,0.34141,0.28568,0.48680
0.061402,0.45589,0.27702,0.24261
0.061524,0.52007,0.27004,0.17045
0.061646,0.30752,0.26397,0.49201
0.061768,0.09501,0.25745,0.56657
0.061890,0.21575,0.25008,-0.01036
0.062012,0.66793,0.24220,-0.55515
0.062134,1.12976,0.23351,-0.37246
0.062256,1.20272,0.22325,0.06618
0.062378,0.78391,0.21141,-0.05956
0.062500,0.23780,0.19874,-0.53073
0.062623,-0.04564,0.18567,-0.50918
0.062745,-0.17007,0.17220,0.07312
0.062867,-0.40269,0.15872,0.52194
0.062989,-0.51943,0.14613,0.52859
0.063111,-0.15302,0.13483,0.40265
0.063233,0.32873,0.12456,0.29714
0.063355,0.17849,0.11531,0.06166
0.063477,-0.42976,0.10745,-0.15150
0.063599,-0.42754,0.10082,0.07096
0.063721,0.53417,0.09438,0.66046
0.063843,1.43467,0.08709,1.03861
0.063965,1.30909,0.07852,0.96263
0.064087,0.49483,0.06851,0.81268
0.064209,-0.09728,0.05685,0.88798
0.064332,-0.21937,0.04373,0.93930
0.064454,-0.18066,0.02985,0.59893
0.064576,-0.15083,0.01574,-0.10065
0.064698,-0.21098,0.00145,-0.78994
0.064820,-0.54327,-0.01278,-1.10909
0.064942,-0.95896,-0.02613,-0.96770
0.065064,-0.79812,-0.03779,-0.62971
0.065186,0.05915,-0.04758,-0.45625
0.065308,0.65811,-0.05557,-0.46716
0.065430,0.19102,-0.06161,-0.39597
0.065552,-0.75596,-0.06566,-0.23660
0.065674,-1.00755,-0.06823,-0.27697
0.065796,-0.44458,-0.07007,-0.44350
0.065918,0.05265,-0.07175,-0.24269
0.066041,0.03773,-0.07379,0.31269
0.066163,-0.07141,-0.07669,0.41040
0.066285,0.06496,-0.08056,-0.38231
0.066407,0.22300,-0.08496,-1.26517
0.066529,0.19317,-0.08954,-1.22720
0.066651,0.10504,-0.09453,-0.44296
0.066773,-0.00002,-0.10014,0.10401
0.066895,-0.27465,-0.10598,0.02569
0.067017,-0.56438,-0.11165,-0.22495
0.067139,-0.44937,-0.11736,-0.25603
0.067261,-0.02609,-0.12358,-0.10592
0.067383,0.03178,-0.13027,0.13393
0.067505,-0.44472,-0.13718,0.34587
0.067627,-0.67534,-0.14443,0.17711
0.067750,-0.11989,-0.15247,-0.48719
0.067872,0.53025,-0.16163,-0.98930
0.067994,0.30618,-0.17217,-0.60567
0.068116,-0.57954,-0.18444,0.29708
0.068238,-1.10610,-0.19811,0.62202
0.068360,-0.95445,-0.21173,0.06240
0.068482,-0.69834,-0.22383,-0.56515
0.068604,-0.65583,-0.23424,-0.61960
0.068726,-0.55402,-0.24353,-0.42996
0.068848,-0.37033,-0.25136,-0.51185
0.068970,-0.52489,-0.25650,-0.74450
0.069092,-0.99530,-0.25843,-0.75835
0.069214,-1.08260,-0.25776,-0.56882
0.069336,-0.41650,-0.25504,-0.37122
0.069458,0.44957,-0.25017,-0.14865
0.069581,0.76861,-0.24336,0.09367
0.069703,0.40725,-0.23537,0.10714
0.069825,-0.28015,-0.22672,-0.15351
0.069947,-0.84790,-0.21763,-0.25460
0.070069,-0.87470,-0.20913,0.04957
0.070191,-0.26783,-0.20276,0.25321
0.070313,0.38978,-0.19858,-0.17367
0.070435,0.39851,-0.19481,-0.79470
0.070557,-0.03557,-0.19013,-0.71154
0.070679,-0.03490,-0.18539,0.06968
0.070801,0.56905,-0.18186,0.60741
0.070923,0.93694,-0.17897,0.40819
0.071045,0.56567,-0.17513,0.00436
0.071167,0.01884,-0.16993,-0.04885
0.071290,-0.12040,-0.16396,0.07630
0.071412,-0.11745,-0.15712,0.09347
0.071534,-0.29882,-0.14872,0.19267
0.071656,-0.26669,-0.13886,0.49235
0.071778,0.27606,-0.12830,0.53001
0.071900,0.65439,-0.11716,-0.07760
0.072022,0.18287,-0.10524,-0.88616
0.072144,-0.56305,-0.09328,-1.11001
0.072266,-0.59348,-0.08227,-0.58031
0.072388,-0.21379,-0.07144,0.21548
0.072510,-0.50365,-0.05881,0.76254
0.072632,-1.23168,-0.04401,0.81960
0.072754,-0.94138,-0.02883,0.43261
0.072876,0.52608,-0.01442,0.02330
0.072999,1.31167,0.00018,0.11430
0.073121,0.26901,0.01594,0.61711
0.073243,-1.10296,0.03195,0.80913
0.073365,-0.83286,0.04690,0.38060
0.073487,0.62117,0.06087,-0.02029
0.073609,1.33561,0.07433,0.23202
0.073731,0.93724,0.08651,0.77361
0.073853,0.70188,0.09635,0.89040
0.073975,1.02926,0.10382,0.60525
0.074097,0.89726,0.10901,0.37186
0.074219,0.00478,0.11099,0.13014
0.074341,-0.47443,0.10937,-0.43305
0.074463,0.12158,0.10606,-0.97611
0.074585,0.82308,0.10346,-0.86018
0.074708,0.66841,0.10151,-0.31741
0.074830,0.07131,0.09849,-0.22054
0.074952,-0.28597,0.09440,-0.61910
0.075074,-0.60239,0.09128,-0.63207
0.075196,-1.02074,0.09027,-0.09122
0.075318,-0.81571,0.09050,-0.04465
0.075440,0.25909,0.09137,-0.92725
0.075562,0.93186,0.09374,-1.43573
0.075684,0.15714,0.09818,-0.39737
0.075806,-1.00535,0.10394,1.15941
0.075928,-0.86013,0.11048,1.30664
0.076050,0.26071,0.11836,0.06252
0.076172,0.59411,0.12757,-0.73500
0.076294,-0.18190,0.13693,-0.25547
0.076416,-0.63086,0.14623,0.38991
0.076539,-0.14173,0.15731,0.31394
0.076661,0.17711,0.17141,0.19182
0.076783,-0.30699,0.18691,0.68423
0.076905,-0.54859,0.20138,1.05663
0.077027,0.23357,0.21469,0.49022
0.077149,1.01047,0.22805,-0.37177
0.077271,0.59514,0.24103,-0.41742
0.077393,-0.38872,0.25170,0.21953
0.077515,-0.58100,0.25919,0.63274
0.077637,-0.02630,0.26400,0.64506
0.077759,0.20509,0.26582,0.61492
0.077881,-0.06821,0.26322,0.34431
0.078003,-0.07910,0.25563,-0.46216
0.078125,0.30723,0.24377,-1.07678
0.078248,0.36212,0.22769,-0.56302
0.078370,-0.11112,0.20667,0.48651
0.078492,-0.37375,0.18162,0.55403
0.078614,-0.00614,0.15528,-0.43479
0.078736,0.43318,0.12916,-0.92256
0.078858,0.37796,0.10206,-0.18884
0.078980,0.08989,0.07296,0.60037
0.079102,0.08984,0.04369,0.43933
0.079224,0.35732,0.01693,0.03770
0.079346,0.55032,-0.00681,0.32645
0.079468,0.60273,-0.02842,0.74514
0.079590,0.67534,-0.04752,0.35960
0.079712,0.77059,-0.06264,-0.29774
0.079834,0.74942,-0.07351,-0.03559
0.079957,0.58239,-0.08112,0.93596
0.080079,0.34568,-0.08580,1.30125
0.080201,0.12294,-0.08728,0.74213
0.080323,0.09864,-0.08617,0.26430
0.080445,0.49673,-0.08363,0.41265
0.080567,1.11467,-0.07925,0.56122
0.080689,1.18440,-0.07163,0.25619
0.080811,0.24139,-0.06124,0.01228
0.080933,-0.96131,-0.05089,0.25737
0.081055,-1.12655,-0.04237,0.50051
0.081177,-0.18733,-0.03464,0.20312
0.081299,0.40414,-0.02639,-0.27933
0.081421,-0.30005,-0.01842,-0.31102
0.081543,-1.25377,-0.01228,0.00849
0.081666,-0.94165,-0.00786,0.10626
0.081788,0.25364,-0.00430,-0.14279
0.081910,0.64590,-0.00208,-0.36746
0.082032,-0.06341,-0.00240,-0.36891
0.082154,-0.43707,-0.00517,-0.30518
0.082276,0.14791,-0.00939,-0.28561
0.082398,0.50680,-0.01492,-0.20877
0.082520,-0.06981,-0.02198,-0.01847
0.082642,-0.42683,-0.02948,0.16835
0.082764,0.33506,-0.03564,0.20250
0.082886,1.04535,-0.04037,-0.01785
0.083008,0.40160,-0.04515,-0.52627
0.083130,-0.65641,-0.05024,-1.09798
0.083252,-0.42137,-0.05398,-1.19223
0.083375,0.71003,-0.05523,-0.50002
0.083497,0.88310,-0.05484,0.41413
0.083619,-0.23015,-0.05390,0.53316
0.083741,-1.08612,-0.05211,-0.27743
0.083863,-0.76849,-0.04910,-0.87647
0.083985,-0.03192,-0.04598,-0.33300
0.084107,0.27617,-0.04433,0.64440
0.084229,0.27017,-0.04445,0.63522
0.084351,0.20029,-0.04605,-0.35848
0.084473,-0.12491,-0.04952,-0.87409
0.084595,-0.69290,-0.05532,-0.25329
0.084717,-1.04946,-0.06282,0.38437
0.084839,-1.00802,-0.07129,0.06441
0.084961,-0.82666,-0.08161,-0.47709
0.085083,-0.61193,-0.09520,-0.24646
0.085206,-0.34248,-0.11154,0.17200
0.085328,-0.38058,-0.12847,-0.26262
0.085450,-0.97419,-0.14471,-0.98912
0.085572,-1.36725,-0.16066,-0.70325
0.085694,-0.61925,-0.17634,0.25332
0.085816,0.67112,-0.19047,0.31062
0.085938,0.85600,-0.20214,-0.65208
0.086060,-0.29321,-0.21187,-1.00941
0.086182,-1.09229,-0.22013,-0.04647
0.086304,-0.45811,-0.22611,0.90648
0.086426,0.56672,-0.22885,0.60345
0.086548,0.63743,-0.22852,-0.39886
0.086670,0.06812,-0.22536,-0.93809
0.086792,-0.14229,-0.21861,-0.89458
0.086915,-0.04570,-0.20777,-0.77198
0.087037,-0.17610,-0.19400,-0.62576
0.087159,-0.20311,-0.17876,-0.30183
0.087281,0.35817,-0.16166,-0.04967
0.087403,0.77907,-0.14125,-0.14177
0.087525,0.05430,-0.11743,-0.37494
0.087647,-1.18560,-0.09172,-0.46028
0.087769,-1.33749,-0.06511,-0.40658
0.087891,-0.29166,-0.03745,-0.18868
0.088013,0.41125,-0.00905,0.30471
0.088135,0.03989,0.01855,0.68939
0.088257,-0.38113,0.04408,0.29955
0.088379,-0.06068,0.06739,-0.58753
0.088501,0.25258,0.08839,-0.71057
0.088624,-0.17565,0.10617,0.34315
0.088746,-0.62023,0.12009,1.25448
0.088868,-0.20291,0.13052,0.81431
0.088990,0.42604,0.13771,-0.26880
0.089112,0.09504,0.14083,-0.52344
0.089234,-0.87707,0.13931,0.08930
0.089356,-1.09443,0.13431,0.44822
0.089478,-0.19956,0.12795,0.19362
0.089600,0.74323,0.12124,-0.05846
0.089722,0.92725,0.11412,-0.13342
0.089844,0.66835,0.10690,-0.44448
0.089966,0.44946,0.10051,-0.75170
0.090088,0.18856,0.09528,-0.26122
0.090210,-0.18930,0.09071,0.79163
0.090333,-0.34331,0.08664,1.07620
0.090455,-0.14738,0.08366,0.17295
0.090577,-0.03923,0.08208,-0.65959
0.090699,-0.25206,0.08135,-0.40761
0.090821,-0.26873,0.08100,0.22822
0.090943,0.40013,0.08122,0.19794
0.091065,1.29754,0.08193,-0.16341
0.091187,1.48649,0.08220,0.04360
0.091309,0.77558,0.08135,0.57371
0.091431,-0.04253,0.08010,0.54518
0.091553,-0.19631,0.07974,0.16119
0.091675,0.21712,0.08050,0.44921
0.091797,0.53567,0.08144,1.39647
0.091919,0.42275,0.08199,1.75653
0.092041,0.18821,0.08247,0.94274
0.092164,0.26350,0.08327,-0.09737
0.092286,0.62314,0.08420,-0.32442
0.092408,0.87798,0.08513,0.08892
0.092530,0.78525,0.08640,0.43579
0.092652,0.45638,0.08838,0.59900
0.092774,0.14638,0.09101,0.82398
0.092896,0.04781,0.09429,1.00525
0.093018,0.22088,0.09861,0.92277
0.093140,0.51616,0.10409,0.78020
0.093262,0.63418,0.11022,0.83849
0.093384,0.43943,0.11667,0.80524
0.093506,0.11947,0.12414,0.25036
0.093628,-0.07801,0.13354,-0.52832
0.093750,-0.06680,0.14459,-0.70952
0.093873,0.18002,0.15582,-0.05519
0.093995,0.58062,0.16609,0.72100
0.094117,0.70770,0.17514,0.85685
0.094239,0.17982,0.18281,0.43089
0.094361,-0.49996,0.18838,0.11144
0.094483,-0.25860,0.19112,0.25219
0.094605,0.94149,0.19089,0.53722
0.094727,1.65140,0.18777,0.49903
0.094849,0.85321,0.18158,0.13245
0.094971,-0.42863,0.17220,-0.15750
0.095093,-0.48338,0.15985,-0.09705
0.095215,0.63965,0.14475,0.17404
0.095337,1.28595,0.12680,0.34391
0.095459,0.63438,0.10620,0.25030
0.095582,-0.29320,0.08408,-0.06520
0.095704,-0.30968,0.06169,-0.42711
0.095826,0.32655,0.03923,-0.60314
0.095948,0.54459,0.01596,-0.48967
0.096070,0.00323,-0.00835,-0.25755
0.096192,-0.66139,-0.03292,-0.17343
0.096314,-0.81817,-0.05692,-0.31075
0.096436,-0.52236,-0.08030,-0.56475
0.096558,-0.25924,-0.10315,-0.79617
0.096680,-0.34992,-0.12490,-0.78897
0.096802,-0.69312,-0.14456,-0.36966
0.096924,-0.96253,-0.16162,0.13148
0.097046,-0.96836,-0.17598,-0.03420
0.097168,-0.80101,-0.18742,-0.96686
0.097291,-0.64211,-0.19557,-1.58709
0.097413,-0.53493,-0.20028,-0.95253
0.097535,-0.42734,-0.20148,0.22947
0.097657,-0.36703,-0.19870,0.40333
0.097779,-0.47946,-0.19156,-0.62446
0.097901,-0.71165,-0.18076,-1.39382
0.098023,-0.77664,-0.16798,-0.91992
0.098145,-0.51670,-0.15437,-0.02223
0.098267,-0.21287,-0.13995,0.02716
0.098389,-0.28931,-0.12475,-0.68639
0.098511,-0.71516,-0.10974,-1.05589
0.098633,-0.96757,-0.09614,-0.59916
0.098755,-0.69165,-0.08420,0.05368
0.098877,-0.17083,-0.07348,0.18635
0.099000,0.03475,-0.06406,-0.14676
0.099122,-0.22392,-0.05651,-0.39075
0.099244,-0.54280,-0.05109,-0.20911
0.099366,-0.45448,-0.04748,0.24762
0.099488,0.07358,-0.04550,0.61048
0.099610,0.62279,-0.04517,0.67477
0.099732,0.74793,-0.04609,0.53033
0.099854,0.41108,-0.04772,0.37699
0.099976,-0.03475,-0.05036,0.28460
0.100098,-0.28743,-0.05501,0.19273
0.100220,-0.36192,-0.06205,0.09277
0.100342,-0.33931,-0.07072,0.06626
0.100464,-0.13121,-0.08058,0.09954
0.100586,0.23831,-0.09221,0.00271
0.100708,0.38805,-0.10608,-0.33995
0.100831,0.04813,-0.12117,-0.70789
0.100953,-0.40396,-0.13603,-0.74065
0.101075,-0.37290,-0.15041,-0.43274
0.101197,0.09096,-0.16497,-0.22008
0.101319,0.37141,-0.17961,-0.43668
0.101441,0.14609,-0.19318,-0.85188
0.101563,-0.37181,-0.20467,-0.95275
0.101685,-0.92813,-0.21375,-0.60414
0.101807,-1.30928,-0.22013,-0.21383
0.101929,-1.05226,-0.22357,-0.23679
0.102051,0.06890,-0.22452,-0.67123
0.102173,1.22347,-0.22383,-1.08615
0.102295,1.15936,-0.22139,-1.06553
0.102417,-0.06599,-0.21612,-0.59468
0.102540,-0.93396,-0.20774,-0.03137
0.102662,-0.48127,-0.19728,0.28871
0.102784,0.45772,-0.18541,0.35015
0.102906,0.64057,-0.17113,0.30551
0.103028,0.14907,-0.15323,0.18072
0.103150,-0.15790,-0.13225,-0.03745
0.103272,-0.21125,-0.10983,-0.14281
0.103394,-0.60491,-0.08667,0.08380
0.103516,-1.22379,-0.06228,0.41709
0.103638,-1.19359,-0.03645,0.36992
0.103760,-0.30760,-0.00981,-0.06969
0.103882,0.50653,0.01692,-0.31812
0.104004,0.50070,0.04311,0.02898
0.104126,0.07945,0.06772,0.71766
0.104249,-0.02461,0.08966,1.27876
0.104371,0.13638,0.10886,1.47482
0.104493,0.08864,0.12596,1.15450
0.104615,-0.10111,0.14087,0.28452
0.104737,-0.02268,0.15268,-0.57228
0.104859,0.19513,0.16136,-0.50356
0.104981,0.05227,0.16830,0.51289
0.105103,-0.31546,0.17456,1.24133
0.105225,-0.15437,0.17967,0.71632
0.105347,0.68314,0.18279,-0.40278
0.105469,1.32298,0.18427,-0.77588
0.105591,1.09885,0.18506,-0.21155
0.105713,0.54081,0.18530,0.38473
0.105835,0.54144,0.18456,0.58595
0.105958,1.01621,0.18274,0.85752
0.106080,1.12768,0.17982,1.36132
0.106202,0.61414,0.17514,1.44740
0.106324,0.13397,0.16800,0.75965
0.106446,0.24644,0.15873,-0.00127
0.106568,0.71140,0.14816,-0.03273
0.106690,1.04676,0.13642,0.42980
0.106812,1.25054,0.12344,0.59075
0.106934,1.52666,0.11027,0.31048
0.107056,1.63240,0.09861,0.11212
0.107178,1.11971,0.08882,0.18942
0.107300,0.18296,0.07979,0.19282
0.107422,-0.38450,0.07106,0.01150
0.107544,-0.28389,0.06387,-0.00059
0.107666,-0.15203,0.05954,0.20806
0.107789,-0.53826,0.05788,0.09907
0.107911,-1.02799,0.05802,-0.56734
0.108033,-0.94795,0.05972,-1.13662
0.108155,-0.45040,0.06299,-0.92027
0.108277,-0.18898,0.06733,-0.24325
0.108399,-0.27117,0.07221,0.03548
0.108521,-0.30679,0.07773,-0.17803
0.108643,-0.26636,0.08398,-0.13119
0.108765,-0.46083,0.09039,0.55123
0.108887,-0.73336,0.09670,1.27335
0.109009,-0.49901,0.10388,1.33808
0.109131,0.28159,0.11281,0.84745
0.109253,0.87774,0.12262,0.35886
0.109375,0.77504,0.13151,0.05253
0.109498,0.32039,0.13907,-0.26424
0.109620,0.12293,0.14640,-0.53270
0.109742,0.29176,0.15390,-0.41001
0.109864,0.53994,0.16054,0.06123
0.109986,0.61901,0.16523,0.28776
0.110108,0.36610,0.16781,-0.06105
0.110230,-0.27722,0.16812,-0.49766
0.110352,-0.97475,0.16553,-0.42531
0.110474,-1.11356,0.15992,-0.06804
0.110596,-0.59106,0.15196,-0.09953
0.110718,-0.12332,0.14209,-0.55253
0.110840,-0.31218,0.13017,-0.79334
0.110962,-0.71927,0.11684,-0.53312
0.111084,-0.43107,0.10369,-0.14588
0.111207,0.62175,0.09150,0.09609
0.111329,1.48086,0.07914,0.37590
0.111451,1.30513,0.06563,0.71023
0.111573,0.28429,0.05203,0.67280
0.111695,-0.63487,0.04029,0.11313
0.111817,-0.67739,0.03071,-0.41006
0.111939,0.08202,0.02209,-0.36464
0.112061,0.78855,0.01383,-0.00879
0.112183,0.62582,0.00631,0.02326
0.112305,-0.32884,-0.00041,-0.40138
0.112427,-1.19435,-0.00698,-0.86668
0.112549,-1.25215,-0.01368,-1.00068
0.112671,-0.58573,-0.02025,-0.72584
0.112793,0.23047,-0.02676,-0.12740
0.112916,0.68464,-0.03347,0.52473
0.113038,0.48826,-0.03976,0.79807
0.113160,-0.32021,-0.04466,0.56893
0.113282,-1.14716,-0.04879,0.33648
0.113404,-1.15052,-0.05417,0.60803
0.113526,-0.20386,-0.06163,1.06998
0.113648,0.74349,-0.06980,0.91043
0.113770,0.75185,-0.07724,-0.00161
0.113892,0.11510,-0.08445,-0.80121
0.114014,-0.08695,-0.09268,-0.68094
0.114136,0.42906,-0.10204,0.14007
0.114258,0.74222,-0.11192,0.71915
0.114380,0.13442,-0.12217,0.41061
0.114502,-0.75762,-0.13280,-0.55594
0.114625,-0.77224,-0.14303,-1.33179
0.114747,0.13270,-0.15198,-1.22480
0.114869,0.76361,-0.15948,-0.37364
0.114991,0.26873,-0.16528,0.35598
0.115113,-0.76443,-0.16820,0.25954
0.115235,-1.13355,-0.16739,-0.51455
0.115357,-0.56271,-0.16386,-1.24583
0.115479,0.11070,-0.15923,-1.38334
0.115601,0.18938,-0.15335,-0.84197
0.115723,-0.04442,-0.14474,0.11709
0.115845,0.02615,-0.13321,0.95566
0.115967,0.34857,-0.12032,1.06312
0.116089,0.33837,-0.10737,0.36278
0.116211,-0.15506,-0.09442,-0.38324
0.116333,-0.54955,-0.08164,-0.34562
0.116456,-0.31023,-0.07004,0.30753
0.116578,0.34093,-0.06031,0.61636
0.116700,0.72722,-0.05221,0.18365
0.116822,0.51559,-0.04562,-0.25603
0.116944,-0.03939,-0.04094,0.04643
0.117066,-0.51396,-0.03791,0.67554
0.117188,-0.67552,-0.03562,0.59905
0.117310,-0.48068,-0.03439,-0.31097
0.117432,-0.08116,-0.03610,-0.99562
0.117554,0.11129,-0.04165,-0.60320
0.117676,-0.22541,-0.04940,0.37595
0.117798,-0.75232,-0.05737,0.76713
0.117920,-0.71477,-0.06579,0.20927
0.118042,-0.03315,-0.07620,-0.51760
0.118165,0.40172,-0.08880,-0.63799
0.118287,-0.01023,-0.10240,-0.32562
0.118409,-0.60461,-0.11633,-0.23236
0.118531,-0.44672,-0.13078,-0.45982
0.118653,0.21146,-0.14545,-0.50078
0.118775,0.39020,-0.15944,-0.12109
0.118897,-0.04566,-0.17217,0.21060
0.119019,-0.32983,-0.18322,-0.03075
0.119141,-0.18275,-0.19145,-0.67655
0.119263,-0.15716,-0.19587,-1.05806
0.119385,-0.47626,-0.19732,-0.81341
0.119507,-0.54848,-0.19752,-0.22595
0.119629,0.01098,-0.19635,0.20486
0.119751,0.67996,-0.19163,0.26239
0.119874,0.78664,-0.18226,0.04315
0.119996,0.39459,-0.16976,-0.23269
0.120118,0.02707,-0.15610,-0.29799
0.120240,-0.07929,-0.14162,0.00921
0.120362,-0.09080,-0.12604,0.43793
0.120484,-0.21329,-0.10997,0.42847
0.120606,-0.45390,-0.09429,-0.14667
0.120728,-0.58472,-0.07889,-0.61964
0.120850,-0.32416,-0.06350,-0.38114
0.120972,0.20279,-0.04853,0.15547
0.121094,0.33843,-0.03419,0.10740
0.121216,-0.29608,-0.01967,-0.50805
0.121338,-1.02918,-0.00482,-0.78329
0.121460,-0.91352,0.00861,-0.33630
0.121583,-0.21486,0.01912,0.18608
0.121705,-0.13889,0.02801,0.26158
0.121827,-0.88003,0.03784,0.24779
0.121949,-1.13325,0.04889,0.53154
0.122071,-0.15774,0.05908,0.72515
0.122193,0.87776,0.06731,0.34997
0.122315,0.67047,0.07458,-0.25447
0.122437,-0.11715,0.08179,-0.38339
0.122559,0.01842,0.08846,0.02073
0.122681,0.89245,0.09420,0.40471
0.122803,0.97823,0.09964,0.43997
0.122925,0.05270,0.10514,0.31156
0.123047,-0.39246,0.11032,0.27389
0.123169,0.31731,0.11540,0.30989
0.123291,0.92063,0.12148,0.21870
0.123414,0.40910,0.12831,-0.14749
0.123536,-0.27619,0.13395,-0.64752
0.123658,0.09568,0.13757,-0.81289
0.123780,0.96338,0.14112,-0.33820
0.123902,0.97365,0.14658,0.33902
0.124024,0.20566,0.15304,0.44068
0.124146,-0.10562,0.15824,0.00087
0.124268,0.37049,0.16176,-0.04648
0.124390,0.69377,0.16484,0.67284
0.124512,0.27150,0.16767,1.20077
0.124634,-0.33981,0.16937,0.67792
0.124756,-0.41637,0.17002,-0.16357
0.124878,0.01655,0.17072,-0.03974
0.125000,0.48465,0.17175,0.82460
0.125123,0.68762,0.17249,1.04690
0.125245,0.61275,0.17310,0.37529
0.125367,0.40797,0.17425,0.09086
0.125489,0.28571,0.17516,0.80627
0.125611,0.34059,0.17400,1.39841
0.125733,0.42862,0.17087,0.91531
0.125855,0.35356,0.16820,0.19090
0.125977,0.11379,0.16727,0.39669
0.126099,-0.12711,0.16632,1.03788
0.126221,-0.20271,0.16333,0.82877
0.126343,-0.01176,0.15882,-0.10249
0.126465,0.41454,0.15439,-0.44569
0.126587,0.83139,0.15015,0.11713
0.126709,0.91926,0.14535,0.50142
0.126832,0.60175,0.14054,0.09227
0.126954,0.15402,0.13694,-0.34732
0.127076,-0.03132,0.13450,-0.04966
0.127198,0.22186,0.13246,0.56997
0.127320,0.65437,0.13102,0.67321
0.127442,0.66580,0.13058,0.19019
0.127564,-0.09204,0.12991,-0.31180
0.127686,-1.08333,0.12729,-0.46442
0.127808,-1.23662,0.12330,-0.33775
0.127930,-0.22785,0.12007,-0.14509
0.128052,0.97729,0.11759,-0.05085
0.128174,1.29640,0.11313,-0.10687
0.128296,0.85348,0.10492,-0.18984
0.128418,0.54618,0.09407,-0.11488
0.128541,0.64336,0.08205,0.12243
0.128663,0.58819,0.06851,0.32425
0.128785,0.05090,0.05282,0.30037
0.128907,-0.61267,0.03594,-0.00181
0.129029,-0.99120,0.01913,-0.49988
0.129151,-1.05930,0.00231,-0.97707
0.129273,-0.93336,-0.01476,-1.16969
0.129395,-0.72223,-0.03109,-1.01066
0.129517,-0.62982,-0.04583,-0.74671
0.129639,-0.74318,-0.05981,-0.70489
0.129761,-0.79601,-0.07384,-0.94704
0.129883,-0.56725,-0.08643,-1.16460
0.130005,-0.30515,-0.09536,-0.90033
0.130127,-0.29633,-0.10099,-0.00222
0.130250,-0.35685,-0.10577,1.01297
0.130372,-0.30338,-0.11076,1.25637
0.130494,-0.46045,-0.11477,0.43042
0.130616,-0.97485,-0.11704,-0.66931
0.130738,-1.15990,-0.11844,-1.02135
0.130860,-0.47478,-0.11953,-0.61568
0.130982,0.31906,-0.11961,-0.30749
0.131104,0.12002,-0.11843,-0.51219
0.131226,-0.73318,-0.11708,-0.71747
0.131348,-0.90130,-0.11633,-0.41822
0.131470,-0.10262,-0.11568,0.13650
0.131592,0.57723,-0.11500,0.43235
0.131714,0.44904,-0.11543,0.38921
0.131836,-0.00604,-0.11732,0.24118
0.131958,-0.28672,-0.11885,0.13648
0.132081,-0.51723,-0.11851,0.13526
0.132203,-0.64426,-0.11766,0.25361
0.132325,-0.21639,-0.11872,0.31985
0.132447,0.60390,-0.12175,0.12764
0.132569,0.92304,-0.12472,-0.18095
0.132691,0.48090,-0.12665,-0.27214
