fpr,tpr
0,0
0,0.0914634146341463
0,0.524390243902439
0,0.548780487804878
0,0.554878048780488
0.0158730158730159,0.560975609756098
0.0158730158730159,0.786585365853659
0.0317460317460317,0.786585365853659
0.0317460317460317,0.798780487804878
0.0476190476190476,0.798780487804878
0.0476190476190476,0.829268292682927
0.0634920634920635,0.829268292682927
0.0634920634920635,0.835365853658537
0.0952380952380952,0.835365853658537
0.0952380952380952,0.841463414634146
0.111111111111111,0.841463414634146
0.111111111111111,0.847560975609756
0.126984126984127,0.847560975609756
0.126984126984127,0.865853658536585
0.142857142857143,0.865853658536585
0.142857142857143,0.871951219512195
0.174603174603175,0.871951219512195
0.174603174603175,0.890243902439024
0.19047619047619,0.890243902439024
0.19047619047619,0.914634146341463
0.206349206349206,0.914634146341463
0.206349206349206,0.932926829268293
0.253968253968254,0.932926829268293
0.253968253968254,0.951219512195122
0.317460317460317,0.951219512195122
0.317460317460317,0.963414634146341
0.333333333333333,0.963414634146341
0.333333333333333,0.969512195121951
0.444444444444444,0.969512195121951
0.444444444444444,0.98780487804878
0.53968253968254,0.98780487804878
0.53968253968254,0.99390243902439
0.619047619047619,0.99390243902439
0.952380952380952,1
1,1
