fpr,tpr
0,0
0,0.0075187969924812
0,0.0225563909774436
0,0.308270676691729
0.0158730158730159,0.308270676691729
0.0158730158730159,0.481203007518797
0.0317460317460317,0.481203007518797
0.0317460317460317,0.578947368421053
0.0476190476190476,0.578947368421053
0.0476190476190476,0.601503759398496
0.0634920634920635,0.601503759398496
0.0634920634920635,0.676691729323308
0.0793650793650794,0.676691729323308
0.0793650793650794,0.729323308270677
0.0952380952380952,0.729323308270677
0.0952380952380952,0.75187969924812
0.142857142857143,0.75187969924812
0.142857142857143,0.774436090225564
0.158730158730159,0.774436090225564
0.158730158730159,0.781954887218045
0.174603174603175,0.781954887218045
0.174603174603175,0.789473684210526
0.19047619047619,0.789473684210526
0.19047619047619,0.804511278195489
0.206349206349206,0.804511278195489
0.206349206349206,0.827067669172932
0.222222222222222,0.827067669172932
0.222222222222222,0.857142857142857
0.238095238095238,0.857142857142857
0.238095238095238,0.87218045112782
0.253968253968254,0.87218045112782
0.253968253968254,0.887218045112782
0.301587301587302,0.887218045112782
0.301587301587302,0.894736842105263
0.317460317460317,0.894736842105263
0.317460317460317,0.902255639097744
0.349206349206349,0.902255639097744
0.349206349206349,0.917293233082707
0.365079365079365,0.917293233082707
0.365079365079365,0.924812030075188
0.380952380952381,0.924812030075188
0.380952380952381,0.932330827067669
0.444444444444444,0.932330827067669
0.444444444444444,0.93984962406015
0.476190476190476,0.93984962406015
0.476190476190476,0.962406015037594
0.523809523809524,0.962406015037594
0.523809523809524,0.969924812030075
0.603174603174603,0.969924812030075
0.603174603174603,0.977443609022556
0.714285714285714,0.977443609022556
0.714285714285714,0.984962406015038
0.73015873015873,0.984962406015038
0.73015873015873,0.992481203007519
0.746031746031746,0.992481203007519
0.746031746031746,1
1,1
