Population,IID,Average_ROH_length_Mb,Total_ROH_length_Mb,ROH_count,FROH
CHB,NA18549,0.697773678756477,134.67032,193,0.04829166960821
CHB,NA18550,0.710901525252525,140.758502,198,0.0504748416216028
CHB,NA18552,0.737626381443299,143.099518,194,0.0513143107133784
CHB,NA18553,0.688902172774869,131.580315,191,0.0471836192185791
CHB,NA18555,0.759875727272727,142.096761,187,0.0509547302969858
CHB,NA18557,0.888585536842105,168.831252,190,0.0605414989815457
CHB,NA18558,0.705880819148936,132.705594,188,0.0475871350169009
CHB,NA18559,0.746130177083333,143.256994,192,0.0513707803123459
CHB,NA18560,0.743851803278689,136.12488,183,0.048813262866066
CHB,NA18561,0.737641041237113,143.102362,194,0.0513153305483975
CHB,NA18562,0.746276764705882,139.553755,187,0.0500428292517986
CHB,NA18563,0.727815057692308,113.539149,156,0.0407142054099621
CHB,NA18564,0.712466403225807,132.518751,186,0.0475201346531637
CHB,NA18565,0.754510914572864,150.147672,199,0.0538417207939053
CHB,NA18566,0.724706919786096,135.520194,187,0.0485964274376754
CHB,NA18567,0.783972126829268,160.714286,205,0.0576308217046738
CHB,NA18570,0.708139162436548,139.503415,197,0.0500247777416509
CHB,NA18571,0.725314005025126,144.337487,199,0.0517582362192598
CHB,NA18572,0.7214914,147.905737,205,0.0530377813341707
CHB,NA18573,0.727367802547771,114.196745,157,0.0409500139293721
CHB,NA18574,0.721361989795918,141.38695,196,0.0507001979078427
CHB,NA18577,0.712068382653061,139.565403,196,0.0500470061288388
CHB,NA18579,0.716593061452514,128.270158,179,0.045996624131649
CHB,NA18582,0.725380101769912,163.935903,226,0.0587860670755038
CHB,NA18591,0.762835232323232,151.041376,198,0.054162195701038
CHB,NA18592,0.70036862755102,137.272251,196,0.0492247006739664
CHB,NA18593,0.754290651741294,151.612421,201,0.0543669677433961
CHB,NA18595,0.744066995515695,165.92694,223,0.0595000365751064
CHB,NA18596,0.743233994413408,133.038885,179,0.0477066504294684
CHB,NA18597,0.73184012849162,130.999383,179,0.0469753017793034
CHB,NA18599,0.708468254143646,128.232754,181,0.0459832113647526
CHB,NA18602,0.741157905759162,141.56116,191,0.0507626681816376
CHB,NA18603,0.724638664893617,136.232069,188,0.0488516999602501
CHB,NA18605,0.715528533707865,127.364079,178,0.0456717116512529
CHB,NA18606,1.3018950802139,243.45438,187,0.0873007391950327
CHB,NA18608,0.729307908602151,135.651271,186,0.0486434305722728
CHB,NA18609,0.696968826530612,136.60589,196,0.0489857490976146
CHB,NA18610,0.759380383333333,136.688469,180,0.049015361248121
CHB,NA18611,0.70112863,140.225726,200,0.0502837925280298
CHB,NA18612,0.79208660326087,145.743935,184,0.0522625769094514
CHB,NA18613,0.731680393034826,147.067759,201,0.0527372893125066
CHB,NA18614,0.706174759562842,129.229981,183,0.0463408087686081
CHB,NA18615,0.725745360946746,122.650966,169,0.0439816280766229
CHB,NA18616,0.753343111702128,141.628505,188,0.0507868175449848
CHB,NA18617,0.732577542105263,139.189733,190,0.0499122939552751
CHB,NA18618,0.735763193548387,136.851954,186,0.0490739856250876
CHB,NA18619,0.736616482233503,145.113447,197,0.0520364890959826
CHB,NA18620,0.734293010526316,139.515672,190,0.0500291730010844
CHB,NA18621,0.726063598870057,128.513257,177,0.0460837974344977
CHB,NA18622,0.740510205555556,133.291837,180,0.0477973569371141
CHB,NA18623,0.734677254143646,132.976583,181,0.0476843094444619
CHB,NA18624,0.731007701086957,134.505417,184,0.0482325367481009
CHB,NA18625,0.735942767567568,136.149412,185,0.048822059839585
CHB,NA18626,0.725872005154639,140.819169,194,0.0504965963090508
CHB,NA18627,0.928003011494253,161.472524,174,0.0579027196178917
CHB,NA18628,0.761928760869565,140.194892,184,0.0502727357091205
CHB,NA18629,0.741717802197802,134.99264,182,0.0484072509103716
CHB,NA18630,0.743597304568528,146.488669,197,0.0525296323992876
CHB,NA18631,0.731135639175258,141.840314,194,0.050862770511073
CHB,NA18632,0.743865751295337,143.56609,193,0.0514816195968238
CHB,NA18633,0.710820770408163,139.320871,196,0.049959318963971
CHB,NA18634,0.746843141304348,137.419138,184,0.0492773731445876
CHB,NA18635,0.741799520467836,126.847718,171,0.0454865488417299
CHB,NA18636,0.756392241935484,140.688957,186,0.0504499033563421
CHB,NA18637,0.741111090909091,122.28333,165,0.0438497968294106
CHB,NA18638,0.7459482,123.081453,165,0.0441359971757283
CHB,NA18639,0.769106011299435,136.131764,177,0.0488157314118717
CHB,NA18640,0.704882588541667,135.337457,192,0.0485308994517821
CHB,NA18641,0.735611392670157,140.501776,191,0.0503827817885836
CHB,NA18642,0.739199086538462,153.75341,208,0.0551347087974221
CHB,NA18643,0.719476161458333,138.139423,192,0.0495356614240225
CHB,NA18644,0.74694167,149.388334,200,0.0535694284297306
CHB,NA18645,0.730732650485437,150.530926,206,0.0539791525275198
CHB,NA18646,0.727184142857143,137.437803,189,0.0492840662601399
CHB,NA18647,0.725846803030303,143.717667,198,0.0515359738628878
CHB,NA18648,0.708799955,141.759991,200,0.0508339673436197
CHB,NA18740,0.780109774566474,134.958991,173,0.0483951846556048
CHB,NA18745,0.734803076502732,134.468963,183,0.0482194646433944
CHB,NA18747,0.756613975247525,152.836023,202,0.0548057413611907
CHB,NA18748,0.787830335227273,138.658139,176,0.0497216687171847
CHB,NA18749,0.804269179347826,147.985529,184,0.0530663940893894
CHB,NA18757,0.735869030456853,144.966199,197,0.0519836871737293
CHS,HG00403,0.73265841011236,130.413197,178,0.0467651002988216
CHS,HG00404,0.715890771144279,143.894045,201,0.0515992215636593
CHS,HG00406,0.770143572093023,165.580868,215,0.0593759380010133
CHS,HG00407,0.702134534759358,131.299158,187,0.0470827986298106
CHS,HG00409,0.745023463768116,154.219857,207,0.0553019728568952
CHS,HG00410,0.708794539772727,124.747839,176,0.0447335494957328
CHS,HG00419,0.746939726256983,133.702211,179,0.0479445136797713
CHS,HG00421,0.747224851851852,161.400568,216,0.0578769167878522
CHS,HG00422,0.728112732984293,139.069532,191,0.0498691908648645
CHS,HG00428,0.736961770642202,160.657666,218,0.0576105182381548
CHS,HG00436,0.758371766839378,146.365751,193,0.0524855550150139
CHS,HG00437,0.714087420792079,144.245659,202,0.0517253074533908
CHS,HG00442,0.790253524590164,144.616395,183,0.0518582503351176
CHS,HG00443,0.750350734375,144.067341,192,0.0516613640845683
CHS,HG00445,0.72915135,145.83027,200,0.0522935359306791
CHS,HG00446,0.715664361702128,134.5449,188,0.0482466950273056
CHS,HG00448,0.717811799019608,146.433607,204,0.0525098876187601
CHS,HG00449,0.785543242424243,155.537562,198,0.0557744910368556
CHS,HG00451,0.74001303960396,149.482634,202,0.053603243634477
CHS,HG00452,0.733938657142857,154.127118,210,0.0552687174139156
CHS,HG00457,0.74429752970297,150.348101,202,0.0539135929855501
CHS,HG00458,0.710380804020101,141.36578,199,0.0506926065198842
CHS,HG00463,0.779536131578947,148.111865,190,0.0531116971403632
CHS,HG00464,0.749107279569892,139.333954,186,0.0499640104202138
CHS,HG00472,0.718549867346939,140.835774,196,0.0505025507255387
CHS,HG00473,0.947037631840796,190.354564,201,0.0682595817185469
CHS,HG00475,0.713148957671958,134.785153,189,0.0483328477779516
CHS,HG00476,0.730940413265306,143.264321,196,0.0513734077143096
CHS,HG00478,0.775790212121212,153.606462,198,0.0550820144527024
CHS,HG00479,0.704841840182648,154.360363,219,0.0553523571533754
CHS,HG00500,0.743732597938144,144.284124,194,0.0517391006861645
CHS,HG00513,0.764821877192983,130.784541,171,0.0468982612043499
CHS,HG00524,0.747732797872341,140.573766,188,0.0504085968107436
CHS,HG00525,1.01169753225806,188.175741,186,0.0674782737031596
CHS,HG00530,0.72489414354067,151.502876,209,0.0543276858069811
CHS,HG00531,0.760331935643564,153.587051,202,0.055075053827683
CHS,HG00533,0.737042064516129,137.089824,186,0.0491592838515246
CHS,HG00534,0.74504962755102,146.029727,196,0.0523650595711148
CHS,HG00536,0.757092578125,145.361775,192,0.0521255374752429
CHS,HG00537,0.749338454545455,140.126291,187,0.050248135954499
CHS,HG00542,0.723496842639594,142.528878,197,0.0511096839006907
CHS,HG00543,0.705847113989637,136.228493,193,0.0488504176360489
CHS,HG00556,0.73531465945946,136.033212,185,0.0487803914748817
CHS,HG00557,0.756632214659686,144.516753,191,0.0518225195330886
CHS,HG00559,0.75569128042328,142.825652,189,0.0512161046172696
CHS,HG00560,0.701571318181818,138.911121,198,0.0498123859825838
CHS,HG00565,0.717435573604061,141.334808,197,0.0506815002153094
CHS,HG00566,0.766258668367347,150.186699,196,0.0538557155552588
CHS,HG00580,0.747570670391062,133.81515,179,0.0479850126766838
CHS,HG00581,0.755789892682927,154.936928,205,0.0555591086223528
CHS,HG00583,0.722475547486034,129.323123,179,0.0463742087240745
CHS,HG00584,0.713561360824742,138.430904,194,0.0496401841143158
CHS,HG00589,0.754730898989899,149.436718,198,0.0535867785343589
CHS,HG00590,0.725086346846847,160.969169,222,0.0577222206530445
CHS,HG00592,0.713224069148936,134.086125,188,0.0480821820839599
CHS,HG00593,0.763911666666667,158.129715,207,0.0567040157921984
CHS,HG00595,0.741440504854369,152.736744,206,0.0547701407279774
CHS,HG00596,0.748284893719807,154.894973,207,0.0555440639042709
CHS,HG00598,0.750789262886598,145.653117,194,0.052230010321279
CHS,HG00599,0.736802243654822,145.150042,197,0.0520496117621299
CHS,HG00607,0.701216658385093,112.895882,161,0.0404835351521513
CHS,HG00608,0.719458073529412,146.769447,204,0.0526303170817719
CHS,HG00610,0.745730505050505,147.65464,198,0.0529477400142747
CHS,HG00611,0.702531802030457,138.398765,197,0.0496286593331351
CHS,HG00613,0.774675132183908,134.793473,174,0.0483358312615517
CHS,HG00614,0.725045346153846,131.958253,182,0.0473191446782972
CHS,HG00619,0.846905398989899,167.687269,198,0.0601312760825921
CHS,HG00620,0.762941784615385,148.773648,195,0.0533490070835514
CHS,HG00622,0.734482454545455,137.348219,187,0.0492519421742227
CHS,HG00623,0.790376347826087,163.607904,207,0.05866844933063
CHS,HG00625,0.72441823857868,142.710393,197,0.0511747736874302
CHS,HG00626,0.703252718918919,130.101753,185,0.0466534190408469
CHS,HG00628,0.701199340206186,136.032672,194,0.0487801978353211
CHS,HG00629,0.734702467741936,136.654659,186,0.0490032372600778
CHS,HG00631,0.730384092307692,142.424898,195,0.051072397527525
CHS,HG00632,0.724738639175258,140.599296,194,0.0504177516588579
CHS,HG00634,0.695838966507177,145.430344,209,0.0521501257549275
CHS,HG00650,0.758221391304348,156.951828,207,0.0562816351975743
CHS,HG00651,0.736863020942408,140.740837,191,0.0504685070978292
CHS,HG00653,0.731590537234043,137.539021,188,0.0493203622028124
CHS,HG00654,0.748959868131868,136.310696,182,0.0488798949560464
CHS,HG00656,0.706810263681592,142.068863,201,0.0509447263035392
CHS,HG00657,0.727061087179487,141.776912,195,0.0508400350751098
CHS,HG00662,0.744441405940594,150.377164,202,0.053924014738419
CHS,HG00663,0.715395108571429,125.194144,175,0.0448935907995961
CHS,HG00671,0.724502246153846,141.277938,195,0.0506611071008458
CHS,HG00672,0.76731212972973,141.952744,185,0.05090308698477
CHS,HG00674,0.720821010582011,136.235171,189,0.0488528123119481
CHS,HG00675,0.735768163157895,139.795951,190,0.050129678746271
CHS,HG00683,0.797997020725389,154.013425,193,0.0552279480388019
CHS,HG00684,0.744458409090909,131.02468,176,0.0469843730755332
CHS,HG00689,0.728692971098266,126.063884,173,0.0452054724133403
CHS,HG00690,0.727318297435898,141.827068,195,0.0508580206043702
CHS,HG00692,0.729933835820896,146.716701,201,0.0526114027998042
CHS,HG00693,0.745866704301075,138.731207,186,0.0497478703012823
CHS,HG00698,0.725227616915423,145.770751,201,0.0522721929065933
CHS,HG00699,0.715736846560847,135.274264,189,0.0485082389615007
CHS,HG00701,0.736024093406593,133.956385,182,0.0480356583865708
CHS,HG00704,0.730588448453608,141.734159,194,0.0508247042007883
CHS,HG00705,0.733760135294118,124.739223,170,0.0447304598689661
CHS,HG00707,0.744084321266968,164.442635,221,0.0589677770047882
CHS,HG00708,0.731284907216495,141.869272,194,0.0508731546118051
CHS,HG00717,0.74531199078341,161.732702,217,0.0579960173097315
CHS,HG00728,0.730484863095238,122.721457,168,0.0440069055697064
CHS,HG00729,0.752313014492754,155.728794,207,0.0558430652599102
CLM,HG01112,0.987538642384106,149.118335,151,0.0534726090080307
CLM,HG01113,0.76120412605042,90.583291,119,0.0324824234545247
CLM,HG01119,0.892411265625,114.228642,128,0.0409614519313424
CLM,HG01121,0.720542969230769,93.670586,130,0.0335895020604348
CLM,HG01122,0.79935537962963,86.330381,108,0.0309573648923006
CLM,HG01124,0.752806693069307,76.033476,101,0.0272649794116162
CLM,HG01125,0.717736415384615,93.305734,130,0.0334586691327348
CLM,HG01130,0.726365201550388,93.701111,129,0.0336004480744845
CLM,HG01131,0.800844720338983,94.499677,118,0.0338868072769602
CLM,HG01133,0.835565680555556,120.321458,144,0.0431462856590384
CLM,HG01134,0.752426235294118,76.747476,102,0.027521013941721
CLM,HG01136,0.787551956521739,72.45478,92,0.0259816884469833
CLM,HG01137,0.988270525925926,133.416521,135,0.0478420675944693
CLM,HG01139,0.785808516129032,73.080192,93,0.0262059560485826
CLM,HG01140,1.11170899099099,123.399698,111,0.044250117216391
CLM,HG01142,1.01252419565217,93.152226,92,0.0334036224259459
CLM,HG01148,2.0078988028169,285.12163,142,0.102242272492664
CLM,HG01149,0.765818140186916,81.942541,107,0.0293839215413552
CLM,HG01250,0.836153714285714,93.649216,112,0.0335818389541206
CLM,HG01251,0.836467120967742,103.721923,124,0.0371938288751686
CLM,HG01253,0.748440946902655,84.573827,113,0.03032747906878
CLM,HG01254,0.773563260869565,71.16782,92,0.0255201951712639
CLM,HG01256,0.770852152542373,90.960554,118,0.0326177068647921
CLM,HG01257,0.920215626086956,105.824797,115,0.0379479022035434
CLM,HG01259,1.11131428695652,127.801143,115,0.0458284392084878
CLM,HG01260,0.700030788461539,72.803202,104,0.0261066297117566
CLM,HG01269,1.07068358196721,130.623397,122,0.0468404762907376
CLM,HG01271,0.749594055045872,81.705752,109,0.0292990109526311
CLM,HG01272,0.786058607594937,62.09863,79,0.0222680581963604
CLM,HG01275,1.75148411320755,278.485974,159,0.0998627808037328
CLM,HG01277,0.968756748091603,126.907134,131,0.0455078549308625
CLM,HG01280,0.910255761538462,118.333249,130,0.0424333302569864
CLM,HG01281,0.727046357142857,91.607841,126,0.0328498186615539
CLM,HG01284,0.757053336206897,87.818187,116,0.0314908798924366
CLM,HG01341,0.79004873381295,109.816774,139,0.0393793923371346
CLM,HG01342,0.878952873015873,55.374031,63,0.019856672278842
CLM,HG01344,1.26983932592593,171.428309,135,0.061472782270972
CLM,HG01345,0.850091871212121,112.212127,132,0.040238346230398
CLM,HG01348,1.43353152845528,176.324378,123,0.0632284723630948
CLM,HG01350,1.2061023046875,154.381095,128,0.0553597914781347
CLM,HG01351,0.861874524137931,124.971806,145,0.0448138622206683
CLM,HG01353,0.760328941176471,90.479144,119,0.0324450771965319
CLM,HG01354,0.890876570175439,101.559929,114,0.0364185556008277
CLM,HG01356,0.780526280373832,83.516312,107,0.0299482628837607
CLM,HG01357,0.885394528,110.674316,125,0.0396868998483603
CLM,HG01359,0.886617982608696,101.961068,115,0.0365624007484071
CLM,HG01360,0.836457223214286,93.683209,112,0.0335940285644594
CLM,HG01362,0.696046010989011,63.340187,91,0.0227132703295443
CLM,HG01363,1.15015508737864,118.465974,103,0.0424809243508354
CLM,HG01365,0.723013284313725,73.747355,102,0.026445195215541
CLM,HG01366,0.747031523364486,79.932373,107,0.0286630918224313
CLM,HG01369,0.937099562913907,141.502034,151,0.0507414660841208
CLM,HG01372,1.054527,121.270605,115,0.0434866419701664
CLM,HG01374,1.01508345736434,130.945766,129,0.0469560751638964
CLM,HG01375,0.741150245454545,81.526527,110,0.0292347423410653
CLM,HG01377,0.814820336633663,82.296854,101,0.0295109752702978
CLM,HG01378,1.03660467175573,135.795212,131,0.0486950466315134
CLM,HG01383,1.1917948968254,150.166157,126,0.0538483493629375
CLM,HG01384,0.843940717557252,110.556234,131,0.0396445566139291
CLM,HG01389,1.98031293571429,277.243811,140,0.0994173513639309
CLM,HG01390,0.714375929411765,60.721954,85,0.0217743935006089
CLM,HG01431,0.810348828828829,89.94872,111,0.0322548715108228
CLM,HG01432,1.26014315384615,163.81861,130,0.0587440067699862
CLM,HG01435,0.8165757,97.989084,120,0.0351380799402506
CLM,HG01437,0.999253218045113,132.900678,133,0.0476570905354877
CLM,HG01438,1.34203051369863,195.936455,146,0.0702612019416298
CLM,HG01440,0.759068632653061,74.388726,98,0.0266751855833391
CLM,HG01441,0.765260963768116,105.606013,138,0.0378694480597976
CLM,HG01443,0.815154446540881,129.609557,159,0.04647692160166
CLM,HG01444,0.779931178294574,100.611122,129,0.0360783212109046
CLM,HG01447,0.73952061,73.952061,100,0.0265186011042239
CLM,HG01455,0.724587543103448,84.052155,116,0.0301404117783195
CLM,HG01456,0.758842540540541,84.231522,111,0.0302047313099179
CLM,HG01459,0.749370734513274,84.678893,113,0.0303651548726175
CLM,HG01461,0.874491644444445,78.704248,90,0.028222696294021
CLM,HG01462,0.89637594520548,65.435444,73,0.0234646122643395
CLM,HG01464,0.74715547826087,68.738304,92,0.0246489907070593
CLM,HG01465,1.16875123387097,144.925153,124,0.0519689684155743
CLM,HG01468,2.0988273649635,287.539349,137,0.103109246649654
CLM,HG01474,0.875476524822695,123.44219,141,0.0442653544982583
CLM,HG01479,0.715524482269504,100.888952,141,0.0361779487648248
CLM,HG01485,0.76965625,46.179375,60,0.0165595442278123
CLM,HG01486,0.774714099173554,93.740406,121,0.0336145389384347
CLM,HG01488,0.872418322580645,81.134904,93,0.0290943095528535
CLM,HG01489,0.787068,96.809364,123,0.034715042046896
CLM,HG01491,1.72866534,259.299801,150,0.0929827768981806
CLM,HG01492,0.770441286885246,93.993837,122,0.0337054172115425
CLM,HG01494,0.777571379562044,106.527279,137,0.0381998064735393
CLM,HG01495,0.763855573770492,93.19038,122,0.0334173041366764
CLM,HG01497,1.02325865873016,128.930591,126,0.0462334499759357
CLM,HG01498,1.09579547619048,138.07023,126,0.0495108493830679
CLM,HG01550,0.758616504,94.827063,125,0.0340042052050735
CLM,HG01551,0.734199224137931,42.583555,58,0.0152701127375582
CLM,HG01556,0.750748255319149,70.570336,94,0.0253059423208645
Cambodian,HGDP00711,0.797269076502732,145.900241,183,0.0523186269560376
Cambodian,HGDP00712,0.742160338709677,138.041823,186,0.0495006628664059
Cambodian,HGDP00713,0.795101466666667,131.191742,165,0.0470442801352928
Cambodian,HGDP00714,0.698805629032258,129.977847,186,0.0466089873678957
Cambodian,HGDP00715,0.730974094736842,138.885078,190,0.049803047176887
Cambodian,HGDP00716,0.717233163934426,131.253669,183,0.0470664866483821
Cambodian,HGDP00717,0.750853080645161,139.658673,186,0.0500804519840529
Cambodian,HGDP00719,0.742421942408377,141.802591,191,0.0508492433533991
Cambodian,HGDP00721,0.900814476190476,170.253936,189,0.0610516617678589
Cayubaba,IAGD0020,0.777814498168498,212.343358,273,0.0761445824739545
Cayubaba,IAGD0021,0.852087194968554,270.963728,318,0.0971653652295834
Cayubaba,IAGD0022,0.783537728033473,187.265517,239,0.0671518748598401
Cayubaba,IAGD0023,0.797999350393701,202.691835,254,0.0726836256726932
Chamicuro,IAGD0005,1.2180066809816,397.070178,326,0.142386101460583
Chamicuro,IAGD0006,1.24188671601208,411.064503,331,0.147404351356253
Chamicuro,IAGD0007,1.07238689726027,313.136974,292,0.11228834453295
Chechen,ch113,0.733310510067114,109.263266,149,0.0391809089188023
Chiquitano,IAGD0041,0.938588143302181,301.286794,321,0.10803896740696
Chiquitano,IAGD0042,0.789417399339934,239.193472,303,0.0857728126157614
Chiquitano,IAGD0043,1.17071732198142,378.141695,323,0.135598503070524
Chukchi,Sir19,0.702511307692308,54.795882,78,0.0196493528004868
Cocama-Cocamilla,IAGD0087,0.837420454849498,250.388716,299,0.0897873350764736
Cocama-Cocamilla,IAGD0088,0.871626966555184,260.616463,299,0.0934549210669157
Cocama-Cocamilla,IAGD0089,1.08766966876972,344.791285,317,0.123639320222972
Cocama-Cocamilla,IAGD0090,0.936813103333333,281.043931,300,0.100780043154606
Cocama-Cocamilla,IAGD0091,1.01861134029851,341.234799,335,0.122363993581748
Cocama-Cocamilla,IAGD0092,0.846751291925466,272.653916,322,0.0977714527511083
Cocama-Cocamilla,IAGD0093,1.23537077364865,365.669749,296,0.13112616576856
Crete,AV-21,0.715268222222222,109.436038,153,0.0392428635376192
Crete,TZ-11,1.1417017810219,156.413144,137,0.0560884675437719
Czech,NA15728,0.738856493589744,115.261613,156,0.0413318668397414
Dai,HGDP01307,0.783145803030303,155.062869,198,0.055604270029574
Dai,HGDP01308,0.751382305825243,154.784755,206,0.0555045406355886
Dai,HGDP01309,0.796789541284404,173.70012,218,0.0622874350186918
Dai,HGDP01310,0.887276751152074,192.539055,217,0.0690429222321367
Dai,HGDP01311,0.783029165,156.605833,200,0.0561575642350483
Dai,HGDP01312,0.73387668161435,163.6545,223,0.0586851582731577
Dai,HGDP01313,0.745642409326425,143.908985,193,0.0516045789248354
Dai,HGDP01314,0.761148586538462,158.318906,208,0.0567718581294323
Dai,HGDP01315,0.880952161137441,185.880906,211,0.0666553647383234
Daur,HGDP01213,0.7959683,151.233977,190,0.0542312608362379
Daur,HGDP01214,0.75905434502924,129.798293,171,0.0465446007796345
Daur,HGDP01215,0.773117265536723,136.841756,177,0.0490703287061268
Daur,HGDP01216,0.78695225,135.355787,172,0.0485374724390886
Daur,HGDP01217,0.840428756097561,172.287895,205,0.0617810227437937
Daur,HGDP01218,0.724452426900585,123.881365,171,0.0444228390427383
Daur,HGDP01220,0.792406816216216,146.595261,185,0.0525678554141797
Daur,HGDP01221,0.757478782122905,135.588702,179,0.0486209938432614
Daur,HGDP01222,0.775576497206704,138.828193,179,0.0497826486835467
Dinka,DNK07,0.904816353846154,58.813063,65,0.0210898808812724
Dinka,DNK11,0.863488116883117,66.488585,77,0.0238422599689181
Dinka,DNK5,0.851724436363636,46.844844,55,0.0167981759402973
Druze,HGDP00557,0.978764055214724,159.538541,163,0.0572092092136401
Druze,HGDP00558,0.994505919463087,148.181382,149,0.0531366253650541
Druze,HGDP00559,1.417566175,226.810588,160,0.081332412214806
Druze,HGDP00560,0.814827913978495,151.557992,186,0.0543474499514647
Druze,HGDP00561,0.749049765517241,108.612216,145,0.0389474477411767
Druze,HGDP00562,1.09151468456376,162.635688,149,0.0583198206657556
Druze,HGDP00563,1.82084288095238,305.901604,168,0.109693800333952
Druze,HGDP00564,1.85895907453416,299.292411,161,0.107323798059265
Druze,HGDP00565,1.11155165986395,163.398094,147,0.0585932131895078
Druze,HGDP00566,0.800870948905109,109.71932,137,0.0393444461339177
Druze,HGDP00567,0.830835570552147,135.426198,163,0.0485627212448298
Druze,HGDP00568,1.72939063586957,318.207877,184,0.114106728660138
Druze,HGDP00569,0.825374797297297,122.15547,148,0.0438039472845658
Druze,HGDP00571,1.4655835625,281.392044,192,0.100904873614519
Druze,HGDP00572,0.927408844155844,142.820962,154,0.0512144228218268
Druze,HGDP00573,1.29406765060241,214.81523,166,0.0770309754515444
Druze,HGDP00574,1.25891956129032,195.132532,155,0.0699729217629947
Druze,HGDP00575,0.80780965060241,134.096402,166,0.0480858673316712
Druze,HGDP00576,0.76517294017094,89.525234,117,0.0321030129127612
Druze,HGDP00577,1.6162629017341,279.613482,173,0.10026709590313
Druze,HGDP00578,0.764726054794521,111.650004,146,0.0400367735438909
Druze,HGDP00579,1.42581538461538,222.4272,156,0.0797605653144601
Druze,HGDP00580,0.731906210144928,101.003057,138,0.0362188658797514
Druze,HGDP00581,1.85946836666667,334.704306,180,0.120022212480057
Druze,HGDP00582,0.861677489208633,119.773171,139,0.0429496744483835
Druze,HGDP00583,1.19033046551724,207.117501,174,0.0742706331162657
Druze,HGDP00584,0.74540733974359,116.283545,156,0.0416983232534935
Druze,HGDP00586,0.755520055555556,108.794888,144,0.0390129524186042
Druze,HGDP00587,1.13250440816327,166.478148,147,0.0596976952323473
Druze,HGDP00588,1.42042178125,272.720982,192,0.0977955020673492
Druze,HGDP00590,2.32134598642534,513.017463,221,0.183963844642517
Druze,HGDP00591,1.31950701428571,184.730982,140,0.0662430114456117
Druze,HGDP00594,0.73359661038961,112.973878,154,0.0405115038765351
Druze,HGDP00595,1.80645158235294,307.096769,170,0.110122376677332
Druze,HGDP00597,1.3526286,223.183719,165,0.0800318468084102
Druze,HGDP00598,0.74432577852349,110.904541,149,0.0397694566406479
Druze,HGDP00599,0.918746395209581,153.430648,167,0.0550189689976942
Druze,HGDP00600,0.76656678807947,115.751585,151,0.0415075667708121
Druze,HGDP00601,0.718144692307692,93.35881,130,0.0334777017499895
Druze,HGDP00602,0.752772859259259,101.624336,135,0.0364416514215287
Druze,HGDP00604,1.27127708333333,198.319225,156,0.0711156436745398
Druze,HGDP00606,1.48861442307692,232.22385,156,0.0832735634648118
Dusun,Dus16,1.07017241152263,260.051896,243,0.093252471982101
Dusun,Dus22,1.06609655677656,291.04436,273,0.104366114779061
ESN,HG02922,0.75407918,37.703959,50,0.0135203297278086
ESN,HG02923,0.823281797468354,65.039262,79,0.0233225446562079
ESN,HG02938,0.955401259259259,51.591668,54,0.0185003480023843
ESN,HG02941,0.742703742424243,49.018447,66,0.0175776121065989
ESN,HG02943,0.759763205882353,51.663898,68,0.0185262490865713
ESN,HG02944,0.745794241935484,46.239243,62,0.016581012400429
ESN,HG02946,0.759818935483871,47.108774,62,0.0168928190684914
ESN,HG02947,0.715283733333333,32.187768,45,0.0115422689845967
ESN,HG02952,0.785975913793104,45.586603,58,0.0163469810618749
ESN,HG02953,0.764593,48.169359,63,0.0172731361302717
ESN,HG02968,0.717546611111111,51.663356,72,0.0185260547298271
ESN,HG02970,0.899302467741936,55.756753,62,0.0199939132416302
ESN,HG02971,0.821205016393443,50.093506,61,0.0179631194257865
ESN,HG02973,0.879126708333333,42.198082,48,0.0151318852887864
ESN,HG02974,0.787717590909091,51.989361,66,0.0186429574426938
ESN,HG02976,0.788996188679245,41.816798,53,0.0149951599809762
ESN,HG02977,0.950592844827586,55.134385,58,0.0197707371934057
ESN,HG02979,1.15298139622642,61.108014,53,0.0219128314427549
ESN,HG02981,0.815991439393939,53.855435,66,0.0193121162378349
ESN,HG03099,0.962933754098361,58.738959,61,0.0210633077960919
ESN,HG03100,0.771888662650602,64.066759,83,0.0229738130754929
ESN,HG03103,0.98375465625,62.960298,64,0.0225770452572656
ESN,HG03105,0.931390890625,59.609017,64,0.0213753034420218
ESN,HG03108,0.771736944444444,41.673795,54,0.0149438802808241
ESN,HG03109,0.747984310344828,43.38309,58,0.0155568194154676
ESN,HG03111,0.856949535211268,60.843417,71,0.0218179491338444
ESN,HG03112,0.799389890909091,43.966444,55,0.0157660053640317
ESN,HG03114,1.01376705479452,74.004995,73,0.026537582801446
ESN,HG03115,0.81764968115942,56.417828,69,0.0202309693018389
ESN,HG03117,0.755868076923077,39.30514,52,0.0140945000708726
ESN,HG03118,0.78131688,39.065844,50,0.014008690492559
ESN,HG03120,0.734898516129032,45.563708,62,0.0163387711030979
ESN,HG03121,0.844877945205479,61.67609,73,0.0221165388261216
ESN,HG03123,0.842311754716981,44.642523,53,0.0160084417352904
ESN,HG03124,0.705837642857143,49.408635,70,0.0177175303156081
ESN,HG03126,0.765292301886792,40.560492,53,0.0145446589776459
ESN,HG03127,0.869877580645161,53.93241,62,0.0193397188400126
ESN,HG03129,1.13275606849315,82.691193,73,0.029652381993781
ESN,HG03130,1.4986399047619,94.414314,63,0.0338561968069415
ESN,HG03132,0.806585338028169,57.267559,71,0.0205356758526799
