Population,IID,Average_ROH_length_Mb,Total_ROH_length_Mb,ROH_count,FROH
ACB,HG02314,0.802113977777778,36.095129,45,0.0129434165162281
ACB,HG02315,0.744868222222222,33.51907,45,0.0120196629369743
ACB,HG02317,0.88781008,44.390504,50,0.0159180697937743
ACB,HG02318,0.68799972,34.399986,50,0.0123355521724389
ACB,HG02322,0.726329509433962,38.495464,53,0.0138041569137338
ACB,HG02323,0.77864106,38.932053,50,0.0139607141398737
ACB,HG02325,0.703920660377358,37.307795,53,0.013378268574329
ACB,HG02330,0.779506175438597,44.431852,57,0.0159328968466466
ACB,HG02332,0.74078215,29.631286,40,0.0106255355565976
ACB,HG02334,0.76293997826087,35.095239,46,0.0125848641824655
ACB,HG02337,0.78410048,39.205024,50,0.0140585992963404
ACB,HG02339,2.06763512244898,101.314121,49,0.0363304108728501
ACB,HG02343,0.749451034482759,21.73408,29,0.00779366240904755
ACB,HG02419,0.921398,39.620114,43,0.0142074471578267
ACB,HG02420,0.666497205882353,22.660905,34,0.00812601423448785
ACB,HG02427,0.767396590163934,46.811192,61,0.0167861086097552
ACB,HG02429,0.899289574074074,48.561637,54,0.0174138037960987
ACB,HG02433,0.811216,32.44864,40,0.011635815539131
ACB,HG02439,0.74250406,37.125203,50,0.0133127925842437
ACB,HG02442,0.781143147540984,47.649732,61,0.017086802159999
ACB,HG02445,0.833165406779661,49.156759,59,0.0176272096527164
ACB,HG02449,0.823819129032258,51.076786,62,0.0183157155501022
ACB,HG02450,0.717711363636364,23.684475,33,0.00849305802157379
ACB,HG02455,0.832576725490196,42.461413,51,0.0152263136205049
ACB,HG02470,0.774817617021277,36.416428,47,0.0130586316961834
ACB,HG02471,0.694082980769231,36.092315,52,0.0129424074389624
ACB,HG02476,0.750115242424243,24.753803,33,0.00887651025127672
ACB,HG02477,0.792720355555556,35.672416,45,0.0127918351096116
ACB,HG02479,0.862549860465116,37.089644,43,0.0133000414191793
ACB,HG02481,0.817128826923077,42.490699,52,0.0152368153393405
ACB,HG02484,0.697780307692308,36.284576,52,0.0130113506529574
ACB,HG02485,0.736814808510638,34.630296,47,0.0124181394450278
ACB,HG02489,0.722325568181818,31.782325,44,0.0113968804580011
ACB,HG02496,0.673076083333333,24.230739,36,0.00868894380106001
ACB,HG02497,0.75750141509434,40.147575,53,0.0143965903360951
ACB,HG02501,0.747289714285714,20.924112,28,0.00750321454310929
ACB,HG02502,0.806057723404255,37.884713,47,0.0135851466262043
ACB,HG02505,0.726010394736842,27.588395,38,0.00989297163889409
ACB,HG02508,0.760230574074074,41.052451,54,0.0147210714305812
ACB,HG02511,0.801439590909091,35.263342,44,0.0126451445362669
ACB,HG02536,0.675252318181818,29.711102,44,0.010654156918019
ACB,HG02537,0.794137536585366,32.559639,41,0.0116756188679925
ACB,HG02541,0.781430325581395,33.601504,43,0.0120492230916727
ACB,HG02545,0.81008526,40.504263,50,0.0145244957205125
ACB,HG02546,0.792713613636364,34.879399,44,0.0125074657329167
ACB,HG02549,0.870365574468085,40.907182,47,0.0146689791614583
ACB,HG02554,0.803240527777778,28.916659,36,0.0103692761894475
ACB,HG02555,0.848780384615385,44.13658,52,0.0158270147349195
ACB,HG02557,0.796771823529412,40.635363,51,0.0145715071027208
ACB,HG02558,0.707474018518519,38.203597,54,0.0136994958070138
ACB,HG02577,0.770449383333333,46.226963,60,0.0165766088933846
