Population1,Population2,Lat.1,Long.1,Lat.2,Long.2,Distance_Km,Pairwise_outf3,Comparison
Ashaninka,Yuracaré,-10.025656,-74.264184,-17.414203,-66.166447,1200.84954548804,0.889979138348634,SA-SA
Ashaninka,Zapotec,-10.025656,-74.264184,16.5,-97.2,3885.7444713267,0.897256964324304,NA-SA
Awajún,Ayoreo,-6.056667,-77.166389,-16.353333,-68.131389,1511.35384163559,0.894482406073241,SA-SA
Awajún,Baniwa,-6.056667,-77.166389,1.709722,-69.845,1187.31500298204,0.892706389314139,SA-SA
Awajún,Bora,-6.056667,-77.166389,-3.775278,-73.289167,499.390872836729,0.894004127808395,SA-SA
Awajún,Cayubaba,-6.056667,-77.166389,-10.484722,-65.43,1383.31632848414,0.894248653220205,SA-SA
Awajún,Chamicuro,-6.056667,-77.166389,-11.253056,-74.637222,641.896459975269,0.890574365590171,SA-SA
Awajún,Chiquitano,-6.056667,-77.166389,-16.066667,-60.6,2123.03169425608,0.892421217575446,SA-SA
Awajún,Cocama-Cocamilla,-6.056667,-77.166389,-5.235833,-75.678611,188.448670956083,0.893129672042425,SA-SA
Awajún,Guajajara,-6.056667,-77.166389,-5.568889,-46.737778,3369.88957432672,0.892356176896489,SA-SA
Awajún,Guaná-Chané,-6.056667,-77.166389,-21.516667,-61.793056,2388.18677821664,0.893742314943454,SA-SA
Awajún,Guarani,-6.056667,-77.166389,-22.516667,-63.793056,2328.29500444274,0.89342079995738,SA-SA
Awajún,Guarani-Mbya,-6.056667,-77.166389,-23.1,-55,3040.91970559889,0.891762113075166,SA-SA
Awajún,Guarayo,-6.056667,-77.166389,-15.890556,-63.1875,1877.58874838436,0.894158844680444,SA-SA
Awajún,Karitiana,-6.056667,-77.166389,-10,-63,1621.67643445885,0.894383662853245,SA-SA
Awajún,Kichwa,-6.056667,-77.166389,-0.466389,-76.986944,622.626129862194,0.892500429545372,SA-SA
Awajún,Manoki-Irantxe,-6.056667,-77.166389,-11.474444,-58.52,2137.28690609004,0.892502893075628,SA-SA
Awajún,Matsiguenga,-6.056667,-77.166389,-11.253056,-74.637222,641.896459975269,0.891521038024728,SA-SA
Awajún,Maya,-6.056667,-77.166389,19,-91,3175.28049162686,0.901801255528581,NA-SA
Awajún,Mekranoti,-6.056667,-77.166389,-8.44843,-53.3606,2641.78987776414,0.895113718500991,SA-SA
Awajún,Mixe,-6.056667,-77.166389,16.95,-96.58,3335.10265186442,0.897962213257347,NA-SA
Awajún,Mixtec,-6.056667,-77.166389,17,-97,3369.02325093628,0.904648398188149,NA-SA
Awajún,Movima,-6.056667,-77.166389,-13.754722,-62.5775,1813.60024779541,0.895718601090344,SA-SA
Awajún,Munduruku,-6.056667,-77.166389,-7.635278,-48.423889,3181.0548757487,0.893943161240903,SA-SA
Awajún,Nahua-Xochitlán,-6.056667,-77.166389,19.968611,-97.628889,3662.33562156272,0.895929798554145,NA-SA
Awajún,Palikur-Arukwayene,-6.056667,-77.166389,3.383056,-51.298611,3061.50597087802,0.891553456879174,SA-SA
Awajún,Piapoco,-6.056667,-77.166389,3,-68,1433.43312905101,0.892492393593963,SA-SA
Awajún,Pima,-6.056667,-77.166389,29,-108,5111.85296344063,0.899119713391259,NA-SA
Awajún,Piratapuya,-6.056667,-77.166389,0.866667,-68.433333,1239.34615378774,0.894443740284219,SA-SA
Awajún,Qom,-6.056667,-77.166389,-21.535278,-64.729444,2182.50269369642,0.893764886536768,SA-SA
Awajún,Quechua,-6.056667,-77.166389,-13.5,-72,1003.634219212,0.898678164225312,SA-SA
Awajún,Shipibo-Conibo,-6.056667,-77.166389,-11.554444,-73.148333,754.832064456155,0.890780677458795,SA-SA
Awajún,Sirionó,-6.056667,-77.166389,-14,-65.5,1553.8090785861,0.895046942494204,SA-SA
Awajún,Surui,-6.056667,-77.166389,-11,-62,1757.36405275953,0.894803202352966,SA-SA
Awajún,Tehuelche,-6.056667,-77.166389,-43.248889,-65.304722,4300.76524561131,0.894258166669799,SA-SA
Awajún,Tehuelche-Mapuche,-6.056667,-77.166389,-43.248889,-67.304722,4251.86139728689,0.892555802975642,SA-SA
Awajún,Tiryó,-6.056667,-77.166389,1.6104,-55.48645,2556.43086466475,0.894123755996849,SA-SA
Awajún,Tsimané,-6.056667,-77.166389,-14.766111,-67.083889,1468.29630985071,0.892604867841616,SA-SA
Awajún,Tukano,-6.056667,-77.166389,-0.118056,-67.085,1300.64974592349,0.894797434762351,SA-SA
Awajún,Tupiniquim,-6.056667,-77.166389,-19.882494,-40.177846,4283.47959671196,0.894576082085825,SA-SA
Awajún,Wai-Wai,-6.056667,-77.166389,-1.072778,-57.056667,2301.38877108446,0.892781945451323,SA-SA
Awajún,Wichi,-6.056667,-77.166389,-24.256519,-61.242163,2645.89666558276,0.894966603877863,SA-SA
Awajún,Xipaya,-6.056667,-77.166389,-5.44348,-54.68033,2491.30193464184,0.893495290909287,SA-SA
Awajún,Yahua,-6.056667,-77.166389,-3.690556,-70.265556,809.41573114655,0.889551640384782,SA-SA
Awajún,Yaminahua,-6.056667,-77.166389,-13.266667,-69.45,1166.27611254064,0.893702525592981,SA-SA
Awajún,Yaqui,-6.056667,-77.166389,27.566667,-110.233333,5162.5911799085,0.895862758158286,NA-SA
Awajún,Yine,-6.056667,-77.166389,-13.154167,-72.525278,939.877213449822,0.892840421446821,SA-SA
Awajún,Yuracaré,-6.056667,-77.166389,-17.414203,-66.166447,1740.79727578021,0.891894069821291,SA-SA
Awajún,Zapotec,-6.056667,-77.166389,16.5,-97.2,3342.35683746506,0.89837959607851,NA-SA
Ayoreo,Baniwa,-16.353333,-68.131389,1.709722,-69.845,2019.57476167732,0.892591130693396,SA-SA
Ayoreo,Bora,-16.353333,-68.131389,-3.775278,-73.289167,1509.53372472401,0.893320112494659,SA-SA
Ayoreo,Cayubaba,-16.353333,-68.131389,-10.484722,-65.43,715.724060266685,0.893512107324093,SA-SA
Ayoreo,Chamicuro,-16.353333,-68.131389,-11.253056,-74.637222,903.649219300626,0.890240603799212,SA-SA
Ayoreo,Chiquitano,-16.353333,-68.131389,-16.066667,-60.6,805.646121393265,0.891421306761845,SA-SA
Ayoreo,Cocama-Cocamilla,-16.353333,-68.131389,-5.235833,-75.678611,1486.71789524527,0.89313666579298,SA-SA
Ayoreo,Guajajara,-16.353333,-68.131389,-5.568889,-46.737778,2624.40649131859,0.894454235549836,SA-SA
Ayoreo,Guaná-Chané,-16.353333,-68.131389,-21.516667,-61.793056,880.532450008387,0.891072194461368,SA-SA
Ayoreo,Guarani,-16.353333,-68.131389,-22.516667,-63.793056,823.32026133449,0.892161302124292,SA-SA
Ayoreo,Guarani-Mbya,-16.353333,-68.131389,-23.1,-55,1566.34156565898,0.890871791849994,SA-SA
Ayoreo,Guarayo,-16.353333,-68.131389,-15.890556,-63.1875,531.196966916169,0.893237250262322,SA-SA
Ayoreo,Karitiana,-16.353333,-68.131389,-10,-63,899.535026095598,0.894439074987982,SA-SA
Ayoreo,Kichwa,-16.353333,-68.131389,-0.466389,-76.986944,2017.95598566387,0.892168580859073,SA-SA
Ayoreo,Manoki-Irantxe,-16.353333,-68.131389,-11.474444,-58.52,1171.58999999712,0.895231541043352,SA-SA
Ayoreo,Matsiguenga,-16.353333,-68.131389,-11.253056,-74.637222,903.649219300626,0.891673326768119,SA-SA
Ayoreo,Maya,-16.353333,-68.131389,19,-91,4664.52297236166,0.902356099015634,NA-SA
Ayoreo,Mekranoti,-16.353333,-68.131389,-8.44843,-53.3606,1829.74074962752,0.892723827103474,SA-SA
Ayoreo,Mixe,-16.353333,-68.131389,16.95,-96.58,4846.43134818911,0.897333431145429,NA-SA
Ayoreo,Mixtec,-16.353333,-68.131389,17,-97,4880.37378492037,0.906245688944855,NA-SA
Ayoreo,Movima,-16.353333,-68.131389,-13.754722,-62.5775,663.356789445473,0.894264991204046,SA-SA
Ayoreo,Munduruku,-16.353333,-68.131389,-7.635278,-48.423889,2352.61155687507,0.889886054538406,SA-SA
Ayoreo,Nahua-Xochitlán,-16.353333,-68.131389,19.968611,-97.628889,5172.43505207027,0.894327118239479,NA-SA
Ayoreo,Palikur-Arukwayene,-16.353333,-68.131389,3.383056,-51.298611,2873.5589108113,0.892793738737105,SA-SA
Ayoreo,Piapoco,-16.353333,-68.131389,3,-68,2154.45166533992,0.893263205548793,SA-SA
Ayoreo,Pima,-16.353333,-68.131389,29,-108,6622.87390810102,0.899048776298778,NA-SA
Ayoreo,Piratapuya,-16.353333,-68.131389,0.866667,-68.433333,1917.20864429602,0.892997319637679,SA-SA
Ayoreo,Qom,-16.353333,-68.131389,-21.535278,-64.729444,678.922281013947,0.890162671915045,SA-SA
Ayoreo,Quechua,-16.353333,-68.131389,-13.5,-72,523.44808858816,0.896856446736224,SA-SA
Ayoreo,Shipibo-Conibo,-16.353333,-68.131389,-11.554444,-73.148333,760.876310918933,0.891645629641243,SA-SA
Ayoreo,Sirionó,-16.353333,-68.131389,-14,-65.5,385.407201595773,0.893450122389067,SA-SA
Ayoreo,Surui,-16.353333,-68.131389,-11,-62,891.377213973992,0.893900921555998,SA-SA
Ayoreo,Tehuelche,-16.353333,-68.131389,-43.248889,-65.304722,3005.96736946992,0.896450242427266,SA-SA
Ayoreo,Tehuelche-Mapuche,-16.353333,-68.131389,-43.248889,-67.304722,2995.02510683897,0.89212352104378,SA-SA
Ayoreo,Tiryó,-16.353333,-68.131389,1.6104,-55.48645,2435.30513150447,0.894571024020032,SA-SA
Ayoreo,Tsimané,-16.353333,-68.131389,-14.766111,-67.083889,209.372268715742,0.892613011800176,SA-SA
Ayoreo,Tukano,-16.353333,-68.131389,-0.118056,-67.085,1810.9496429881,0.89238858234593,SA-SA
Ayoreo,Tupiniquim,-16.353333,-68.131389,-19.882494,-40.177846,2979.97838075431,0.89266308740089,SA-SA
Ayoreo,Wai-Wai,-16.353333,-68.131389,-1.072778,-57.056667,2090.19845719618,0.891865793091874,SA-SA
Ayoreo,Wichi,-16.353333,-68.131389,-24.256519,-61.242163,1135.8239743853,0.888656624425045,SA-SA
Ayoreo,Xipaya,-16.353333,-68.131389,-5.44348,-54.68033,1905.0681470694,0.89399353206121,SA-SA
Ayoreo,Yahua,-16.353333,-68.131389,-3.690556,-70.265556,1428.81050515311,0.891323027769598,SA-SA
Ayoreo,Yaminahua,-16.353333,-68.131389,-13.266667,-69.45,371.74968455615,0.894413770398815,SA-SA
Ayoreo,Yaqui,-16.353333,-68.131389,27.566667,-110.233333,6673.18845470227,0.895651500731386,NA-SA
Ayoreo,Yine,-16.353333,-68.131389,-13.154167,-72.525278,592.012355561901,0.892746978668521,SA-SA
Ayoreo,Yuracaré,-16.353333,-68.131389,-17.414203,-66.166447,240.321431667279,0.891352508396327,SA-SA
Ayoreo,Zapotec,-16.353333,-68.131389,16.5,-97.2,4853.51238917717,0.899328272240531,NA-SA
Baniwa,Bora,1.709722,-69.845,-3.775278,-73.289167,720.870756107734,0.892194803429731,SA-SA
Baniwa,Cayubaba,1.709722,-69.845,-10.484722,-65.43,1442.90006255046,0.889834922318572,SA-SA
Baniwa,Chamicuro,1.709722,-69.845,-11.253056,-74.637222,1537.42082828927,0.889948939323824,SA-SA
Baniwa,Chiquitano,1.709722,-69.845,-16.066667,-60.6,2224.78583082814,0.891818355742417,SA-SA
Baniwa,Cocama-Cocamilla,1.709722,-69.845,-5.235833,-75.678611,1009.25556363659,0.889358788982548,SA-SA
Baniwa,Guajajara,1.709722,-69.845,-5.568889,-46.737778,2693.80824002828,0.888890866075988,SA-SA
Baniwa,Guaná-Chané,1.709722,-69.845,-21.516667,-61.793056,2730.0157989944,0.89052615683628,SA-SA
Baniwa,Guarani,1.709722,-69.845,-22.516667,-63.793056,2775.77502447952,0.892067442938053,SA-SA
Baniwa,Guarani-Mbya,1.709722,-69.845,-23.1,-55,3196.56342411994,0.889556641475638,SA-SA
Baniwa,Guarayo,1.709722,-69.845,-15.890556,-63.1875,2091.6696311259,0.890979598998381,SA-SA
Baniwa,Karitiana,1.709722,-69.845,-10,-63,1508.21094894215,0.893562371906836,SA-SA
Baniwa,Kichwa,1.709722,-69.845,-0.466389,-76.986944,831.033185724895,0.889835436597383,SA-SA
Baniwa,Manoki-Irantxe,1.709722,-69.845,-11.474444,-58.52,1929.94333040567,0.890304670811852,SA-SA
Baniwa,Matsiguenga,1.709722,-69.845,-11.253056,-74.637222,1537.42082828927,0.887524794050241,SA-SA
Baniwa,Maya,1.709722,-69.845,19,-91,3004.04874042168,0.900231076385215,NA-SA
Baniwa,Mekranoti,1.709722,-69.845,-8.44843,-53.3606,2150.68638991807,0.893505356298001,SA-SA
Baniwa,Mixe,1.709722,-69.845,16.95,-96.58,3382.79550409216,0.896199848181343,NA-SA
Baniwa,Mixtec,1.709722,-69.845,17,-97,3425.14329455995,0.90366387813177,NA-SA
Baniwa,Movima,1.709722,-69.845,-13.754722,-62.5775,1899.1482582277,0.893915794986998,SA-SA
Baniwa,Munduruku,1.709722,-69.845,-7.635278,-48.423889,2596.22050969801,0.892841993981221,SA-SA
Baniwa,Nahua-Xochitlán,1.709722,-69.845,19.968611,-97.628889,3642.13977045169,0.89370478063005,NA-SA
Baniwa,Palikur-Arukwayene,1.709722,-69.845,3.383056,-51.298611,2070.83898429632,0.890155488111909,SA-SA
Baniwa,Piapoco,1.709722,-69.845,3,-68,250.480000247809,0.888062262407693,SA-SA
Baniwa,Pima,1.709722,-69.845,29,-108,5056.09029321813,0.89784500027592,NA-SA
Baniwa,Piratapuya,1.709722,-69.845,0.866667,-68.433333,183.001327958323,0.88982924396999,SA-SA
Baniwa,Qom,1.709722,-69.845,-21.535278,-64.729444,2646.83303203687,0.889682726984419,SA-SA
Baniwa,Quechua,1.709722,-69.845,-13.5,-72,1709.770219267,0.89431551292493,SA-SA
Baniwa,Shipibo-Conibo,1.709722,-69.845,-11.554444,-73.148333,1521.13203285289,0.888829490184156,SA-SA
Baniwa,Sirionó,1.709722,-69.845,-14,-65.5,1813.30115783813,0.891930374881555,SA-SA
Baniwa,Surui,1.709722,-69.845,-11,-62,1660.19431472808,0.8914844388885,SA-SA
Baniwa,Tehuelche,1.709722,-69.845,-43.248889,-65.304722,5025.35945970027,0.891474615290014,SA-SA
Baniwa,Tehuelche-Mapuche,1.709722,-69.845,-43.248889,-67.304722,5011.22453248237,0.891747255597723,SA-SA
Baniwa,Tiryó,1.709722,-69.845,1.6104,-55.48645,1597.75015074463,0.89116684672995,SA-SA
Baniwa,Tsimané,1.709722,-69.845,-14.766111,-67.083889,1859.14969528881,0.89146002457259,SA-SA
Baniwa,Tukano,1.709722,-69.845,-0.118056,-67.085,368.470142357264,0.887934210855615,SA-SA
Baniwa,Tupiniquim,1.709722,-69.845,-19.882494,-40.177846,4033.54229216843,0.891407868269306,SA-SA
Baniwa,Wai-Wai,1.709722,-69.845,-1.072778,-57.056667,1456.74015056129,0.892090311575248,SA-SA
Baniwa,Wichi,1.709722,-69.845,-24.256519,-61.242163,3036.49317914252,0.892737321659312,SA-SA
Baniwa,Xipaya,1.709722,-69.845,-5.44348,-54.68033,1864.69368715117,0.891108246446876,SA-SA
Baniwa,Yahua,1.709722,-69.845,-3.690556,-70.265556,602.97449368837,0.886995719730633,SA-SA
Baniwa,Yaminahua,1.709722,-69.845,-13.266667,-69.45,1667.73451576225,0.892144890271731,SA-SA
Baniwa,Yaqui,1.709722,-69.845,27.566667,-110.233333,5173.25719995639,0.893344512825903,NA-SA
Baniwa,Yine,1.709722,-69.845,-13.154167,-72.525278,1680.91145571609,0.889348563558209,SA-SA
Baniwa,Yuracaré,1.709722,-69.845,-17.414203,-66.166447,2166.79603317657,0.889701215742087,SA-SA
Baniwa,Zapotec,1.709722,-69.845,16.5,-97.2,3419.46111666124,0.896616738508509,NA-SA
Bora,Cayubaba,-3.775278,-73.289167,-10.484722,-65.43,1144.79144742929,0.895419420733655,SA-SA
Bora,Chamicuro,-3.775278,-73.289167,-11.253056,-74.637222,845.593498520856,0.891032270556276,SA-SA
Bora,Chiquitano,-3.775278,-73.289167,-16.066667,-60.6,1949.32850373902,0.892910187421266,SA-SA
Bora,Cocama-Cocamilla,-3.775278,-73.289167,-5.235833,-75.678611,311.040132602692,0.893009513937891,SA-SA
Bora,Guajajara,-3.775278,-73.289167,-5.568889,-46.737778,2952.32337610719,0.893373834123666,SA-SA
Bora,Guaná-Chané,-3.775278,-73.289167,-21.516667,-61.793056,2333.46974060822,0.89451574439728,SA-SA
Bora,Guarani,-3.775278,-73.289167,-22.516667,-63.793056,2324.02208361136,0.893770676365137,SA-SA
Bora,Guarani-Mbya,-3.775278,-73.289167,-23.1,-55,2916.0538358714,0.891837122544013,SA-SA
Bora,Guarayo,-3.775278,-73.289167,-15.890556,-63.1875,1743.97915329624,0.894430545874334,SA-SA
Bora,Karitiana,-3.775278,-73.289167,-10,-63,1331.09600865751,0.894732030423347,SA-SA
Bora,Kichwa,-3.775278,-73.289167,-0.466389,-76.986944,552.123994583264,0.889709710544397,SA-SA
Bora,Manoki-Irantxe,-3.775278,-73.289167,-11.474444,-58.52,1839.98627010486,0.895261319586309,SA-SA
Bora,Matsiguenga,-3.775278,-73.289167,-11.253056,-74.637222,845.593498520856,0.891607512226165,SA-SA
Bora,Maya,-3.775278,-73.289167,19,-91,3192.64350902553,0.902831259580275,NA-SA
Bora,Mekranoti,-3.775278,-73.289167,-8.44843,-53.3606,2265.59930816344,0.892861757328278,SA-SA
Bora,Mixe,-3.775278,-73.289167,16.95,-96.58,3446.69785713386,0.897614529375302,NA-SA
Bora,Mixtec,-3.775278,-73.289167,17,-97,3484.66588148198,0.906278274703597,NA-SA
Bora,Movima,-3.775278,-73.289167,-13.754722,-62.5775,1618.36212988694,0.89498735561291,SA-SA
Bora,Munduruku,-3.775278,-73.289167,-7.635278,-48.423889,2786.84818348535,0.892307433182541,SA-SA
Bora,Nahua-Xochitlán,-3.775278,-73.289167,19.968611,-97.628889,3750.97291227899,0.896177492307304,NA-SA
Bora,Palikur-Arukwayene,-3.775278,-73.289167,3.383056,-51.298611,2572.8769124646,0.893266170885,SA-SA
Bora,Piapoco,-3.775278,-73.289167,3,-68,956.608122390095,0.893042994138628,SA-SA
Bora,Pima,-3.775278,-73.289167,29,-108,5201.51873822761,0.899634428829839,NA-SA
Bora,Piratapuya,-3.775278,-73.289167,0.866667,-68.433333,747.57203216505,0.893038622540177,SA-SA
Bora,Qom,-3.775278,-73.289167,-21.535278,-64.729444,2182.88017658211,0.891908398044033,SA-SA
Bora,Quechua,-3.775278,-73.289167,-13.5,-72,1091.7855040565,0.899541161920813,SA-SA
Bora,Shipibo-Conibo,-3.775278,-73.289167,-11.554444,-73.148333,866.11194961692,0.892033845315569,SA-SA
Bora,Sirionó,-3.775278,-73.289167,-14,-65.5,1423.83167252732,0.894429429359172,SA-SA
Bora,Surui,-3.775278,-73.289167,-11,-62,1482.48750946119,0.895266064057955,SA-SA
Bora,Tehuelche,-3.775278,-73.289167,-43.248889,-65.304722,4464.40374976029,0.897181529420238,SA-SA
Bora,Tehuelche-Mapuche,-3.775278,-73.289167,-43.248889,-67.304722,4433.77268927599,0.894699325753985,SA-SA
Bora,Tiryó,-3.775278,-73.289167,1.6104,-55.48645,2069.44789039928,0.894919347680562,SA-SA
Bora,Tsimané,-3.775278,-73.289167,-14.766111,-67.083889,1400.05791052866,0.893039617381606,SA-SA
Bora,Tukano,-3.775278,-73.289167,-0.118056,-67.085,801.263737263754,0.892083267973,SA-SA
Bora,Tupiniquim,-3.775278,-73.289167,-19.882494,-40.177846,4014.55941394314,0.894800129560518,SA-SA
Bora,Wai-Wai,-3.775278,-73.289167,-1.072778,-57.056667,1830.09360580285,0.892710993946464,SA-SA
Bora,Wichi,-3.775278,-73.289167,-24.256519,-61.242163,2620.94105467355,0.896805166516512,SA-SA
Bora,Xipaya,-3.775278,-73.289167,-5.44348,-54.68033,2073.02715476598,0.893942640087379,SA-SA
Bora,Yahua,-3.775278,-73.289167,-3.690556,-70.265556,336.004917804728,0.891687308235646,SA-SA
Bora,Yaminahua,-3.775278,-73.289167,-13.266667,-69.45,1137.78510136616,0.894654237873895,SA-SA
Bora,Yaqui,-3.775278,-73.289167,27.566667,-110.233333,5279.97510531636,0.896373973488929,NA-SA
Bora,Yine,-3.775278,-73.289167,-13.154167,-72.525278,1047.42756819433,0.894147230108154,SA-SA
Bora,Yuracaré,-3.775278,-73.289167,-17.414203,-66.166447,1705.69677890629,0.89406775820876,SA-SA
Bora,Zapotec,-3.775278,-73.289167,16.5,-97.2,3466.21288084326,0.900065025916875,NA-SA
Cayubaba,Chamicuro,-10.484722,-65.43,-11.253056,-74.637222,1010.13761649966,0.892671169129418,SA-SA
Cayubaba,Chiquitano,-10.484722,-65.43,-16.066667,-60.6,812.218224024745,0.893252415246326,SA-SA
Cayubaba,Cocama-Cocamilla,-10.484722,-65.43,-5.235833,-75.678611,1271.86610186007,0.894554750163407,SA-SA
Cayubaba,Guajajara,-10.484722,-65.43,-5.568889,-46.737778,2131.03088928125,0.89440666817638,SA-SA
Cayubaba,Guaná-Chané,-10.484722,-65.43,-21.516667,-61.793056,1288.03281067634,0.892990970817353,SA-SA
Cayubaba,Guarani,-10.484722,-65.43,-22.516667,-63.793056,1350.68510103537,0.894538944799995,SA-SA
Cayubaba,Guarani-Mbya,-10.484722,-65.43,-23.1,-55,1789.14116569065,0.892021072008256,SA-SA
Cayubaba,Guarayo,-10.484722,-65.43,-15.890556,-63.1875,648.964518500345,0.892640630880713,SA-SA
Cayubaba,Karitiana,-10.484722,-65.43,-10,-63,271.608021169342,0.894812681872885,SA-SA
Cayubaba,Kichwa,-10.484722,-65.43,-0.466389,-76.986944,1696.8932205942,0.893700969374183,SA-SA
Cayubaba,Manoki-Irantxe,-10.484722,-65.43,-11.474444,-58.52,763.105475866725,0.895107459802448,SA-SA
Cayubaba,Matsiguenga,-10.484722,-65.43,-11.253056,-74.637222,1010.13761649966,0.892042268603963,SA-SA
Cayubaba,Maya,-10.484722,-65.43,19,-91,4318.28187956072,0.902731163630664,NA-SA
Cayubaba,Mekranoti,-10.484722,-65.43,-8.44843,-53.3606,1344.36867158623,0.895621427305744,SA-SA
Cayubaba,Mixe,-10.484722,-65.43,16.95,-96.58,4591.16724163591,0.899019182324859,NA-SA
Cayubaba,Mixtec,-10.484722,-65.43,17,-97,4629.28674168114,0.90569234149299,NA-SA
Cayubaba,Movima,-10.484722,-65.43,-13.754722,-62.5775,478.395484952362,0.895048118615607,SA-SA
Cayubaba,Munduruku,-10.484722,-65.43,-7.635278,-48.423889,1895.83785909186,0.893331210974204,SA-SA
Cayubaba,Nahua-Xochitlán,-10.484722,-65.43,19.968611,-97.628889,4892.86117790812,0.895427173900767,NA-SA
Cayubaba,Palikur-Arukwayene,-10.484722,-65.43,3.383056,-51.298611,2199.10840036109,0.894883637526498,SA-SA
Cayubaba,Piapoco,-10.484722,-65.43,3,-68,1527.8927833269,0.893239291958474,SA-SA
Cayubaba,Pima,-10.484722,-65.43,29,-108,6341.41560803613,0.898330409342168,NA-SA
Cayubaba,Piratapuya,-10.484722,-65.43,0.866667,-68.433333,1306.66840364452,0.89463424777645,SA-SA
Cayubaba,Qom,-10.484722,-65.43,-21.535278,-64.729444,1232.41525534046,0.892989001200252,SA-SA
Cayubaba,Quechua,-10.484722,-65.43,-13.5,-72,790.136761837924,0.897572683144004,SA-SA
Cayubaba,Shipibo-Conibo,-10.484722,-65.43,-11.554444,-73.148333,851.687777853655,0.892494640554577,SA-SA
Cayubaba,Sirionó,-10.484722,-65.43,-14,-65.5,391.393019855543,0.894110680708785,SA-SA
Cayubaba,Surui,-10.484722,-65.43,-11,-62,379.491201319788,0.893698102536023,SA-SA
Cayubaba,Tehuelche,-10.484722,-65.43,-43.248889,-65.304722,3647.31056439424,0.895720289442155,SA-SA
Cayubaba,Tehuelche-Mapuche,-10.484722,-65.43,-43.248889,-67.304722,3651.8060261197,0.894160419367969,SA-SA
Cayubaba,Tiryó,-10.484722,-65.43,1.6104,-55.48645,1739.58143386148,0.894076156712554,SA-SA
Cayubaba,Tsimané,-10.484722,-65.43,-14.766111,-67.083889,509.322310757976,0.892595291908178,SA-SA
Cayubaba,Tukano,-10.484722,-65.43,-0.118056,-67.085,1168.46126054967,0.894477569317865,SA-SA
Cayubaba,Tupiniquim,-10.484722,-65.43,-19.882494,-40.177846,2902.73139238839,0.894568103286969,SA-SA
Cayubaba,Wai-Wai,-10.484722,-65.43,-1.072778,-57.056667,1398.48626104098,0.893909737969924,SA-SA
Cayubaba,Wichi,-10.484722,-65.43,-24.256519,-61.242163,1595.93812377877,0.896310600323275,SA-SA
Cayubaba,Xipaya,-10.484722,-65.43,-5.44348,-54.68033,1310.86606819676,0.895229837439914,SA-SA
Cayubaba,Yahua,-10.484722,-65.43,-3.690556,-70.265556,925.752945038955,0.891821436427501,SA-SA
Cayubaba,Yaminahua,-10.484722,-65.43,-13.266667,-69.45,536.31884120835,0.89528279204683,SA-SA
Cayubaba,Yaqui,-10.484722,-65.43,27.566667,-110.233333,6423.80520873289,0.895516788133118,NA-SA
Cayubaba,Yine,-10.484722,-65.43,-13.154167,-72.525278,828.147606498386,0.892719993885633,SA-SA
Cayubaba,Yuracaré,-10.484722,-65.43,-17.414203,-66.166447,775.472736789576,0.892781086245899,SA-SA
Cayubaba,Zapotec,-10.484722,-65.43,16.5,-97.2,4611.00171841376,0.898836120685667,NA-SA
Chamicuro,Chiquitano,-11.253056,-74.637222,-16.066667,-60.6,1609.496837036,0.888949383700376,SA-SA
Chamicuro,Cocama-Cocamilla,-11.253056,-74.637222,-5.235833,-75.678611,679.579052390058,0.889278976020045,SA-SA
Chamicuro,Guajajara,-11.253056,-74.637222,-5.568889,-46.737778,3134.85724291907,0.889653442989294,SA-SA
Chamicuro,Guaná-Chané,-11.253056,-74.637222,-21.516667,-61.793056,1783.27989789177,0.89224678232289,SA-SA
Chamicuro,Guarani,-11.253056,-74.637222,-22.516667,-63.793056,1703.12883654329,0.891546393346199,SA-SA
Chamicuro,Guarani-Mbya,-11.253056,-74.637222,-23.1,-55,2465.20884908375,0.888611079412504,SA-SA
Chamicuro,Guarayo,-11.253056,-74.637222,-15.890556,-63.1875,1341.76305496397,0.890681737836307,SA-SA
Chamicuro,Karitiana,-11.253056,-74.637222,-10,-63,1280.74870443452,0.892273241164897,SA-SA
Chamicuro,Kichwa,-11.253056,-74.637222,-0.466389,-76.986944,1228.55149577843,0.890591441999117,SA-SA
Chamicuro,Manoki-Irantxe,-11.253056,-74.637222,-11.474444,-58.52,1758.93283245439,0.890721122943727,SA-SA
Chamicuro,Matsiguenga,-11.253056,-74.637222,-11.253056,-74.637222,0,0.887617431378771,SA-SA
Chamicuro,Maya,-11.253056,-74.637222,19,-91,3816.5555631436,0.900019275265908,NA-SA
Chamicuro,Mekranoti,-11.253056,-74.637222,-8.44843,-53.3606,2353.72914620662,0.890595208474476,SA-SA
Chamicuro,Mixe,-11.253056,-74.637222,16.95,-96.58,3960.62686854708,0.894664595850593,NA-SA
Chamicuro,Mixtec,-11.253056,-74.637222,17,-97,3993.25667347564,0.904772481327708,NA-SA
Chamicuro,Movima,-11.253056,-74.637222,-13.754722,-62.5775,1339.67130606228,0.892916268245872,SA-SA
Chamicuro,Munduruku,-11.253056,-74.637222,-7.635278,-48.423889,2905.34128682975,0.890739437814769,SA-SA
Chamicuro,Nahua-Xochitlán,-11.253056,-74.637222,19.968611,-97.628889,4292.62915527258,0.894449483294541,NA-SA
Chamicuro,Palikur-Arukwayene,-11.253056,-74.637222,3.383056,-51.298611,3055.31694755876,0.887901342293032,SA-SA
Chamicuro,Piapoco,-11.253056,-74.637222,3,-68,1748.6166926055,0.891347393576108,SA-SA
