lon,lat,persistence_years,intensity_esi
-44.3464,-8.0262,1.89,-2.895
-43.9113,-8.0262,1.8,-2.884
-43.4761,-8.0262,3.92,-2.746
-43.041,-8.0262,4.19,-2.545
-42.6058,-8.0262,3.6,-2.335
-42.1707,-8.0262,5.11,-2.021
-41.7355,-8.0262,5.28,-2.028
-41.3004,-8.0262,5.42,-2.271
-40.8653,-8.0262,5.87,-2.266
-40.4301,-8.0262,5.29,-2.014
-39.995,-8.0262,5.72,-1.822
-72.1956,-8.459,0.62,-0.052
-71.7605,-8.459,0.26,0.072
-71.3253,-8.459,0.66,-0.064
-70.8902,-8.459,1.11,-0.503
-70.455,-8.459,1.86,-0.822
-70.0199,-8.459,2.18,-0.749
-69.5848,-8.459,2.46,-0.831
-69.1496,-8.459,3.07,-0.894
-68.7145,-8.459,2.84,-1.027
-68.2793,-8.459,1.65,-0.977
-67.8442,-8.459,1.02,-0.785
-67.409,-8.459,1.05,-0.525
-66.9739,-8.459,1.11,-0.928
-66.5388,-8.459,1.07,-0.742
-66.1036,-8.459,1.06,-0.868
-65.6685,-8.459,2.09,-1.556
-65.2333,-8.459,2.48,-1.473
-64.7982,-8.459,3.07,-1.856
-64.363,-8.459,2.69,-2.24
-63.9279,-8.459,2.36,-2.485
-63.4927,-8.459,2.04,-2.692
-63.0576,-8.459,1.46,-2.707
-62.6225,-8.459,1.18,-2.283
-62.1873,-8.459,1.63,-2.421
-61.7522,-8.459,2.19,-2.65
-61.317,-8.459,1.48,-2.453
-60.8819,-8.459,1.02,-2.683
-60.4467,-8.459,1.0,-2.121
-60.0116,-8.459,1.04,-1.6
-59.5764,-8.459,1.24,-1.378
-59.1413,-8.459,1.88,-1.582
-58.7062,-8.459,1.36,-1.425
-58.271,-8.459,1.52,-1.379
-57.8359,-8.459,1.58,-1.576
-57.4007,-8.459,1.32,-1.492
-56.9656,-8.459,1.17,-1.595
-56.5304,-8.459,1.9,-2.077
-56.0953,-8.459,2.02,-2.455
-55.6602,-8.459,2.25,-2.323
-55.225,-8.459,5.96,-2.062
-54.7899,-8.459,6.16,-1.797
-54.3547,-8.459,6.51,-1.759
-53.9196,-8.459,6.99,-1.736
-53.4844,-8.459,7.0,-1.723
-53.0493,-8.459,7.0,-1.702
-52.6141,-8.459,6.99,-1.525
-52.179,-8.459,6.47,-1.438
-51.7439,-8.459,5.04,-1.529
-51.3087,-8.459,4.92,-1.82
-50.8736,-8.459,4.38,-1.91
-50.4384,-8.459,3.61,-2.318
-50.0033,-8.459,2.28,-2.402
-49.5681,-8.459,2.86,-2.771
-49.133,-8.459,3.56,-2.811
-48.6979,-8.459,2.73,-2.744
-48.2627,-8.459,2.53,-2.891
-47.8276,-8.459,2.2,-3.105
-47.3924,-8.459,1.96,-3.095
-46.9573,-8.459,1.94,-3.317
-46.5221,-8.459,1.73,-2.958
-46.087,-8.459,2.18,-3.349
-45.6518,-8.459,1.75,-3.028
-45.2167,-8.459,2.52,-3.058
-44.7816,-8.459,2.69,-3.171
-44.3464,-8.459,2.24,-3.054
-43.9113,-8.459,3.71,-3.077
-43.4761,-8.459,3.92,-2.675
-43.041,-8.459,3.79,-2.523
-42.6058,-8.459,4.76,-2.302
-42.1707,-8.459,5.01,-2.053
-41.7355,-8.459,4.91,-2.051
-41.3004,-8.459,5.46,-2.278
-40.8653,-8.459,6.01,-2.29
-40.4301,-8.459,6.05,-2.002
-39.995,-8.459,6.22,-1.889
-72.1956,-8.8919,1.15,-0.32
-71.7605,-8.8919,0.95,-0.222
-71.3253,-8.8919,0.95,-0.204
-70.8902,-8.8919,1.06,-0.361
-70.455,-8.8919,1.11,-0.576
-70.0199,-8.8919,2.34,-0.604
-69.5848,-8.8919,2.72,-0.727
-69.1496,-8.8919,3.46,-0.847
-68.7145,-8.8919,2.94,-1.192
-68.2793,-8.8919,2.97,-0.85
-67.8442,-8.8919,1.2,-0.78
-67.409,-8.8919,1.28,-0.972
-66.9739,-8.8919,2.05,-1.367
-66.5388,-8.8919,1.21,-0.917
-66.1036,-8.8919,1.3,-1.031
-65.6685,-8.8919,1.65,-1.264
-65.2333,-8.8919,1.92,-1.265
-64.7982,-8.8919,1.98,-1.898
-64.363,-8.8919,2.29,-2.27
-63.9279,-8.8919,2.73,-2.515
-63.4927,-8.8919,2.87,-2.734
-63.0576,-8.8919,1.43,-2.567
-62.6225,-8.8919,1.28,-2.138
-62.1873,-8.8919,1.57,-2.236
-61.7522,-8.8919,2.39,-2.589
-61.317,-8.8919,1.61,-2.577
-60.8819,-8.8919,1.23,-2.577
-60.4467,-8.8919,1.19,-1.903
-60.0116,-8.8919,1.0,-1.531
-59.5764,-8.8919,1.1,-1.467
-59.1413,-8.8919,1.67,-1.609
-58.7062,-8.8919,1.88,-1.392
-58.271,-8.8919,1.7,-1.136
-57.8359,-8.8919,1.7,-1.199
-57.4007,-8.8919,1.52,-1.818
-56.9656,-8.8919,1.23,-2.343
-56.5304,-8.8919,1.59,-2.228
-56.0953,-8.8919,2.41,-2.443
-55.6602,-8.8919,3.05,-2.496
-55.225,-8.8919,4.47,-2.125
-54.7899,-8.8919,4.08,-1.976
-54.3547,-8.8919,6.09,-1.751
-53.9196,-8.8919,6.93,-1.711
-53.4844,-8.8919,6.7,-1.697
-53.0493,-8.8919,6.69,-1.673
-52.6141,-8.8919,6.73,-1.636
-52.179,-8.8919,5.82,-1.65
-51.7439,-8.8919,4.35,-1.667
-51.3087,-8.8919,5.56,-1.834
-50.8736,-8.8919,5.17,-2.03
-50.4384,-8.8919,3.81,-2.449
-50.0033,-8.8919,3.81,-2.499
-49.5681,-8.8919,3.53,-2.808
-49.133,-8.8919,3.31,-2.848
-48.6979,-8.8919,2.82,-2.752
-48.2627,-8.8919,2.62,-2.691
-47.8276,-8.8919,3.01,-2.864
-47.3924,-8.8919,2.35,-3.102
-46.9573,-8.8919,2.05,-3.288
-46.5221,-8.8919,2.07,-3.117
-46.087,-8.8919,3.39,-3.244
-45.6518,-8.8919,2.79,-3.36
-45.2167,-8.8919,4.1,-3.174
-44.7816,-8.8919,2.72,-3.205
-44.3464,-8.8919,2.99,-3.071
-43.9113,-8.8919,4.53,-3.05
-43.4761,-8.8919,4.63,-2.687
-43.041,-8.8919,5.17,-2.568
-42.6058,-8.8919,5.64,-2.371
-42.1707,-8.8919,5.17,-2.266
-41.7355,-8.8919,4.86,-2.228
-41.3004,-8.8919,5.66,-2.317
-40.8653,-8.8919,6.8,-2.114
-40.4301,-8.8919,6.68,-2.049
-39.995,-8.8919,6.92,-1.977
-72.1956,-9.3248,1.3,-0.448
-71.7605,-9.3248,1.14,-0.602
-71.3253,-9.3248,1.04,-0.515
-70.8902,-9.3248,1.0,-0.3
-70.455,-9.3248,1.06,-0.441
-70.0199,-9.3248,1.1,-0.454
-69.5848,-9.3248,1.17,-0.477
-69.1496,-9.3248,1.96,-0.637
-68.7145,-9.3248,2.78,-1.018
-68.2793,-9.3248,3.04,-0.785
-67.8442,-9.3248,1.79,-0.793
-67.409,-9.3248,1.54,-0.95
-66.9739,-9.3248,1.32,-0.803
-66.5388,-9.3248,1.09,-0.788
-66.1036,-9.3248,1.28,-0.824
-65.6685,-9.3248,2.01,-1.005
-65.2333,-9.3248,1.85,-0.926
-64.7982,-9.3248,2.28,-1.344
-64.363,-9.3248,2.22,-1.781
-63.9279,-9.3248,1.4,-1.764
-63.4927,-9.3248,2.53,-2.344
-63.0576,-9.3248,2.55,-2.435
-62.6225,-9.3248,2.62,-2.391
-62.1873,-9.3248,2.69,-2.249
-61.7522,-9.3248,2.54,-2.411
-61.317,-9.3248,1.5,-2.45
-60.8819,-9.3248,1.64,-2.312
-60.4467,-9.3248,1.63,-1.889
-60.0116,-9.3248,1.42,-1.141
-59.5764,-9.3248,2.29,-1.582
-59.1413,-9.3248,3.24,-1.76
-58.7062,-9.3248,2.45,-1.683
-58.271,-9.3248,1.94,-1.474
-57.8359,-9.3248,2.08,-1.626
-57.4007,-9.3248,1.96,-1.935
-56.9656,-9.3248,2.38,-2.259
-56.5304,-9.3248,2.18,-2.15
-56.0953,-9.3248,1.83,-2.318
-55.6602,-9.3248,2.15,-2.381
-55.225,-9.3248,3.6,-2.38
-54.7899,-9.3248,3.23,-2.24
-54.3547,-9.3248,5.05,-1.97
-53.9196,-9.3248,5.44,-1.859
-53.4844,-9.3248,5.93,-1.881
-53.0493,-9.3248,4.87,-1.788
-52.6141,-9.3248,4.13,-1.719
-52.179,-9.3248,4.0,-1.846
-51.7439,-9.3248,4.8,-2.066
-51.3087,-9.3248,4.88,-1.944
-50.8736,-9.3248,3.67,-2.342
-50.4384,-9.3248,4.2,-2.642
-50.0033,-9.3248,2.97,-2.498
-49.5681,-9.3248,4.14,-2.647
-49.133,-9.3248,3.2,-2.63
-48.6979,-9.3248,2.85,-2.758
-48.2627,-9.3248,2.53,-2.937
-47.8276,-9.3248,3.07,-2.835
-47.3924,-9.3248,2.34,-3.245
-46.9573,-9.3248,2.08,-3.4
-46.5221,-9.3248,2.06,-2.969
-46.087,-9.3248,3.17,-3.105
-45.6518,-9.3248,3.44,-3.077
-45.2167,-9.3248,3.38,-2.962
-44.7816,-9.3248,3.71,-3.08
-44.3464,-9.3248,3.81,-3.17
-43.9113,-9.3248,4.18,-3.159
-43.4761,-9.3248,3.34,-2.76
-43.041,-9.3248,4.4,-2.48
-42.6058,-9.3248,4.72,-2.464
-42.1707,-9.3248,4.18,-2.269
-41.7355,-9.3248,4.13,-2.209
-41.3004,-9.3248,5.09,-2.194
-40.8653,-9.3248,5.52,-2.031
-40.4301,-9.3248,6.44,-2.027
-39.995,-9.3248,6.42,-2.129
-72.1956,-9.7577,1.16,-0.465
-71.7605,-9.7577,1.08,-0.803
-71.3253,-9.7577,1.34,-0.714
-70.8902,-9.7577,1.0,-0.339
-70.455,-9.7577,1.01,-0.473
-70.0199,-9.7577,1.02,-0.464
-69.5848,-9.7577,1.35,-0.594
-69.1496,-9.7577,1.85,-0.609
-68.7145,-9.7577,2.28,-0.776
-68.2793,-9.7577,2.63,-1.084
-67.8442,-9.7577,2.18,-1.128
-67.409,-9.7577,2.19,-1.531
-66.9739,-9.7577,2.32,-1.17
-66.5388,-9.7577,1.74,-0.904
-66.1036,-9.7577,1.82,-1.073
-65.6685,-9.7577,1.99,-1.106
-65.2333,-9.7577,2.26,-1.428
-64.7982,-9.7577,2.71,-1.657
-64.363,-9.7577,1.91,-1.606
-63.9279,-9.7577,2.55,-2.096
-63.4927,-9.7577,3.46,-2.491
-63.0576,-9.7577,3.2,-2.694
-62.6225,-9.7577,3.14,-2.592
-62.1873,-9.7577,4.21,-2.527
-61.7522,-9.7577,2.4,-2.242
-61.317,-9.7577,1.55,-2.495
-60.8819,-9.7577,1.24,-2.439
-60.4467,-9.7577,1.43,-1.789
-60.0116,-9.7577,2.17,-1.275
-59.5764,-9.7577,2.92,-1.095
-59.1413,-9.7577,3.45,-1.606
-58.7062,-9.7577,3.5,-1.569
-58.271,-9.7577,2.55,-1.63
-57.8359,-9.7577,3.27,-1.822
-57.4007,-9.7577,2.56,-2.083
-56.9656,-9.7577,2.23,-2.237
-56.5304,-9.7577,2.46,-2.28
-56.0953,-9.7577,1.68,-2.271
-55.6602,-9.7577,2.09,-2.326
-55.225,-9.7577,3.08,-2.474
-54.7899,-9.7577,2.89,-2.445
-54.3547,-9.7577,3.45,-2.507
-53.9196,-9.7577,2.98,-2.04
-53.4844,-9.7577,3.22,-1.875
-53.0493,-9.7577,3.55,-1.51
-52.6141,-9.7577,3.49,-1.64
-52.179,-9.7577,3.29,-1.674
-51.7439,-9.7577,3.84,-1.785
-51.3087,-9.7577,4.54,-1.993
-50.8736,-9.7577,3.59,-2.287
-50.4384,-9.7577,2.55,-2.582
-50.0033,-9.7577,3.03,-2.839
-49.5681,-9.7577,3.76,-2.949
-49.133,-9.7577,3.7,-3.016
-48.6979,-9.7577,3.38,-3.1
-48.2627,-9.7577,2.71,-3.092
-47.8276,-9.7577,3.46,-3.088
-47.3924,-9.7577,2.76,-3.41
-46.9573,-9.7577,2.2,-3.349
-46.5221,-9.7577,2.18,-3.252
-46.087,-9.7577,3.02,-3.235
-45.6518,-9.7577,2.37,-3.178
-45.2167,-9.7577,3.26,-3.055
-44.7816,-9.7577,3.82,-3.108
-44.3464,-9.7577,2.24,-3.206
-43.9113,-9.7577,3.39,-2.847
-43.4761,-9.7577,5.18,-2.616
-43.041,-9.7577,4.16,-2.53
-42.6058,-9.7577,3.06,-2.471
-42.1707,-9.7577,5.6,-2.348
-41.7355,-9.7577,6.96,-1.977
-41.3004,-9.7577,6.87,-2.0
-40.8653,-9.7577,6.01,-2.126
-40.4301,-9.7577,5.65,-2.181
-39.995,-9.7577,4.77,-2.057
-72.1956,-10.1905,1.18,-0.522
-71.7605,-10.1905,1.85,-0.645
-71.3253,-10.1905,1.76,-0.713
-70.8902,-10.1905,1.77,-0.779
-70.455,-10.1905,1.55,-0.85
-70.0199,-10.1905,1.62,-0.737
-69.5848,-10.1905,1.86,-0.731
-69.1496,-10.1905,1.59,-0.752
-68.7145,-10.1905,1.85,-0.909
-68.2793,-10.1905,2.05,-0.717
-67.8442,-10.1905,2.11,-1.241
-67.409,-10.1905,1.83,-1.226
-66.9739,-10.1905,2.09,-0.953
-66.5388,-10.1905,1.14,-0.572
-66.1036,-10.1905,1.06,-0.707
-65.6685,-10.1905,1.29,-0.901
-65.2333,-10.1905,2.34,-1.643
-64.7982,-10.1905,2.71,-1.867
-64.363,-10.1905,1.85,-1.675
-63.9279,-10.1905,3.18,-2.418
-63.4927,-10.1905,2.78,-2.348
-63.0576,-10.1905,3.22,-2.745
-62.6225,-10.1905,2.92,-2.546
-62.1873,-10.1905,2.85,-2.131
-61.7522,-10.1905,1.46,-2.131
-61.317,-10.1905,1.78,-2.343
-60.8819,-10.1905,1.71,-2.232
-60.4467,-10.1905,1.31,-1.62
-60.0116,-10.1905,1.69,-1.296
-59.5764,-10.1905,3.39,-1.117
-59.1413,-10.1905,4.42,-1.313
-58.7062,-10.1905,3.23,-1.566
-58.271,-10.1905,4.29,-1.743
-57.8359,-10.1905,4.22,-1.876
-57.4007,-10.1905,2.39,-2.231
-56.9656,-10.1905,1.56,-2.513
-56.5304,-10.1905,2.33,-2.4
-56.0953,-10.1905,1.9,-2.327
-55.6602,-10.1905,1.99,-2.522
-55.225,-10.1905,2.45,-2.423
-54.7899,-10.1905,2.01,-2.441
-54.3547,-10.1905,2.61,-2.526
-53.9196,-10.1905,3.4,-2.476
-53.4844,-10.1905,1.99,-2.132
-53.0493,-10.1905,2.33,-1.549
-52.6141,-10.1905,2.72,-1.602
-52.179,-10.1905,2.37,-1.793
-51.7439,-10.1905,3.49,-1.939
-51.3087,-10.1905,3.14,-2.169
-50.8736,-10.1905,2.81,-2.447
-50.4384,-10.1905,2.3,-2.734
-50.0033,-10.1905,2.17,-2.759
-49.5681,-10.1905,2.78,-2.855
-49.133,-10.1905,3.4,-3.127
-48.6979,-10.1905,3.65,-3.196
-48.2627,-10.1905,3.71,-2.983
-47.8276,-10.1905,3.25,-3.053
-47.3924,-10.1905,4.3,-3.47
-46.9573,-10.1905,3.91,-3.342
-46.5221,-10.1905,3.74,-3.216
-46.087,-10.1905,4.14,-3.058
-45.6518,-10.1905,3.15,-3.151
-45.2167,-10.1905,4.04,-2.984
-44.7816,-10.1905,4.59,-3.075
-44.3464,-10.1905,3.45,-2.838
-43.9113,-10.1905,4.6,-2.711
-43.4761,-10.1905,4.97,-2.56
-43.041,-10.1905,4.18,-2.576
-42.6058,-10.1905,4.7,-2.676
-42.1707,-10.1905,6.65,-2.323
-41.7355,-10.1905,7.0,-2.215
-41.3004,-10.1905,6.98,-2.225
-40.8653,-10.1905,6.4,-2.241
-40.4301,-10.1905,5.62,-2.233
-39.995,-10.1905,4.87,-2.257
-72.1956,-10.6234,1.92,-0.695
-71.7605,-10.6234,2.71,-0.732
-71.3253,-10.6234,2.12,-0.905
-70.8902,-10.6234,3.31,-1.22
-70.455,-10.6234,4.2,-1.231
-70.0199,-10.6234,2.09,-1.3
-69.5848,-10.6234,1.98,-1.092
-69.1496,-10.6234,2.17,-1.024
-68.7145,-10.6234,1.93,-1.076
-68.2793,-10.6234,1.86,-0.963
-67.8442,-10.6234,1.9,-0.924
-67.409,-10.6234,1.5,-0.562
-66.9739,-10.6234,1.47,-0.432
-66.5388,-10.6234,1.09,-0.523
-66.1036,-10.6234,1.03,-0.617
-65.6685,-10.6234,1.21,-1.148
-65.2333,-10.6234,1.76,-1.575
-64.7982,-10.6234,1.66,-1.463
-64.363,-10.6234,1.17,-1.317
-63.9279,-10.6234,2.06,-1.883
-63.4927,-10.6234,2.26,-2.431
-63.0576,-10.6234,2.33,-2.575
-62.6225,-10.6234,2.34,-2.409
-62.1873,-10.6234,2.6,-2.19
-61.7522,-10.6234,1.8,-2.346
-61.317,-10.6234,2.2,-2.258
-60.8819,-10.6234,1.62,-1.413
-60.4467,-10.6234,1.13,-0.869
-60.0116,-10.6234,1.0,-1.032
-59.5764,-10.6234,1.23,-1.122
-59.1413,-10.6234,2.78,-1.482
-58.7062,-10.6234,4.93,-1.698
-58.271,-10.6234,2.84,-1.827
-57.8359,-10.6234,3.57,-2.021
-57.4007,-10.6234,2.64,-2.2
-56.9656,-10.6234,1.79,-2.176
-56.5304,-10.6234,1.66,-2.388
-56.0953,-10.6234,2.34,-2.53
-55.6602,-10.6234,1.63,-2.625
-55.225,-10.6234,1.22,-2.195
-54.7899,-10.6234,1.86,-2.082
-54.3547,-10.6234,2.54,-2.342
-53.9196,-10.6234,1.76,-2.343
-53.4844,-10.6234,1.6,-2.245
-53.0493,-10.6234,1.03,-1.712
-52.6141,-10.6234,1.63,-1.722
-52.179,-10.6234,2.2,-2.122
-51.7439,-10.6234,2.31,-2.625
-51.3087,-10.6234,1.93,-2.473
-50.8736,-10.6234,2.64,-2.827
-50.4384,-10.6234,1.86,-2.865
-50.0033,-10.6234,1.49,-3.052
-49.5681,-10.6234,2.22,-3.105
-49.133,-10.6234,3.66,-3.243
-48.6979,-10.6234,4.08,-3.318
-48.2627,-10.6234,3.12,-3.323
-47.8276,-10.6234,3.26,-3.564
-47.3924,-10.6234,4.85,-3.626
-46.9573,-10.6234,5.2,-3.403
-46.5221,-10.6234,6.1,-3.183
-46.087,-10.6234,5.65,-3.047
-45.6518,-10.6234,4.35,-3.144
-45.2167,-10.6234,5.87,-3.026
-44.7816,-10.6234,5.71,-3.228
-44.3464,-10.6234,4.77,-3.136
-43.9113,-10.6234,5.34,-2.868
-43.4761,-10.6234,6.07,-2.486
-43.041,-10.6234,4.94,-2.69
-42.6058,-10.6234,5.39,-2.821
-42.1707,-10.6234,6.85,-2.645
-41.7355,-10.6234,7.0,-2.404
-41.3004,-10.6234,6.84,-2.202
-40.8653,-10.6234,4.38,-2.368
-40.4301,-10.6234,2.66,-2.254
-39.995,-10.6234,3.26,-2.385
-72.1956,-11.0563,1.41,-1.383
-71.7605,-11.0563,2.08,-1.446
-71.3253,-11.0563,2.79,-1.666
-70.8902,-11.0563,5.45,-1.714
-70.455,-11.0563,6.98,-2.094
-70.0199,-11.0563,4.16,-1.785
-69.5848,-11.0563,2.37,-1.312
-69.1496,-11.0563,2.28,-1.222
-68.7145,-11.0563,2.15,-1.29
-68.2793,-11.0563,2.07,-0.972
-67.8442,-11.0563,1.19,-0.682
-67.409,-11.0563,1.08,-0.508
-66.9739,-11.0563,1.2,-0.573
-66.5388,-11.0563,1.51,-0.835
-66.1036,-11.0563,1.96,-1.355
-65.6685,-11.0563,1.46,-1.371
-65.2333,-11.0563,1.76,-1.278
-64.7982,-11.0563,1.22,-1.262
-64.363,-11.0563,1.0,-1.281
-63.9279,-11.0563,1.0,-1.718
-63.4927,-11.0563,1.02,-2.238
-63.0576,-11.0563,1.39,-2.325
-62.6225,-11.0563,2.18,-2.433
-62.1873,-11.0563,2.07,-2.606
-61.7522,-11.0563,2.19,-2.031
-61.317,-11.0563,1.72,-2.063
-60.8819,-11.0563,1.57,-1.766
-60.4467,-11.0563,1.08,-1.126
-60.0116,-11.0563,1.0,-1.059
-59.5764,-11.0563,1.04,-1.287
-59.1413,-11.0563,2.76,-1.474
-58.7062,-11.0563,4.1,-1.629
-58.271,-11.0563,2.26,-1.621
-57.8359,-11.0563,2.45,-1.8
-57.4007,-11.0563,2.08,-2.143
-56.9656,-11.0563,2.2,-1.865
-56.5304,-11.0563,1.57,-2.017
-56.0953,-11.0563,1.94,-1.927
-55.6602,-11.0563,1.83,-1.969
-55.225,-11.0563,1.47,-1.838
-54.7899,-11.0563,1.52,-1.778
-54.3547,-11.0563,1.76,-2.175
-53.9196,-11.0563,1.5,-2.107
-53.4844,-11.0563,1.09,-1.735
-53.0493,-11.0563,1.03,-1.414
-52.6141,-11.0563,1.6,-1.603
-52.179,-11.0563,2.33,-1.881
-51.7439,-11.0563,1.74,-2.458
-51.3087,-11.0563,1.28,-2.764
-50.8736,-11.0563,1.48,-2.765
-50.4384,-11.0563,1.39,-2.86
-50.0033,-11.0563,2.77,-2.753
-49.5681,-11.0563,3.32,-2.805
-49.133,-11.0563,3.48,-3.195
-48.6979,-11.0563,3.62,-3.362
-48.2627,-11.0563,3.95,-3.536
-47.8276,-11.0563,4.5,-3.606
-47.3924,-11.0563,4.43,-3.666
-46.9573,-11.0563,4.6,-3.488
-46.5221,-11.0563,5.46,-3.327
-46.087,-11.0563,4.33,-3.065
-45.6518,-11.0563,4.49,-3.202
-45.2167,-11.0563,5.81,-3.167
-44.7816,-11.0563,5.79,-2.996
-44.3464,-11.0563,5.59,-3.086
-43.9113,-11.0563,6.11,-2.916
-43.4761,-11.0563,6.37,-2.566
-43.041,-11.0563,4.89,-2.61
-42.6058,-11.0563,5.39,-2.46
-42.1707,-11.0563,6.85,-2.456
-41.7355,-11.0563,6.75,-2.192
-41.3004,-11.0563,6.52,-2.119
-40.8653,-11.0563,3.86,-2.381
-40.4301,-11.0563,2.13,-2.294
-39.995,-11.0563,1.91,-2.222
-72.1956,-11.4892,1.52,-1.81
-71.7605,-11.4892,2.24,-2.18
-71.3253,-11.4892,5.49,-2.103
-70.8902,-11.4892,6.74,-2.17
-70.455,-11.4892,6.99,-1.956
-70.0199,-11.4892,5.41,-1.669
-69.5848,-11.4892,2.11,-1.418
-69.1496,-11.4892,2.06,-1.362
-68.7145,-11.4892,1.88,-1.211
-68.2793,-11.4892,1.69,-0.921
-67.8442,-11.4892,1.07,-0.769
-67.409,-11.4892,1.1,-0.681
-66.9739,-11.4892,1.11,-0.913
-66.5388,-11.4892,1.45,-1.032
-66.1036,-11.4892,1.84,-1.26
-65.6685,-11.4892,1.62,-1.192
-65.2333,-11.4892,1.32,-1.122
-64.7982,-11.4892,1.18,-1.499
-64.363,-11.4892,1.15,-1.621
-63.9279,-11.4892,1.28,-1.894
-63.4927,-11.4892,1.08,-2.018
-63.0576,-11.4892,1.82,-1.97
-62.6225,-11.4892,1.93,-2.118
-62.1873,-11.4892,2.19,-2.232
-61.7522,-11.4892,2.29,-2.038
-61.317,-11.4892,1.98,-1.815
-60.8819,-11.4892,1.5,-1.95
-60.4467,-11.4892,1.34,-1.722
-60.0116,-11.4892,1.01,-1.582
-59.5764,-11.4892,1.0,-1.682
-59.1413,-11.4892,1.47,-1.654
-58.7062,-11.4892,1.98,-1.6
-58.271,-11.4892,1.99,-1.459
-57.8359,-11.4892,2.5,-1.594
-57.4007,-11.4892,1.98,-1.948
-56.9656,-11.4892,2.2,-2.083
-56.5304,-11.4892,2.26,-1.928
-56.0953,-11.4892,3.16,-1.804
-55.6602,-11.4892,2.6,-1.717
-55.225,-11.4892,1.87,-1.519
-54.7899,-11.4892,1.63,-1.465
-54.3547,-11.4892,1.7,-1.751
-53.9196,-11.4892,1.51,-1.835
-53.4844,-11.4892,1.01,-1.466
-53.0493,-11.4892,1.01,-1.112
-52.6141,-11.4892,1.43,-1.477
-52.179,-11.4892,2.07,-1.538
-51.7439,-11.4892,2.58,-1.904
-51.3087,-11.4892,1.99,-2.432
-50.8736,-11.4892,1.4,-2.817
-50.4384,-11.4892,1.38,-2.924
-50.0033,-11.4892,1.92,-2.914
-49.5681,-11.4892,2.57,-3.164
-49.133,-11.4892,3.08,-3.602
-48.6979,-11.4892,3.41,-3.696
-48.2627,-11.4892,4.32,-3.686
-47.8276,-11.4892,4.68,-3.828
-47.3924,-11.4892,4.48,-3.665
-46.9573,-11.4892,4.81,-3.52
-46.5221,-11.4892,4.62,-3.425
-46.087,-11.4892,3.93,-3.208
-45.6518,-11.4892,3.68,-3.146
-45.2167,-11.4892,5.11,-3.231
-44.7816,-11.4892,6.54,-3.061
-44.3464,-11.4892,6.87,-2.758
-43.9113,-11.4892,6.95,-2.799
-43.4761,-11.4892,6.89,-2.743
-43.041,-11.4892,6.08,-2.557
-42.6058,-11.4892,5.36,-2.397
-42.1707,-11.4892,6.73,-2.297
-41.7355,-11.4892,6.22,-2.189
-41.3004,-11.4892,4.8,-2.115
-40.8653,-11.4892,2.23,-2.18
-40.4301,-11.4892,1.89,-2.208
-39.995,-11.4892,1.64,-2.077
-72.1956,-11.922,1.65,-2.202
-71.7605,-11.922,6.17,-2.411
-71.3253,-11.922,6.96,-2.317
-70.8902,-11.922,7.0,-2.092
-70.455,-11.922,7.0,-2.162
-70.0199,-11.922,6.85,-2.2
-69.5848,-11.922,4.5,-1.751
-69.1496,-11.922,2.53,-1.376
-68.7145,-11.922,1.45,-1.255
-68.2793,-11.922,1.68,-1.065
-67.8442,-11.922,1.65,-1.032
-67.409,-11.922,1.16,-0.857
-66.9739,-11.922,1.2,-1.168
-66.5388,-11.922,1.17,-1.134
-66.1036,-11.922,1.83,-1.413
-65.6685,-11.922,1.78,-1.178
-65.2333,-11.922,1.89,-1.359
-64.7982,-11.922,1.71,-1.796
-64.363,-11.922,1.59,-2.103
-63.9279,-11.922,3.18,-2.155
-63.4927,-11.922,3.21,-2.08
-63.0576,-11.922,3.43,-2.045
-62.6225,-11.922,2.71,-2.052
-62.1873,-11.922,2.46,-2.071
-61.7522,-11.922,2.34,-1.828
-61.317,-11.922,2.82,-1.807
-60.8819,-11.922,2.04,-1.753
-60.4467,-11.922,1.68,-1.693
-60.0116,-11.922,1.03,-1.957
-59.5764,-11.922,1.08,-1.675
-59.1413,-11.922,1.13,-1.667
-58.7062,-11.922,2.73,-1.592
-58.271,-11.922,3.1,-1.639
-57.8359,-11.922,2.26,-1.938
-57.4007,-11.922,1.57,-2.177
-56.9656,-11.922,1.75,-2.184
-56.5304,-11.922,2.56,-2.073
-56.0953,-11.922,2.1,-1.658
-55.6602,-11.922,1.58,-1.369
-55.225,-11.922,1.4,-1.075
-54.7899,-11.922,1.66,-1.269
-54.3547,-11.922,1.43,-1.388
-53.9196,-11.922,1.18,-1.433
-53.4844,-11.922,1.06,-1.477
-53.0493,-11.922,1.07,-1.271
-52.6141,-11.922,1.83,-1.412
-52.179,-11.922,2.22,-1.637
-51.7439,-11.922,2.82,-1.979
-51.3087,-11.922,2.72,-2.489
-50.8736,-11.922,1.32,-2.991
-50.4384,-11.922,1.24,-3.075
-50.0033,-11.922,1.44,-3.098
-49.5681,-11.922,2.03,-3.397
-49.133,-11.922,2.94,-3.611
-48.6979,-11.922,3.57,-3.657
-48.2627,-11.922,3.52,-3.596
-47.8276,-11.922,3.98,-3.731
-47.3924,-11.922,5.03,-3.681
-46.9573,-11.922,4.77,-3.604
-46.5221,-11.922,4.77,-3.462
-46.087,-11.922,4.09,-3.279
-45.6518,-11.922,3.95,-3.23
-45.2167,-11.922,5.42,-3.131
-44.7816,-11.922,6.85,-2.903
-44.3464,-11.922,6.99,-2.754
-43.9113,-11.922,6.98,-2.707
