lon,lat,density,wmo_class,baseline,tile_area_km2,density_delta,density_percent,continent
-114.5,34.16301729,3,3,0.004,10195.79503,0.003705761,92.64402631,North America
-113.5,34.16301729,2,3,0.004,10195.79503,0.003803841,95.09601754,North America
-112.5,34.16301729,7,3,0.004,10195.79503,0.003313442,82.83606139,North America
-111.5,34.16301729,13,3,0.004,10195.79503,0.002724965,68.12411401,North America
-110.5,34.16301729,8,3,0.004,10195.79503,0.003215363,80.38407016,North America
-109.5,34.16301729,7,3,0.004,10195.79503,0.003313442,82.83606139,North America
-108.5,34.16301729,3,3,0.004,10195.79503,0.003705761,92.64402631,North America
-107.5,34.16301729,2,3,0.004,10195.79503,0.003803841,95.09601754,North America
-106.5,34.16301729,2,3,0.004,10195.79503,0.003803841,95.09601754,North America
-105.5,34.16301729,6,2,0.00173913,10195.79503,0.001150653,66.16252102,North America
-104.5,34.16301729,6,2,0.00173913,10195.79503,0.001150653,66.16252102,North America
-103.5,34.16301729,8,1,0.00173913,10195.79503,0.000954493,54.88336136,North America
-102.5,34.16301729,7,1,0.00173913,10195.79503,0.001052573,60.52294119,North America
-101.5,34.16301729,5,1,0.00173913,10195.79503,0.001248732,71.80210085,North America
-100.5,34.16301729,8,2,0.00173913,10195.79503,0.000954493,54.88336136,North America
-99.5,34.16301729,5,1,0.00173913,10195.79503,0.001248732,71.80210085,North America
-98.5,34.16301729,9,1,0.00173913,10195.79503,0.000856414,49.24378153,North America
-97.5,34.16301729,9,1,0.00173913,10195.79503,0.000856414,49.24378153,North America
-96.5,34.16301729,10,1,0.00173913,10195.79503,0.000758334,43.6042017,North America
-95.5,34.16301729,10,1,0.00173913,10195.79503,0.000758334,43.6042017,North America
-94.5,34.16301729,9,2,0.00173913,10195.79503,0.000856414,49.24378153,North America
-93.5,34.16301729,24,2,0.00173913,10195.79503,-0.000614781,-35.34991591,North America
-92.5,34.16301729,6,1,0.00173913,10195.79503,0.001150653,66.16252102,North America
-91.5,34.16301729,9,1,0.00173913,10195.79503,0.000856414,49.24378153,North America
-90.5,34.16301729,8,1,0.00173913,10195.79503,0.000954493,54.88336136,North America
-89.5,34.16301729,11,1,0.00173913,10195.79503,0.000660254,37.96462187,North America
-88.5,34.16301729,13,1,0.00173913,10195.79503,0.000464095,26.68546222,North America
-87.5,34.16301729,6,2,0.00173913,10195.79503,0.001150653,66.16252102,North America
-86.5,34.16301729,10,6,0.066666667,10195.79503,0.06568587,98.52880526,North America
-85.5,34.16301729,9,2,0.00173913,10195.79503,0.000856414,49.24378153,North America
-84.5,34.16301729,20,6,0.066666667,10195.79503,0.064705074,97.05761052,North America
-83.5,34.16301729,15,6,0.066666667,10195.79503,0.065195472,97.79320789,North America
-82.5,34.16301729,17,1,0.00173913,10195.79503,7.18e-05,4.127142897,North America
-81.5,34.16301729,16,6,0.066666667,10195.79503,0.065097392,97.64608842,North America
-80.5,34.16301729,7,6,0.066666667,10195.79503,0.065980109,98.97016368,North America
-79.5,34.16301729,11,1,0.00173913,10195.79503,0.000660254,37.96462187,North America
-78.5,34.16301729,6,1,0.00173913,10195.79503,0.001150653,66.16252102,North America
34.16301729,,0,6,0.066666667,10195.79503,0.066666667,100.0,Africa
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Africa
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Africa
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Africa
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Africa
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,1,0.00173913,10195.79503,0.00173913,100.0,Asia
34.16301729,,0,1,0.00173913,10195.79503,0.00173913,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
46.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
47.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
48.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
49.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
50.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
51.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
52.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
53.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
54.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
55.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
56.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
57.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
58.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
59.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
60.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
34.16301729,,0,3,0.004,10195.79503,0.004,100.0,Asia
71.5,34.16301729,0,6,0.066666667,10195.79503,0.066666667,100.0,Asia
72.5,34.16301729,0,6,0.066666667,10195.79503,0.066666667,100.0,Asia
73.5,34.16301729,1,3,0.004,10195.79503,0.00390192,97.54800877,Asia
74.5,34.16301729,6,3,0.004,10195.79503,0.003411522,85.28805262,Asia
75.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
76.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
77.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
78.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
79.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
80.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
81.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
82.5,34.16301729,0,7,0.0001,10195.79503,0.0001,100.0,Asia
83.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
84.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
85.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
86.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
87.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
88.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
89.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
90.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
91.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
92.5,34.16301729,2,3,0.004,10195.79503,0.003803841,95.09601754,Asia
93.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
94.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
95.5,34.16301729,3,3,0.004,10195.79503,0.003705761,92.64402631,Asia
96.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
97.5,34.16301729,1,3,0.004,10195.79503,0.00390192,97.54800877,Asia
98.5,34.16301729,1,3,0.004,10195.79503,0.00390192,97.54800877,Asia
99.5,34.16301729,3,3,0.004,10195.79503,0.003705761,92.64402631,Asia
100.5,34.16301729,0,3,0.004,10195.79503,0.004,100.0,Asia
101.5,34.16301729,1,3,0.004,10195.79503,0.00390192,97.54800877,Asia
102.5,34.16301729,3,3,0.004,10195.79503,0.003705761,92.64402631,Asia
103.5,34.16301729,2,3,0.004,10195.79503,0.003803841,95.09601754,Asia
104.5,34.16301729,4,3,0.004,10195.79503,0.003607681,90.19203508,Asia
105.5,34.16301729,8,3,0.004,10195.79503,0.003215363,80.38407016,Asia
106.5,34.16301729,4,3,0.004,10195.79503,0.003607681,90.19203508,Asia
107.5,34.16301729,7,3,0.004,10195.79503,0.003313442,82.83606139,Asia
108.5,34.16301729,10,6,0.066666667,10195.79503,0.06568587,98.52880526,Asia
109.5,34.16301729,8,6,0.066666667,10195.79503,0.065882029,98.82304421,Asia
110.5,34.16301729,6,3,0.004,10195.79503,0.003411522,85.28805262,Asia
111.5,34.16301729,4,3,0.004,10195.79503,0.003607681,90.19203508,Asia
112.5,34.16301729,6,3,0.004,10195.79503,0.003411522,85.28805262,Asia
113.5,34.16301729,11,6,0.066666667,10195.79503,0.065587791,98.38168579,Asia
114.5,34.16301729,8,6,0.066666667,10195.79503,0.065882029,98.82304421,Asia
115.5,34.16301729,9,6,0.066666667,10195.79503,0.06578395,98.67592474,Asia
116.5,34.16301729,6,6,0.066666667,10195.79503,0.066078189,99.11728316,Asia
117.5,34.16301729,4,6,0.066666667,10195.79503,0.066274348,99.4115221,Asia
118.5,34.16301729,7,6,0.066666667,10195.79503,0.065980109,98.97016368,Asia
119.5,34.16301729,7,6,0.066666667,10195.79503,0.065980109,98.97016368,Asia
131.5,34.16301729,0,6,0.066666667,10195.79503,0.066666667,100.0,Asia
134.5,34.16301729,0,6,0.066666667,10195.79503,0.066666667,100.0,Asia
135.5,34.16301729,0,6,0.066666667,10195.79503,0.066666667,100.0,Asia
-120.5,35.16301729,8,3,0.004,10074.03099,0.003205879,80.14697392,North America
-119.5,35.16301729,7,3,0.004,10074.03099,0.003305144,82.62860218,North America
-118.5,35.16301729,6,3,0.004,10074.03099,0.003404409,85.11023044,North America
-117.5,35.16301729,2,3,0.004,10074.03099,0.00380147,95.03674348,North America
-116.5,35.16301729,2,3,0.004,10074.03099,0.00380147,95.03674348,North America
-115.5,35.16301729,2,3,0.004,10074.03099,0.00380147,95.03674348,North America
-114.5,35.16301729,5,3,0.004,10074.03099,0.003503674,87.5918587,North America
-113.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,North America
-112.5,35.16301729,8,3,0.004,10074.03099,0.003205879,80.14697392,North America
-111.5,35.16301729,10,3,0.004,10074.03099,0.003007349,75.1837174,North America
-110.5,35.16301729,2,2,0.00173913,10074.03099,0.0015406,88.58451,North America
-109.5,35.16301729,4,2,0.00173913,10074.03099,0.00134207,77.16902,North America
-108.5,35.16301729,7,2,0.00173913,10074.03099,0.001044275,60.04578501,North America
-107.5,35.16301729,4,3,0.004,10074.03099,0.003602939,90.07348696,North America
-106.5,35.16301729,8,6,0.066666667,10074.03099,0.065872546,98.80881843,North America
-105.5,35.16301729,6,2,0.00173913,10074.03099,0.00114354,65.75353001,North America
-104.5,35.16301729,6,2,0.00173913,10074.03099,0.00114354,65.75353001,North America
-103.5,35.16301729,10,2,0.00173913,10074.03099,0.000746479,42.92255001,North America
-102.5,35.16301729,2,1,0.00173913,10074.03099,0.0015406,88.58451,North America
-101.5,35.16301729,3,2,0.00173913,10074.03099,0.001441335,82.876765,North America
-100.5,35.16301729,5,2,0.00173913,10074.03099,0.001242805,71.461275,North America
-99.5,35.16301729,12,2,0.00173913,10074.03099,0.000547949,31.50706001,North America
-98.5,35.16301729,12,2,0.00173913,10074.03099,0.000547949,31.50706001,North America
-97.5,35.16301729,13,6,0.066666667,10074.03099,0.06537622,98.06432996,North America
-96.5,35.16301729,11,1,0.00173913,10074.03099,0.000647214,37.21480501,North America
-95.5,35.16301729,7,2,0.00173913,10074.03099,0.001044275,60.04578501,North America
-94.5,35.16301729,16,2,0.00173913,10074.03099,0.000150888,8.676080015,North America
-93.5,35.16301729,13,3,0.004,10074.03099,0.002709553,67.73883261,North America
-92.5,35.16301729,13,6,0.066666667,10074.03099,0.06537622,98.06432996,North America
-91.5,35.16301729,8,1,0.00173913,10074.03099,0.000945009,54.33804001,North America
-90.5,35.16301729,10,6,0.066666667,10074.03099,0.065674015,98.51102304,North America
-89.5,35.16301729,12,6,0.066666667,10074.03099,0.065475485,98.21322765,North America
-88.5,35.16301729,7,1,0.00173913,10074.03099,0.001044275,60.04578501,North America
-87.5,35.16301729,8,2,0.00173913,10074.03099,0.000945009,54.33804001,North America
-86.5,35.16301729,11,2,0.00173913,10074.03099,0.000647214,37.21480501,North America
-85.5,35.16301729,6,6,0.066666667,10074.03099,0.066071076,99.10661383,North America
-84.5,35.16301729,11,3,0.004,10074.03099,0.002908084,72.70208913,North America
-83.5,35.16301729,15,3,0.004,10074.03099,0.002511023,62.77557609,North America
-82.5,35.16301729,24,6,0.066666667,10074.03099,0.064284304,96.4264553,North America
-81.5,35.16301729,14,6,0.066666667,10074.03099,0.065276955,97.91543226,North America
-80.5,35.16301729,9,6,0.066666667,10074.03099,0.06577328,98.65992074,North America
-79.5,35.16301729,10,1,0.00173913,10074.03099,0.000746479,42.92255001,North America
-78.5,35.16301729,7,6,0.066666667,10074.03099,0.065971811,98.95771613,North America
-77.5,35.16301729,7,6,0.066666667,10074.03099,0.065971811,98.95771613,North America
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,6,0.066666667,10074.03099,0.066666667,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,2,0.00173913,10074.03099,0.00173913,100.0,Africa
35.16301729,,0,1,0.00173913,10074.03099,0.00173913,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Africa
35.16301729,,0,6,0.066666667,10074.03099,0.066666667,100.0,Africa
24.5,35.16301729,1,5,0.04,10074.03099,0.039900735,99.75183717,Europe
25.5,35.16301729,1,6,0.066666667,10074.03099,0.066567402,99.8511023,Europe
33.5,35.16301729,4,6,0.066666667,10074.03099,0.066269606,99.40440922,Asia
35.16301729,,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
35.16301729,,0,2,0.00173913,10074.03099,0.00173913,100.0,Asia
35.16301729,,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,1,0.00173913,10074.03099,0.00173913,100.0,Asia
35.16301729,,0,1,0.00173913,10074.03099,0.00173913,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
46.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
47.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
48.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
49.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
50.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
51.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
52.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
53.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
54.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
55.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
56.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
57.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
58.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
59.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
60.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,7,0.0001,10074.03099,0.0001,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
35.16301729,,0,3,0.004,10074.03099,0.004,100.0,Asia
72.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
73.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
74.5,35.16301729,1,3,0.004,10074.03099,0.003900735,97.51837174,Asia
75.5,35.16301729,1,3,0.004,10074.03099,0.003900735,97.51837174,Asia
76.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
77.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
78.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
79.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
80.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
81.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
82.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
83.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
84.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
85.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
86.5,35.16301729,0,7,0.0001,10074.03099,0.0001,100.0,Asia
87.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
88.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
89.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
90.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
91.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
92.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
93.5,35.16301729,1,3,0.004,10074.03099,0.003900735,97.51837174,Asia
94.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
95.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
96.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
97.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
98.5,35.16301729,1,3,0.004,10074.03099,0.003900735,97.51837174,Asia
99.5,35.16301729,1,3,0.004,10074.03099,0.003900735,97.51837174,Asia
100.5,35.16301729,3,3,0.004,10074.03099,0.003702205,92.55511522,Asia
101.5,35.16301729,1,3,0.004,10074.03099,0.003900735,97.51837174,Asia
102.5,35.16301729,2,3,0.004,10074.03099,0.00380147,95.03674348,Asia
103.5,35.16301729,7,3,0.004,10074.03099,0.003305144,82.62860218,Asia
104.5,35.16301729,4,3,0.004,10074.03099,0.003602939,90.07348696,Asia
105.5,35.16301729,3,3,0.004,10074.03099,0.003702205,92.55511522,Asia
106.5,35.16301729,9,3,0.004,10074.03099,0.003106614,77.66534566,Asia
107.5,35.16301729,7,3,0.004,10074.03099,0.003305144,82.62860218,Asia
108.5,35.16301729,5,3,0.004,10074.03099,0.003503674,87.5918587,Asia
109.5,35.16301729,8,6,0.066666667,10074.03099,0.065872546,98.80881843,Asia
110.5,35.16301729,9,6,0.066666667,10074.03099,0.06577328,98.65992074,Asia
111.5,35.16301729,11,6,0.066666667,10074.03099,0.06557475,98.36212535,Asia
112.5,35.16301729,8,6,0.066666667,10074.03099,0.065872546,98.80881843,Asia
113.5,35.16301729,14,6,0.066666667,10074.03099,0.065276955,97.91543226,Asia
114.5,35.16301729,10,6,0.066666667,10074.03099,0.065674015,98.51102304,Asia
115.5,35.16301729,9,6,0.066666667,10074.03099,0.06577328,98.65992074,Asia
116.5,35.16301729,12,6,0.066666667,10074.03099,0.065475485,98.21322765,Asia
117.5,35.16301729,5,6,0.066666667,10074.03099,0.066170341,99.25551152,Asia
118.5,35.16301729,6,6,0.066666667,10074.03099,0.066071076,99.10661383,Asia
126.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
127.5,35.16301729,0,3,0.004,10074.03099,0.004,100.0,Asia
128.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
132.5,35.16301729,0,5,0.04,10074.03099,0.04,100.0,Asia
133.5,35.16301729,0,5,0.04,10074.03099,0.04,100.0,Asia
134.5,35.16301729,1,6,0.066666667,10074.03099,0.066567402,99.8511023,Asia
135.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
136.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
137.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
138.5,35.16301729,0,6,0.066666667,10074.03099,0.066666667,100.0,Asia
-121.5,36.16301729,9,3,0.004,9949.191694,0.003095404,77.38509751,North America
-120.5,36.16301729,10,3,0.004,9949.191694,0.002994893,74.87233057,North America
-119.5,36.16301729,8,6,0.066666667,9949.191694,0.065862581,98.79387187,North America
-118.5,36.16301729,8,3,0.004,9949.191694,0.003195915,79.89786445,North America
-117.5,36.16301729,3,3,0.004,9949.191694,0.003698468,92.46169917,North America
-116.5,36.16301729,4,3,0.004,9949.191694,0.003597957,89.94893223,North America
-115.5,36.16301729,3,6,0.066666667,9949.191694,0.066365135,99.54770195,North America
-114.5,36.16301729,4,3,0.004,9949.191694,0.003597957,89.94893223,North America
-113.5,36.16301729,1,3,0.004,9949.191694,0.003899489,97.48723306,North America
-112.5,36.16301729,4,3,0.004,9949.191694,0.003597957,89.94893223,North America
-111.5,36.16301729,2,2,0.00173913,9949.191694,0.001538109,88.44127206,North America
-110.5,36.16301729,0,2,0.00173913,9949.191694,0.00173913,100.0,North America
-109.5,36.16301729,2,3,0.004,9949.191694,0.003798979,94.97446611,North America
-108.5,36.16301729,1,2,0.00173913,9949.191694,0.00163862,94.22063603,North America
-107.5,36.16301729,3,2,0.00173913,9949.191694,0.001437598,82.66190809,North America
-106.5,36.16301729,16,3,0.004,9949.191694,0.002391829,59.79572891,North America
-105.5,36.16301729,13,3,0.004,9949.191694,0.002693361,67.33402974,North America
-104.5,36.16301729,6,2,0.00173913,9949.191694,0.001136066,65.32381618,North America
-103.5,36.16301729,10,2,0.00173913,9949.191694,0.000734024,42.20636031,North America
-102.5,36.16301729,4,1,0.00173913,9949.191694,0.001337088,76.88254412,North America
-101.5,36.16301729,5,1,0.00173913,9949.191694,0.001236577,71.10318015,North America
-100.5,36.16301729,9,2,0.00173913,9949.191694,0.000834534,47.98572428,North America
-99.5,36.16301729,6,2,0.00173913,9949.191694,0.001136066,65.32381618,North America
-98.5,36.16301729,6,1,0.00173913,9949.191694,0.001136066,65.32381618,North America
-97.5,36.16301729,11,1,0.00173913,9949.191694,0.000633513,36.42699634,North America
-96.5,36.16301729,16,1,0.00173913,9949.191694,0.00013096,7.530176492,North America
-95.5,36.16301729,12,6,0.066666667,9949.191694,0.065460539,98.1908078,North America
-94.5,36.16301729,14,2,0.00173913,9949.191694,0.000331981,19.08890443,North America
-93.5,36.16301729,10,2,0.00173913,9949.191694,0.000734024,42.20636031,North America
-92.5,36.16301729,6,2,0.00173913,9949.191694,0.001136066,65.32381618,North America
-91.5,36.16301729,7,2,0.00173913,9949.191694,0.001035556,59.54445222,North America
-90.5,36.16301729,11,1,0.00173913,9949.191694,0.000633513,36.42699634,North America
-89.5,36.16301729,11,1,0.00173913,9949.191694,0.000633513,36.42699634,North America
-88.5,36.16301729,4,1,0.00173913,9949.191694,0.001337088,76.88254412,North America
-87.5,36.16301729,8,2,0.00173913,9949.191694,0.000935045,53.76508825,North America
-86.5,36.16301729,17,6,0.066666667,9949.191694,0.064957985,97.43697772,North America
-85.5,36.16301729,9,2,0.00173913,9949.191694,0.000834534,47.98572428,North America
-84.5,36.16301729,12,3,0.004,9949.191694,0.002793872,69.84679668,North America
-83.5,36.16301729,9,6,0.066666667,9949.191694,0.065762071,98.64310585,North America
-82.5,36.16301729,11,3,0.004,9949.191694,0.002894383,72.35956363,North America
-81.5,36.16301729,26,3,0.004,9949.191694,0.001386722,34.66805948,North America
-80.5,36.16301729,10,6,0.066666667,9949.191694,0.06566156,98.49233983,North America
-79.5,36.16301729,12,6,0.066666667,9949.191694,0.065460539,98.1908078,North America
-78.5,36.16301729,16,6,0.066666667,9949.191694,0.065058496,97.58774373,North America
-77.5,36.16301729,11,1,0.00173913,9949.191694,0.000633513,36.42699634,North America
-76.5,36.16301729,5,1,0.00173913,9949.191694,0.001236577,71.10318015,North America
36.16301729,,2,6,0.066666667,9949.191694,0.066465645,99.69846797,Europe
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,0,6,0.066666667,9949.191694,0.066666667,100.0,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,1,3,0.004,9949.191694,0.003899489,97.48723306,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
36.16301729,,0,3,0.004,9949.191694,0.004,100.0,Africa
32.5,36.16301729,0,3,0.004,9949.191694,0.004,100.0,Asia
33.5,36.16301729,0,3,0.004,9949.191694,0.004,100.0,Asia
36.16301729,,0,6,0.066666667,9949.191694,0.066666667,100.0,Asia
36.16301729,,0,6,0.066666667,9949.191694,0.066666667,100.0,Asia
36.16301729,,0,1,0.00173913,9949.191694,0.00173913,100.0,Asia
36.16301729,,0,7,0.0001,9949.191694,0.0001,100.0,Asia
36.16301729,,0,7,0.0001,9949.191694,0.0001,100.0,Asia
36.16301729,,0,7,0.0001,9949.191694,0.0001,100.0,Asia
