prolific_id,condition,political_affiliation,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,blame_descriptive,praise_descriptive,emotion_descriptive,political_descriptive,affect_polarization,poli_extreme
1176,algorithmic,democrat,3.0,6.0,5.0,6.0,55.0,40.0,10.0,80.0,3.0,2.0
1177,algorithmic,republican,4.0,5.0,2.0,2.0,68.0,80.0,30.0,68.0,4.0,4.0
1178,control,democrat,3.0,7.0,5.0,5.0,33.0,43.0,35.0,79.0,4.0,3.0
1179,algorithmic,democrat,4.0,3.0,3.0,5.0,27.0,32.0,68.0,68.0,5.0,4.0
1180,algorithmic,republican,1.0,6.0,4.0,6.0,63.0,31.0,70.0,87.0,3.0,4.0
1181,algorithmic,democrat,2.0,6.0,4.0,6.0,39.0,59.0,5.0,92.0,3.0,2.0
1182,control,democrat,7.0,7.0,7.0,7.0,60.0,40.0,40.0,80.0,4.0,1.0
1183,control,democrat,6.0,7.0,6.0,7.0,45.0,45.0,60.0,85.0,2.0,2.0
1184,control,republican,3.0,6.0,5.0,3.0,85.0,27.0,69.0,68.0,2.0,3.0
1185,control,democrat,3.0,5.0,3.0,7.0,20.0,35.0,5.0,64.0,1.0,2.0
1186,algorithmic,democrat,3.0,6.0,5.0,5.0,60.0,77.0,49.0,63.0,3.0,3.0
1187,algorithmic,democrat,4.0,4.0,4.0,5.0,70.0,60.0,25.0,90.0,5.0,2.0
1188,control,republican,4.0,6.0,4.0,6.0,65.0,75.0,35.0,90.0,3.0,4.0
1189,algorithmic,republican,2.0,5.0,5.0,2.0,62.0,78.0,41.0,88.0,4.0,4.0
1190,algorithmic,democrat,5.0,6.0,5.0,5.0,75.0,25.0,85.0,86.0,5.0,3.0
1191,control,democrat,3.0,5.0,5.0,5.0,50.0,50.0,20.0,90.0,4.0,1.0
1192,algorithmic,democrat,5.0,7.0,7.0,7.0,36.0,91.0,93.0,78.0,2.0,1.0
1193,algorithmic,democrat,4.0,7.0,7.0,7.0,20.0,51.0,15.0,90.0,3.0,1.0
1194,control,republican,5.0,6.0,6.0,6.0,49.0,57.0,22.0,79.0,4.0,3.0
1195,control,democrat,3.0,5.0,4.0,4.0,70.0,50.0,35.0,90.0,4.0,4.0
1196,algorithmic,democrat,6.0,7.0,7.0,7.0,69.0,82.0,60.0,99.0,5.0,2.0
1197,control,democrat,5.0,7.0,7.0,7.0,46.0,54.0,63.0,74.0,3.0,4.0
1198,control,democrat,3.0,4.0,6.0,6.0,25.0,70.0,5.0,100.0,4.0,3.0
1199,control,democrat,1.0,6.0,3.0,2.0,60.0,80.0,65.0,94.0,3.0,4.0
1200,control,democrat,6.0,7.0,7.0,6.0,15.0,77.0,20.0,94.0,3.0,2.0
1201,algorithmic,democrat,1.0,2.0,4.0,3.0,42.0,66.0,14.0,93.0,1.0,2.0
1202,algorithmic,republican,5.0,5.0,4.0,4.0,75.0,75.0,60.0,85.0,2.0,1.0
1203,algorithmic,democrat,3.0,4.0,2.0,4.0,30.0,50.0,57.0,85.0,2.0,4.0
1205,algorithmic,democrat,3.0,5.0,5.0,4.0,50.0,50.0,32.0,100.0,3.0,4.0
1206,control,republican,2.0,6.0,2.0,6.0,41.0,67.0,65.0,74.0,3.0,3.0
1207,control,republican,2.0,4.0,5.0,3.0,42.0,50.0,59.0,48.0,1.0,1.0
1208,algorithmic,republican,3.0,6.0,6.0,6.0,86.0,77.0,84.0,80.0,4.0,4.0
1209,control,republican,3.0,5.0,4.0,2.0,75.0,8.0,3.0,90.0,1.0,2.0
1210,control,democrat,5.0,5.0,5.0,5.0,29.0,28.0,62.0,77.0,4.0,2.0
1212,algorithmic,democrat,5.0,7.0,4.0,7.0,40.0,87.0,20.0,93.0,4.0,2.0
1213,control,democrat,5.0,6.0,3.0,5.0,80.0,69.0,88.0,78.0,3.0,2.0
1214,control,democrat,4.0,5.0,5.0,5.0,40.0,40.0,35.0,60.0,3.0,2.0
1215,algorithmic,democrat,7.0,7.0,7.0,7.0,81.0,77.0,37.0,86.0,3.0,4.0
1216,control,democrat,7.0,7.0,7.0,7.0,45.0,45.0,60.0,80.0,4.0,2.0
1217,control,democrat,4.0,5.0,4.0,4.0,65.0,40.0,50.0,90.0,4.0,3.0
1219,control,democrat,5.0,7.0,5.0,6.0,34.0,50.0,38.0,79.0,4.0,2.0
1220,control,republican,4.0,5.0,5.0,5.0,62.0,54.0,38.0,93.0,5.0,5.0
1221,algorithmic,democrat,7.0,7.0,7.0,7.0,80.0,70.0,70.0,95.0,5.0,1.0
1222,control,democrat,5.0,4.0,5.0,6.0,44.0,70.0,37.0,84.0,4.0,4.0
1223,algorithmic,democrat,2.0,6.0,6.0,6.0,81.0,80.0,70.0,76.0,5.0,4.0
1224,control,democrat,4.0,4.0,6.0,6.0,27.0,23.0,100.0,100.0,4.0,1.0
1225,algorithmic,lean_democrat,3.0,5.0,4.0,4.0,21.0,66.0,54.0,36.0,3.0,3.0
1226,algorithmic,democrat,4.0,4.0,4.0,4.0,26.0,49.0,32.0,78.0,2.0,1.0
1227,control,republican,6.0,7.0,7.0,7.0,53.0,55.0,55.0,82.0,4.0,4.0
1228,algorithmic,democrat,4.0,4.0,4.0,4.0,50.0,65.0,40.0,70.0,5.0,1.0
1229,algorithmic,democrat,6.0,7.0,7.0,7.0,35.0,80.0,35.0,80.0,3.0,3.0
1230,control,democrat,6.0,7.0,7.0,7.0,60.0,20.0,80.0,85.0,5.0,4.0
1231,control,democrat,5.0,6.0,3.0,7.0,15.0,32.0,17.0,63.0,4.0,3.0
1232,control,democrat,7.0,7.0,7.0,4.0,52.0,48.0,17.0,62.0,3.0,4.0
1233,algorithmic,republican,2.0,7.0,6.0,6.0,39.0,75.0,20.0,90.0,3.0,4.0
1234,algorithmic,democrat,5.0,6.0,6.0,6.0,65.0,45.0,75.0,80.0,4.0,1.0
1235,control,republican,2.0,6.0,3.0,3.0,66.0,36.0,59.0,60.0,4.0,4.0
1236,control,democrat,6.0,6.0,4.0,7.0,67.0,73.0,38.0,81.0,3.0,2.0
1237,algorithmic,democrat,2.0,5.0,5.0,2.0,78.0,60.0,37.0,70.0,2.0,3.0
1238,algorithmic,republican,6.0,7.0,4.0,7.0,40.0,20.0,10.0,80.0,3.0,4.0
1239,algorithmic,democrat,6.0,7.0,6.0,6.0,50.0,50.0,73.0,93.0,5.0,2.0
1240,control,democrat,5.0,6.0,6.0,6.0,80.0,14.0,74.0,86.0,4.0,3.0
1241,algorithmic,democrat,4.0,5.0,5.0,6.0,66.0,31.0,57.0,89.0,3.0,4.0
1242,algorithmic,republican,3.0,5.0,5.0,3.0,76.0,74.0,64.0,71.0,1.0,1.0
1243,control,republican,4.0,4.0,4.0,4.0,52.0,53.0,47.0,46.0,3.0,3.0
1244,control,democrat,4.0,7.0,4.0,3.0,68.0,40.0,65.0,84.0,5.0,3.0
1245,algorithmic,democrat,6.0,6.0,6.0,6.0,75.0,82.0,56.0,95.0,4.0,1.0
1246,control,republican,2.0,7.0,6.0,6.0,70.0,42.0,63.0,92.0,4.0,4.0
1247,algorithmic,republican,7.0,7.0,7.0,7.0,75.0,1.0,0.0,100.0,1.0,5.0
1248,algorithmic,democrat,1.0,6.0,6.0,6.0,85.0,63.0,16.0,91.0,4.0,4.0
1249,control,democrat,2.0,5.0,4.0,7.0,25.0,25.0,0.0,85.0,4.0,2.0
1250,algorithmic,democrat,5.0,3.0,3.0,6.0,33.0,59.0,29.0,100.0,3.0,3.0
1251,control,democrat,4.0,6.0,6.0,6.0,60.0,53.0,54.0,94.0,4.0,4.0
1252,algorithmic,republican,3.0,5.0,5.0,5.0,33.0,70.0,68.0,66.0,3.0,2.0
1253,control,republican,6.0,6.0,4.0,6.0,65.0,15.0,30.0,90.0,2.0,1.0
1254,algorithmic,democrat,5.0,7.0,6.0,7.0,30.0,30.0,20.0,90.0,4.0,1.0
1255,control,republican,6.0,6.0,6.0,7.0,73.0,83.0,90.0,96.0,4.0,4.0
1256,control,democrat,5.0,6.0,6.0,5.0,45.0,40.0,15.0,90.0,4.0,2.0
1257,control,democrat,7.0,5.0,1.0,7.0,75.0,25.0,0.0,100.0,5.0,3.0
1258,algorithmic,democrat,4.0,6.0,6.0,6.0,52.0,50.0,55.0,77.0,3.0,1.0
1259,algorithmic,democrat,6.0,6.0,6.0,6.0,60.0,70.0,5.0,98.0,2.0,1.0
1260,algorithmic,republican,5.0,5.0,3.0,6.0,62.0,37.0,56.0,86.0,2.0,3.0
1261,algorithmic,republican,4.0,7.0,4.0,7.0,65.0,55.0,35.0,67.0,1.0,4.0
1262,control,democrat,3.0,7.0,4.0,3.0,52.0,69.0,31.0,84.0,1.0,4.0
1263,algorithmic,democrat,2.0,5.0,5.0,5.0,60.0,36.0,90.0,70.0,2.0,2.0
1264,control,democrat,4.0,4.0,7.0,7.0,50.0,50.0,60.0,90.0,5.0,4.0
1265,algorithmic,democrat,3.0,6.0,5.0,6.0,55.0,33.0,43.0,85.0,3.0,3.0
1266,algorithmic,republican,5.0,5.0,5.0,5.0,51.0,54.0,70.0,70.0,3.0,2.0
1267,control,democrat,2.0,6.0,5.0,7.0,63.0,57.0,53.0,93.0,3.0,3.0
1268,control,democrat,2.0,7.0,4.0,5.0,19.0,34.0,6.0,54.0,2.0,2.0
1269,control,democrat,6.0,6.0,7.0,7.0,72.0,59.0,82.0,81.0,4.0,4.0
1270,control,republican,6.0,6.0,5.0,5.0,69.0,67.0,73.0,71.0,4.0,4.0
1271,algorithmic,republican,4.0,5.0,5.0,5.0,47.0,67.0,54.0,69.0,3.0,3.0
1272,algorithmic,democrat,1.0,5.0,7.0,4.0,70.0,24.0,98.0,61.0,4.0,3.0
1273,control,democrat,3.0,5.0,6.0,4.0,46.0,61.0,36.0,56.0,3.0,2.0
1274,control,democrat,5.0,7.0,7.0,6.0,50.0,25.0,25.0,50.0,4.0,2.0
1275,algorithmic,democrat,3.0,6.0,5.0,6.0,58.0,14.0,17.0,68.0,3.0,3.0
1276,algorithmic,democrat,6.0,6.0,6.0,6.0,60.0,40.0,60.0,90.0,4.0,3.0
1277,algorithmic,democrat,4.0,7.0,7.0,7.0,51.0,73.0,72.0,52.0,3.0,4.0
1278,control,republican,2.0,6.0,6.0,4.0,35.0,90.0,80.0,35.0,4.0,3.0
1279,control,democrat,3.0,5.0,4.0,3.0,80.0,30.0,60.0,90.0,4.0,3.0
1280,control,democrat,5.0,5.0,4.0,6.0,25.0,91.0,100.0,84.0,4.0,4.0
1281,algorithmic,democrat,4.0,4.0,6.0,6.0,65.0,35.0,40.0,60.0,4.0,3.0
1282,algorithmic,republican,3.0,5.0,5.0,3.0,36.0,57.0,32.0,95.0,4.0,4.0
1284,control,democrat,1.0,7.0,5.0,5.0,80.0,36.0,33.0,81.0,3.0,5.0
1285,algorithmic,democrat,3.0,5.0,5.0,5.0,50.0,50.0,35.0,75.0,4.0,2.0
1286,control,democrat,5.0,7.0,5.0,5.0,42.0,25.0,41.0,55.0,2.0,1.0
1288,algorithmic,democrat,4.0,6.0,4.0,6.0,78.0,50.0,36.0,86.0,2.0,4.0
1289,control,democrat,5.0,6.0,5.0,6.0,60.0,30.0,35.0,90.0,4.0,1.0
1290,control,democrat,4.0,4.0,4.0,4.0,75.0,30.0,77.0,77.0,4.0,4.0
1291,algorithmic,democrat,3.0,6.0,6.0,5.0,40.0,20.0,30.0,90.0,4.0,4.0
1292,algorithmic,democrat,5.0,5.0,7.0,6.0,70.0,20.0,90.0,90.0,4.0,2.0
1293,algorithmic,democrat,5.0,7.0,7.0,5.0,27.0,76.0,63.0,82.0,4.0,1.0
1294,control,republican,5.0,5.0,4.0,7.0,70.0,66.0,71.0,84.0,3.0,4.0
1295,algorithmic,democrat,4.0,5.0,5.0,5.0,83.0,67.0,39.0,88.0,4.0,1.0
1296,control,democrat,5.0,5.0,5.0,5.0,58.0,39.0,33.0,85.0,4.0,2.0
1297,algorithmic,democrat,3.0,5.0,4.0,5.0,23.0,74.0,42.0,91.0,3.0,3.0
1298,algorithmic,democrat,6.0,6.0,6.0,6.0,70.0,73.0,39.0,93.0,4.0,2.0
1299,algorithmic,republican,2.0,5.0,5.0,2.0,68.0,75.0,69.0,81.0,4.0,4.0
1300,control,democrat,4.0,6.0,3.0,6.0,42.0,65.0,0.0,91.0,4.0,2.0
1301,algorithmic,democrat,2.0,3.0,3.0,2.0,63.0,35.0,95.0,97.0,4.0,4.0
1302,algorithmic,republican,4.0,6.0,6.0,4.0,42.0,70.0,5.0,85.0,1.0,1.0
1303,control,democrat,7.0,7.0,7.0,7.0,77.0,82.0,61.0,66.0,4.0,3.0
1304,control,republican,4.0,6.0,4.0,4.0,73.0,36.0,36.0,61.0,5.0,4.0
1305,algorithmic,republican,2.0,6.0,5.0,7.0,65.0,74.0,8.0,100.0,2.0,2.0
1306,algorithmic,democrat,5.0,7.0,7.0,6.0,40.0,75.0,42.0,89.0,3.0,2.0
1307,control,democrat,2.0,6.0,6.0,4.0,71.0,78.0,70.0,88.0,4.0,4.0
1308,control,democrat,4.0,7.0,6.0,6.0,60.0,61.0,50.0,64.0,3.0,3.0
1309,algorithmic,lean_democrat,7.0,7.0,7.0,4.0,50.0,41.0,30.0,40.0,4.0,4.0
1310,algorithmic,democrat,2.0,6.0,6.0,4.0,73.0,34.0,76.0,81.0,4.0,3.0
1311,algorithmic,republican,5.0,5.0,5.0,5.0,77.0,73.0,88.0,90.0,4.0,4.0
1312,algorithmic,republican,2.0,7.0,7.0,7.0,50.0,50.0,50.0,50.0,3.0,4.0
1313,control,democrat,2.0,6.0,4.0,3.0,77.0,38.0,23.0,75.0,5.0,4.0
1314,control,democrat,6.0,5.0,3.0,7.0,60.0,30.0,40.0,90.0,5.0,2.0
1316,control,republican,4.0,6.0,4.0,6.0,75.0,25.0,64.0,81.0,3.0,4.0
1317,control,republican,6.0,3.0,4.0,6.0,60.0,70.0,40.0,80.0,4.0,3.0
1318,algorithmic,democrat,5.0,5.0,4.0,6.0,34.0,68.0,40.0,81.0,3.0,1.0
1319,algorithmic,republican,4.0,4.0,4.0,4.0,50.0,50.0,50.0,50.0,3.0,3.0
1320,algorithmic,lean_republican,3.0,5.0,6.0,6.0,30.0,80.0,70.0,70.0,2.0,2.0
1321,algorithmic,democrat,7.0,7.0,7.0,7.0,71.0,95.0,90.0,97.0,3.0,1.0
1322,control,democrat,3.0,5.0,4.0,3.0,60.0,40.0,70.0,85.0,3.0,2.0
1323,control,democrat,3.0,6.0,2.0,6.0,25.0,20.0,25.0,75.0,4.0,1.0
1324,algorithmic,democrat,6.0,5.0,5.0,6.0,86.0,40.0,90.0,100.0,3.0,3.0
1325,algorithmic,democrat,5.0,6.0,5.0,7.0,82.0,67.0,64.0,91.0,3.0,1.0
1326,algorithmic,democrat,5.0,5.0,5.0,5.0,69.0,68.0,69.0,68.0,3.0,3.0
1327,control,democrat,5.0,5.0,6.0,6.0,67.0,45.0,73.0,73.0,3.0,3.0
1328,control,republican,1.0,3.0,4.0,7.0,75.0,100.0,32.0,66.0,3.0,3.0
1329,algorithmic,democrat,5.0,7.0,7.0,7.0,47.0,53.0,68.0,93.0,4.0,3.0
1330,algorithmic,republican,1.0,7.0,7.0,4.0,80.0,49.0,36.0,80.0,3.0,4.0
1331,control,democrat,3.0,3.0,6.0,4.0,31.0,41.0,65.0,56.0,4.0,4.0
1332,control,republican,5.0,6.0,6.0,6.0,36.0,38.0,71.0,70.0,4.0,4.0
1333,algorithmic,democrat,5.0,4.0,4.0,5.0,75.0,64.0,37.0,69.0,3.0,3.0
1334,control,democrat,5.0,5.0,4.0,7.0,57.0,43.0,24.0,99.0,4.0,3.0
1335,algorithmic,republican,3.0,7.0,6.0,6.0,40.0,76.0,50.0,94.0,3.0,2.0
1336,algorithmic,democrat,7.0,7.0,7.0,7.0,40.0,60.0,80.0,90.0,4.0,1.0
1337,control,democrat,4.0,7.0,5.0,7.0,50.0,50.0,10.0,80.0,1.0,1.0
1338,algorithmic,democrat,6.0,7.0,7.0,7.0,45.0,45.0,65.0,90.0,3.0,4.0
1339,control,democrat,4.0,6.0,5.0,4.0,66.0,70.0,50.0,82.0,3.0,2.0
1340,algorithmic,republican,5.0,6.0,5.0,5.0,75.0,80.0,70.0,74.0,3.0,4.0
1341,control,democrat,3.0,5.0,5.0,5.0,80.0,34.0,21.0,84.0,3.0,4.0
1342,control,democrat,5.0,4.0,6.0,7.0,73.0,67.0,69.0,95.0,4.0,4.0
1343,control,democrat,6.0,3.0,3.0,7.0,70.0,30.0,20.0,80.0,3.0,2.0
1344,algorithmic,democrat,5.0,7.0,6.0,5.0,55.0,44.0,30.0,87.0,3.0,3.0
1345,algorithmic,democrat,6.0,6.0,6.0,6.0,55.0,55.0,70.0,70.0,3.0,4.0
1346,control,republican,1.0,4.0,4.0,4.0,25.0,25.0,10.0,50.0,4.0,2.0
1347,control,republican,5.0,7.0,7.0,7.0,20.0,70.0,56.0,85.0,1.0,4.0
1348,algorithmic,democrat,2.0,2.0,3.0,2.0,30.0,30.0,89.0,65.0,1.0,1.0
1349,algorithmic,democrat,4.0,7.0,6.0,5.0,20.0,35.0,25.0,90.0,4.0,2.0
1350,control,republican,3.0,6.0,5.0,5.0,33.0,62.0,64.0,87.0,2.0,3.0
1351,control,democrat,6.0,6.0,6.0,6.0,50.0,51.0,15.0,90.0,4.0,3.0
1352,algorithmic,republican,5.0,5.0,6.0,5.0,59.0,67.0,27.0,82.0,2.0,3.0
1355,control,democrat,5.0,7.0,3.0,5.0,20.0,40.0,10.0,97.0,4.0,4.0
1356,control,democrat,3.0,7.0,5.0,6.0,47.0,52.0,9.0,90.0,4.0,2.0
1358,algorithmic,democrat,2.0,2.0,5.0,5.0,23.0,25.0,61.0,33.0,4.0,1.0
1359,algorithmic,democrat,6.0,7.0,4.0,7.0,62.0,99.0,37.0,74.0,4.0,1.0
1360,algorithmic,democrat,6.0,6.0,6.0,6.0,79.0,90.0,50.0,100.0,4.0,3.0
1361,algorithmic,democrat,6.0,7.0,6.0,7.0,41.0,58.0,60.0,88.0,4.0,2.0
1362,algorithmic,democrat,3.0,5.0,5.0,5.0,60.0,30.0,75.0,85.0,5.0,3.0
1363,control,republican,1.0,7.0,1.0,7.0,0.0,100.0,0.0,100.0,2.0,5.0
1364,control,democrat,5.0,6.0,5.0,6.0,54.0,63.0,64.0,76.0,4.0,3.0
1365,control,democrat,6.0,7.0,6.0,7.0,60.0,40.0,80.0,90.0,4.0,3.0
1366,control,democrat,4.0,4.0,4.0,4.0,81.0,81.0,81.0,100.0,1.0,2.0
1367,algorithmic,democrat,3.0,5.0,3.0,3.0,90.0,40.0,37.0,90.0,4.0,2.0
1368,control,democrat,6.0,6.0,6.0,5.0,75.0,79.0,88.0,85.0,4.0,4.0
1369,control,democrat,4.0,6.0,6.0,6.0,40.0,60.0,30.0,70.0,3.0,2.0
1370,control,republican,2.0,6.0,6.0,3.0,67.0,36.0,61.0,81.0,4.0,4.0
1371,algorithmic,democrat,6.0,4.0,3.0,4.0,68.0,20.0,84.0,100.0,1.0,2.0
1372,algorithmic,democrat,5.0,6.0,3.0,5.0,78.0,73.0,32.0,95.0,2.0,5.0
1373,algorithmic,democrat,5.0,7.0,5.0,6.0,55.0,46.0,36.0,82.0,4.0,1.0
1374,control,democrat,5.0,7.0,7.0,7.0,37.0,29.0,66.0,79.0,3.0,3.0
1375,algorithmic,republican,3.0,2.0,2.0,4.0,60.0,70.0,55.0,95.0,2.0,2.0
1376,control,republican,3.0,5.0,5.0,5.0,36.0,71.0,68.0,75.0,2.0,2.0
1377,control,democrat,1.0,7.0,7.0,7.0,58.0,83.0,67.0,76.0,5.0,4.0
1378,algorithmic,democrat,5.0,5.0,5.0,6.0,63.0,42.0,80.0,81.0,3.0,4.0
1379,control,democrat,5.0,5.0,6.0,5.0,80.0,28.0,63.0,67.0,2.0,1.0
1380,control,democrat,6.0,6.0,4.0,6.0,80.0,81.0,28.0,79.0,4.0,3.0
1381,algorithmic,republican,1.0,4.0,2.0,4.0,50.0,50.0,50.0,50.0,1.0,1.0
1382,control,republican,5.0,5.0,5.0,5.0,58.0,10.0,25.0,60.0,4.0,3.0
1383,control,democrat,3.0,6.0,4.0,4.0,82.0,18.0,79.0,94.0,5.0,4.0
1384,control,lean_democrat,3.0,3.0,2.0,3.0,68.0,32.0,52.0,62.0,4.0,3.0
1385,control,republican,5.0,7.0,7.0,7.0,65.0,31.0,50.0,88.0,3.0,2.0
1386,algorithmic,democrat,4.0,5.0,4.0,5.0,69.0,71.0,51.0,90.0,4.0,1.0
1387,algorithmic,republican,2.0,5.0,5.0,5.0,40.0,40.0,80.0,90.0,3.0,3.0
1388,algorithmic,democrat,7.0,7.0,7.0,7.0,50.0,50.0,1.0,95.0,5.0,5.0
1389,algorithmic,republican,7.0,6.0,6.0,7.0,45.0,55.0,31.0,82.0,3.0,4.0
1390,control,republican,2.0,5.0,4.0,4.0,31.0,32.0,61.0,42.0,3.0,3.0
1391,algorithmic,democrat,6.0,7.0,7.0,7.0,30.0,49.0,65.0,75.0,3.0,2.0
1392,algorithmic,republican,4.0,7.0,6.0,6.0,80.0,70.0,35.0,90.0,4.0,4.0
1393,algorithmic,democrat,6.0,7.0,6.0,7.0,90.0,39.0,95.0,96.0,5.0,3.0
1394,control,democrat,5.0,6.0,6.0,6.0,36.0,83.0,65.0,66.0,3.0,4.0
1395,control,democrat,5.0,5.0,5.0,5.0,60.0,63.0,40.0,60.0,3.0,3.0
1396,control,democrat,4.0,5.0,3.0,6.0,68.0,69.0,67.0,68.0,3.0,1.0
1397,control,lean_democrat,3.0,5.0,5.0,5.0,79.0,26.0,36.0,96.0,4.0,4.0
1398,control,democrat,5.0,7.0,7.0,7.0,71.0,88.0,68.0,94.0,4.0,2.0
1399,algorithmic,democrat,5.0,7.0,6.0,7.0,30.0,30.0,70.0,90.0,4.0,2.0
1400,algorithmic,democrat,5.0,7.0,7.0,7.0,67.0,79.0,40.0,91.0,1.0,3.0
1401,algorithmic,democrat,2.0,5.0,6.0,4.0,75.0,60.0,35.0,80.0,3.0,3.0
1402,algorithmic,democrat,4.0,4.0,4.0,4.0,50.0,50.0,50.0,50.0,3.0,3.0
1403,control,democrat,5.0,6.0,6.0,5.0,59.0,74.0,62.0,69.0,4.0,2.0
1404,control,democrat,5.0,6.0,2.0,7.0,72.0,49.0,19.0,94.0,4.0,4.0
1405,control,democrat,6.0,6.0,7.0,6.0,50.0,40.0,5.0,85.0,3.0,3.0
1406,algorithmic,democrat,4.0,3.0,3.0,2.0,40.0,66.0,38.0,89.0,3.0,3.0
1407,algorithmic,democrat,1.0,7.0,7.0,4.0,24.0,81.0,80.0,65.0,3.0,2.0
1408,algorithmic,republican,6.0,3.0,5.0,7.0,74.0,26.0,59.0,82.0,4.0,3.0
1409,control,republican,2.0,5.0,5.0,6.0,13.0,91.0,53.0,74.0,3.0,1.0
1410,algorithmic,democrat,5.0,7.0,7.0,5.0,70.0,55.0,1.0,75.0,3.0,2.0
1411,control,democrat,4.0,7.0,5.0,5.0,80.0,15.0,70.0,95.0,4.0,3.0
1412,control,republican,4.0,4.0,4.0,4.0,62.0,68.0,42.0,87.0,3.0,2.0
1413,control,democrat,6.0,7.0,7.0,6.0,45.0,35.0,74.0,94.0,5.0,4.0
1414,algorithmic,democrat,4.0,4.0,4.0,4.0,76.0,71.0,71.0,69.0,3.0,3.0
1415,control,democrat,3.0,4.0,6.0,7.0,66.0,20.0,58.0,80.0,4.0,4.0
1416,algorithmic,republican,3.0,7.0,5.0,2.0,35.0,94.0,81.0,100.0,2.0,3.0
1417,algorithmic,lean_democrat,5.0,7.0,7.0,7.0,40.0,62.0,20.0,92.0,5.0,3.0
1418,control,democrat,6.0,6.0,4.0,7.0,32.0,65.0,25.0,83.0,3.0,1.0
1419,algorithmic,republican,2.0,6.0,6.0,4.0,66.0,43.0,57.0,79.0,4.0,3.0
1420,control,democrat,6.0,6.0,7.0,7.0,70.0,40.0,46.0,75.0,5.0,4.0
1421,algorithmic,democrat,6.0,7.0,7.0,6.0,74.0,85.0,10.0,95.0,4.0,2.0
1422,control,republican,3.0,5.0,3.0,3.0,56.0,58.0,21.0,80.0,3.0,3.0
1423,control,republican,7.0,7.0,7.0,7.0,60.0,40.0,100.0,80.0,4.0,1.0
1424,algorithmic,democrat,4.0,5.0,5.0,4.0,79.0,68.0,83.0,89.0,2.0,2.0
1425,control,democrat,5.0,6.0,6.0,6.0,21.0,23.0,44.0,63.0,5.0,4.0
1426,algorithmic,democrat,3.0,5.0,6.0,4.0,75.0,70.0,50.0,95.0,1.0,3.0
1427,control,democrat,3.0,5.0,3.0,5.0,56.0,67.0,62.0,85.0,2.0,3.0
1428,algorithmic,republican,1.0,5.0,4.0,3.0,81.0,50.0,21.0,76.0,2.0,2.0
1429,algorithmic,democrat,3.0,6.0,6.0,5.0,40.0,70.0,30.0,90.0,3.0,2.0
1430,algorithmic,democrat,2.0,4.0,4.0,4.0,69.0,20.0,19.0,85.0,4.0,3.0
1431,control,republican,2.0,7.0,6.0,2.0,41.0,60.0,36.0,79.0,3.0,3.0
1432,control,democrat,3.0,6.0,6.0,5.0,65.0,35.0,15.0,85.0,4.0,3.0
1433,control,democrat,3.0,6.0,6.0,6.0,69.0,60.0,72.0,69.0,3.0,3.0
1434,algorithmic,democrat,4.0,7.0,7.0,6.0,27.0,41.0,19.0,90.0,3.0,2.0
1435,control,republican,5.0,5.0,5.0,5.0,84.0,25.0,65.0,94.0,3.0,3.0
1436,control,republican,3.0,6.0,7.0,7.0,30.0,60.0,20.0,83.0,3.0,2.0
1437,algorithmic,republican,1.0,7.0,6.0,6.0,89.0,96.0,64.0,64.0,3.0,4.0
1438,algorithmic,democrat,7.0,7.0,5.0,7.0,99.0,86.0,82.0,100.0,5.0,1.0
1439,algorithmic,republican,1.0,4.0,4.0,1.0,40.0,40.0,10.0,80.0,2.0,3.0
1440,control,democrat,7.0,7.0,7.0,7.0,50.0,40.0,70.0,80.0,4.0,2.0
1441,algorithmic,democrat,4.0,4.0,5.0,5.0,39.0,41.0,30.0,65.0,2.0,2.0
1442,control,democrat,3.0,6.0,4.0,4.0,64.0,22.0,62.0,74.0,3.0,4.0
1443,control,republican,3.0,6.0,5.0,5.0,70.0,30.0,75.0,90.0,5.0,1.0
1444,algorithmic,republican,4.0,6.0,3.0,6.0,9.0,75.0,5.0,82.0,2.0,1.0
1445,control,republican,4.0,5.0,4.0,4.0,50.0,25.0,45.0,50.0,2.0,1.0
1446,algorithmic,democrat,1.0,6.0,4.0,2.0,40.0,67.0,82.0,24.0,5.0,1.0
1447,algorithmic,republican,4.0,4.0,4.0,5.0,25.0,25.0,20.0,28.0,3.0,2.0
1448,control,republican,4.0,4.0,4.0,4.0,50.0,50.0,50.0,51.0,3.0,3.0
1449,control,democrat,5.0,5.0,5.0,7.0,38.0,59.0,24.0,73.0,4.0,2.0
1450,algorithmic,democrat,3.0,6.0,3.0,5.0,31.0,75.0,33.0,86.0,3.0,2.0
1451,control,democrat,4.0,4.0,5.0,3.0,85.0,78.0,33.0,95.0,4.0,4.0
1452,algorithmic,republican,3.0,6.0,3.0,5.0,85.0,33.0,76.0,93.0,4.0,4.0
1453,algorithmic,democrat,4.0,6.0,4.0,5.0,40.0,61.0,54.0,55.0,2.0,2.0
1454,algorithmic,democrat,3.0,6.0,4.0,4.0,70.0,44.0,24.0,86.0,2.0,1.0
1455,control,democrat,3.0,7.0,6.0,5.0,65.0,60.0,45.0,70.0,4.0,2.0
1456,algorithmic,democrat,4.0,6.0,5.0,5.0,75.0,25.0,35.0,93.0,4.0,4.0
1457,control,democrat,1.0,7.0,5.0,6.0,57.0,44.0,67.0,72.0,3.0,3.0
