dia_relativo_tc,dpco2_obs_uatm,dpco2_obs_std,dpco2_modelo_uatm,dpco2_modelo_std,viento_obs_ms,viento_obs_std,viento_modelo_ms,viento_modelo_std,fco2_positivo_obs,fco2_positivo_std,fco2_negativo_obs,fco2_negativo_std
-20.0,-5.347698475994584,4.222801860697291,-6.384867080300324,3.423976609578604,8.20765690867185,0.32103825314832574,7.522345390120957,0.30552044527735744,0.3726471192864861,0.5830345149179215,-3.412048398055855,1.0230352674158765
-19.0,-5.330714402787758,4.394737652167049,-5.867501210673974,3.48143132672073,7.893535514464377,0.533002075116101,8.11853221536103,0.569162575896978,2.34261847288136,1.4661287884809895,-3.774165276703762,1.0187354293789561
-18.0,-4.530297227504274,4.356521878832474,-5.786526329103612,3.507033811511618,6.471207287863164,0.31998613847132834,6.339320092646954,0.32549119139192,0.1745702142577739,0.5441721895382706,-2.865355893220933,1.0146206114796803
-17.0,-4.859737338727123,4.265948703649684,-4.858397562198983,3.4722875048721864,6.565869704477882,0.3210506671597894,6.577711697335387,0.3306448838396069,0.5043631075941616,0.40042363391698677,-3.0210298836183296,1.0942380461428076
-16.0,-2.7416816467103065,4.543365016428003,-3.979623922242379,3.476218149493914,6.419292166104736,0.34304551585718035,6.204371320076509,0.3455251666499007,0.32592117456240477,0.4408294200655013,-3.1578025928412217,1.4488367528938462
-15.0,-3.0884021152634347,4.5516470875255095,-3.473936975913839,3.4860799079043403,7.285108408843324,0.37657133590534,7.100634361112348,0.3453871794450157,0.5266486466686663,0.5747958516338396,-3.945046767577328,1.1254090333423001
-14.0,-4.76904429682341,4.110163214440061,-4.087752888691559,3.2920009535501453,7.227867656351545,0.4349073877592267,7.157129190785966,0.44912544884293526,0.7030854597502407,0.5111990755199042,-3.787782361304687,1.2020784064769543
-13.0,-5.204681029661985,4.281408769263741,-4.668726216183478,3.256557803801893,7.646308664189088,0.5533007913476345,7.194597433368155,0.4879354656113006,0.4655229406378551,0.46800236271413886,-3.358812847984553,0.9557779560977764
-12.0,-4.540932512946431,4.401498501997619,-4.660371472750359,3.208711492601845,7.33832220774153,0.55327765871746,6.434061284045582,0.40822790670325937,0.19107283303437922,0.4476619180814664,-4.278312579344804,1.1051628111521434
-11.0,-5.854120653591972,4.152312959639652,-4.216957545602073,3.163850132691475,7.814973662622337,0.5595812907260626,7.819905356586518,0.5753635257965467,3.0452431968139755,1.7594003713456448,-3.6517562255791147,0.9843658148754252
-10.0,-6.404881530799775,3.978127832835292,-4.256282962503851,3.1436888363488698,8.165333300760485,0.4189634065570029,8.346633391774706,0.4904507105989947,0.8364361175800641,0.8000664720241298,-4.882083404621723,1.3233116640667943
-9.0,-5.196362232371065,3.987822482817132,-4.92021222380402,3.1168511308258613,6.981106671112007,0.3066816910815484,6.829490880392218,0.24074994698264088,0.18929016558851927,0.5002545878167013,-3.189005755488417,0.8722123417602786
-8.0,-5.5248903443943655,4.1341915446714825,-4.529389350856921,3.198592935459702,6.942297369528474,0.4111377729276925,6.727205367369182,0.44853690156636994,0.36968077224404694,0.6409517714372801,-5.286228941779038,1.457160323059762
-7.0,-5.725033609898842,4.132436638960484,-3.892982228776098,3.1563007335136812,7.521836777976378,0.5512689764628614,7.246888257262124,0.43143947754953105,0.4646005283894534,0.4192154042090436,-5.632161812011056,1.3451277265774244
