dpco2_uatm,prob_actual,prob_cmip_low,prob_cmip_high
-80.24922118380061,7.804238197417185e-05,9.440148956147895e-05,0.0017114974857056914
-79.74766355140187,7.904348336034361e-05,0.00010303009402783937,0.0017515265671319497
-79.24610591900311,8.378783340785559e-05,0.00011604563771634154,0.0017927603921909306
-78.74454828660436,8.81404481303391e-05,0.00012103385713041541,0.0018518227513377092
-78.24299065420561,8.535477470794814e-05,0.00012814442538565038,0.0018893192578007968
-77.74143302180686,9.049086008048403e-05,0.00013461799736599902,0.0019270391790453748
-77.2398753894081,9.545284086411538e-05,0.00015271823157209872,0.00198320551053992
-76.73831775700936,9.832556658095605e-05,0.0001617665013406774,0.00202780185431686
-76.23676012461058,9.266716744172443e-05,0.00018390595481709076,0.0020944601130012297
-75.73520249221184,9.645394225028713e-05,0.0001971729390451286,0.002153855694449288
-75.23364485981308,0.00010407101801464037,0.00021447216208818026,0.002212280691801759
-74.73208722741433,0.00010820600200099902,0.00023699668949650121,0.0022908390839964763
-74.23052959501558,0.00010907652494549618,0.00025149285163745015,0.0023161978855042475
-73.72897196261682,0.00010999057403722133,0.000265775983500873,0.0023792852514808675
-73.22741433021807,0.0001132985612263075,0.00027599229211092103,0.002427882513574894
-72.72585669781932,0.00011638891767927247,0.0002795138422447855,0.0025007531973934333
-72.22429906542055,0.00011577955161812446,0.0002847714379738166,0.0025658778787125236
-71.72274143302181,0.00012139442461013123,0.00028937659725925626,0.0026161367055791453
-71.22118380062305,0.00012252610443798105,0.0003101704901030994,0.002653542135613895
-70.7196261682243,0.00012357073197137418,0.0003246477225220779,0.0027066859847853972
-70.21806853582555,0.00012927265725783067,0.00033902503070439667,0.002774094830817775
-69.7165109034268,0.00013031728479123098,0.000342309577902379,0.002821175840518586
-69.21495327102804,0.00013284180133026912,0.0003549007124613683,0.002875423188160688
-68.7133956386293,0.00013588863163600923,0.0003718674742923974,0.0029170592332411244
-68.21183800623052,0.00014450680878653127,0.00038347799637663914,0.002967733779664214
-67.71028037383178,0.00014768421753394597,0.00041581340215133205,0.003063398543666365
-67.20872274143302,0.00014964289415906885,0.0004446726802794021,0.0031301600141978724
-66.70716510903426,0.00014990405104241375,0.0004649049983884317,0.003173594992688305
-66.20560747663552,0.00015765170524843864,0.00048114093102402086,0.0032304664155175244
-65.70404984423676,0.00016248310759040257,0.0005017842166034189,0.003287394654561999
