sample_id,country,location,admin1_name,latitude,longitude,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,data_qc_pass
I4_69_9,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_10,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_11,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_2,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_3,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_4,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_5,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_6,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_7,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_70_9,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_71_1,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_71_2,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_71_4,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_71_5,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
Jiga_I_01,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Jiga_I_02,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Jiga_I_03,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Jiga_I_04,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Jiga_I_05,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Jiga_I_07,Ethiopia,Jiga,Amhara,10.4019152,37.2224323,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_01,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_02,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_03,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_04,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_06,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_07,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_08,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_09,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_10,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_11,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_12,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_13,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_14,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_15,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_16,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_17,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_18,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_19,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Kebr_I_20,Ethiopia,KebriDehar,Somali,6.732545,44.238128,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_03,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_07,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_08,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_11,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_16,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_25,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_26,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_28,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_A_31,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_01,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_02,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_04,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_05,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_07,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_08,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_09,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_10,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_25,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_29,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Modj_I_31,Ethiopia,Modjo,Oromia,8.598811,39.119852,Western Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
MuzSud233,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud234,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud236,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud237,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud238,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud239,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud240,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud241,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud243,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud244,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud245,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud246,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud247,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud248,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud249,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
MuzSud250,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
PMJDE2,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
PMJDE4,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
PMJDF4,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
PMJDG2,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
PMJDG4,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
PMJDH2,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
PMJDH3,Pakistan,Azakhel,KhyberPakhtunkhwa,34.1718,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
Plate1_A2,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_A4,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_B3,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_D2,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_D3,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_E12,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,15/08/2022,1.0
Plate1_E2,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_G12,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,16/08/2022,1.0
Plate1_G2,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate1_H10,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,12/08/2022,1.0
Plate1_H12,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,17/08/2022,1.0
Plate1_H2,Sudan,Wafara,WhiteNile,13.012012,31.867825,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
Plate2_A10,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,13/08/2022,1.0
Plate2_A3,Sudan,Galalabat,Gedarif,12.9858162,35.844346,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,1.0
Plate2_A6,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,1.0
Plate2_A9,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_B1,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,18/08/2022,1.0
Plate2_B11,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_B4,Sudan,Galalabat,Gedarif,12.9858162,35.844346,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,1.0
Plate2_B5,Sudan,Galalabat,Gedarif,12.9858162,35.844346,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,1.0
Plate2_B6,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,1.0
Plate2_B8,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_C2,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,19/08/2022,1.0
Plate2_D2,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,20/08/2022,1.0
Plate2_D8,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_E12,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_E2,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,21/08/2022,1.0
Plate2_E7,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_F12,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_F2,Sudan,Haiya,RedSea,18.3349676,36.3892839,Sudan,SUD,Horn of Africa & Yemen,Prokopack,22/08/2022,1.0
Plate2_F8,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_G11,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
Plate2_G4,Sudan,Galalabat,Gedarif,12.9858162,35.844346,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,1.0
Plate2_H5,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,1.0
Plate2_H9,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,14/08/2022,1.0
QAzCPak030,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
QAzCPak062,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
QNagPak004,Pakistan,Naguman,KhyberPakhtunkhwa,34.12472786,71.6084575,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
QNagPak012,Pakistan,Naguman,KhyberPakhtunkhwa,34.12472786,71.6084575,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
QNagpak028,Pakistan,Naguman,KhyberPakhtunkhwa,34.12472786,71.6084575,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
R1,SaudiArabia,Riyadh,Riyadh,24.58742,46.717158,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,26/11/2023,1.0
R11B,SaudiArabia,Riyadh,Riyadh,24.521563,46.722447,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,26/11/2023,1.0
R16,SaudiArabia,Riyadh,Riyadh,24.62364,46.59505,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,03/12/2023,1.0
R17B,SaudiArabia,Riyadh,Riyadh,24.64376,46.67058,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,03/12/2023,1.0
R17,SaudiArabia,Riyadh,Riyadh,24.64376,46.67058,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,03/12/2023,1.0
R17D,SaudiArabia,Riyadh,Riyadh,24.64376,46.67058,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,03/12/2023,1.0
R17E,SaudiArabia,Riyadh,Riyadh,24.64376,46.67058,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,03/12/2023,1.0
R17F,SaudiArabia,Riyadh,Riyadh,24.64376,46.67058,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,03/12/2023,1.0
R1C,SaudiArabia,Riyadh,Riyadh,24.566438,46.577957,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,18/11/2023,1.0
R1D,SaudiArabia,Riyadh,Riyadh,24.566438,46.577957,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,18/11/2023,1.0
R1E,SaudiArabia,Riyadh,Riyadh,24.566438,46.577957,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,18/11/2023,1.0
R20,SaudiArabia,Riyadh,Riyadh,24.62072,46.59143,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,05/12/2023,1.0
R20B,SaudiArabia,Riyadh,Riyadh,24.62072,46.59143,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,05/12/2023,1.0
R21,SaudiArabia,Riyadh,Riyadh,24.61955,46.54148,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,05/12/2023,1.0
R22,SaudiArabia,Riyadh,Riyadh,24.62288,46.5962,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,11/12/2023,1.0
R3,SaudiArabia,Riyadh,Riyadh,24.652454,46.560015,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,18/11/2023,1.0
R3D,SaudiArabia,Riyadh,Riyadh,24.652454,46.560015,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,18/11/2023,1.0
R3E,SaudiArabia,Riyadh,Riyadh,24.652454,46.560015,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,18/11/2023,1.0
R4,SaudiArabia,Riyadh,Riyadh,24.65902,46.604225,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,20/11/2023,1.0
R5,SaudiArabia,Riyadh,Riyadh,24.55019,46.538182,Saudia Arabia Riyadh,SAR,KSA & Iran,blackhole,20/11/2023,1.0
SRR15257906,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257908,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257909,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257910,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257912,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257913,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257914,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15257915,India,Bengaluru,Karnataka,12.971599,77.5946,India Bengaluru,INB,Asia,,13/09/2021,1.0
SRR15293886,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
SRR15293887,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
SRR15293888,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
SRR15293889,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
SRR15293892,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
SRR15293893,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
SRR15293894,India,Mangaluru,Karnataka,12.87931228,74.84650985,India Mangaluru,INM,Asia,,13/09/2021,1.0
Yem001,Yemen,AdenCity,Aden,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/01/2021,1.0
Yem002,Yemen,AdenCity,Aden,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/01/2021,1.0
Yem006,Yemen,AdenCity,Aden,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/01/2021,1.0
Yem008,Yemen,AdenCity,Aden,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/01/2021,1.0
Yem011,Yemen,AdenCity,Aden,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/01/2021,1.0
Yem012,Yemen,AdenCity,Aden,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/01/2021,1.0
Yeme_A_01,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_02,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_03,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_04,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_05,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_06,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_08,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_09,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_10,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_11,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_12,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_13,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_14,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_15,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_17,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
Yeme_A_19,Yemen,AdenCity,AdenCity,12.79,45.02,Yemen,YEM,Horn of Africa & Yemen,CDC,01/07/2022,1.0
