gene_name,Ribo_mut_rep1,Ribo_mut_rep2,Ribo_mut_rep3,Ribo_wt_rep1,Ribo_wt_rep2,Ribo_wt_rep3,RNA_mut_rep1,RNA_mut_rep2,RNA_mut_rep3,RNA_wt_rep1,RNA_wt_rep2,RNA_wt_rep3
Mapre3,632.08321041,571.68376136,669.4961621,657.17262297,581.31553412,619.22160547,125.97614549,126.17493192,127.12812938,129.29583856,117.56807511,140.03724715
Mapt,118.23947708,110.94850805,136.48865223,131.27889146,113.84864086,109.10874211,101.62556694,99.2930957,98.09852129,98.72866674,88.69511674,97.8330769
Marchf1,9.9532969,13.55717529,11.44784852,10.9554735,13.81920806,11.46298006,1.81290307,1.82627661,1.7461244,1.76479448,2.21804848,1.43164448
Marchf11,1.93220849,2.87669406,1.58765782,2.64517215,2.24070436,1.82130783,3.65578286,3.10539707,2.99311857,3.68606844,3.65807572,4.14692924
Marchf2,4.59748393,4.53345982,4.17471399,3.68228457,5.59828751,5.45290256,29.08037286,32.06803085,30.13474679,33.56704901,32.41353212,34.00422009
Marchf3,1.20831936,1.25605933,1.2052124,1.37077664,0.9581447,0.71828396,1.52468029,1.43022839,1.69373623,1.9944862,1.62797394,1.36466443
Marchf4,1.25385237,0.94597907,0.84488638,1.07451421,0.903864,0.77218102,7.73095189,6.93488155,7.17618783,7.7839854,6.7897027,5.51904141
Marchf5,83.74107888,94.03681614,84.08158272,81.93155354,96.80430339,96.54960081,35.06967892,36.04765067,35.4895971,33.93273498,34.43481113,34.74370404
Marchf6,107.0317336,93.37443824,94.66117376,110.42661834,98.32000434,93.0795259,29.74368499,29.52637746,29.97798971,27.2315947,32.77530955,24.65441837
Marchf7,20.96207742,22.72411973,18.99054986,15.36829024,19.94865053,21.42535487,2.86573932,3.08348749,2.58621314,2.6314008,3.53129275,2.67242924
Marchf8,2.33286332,2.08888739,2.13785572,2.26032371,2.25521453,2.08415961,9.29304798,8.93139544,8.82684079,9.83757984,9.63394048,8.28050947
Marchf9,5.05659146,3.02924899,5.17054476,4.54029183,3.40741614,3.18270134,10.94306083,10.54728922,10.73639615,10.20368847,10.28499579,11.35904601
Marcks,81.40622909,21.95537681,68.68298792,71.35456436,25.83562732,24.51052017,47.48637254,44.22842292,41.78350407,44.97427215,40.60552719,45.70979808
Marcksl1,27.942836,14.81441781,30.90096423,29.02361015,18.54709866,20.07579498,56.8695467,57.33767336,56.25760732,67.81025635,56.46701358,78.84013283
Marf1,2.66804149,3.90754163,3.28357658,2.65899714,3.61098246,3.08305798,11.18218413,12.61299569,11.24176762,11.47094238,12.63847027,9.9434609
Mark1,17.49520436,17.8789507,18.23708531,17.29103083,15.20359853,15.8890336,25.70192203,25.12031406,25.08785181,24.38629076,24.02679127,22.31576304
Mark2,31.77605647,30.41017349,30.69807368,30.01702954,29.30554658,29.85057058,29.47755081,29.00260564,29.7474145,31.88339494,26.3625861,28.47580751
Mark3,16.11904432,16.85047979,16.61394461,14.73905824,14.78140947,14.02704683,19.48112968,19.08598613,19.04718064,18.78614908,16.97694738,17.20173054
Mark4,17.51605736,15.66824688,16.30435796,16.21184771,15.80736327,14.37347873,32.9861429,32.83275457,33.479502,30.80609619,30.63529663,31.2085562
Mars1,19.43895371,18.47173105,20.15299787,13.3689338,13.029372,12.73468718,24.25845415,23.88906006,24.75159504,15.89659572,15.48678896,15.57081441
Marveld1,1.01422438,0.57523384,0.87966652,0.81674236,0.47681966,0.64762114,1.78707843,2.07479355,2.20991428,2.3389429,2.11012888,2.34948979
Mas1,4.15513143,2.81023856,3.61895519,3.36698896,2.68896946,3.17006988,4.89991479,5.1680519,5.3676234,5.29735921,4.94367885,5.54465045
Masp1,2.11138811,2.46677406,2.02254345,1.64286856,2.80085897,2.3214626,1.27700942,1.25494442,1.25347767,1.25064405,1.42233529,1.19781202
Mast1,25.1137372,20.75400493,23.88564701,22.27585498,19.21276682,20.04309979,26.37699397,26.80676388,27.97638324,24.58177826,23.20076123,23.53550022
Mast2,4.36121967,5.22716664,5.56899727,4.99007474,5.05871825,3.78014746,20.18156371,21.6777423,21.80809771,21.10970849,20.08459183,16.56201342
Mast3,56.73729842,42.36113152,51.83982303,58.69396594,38.87871097,38.5359788,71.73790919,70.82158026,72.40877739,76.46720553,63.59255854,59.23777383
Mast4,4.08888316,4.53680247,4.54831281,4.412997,4.14631631,3.86031714,4.03177048,3.82734868,4.01935943,3.63100976,3.42917765,2.45982928
Mat2a,156.45981169,164.2902714,147.18279986,138.0579207,143.68310251,151.41344813,40.3953969,43.7862625,41.16924164,41.04276833,42.50697671,42.96852502
Mat2b,113.05396596,116.03797348,113.35964623,98.65199327,120.57815566,137.17747993,66.94236575,72.67021861,68.42842195,64.13930025,69.19383488,73.34309337
Matk,46.31627815,47.56718878,45.00605113,41.37106102,44.6870893,43.11187563,36.66317307,37.55334115,38.45302597,37.32836641,36.4297402,46.30339209
Matn2,11.90142049,9.18774052,10.01664631,11.01426483,10.43140824,9.8961348,4.91477534,4.44424239,4.34028717,4.58825601,5.49444526,4.5069442
Matn4,2.84815372,1.72155984,1.9720827,2.27381072,2.38058891,1.72570679,2.18024256,2.0006437,2.06109712,2.60584755,2.46738198,2.29200567
Matr3,249.56981726,309.09771252,257.36250832,232.94848259,273.34423069,288.20654122,12.35634636,13.06694447,12.11457392,10.96870727,17.03194794,12.49536381
Mau2,20.8980377,22.41447825,23.24112377,21.53264249,19.31470002,22.0726191,11.35229401,11.27024537,11.58531122,11.09620136,10.55277162,9.60352613
Mavs,3.30357869,2.97888954,3.72425231,3.36954838,3.2813518,3.31116499,1.95347155,2.09104851,2.34577972,2.3493249,1.61268008,2.18632119
Max,21.58876426,23.77930952,22.96680168,22.77341486,26.62489904,22.96382954,27.72169721,27.63101408,27.43403875,29.76981524,26.38461997,30.6880815
Maz,11.58690208,12.48600946,13.24167093,11.52152322,11.84597637,10.11285315,63.66574364,61.24355003,63.74123822,64.51545269,57.41264857,63.86457079
Mb21d2,16.71803156,11.68487585,15.21122961,13.02704061,9.4658394,11.72449998,17.58261274,16.88857252,17.26601212,16.55544678,16.37894492,17.07330751
Mbd1,11.94344066,10.85285662,11.37816882,10.87331,9.83593945,9.92502702,7.84789165,7.48026155,7.62841727,7.60085453,7.2025748,6.37829605
Mbd2,8.70819747,11.65212382,9.41471879,9.84518951,11.15551191,10.78372794,17.7881639,17.33721574,17.94952484,18.18155307,17.30828033,16.4819347
Mbd3,29.45722046,27.31933344,30.22368398,31.60278891,26.06969812,27.54298408,72.3345434,71.44616571,72.18227715,71.17050367,65.1913301,74.57797293
Mbd4,5.72351488,4.12535946,4.68838481,4.76271165,3.9066565,4.25412907,1.43820306,1.4742089,1.22820892,1.24330054,1.42949827,1.09578778
Mbd5,2.79477254,2.6249601,2.35926431,2.56448383,2.33937459,2.56308116,4.83042421,4.92710435,5.02612705,4.21334567,5.60032622,3.34130223
Mbip,7.56065207,9.47495917,7.70256474,5.92138209,9.00826663,8.20590626,2.0155814,1.98471324,2.0161274,2.25642469,2.32424981,1.80104395
Mblac1,5.14461642,2.75632882,4.25943789,3.1852952,2.88210995,2.91943497,3.62563218,3.2236029,3.2021726,2.842991,3.17310842,4.00689881
Mblac2,26.52606223,20.97882956,22.75789885,25.19971037,23.66524091,25.46935333,3.44737806,3.85753968,3.29354608,3.99729106,4.45322718,3.62875129
Mbnl1,31.84223585,38.56619338,37.19808777,33.18342526,33.33875382,28.21176451,5.10630511,5.07887135,4.58789258,5.39059581,5.93856265,4.4719297
Mbnl2,103.46391012,118.67942217,111.73899809,110.28497449,112.47064028,96.57416522,14.27384862,13.6278707,13.58099633,12.22542039,19.14468982,10.97201985
Mboat2,13.81109025,13.8948011,13.77247929,11.95663692,18.16756262,16.72748464,5.31258652,5.19942502,5.29981427,4.79863757,5.80629834,4.44801278
Mboat7,29.47725662,22.02681421,24.50759131,31.16595791,23.80476886,20.80741523,45.57056038,42.98374814,46.02449986,45.35061758,46.30768853,46.45124569
Mbp,149.5750101,106.9351252,185.47509862,182.5318278,173.77440081,107.38320366,310.38368537,306.1409769,357.16217464,415.91553571,454.12502859,371.0169176
Mbtd1,2.63449946,3.04864834,2.98272002,2.32732803,2.79180929,3.02262234,1.36668022,1.32905177,1.05033487,1.14513803,1.44307934,1.18383011
Mbtps1,2.84178812,2.98822509,3.22082728,2.7396936,2.4792811,2.26768438,15.31870014,14.67950603,16.22605161,15.23940949,16.86431712,14.02528151
Mcam,4.14308965,2.87457463,3.81398151,4.8262776,4.51845032,3.71109385,4.29201889,3.26420925,4.01538024,4.74278829,4.32107587,4.2123325
Mcat,6.6283592,4.47067375,5.60960116,4.91071688,4.27140544,4.86030703,10.33074215,10.5361942,10.50536489,9.01824392,8.8892635,12.16785913
Mcc,3.23267551,3.52037095,4.53344599,3.35466348,3.47071522,3.265566,0.93434774,1.14604238,0.95276125,1.0257735,1.06773994,0.92644403
Mccc1,7.33086344,7.61483824,7.5958772,6.49207797,7.36453942,7.2867042,4.53123674,4.87744539,4.36513385,4.34574673,4.25842025,4.41271032
Mccc2,8.06735276,7.85285986,9.4413928,6.89148086,7.41403846,7.24981352,6.85491493,7.22290729,6.89334731,5.39688048,6.54632311,7.95526104
Mcee,40.59311753,38.09317401,38.92931727,36.40161372,39.21215713,40.58977108,19.12743065,20.61762215,18.77044527,21.76768221,18.9751493,26.93239339
Mcf2l,14.64378969,14.1391431,15.1817103,15.73215513,11.78430571,11.39441818,18.52260364,17.3988262,17.76014952,19.6782655,15.74274612,12.94866164
Mcfd2,48.24421937,44.08960547,53.08061267,45.26207135,51.90149342,45.50077119,21.51281628,22.20612285,22.97031818,23.32317561,23.09203421,24.11075834
Mchr1,7.04426292,4.15277397,6.7132445,6.4633391,5.18736688,4.83546662,9.25266396,8.27224854,9.03340224,10.36017316,9.21049191,9.642615
Mcl1,44.28053701,27.20838744,36.97946247,45.39488466,34.50278551,32.5192755,21.22642873,20.46450698,19.19153647,22.44866122,22.07172179,21.45653409
Mcm2,1.68717432,1.73499743,1.46875405,1.57816283,1.46681319,1.58904861,1.58615436,1.21202292,1.37614692,1.4656535,1.39042385,1.43227626
Mcm3ap,7.99577149,8.02578099,7.47988885,7.65335633,6.10890129,6.29389786,8.26823909,8.8313289,8.98637645,7.95358231,7.20656688,6.28917028
Mcm4,5.87687051,6.37889671,6.25428572,6.00234653,6.40916345,6.33598816,1.45822345,1.64385429,1.78540409,1.54201795,1.6399368,1.60533192
Mcm5,4.13393178,3.7448897,4.0005457,3.81868723,3.2133104,3.35101456,2.38836019,2.11318597,2.34110622,1.84330461,2.07370183,1.98334036
Mcm6,4.13511286,4.3835338,3.30272029,2.85263663,3.0818096,3.81234327,2.2478997,2.16782336,1.90415516,1.88382382,1.50618309,1.93981775
Mcm7,7.23590299,7.0289381,5.76220153,5.61544402,6.09958305,5.96222634,4.14437406,4.08109453,4.32104779,3.95601179,3.70225153,3.69408955
Mcmbp,12.39823982,11.61627935,12.15274743,11.23865429,10.49448185,10.34812535,4.53057172,4.59777132,4.28892228,4.60254808,3.84184529,3.65142106
Mcoln1,23.38825859,19.73604043,22.71179585,24.39894791,20.73451523,17.67733408,20.64311846,19.12113377,19.89593678,20.75322759,20.5561069,20.555229
Mcph1,3.79446046,4.09696849,4.04262937,3.66075238,3.79717625,3.63818964,2.01257564,2.08237228,1.94359745,1.76298802,1.91507225,1.64710802
Mcrip1,21.4526005,19.27767086,21.94819936,25.08732495,22.51951138,20.97121858,56.52189479,56.82452592,56.60984641,58.42743232,51.54479678,67.5780144
Mcrip2,8.29237303,6.64421884,8.35611303,7.72354186,7.07706994,7.36575665,9.05193795,8.05189513,9.89964338,10.69231689,7.99686212,10.12759221
Mcrs1,23.52624442,24.7834848,24.30984302,15.10997384,23.63328597,26.02906359,43.42402981,42.67943064,43.59022118,41.27209044,40.10930454,46.89466117
Mctp1,13.07009552,14.07860192,14.0503751,14.43955017,13.06975962,12.81750993,2.91241115,2.80173902,2.99329198,2.68396796,4.65376925,2.63745209
Mcts1,61.38262333,59.70382067,47.00746588,69.02639698,71.99557686,66.01363905,26.42754223,28.35728672,24.09906747,27.60082542,28.79504162,30.56433521
Mcts2,19.35070337,30.96899391,22.88404883,22.91770081,27.10850762,27.71452466,6.79511438,6.52283092,5.94658023,5.81945575,6.92443811,7.77383869
Mcu,24.30821836,19.47990072,23.61684988,24.6774864,19.42978984,19.3084407,12.41789263,11.68780327,12.1537509,11.88457683,10.7009706,12.18437503
Mcur1,5.91775291,5.90711174,6.3549423,6.23047477,6.6016451,6.18427994,3.49031121,3.95966393,3.8304381,3.9371656,4.20217791,3.88575738
Mdc1,3.50193433,3.57989662,3.5919197,3.70874628,2.6150587,3.39103804,2.42378495,2.46624251,2.45015943,2.20877502,1.99262975,1.65906287
Mdga1,1.45118271,1.25505565,1.63306512,2.10125534,1.28885799,1.32327782,3.08184251,2.78169056,2.91948558,3.94134297,2.83475824,2.43505956
Mdh1,1502.24809025,1332.77474139,1329.65526491,1472.65302955,1465.34737687,1513.54942266,314.8776476,312.09944055,311.45684925,325.0847204,311.58179346,359.76211924
Mdh2,346.95215085,319.3343221,332.02637929,364.757137,340.66078213,332.70805896,210.1803326,214.9024143,222.36025847,217.44170393,201.03839324,244.32584354
Mdk,5.71380802,3.99297959,6.57040951,6.65210584,5.41342491,4.49069814,3.96711305,3.92526255,4.17175475,4.37777789,4.54000115,5.57169204
Mdm2,9.19173467,9.11540198,8.0230122,9.54188429,9.53833941,9.1988635,10.98933627,10.02977316,9.42334647,10.82621577,10.45896129,9.8476394
Mdm4,8.67295213,10.5365325,8.97469183,8.9001629,9.45132314,9.96699671,3.50362265,3.65420893,3.62720897,3.56791107,4.28483059,2.88932786
Mdn1,3.74856763,4.7023823,3.92706789,3.9240014,3.24544444,3.41638769,1.26833901,1.38251261,1.39120364,1.06226106,1.49346715,0.73471921
Mdp1,91.23689923,82.15777341,60.00419993,56.19929915,91.07891269,105.72653371,26.52077816,24.7914203,26.1442297,23.30835745,23.22937483,29.29486128
Me1,24.10312435,23.3195583,23.63343247,23.26390117,22.53950666,23.44934257,13.33709048,14.50384181,13.78364009,15.01058522,14.31464244,14.90267071
Me2,17.07529331,19.68945004,15.64754887,18.14953793,18.79639264,18.51726026,7.35638009,7.21600102,6.85698582,7.43866747,7.01891898,5.92497975
Me3,31.46493564,32.87069199,33.22223807,29.22128658,28.74347725,26.90097397,8.65876387,8.16628821,9.42018498,8.03248383,8.22410712,8.26208986
Mea1,75.93907401,72.60149578,86.31314357,84.29341185,71.52512877,66.81441191,63.38421191,58.84674108,59.01353614,61.15331738,53.16594982,65.25998598
Meaf6,47.99513713,42.03026955,51.23044709,44.07728796,49.9816275,44.12979093,26.56020213,26.70939489,26.77202201,24.80934195,24.38128075,26.09323939
Meak7,3.83641396,3.12783401,3.35662225,3.83331578,2.75342441,3.03602842,4.46455534,4.18452841,4.12712982,4.35615973,3.46661341,4.2206525
Mecp2,17.33900907,19.82466342,18.55346995,18.12309192,17.09511542,15.62226235,9.69180906,10.43638144,9.50236877,9.53587334,9.61338809,7.02687294
Mecr,10.87325881,9.3165965,11.02838883,11.6274412,10.24881787,9.98593204,7.95389501,8.18449949,8.67650102,8.62185547,8.03001452,9.32265995
Med1,6.79602643,7.77307943,7.04805117,6.17594618,6.92563339,6.15813892,4.71950371,4.5826238,4.52419504,4.13640823,4.41387418,3.42988582
Med10,26.79847986,36.52206186,27.01093669,33.12490807,34.08138642,33.49806728,23.65503606,22.97209105,21.84409377,24.67614962,23.2747233,28.41872703
Med11,18.20671031,14.31381667,18.09162501,20.05240919,20.20260655,19.19028446,7.92615126,6.78176701,7.5531886,8.92776771,6.53987981,9.49291809
Med12,3.13076593,3.27487505,2.99660115,3.43121255,2.75924286,2.62544773,2.00577413,2.33937866,2.37877847,2.16953394,2.03880566,1.22938175
Med12l,3.79267919,4.03066982,3.85345744,3.7488586,3.49319866,3.7119141,1.52013418,1.46056206,1.44664212,1.40369896,1.67067414,1.12002431
Med13,4.97744684,5.18425527,4.54349421,4.63241826,5.00906517,5.73164301,1.26834885,1.43881517,1.31638522,1.16046989,1.79644061,1.15902449
Med13l,5.23981122,5.35555161,5.46870526,5.48709399,4.84252627,4.79721216,7.10260866,7.32915757,7.49296016,6.39017813,6.37069877,4.53578927
Med14,11.09406831,12.52419016,11.23962661,9.87491858,11.03948553,10.44165517,7.67827476,7.49962248,7.60953896,6.45474661,7.45423608,4.79421793
Med15,15.25824387,15.94007562,16.2341548,15.04780594,15.13003103,15.12669654,19.75143055,19.25884604,21.17440797,19.49469096,17.34037749,16.87663089
Med16,13.92804329,11.33388353,13.52571478,12.28310715,10.86422033,10.7877742,21.71279565,24.07842822,24.66810729,22.06301161,21.96270721,22.420969
Med17,15.687982,14.85961759,16.01263734,14.52833871,14.59361588,15.79256169,6.73005815,6.69737794,7.45232838,6.50769007,6.34083679,6.64699997
Med18,3.74463372,3.62170254,3.93158434,2.99185622,3.5727253,3.36338032,2.35252351,2.27337293,2.26061074,2.13669569,2.10896315,2.62040466
Med19,79.13973937,79.68955065,87.49686668,79.6993861,84.09541843,85.72464703,18.51053582,17.39191164,17.13973238,18.61999732,16.06725192,17.99229708
Med20,20.35018965,15.43129238,21.14205099,20.13086871,17.43966065,17.76503856,3.34097955,3.33056727,3.45116706,3.36960245,3.04684811,2.78296568
Med21,57.89016373,45.08395233,56.05790648,56.69825448,53.25121965,59.13706158,14.44047523,15.96947936,14.61241663,15.48046722,13.77995523,16.00566389
Med22,54.66412725,64.57965748,59.3571051,56.49175276,55.55874213,56.59665605,22.162562,21.96938192,23.33267146,21.90065149,19.1289959,22.96420447
Med23,10.20814869,12.3886759,9.84609193,9.40196791,10.15040673,10.29165998,4.89947324,5.1513849,5.4169638,4.17110461,4.80405851,4.1403853
Med24,35.61496845,31.43029968,33.58524789,33.88133325,28.43930054,27.92711648,31.66708271,31.9354018,32.8612914,29.70646143,29.37172101,29.50220694
Med25,11.00218467,8.5800933,11.13963314,11.07490417,10.22082561,10.69186275,16.35792543,16.24423112,17.4765007,17.4641347,15.55426301,16.57784365
Med26,6.50040939,7.31775088,7.38570872,5.41670742,6.96788146,7.68003587,3.92752601,3.70810263,4.4097828,4.20002762,3.74867312,4.43776941
Med27,28.13370236,33.28336193,33.46294181,33.27361246,32.70799477,33.36553589,14.47193628,14.84416466,15.43589178,14.87497441,13.02500539,16.48876808
Med28,35.66364708,48.4027945,35.59894793,37.55280979,45.88656685,36.69267342,13.53628217,13.06487193,12.76586228,13.68575192,12.50447596,14.70936235
Med29,26.58634873,22.58296157,29.28317251,22.80916383,22.31802101,22.72502571,13.65776459,12.96206377,13.67788442,14.86891387,12.20582035,15.59478177
Med30,42.60777067,46.445714,41.08955684,39.22005928,48.29677036,47.66450223,12.34565649,13.48655814,12.39512433,11.47709942,12.87068321,15.64942238
Med31,16.566333,17.53482704,14.83016739,17.33350031,19.44268287,17.27690589,9.11325606,9.2342408,9.57814768,10.25336976,10.49224786,11.57931491
Med4,18.62996594,20.54444481,15.81452136,13.84423504,17.24644394,19.64234569,13.41312746,12.05733161,12.3471375,12.77905156,11.59790325,13.5383019
Med6,34.60538583,43.63771664,34.11524087,30.72406191,39.23279886,39.30000288,11.40938813,12.0681408,11.39843783,12.13348281,12.05013756,13.62290672
Med7,17.01793884,21.22649749,14.42486895,19.25208332,21.32076696,20.31743285,3.36718823,3.10763525,3.18281016,3.66428635,4.01847747,3.82030176
Med8,9.81209221,9.02304533,10.72122616,9.32452586,9.99300564,9.33564958,18.79094273,18.26856676,17.79995909,16.19261406,16.35826342,19.23992099
Med9,23.01848375,22.66039187,27.60411025,25.83875823,19.64897128,16.62335415,27.52383866,27.91914991,29.65422333,25.92385679,26.27559446,26.96980807
Medag,6.76420356,7.98420788,6.62491234,7.40951891,7.96916227,8.04900557,7.44667713,6.79041838,6.72012757,6.50848877,7.10622961,6.2602284
Mef2a,62.65883406,65.32287829,68.49960473,57.66681483,59.46221644,65.11041419,7.1606112,6.59531359,6.92778636,5.6922791,10.10434464,3.91974517
Mef2c,869.28626869,1147.21084432,800.26231917,734.37629321,1065.04683152,1037.85913142,47.73253124,47.2322844,43.95521651,40.77184097,51.85625477,43.09544823
Mef2d,38.39440715,32.90703477,37.13337845,43.75515952,32.60844573,28.47051278,55.28778465,50.03008979,52.97004351,52.22966896,45.51919266,33.1936456
Megf10,6.76385179,4.78983641,6.56821971,6.43718193,5.44920141,4.76770365,1.59668888,1.52462842,1.51457905,1.45912359,1.66421969,0.94592622
Megf11,3.89965155,2.17115218,3.24596437,3.01925417,2.02604691,2.27514626,1.69510981,1.2223726,1.39636183,1.39356107,1.34515533,1.09465834
Megf8,11.30573318,6.51127597,9.85186677,9.68559832,7.03580735,6.78539824,21.9603887,21.64101725,21.9734799,22.16899642,22.244606,20.04034376
Megf9,19.45655532,19.9952384,18.52453357,18.16021876,21.26853697,19.66939463,5.31475645,5.21801869,4.88775506,4.17731755,7.17938633,4.28558321
Meis1,1.27553405,1.56791679,1.5658514,1.36297798,1.28729113,1.08417978,1.18051512,1.25300447,1.25601218,1.54745772,1.06579544,0.87631022
Meis2,42.34264295,39.2021863,42.62661619,40.96719167,36.76479726,32.80549429,25.08590584,22.30763069,25.23761946,24.56305542,25.43671336,20.76196928
Meis3,4.35265964,3.69728137,3.37964921,4.49962544,4.18846441,3.0157224,16.5625784,16.75174551,16.32305435,16.39510765,15.17624821,19.23515318
Memo1,17.37972766,24.41389904,16.51728479,20.33935138,25.92938912,24.48914445,4.02604357,4.08877773,3.80936735,3.89404935,4.06312059,4.44830687
Men1,22.09824183,16.27284795,20.52490182,20.93693221,16.76365003,14.17599035,20.79548713,20.1088563,21.14669589,21.29875042,19.29070163,20.18653663
Mepce,10.81328072,7.89696024,9.17912891,8.17097463,7.51301934,7.42551938,20.08787938,19.42403755,19.83130575,18.46534891,19.03715933,21.05588087
Mertk,4.75792445,4.66503083,4.27488615,4.06343688,5.51443135,4.64334592,4.02293331,4.44092748,4.05344836,4.31386434,4.47867933,3.25847126
Mesd,37.0682842,33.30795687,37.88060096,37.01258568,38.29985046,36.22648727,10.05893578,9.29850856,9.66393968,10.05604494,10.04965197,9.56196406
Mest,37.51942458,32.61747396,33.47999734,42.1341647,35.69002447,33.7877726,7.70829407,6.81464663,7.62056049,8.44976183,9.2496774,8.19750701
Metap1,42.92421819,37.42085654,43.75578275,42.87264245,37.94597389,39.82212573,13.42946259,13.88685526,13.90241152,14.04040113,12.30490905,13.41809824
Metap1d,3.33402642,2.36449357,2.99698415,2.64347415,2.58447609,2.57121011,3.43863074,3.4977059,3.05697093,3.53634361,3.32551934,3.67751563
Metap2,50.42601729,52.60507476,44.65218575,45.95684775,50.33423805,50.75858625,11.90797379,11.1671816,10.61608752,10.72874396,10.06742964,11.540122
Metrn,2.94664325,3.50468148,3.09375424,3.98088097,3.1487332,2.54561923,10.94757865,12.88629624,13.32462091,13.17246792,13.37420568,14.19177136
Metrnl,2.97099034,2.74958432,1.77042308,3.29669505,2.21887474,1.81570591,5.06994372,4.48182253,4.16621457,6.07449166,4.62092905,4.87451716
Mettl1,8.10068077,4.79058592,7.45694222,6.12830028,4.56470628,4.90720042,7.4336447,7.13029333,6.56710132,6.60357136,5.99142362,7.06443631
Mettl14,17.09176985,18.23315057,17.31047553,15.48629295,20.07901153,19.97280593,4.53036003,4.33275116,4.0845147,3.78186069,4.27944621,4.50505445
Mettl15,4.84500436,3.79643735,4.13681012,3.73614477,3.42466641,3.17741252,2.14973568,1.93767975,1.99468907,1.74694285,1.9561619,1.95047715
Mettl16,6.95263468,8.87537016,6.39818248,8.70892081,6.9088931,6.06339047,2.52063455,2.34037221,2.24532168,2.58899394,1.97410104,2.22901911
Mettl17,3.17209985,2.49143488,2.94685278,3.89119395,2.8493587,2.79914912,5.74565046,6.14485624,5.94255283,5.9807423,4.36888991,5.31649006
Mettl18,2.62102111,2.34372135,2.21925438,2.79919881,2.39224233,2.09909787,1.31119757,1.26379464,1.76465502,1.63852488,1.61989293,1.67268226
Mettl2,1.81000043,2.59850826,1.96233301,2.18635647,1.98552597,1.7886679,5.08886042,5.17504165,5.206252,4.86593273,4.52220546,4.48046713
Mettl21a,6.93707729,5.22733904,6.87877656,6.78119922,6.13725689,6.90964861,2.29641043,2.30169193,2.52656168,2.30053869,2.59365795,2.85428284
Mettl22,11.2560775,8.52612622,9.0782149,8.65663981,8.04397187,7.05479676,7.95565907,7.97498531,8.17435341,7.79838958,7.30823916,9.3183807
Mettl23,5.86034888,5.6892099,5.13801075,5.48310657,4.7689475,5.66176769,8.21186125,8.70190669,9.24914932,9.60425143,8.36982668,11.28622091
Mettl25,0.74047258,0.77024864,0.61659084,0.63844519,0.58900319,0.66070595,1.42190905,1.60840671,1.62634823,1.30529849,1.40390228,1.92341672
Mettl26,47.38439094,32.01071102,37.2142978,39.30642319,35.56097766,39.60372494,12.04796001,11.27335087,11.84097217,11.85590901,10.91817803,14.4522134
Mettl27,1.31625918,0.9684507,1.04490668,1.24869313,1.08770744,1.14504682,2.16421534,2.46303723,2.54421338,2.3126509,2.37608282,2.47207863
Mettl3,11.44981378,10.9178096,10.52396401,12.45018996,8.84406091,8.57082865,8.74756496,8.81145521,8.1962517,9.35259821,7.06243807,7.86516952
Mettl4,3.51129413,3.71098951,3.34524387,3.50766617,3.07023371,3.04679872,1.13203051,1.15932803,1.15351532,1.0674845,1.40105969,1.01096656
Mettl5,19.7666662,22.55019379,19.67939673,18.37320273,24.33687545,25.06690305,5.24730484,4.72560173,4.74063039,4.16439773,5.19764247,5.4799195
Mettl6,6.18164228,7.89142574,6.7464549,6.80435851,6.7624148,6.67432264,3.47623613,3.29028561,3.37208032,3.60803307,3.61784937,3.8499212
Mettl7a1,21.29601218,17.64353717,20.68227326,23.46317444,23.09519814,21.61732923,11.53372362,10.716215,10.35649162,14.26237092,12.59228225,12.10927369
Mettl7a2,9.80956481,4.35521192,7.24010673,7.2855486,7.91158494,7.67542303,2.73374178,2.71960306,2.53146728,3.48626838,3.21240388,2.97292893
Mettl7a3,12.68365431,10.18780221,12.49485507,12.50015845,13.02632388,12.19944517,1.79559082,1.77081244,1.71718718,1.85997133,1.77598166,1.92307619
Mettl8,3.34742706,2.76127006,3.36983052,3.75645591,3.2221425,3.3049809,3.76055082,3.86015765,4.3221388,4.40626288,4.24779842,4.71549883
Mettl9,8.80330727,7.64799539,8.71248659,7.75162747,7.81984243,7.73781099,28.8507194,29.22199626,28.60061688,26.84279031,27.90840313,28.6793426
Mex3b,8.52388682,7.2856307,8.92151799,6.69926903,5.68448367,6.11929019,4.76426165,5.11964405,4.88424818,3.814302,4.34046792,4.14077567
Mex3c,6.08656181,8.67938014,7.21699485,7.14918475,7.53856994,6.87801701,5.92387765,5.75805824,5.89268728,5.40378034,6.40356006,5.2818572
Mex3d,1.89953181,1.74880288,1.99436582,1.92712574,1.54624857,1.4329245,6.12050494,6.4050624,6.0187717,6.14196692,5.93221588,6.45735932
Mfap1a,138.02371128,167.22538028,152.9887392,142.04857336,152.08033019,160.74839751,15.86029392,15.069898,14.60412286,13.95671284,15.84424765,13.43374232
Mfap1b,138.02371128,167.22538028,152.9887392,142.04857336,152.08033019,160.74839751,19.93901352,18.90470086,18.61282606,17.40124588,19.4541898,17.21730912
Mfap2,1.19630113,0.77355035,1.03947012,0.61123944,0.77316564,0.8077855,1.36141132,1.2206924,1.34903844,1.4476024,1.2588862,1.60875969
Mfap3,8.85663565,6.73824813,7.25030406,8.36437516,7.52230696,6.77649611,3.62100737,3.52533826,3.30103069,4.0890562,3.69714482,2.8901005
Mfap3l,6.79325984,5.66061668,6.73944253,5.94448993,8.02685194,5.71937469,1.11629637,1.27303733,1.32927165,1.1751811,2.04296716,1.15279053
