gene_name,rna_mean_wt,rna_mean_mut,ribo_mean_wt,ribo_mean_mut,log2_TE_wt_mean,log2_TE_mut_mean,log2FC_TE,te_pvalue
1700025G04Rik,6.68040571,7.149641290000001,12.51918573666667,14.583881173333333,0.8947275345296329,1.017196029800498,0.12246849527086512,0.6354175888631661
1700030J22Rik,2.9985451199999997,3.5369293066666665,3.3537654833333335,3.25983338,0.16176532617453587,-0.1190628916726082,-0.28082821784714407,0.011234527077482652
1700030K09Rik,2.437956886666667,3.0832632566666667,2.2878904033333334,2.8217936533333337,-0.0931501919443186,-0.1282404334732388,-0.035090241528920194,0.7811439933232053
1700037C18Rik,1.9583462733333334,1.8750136099999999,2.0587282300000003,2.3627884733333335,0.06949328056179245,0.3345269615796838,0.2650336810178914,0.42865609230241475
1700037H04Rik,48.86516350666667,43.121372423333334,34.883710560000004,32.282899640000004,-0.47910557377570756,-0.4181192391936293,0.06098633458207825,0.6881415658402832
1700066M21Rik,3.6798792233333333,3.3857945199999997,10.129092036666668,8.807545643333333,1.4532023876983349,1.3788594631270525,-0.07434292457128233,0.668201717588654
1700088E04Rik,2.4353220933333333,2.3341887866666666,2.01287992,2.6925916500000002,-0.2937869026863802,0.20715869773991982,0.5009456004263,0.16987594619316082
1810009A15Rik,5.259831600000001,5.286648623333333,10.18664483,9.361394169999999,0.9558799412913558,0.8230635908025157,-0.1328163504888401,0.3744963573498039
1810013L24Rik,8.277511813333332,8.195998410000001,51.58006019333333,61.62655654666667,2.6313338234098373,2.8754324515246714,0.24409862811483407,0.4485575930569232
1810030O07Rik,5.483025156666667,5.752395923333334,8.758961450000001,8.658482059999999,0.6706476959006981,0.589537553658916,-0.08111014224178204,0.4155094773121576
1810037I17Rik,43.671328116666665,39.15217575,306.84111373,233.63605049666668,2.7993229533200332,2.5718351948511344,-0.2274877584688988,0.5195745012586882
1810055G02Rik,9.023003756666668,7.933870663333334,1.35164072,1.5571032533333333,-2.7527188722264904,-2.3654346612933037,0.38728421093318666,0.13498052531653412
1810058I24Rik,6.788434746666667,6.513017413333333,39.10350028,29.42934633,2.5222568886804915,2.1708046299885537,-0.35145225869193775,0.17988822271767657
2210016F16Rik,4.22349359,4.381428866666667,5.326883736666667,6.498561646666666,0.33475289403818387,0.567491736487101,0.23273884244891718,0.24672912236638
2210016L21Rik,54.554744236666664,55.52547207666667,85.33338680000001,82.36121672666667,0.649533860193649,0.5669299697576985,-0.08260389043595051,0.6897588299267537
2210418O10Rik,1.6266888333333334,1.48324117,12.604654836666667,11.508523563333332,2.9524996506748615,2.9454666817712916,-0.007032968903569969,0.9718158938071679
2300009A05Rik,8.68232824,8.089641120000001,0.7648990633333334,0.9436112966666667,-3.574403966005306,-3.1503161799443933,0.4240877860609129,0.43197118601045587
2310009B15Rik,7.882756603333333,7.45488741,2.19594733,2.2753766399999997,-1.9288600911455809,-1.7391563148695586,0.1897037762760223,0.772133332953568
2310011J03Rik,22.299860553333332,22.11882595333333,27.901037983333335,38.164218956666666,0.23495389907611242,0.6325319973893903,0.39757809831327784,0.555901399525465
2310022A10Rik,10.607621943333333,11.049868683333331,10.40112765,11.578098310000001,-0.02625675881247359,0.06668733745060079,0.09294409626307439,0.46294290389345033
2310022B05Rik,26.55401814,26.170580633333334,12.429492683333331,12.8424255,-1.1024340230383152,-1.028222876753642,0.07421114628467307,0.6612387064120681
2310030G06Rik,1.5364094799999999,1.2956565266666666,2.91186782,2.901417443333333,0.9090900339566531,1.1471710129372639,0.23808097898061076,0.506139274858413
2310033P09Rik,14.497583220000001,13.68920739,21.371635966666663,21.002303846666667,0.578714770452497,0.6134124408607647,0.03469767040826777,0.8479422152437325
2310039H08Rik,2.56254115,2.2506221533333335,0.9749584200000001,1.4524540633333334,-1.556783032690953,-0.7020632704973147,0.8547197621936384,0.35519769305544424
2310057M21Rik,3.33299043,3.34118,9.402651253333334,8.871192826666666,1.4951063654160774,1.408828473957799,-0.08627789145827847,0.28061154085005185
2310061I04Rik,32.35911075,31.773214973333335,12.898684916666667,14.20332563,-1.3231276524676137,-1.1649274182299698,0.15820023423764384,0.3693131119930143
2410004B18Rik,18.09598529666667,17.60817213,21.14693654,19.083512680000002,0.22500641696541604,0.09820755308919375,-0.1267988638762223,0.49386604623595975
2510009E07Rik,8.396454686666667,8.728441133333334,18.26262875,18.924671236666665,1.1215704190043165,1.10245736540705,-0.01911305359726656,0.925873065130089
2510039O18Rik,8.606048876666668,8.09035452,6.324746113333333,6.711726710000001,-0.4573532548743149,-0.302402815061745,0.1549504398125699,0.5817381069613007
2610002M06Rik,6.09226802,6.209424670000001,82.93733832333334,75.56298039666666,3.7421816441095026,3.5879877060370973,-0.15419393807240533,0.6157884902885677
2610044O15Rik8,1.05016815,1.0866642566666667,3.861917533333333,3.1488546733333336,1.7576600486371288,1.5357133981131819,-0.2219466505239469,0.6596447212903279
2610301B20Rik,12.995728363333335,13.48941725,45.44036692333333,50.60393118333334,1.7993913806493451,1.9065784817198432,0.10718710107049811,0.46034665985594875
2610507B11Rik,29.246771013333333,32.198431873333334,6.736348783333334,6.76472124,-2.1175075059735153,-2.252451288240337,-0.1349437822668218,0.04775791376603712
2700062C07Rik,7.246489319999999,6.891772163333333,7.473536906666666,7.334341153333334,0.04306626177688109,0.0674081546414471,0.024341892864566013,0.9107512431288963
2700081O15Rik,9.454189006666667,9.929905423333333,2.66533413,3.2215162433333333,-1.8510606979068782,-1.6822828140593664,0.1687778838475118,0.6320509100187794
2700097O09Rik,1.93393659,1.7566247833333335,4.722886809999999,4.8307298266666665,1.2907550098698295,1.455795600446981,0.16504059057715148,0.2287359707298915
2810004N23Rik,4.956839893333333,5.900422949999999,26.332828383333332,23.15956552333333,2.4027707528974758,1.9596510627424797,-0.4431196901549961,0.10635355235034316
2810006K23Rik,6.993670336666667,7.112625326666667,16.853942,17.83883785333333,1.2694459631047617,1.309684437683887,0.04023847457912533,0.8717074419120517
2810021J22Rik,1.7466887966666667,1.8821630133333331,5.400653583333334,5.438554186666667,1.636365030989668,1.5224580823678382,-0.11390694862182982,0.5626245833592064
2810459M11Rik,4.238910229999999,3.9497187700000005,3.3258698133333335,3.7183651666666666,-0.34750500651926886,-0.08742133148002913,0.26008367503923974,0.1782513106799236
2900026A02Rik,5.72599118,6.287814916666666,1.79240505,1.9901355633333333,-1.7175643331530948,-1.6752520535793185,0.04231227957377626,0.8889558670799013
3110009E18Rik,1.77753399,1.9074847466666667,1.2943420633333333,0.8521243266666666,-0.4723347396326836,-1.1874763595556856,-0.7151416199230021,0.1700442474209059
3110040N11Rik,7.36480628,7.228691866666666,18.73469683,18.292430616666667,1.3532656198823316,1.33987492691188,-0.0133906929704517,0.9015406174054306
3110082I17Rik,7.6006871233333335,8.503223113333332,7.3525971466666675,7.643472246666666,-0.04773984689763478,-0.153449087180503,-0.10570924028286824,0.3096590138387353
3830406C13Rik,2.16356674,1.8530253799999998,9.349200063333333,8.463720636666666,2.1011424966260566,2.1870545993234196,0.08591210269736305,0.4615707725697715
4833420G17Rik,4.527608363333333,4.273532733333334,5.69554214,6.148845446666667,0.3345938349787199,0.5196550528472278,0.18506121786850788,0.2348153647462839
4833439L19Rik,45.92913478333333,44.346823386666664,16.21242382666667,15.951235726666667,-1.5097214340838017,-1.4802874385669889,0.029433995516812805,0.8310060744852867
4921524J17Rik,4.61119205,4.121603126666667,14.554216426666665,12.126946556666667,1.644400792120926,1.5491165440165116,-0.09528424810441449,0.6079269029856794
4930402H24Rik,12.294377126666665,12.772200896666666,14.73631976,15.101858853333335,0.2618312150934358,0.24076362400708143,-0.021067591086354392,0.8913843883267056
4930430F08Rik,2.2773559366666665,2.2756707533333334,13.65252281,13.97057514,2.587882205985109,2.608184231422952,0.020302025437842985,0.901684736983742
4930453N24Rik,2.284021266666667,2.1458601333333336,8.263539893333332,7.8680113799999996,1.8554905246949722,1.8786035578823876,0.02311303318741542,0.8144276526224163
4931406C07Rik,3.889300223333334,3.8342022,4.4327247000000005,4.750249143333334,0.19474342406270476,0.30862038425318356,0.1138769601904788,0.38936023356606564
4931414P19Rik,1.8852145766666666,2.0035062666666668,1.7715732866666667,1.9336309833333332,-0.09863470666743888,-0.05199939069598314,0.046635315971455746,0.7746162901341087
4931428F04Rik,9.632658943333334,10.348590256666666,2.6228116866666666,2.867677556666667,-1.8780552787514793,-1.8605707326757353,0.017484546075744012,0.9024159218494253
4932438A13Rik,1.1696484533333333,1.03147151,4.909611836666667,4.907857483333333,2.146057534160391,2.2494250866601484,0.10336755249975749,0.7716529368687173
4933407L21Rik,1.80580807,1.6907981133333332,0.9482918933333334,0.8674263933333334,-0.9173195521868164,-1.005849142998739,-0.08852959081192269,0.7926162916356815
4933434E20Rik,9.763163920000002,9.672229333333334,14.697065166666667,13.500848643333333,0.5881497801176577,0.4667943433666764,-0.12135543675098132,0.5339318421274272
5031439G07Rik,19.417666479999998,18.309664893333334,10.778727173333332,10.393662016666667,-0.8494482447331001,-0.816470513176932,0.03297773155616812,0.6494116663573327
5730455P16Rik,6.760812776666666,7.25409432,28.587506673333333,30.651322936666663,2.09200691339489,2.075753580626912,-0.016253332767977913,0.9371413740403914
5730480H06Rik,2.009587873333333,2.0855578366666667,7.344271343333333,6.867325143333333,1.8649485112301736,1.717506398723344,-0.14744211250682948,0.41464972481222295
6030458C11Rik,7.767587546666667,8.19957898,14.43862418,15.829221376666666,0.8947559563202621,0.9466437999758507,0.05188784365558863,0.5625981040350246
6330403K07Rik,175.68678519,167.50312138666666,351.43746082,324.3993261466666,1.0025076643516881,0.9330708842711971,-0.06943678008049103,0.7051405928174356
6430548M08Rik,59.30444078,67.59461112000001,193.61661736666667,200.00311617333332,1.7040102275540179,1.5574427394110881,-0.14656748814292975,0.3317059121912834
6430571L13Rik,1.984940606666667,2.005763593333333,3.6808631033333334,3.242221336666667,0.8827408960363825,0.6559642412386438,-0.22677665479773867,0.4699010117340605
8030462N17Rik,5.916576276666667,6.42419015,35.50988627666667,36.054216966666665,2.5925189089016065,2.4867184400271647,-0.10580046887444183,0.5164185520794339
9030025P20Rik,2.4552245066666667,2.4688198766666667,5.569730236666666,6.091820966666667,1.1577013963765914,1.303898603801763,0.14619720742517162,0.5260753988780588
9130019O22Rik,1.7300580133333332,1.92630581,1.9802144933333334,2.35319396,0.19138353805621244,0.282178074485116,0.09079453642890356,0.5950047752995692
9130401M01Rik,22.632604116666666,22.503964863333334,11.287571236666667,12.023511663333332,-1.0012272768102446,-0.9091310064644563,0.09209627034578827,0.41080728422790486
9330159F19Rik,4.6113485433333326,4.459047223333333,1.7899473033333333,1.6952674199999997,-1.3573761199345684,-1.4601379685462812,-0.10276184861171278,0.8017182420320138
9430015G10Rik,3.4658591266666665,3.9060718199999998,1.96629774,2.30138175,-0.8197110566510751,-0.7760635933936074,0.04364746325746771,0.8344062840436385
9530068E07Rik,27.67931649,25.19954319,49.69761277999999,46.811577656666664,0.8405841046783832,0.8894485304536817,0.04886442577529848,0.6556777804011886
9530077C05Rik,2.6515667266666667,2.5234257566666667,2.977305233333334,2.9577901533333333,0.1552115418206209,0.22760696888059406,0.07239542705997315,0.5572852265108647
9930021J03Rik,2.6426219166666662,2.7598270933333335,1.05527175,1.0131050166666666,-1.3145553017099443,-1.450889910868791,-0.13633460915884665,0.531766047540276
9930104L06Rik,5.11411274,5.446172943333333,18.22463825,19.34361735,1.8335852685295988,1.8222663522637894,-0.011318916265809387,0.9053630525792132
A2ml1,1.8768013166666666,1.7497602366666667,0.7256344466666667,0.72239276,-1.3785695999936454,-1.2945196912948094,0.084049908698836,0.7100810248756724
A430005L14Rik,16.000298413333333,14.736167616666668,2.493097316666667,2.8362504133333335,-2.6766750097867735,-2.3820724572535457,0.29460255253322787,0.07069959269122131
A430033K04Rik,2.3952004866666665,2.5085563399999997,3.8859722966666665,3.8600630366666664,0.6973422891156303,0.6221183799958383,-0.07522390911979204,0.4697180316783256
A830018L16Rik,3.7778014133333335,4.045494193333333,29.573964466666666,33.708116043333334,2.9836476021141407,3.04742697551708,0.06377937340293949,0.8296667109923029
AI413582,27.0377292,24.588340083333335,9.40579066,9.379123816666665,-1.5331527552530007,-1.437407218728304,0.09574553652469664,0.7655155880304062
AI429214,1.0313712266666666,1.0315859266666667,4.1539122299999995,4.85685841,2.0109623547519266,2.239414041418138,0.22845168666621118,0.2700309123060472
AI597479,7.385026746666667,7.762910883333333,16.96537587,17.244414946666666,1.202886328090151,1.156254045564028,-0.04663228252612295,0.6658297080178119
AI837181,43.4184788,42.696268203333325,28.122867556666666,33.22112407666667,-0.6259907331789046,-0.37091700106875786,0.2550737321101468,0.15561123601299304
AI854703,8.300496956666667,8.458672416666666,0.8592676300000001,1.1818675466666668,-3.278014514856109,-2.9479303806446655,0.33008413421144356,0.49544974491447374
AK157302,54.85186778666667,56.317630720000004,90.28534734666665,88.58567152,0.6964835757214077,0.6494764787548761,-0.0470070969665316,0.8278389603297324
AU022252,5.166900096666667,5.471763823333333,5.58177883,5.486370296666666,0.11320412334961562,-0.004372686678561309,-0.11757681002817692,0.46248201182251397
AU040320,12.761195646666666,13.890849583333335,8.266387253333335,9.300486246666667,-0.6272829510302662,-0.5797619306645551,0.04752102036571115,0.47787990883433745
AW549877,6.1245193633333335,6.176357693333333,14.860609006666666,15.943638036666664,1.2959990404202575,1.365454433585639,0.06945539316538141,0.6481098624884285
AW551984,1.4317220166666667,1.6782950366666667,3.930318443333333,4.106828173333334,1.457048106086944,1.291652445965471,-0.165395660121473,0.07506166116830004
AW554918,1.1360290966666666,1.3630505766666665,2.1812275166666666,2.3127134333333337,0.9450283460396096,0.7593308381083466,-0.18569750793126305,0.21028294584969756
Aaas,5.53251699,5.8181459,3.85045006,4.5264407533333335,-0.5197640351708547,-0.36840629340673453,0.15135774176412015,0.2941350655017193
Aacs,15.457916736666666,14.99591118,26.105170333333334,27.44448266666667,0.7460992768352841,0.8655031342082274,0.11940385737294335,0.4963323624392914
Aagab,11.79624125,11.932938033333334,40.25803492666666,37.797143866666666,1.7662384800759507,1.657574284660723,-0.10866419541522765,0.40091472845645715
Aak1,14.158035766666666,16.68347107,71.05654339333333,80.96496050666667,2.3357410610917255,2.2760820554064125,-0.059659005685313016,0.7565353360947298
Aamdc,20.645961633333332,19.347086196666666,21.04891398,17.242302283333334,0.029543224320516714,-0.17079965428885116,-0.20034287860936786,0.2464095407855151
Aamp,86.52313403,84.79077835,118.13361458333334,125.80104792333334,0.4491032772414352,0.5656287947145634,0.11652551747312823,0.5610239664438036
Aar2,14.039600219999999,14.197862299999999,26.228033976666666,35.31600868333333,0.8747133039044338,1.27323657013073,0.3985232662262962,0.2930670428707523
Aars,45.54089133666667,72.42395578,86.84845505999999,136.17251781666667,0.9312978234555619,0.9104899998599607,-0.020807823595601183,0.5869776970118933
Aars2,7.243092270000001,7.525768970000001,7.159357933333333,7.855729256666666,-0.01773646166173837,0.05916100299293325,0.07689746465467162,0.4218323198233857
Aarsd1,18.476259406666667,19.529369416666665,39.41691132666667,40.66376559666667,1.0974261258019435,1.054538035443109,-0.04288809035883445,0.8073446271588924
Aasdh,1.5190058999999998,1.72651948,0.8116076333333333,0.9289824166666666,-0.9038649081310325,-0.8947006068656695,0.00916430126536294,0.9366770893347108
Aasdhppt,5.426668973333334,5.261291063333334,80.75600453666667,78.24892076666667,3.893856540294491,3.893136256233312,-0.0007202840611788552,0.9959446910549492
Aatf,7.342817346666666,8.50965218,19.940865883333334,19.934655613333334,1.4437104636768625,1.2260563747406161,-0.21765408893624638,0.15261154800434198
Aatk,44.06319394666667,45.28569094666667,17.309016083333333,19.139702213333333,-1.3551293484008262,-1.2469168998418916,0.10821244855893464,0.3683901817909116
Abat,47.16703622,54.51296818666666,108.84284899666666,108.96179931,1.218918133584476,0.9988526715442764,-0.22006546204019972,0.3257594899303114
Abca2,28.04809616,28.66549764,17.208039923333335,17.12567303,-0.6991755905923331,-0.7508623732403746,-0.051686782648041496,0.63057070355393
Abca3,14.170358493333334,15.23860287,12.933341116666668,13.61932078,-0.13640406565838378,-0.17432864787419725,-0.03792458221581346,0.827366615071529
Abca5,1.62702349,1.4832174133333333,10.006520326666665,9.753818746666667,2.6876956388053084,2.717446336975362,0.029750698170053713,0.9357142064143864
Abca7,2.36500098,2.00671605,1.9696814800000002,1.6187719866666666,-0.27028077127400363,-0.32834113960815764,-0.05806036833415401,0.740021148235121
Abcb10,5.42559691,5.24819919,1.8314989233333332,1.7630995566666667,-1.5681027371338405,-1.5955311348555552,-0.02742839772171468,0.8802245883393691
Abcb6,4.969530720000001,4.5858327,3.3815494100000003,3.0654657633333335,-0.5615367902840908,-0.5949813486488434,-0.033444558364752686,0.802527182290809
Abcb7,1.79167757,1.7072852633333333,14.737611016666667,15.361847723333334,3.0743992528717716,3.1706047454607487,0.09620549258897704,0.7141504074215592
Abcb8,11.712011806666666,11.811822370000002,4.70045915,5.8115337233333335,-1.3355095471791099,-1.04498507702225,0.2905244701568599,0.3084437245621745
Abcb9,16.260519526666666,15.111254976666666,8.663985753333334,8.608074183333335,-0.9142148676961063,-0.8236057384981851,0.09060912919792119,0.5240539769143839
Abcc1,2.734920993333333,2.7255959433333334,2.9466839266666667,2.7938773599999998,0.10984366192859633,0.03207148798482096,-0.07777217394377538,0.4651408959657648
Abcc5,12.65873407,12.083351183333335,15.679294356666666,13.80766268,0.31253129868006746,0.19305340479647015,-0.11947789388359731,0.28094767872584764
Abcc8,4.1685404733333336,4.25310421,2.808880886666666,2.7039666566666667,-0.5837789534916688,-0.6716453863515205,-0.08786643285985174,0.7459893304814618
Abcd1,3.3914794833333333,3.3523977866666663,2.0098967533333334,2.065359863333333,-0.7601762317277269,-0.7094786619183692,0.05069756980935769,0.6996468700675619
Abcd2,3.1091552266666667,3.12838955,15.994641186666664,17.043217116666668,2.376117299824051,2.446216693802853,0.07009939397880194,0.57798623325498
Abcd3,12.321362156666666,12.643001176666667,46.983860850000006,46.63704618666666,1.933882744843001,1.8817123768690385,-0.05217036797396246,0.4023754489737354
Abcd4,2.5578647466666666,2.2820264,2.198018376666667,1.9460252166666667,-0.21992853303406043,-0.23845012134134266,-0.018521588307282233,0.879562759592931
Abce1,7.8148955299999985,8.378917323333333,44.78725172,45.89575387666667,2.5295542334957073,2.4514481054622608,-0.07810612803344652,0.6300130309512715
Abcf1,33.15505346,36.03361147333334,46.61572023,46.87164895000001,0.4958697099351852,0.3805013484295862,-0.11536836150559898,0.3125386659397187
Abcf2,47.48568737666667,51.66298534,123.83989801,122.44069922000001,1.3835906232771957,1.2372730344186824,-0.14631758885851331,0.3432447687557409
Abcf3,21.296811809999998,22.570621923333334,29.69098269,32.547676700000004,0.4788391290129028,0.5275797047633732,0.048740575750470416,0.47603575465788023
Abcg1,11.667757363333335,11.863850443333334,57.06152567,61.18507524333334,2.28279701740162,2.3600751030162495,0.07727808561462934,0.5417807403600604
Abcg4,13.789099573333331,14.789065646666666,14.808251346666665,16.029998196666668,0.09630385281682712,0.1037353665599519,0.007431513743124785,0.9623597377863984
Abhd1,1.0790849233333333,1.1662223533333334,0.55396492,0.5057764933333333,-0.9655753992340156,-1.2050870558835438,-0.23951165664952823,0.3604849168181678
Abhd10,5.00936547,4.95198095,10.38671628,10.231194456666667,1.052269167863469,1.047930971975493,-0.004338195887976015,0.8997763810329259
Abhd11,15.121955223333332,14.292972086666667,16.559790590000002,16.303851143333333,0.12470708105859803,0.1884623149114756,0.06375523385287758,0.764423608949318
Abhd12,155.22889337666666,155.2357906166667,64.91252412666667,63.22652713,-1.261430045134124,-1.3087985974199767,-0.04736855228585268,0.7946664635704005
Abhd13,4.232890543333333,4.163972946666667,7.972785406666667,8.294447893333334,0.9168733717222658,0.9946833733995469,0.07781000167728114,0.38723620830466154
Abhd14a,17.645572443333332,15.83017609,5.743985846666667,5.833753569999999,-1.6767316651830242,-1.5046708113590448,0.1720608538239794,0.6828907328660688
Abhd14b,2.8842826900000005,2.2854061700000003,2.74333581,3.25611002,-0.07193154528119262,0.5037752905291543,0.5757068358103469,0.045659191347535696
Abhd16a,31.808653116666665,30.362718176666665,11.974567236666667,12.074521783333333,-1.4179435211801852,-1.3470722897493645,0.07087123143082064,0.7646288033411981
Abhd17a,87.88863939333332,82.42239968666667,20.17341559,23.998305846666668,-2.1331224614095987,-1.78371024927117,0.34941221213842866,0.13505926333075374
Abhd17b,7.472521153333333,6.9038214700000005,39.47937627333334,41.553160123333335,2.403861439133932,2.5896649577895166,0.18580351865558464,0.15840350466886288
Abhd17c,13.586312413333333,13.97129101,14.674864173333333,16.11309903333333,0.08947783340870301,0.18750040608961074,0.09802257268090774,0.7346693572095628
Abhd18,1.09948454,1.0316488966666666,4.732201876666667,4.621688393333334,2.1132535508505392,2.1657804353895718,0.05252688453903254,0.7699060261886529
Abhd2,13.660453246666668,14.061588423333333,22.65660327333333,21.331326046666664,0.731602501516163,0.6002343934288564,-0.1313681080873066,0.09007290427641212
Abhd3,11.992179906666669,10.696124453333333,29.870349946666664,29.364163883333333,1.3112864923583258,1.4587640841350946,0.14747759177676878,0.1816402924726158
Abhd4,23.454738453333334,22.248690906666667,18.52932995,19.177210173333332,-0.3442695435827033,-0.21081412273096745,0.13345542085173584,0.26872211484870556
Abhd5,4.180159523333334,4.094842463333333,6.3529073700000005,5.936896966666667,0.5989992579567974,0.5353120676790731,-0.06368719027772429,0.6899706048310582
Abhd6,16.91590124,15.153693473333334,50.74133889666667,42.713636810000004,1.5846868368845994,1.4889650853095333,-0.09572175157506613,0.5929205223655744
Abhd8,159.50391052666666,155.56904238333334,25.863777466666665,27.58651589333333,-2.6365768613688227,-2.497732627917078,0.1388442334517448,0.47392026677172444
Abi1,23.227233953333336,24.072452716666664,50.132426689999996,47.977407946666666,1.109439015004886,0.9945855635892528,-0.1148534514156333,0.3213873028916709
Abi2,17.463023113333332,18.110544536666666,47.26266266666667,46.95167048333334,1.4439160565843439,1.3724580430451203,-0.07145801353922354,0.6593846959951087
Abi3,1.1827846,1.0750072966666666,1.3642572166666664,1.5883407533333334,0.2075950932695434,0.560647624876868,0.35305253160732464,0.1300903966383141
Abitram,4.394130643333334,4.829020936666667,3.8449073000000005,3.1515525933333337,-0.173117123367998,-0.635899997080888,-0.46278287371288995,0.1721621190240418
Abl1,8.734939233333334,9.159236193333333,2.6766878199999997,2.7934814366666667,-1.7103664029615118,-1.7186031550039254,-0.008236752042413586,0.9453635911419909
Abl2,5.246383393333335,5.962257319999999,2.30288196,2.40385697,-1.1827730910976577,-1.312088530936185,-0.12931543983852722,0.1687899686582369
Ablim1,10.920174206666667,14.046873333333332,20.688792916666667,21.778230673333336,0.976197756598733,0.6284793707332638,-0.3477183858654692,0.3863973932078861
Ablim2,45.17091709333334,45.68105358666667,40.879165363333335,40.46614929666667,-0.1407917929641248,-0.17452404824964274,-0.03373225528551793,0.7190039488796546
Ablim3,7.522995633333333,8.062200343333332,2.197761423333333,2.570314806666667,-1.7970174499453424,-1.653375626582543,0.1436418233627994,0.3558767201349052
Abr,88.00629726666666,104.67691349333332,81.04572914,96.51088058666666,-0.11627101774096292,-0.11871495191095975,-0.002443934169996831,0.9704317983703732
Abraxas2,6.375884756666667,6.584883089999999,16.577082193333332,15.935195783333334,1.3781173339208574,1.2760666718462275,-0.10205066207462998,0.2303123901933635
Abt1,5.034892103333334,5.071101556666666,8.659939246666665,9.321688866666667,0.7779758942729665,0.8458390434113636,0.06786314913839708,0.8027399054009869
Abtb1,17.12657374,16.8779161,11.328980143333332,12.81324469,-0.5920303185053418,-0.42257770886377366,0.16945260964156816,0.5363155952194186
Abtb2,3.2238807733333332,3.33076122,1.7925947333333332,2.445656786666667,-0.8400472079468031,-0.4469935492733388,0.3930536586734643,0.008942977452680217
Acaa1a,26.989208023333333,25.626517213333333,40.850219286666665,43.054794609999995,0.603333379520609,0.7490800634582211,0.14574668393761214,0.36563483504343836
Acaa1b,11.706242663333335,10.78429553,15.96760461,16.986335323333332,0.4560956446648432,0.653445939412336,0.19735029474749277,0.23229178104601758
Acaa2,11.637960496666665,10.950450103333333,21.62578335666667,21.380962003333334,0.8925595797853664,0.9384434252314219,0.045883845446055505,0.7962245560211889
