lat,lon,elev_m,shoreline
45.0374374,172.2303772,-3898,Deuteronilus
44.9812126,6.6975694,-3909,Deuteronilus
44.9947014,8.3484497,-3840,Deuteronilus
45.0041962,8.1652794,-4032,Deuteronilus
45.0186348,7.8724895,-4039,Deuteronilus
44.990757,9.9008999,-3829,Deuteronilus
45.0101013,10.0146799,-3867,Deuteronilus
45.0125427,10.1562796,-3867,Deuteronilus
44.9977226,10.8867798,-3705,Deuteronilus
45.0286903,10.7615795,-3867,Deuteronilus
45.0228386,71.8798828,-3478,Deuteronilus
45.0148354,173.3803864,-3984,Deuteronilus
44.9307938,6.8112593,-3904,Deuteronilus
44.9739761,8.2565699,-3840,Deuteronilus
44.9289932,9.0968094,-3712,Deuteronilus
44.9270554,9.4889193,-3748,Deuteronilus
44.9354706,9.620409,-3792,Deuteronilus
44.9525452,9.7365398,-3792,Deuteronilus
44.9680099,9.8392191,-3829,Deuteronilus
44.9289818,10.1889791,-3776,Deuteronilus
44.9232063,10.3854799,-3740,Deuteronilus
44.9384537,17.1608791,-3348,Deuteronilus
44.9314384,172.3223724,-3890,Deuteronilus
44.9012375,-45.7473221,-3945,Deuteronilus
44.9187927,7.7536297,-3952,Deuteronilus
44.9178085,9.0033598,-3712,Deuteronilus
44.9117622,9.240839,-3712,Deuteronilus
44.8970222,9.3612595,-3748,Deuteronilus
44.9182243,9.5175495,-3792,Deuteronilus
44.9059067,10.2842798,-3740,Deuteronilus
44.8810387,10.4580793,-3740,Deuteronilus
44.9194145,10.5395794,-3721,Deuteronilus
44.8717461,10.6348791,-3721,Deuteronilus
44.8776665,10.7188797,-3721,Deuteronilus
44.8778572,10.8388796,-3705,Deuteronilus
44.886097,17.0922794,-3348,Deuteronilus
44.9033356,171.7233734,-3913,Deuteronilus
44.9167366,172.3633728,-3890,Deuteronilus
44.8205338,6.9014096,-3904,Deuteronilus
44.8193626,7.7508993,-3952,Deuteronilus
44.8594093,16.9383793,-3662,Deuteronilus
44.8315048,17.3245792,-3780,Deuteronilus
44.8311157,17.83568,-3776,Deuteronilus
44.8554382,72.0206757,-3473,Deuteronilus
44.8536377,173.3543854,-3965,Deuteronilus
44.7784653,6.8974996,-3904,Deuteronilus
44.77911,7.8313293,-3952,Deuteronilus
44.7753487,9.0086994,-3712,Deuteronilus
44.7764931,16.6646786,-3778,Deuteronilus
44.7866974,17.5150795,-3784,Deuteronilus
44.7876358,171.8173828,-3904,Deuteronilus
44.7858353,173.4533844,-3965,Deuteronilus
44.7455711,6.9125195,-3872,Deuteronilus
44.7367477,8.0253897,-3817,Deuteronilus
44.7456703,8.4865294,-3804,Deuteronilus
44.7209969,8.5945797,-3798,Deuteronilus
44.7570419,9.0198898,-3712,Deuteronilus
44.7176323,17.7199802,-3774,Deuteronilus
44.7542381,171.9223785,-3904,Deuteronilus
44.7427368,172.4333801,-3740,Deuteronilus
44.6946373,-45.7960205,-3936,Deuteronilus
44.6897087,8.0399694,-3817,Deuteronilus
44.6752548,8.3250093,-3804,Deuteronilus
44.6945992,8.4355698,-3804,Deuteronilus
44.6981277,8.6201897,-3798,Deuteronilus
44.6599693,8.7294998,-3798,Deuteronilus
44.690239,8.9526997,-3783,Deuteronilus
44.7023087,17.0263786,-3793,Deuteronilus
44.6786385,72.3091812,-3449,Deuteronilus
44.6953354,172.6083832,-3937,Deuteronilus
44.6796379,173.5963745,-3975,Deuteronilus
44.6386375,8.0178995,-3817,Deuteronilus
44.6425629,8.2900591,-3804,Deuteronilus
44.6161118,8.9026098,-3783,Deuteronilus
44.6018753,16.5056801,-3775,Deuteronilus
44.6030388,171.859375,-3868,Deuteronilus
44.6074371,173.5303802,-3975,Deuteronilus
44.5774384,-46.5881195,-3876,Deuteronilus
44.5867386,-45.7905197,-3936,Deuteronilus
44.5558128,8.2625799,-3804,Deuteronilus
44.559536,6.3022795,-3864,Deuteronilus
44.5524368,6.1868396,-3885,Deuteronilus
44.5671387,172.1253815,-3857,Deuteronilus
44.5445366,172.4783783,-3740,Deuteronilus
44.5836372,173.5943756,-3975,Deuteronilus
44.518837,-46.333519,-3876,Deuteronilus
44.5350494,8.1792994,-3817,Deuteronilus
44.4943085,16.5112801,-3774,Deuteronilus
44.4960365,6.4432793,-3837,Deuteronilus
44.535038,6.3394694,-3864,Deuteronilus
44.4906387,72.8082809,-3436,Deuteronilus
44.4908371,171.9523773,-3862,Deuteronilus
44.5143356,172.4163818,-3740,Deuteronilus
44.4692383,-46.2910194,-3854,Deuteronilus
44.446537,16.7910786,-3770,Deuteronilus
44.4723358,6.0078793,-3826,Deuteronilus
44.453537,5.8362894,-3869,Deuteronilus
44.4660378,5.7154894,-3894,Deuteronilus
44.4430389,173.4243774,-3988,Deuteronilus
44.391037,-46.2716217,-3854,Deuteronilus
44.4166412,16.7131786,-3774,Deuteronilus
44.3989372,5.5794396,-3894,Deuteronilus
44.4209366,72.9122772,-3436,Deuteronilus
44.347538,-46.205719,-3899,Deuteronilus
44.3430634,16.6772785,-3774,Deuteronilus
44.365036,5.4534297,-3922,Deuteronilus
44.3295364,73.750679,-3394,Deuteronilus
44.3383369,73.4602814,-3373,Deuteronilus
44.2830353,-47.1521187,-3900,Deuteronilus
44.315937,-45.6518211,-3927,Deuteronilus
44.2785378,5.4515395,-3922,Deuteronilus
44.2863388,173.4523773,-3988,Deuteronilus
44.2668533,16.4238796,-3645,Deuteronilus
44.2365379,5.4491596,-3943,Deuteronilus
44.230938,73.9723816,-3378,Deuteronilus
44.2246361,173.4723816,-3984,Deuteronilus
44.1842384,-45.8086205,-3907,Deuteronilus
44.2186356,78.0377808,-3661,Deuteronilus
44.2025375,74.0965805,-3372,Deuteronilus
44.1189384,-47.2077217,-3897,Deuteronilus
44.1621361,5.4072595,-3943,Deuteronilus
44.1584358,78.1033783,-3661,Deuteronilus
44.1386375,74.6618805,-3532,Deuteronilus
44.1201363,173.4053802,-3984,Deuteronilus
44.0846367,5.2852693,-3943,Deuteronilus
44.0802383,78.3189774,-3628,Deuteronilus
44.1036377,75.2068787,-3524,Deuteronilus
44.0954361,74.9091797,-3530,Deuteronilus
44.0910378,74.1715775,-3372,Deuteronilus
44.0536385,5.1749196,-3915,Deuteronilus
44.0142365,5.0382295,-3915,Deuteronilus
44.0255356,77.9972763,-3648,Deuteronilus
44.0144386,173.3923798,-3984,Deuteronilus
43.9762383,77.990181,-3605,Deuteronilus
43.9895363,74.4202805,-3452,Deuteronilus
43.9503365,173.6763763,-4080,Deuteronilus
43.9706383,173.8763733,-4092,Deuteronilus
43.9496384,78.0196762,-3660,Deuteronilus
43.9390373,74.5866776,-3500,Deuteronilus
43.9485359,173.9033813,-4092,Deuteronilus
43.8858376,-47.1639214,-3880,Deuteronilus
43.8869362,75.2512817,-3485,Deuteronilus
43.8427353,174.1573792,-4043,Deuteronilus
43.8520355,174.2943726,-4041,Deuteronilus
43.8519363,173.6803741,-4080,Deuteronilus
43.8119354,-46.9633217,-3857,Deuteronilus
43.7961388,75.2538757,-3485,Deuteronilus
43.8146362,174.2593842,-4041,Deuteronilus
43.8335381,173.5653839,-4080,Deuteronilus
43.8324356,173.1303864,-3981,Deuteronilus
43.7700386,4.1684794,-3997,Deuteronilus
43.7473373,1.4695095,-3979,Deuteronilus
43.7715378,2.0306995,-3981,Deuteronilus
43.7835388,78.15448,-3660,Deuteronilus
43.7666359,173.4773865,-4033,Deuteronilus
43.7172356,4.0841594,-3901,Deuteronilus
43.7291374,1.4228694,-3979,Deuteronilus
43.7147369,1.7866695,-3991,Deuteronilus
43.6836357,1.8727795,-3991,Deuteronilus
43.7193375,2.0446994,-3966,Deuteronilus
43.6899376,78.1923828,-3656,Deuteronilus
43.715538,173.7533722,-4033,Deuteronilus
43.7032356,173.0703735,-3983,Deuteronilus
43.6574364,-47.080719,-3885,Deuteronilus
43.6412354,1.3464295,-3979,Deuteronilus
43.6508369,1.5500394,-3975,Deuteronilus
43.642437,1.6808695,-3975,Deuteronilus
43.6662369,2.0231795,-3966,Deuteronilus
43.6637383,2.9856493,-3945,Deuteronilus
43.6613388,3.0792494,-3949,Deuteronilus
43.6289368,78.712883,-3627,Deuteronilus
43.6531372,174.1653748,-4045,Deuteronilus
43.6781387,173.2983856,-3999,Deuteronilus
43.6123352,4.0515094,-3901,Deuteronilus
43.5800362,1.9883394,-3991,Deuteronilus
43.5722389,2.4468794,-3958,Deuteronilus
43.6051369,2.6116495,-3967,Deuteronilus
43.5802383,2.8868494,-3945,Deuteronilus
43.6179352,2.9925895,-3945,Deuteronilus
43.6203384,174.1393738,-4045,Deuteronilus
43.5212364,-47.0825195,-3885,Deuteronilus
43.5217361,4.9854193,-3942,Deuteronilus
43.5573387,2.0296595,-3966,Deuteronilus
43.5391388,2.1779494,-3966,Deuteronilus
43.5260353,2.2981493,-3958,Deuteronilus
43.5699387,2.3940895,-3958,Deuteronilus
43.5585365,2.6448596,-3967,Deuteronilus
43.5242386,2.8743296,-3945,Deuteronilus
43.5265388,78.7644806,-3596,Deuteronilus
43.5515366,174.1223755,-4045,Deuteronilus
43.5400352,173.5943756,-4032,Deuteronilus
43.4835358,4.0598993,-3885,Deuteronilus
43.5077362,4.9666796,-3942,Deuteronilus
43.4958382,2.7789795,-3952,Deuteronilus
43.4829369,0.8432145,-4017,Deuteronilus
43.4699364,75.3956757,-3521,Deuteronilus
43.4708366,173.6723785,-4009,Deuteronilus
43.4836388,172.987381,-3999,Deuteronilus
43.4145355,4.9660196,-3956,Deuteronilus
43.4564362,0.8458105,-4017,Deuteronilus
43.450737,75.7539825,-3502,Deuteronilus
43.4403381,75.4300766,-3521,Deuteronilus
43.4313354,172.9783783,-3999,Deuteronilus
43.3781357,4.2037296,-3885,Deuteronilus
43.376339,4.9536095,-3956,Deuteronilus
43.4099388,78.8133774,-3615,Deuteronilus
43.3813362,77.7418823,-3625,Deuteronilus
43.3804359,173.7723846,-4024,Deuteronilus
43.3375359,-45.9764214,-3876,Deuteronilus
43.354538,4.3240595,-3891,Deuteronilus
43.3256378,4.8822894,-3956,Deuteronilus
43.336937,0.7382374,-4019,Deuteronilus
43.3459358,78.83078,-3615,Deuteronilus
43.3197365,75.8576813,-3502,Deuteronilus
43.2711372,-45.9561195,-3876,Deuteronilus
43.2739372,-46.9036217,-3876,Deuteronilus
43.2602386,4.3807197,-3891,Deuteronilus
43.279438,4.5287194,-3944,Deuteronilus
43.2975388,4.8307095,-3956,Deuteronilus
43.2830353,77.7477798,-3625,Deuteronilus
43.2932358,75.8924789,-3502,Deuteronilus
43.1981354,-45.8818207,-3867,Deuteronilus
43.2164383,-46.0870209,-3865,Deuteronilus
43.2293358,-46.5566216,-3840,Deuteronilus
43.2142372,-46.7411194,-3840,Deuteronilus
43.2162361,4.5869493,-3932,Deuteronilus
43.2259369,0.6127164,-4002,Deuteronilus
43.2385368,76.8709793,-3602,Deuteronilus
43.2339363,173.1673737,-3996,Deuteronilus
43.1590385,-45.9293213,-3867,Deuteronilus
43.1439362,-46.2082214,-3865,Deuteronilus
43.1808357,4.6389894,-3932,Deuteronilus
43.1483383,0.5587274,-4002,Deuteronilus
43.1709366,78.9668808,-3608,Deuteronilus
43.1551361,76.9018784,-3602,Deuteronilus
43.1447372,76.5346832,-3607,Deuteronilus
43.1877365,173.1503754,-3996,Deuteronilus
43.1125374,-45.3264198,-3914,Deuteronilus
43.1226387,-46.2384224,-3865,Deuteronilus
43.129837,0.5077184,-4002,Deuteronilus
43.086937,77.0404816,-3587,Deuteronilus
43.0898361,76.0861816,-3560,Deuteronilus
43.0907364,172.8573761,-3998,Deuteronilus
43.0384369,-45.3982201,-3914,Deuteronilus
43.043438,-46.3720207,-3853,Deuteronilus
43.0768356,0.5050105,-4002,Deuteronilus
43.052536,76.3031769,-3594,Deuteronilus
43.0360374,172.7983856,-3998,Deuteronilus
43.0074387,-45.4833221,-3914,Deuteronilus
42.999939,-45.7253189,-3864,Deuteronilus
43.0207367,-46.3373222,-3853,Deuteronilus
43.0278358,0.4868545,-4017,Deuteronilus
43.0052376,77.0894775,-3587,Deuteronilus
42.9503365,-45.127121,-3898,Deuteronilus
42.9408379,77.1772766,-3571,Deuteronilus
42.9431381,172.9433746,-4004,Deuteronilus
42.8775368,-45.003521,-3898,Deuteronilus
42.8830376,77.8702774,-3613,Deuteronilus
42.836338,-44.5714188,-3872,Deuteronilus
42.8500366,-44.8026199,-3898,Deuteronilus
42.8655357,-44.9718208,-3898,Deuteronilus
42.8480377,77.1870804,-3571,Deuteronilus
42.7846375,79.2617798,-3569,Deuteronilus
42.8058357,172.9783783,-4004,Deuteronilus
42.7375374,77.9463806,-3608,Deuteronilus
42.7492371,173.0073853,-4006,Deuteronilus
42.7005386,79.3084793,-3564,Deuteronilus
42.6834373,173.0493774,-4006,Deuteronilus
42.6383362,79.3139801,-3564,Deuteronilus
42.5468369,-44.576519,-3879,Deuteronilus
42.5774384,-44.4905205,-3883,Deuteronilus
42.5959358,77.3549805,-3560,Deuteronilus
42.497036,-44.4179192,-3882,Deuteronilus
42.5247383,79.2578812,-3564,Deuteronilus
42.5360374,172.9933777,-4004,Deuteronilus
42.4789352,-44.451622,-3882,Deuteronilus
42.4657364,79.3954773,-3602,Deuteronilus
42.4579353,172.9603729,-4029,Deuteronilus
42.3977356,79.4581757,-3602,Deuteronilus
42.427536,172.9763794,-4029,Deuteronilus
42.4092369,172.58638,-3998,Deuteronilus
42.3375359,79.4650803,-3602,Deuteronilus
42.3611374,172.6903839,-3998,Deuteronilus
42.3211365,78.030983,-3594,Deuteronilus
42.2859383,172.8583832,-4029,Deuteronilus
42.3210373,172.4513855,-3965,Deuteronilus
42.2645378,77.5903778,-3499,Deuteronilus
42.230938,172.3693848,-3969,Deuteronilus
42.1862373,79.5441818,-3626,Deuteronilus
42.1908379,172.3433838,-3969,Deuteronilus
42.1216354,-43.8157196,-3871,Deuteronilus
42.1643372,-44.0207214,-3890,Deuteronilus
42.1487389,77.6827774,-3540,Deuteronilus
42.0985374,-43.1653214,-3912,Deuteronilus
42.1127357,79.6097794,-3626,Deuteronilus
42.0264359,-42.9006195,-3885,Deuteronilus
42.0123367,79.6796799,-3626,Deuteronilus
42.0487366,77.7678757,-3547,Deuteronilus
41.9907379,-42.8767204,-3861,Deuteronilus
41.9686356,79.7968826,-3606,Deuteronilus
41.9622383,78.0918808,-3581,Deuteronilus
41.943737,-42.8758202,-3861,Deuteronilus
41.923336,79.8793793,-3606,Deuteronilus
41.9151382,77.9014816,-3581,Deuteronilus
41.8837357,-43.3111191,-3873,Deuteronilus
41.8694382,-43.5026207,-3824,Deuteronilus
41.8473358,79.9036789,-3606,Deuteronilus
41.8021355,-42.9936218,-3861,Deuteronilus
41.7652359,-43.011322,-3898,Deuteronilus
41.7319374,-43.0129204,-3893,Deuteronilus
41.6342354,-42.9548187,-3900,Deuteronilus
41.6356354,172.2513733,-3954,Deuteronilus
41.5952377,172.2443848,-3938,Deuteronilus
41.5348358,172.2393799,-3938,Deuteronilus
41.491436,-42.9595222,-3901,Deuteronilus
41.501339,172.310379,-3954,Deuteronilus
41.4661369,-42.9607201,-3901,Deuteronilus
41.3831367,-42.6142197,-3891,Deuteronilus
41.379837,-42.8782196,-3901,Deuteronilus
41.3136368,-42.4505196,-3874,Deuteronilus
41.3246384,79.9042816,-3633,Deuteronilus
41.2799377,-42.4378204,-3874,Deuteronilus
41.2954369,80.0380783,-3641,Deuteronilus
41.2459373,-42.4409218,-3905,Deuteronilus
41.2335358,80.1892776,-3634,Deuteronilus
41.1491356,81.0284805,-3657,Deuteronilus
41.1632385,80.5384827,-3617,Deuteronilus
41.1644363,80.3576813,-3625,Deuteronilus
41.1481361,172.2723846,-3923,Deuteronilus
41.1114388,80.6440811,-3617,Deuteronilus
41.0613365,80.7889786,-3631,Deuteronilus
41.0772362,80.9954758,-3631,Deuteronilus
41.0300369,172.3083801,-3923,Deuteronilus
40.9431381,80.6268768,-3605,Deuteronilus
40.9450378,172.3373871,-3903,Deuteronilus
40.9035378,172.3503723,-3903,Deuteronilus
40.8548355,172.3473816,-3903,Deuteronilus
40.813736,172.3973846,-3903,Deuteronilus
40.7429352,79.7339783,-3532,Deuteronilus
40.7489357,172.5023804,-3911,Deuteronilus
40.6613388,80.2973785,-3603,Deuteronilus
40.6796379,172.5063782,-3911,Deuteronilus
40.6084366,80.180481,-3596,Deuteronilus
40.6081352,172.4093781,-3917,Deuteronilus
40.5818367,172.3283844,-3917,Deuteronilus
40.5124359,172.3523865,-3917,Deuteronilus
40.4397354,79.4756775,-3511,Deuteronilus
40.3483353,172.3283844,-3934,Deuteronilus
40.3383369,172.9773865,-3933,Deuteronilus
40.3672371,173.1813812,-3902,Deuteronilus
40.3557358,174.9143829,-4017,Deuteronilus
40.2846375,-41.7789192,-3891,Deuteronilus
40.3024368,172.6523743,-3941,Deuteronilus
40.2970352,172.8613739,-3933,Deuteronilus
40.2872353,174.7993774,-4017,Deuteronilus
40.2893372,174.990387,-4017,Deuteronilus
40.2669373,-41.5579224,-3907,Deuteronilus
40.2280388,-41.9096222,-3880,Deuteronilus
40.2550354,172.4803772,-3934,Deuteronilus
40.2392387,173.287384,-3934,Deuteronilus
40.2629356,175.1133728,-4015,Deuteronilus
40.174736,-41.8959198,-3880,Deuteronilus
40.1958389,174.7683868,-4026,Deuteronilus
40.1498375,-41.8997192,-3880,Deuteronilus
40.1523361,173.2913818,-3934,Deuteronilus
40.1138382,-41.5976219,-3912,Deuteronilus
40.1169357,174.7393799,-4032,Deuteronilus
40.0569382,-41.9913216,-3880,Deuteronilus
40.0559387,175.1683807,-4013,Deuteronilus
39.9839363,-42.0320206,-3852,Deuteronilus
39.9994354,175.1553802,-4015,Deuteronilus
39.918438,-42.0834198,-3852,Deuteronilus
39.9492378,173.3803864,-3860,Deuteronilus
39.9367371,173.5283813,-3969,Deuteronilus
39.9487381,174.7073822,-4021,Deuteronilus
39.8726387,-42.1344223,-3852,Deuteronilus
39.873436,174.7123871,-4021,Deuteronilus
39.7965355,-41.3786201,-3907,Deuteronilus
39.8306389,-42.2695198,-3878,Deuteronilus
39.8228378,173.6813812,-3969,Deuteronilus
39.7622375,-41.1788216,-3918,Deuteronilus
39.7616386,-41.6186218,-3903,Deuteronilus
39.7653389,-42.4394188,-3878,Deuteronilus
39.7550354,-42.672821,-3868,Deuteronilus
39.7493362,-42.8479195,-3864,Deuteronilus
39.7583389,79.46138,-3436,Deuteronilus
39.7602386,174.7313843,-4021,Deuteronilus
39.733036,-41.5262222,-3897,Deuteronilus
39.6925354,173.7463837,-3952,Deuteronilus
39.6736374,-41.2098198,-3929,Deuteronilus
39.6365356,174.6483765,-3982,Deuteronilus
39.6168365,-41.2634201,-3922,Deuteronilus
39.5925369,173.760376,-3986,Deuteronilus
39.6162376,175.1403809,-4095,Deuteronilus
39.5647354,79.641777,-3445,Deuteronilus
39.5662384,175.2053833,-4095,Deuteronilus
39.5365372,177.0463867,-4062,Deuteronilus
39.4818382,79.6671829,-3440,Deuteronilus
39.5042381,174.8323822,-4117,Deuteronilus
39.4994354,177.0183868,-4075,Deuteronilus
39.5117378,177.4453735,-4065,Deuteronilus
39.4214363,-41.3001213,-3925,Deuteronilus
39.4434357,-41.1638222,-3964,Deuteronilus
39.4431381,79.6791763,-3440,Deuteronilus
39.4646378,175.4483795,-4026,Deuteronilus
39.4270363,175.5593719,-4022,Deuteronilus
39.4284363,176.1073761,-4036,Deuteronilus
39.4432373,177.0873871,-4075,Deuteronilus
39.4372368,177.557373,-4093,Deuteronilus
39.3998375,173.7803802,-3986,Deuteronilus
39.410038,175.490387,-4026,Deuteronilus
39.3829384,175.6703796,-4022,Deuteronilus
39.3801384,175.8463745,-4013,Deuteronilus
39.3634377,176.185379,-4036,Deuteronilus
39.3939362,177.3443756,-4072,Deuteronilus
39.3335381,-41.3236198,-3925,Deuteronilus
39.332737,173.8413849,-3986,Deuteronilus
39.3425369,176.208374,-4036,Deuteronilus
39.3472366,177.1763763,-4075,Deuteronilus
39.3333359,177.6463776,-4093,Deuteronilus
39.2737389,79.7896805,-3443,Deuteronilus
39.2825356,174.8143768,-4009,Deuteronilus
39.3063354,177.6653748,-4093,Deuteronilus
39.2775383,177.8353729,-4075,Deuteronilus
39.2122383,-41.303421,-3883,Deuteronilus
39.2302361,79.8718796,-3434,Deuteronilus
39.244236,176.3223724,-4062,Deuteronilus
39.2335358,177.938385,-4070,Deuteronilus
39.190239,-41.1635208,-3925,Deuteronilus
39.1696358,80.0326767,-3443,Deuteronilus
39.180336,174.8093719,-4008,Deuteronilus
39.190136,176.5743866,-4075,Deuteronilus
39.1688385,176.71138,-4075,Deuteronilus
39.1646385,178.0023804,-4081,Deuteronilus
39.0929375,80.0773773,-3443,Deuteronilus
39.1255379,176.3773804,-4062,Deuteronilus
39.1305389,176.537384,-4075,Deuteronilus
39.0736389,-41.1435204,-3925,Deuteronilus
39.0893364,176.4653778,-4062,Deuteronilus
39.0585365,178.0173798,-4081,Deuteronilus
39.0004387,-41.1738205,-3925,Deuteronilus
38.9876366,80.1081772,-3431,Deuteronilus
38.9849358,174.8123779,-3997,Deuteronilus
38.9874382,177.935379,-4070,Deuteronilus
38.9705353,80.1219788,-3431,Deuteronilus
38.8915367,-41.4098206,-3883,Deuteronilus
38.9101372,80.136879,-3431,Deuteronilus
38.9011383,174.8453827,-3997,Deuteronilus
38.846138,-41.4842224,-3883,Deuteronilus
38.8213387,80.2394791,-3431,Deuteronilus
38.8259354,174.0713806,-3991,Deuteronilus
38.8026352,-41.5026207,-3887,Deuteronilus
38.7776375,174.8773804,-3997,Deuteronilus
38.7368355,-41.4769211,-3891,Deuteronilus
38.7524376,173.9963837,-3979,Deuteronilus
38.7409363,177.935379,-4069,Deuteronilus
38.6774368,80.2298813,-3422,Deuteronilus
38.6683388,174.9853821,-4003,Deuteronilus
38.6129379,-41.3130188,-3891,Deuteronilus
38.6061363,80.212883,-3422,Deuteronilus
38.6405373,173.911377,-3978,Deuteronilus
38.5831375,-41.1122208,-3894,Deuteronilus
38.5713387,80.5709763,-3440,Deuteronilus
38.5547371,80.4695816,-3428,Deuteronilus
38.5684357,80.2381821,-3422,Deuteronilus
38.591938,175.0923767,-4137,Deuteronilus
38.5180359,-37.6929207,-3991,Deuteronilus
38.5070381,80.5377808,-3440,Deuteronilus
38.5157356,80.4098816,-3428,Deuteronilus
38.5018387,175.1103821,-4137,Deuteronilus
38.4511375,-41.128521,-3911,Deuteronilus
38.4841385,80.4732819,-3427,Deuteronilus
38.426136,-40.8164215,-3900,Deuteronilus
38.4099388,-37.7056198,-4002,Deuteronilus
38.4251366,173.8913727,-3980,Deuteronilus
38.3595352,-40.8591194,-3900,Deuteronilus
38.3550377,-37.702919,-4002,Deuteronilus
38.3590355,173.9173737,-3980,Deuteronilus
38.3205376,-41.03722,-3911,Deuteronilus
38.3273354,-40.7851219,-3900,Deuteronilus
38.3212357,80.6025772,-3424,Deuteronilus
38.3197365,175.0013733,-3996,Deuteronilus
38.2533379,-40.9023209,-3900,Deuteronilus
38.2670364,-37.758522,-4058,Deuteronilus
38.2302361,-37.8189201,-4065,Deuteronilus
38.1974373,-41.1995201,-3910,Deuteronilus
38.1770363,80.8337784,-3398,Deuteronilus
38.1839371,80.7578812,-3398,Deuteronilus
38.2131386,80.6744766,-3397,Deuteronilus
38.1231384,-41.1998215,-3910,Deuteronilus
38.1414375,80.8059769,-3398,Deuteronilus
38.1409378,80.9070816,-3398,Deuteronilus
38.1321373,174.0053864,-3986,Deuteronilus
38.0941353,-41.29842,-3905,Deuteronilus
38.1083374,80.7636795,-3398,Deuteronilus
38.1019363,174.2693787,-3996,Deuteronilus
38.0307388,-41.3751221,-3905,Deuteronilus
38.0251389,-37.9968224,-4065,Deuteronilus
38.0604362,-37.8607216,-4065,Deuteronilus
38.0262375,174.4813843,-3996,Deuteronilus
37.9622383,-38.1098213,-4057,Deuteronilus
37.9680367,-37.9622192,-4056,Deuteronilus
37.9757385,80.8426819,-3429,Deuteronilus
37.9731369,174.6063843,-3984,Deuteronilus
37.9820366,177.9083862,-4065,Deuteronilus
37.9383354,-38.1036224,-4057,Deuteronilus
37.9404373,174.7263794,-3984,Deuteronilus
37.8554382,-38.0901222,-4057,Deuteronilus
37.8772354,177.9413757,-4065,Deuteronilus
37.8676376,177.8373871,-4065,Deuteronilus
37.8182373,80.9234772,-3429,Deuteronilus
37.8116379,177.7543793,-4065,Deuteronilus
37.7856369,80.9453812,-3429,Deuteronilus
37.7137375,-38.1028214,-4055,Deuteronilus
37.7000389,177.740387,-4072,Deuteronilus
37.6842384,177.7233734,-4072,Deuteronilus
37.6261368,-38.2267189,-4055,Deuteronilus
37.627636,177.6903839,-4072,Deuteronilus
37.561039,-38.207222,-4055,Deuteronilus
37.5566368,81.0341797,-3463,Deuteronilus
37.5024376,-38.0668221,-4055,Deuteronilus
37.5119362,81.8748779,-3528,Deuteronilus
37.5039368,81.6899796,-3532,Deuteronilus
37.5139389,81.0799789,-3463,Deuteronilus
37.4546356,-38.04002,-4049,Deuteronilus
37.4651375,81.6211777,-3527,Deuteronilus
37.4612389,81.2947769,-3492,Deuteronilus
37.4526367,177.7653809,-4067,Deuteronilus
37.3921356,82.3900757,-3557,Deuteronilus
37.3767357,81.2958832,-3492,Deuteronilus
37.3256378,-38.0993195,-4049,Deuteronilus
37.313839,82.3665771,-3557,Deuteronilus
37.3590355,177.8293762,-4067,Deuteronilus
37.3044357,-38.0856209,-4049,Deuteronilus
37.2871361,81.7515793,-3539,Deuteronilus
37.3089371,81.3253784,-3492,Deuteronilus
37.2419357,-38.1927223,-4038,Deuteronilus
37.2413368,81.7626801,-3509,Deuteronilus
37.2375374,81.4969788,-3425,Deuteronilus
37.1606369,-38.2450218,-4038,Deuteronilus
37.1881371,82.34198,-3535,Deuteronilus
37.1623383,82.3908768,-3535,Deuteronilus
37.190937,177.7993774,-4071,Deuteronilus
37.1314354,-38.3241196,-4002,Deuteronilus
37.1333389,82.4264832,-3535,Deuteronilus
37.1019363,177.8323822,-4071,Deuteronilus
37.0594368,82.348877,-3535,Deuteronilus
37.0702362,82.2878799,-3535,Deuteronilus
36.9891357,-38.8632202,-3987,Deuteronilus
37.0313377,-38.4566193,-4002,Deuteronilus
37.0159378,82.1912766,-3517,Deuteronilus
37.0365372,177.8553772,-4071,Deuteronilus
36.9750366,-38.8923187,-3987,Deuteronilus
36.9857368,-38.5769196,-3995,Deuteronilus
36.9744377,177.810379,-4078,Deuteronilus
36.9094353,-38.830719,-3987,Deuteronilus
36.8876381,-38.6778221,-3995,Deuteronilus
36.9227371,82.1879807,-3501,Deuteronilus
36.897438,177.8403778,-4078,Deuteronilus
36.840538,-38.9158211,-3987,Deuteronilus
36.8450356,-38.7906189,-3987,Deuteronilus
36.8651352,82.28508,-3517,Deuteronilus
36.8301353,82.3226776,-3517,Deuteronilus
36.8198357,82.3119812,-3517,Deuteronilus
36.7954369,177.9033813,-4078,Deuteronilus
36.7361374,82.2853775,-3481,Deuteronilus
36.7171364,82.1947784,-3472,Deuteronilus
36.6745377,-39.1261215,-3963,Deuteronilus
36.6840363,178.0503845,-4086,Deuteronilus
36.6571388,82.1609802,-3472,Deuteronilus
36.620636,177.9863739,-4074,Deuteronilus
36.6009369,82.1536789,-3472,Deuteronilus
36.5641365,177.9343719,-4074,Deuteronilus
36.5077362,-39.3144188,-3955,Deuteronilus
36.521637,177.8123779,-4074,Deuteronilus
36.4670372,177.7563782,-4078,Deuteronilus
36.4113388,177.7333832,-4068,Deuteronilus
36.3639374,-39.2161217,-3958,Deuteronilus
36.3493385,178.0793762,-4082,Deuteronilus
36.313839,-39.3060188,-3944,Deuteronilus
36.3133354,81.8415909,-3428,Deuteronilus
