model,cambio_pct_vs_2020,cambio_pct_vs_bau
AIM,-26.197203289825232,-31.2663769343676
GCAM,-5.025438877657646,-5.798009475276273
IMAGE,-13.618855281864509,-19.36692935039285
MAGNET,-0.9453052667661438,-5.592158380689993
MAgPIE,1.0171560019486805,-0.3462057652740662
