x_km,y_km,prof_pre_m,prof_post_m,cambio_m
0.24,2.66,-184.7,-189.9,-5.2
0.34,2.66,-191.4,-195.7,-4.3
0.44,2.66,-203.7,-214.3,-10.6
0.54,2.66,-216.3,-228.0,-11.7
0.64,2.66,-227.1,-238.8,-11.7
0.74,2.66,-237.0,-245.6,-8.6
0.84,2.66,-248.7,-261.7,-13.0
0.94,2.66,-263.5,-283.8,-20.3
1.04,2.66,-278.8,-298.9,-20.2
1.14,2.66,-290.2,-307.2,-17.0
1.24,2.66,-298.7,-313.7,-15.0
1.34,2.66,-309.3,-323.4,-14.2
1.44,2.66,-324.7,-336.7,-12.0
1.54,2.66,-344.7,-358.2,-13.5
1.64,2.66,-367.5,-380.7,-13.2
1.74,2.66,-391.4,-405.2,-13.8
1.84,2.66,-414.9,-430.4,-15.5
1.94,2.66,-437.7,-454.1,-16.4
2.04,2.66,-459.7,-475.1,-15.5
2.14,2.66,-481.7,-496.9,-15.2
2.24,2.66,-503.5,-518.0,-14.5
2.34,2.66,-524.5,-538.2,-13.7
2.44,2.66,-545.5,-557.6,-12.1
2.54,2.66,-567.4,-575.9,-8.5
2.64,2.66,-588.9,-593.5,-4.6
2.74,2.66,-609.4,-611.5,-2.1
2.84,2.66,-630.2,-630.7,-0.6
2.94,2.66,-651.0,-649.3,1.7
3.04,2.66,-671.8,-668.6,3.2
3.14,2.66,-691.7,-686.7,5.0
3.24,2.66,-710.6,-704.3,6.3
3.34,2.66,-727.6,-721.0,6.6
3.44,2.66,-742.9,-737.1,5.8
3.54,2.66,-757.2,-751.9,5.3
3.64,2.66,-770.5,-766.1,4.4
3.74,2.66,-784.0,-779.3,4.7
3.84,2.66,-796.6,-792.6,4.0
3.94,2.66,-809.2,-806.0,3.2
4.04,2.66,-822.8,-820.0,2.8
4.14,2.66,-837.6,-833.6,3.9
4.24,2.66,-851.6,-849.5,2.1
4.34,2.66,-866.2,-868.0,-1.9
4.44,2.66,-882.1,-886.6,-4.5
4.54,2.66,-897.8,-902.8,-4.9
4.64,2.66,-910.5,-917.4,-6.9
4.74,2.66,-921.3,-931.1,-9.8
4.84,2.66,-932.6,-947.0,-14.4
4.94,2.66,-944.2,-967.0,-22.8
-4.96,2.56,-853.8,-854.0,-0.1
-4.86,2.56,-841.0,-843.0,-2.0
-4.76,2.56,-828.9,-833.9,-5.0
-4.66,2.56,-818.0,-826.3,-8.3
-4.56,2.56,-808.0,-820.2,-12.2
-4.46,2.56,-799.4,-812.1,-12.7
-4.36,2.56,-791.6,-803.6,-12.0
-4.26,2.56,-782.2,-793.8,-11.6
-4.16,2.56,-769.0,-778.5,-9.6
-4.06,2.56,-751.0,-762.0,-11.0
-3.96,2.56,-730.6,-744.2,-13.6
-3.86,2.56,-710.2,-726.8,-16.6
-3.76,2.56,-689.9,-707.2,-17.3
-3.66,2.56,-670.3,-685.7,-15.4
-3.56,2.56,-651.3,-664.8,-13.5
-3.46,2.56,-632.4,-644.2,-11.7
-3.36,2.56,-613.1,-623.7,-10.6
-3.26,2.56,-594.5,-603.5,-9.0
-3.16,2.56,-576.8,-583.8,-7.0
-3.06,2.56,-560.1,-563.0,-2.9
-2.96,2.56,-543.8,-546.7,-2.9
-2.86,2.56,-526.2,-531.5,-5.3
-2.76,2.56,-507.7,-517.9,-10.1
-2.66,2.56,-490.7,-515.3,-24.6
-2.56,2.56,-476.4,-507.8,-31.4
-2.46,2.56,-464.0,-494.8,-30.7
-2.36,2.56,-453.4,-480.7,-27.3
-2.26,2.56,-443.0,-467.2,-24.1
-2.16,2.56,-430.7,-451.1,-20.4
-2.06,2.56,-415.4,-438.2,-22.8
-1.96,2.56,-397.4,-426.4,-29.0
-1.86,2.56,-376.6,-403.4,-26.7
-1.76,2.56,-354.8,-361.4,-6.7
-1.66,2.56,-333.9,-339.9,-6.0
-1.56,2.56,-315.8,-341.7,-25.9
-1.46,2.56,-310.2,-357.6,-47.4
-1.36,2.56,-318.5,-395.1,-76.6
-1.26,2.56,-325.4,-394.8,-69.4
-1.16,2.56,-324.5,-380.8,-56.3
-1.06,2.56,-315.0,-356.5,-41.5
-0.96,2.56,-291.2,-335.1,-43.9
-0.86,2.56,-254.3,-308.6,-54.4
-0.76,2.56,-216.5,-273.3,-56.8
-0.66,2.56,-188.1,-231.6,-43.5
-0.56,2.56,-167.4,-196.0,-28.5
-0.46,2.56,-149.5,-164.0,-14.5
-0.36,2.56,-133.2,-142.3,-9.1
-0.26,2.56,-120.8,-129.2,-8.4
-0.16,2.56,-116.1,-124.1,-8.0
-0.06,2.56,-122.3,-132.2,-9.9
0.04,2.56,-133.6,-144.9,-11.3
0.14,2.56,-141.4,-148.9,-7.5
0.24,2.56,-145.9,-150.8,-4.9
0.34,2.56,-154.7,-159.6,-4.9
0.44,2.56,-168.0,-179.0,-11.0
0.54,2.56,-180.2,-191.6,-11.5
0.64,2.56,-189.9,-199.3,-9.4
0.74,2.56,-199.4,-207.5,-8.0
0.84,2.56,-211.9,-226.7,-14.8
0.94,2.56,-227.7,-249.3,-21.7
1.04,2.56,-242.8,-264.9,-22.1
1.14,2.56,-253.4,-273.3,-19.9
1.24,2.56,-262.5,-279.9,-17.4
1.34,2.56,-276.0,-290.0,-14.0
1.44,2.56,-294.7,-309.0,-14.2
1.54,2.56,-317.4,-332.0,-14.6
1.64,2.56,-342.2,-359.3,-17.1
1.74,2.56,-367.4,-386.3,-18.9
1.84,2.56,-391.7,-413.4,-21.7
1.94,2.56,-415.5,-437.5,-22.0
2.04,2.56,-438.7,-457.3,-18.6
2.14,2.56,-461.5,-479.4,-17.8
2.24,2.56,-483.7,-500.6,-16.9
2.34,2.56,-504.8,-520.6,-15.8
2.44,2.56,-526.3,-537.7,-11.5
2.54,2.56,-547.9,-554.4,-6.4
2.64,2.56,-569.1,-573.2,-4.1
2.74,2.56,-590.0,-592.7,-2.7
2.84,2.56,-611.6,-612.1,-0.5
2.94,2.56,-633.2,-632.0,1.2
3.04,2.56,-653.9,-651.9,2.0
3.14,2.56,-673.2,-669.8,3.5
3.24,2.56,-691.9,-687.3,4.6
3.34,2.56,-708.8,-704.4,4.4
3.44,2.56,-724.5,-720.7,3.8
3.54,2.56,-739.4,-735.9,3.5
3.64,2.56,-753.4,-749.9,3.5
3.74,2.56,-767.6,-763.9,3.7
3.84,2.56,-781.6,-777.4,4.2
3.94,2.56,-795.6,-792.4,3.2
4.04,2.56,-810.5,-808.0,2.5
4.14,2.56,-827.1,-826.1,1.0
4.24,2.56,-843.2,-845.0,-1.8
4.34,2.56,-859.2,-865.8,-6.6
4.44,2.56,-876.0,-883.3,-7.3
4.54,2.56,-892.0,-896.1,-4.1
4.64,2.56,-903.6,-910.4,-6.8
4.74,2.56,-913.1,-925.0,-11.9
4.84,2.56,-923.5,-942.3,-18.7
4.94,2.56,-934.5,-960.2,-25.7
-4.96,2.46,-840.9,-839.9,1.0
-4.86,2.46,-826.3,-828.2,-1.9
-4.76,2.46,-813.6,-815.6,-2.0
-4.66,2.46,-803.7,-807.6,-3.9
-4.56,2.46,-793.1,-800.4,-7.3
-4.46,2.46,-781.8,-795.0,-13.2
-4.36,2.46,-772.6,-789.2,-16.7
-4.26,2.46,-763.5,-778.6,-15.1
-4.16,2.46,-752.0,-761.4,-9.4
-4.06,2.46,-735.2,-744.2,-8.9
-3.96,2.46,-714.2,-728.5,-14.3
-3.86,2.46,-692.5,-709.0,-16.5
-3.76,2.46,-671.6,-689.0,-17.4
-3.66,2.46,-651.7,-667.3,-15.7
-3.56,2.46,-632.1,-646.6,-14.5
-3.46,2.46,-612.4,-626.3,-13.8
-3.36,2.46,-592.2,-605.1,-12.9
-3.26,2.46,-572.7,-583.4,-10.7
-3.16,2.46,-554.0,-562.7,-8.8
-3.06,2.46,-536.5,-542.8,-6.4
-2.96,2.46,-519.9,-526.2,-6.2
-2.86,2.46,-503.5,-509.8,-6.3
-2.76,2.46,-485.8,-496.3,-10.5
-2.66,2.46,-468.3,-489.4,-21.0
-2.56,2.46,-452.7,-481.1,-28.3
-2.46,2.46,-438.5,-471.6,-33.0
-2.36,2.46,-426.2,-460.1,-33.9
-2.26,2.46,-414.1,-448.3,-34.2
-2.16,2.46,-399.8,-421.6,-21.8
-2.06,2.46,-384.0,-406.2,-22.2
-1.96,2.46,-366.9,-394.3,-27.4
-1.86,2.46,-347.2,-378.8,-31.6
-1.76,2.46,-325.0,-353.9,-28.9
-1.66,2.46,-303.0,-323.0,-20.0
-1.56,2.46,-285.5,-326.1,-40.5
-1.46,2.46,-282.8,-349.1,-66.3
-1.36,2.46,-293.9,-365.9,-72.0
-1.26,2.46,-300.1,-367.3,-67.2
-1.16,2.46,-298.0,-359.5,-61.5
-1.06,2.46,-289.2,-338.5,-49.3
-0.96,2.46,-268.4,-322.0,-53.5
-0.86,2.46,-232.9,-295.6,-62.7
-0.76,2.46,-191.2,-260.7,-69.5
-0.66,2.46,-156.9,-212.5,-55.6
-0.56,2.46,-131.7,-168.4,-36.7
-0.46,2.46,-110.3,-135.5,-25.3
-0.36,2.46,-89.9,-110.5,-20.6
-0.26,2.46,-73.2,-89.3,-16.1
-0.16,2.46,-66.8,-76.6,-9.7
-0.06,2.46,-74.0,-76.6,-2.6
0.04,2.46,-87.8,-101.2,-13.4
0.14,2.46,-98.5,-107.2,-8.7
0.24,2.46,-106.6,-109.7,-3.1
0.34,2.46,-117.9,-124.4,-6.6
0.44,2.46,-131.4,-144.3,-13.0
0.54,2.46,-142.6,-154.4,-11.9
0.64,2.46,-151.2,-159.8,-8.6
0.74,2.46,-160.6,-163.5,-2.9
0.84,2.46,-174.3,-180.8,-6.5
0.94,2.46,-191.0,-210.9,-19.8
1.04,2.46,-205.7,-230.4,-24.8
1.14,2.46,-215.2,-236.2,-21.0
1.24,2.46,-225.0,-241.6,-16.6
1.34,2.46,-240.9,-256.5,-15.6
1.44,2.46,-262.8,-281.2,-18.4
1.54,2.46,-288.3,-307.5,-19.2
1.64,2.46,-315.6,-337.5,-21.9
1.74,2.46,-342.5,-367.9,-25.4
1.84,2.46,-368.2,-393.7,-25.6
1.94,2.46,-392.9,-417.3,-24.4
2.04,2.46,-416.9,-440.3,-23.4
2.14,2.46,-440.4,-460.8,-20.4
2.24,2.46,-462.7,-481.9,-19.3
2.34,2.46,-484.2,-497.5,-13.3
2.44,2.46,-505.4,-513.3,-7.9
2.54,2.46,-526.3,-531.8,-5.6
2.64,2.46,-547.4,-551.5,-4.1
2.74,2.46,-569.4,-572.1,-2.7
2.84,2.46,-592.1,-593.1,-1.1
2.94,2.46,-614.0,-614.4,-0.4
3.04,2.46,-634.4,-633.7,0.7
3.14,2.46,-653.4,-651.8,1.6
3.24,2.46,-672.0,-669.2,2.8
3.34,2.46,-689.4,-686.4,3.0
3.44,2.46,-705.8,-703.3,2.5
3.54,2.46,-721.6,-718.9,2.7
3.64,2.46,-737.0,-733.8,3.2
3.74,2.46,-752.3,-748.9,3.3
3.84,2.46,-768.0,-764.7,3.3
3.94,2.46,-784.4,-783.0,1.4
4.04,2.46,-802.1,-804.4,-2.3
4.14,2.46,-822.7,-827.1,-4.3
4.24,2.46,-843.0,-848.3,-5.3
4.34,2.46,-859.7,-863.7,-4.0
4.44,2.46,-873.1,-876.7,-3.6
4.54,2.46,-885.6,-889.8,-4.3
4.64,2.46,-895.2,-904.2,-9.0
4.74,2.46,-904.3,-919.6,-15.2
4.84,2.46,-914.1,-936.5,-22.4
4.94,2.46,-924.5,-953.3,-28.8
-4.96,2.36,-829.6,-826.9,2.8
-4.86,2.36,-814.6,-815.5,-0.9
-4.76,2.36,-801.1,-803.1,-2.0
-4.66,2.36,-790.0,-791.5,-1.6
-4.56,2.36,-778.2,-781.1,-2.9
-4.46,2.36,-765.6,-772.1,-6.5
-4.36,2.36,-755.1,-764.2,-9.1
-4.26,2.36,-745.2,-754.0,-8.8
-4.16,2.36,-733.9,-739.8,-5.9
-4.06,2.36,-718.3,-725.0,-6.7
-3.96,2.36,-697.3,-710.9,-13.5
-3.86,2.36,-674.2,-690.2,-16.0
-3.76,2.36,-652.6,-668.4,-15.8
-3.66,2.36,-632.4,-647.4,-15.0
-3.56,2.36,-612.6,-625.5,-12.9
-3.46,2.36,-592.5,-604.6,-12.1
-3.36,2.36,-571.6,-585.1,-13.5
-3.26,2.36,-550.8,-563.1,-12.3
-3.16,2.36,-530.6,-543.8,-13.2
-3.06,2.36,-511.9,-521.7,-9.7
-2.96,2.36,-494.9,-505.1,-10.2
-2.86,2.36,-479.1,-486.4,-7.3
-2.76,2.36,-462.4,-470.8,-8.4
-2.66,2.36,-444.8,-463.3,-18.5
-2.56,2.36,-428.4,-458.2,-29.7
-2.46,2.36,-413.0,-451.1,-38.1
-2.36,2.36,-398.8,-438.8,-40.0
-2.26,2.36,-384.8,-420.4,-35.6
-2.16,2.36,-368.5,-386.4,-17.9
-2.06,2.36,-350.7,-368.9,-18.1
-1.96,2.36,-333.7,-359.8,-26.1
-1.86,2.36,-315.3,-345.3,-30.1
-1.76,2.36,-294.3,-322.8,-28.5
-1.66,2.36,-272.8,-292.9,-20.1
-1.56,2.36,-256.5,-296.9,-40.4
-1.46,2.36,-254.8,-316.3,-61.6
-1.36,2.36,-266.0,-335.2,-69.2
-1.26,2.36,-273.4,-336.8,-63.4
-1.16,2.36,-271.7,-338.2,-66.5
-1.06,2.36,-262.8,-324.2,-61.4
-0.96,2.36,-244.9,-305.9,-61.0
-0.86,2.36,-212.9,-281.9,-69.0
-0.76,2.36,-169.6,-247.7,-78.1
-0.66,2.36,-128.7,-202.5,-73.8
-0.56,2.36,-97.1,-149.1,-52.0
-0.46,2.36,-71.8,-117.2,-40.5
-0.06,2.36,-31.9,-39.9,3.5
0.04,2.36,-43.6,-61.7,-13.8
0.14,2.36,-55.0,-64.4,-9.3
0.24,2.36,-65.9,-68.9,-3.1
0.34,2.36,-79.2,-88.1,-8.8
0.44,2.36,-92.7,-107.2,-14.5
0.54,2.36,-103.0,-115.7,-12.7
0.64,2.36,-110.8,-119.8,-9.0
0.74,2.36,-120.5,-122.1,-1.7
0.84,2.36,-135.5,-139.8,-4.3
0.94,2.36,-152.9,-169.5,-16.6
1.04,2.36,-167.0,-195.3,-28.3
1.14,2.36,-176.1,-197.8,-21.7
1.24,2.36,-187.3,-201.9,-14.6
1.34,2.36,-204.7,-222.6,-17.8
1.44,2.36,-228.7,-249.8,-21.1
1.54,2.36,-257.6,-280.6,-23.0
1.64,2.36,-288.0,-316.1,-28.1
1.74,2.36,-317.1,-346.3,-29.2
1.84,2.36,-343.7,-371.8,-28.1
1.94,2.36,-368.4,-396.0,-27.7
2.04,2.36,-392.0,-420.2,-28.1
2.14,2.36,-415.7,-440.9,-25.3
2.24,2.36,-438.4,-454.5,-16.1
2.34,2.36,-460.8,-469.4,-8.6
2.44,2.36,-482.2,-487.6,-5.4
2.54,2.36,-503.0,-507.5,-4.5
2.64,2.36,-524.7,-529.0,-4.4
2.74,2.36,-547.8,-551.3,-3.6
2.84,2.36,-571.4,-575.4,-4.0
2.94,2.36,-593.5,-593.9,-0.4
3.04,2.36,-613.9,-613.3,0.6
3.14,2.36,-633.2,-632.5,0.7
3.24,2.36,-652.5,-650.8,1.6
3.34,2.36,-670.9,-668.3,2.5
3.44,2.36,-688.5,-686.1,2.4
3.54,2.36,-705.7,-702.5,3.2
3.64,2.36,-723.0,-719.6,3.4
3.74,2.36,-740.0,-737.5,2.6
3.84,2.36,-757.9,-757.7,0.3
3.94,2.36,-777.6,-784.3,-6.7
4.04,2.36,-799.8,-812.9,-13.1
4.14,2.36,-824.9,-833.6,-8.7
4.24,2.36,-846.9,-847.0,-0.1
4.34,2.36,-861.6,-858.9,2.7
4.44,2.36,-870.9,-871.4,-0.5
4.54,2.36,-879.2,-884.9,-5.6
4.64,2.36,-887.1,-898.1,-11.1
4.74,2.36,-896.1,-912.8,-16.7
4.84,2.36,-905.8,-928.7,-23.0
4.94,2.36,-916.2,-945.0,-28.8
-4.96,2.26,-820.4,-816.6,3.8
-4.86,2.26,-805.7,-804.7,1.0
-4.76,2.26,-791.3,-792.3,-1.0
-4.66,2.26,-778.3,-778.6,-0.3
-4.56,2.26,-765.2,-764.2,1.0
-4.46,2.26,-751.6,-752.5,-0.9
-4.36,2.26,-739.4,-741.6,-2.2
-4.26,2.26,-728.1,-730.1,-2.0
-4.16,2.26,-716.5,-720.0,-3.5
-4.06,2.26,-701.9,-705.1,-3.1
-3.96,2.26,-682.2,-690.1,-7.9
-3.86,2.26,-658.2,-670.8,-12.6
-3.76,2.26,-634.9,-646.3,-11.4
-3.66,2.26,-613.2,-624.6,-11.3
-3.56,2.26,-592.0,-603.3,-11.2
-3.46,2.26,-571.2,-582.9,-11.7
-3.36,2.26,-550.0,-563.9,-14.0
-3.26,2.26,-527.9,-544.4,-16.5
-3.16,2.26,-506.0,-522.1,-16.1
-3.06,2.26,-486.2,-501.3,-15.1
-2.96,2.26,-468.8,-482.1,-13.3
-2.86,2.26,-453.4,-463.0,-9.6
-2.76,2.26,-437.6,-446.1,-8.6
-2.66,2.26,-420.1,-433.1,-13.1
-2.56,2.26,-403.0,-434.0,-31.0
-2.46,2.26,-387.1,-428.8,-41.7
-2.36,2.26,-371.4,-413.4,-42.0
-2.26,2.26,-355.5,-393.1,-37.7
-2.16,2.26,-337.7,-360.7,-23.0
-2.06,2.26,-318.1,-321.3,-3.2
-1.96,2.26,-300.1,-323.6,-23.5
-1.86,2.26,-281.9,-307.7,-25.8
-1.76,2.26,-261.9,-283.5,-21.5
-1.66,2.26,-241.3,-262.0,-20.7
-1.56,2.26,-224.8,-256.4,-31.6
-1.46,2.26,-221.2,-279.1,-57.9
-1.36,2.26,-231.3,-297.8,-66.6
-1.26,2.26,-242.6,-306.4,-63.8
-1.16,2.26,-245.5,-309.6,-64.1
-1.06,2.26,-238.2,-304.3,-66.2
-0.96,2.26,-222.4,-290.4,-68.1
-0.86,2.26,-194.8,-268.8,-74.1
-0.76,2.26,-153.7,-237.2,-83.6
-0.66,2.26,-109.9,-199.6,-89.7
-0.56,2.26,-73.9,-153.2,-76.2
0.24,2.26,-29.2,-48.8,-9.0
0.34,2.26,-40.9,-66.7,-16.9
0.44,2.26,-52.6,-83.8,-21.3
0.54,2.26,-61.6,-74.6,-13.0
0.64,2.26,-68.7,-78.1,-9.4
0.74,2.26,-78.7,-78.7,-0.0
0.84,2.26,-95.1,-100.9,-5.8
0.94,2.26,-113.1,-127.2,-14.2
1.04,2.26,-126.8,-145.6,-18.9
1.14,2.26,-136.8,-148.9,-12.2
1.24,2.26,-150.3,-162.2,-11.9
1.34,2.26,-169.5,-187.7,-18.2
1.44,2.26,-195.4,-218.6,-23.2
1.54,2.26,-227.1,-257.7,-30.6
1.64,2.26,-259.4,-296.7,-37.2
1.74,2.26,-289.1,-323.1,-34.1
1.84,2.26,-315.7,-348.9,-33.2
1.94,2.26,-339.3,-373.8,-34.5
2.04,2.26,-361.7,-383.8,-22.1
2.14,2.26,-386.2,-402.6,-16.4
2.24,2.26,-411.2,-422.8,-11.6
2.34,2.26,-435.5,-440.6,-5.1
2.44,2.26,-457.7,-460.8,-3.1
2.54,2.26,-478.9,-482.4,-3.6
2.64,2.26,-500.6,-503.5,-2.9
2.74,2.26,-524.1,-524.7,-0.5
2.84,2.26,-548.7,-552.0,-3.3
2.94,2.26,-571.8,-572.5,-0.6
3.04,2.26,-593.4,-593.5,-0.1
3.14,2.26,-613.9,-613.5,0.4
3.24,2.26,-634.2,-632.3,1.9
3.34,2.26,-654.3,-650.6,3.7
3.44,2.26,-674.0,-670.1,3.9
3.54,2.26,-693.2,-690.7,2.5
3.64,2.26,-712.6,-712.1,0.5
3.74,2.26,-731.7,-737.7,-6.0
3.84,2.26,-752.5,-770.4,-17.9
3.94,2.26,-776.6,-802.9,-26.3
4.04,2.26,-802.8,-822.6,-19.8
4.14,2.26,-827.9,-834.3,-6.4
4.24,2.26,-846.8,-844.5,2.3
4.34,2.26,-858.0,-854.7,3.3
4.44,2.26,-865.2,-866.5,-1.3
4.54,2.26,-871.7,-878.6,-7.0
4.64,2.26,-879.1,-891.1,-12.1
4.74,2.26,-888.2,-905.4,-17.3
4.84,2.26,-897.9,-920.8,-22.9
4.94,2.26,-907.9,-935.8,-27.9
-4.96,2.16,-811.2,-806.5,4.7
-4.86,2.16,-796.4,-794.7,1.6
-4.76,2.16,-782.1,-781.8,0.3
-4.66,2.16,-768.5,-767.8,0.7
-4.56,2.16,-754.5,-753.1,1.4
-4.46,2.16,-740.0,-739.2,0.8
-4.36,2.16,-726.0,-725.8,0.2
-4.26,2.16,-712.8,-713.6,-0.8
-4.16,2.16,-700.1,-701.4,-1.2
-4.06,2.16,-686.1,-686.7,-0.5
-3.96,2.16,-668.5,-670.3,-1.8
-3.86,2.16,-646.0,-650.0,-4.0
-3.76,2.16,-621.4,-620.1,1.3
-3.66,2.16,-596.4,-595.5,0.9
-3.56,2.16,-572.0,-579.5,-7.5
-3.46,2.16,-549.0,-556.9,-7.9
-3.36,2.16,-526.8,-537.7,-10.9
-3.26,2.16,-503.6,-520.5,-16.9
-3.16,2.16,-479.9,-492.2,-12.2
-3.06,2.16,-458.5,-470.4,-11.9
-2.96,2.16,-440.4,-455.0,-14.6
-2.86,2.16,-425.2,-436.8,-11.6
-2.76,2.16,-410.1,-419.9,-9.8
-2.66,2.16,-393.3,-405.2,-11.9
-2.56,2.16,-375.9,-398.1,-22.2
-2.46,2.16,-359.6,-395.7,-36.0
-2.36,2.16,-343.2,-381.5,-38.3
-2.26,2.16,-326.0,-360.4,-34.4
-2.16,2.16,-307.7,-334.3,-26.6
-2.06,2.16,-287.8,-299.1,-11.3
-1.96,2.16,-268.1,-284.6,-16.5
-1.86,2.16,-248.6,-268.4,-19.8
-1.76,2.16,-228.3,-250.8,-22.4
-1.66,2.16,-207.1,-226.5,-19.4
-1.56,2.16,-188.8,-211.5,-22.6
-1.46,2.16,-181.7,-236.0,-54.2
-1.36,2.16,-190.6,-260.6,-69.9
-1.26,2.16,-207.5,-276.7,-69.2
-1.16,2.16,-218.7,-281.2,-62.4
-1.06,2.16,-215.9,-281.9,-66.0
-0.96,2.16,-202.1,-273.5,-71.4
-0.86,2.16,-179.1,-255.3,-76.2
-0.76,2.16,-145.2,-231.4,-86.2
-0.66,2.16,-107.6,-212.4,-95.8
0.74,2.16,-39.1,-44.9,6.3
0.84,2.16,-54.8,-58.8,0.6
0.94,2.16,-72.3,-77.8,-5.5
1.04,2.16,-85.9,-94.8,-8.9
1.14,2.16,-97.5,-102.0,-4.5
1.24,2.16,-114.8,-117.2,-2.4
1.34,2.16,-138.7,-159.4,-20.8
1.44,2.16,-167.8,-196.2,-28.4
1.54,2.16,-199.6,-239.6,-39.9
1.64,2.16,-229.7,-272.8,-43.1
1.74,2.16,-256.9,-300.9,-44.1
1.84,2.16,-282.8,-324.0,-41.1
1.94,2.16,-306.2,-330.5,-24.2
2.04,2.16,-329.4,-330.0,-0.6
2.14,2.16,-355.8,-367.6,-11.8
2.24,2.16,-383.0,-393.7,-10.7
2.34,2.16,-408.7,-414.2,-5.5
2.44,2.16,-432.2,-434.0,-1.8
2.54,2.16,-454.3,-454.7,-0.4
2.64,2.16,-477.1,-475.9,1.2
2.74,2.16,-501.9,-501.3,0.6
2.84,2.16,-527.2,-528.4,-1.2
2.94,2.16,-551.7,-551.5,0.2
3.04,2.16,-575.2,-573.8,1.5
3.14,2.16,-597.6,-595.3,2.3
3.24,2.16,-619.2,-615.9,3.4
3.34,2.16,-640.8,-636.6,4.3
3.44,2.16,-662.7,-661.0,1.7
3.54,2.16,-683.9,-690.7,-6.8
3.64,2.16,-705.2,-724.9,-19.7
3.74,2.16,-726.4,-759.0,-32.6
3.84,2.16,-750.5,-788.9,-38.3
3.94,2.16,-778.2,-809.8,-31.6
4.04,2.16,-805.1,-821.2,-16.1
4.14,2.16,-826.6,-830.8,-4.2
4.24,2.16,-841.4,-839.7,1.7
4.34,2.16,-850.8,-850.8,0.0
4.44,2.16,-857.6,-861.0,-3.4
4.54,2.16,-864.6,-871.2,-6.6
4.64,2.16,-872.2,-883.5,-11.3
4.74,2.16,-881.0,-896.7,-15.7
4.84,2.16,-890.4,-911.5,-21.1
4.94,2.16,-900.3,-925.9,-25.6
-4.96,2.06,-800.7,-797.9,2.8
-4.86,2.06,-785.4,-784.9,0.5
-4.76,2.06,-771.2,-770.7,0.5
-4.66,2.06,-758.7,-756.5,2.2
-4.56,2.06,-744.9,-741.7,3.2
-4.46,2.06,-729.4,-725.5,3.9
-4.36,2.06,-713.8,-712.3,1.6
-4.26,2.06,-699.1,-699.6,-0.5
-4.16,2.06,-685.3,-685.4,-0.1
-4.06,2.06,-670.8,-671.6,-0.7
-3.96,2.06,-654.7,-655.8,-1.1
-3.86,2.06,-635.1,-636.3,-1.2
-3.76,2.06,-611.9,-611.0,0.9
-3.66,2.06,-585.1,-580.0,5.1
-3.56,2.06,-556.4,-555.0,1.4
-3.46,2.06,-528.8,-530.4,-1.6
-3.36,2.06,-503.0,-507.2,-4.2
-3.26,2.06,-477.0,-483.1,-6.1
-3.16,2.06,-450.4,-455.0,-4.6
-3.06,2.06,-426.4,-429.1,-2.8
-2.96,2.06,-407.3,-419.3,-12.0
-2.86,2.06,-392.6,-409.4,-16.8
-2.76,2.06,-379.1,-392.3,-13.2
-2.66,2.06,-364.3,-377.0,-12.8
-2.56,2.06,-347.6,-362.9,-15.4
-2.46,2.06,-330.7,-354.5,-23.8
-2.36,2.06,-313.7,-344.1,-30.3
-2.26,2.06,-295.7,-320.9,-25.2
-2.16,2.06,-277.0,-300.1,-23.1
-2.06,2.06,-257.1,-276.2,-19.1
-1.96,2.06,-236.2,-253.9,-17.6
-1.86,2.06,-214.9,-236.0,-21.2
-1.76,2.06,-192.5,-213.5,-20.9
-1.66,2.06,-169.2,-187.1,-17.9
-1.56,2.06,-148.0,-159.0,-11.0
-1.46,2.06,-137.9,-179.9,-42.0
-1.36,2.06,-147.3,-216.9,-69.6
-1.26,2.06,-170.5,-244.3,-73.8
-1.16,2.06,-190.2,-253.3,-63.1
-1.06,2.06,-193.0,-256.0,-63.1
-0.96,2.06,-182.1,-244.8,-62.7
-0.86,2.06,-163.6,-239.1,-75.5
-0.76,2.06,-138.8,-222.0,-83.2
-0.66,2.06,-112.8,-208.7,-89.6
-0.46,2.06,-62.4,-142.5,-77.6
-0.36,2.06,-36.7,-131.5,-93.1
-0.26,2.06,-17.5,-128.4,-106.3
0.94,2.06,-35.6,-54.1,-6.9
1.04,2.06,-47.5,-63.0,-6.7
1.14,2.06,-61.1,-74.6,-5.1
1.24,2.06,-82.9,-92.9,-2.7
1.34,2.06,-112.5,-121.3,-8.9
1.44,2.06,-144.9,-175.4,-30.5
1.54,2.06,-174.6,-213.0,-38.5
1.64,2.06,-198.6,-245.0,-46.3
1.74,2.06,-221.8,-267.8,-46.0
1.84,2.06,-246.9,-274.2,-27.3
1.94,2.06,-271.7,-283.6,-11.9
2.04,2.06,-297.5,-308.4,-10.9
2.14,2.06,-325.8,-335.5,-9.8
2.24,2.06,-354.5,-364.1,-9.6
2.34,2.06,-381.8,-386.9,-5.1
2.44,2.06,-407.2,-409.0,-1.8
2.54,2.06,-431.8,-429.3,2.5
2.64,2.06,-456.9,-454.6,2.2
2.74,2.06,-483.4,-481.3,2.1
2.84,2.06,-509.7,-507.1,2.6
2.94,2.06,-535.9,-532.3,3.6
3.04,2.06,-561.5,-556.5,4.9
3.14,2.06,-585.8,-580.4,5.4
3.24,2.06,-608.4,-605.0,3.4
3.34,2.06,-631.7,-635.2,-3.5
3.44,2.06,-656.0,-672.8,-16.8
3.54,2.06,-679.2,-711.8,-32.6
