plot,years,condition,outbreak,herbi,shift,shift_herbi
NHM,2019-2020,HM,0.0,0.0446959337947379,0.18455614452968,0.400320350948368
D9,2019-2020,HC,1.0,0.360918062858439,-0.175716701428312,-0.227616824249297
MLC,2017-2018,LC,0.0,0.304529014917206,0.265893502294142,-0.043222460575338
MHM,2018-2019,HM,0.0,0.195916117974519,0.32342919748799,0.57287234571818
MLM,2018-2019,LM,0.0,0.564174004681719,0.0723932628635799,-0.226824871695
FHC,2018-2019,HC,1.0,0.141136420467271,0.393619360449011,0.435298823459676
D5,2018-2019,HC,1.0,0.148017501616171,0.285716687238343,0.265180082034015
THM,2018-2019,HM,0.0,0.653417696261942,-0.05651694428967,-0.40633581317701
GLC,2020-2021,LC,0.0,0.121027548347502,-0.04959637608336,0.28708832200061
GHC,2018-2019,HC,1.0,0.275316267330464,0.02554698332246,0.096768605646305
ALM,2020-2021,LM,0.0,0.130607717412594,0.026922301738921,-0.028084387111033
D5,2019-2020,HC,1.0,0.349667645073108,-0.40986509740259,-0.141568503055186
ALC,2017-2018,LC,0.0,0.168929276117218,0.41745852775938,-0.008780863939858
MLC,2020-2021,LC,0.0,0.220644571095375,0.024595962882099,-0.137012719531751
FLM,2020-2021,LM,0.0,0.2606126181187,0.160288562831918,-0.207911783696278
JHM,2020-2021,HM,0.0,0.526960314021346,0.34857429120291,-0.196321111789374
SLM,2018-2019,LM,0.0,0.208727638083209,0.397954077460921,0.215427563590278
DHC,2017-2018,HC,1.0,0.284375392405452,-0.16786211227839,0.035573470069772
SHC,2018-2019,HC,1.0,0.201033727756026,0.274883954900911,0.134097295117903
OHC,2017-2018,HC,1.0,0.352013778517997,-0.33481045625041,-0.156912434899581
GLM,2019-2020,LM,0.0,0.293507719864708,-0.141297707108548,0.20398149184727
ALM,2020-2021,LM,0.0,0.29814253485621,0.0831179927624499,-0.169432805464895
F1,2018-2019,HC,1.0,0.239442733385374,0.418067237413468,0.372707654914264
OLM,2018-2019,LM,0.0,0.117083497612812,0.0329943085706002,0.108431618865133
AHC,2018-2019,HC,1.0,0.204304030546339,0.26930133650532,0.155221931480029
OHC,2020-2021,HC,1.0,0.130016882549564,-0.0958192981823099,0.184085028450422
JLC,2020-2021,LC,0.0,0.296811905399821,0.05257351613008,-0.04432464382557
D8,2019-2020,HC,1.0,0.220493479084465,0.432090040936602,-0.00180841736578302
MHC,2017-2018,HC,1.0,0.349584144297123,-0.412398022144281,-0.195730615251809
SLC,2018-2019,LC,0.0,0.0508333099875053,-0.022132303762077,0.0818472731273047
OLC,2017-2018,LC,0.0,0.1427958062118,-0.057666673103609,0.117591244626056
MLM,2019-2020,LM,0.0,0.153535241789559,0.00776985361455196,0.087759258999745
BHM,2020-2021,HM,0.0,0.0997735883846329,0.0855872180591499,-0.108327934106603
GLC,2017-2018,LC,0.0,0.181418445654929,-0.06149541417746,0.015375220664778
GLM,2018-2019,LM,0.0,0.0908613433473909,0.410630300069603,0.103159385163404
NHM,2018-2019,HM,0.0,0.379687573638717,0.201979396908926,-0.294089819353139
FHM,2020-2021,HM,0.0,0.43611150697255,0.37848160150871,-0.29847455855061
BHC,2020-2021,HC,1.0,0.140609336023667,0.22242813989856,0.134769688921329
D8,2018-2019,HC,1.0,0.0928250564815994,0.215354123294193,0.277041016469898
GHC,2017-2018,HC,1.0,0.192205420432534,0.0503464123259509,0.019605077938836
OLM,2020-2021,LM,0.0,0.240619128689905,0.02241371552825,-0.234287180362188
OLC,2017-2018,LC,0.0,0.114643808303258,-0.287322019090701,0.023147629240949
NHM,2018-2019,HM,0.0,0.438505407357074,0.03013288212334,-0.00779795328403998
B1,2018-2019,HC,1.0,0.00163591098828997,-0.0304624157887898,0.379107410672652
HLM,2020-2021,LM,0.0,0.211643297807505,0.04806941409964,-0.116721598742395
MLM,2020-2021,LM,0.0,0.0922076299310468,-0.174083345465703,0.149373769154927
SHC,2018-2019,HC,1.0,0.26371149480377,-0.0925068827337201,0.048781628351363
D8,2020-2021,HC,1.0,0.276460838335322,0.02384557570507,-0.019681349466134
SLM,2017-2018,LM,0.0,0.327392324163183,0.149964586382199,-0.256389537777776
AHC,2020-2021,HC,1.0,0.171304469159961,-0.12134761702028,0.139242543226465
OLM,2020-2021,LM,0.0,0.20085431439164,-0.300308935990706,-0.089292313809525
THM,2020-2021,HM,0.0,0.561325026275849,-0.128827657121898,-0.178083611907807
NLC,2020-2021,LC,0.0,0.358492846639337,-0.577566296783361,-0.35573792584838
DLC,2020-2021,LC,0.0,0.242811645001458,-0.17463150904398,-0.115655056459723
NLM,2019-2020,LM,0.0,0.0528897390296981,-0.07329390837916,0.334569859501425
OHC,2017-2018,HC,1.0,0.498333675015314,-0.383713437081334,-0.199128442487666
JHM,2020-2021,HM,0.0,0.222782879988651,0.29917393185922,-0.182908903562457
AHC,2020-2021,HC,1.0,0.336545736125384,0.336807988452759,-0.270189098731173
FLC,2019-2020,LC,0.0,0.25529163139083,0.06531885873999,0.090629149071386
OHM,2019-2020,HM,0.0,0.120559543353408,0.2511227722631,0.298612530888741
MHM,2018-2019,HM,0.0,0.422799959632325,-0.00471906074209993,-0.238616955129909
JHM,2017-2018,HM,0.0,0.257858693171848,-0.06007646979805,-0.256578299864823
MHM,2018-2019,HM,0.0,0.135101610199557,0.26701656672832,0.143712125747725
NHM,2018-2019,HM,0.0,0.291640452654731,-0.207665251469444,-0.31178628928573
D6,2017-2018,HC,1.0,0.120342719348188,0.382443369914532,0.15163917659408
FLC,2018-2019,LC,0.0,0.478702270615545,0.31857986983798,-0.222699483248664
GHC,2018-2019,HC,1.0,0.215069691669072,-0.14937973930329,0.180681794232142
GLM,2020-2021,LM,0.0,0.428024228486432,-0.12210378130804,-0.389987400109745
FHM,2019-2020,HM,0.0,0.282402142814462,0.347561025317969,-0.194622973641965
D9,2017-2018,HC,1.0,0.325384768052473,0.0163750564382601,-0.032968444064218
JHM,2018-2019,HM,0.0,0.119291841404583,0.0185901722356191,-0.0246818360836796
GLM,2017-2018,LM,0.0,0.260644821442451,0.168224462759332,0.066980798838557
MHM,2017-2018,HM,0.0,0.461171344635585,-0.16922051325734,-0.124101920987946
OLM,2017-2018,LM,0.0,0.162511014687019,0.510953831782915,0.398999117361828
OLC,2018-2019,LC,0.0,0.175188310122023,0.01017875634243,-0.210180969301862
MLC,2020-2021,LC,0.0,0.269144860129274,-0.00294197412461017,-0.188916193038213
NHM,2017-2018,HM,0.0,0.223408284828212,0.128076134931383,-0.166701363072345
OHM,2019-2020,HM,0.0,0.433006070481357,-0.22803064578338,-0.368904448019712
GLC,2020-2021,LC,0.0,0.474776820263815,-0.17180058722085,-0.477469681421287
SLC,2019-2020,LC,0.0,0.293862853376569,0.15280270347601,-0.059511509751648
TLC,2020-2021,LC,0.0,0.336406902773156,-0.10929960614541,-0.216998719075177
NLC,2020-2021,LC,0.0,0.346274266605181,-0.366887531437782,-0.111088837513187
NLM,2019-2020,LM,0.0,0.155339408228942,-0.429096903766149,-0.0794206269419348
BHC,2017-2018,HC,1.0,0.466877828983618,-0.078940671792959,-0.254607335563994
BLC,2020-2021,LC,0.0,0.156953871823226,0.075582921188219,0.025632197330054
SLM,2018-2019,LM,0.0,-0.0176531044870356,-0.0513903422090201,-0.003559614606838
GLM,2020-2021,LM,0.0,0.145861940976322,0.10302064653564,0.090375808862013
THM,2019-2020,HM,0.0,0.119275004511752,-0.0646042021103401,0.184976411118296
GHC,2017-2018,HC,1.0,0.106404148730803,0.12391120905001,0.139190698058933
D5,2019-2020,HC,1.0,0.401878029605653,0.75502920937579,-0.064830508183193
B1,2018-2019,HC,1.0,0.209412646725924,0.16598868278151,0.148943991166193
MHM,2017-2018,HM,0.0,0.466564699284762,0.1844941047406,-0.439573030417684
MLM,2017-2018,LM,0.0,0.08675249723302,-0.0372907493636598,0.262265888531997
D7,2017-2018,HC,1.0,-0.0136746756936184,0.229907236086707,0.228696234925935
TLM,2020-2021,LM,0.0,0.0887545670513062,0.051811775024707,0.0677740225600038
DHC,2020-2021,HC,1.0,0.457969913847311,0.07225886760242,0.037971903066264
GLC,2020-2021,LC,0.0,0.281141824002967,-0.350175487806023,-0.285957203213806
TLC,2019-2020,LC,0.0,0.12053638768737,-0.129954206249776,0.39229257186559
D6,2020-2021,HC,1.0,0.370886417989107,-0.0102290782666501,-0.379785972670125
MLM,2017-2018,LM,0.0,0.122142294889096,0.11805436009985,0.054368842788349
OHC,2020-2021,HC,1.0,0.354380317165179,0.0576969102571798,-0.139768430130472
JHM,2019-2020,HM,0.0,0.546692261047032,-0.350952791865498,-0.557002431869276
AHM,2017-2018,HM,0.0,0.0332144899531199,0.229240870477057,0.269244220338177
TLM,2018-2019,LM,0.0,0.287067529401273,0.332733512095805,-0.211858204826624
MHM,2018-2019,HM,0.0,0.0463397962300627,0.37587274100781,0.241891890045815
AHM,2020-2021,HM,0.0,0.284468488855347,-0.0327946348925701,0.00353857726777002
OHC,2020-2021,HC,1.0,0.308586413892486,-0.261614528333273,0.075060588380824
BLM,2018-2019,LM,0.0,0.252973916448328,-0.0954223408193999,-0.157615939530662
JLM,2019-2020,LM,0.0,0.09841490395748,-0.0648647752571802,0.04048163621161
D9,2019-2020,HC,1.0,0.484559054769806,0.0716423813832201,-0.051827446166549
OLM,2018-2019,LM,0.0,0.495939320814854,-0.320991672123094,-0.281691209295181
SLC,2020-2021,LC,0.0,-0.000533405181848856,0.227630599742546,0.377210953438395
SHC,2020-2021,HC,1.0,0.450276658032434,-0.04711780274676,-0.263299265389107
MHM,2020-2021,HM,0.0,0.179784889664504,0.203287905356194,3.11664628719899e-05
BLM,2019-2020,LM,0.0,0.101455536655601,-0.213947812329025,0.153048813490533
JLM,2018-2019,LM,0.0,0.391298170481216,0.237755340164963,-0.272944679842957
SHM,2019-2020,HM,0.0,0.0995139147951436,0.10597900664979,0.483041218653713
BLM,2018-2019,LM,0.0,0.329972172040266,0.40169847378273,-0.256476247655301
NHM,2018-2019,HM,0.0,0.577330657895687,0.19943562111306,-0.175733846958381
D5,2020-2021,HC,1.0,0.260261006162631,-0.170707472016652,-0.033120735976649
MHM,2020-2021,HM,0.0,0.524971550952252,-0.228805611797688,-0.428131836755887
ALM,2019-2020,LM,0.0,0.243118616986093,-0.225679065684887,0.109711100225896
TLC,2020-2021,LC,0.0,0.247492181977483,-0.4214074341667,-0.259944324236873
D9,2017-2018,HC,1.0,0.258376944904129,0.256141943891404,-0.029555821574841
MLC,2018-2019,LC,0.0,0.164391276467462,0.08879569013116,0.142055247414565
ALM,2020-2021,LM,0.0,0.137226337985839,-0.083050513605975,-0.0611284346074288
MHM,2019-2020,HM,0.0,0.0975909325721082,0.253250528655791,0.260865076994946
JLM,2019-2020,LM,0.0,0.089114099528812,-0.18788266846454,0.057632233561848
AHC,2019-2020,HC,1.0,0.254638548383218,-0.305622322842,0.270311831070299
GLM,2020-2021,LM,0.0,0.499040849362773,0.04156847534536,-0.31072256010645
FHC,2018-2019,HC,1.0,0.336899658854897,-0.48200663786149,0.060232153418142
MHC,2020-2021,HC,1.0,0.165023086782151,0.03606505429976,-2.10196652679906e-05
D4,2018-2019,HC,1.0,0.531738469755708,-0.054596048633665,-0.037900814828529
OLC,2019-2020,LC,0.0,0.211043955289123,0.267779459376597,0.263218042615968
NLC,2019-2020,LC,0.0,0.12538551934638,0.15437395776525,0.145109721372043
THC,2018-2019,HC,1.0,0.0625196712409402,0.195514531837034,0.277175710867346
MLM,2017-2018,LM,0.0,0.131808129745338,-0.160188784998819,0.082597690403508
D8,2020-2021,HC,1.0,0.147690911542682,-0.120014497138711,-0.0999486565502118
THM,2017-2018,HM,0.0,0.293422553225631,0.0376714026303521,-0.037899066182194
D4,2020-2021,HC,1.0,0.025918685290407,0.0959367620276299,0.077464150911807
D8,2019-2020,HC,1.0,0.414611948030156,0.314352401014957,-0.112162169905845
GLM,2017-2018,LM,0.0,0.408033289210218,0.00191753687044005,-0.090400713379927
AHC,2018-2019,HC,1.0,0.343271064320601,-0.06155745870984,-0.247464094065528
ALC,2017-2018,LC,0.0,0.247702713912418,0.0272287193923161,0.38202396978233
HLC,2020-2021,LC,0.0,0.386738708655699,0.17017352763637,-0.00249566196328299
DHM,2019-2020,HM,0.0,0.275382747913006,-0.198881162177121,-0.037870376592417
MLM,2018-2019,LM,0.0,0.243686332105791,-0.451077361933348,-0.139407725334581
GHM,2019-2020,HM,0.0,0.113026005716305,0.295126074483391,0.16821628593508
OLC,2020-2021,LC,0.0,0.307968398402652,-0.117968314735681,-0.176080936682513
NHC,2019-2020,HC,1.0,0.344039125766821,0.0390652144844001,-0.074636048551625
SLM,2017-2018,LM,0.0,0.315937611938631,-0.232195788187665,0.067330247062044
OLM,2018-2019,LM,0.0,0.1849964242525,0.077448495464981,0.416241553052415
OLC,2017-2018,LC,0.0,0.286091696970812,-0.250187549081595,-0.281014737622525
GHM,2020-2021,HM,0.0,0.217250965330236,0.10856348175385,-0.06062813574046
MLC,2017-2018,LC,0.0,0.323444903100287,0.15126645645137,-0.049416675358838
DHC,2018-2019,HC,1.0,0.262753190407856,-0.21157744637808,-0.050254245001253
BLM,2019-2020,LM,0.0,0.00253005158243047,0.231963622566071,0.0913726437920052
OHC,2019-2020,HC,1.0,0.547758940156907,0.0247889908601719,-0.473050413647864
TLM,2020-2021,LM,0.0,0.111357772445402,0.34172879064049,0.039386441435786
JHM,2019-2020,HM,0.0,0.220523457882208,0.0936472356264302,-0.033228784427317
OHC,2017-2018,HC,1.0,0.293921003714998,-0.141864502102106,0.160956111450656
HLC,2018-2019,LC,0.0,0.360257308243472,-0.264337308551845,0.023651744935449
D8,2020-2021,HC,1.0,0.476736090062005,-0.394947026797498,-0.359476756366608
BLC,2019-2020,LC,0.0,0.124507487985446,0.105156672147113,-0.0839364609240492
GLM,2018-2019,LM,0.0,0.185447642115239,0.450066849674701,-0.075376991845882
JLC,2017-2018,LC,0.0,0.252971442990907,-0.02184863060882,-0.088865362824014
TLC,2018-2019,LC,0.0,0.240756056676622,0.138465170372537,-0.147236551970383
ALC,2017-2018,LC,0.0,0.175820050367413,-0.168461538387499,0.052901529489382
D8,2018-2019,HC,1.0,0.448849753821888,0.122335790546148,-0.0284753972176
OLC,2019-2020,LC,0.0,0.166717459832278,-0.00334722189923009,-0.032756724459924
MLM,2018-2019,LM,0.0,0.0903017693667041,0.10499888663106,0.349226309734694
JLC,2018-2019,LC,0.0,0.22008318069653,0.598575256263223,0.063548566936562
F1,2018-2019,HC,1.0,0.216390441125849,0.052416953906934,0.176824638804175
OLC,2017-2018,LC,0.0,0.338303992301706,-0.06163079553466,-0.24738144940062
MLM,2018-2019,LM,0.0,0.0106336682186225,-0.0323307625846501,0.307224779851917
HLM,2018-2019,LM,0.0,0.206786301331991,0.0603345773252502,-0.077776994501695
BLM,2017-2018,LM,0.0,0.220918339764527,0.22174163487027,0.017344581953983
NLC,2018-2019,LC,0.0,0.0172071838012036,0.01607331056132,0.124375925586921
NHM,2017-2018,HM,0.0,0.209701143404183,-0.0459104701753299,-0.0159709971455
THC,2020-2021,HC,1.0,0.289366602762494,0.165127750240172,0.271244936798475
OLC,2020-2021,LC,0.0,0.563207289201385,-0.27957955607144,-0.483455948576646
JLM,2020-2021,LM,0.0,0.268846169301405,0.20119492273693,-0.046212490732499
SLM,2018-2019,LM,0.0,0.16516805179835,0.0343189390049701,-0.0772987126240372
MLM,2020-2021,LM,0.0,0.162011248382721,-0.10970503443021,0.068220154234505
MHC,2017-2018,HC,1.0,0.0654880438151961,0.07938983800884,-0.000545030111005498
GLM,2017-2018,LM,0.0,0.134959528023925,0.272879973098305,0.11083302846978
BHC,2017-2018,HC,1.0,0.218110842851055,-0.0146004637405799,0.442740088582741
OLM,2018-2019,LM,0.0,0.205529808997206,0.0940885423749459,0.075406340572216
TLM,2020-2021,LM,0.0,0.319186265208246,0.250251549045996,-0.127825166069834
ALC,2019-2020,LC,0.0,0.251706213992115,-0.00561829893216004,-0.051501862161787
FHM,2020-2021,HM,0.0,0.473407371603171,-0.451683413656464,-0.186083963265709
TLM,2020-2021,LM,0.0,0.37725296131972,0.227420704600314,0.052179702725059
GLM,2017-2018,LM,0.0,-0.00792554417595936,0.114142119116525,0.361731584198185
GHC,2020-2021,HC,1.0,0.596967934545806,-0.000775311968010062,-0.361470817212194
OLM,2020-2021,LM,0.0,0.232061065843745,0.176250659469444,0.134547051916138
ALM,2019-2020,LM,0.0,0.404264896780896,0.0390978958307411,-0.339939508115491
BLM,2019-2020,LM,0.0,0.242133196103461,0.300992845973475,-0.022807614687765
D9,2019-2020,HC,1.0,0.267083629776299,0.456014803989711,0.255655183137247
HHC,2017-2018,HC,1.0,0.0373961567955714,0.11477994047767,0.30315494620884
OLM,2017-2018,LM,0.0,0.19142814044521,0.112271673799599,0.221163682206785
JLC,2017-2018,LC,0.0,0.180301966865314,-0.03310418286282,0.059495592036538
AHM,2018-2019,HM,0.0,0.595216014996359,0.0750855989667201,-0.269199900326455
HHC,2018-2019,HC,1.0,0.185816777983799,0.525438642816869,0.375306848949611
TLC,2020-2021,LC,0.0,0.26282857521381,-0.17760204981902,0.046192327025288
MHC,2017-2018,HC,1.0,0.217596013242189,0.402393332931848,-0.000914081858699983
GHC,2019-2020,HC,1.0,0.36119198087421,0.10185708220828,0.066805411153998
NHC,2020-2021,HC,1.0,-0.0206913741418799,0.398106576336866,0.408887223184912
D8,2019-2020,HC,1.0,0.125837327050325,0.132575971307113,-0.135502069110999
NLC,2019-2020,LC,0.0,0.221915683069498,0.033527930422724,-0.008926323765264
FLC,2019-2020,LC,0.0,0.303974100261673,-0.14001690021376,0.196291107464712
NLC,2017-2018,LC,0.0,0.637163696765601,0.19645087842026,-0.306266025769529
MHC,2020-2021,HC,1.0,0.145626382778436,0.103884058738066,-0.036993600677068
BLM,2018-2019,LM,0.0,0.128674138791243,-0.141591934199906,-0.0738293331481036
OHC,2018-2019,HC,1.0,0.485769618006689,-0.0604694471170899,-0.112617624298718
SLC,2017-2018,LC,0.0,0.317366911930981,-0.14358534396808,-0.061487006747787
ALM,2017-2018,LM,0.0,0.221722876137828,0.16136678421705,-0.034694915512781
BLM,2018-2019,LM,0.0,0.473299652530961,-0.059521223652095,-0.26234540446598
FLM,2019-2020,LM,0.0,0.0444869870467866,0.25780802391506,0.0815132629849434
MLM,2020-2021,LM,0.0,0.238229802530771,0.098880123518999,0.075347492556257
TLM,2019-2020,LM,0.0,0.182732380824091,-0.056323434861447,0.167835199137518
BHC,2019-2020,HC,1.0,0.412746592433676,0.0323054593533201,-0.077589335336608
DHM,2017-2018,HM,0.0,0.117675102484487,0.072715594705561,0.280076890879325
NLC,2017-2018,LC,0.0,0.0364789436942436,-0.00769207680573003,0.308248137091498
THC,2020-2021,HC,1.0,0.247066170907101,-0.0327362120294301,-0.161584133956958
OLM,2019-2020,LM,0.0,0.0685148319678246,0.00455010168754,0.375804210954898
D5,2019-2020,HC,1.0,0.312462330888993,-0.0762980413952301,0.023844820714022
SHC,2019-2020,HC,1.0,0.163616773062042,-0.22910135463649,0.289073981198412
JHC,2017-2018,HC,1.0,0.019655105600451,-0.04199737098207,0.35700694764354
FLC,2020-2021,LC,0.0,0.371623058646575,-0.2522222468653,-0.384098970778202
NHC,2019-2020,HC,1.0,0.495127753876274,-0.26251895358964,-0.40103470499345
MHM,2019-2020,HM,0.0,0.110166793764475,0.14649569497117,-0.0352909480801948
BLC,2018-2019,LC,0.0,0.272277188029415,0.38988446810318,0.138273158355279
OHM,2020-2021,HM,0.0,0.479591608547771,-0.24494958451174,-0.178530878486318
GLC,2017-2018,LC,0.0,0.323142438987453,0.10250765845492,-0.120862848606539
OLC,2018-2019,LC,0.0,0.33225221828636,-0.17463663365222,-0.221957183566369
HHM,2019-2020,HM,0.0,0.219026236902065,-0.220228421253114,-0.034188207006885
FLM,2017-2018,LM,0.0,0.160181493424476,-0.09081109465565,-0.004055761857087
D9,2019-2020,HC,1.0,0.147290124141154,0.05139824764603,0.178664696554947
GLC,2018-2019,LC,0.0,0.132228281580102,-0.17402832091304,0.063493565157216
BLC,2018-2019,LC,0.0,0.113514944476585,-0.08658127763629,0.204183001879527
MHM,2019-2020,HM,0.0,0.381212430143837,0.313589875512382,-0.220490266894211
THC,2018-2019,HC,1.0,0.55723855264694,-0.18186092559857,-0.16041574825521
D8,2017-2018,HC,1.0,0.365482110367492,-0.432795909121112,-0.100487229824324
BHM,2020-2021,HM,0.0,0.215616420846216,-0.08524696752093,0.07268425929583
BHC,2020-2021,HC,1.0,0.132763189478678,-0.19207207781212,0.021514743500655
NHM,2019-2020,HM,0.0,0.357083327611486,-0.028513512788835,0.231617424621997
MHM,2018-2019,HM,0.0,0.133767258147587,-0.080698172321099,0.071496162376784
FHM,2017-2018,HM,0.0,0.206576386527133,-0.0047705526483901,-0.097075373364863
NLM,2019-2020,LM,0.0,0.149214015688003,-0.178109622892985,0.079500826631845
SLM,2019-2020,LM,0.0,0.0841005519985862,0.214499392400593,0.2432358088919
OHM,2019-2020,HM,0.0,0.303610242941004,0.14530936011648,-0.228506545436883
MLC,2020-2021,LC,0.0,0.476405751098925,-0.20817588522467,-0.388603530324182
OHM,2019-2020,HM,0.0,0.133648874737476,-0.210156007149203,-0.143611444193019
GHM,2019-2020,HM,0.0,0.102085924160984,-0.275914670683737,0.328892644566542
JLM,2017-2018,LM,0.0,0.42552731121696,-0.0891314241807399,-0.246502747450074
D7,2018-2019,HC,1.0,0.0898787713149152,-0.0751825963292991,0.354641368089688
ALC,2019-2020,LC,0.0,0.295795873564162,-0.432940355259189,0.151381432831192
AHM,2017-2018,HM,0.0,0.0920194112498862,-0.05503493136666,-0.10246749656035
HHC,2020-2021,HC,1.0,0.301193430928496,-0.0122792795453899,0.025378277087548
D5,2018-2019,HC,1.0,0.228882344914542,-0.20742396133556,-0.014475837929572
MLM,2018-2019,LM,0.0,0.204769287098188,0.241851284652173,0.029182338431139
AHM,2018-2019,HM,0.0,0.268327169865916,0.296425687429515,0.037089074931572
SHC,2020-2021,HC,1.0,0.121171653461368,-0.356435825709914,0.182347202045729
JHC,2017-2018,HC,1.0,0.199789180328761,-0.0492304699106698,0.244809109763624
MHC,2018-2019,HC,1.0,0.2621025101381,-0.0898990569520499,0.252197566332638
MLC,2020-2021,LC,0.0,0.0308563498319594,0.287672465298484,0.0035196171148666
FHM,2017-2018,HM,0.0,-0.00130505127923697,0.158387340736028,0.470007286355758
GHM,2018-2019,HM,0.0,0.301913607396926,-0.0132445256752001,-0.096039619412484
BLC,2018-2019,LC,0.0,0.129892201274069,0.208201075933988,0.039108797198107
NHM,2020-2021,HM,0.0,0.0940094305383347,0.207386150641215,0.0346559174415293
BLM,2020-2021,LM,0.0,0.170230878986884,0.15612170196237,0.37455722233751
THC,2019-2020,HC,1.0,0.491841625510263,0.0805860326385399,-0.449149901784097
NHM,2017-2018,HM,0.0,0.456038520537458,-0.176508035517378,-0.309447109005972
GLC,2020-2021,LC,0.0,0.130285127540732,0.05915292568283,0.146193812808948
MLM,2019-2020,LM,0.0,0.185137167791338,-0.322484529574284,-0.210349587378233
NLM,2020-2021,LM,0.0,-0.0153818334604938,0.212133736649352,0.454656346606283
SLM,2020-2021,LM,0.0,0.287611766295248,-0.0301440856455529,-0.103463731152298
SLC,2018-2019,LC,0.0,0.363300677249443,0.149736415405623,-0.124739857014315
GHM,2017-2018,HM,0.0,0.108241845117634,-0.110165744660851,0.363363617864613
AHM,2017-2018,HM,0.0,0.0212966365559973,0.231114277447089,0.151449830529514
GLC,2018-2019,LC,0.0,0.26035492863376,0.088497179350149,0.045302972612494
SLM,2019-2020,LM,0.0,0.0812354248714868,-0.400144643084739,0.222468764607193
GHC,2018-2019,HC,1.0,0.28966014016008,0.34041294744575,0.285007893093753
D8,2020-2021,HC,1.0,0.234474456647798,-0.310991594042282,-0.13694955347217
HLM,2020-2021,LM,0.0,0.381267219327614,-0.496363139400913,-0.00274046529442196
F1,2017-2018,HC,1.0,0.122986106479069,0.0728503390247399,0.118211840470288
TLM,2020-2021,LM,0.0,0.121949374736268,-0.0527891211110001,0.092391626346633
MHC,2020-2021,HC,1.0,0.265209411846583,-0.276194021175596,0.070665010900637
DLC,2020-2021,LC,0.0,0.343773079885272,-0.333399177256434,-0.327165644393856
AHM,2019-2020,HM,0.0,0.44553283863153,-0.14899486292651,-0.144112250956633
DHC,2020-2021,HC,1.0,0.220887296987975,-0.504127691883914,0.060200539128257
DLM,2019-2020,LM,0.0,0.281550258633718,0.01016590536119,-0.17872238179869
FLM,2020-2021,LM,0.0,0.16411853181437,0.232346280442266,0.284085375988817
D8,2017-2018,HC,1.0,0.321841856144315,0.177071461912373,-0.107023098787183
D8,2020-2021,HC,1.0,0.206253636345126,0.026966623497132,-0.120095919978823
GHM,2017-2018,HM,0.0,0.216693001145317,0.47902636636367,-0.191176157646949
DHC,2017-2018,HC,1.0,0.637124208177497,-0.455079688448696,-0.445473055198099
OHM,2020-2021,HM,0.0,0.174136559238273,-0.373973509741818,-0.022671729596592
MHC,2020-2021,HC,1.0,0.429533122441411,-0.234856469069899,-0.237404979431603
BHC,2019-2020,HC,1.0,0.125515728197291,0.16687653976649,0.163791435956228
BHC,2017-2018,HC,1.0,-0.00801546249103691,0.03384844206943,0.244732869923372
OLC,2018-2019,LC,0.0,0.0982343381073625,-0.257951230357506,0.159063146340968
TLM,2017-2018,LM,0.0,0.246805755942674,0.10519931983056,0.06386655382598
AHM,2017-2018,HM,0.0,0.332150536600882,-0.11084382261999,0.00370739354650501
MLM,2020-2021,LM,0.0,0.156104405780859,0.118131082946476,0.039778579396626
THM,2017-2018,HM,0.0,0.13206204707805,0.133933091869874,0.109064896770619
AHC,2017-2018,HC,1.0,0.236209710346945,-0.0820415147011302,-0.045155128005749
NLM,2018-2019,LM,0.0,0.185993586956522,-0.251670345662891,0.05434033462874
NHM,2018-2019,HM,0.0,0.171678172350573,0.109472754315455,0.090613129399753
NHC,2019-2020,HC,1.0,0.551589620595807,-0.0118111820228401,-0.436154176049347
D8,2018-2019,HC,1.0,0.0267013530889991,0.409134503133845,0.325913218539369
D8,2020-2021,HC,1.0,0.14080371503792,-0.06236463404463,-0.0745392558111251
SLC,2019-2020,LC,0.0,0.185428635153381,-0.270604594376333,0.067349918430625
DLC,2019-2020,LC,0.0,0.144275266529405,-0.33056290421794,0.111081690213421
AHM,2018-2019,HM,0.0,0.268110019402747,-0.109822400290565,0.069898399321099
BHC,2017-2018,HC,1.0,0.2734282768729,-0.4210991932419,0.051892353279496
SLC,2020-2021,LC,0.0,0.202734809301421,0.0778216062152399,0.200750362992847
JHM,2020-2021,HM,0.0,0.275642932086194,-0.23967410790371,-0.156566653538205
D9,2017-2018,HC,1.0,0.395803874615365,0.011590169064538,0.19254171595889
OLM,2018-2019,LM,0.0,0.041290501220171,0.297842722004268,0.455140092850788
MHC,2018-2019,HC,1.0,0.150471903034814,0.198767116773449,-0.0897407356842918
MHM,2020-2021,HM,0.0,0.454318327046066,-0.42857390306241,-0.04734081061117
ALM,2017-2018,LM,0.0,0.176018439113292,-0.12739387468131,-0.141106431109592
JLC,2020-2021,LC,0.0,0.155423938065505,-0.299375327028184,-0.112303619195908
SLC,2018-2019,LC,0.0,0.158667933396587,0.313069950497006,0.39845316588539
DHC,2018-2019,HC,1.0,0.304617498602401,0.141169408438482,-0.106251335301323
SLM,2017-2018,LM,0.0,0.281849740702802,-0.266481876146199,-0.044425833568707
D1,2020-2021,HC,1.0,0.246187889217117,-0.355099318413125,0.099665348854926
MLC,2018-2019,LC,0.0,0.190165992894751,-0.06188597331349,0.230643584191683
JHM,2019-2020,HM,0.0,0.103412558860247,0.00111222912053988,0.160357778999052
