n_demostraciones,alineacion,alineacion_lo,alineacion_hi,accuracy,accuracy_lo,accuracy_hi
1,0.8001762448425994,0.7858814672187279,0.8164561221917477,0.7951482479784368,0.7827493261455526,0.8075471698113207
3,0.8767403514055061,0.8623003590251749,0.8935742122538542,0.8419137466307278,0.8272237196765498,0.8557951482479783
6,0.9232186591358892,0.9171559970526988,0.9292813212190796,0.8749326145552561,0.870754716981132,0.87911051212938
12,0.952299704944006,0.945383175139062,0.95921623474895,0.8866576819407008,0.8778975741239892,0.8919137466307279
24,0.9697741110862172,0.967231971536754,0.9722271654613212,0.8944743935309974,0.8915094339622641,0.896900269541779
48,0.9831199139160196,0.9802799370642776,0.9859598907677616,0.8946091644204852,0.8896226415094339,0.898921832884097
72,0.9859798814322304,0.98521003149923,0.9867205433959914,0.8994609164420485,0.8954177897574125,0.9032345013477088
96,0.985989779735509,0.9810232295987902,0.9899332545948144,0.898921832884097,0.8970350404312668,0.9006738544474393
