frame,x_media_m,y_media_m,z_media_m,x_std_m,y_std_m,z_std_m
0,-0.13653156161308289,0.08580494672060013,0.5844226479530334,0.28671711683273315,0.31225481629371643,0.31986987590789795
1,-0.1916104108095169,0.13123275339603424,0.5606400370597839,0.28208327293395996,0.2990158796310425,0.25676020979881287
2,-0.22159422934055328,0.10057292878627777,0.5326603055000305,0.2659580111503601,0.2626691162586212,0.19967614114284515
3,-0.31278181076049805,0.08738905936479568,0.5862395167350769,0.24842806160449982,0.2464885711669922,0.16372238099575043
4,-0.41115930676460266,0.0656178742647171,0.6377941966056824,0.23087608814239502,0.23947195708751678,0.13996562361717224
5,-0.513395369052887,0.052326519042253494,0.6812663078308105,0.19743329286575317,0.23512126505374908,0.1099524050951004
6,-0.588569700717926,0.045374348759651184,0.7030500769615173,0.1805606335401535,0.20287343859672546,0.09291857481002808
7,-0.6722162961959839,0.009378316812217236,0.6998979449272156,0.1547478586435318,0.18904414772987366,0.08066567778587341
8,-0.7103375196456909,-0.0034163380041718483,0.6922856569290161,0.15273503959178925,0.17349743843078613,0.07631741464138031
9,-0.7556592226028442,-0.015287107788026333,0.6856440305709839,0.14721746742725372,0.16892139613628387,0.07729477435350418
10,-0.7779781818389893,-0.00852806493639946,0.6846565008163452,0.14803805947303772,0.15714864432811737,0.07746735215187073
11,-0.8234369158744812,0.009902635589241982,0.6701326966285706,0.1321459263563156,0.14456267654895782,0.07822021842002869
12,-0.8414709568023682,0.023967288434505463,0.6562139391899109,0.13532784581184387,0.14009042084217072,0.08500467240810394
13,-0.8514841198921204,0.023442812263965607,0.6541324257850647,0.13556382060050964,0.1486198902130127,0.08461707085371017
14,-0.8638145923614502,0.03153233230113983,0.6524578928947449,0.14189231395721436,0.1418028026819229,0.08067666739225388
15,-0.8718288540840149,0.04857398197054863,0.6507537961006165,0.13903039693832397,0.14176535606384277,0.07845691591501236
16,-0.881499171257019,0.0454220212996006,0.6481372117996216,0.12727725505828857,0.1353512406349182,0.07641904056072235
17,-0.8927822113037109,0.054796066135168076,0.6526760458946228,0.13158218562602997,0.13544419407844543,0.0812792032957077
18,-0.8986365795135498,0.05685054138302803,0.6440414786338806,0.13084784150123596,0.14020057022571564,0.08412402868270874
19,-0.9042955636978149,0.05764670670032501,0.6468276381492615,0.12941792607307434,0.13863904774188995,0.07878510653972626
20,-0.9041445851325989,0.03850821778178215,0.6400113701820374,0.1327904760837555,0.13913631439208984,0.08414606750011444
21,-0.9148751497268677,0.04947902634739876,0.6349189877510071,0.1330823302268982,0.14069785177707672,0.08426164090633392
22,-0.9223455190658569,0.05791255459189415,0.6319189071655273,0.12822981178760529,0.14474941790103912,0.08259028196334839
23,-0.9243824481964111,0.0594930462539196,0.6230863332748413,0.13961361348628998,0.13856539130210876,0.08874250203371048
24,-0.935256838798523,0.061960432678461075,0.6304942965507507,0.1388709545135498,0.12946759164333344,0.08611413836479187
25,-0.9194722175598145,0.06217486038804054,0.63054358959198,0.13085107505321503,0.12755081057548523,0.08555108308792114
26,-0.9079793095588684,0.05049394071102142,0.6273901462554932,0.12914225459098816,0.12945771217346191,0.0842704251408577
27,-0.916624128818512,0.042911674827337265,0.6261908411979675,0.12729230523109436,0.13242386281490326,0.087384432554245
28,-0.9179348349571228,0.04180789366364479,0.6365237832069397,0.13613387942314148,0.13402006030082703,0.08672547340393066
29,-0.9233435988426208,0.040120940655469894,0.6285294890403748,0.1345289796590805,0.13876719772815704,0.08471734076738358
30,-0.9363502264022827,0.03470833972096443,0.6364226937294006,0.1334311068058014,0.1420719176530838,0.08725299686193466
31,-0.9401738047599792,0.033776428550481796,0.6427664160728455,0.1346895694732666,0.14659707248210907,0.08795660734176636
32,-0.9491630792617798,0.024765903130173683,0.652326762676239,0.14292554557323456,0.14718899130821228,0.09101446717977524
33,-0.9610235095024109,0.0305916890501976,0.644027590751648,0.13757212460041046,0.13952797651290894,0.08599159866571426
34,-0.9651830792427063,0.019329940900206566,0.6546452641487122,0.13781876862049103,0.14479424059391022,0.08147187530994415
35,-0.9552714824676514,0.01766759529709816,0.662562370300293,0.14177608489990234,0.14739099144935608,0.08779029548168182
36,-0.9613321423530579,0.035904332995414734,0.6684921979904175,0.14727139472961426,0.15232263505458832,0.09201471507549286
37,-0.9734009504318237,0.03367284685373306,0.6789725422859192,0.15267306566238403,0.15896108746528625,0.09905436635017395
38,-0.9840360879898071,0.037911467254161835,0.6853414177894592,0.14955098927021027,0.15239986777305603,0.09617272764444351
39,-0.9672797322273254,0.03662637993693352,0.6757664680480957,0.14927013218402863,0.16314655542373657,0.09872749447822571
40,-0.9627218246459961,0.0452977679669857,0.6893759965896606,0.15266413986682892,0.16553929448127747,0.09755989909172058
41,-0.9771920442581177,0.04364391416311264,0.7025275826454163,0.15052269399166107,0.1621793806552887,0.09346364438533783
42,-0.9826970100402832,0.03799240291118622,0.7201539278030396,0.15409688651561737,0.16015379130840302,0.09616336226463318
43,-0.9730057120323181,0.034694474190473557,0.7191168069839478,0.15578623116016388,0.1648567020893097,0.09855923801660538
44,-0.9726360440254211,0.030581360682845116,0.7322686314582825,0.15611828863620758,0.16720350086688995,0.10408762842416763
45,-0.9747340679168701,0.030322737991809845,0.7492157220840454,0.15450389683246613,0.16824306547641754,0.10003350675106049
46,-0.975323498249054,0.037717800587415695,0.7502477765083313,0.15137889981269836,0.16400931775569916,0.09787999093532562
47,-0.9782096743583679,0.058503005653619766,0.7844789028167725,0.14909878373146057,0.1622292548418045,0.09720291942358017
48,-0.9935411214828491,0.05134911462664604,0.7941246628761292,0.15084369480609894,0.16021668910980225,0.09041889756917953
49,-0.9982146620750427,0.0590522475540638,0.8145219683647156,0.16101601719856262,0.16576990485191345,0.0993117168545723
50,-0.9971907734870911,0.059503745287656784,0.8408430218696594,0.15801402926445007,0.1704702079296112,0.09794650971889496
51,-1.0163426399230957,0.07078424096107483,0.8546279072761536,0.16865131258964539,0.1783401519060135,0.10209987312555313
52,-1.0114436149597168,0.07831691950559616,0.880940318107605,0.17858819663524628,0.17733576893806458,0.10236325114965439
53,-1.008195161819458,0.06397636979818344,0.8965756893157959,0.17617231607437134,0.1747073531150818,0.09438725560903549
54,-0.9862245917320251,0.06824972480535507,0.9241757988929749,0.17046569287776947,0.17093633115291595,0.09259431809186935
