frame,x_media_m,y_media_m,z_media_m,x_std_m,y_std_m,z_std_m
55,-0.9778401255607605,0.07037963718175888,0.944288969039917,0.1655573695898056,0.17351548373699188,0.08679430186748505
56,-0.9866678714752197,0.07486222684383392,0.966296374797821,0.16114987432956696,0.17762166261672974,0.08050547540187836
57,-0.9768556356430054,0.0480450838804245,0.9919447302818298,0.15389981865882874,0.16663898527622223,0.07346159219741821
58,-0.9691979885101318,0.030228637158870697,0.988319456577301,0.16293871402740479,0.16266176104545593,0.09063978493213654
59,-0.9815318584442139,0.03832239657640457,0.9981303811073303,0.16129109263420105,0.15769965946674347,0.09291883558034897
60,-0.9846986532211304,0.032207369804382324,1.026324987411499,0.16723142564296722,0.1627804934978485,0.09550177305936813
61,-0.9888848066329956,0.028725633397698402,1.0515220165252686,0.1762818843126297,0.17669755220413208,0.0949859693646431
62,-0.9785555601119995,0.04263344779610634,1.1028075218200684,0.18782950937747955,0.18435348570346832,0.09348659962415695
63,-0.9770001173019409,0.04155302047729492,1.1358484029769897,0.1997104436159134,0.18474769592285156,0.09493783861398697
64,-0.9753633141517639,0.03573985397815704,1.1593174934387207,0.19974787533283234,0.18352119624614716,0.09887310117483139
65,-0.9938132166862488,0.05076945573091507,1.1685566902160645,0.20618201792240143,0.19662946462631226,0.10248726606369019
66,-1.0124847888946533,0.0295261237770319,1.1809401512145996,0.2117009460926056,0.19082005321979523,0.10246006399393082
67,-1.0293283462524414,0.014086684212088585,1.186929702758789,0.21914060413837433,0.19269441068172455,0.11263255774974823
68,-1.041192650794983,0.01554043311625719,1.223634958267212,0.243120938539505,0.20146197080612183,0.11912130564451218
69,-1.0526808500289917,0.006600257940590382,1.2243566513061523,0.2382143884897232,0.20564450323581696,0.1192471832036972
70,-1.0753124952316284,0.019981270655989647,1.248374581336975,0.2503107488155365,0.20736999809741974,0.12428255379199982
71,-1.0665558576583862,-0.0157026220113039,1.2391899824142456,0.24390265345573425,0.2084447145462036,0.12249322235584259
72,-1.0654370784759521,-0.01827339641749859,1.2525861263275146,0.2512241005897522,0.21233098208904266,0.13948702812194824
73,-1.1284533739089966,-0.027132531628012657,1.2245837450027466,0.2696172297000885,0.21111194789409637,0.1634804606437683
74,-1.1379072666168213,0.020686421543359756,1.2267472743988037,0.25877127051353455,0.21214745938777924,0.14563524723052979
75,-1.1184700727462769,0.019667034968733788,1.2413893938064575,0.2534601390361786,0.199785977602005,0.13362640142440796
76,-1.0632330179214478,0.042275361716747284,1.254630446434021,0.24019499123096466,0.19960370659828186,0.11647313833236694
77,-1.1150766611099243,0.026877405121922493,1.2489515542984009,0.2398449182510376,0.19956979155540466,0.11811614036560059
78,-1.1225982904434204,0.016181599348783493,1.2302696704864502,0.2349652498960495,0.19860035181045532,0.10777303576469421
79,-1.1173863410949707,0.03727768361568451,1.2354011535644531,0.22978897392749786,0.19519634544849396,0.11456411331892014
80,-1.1086186170578003,0.04518202319741249,1.2172349691390991,0.22776201367378235,0.19312134385108948,0.11538533121347427
81,-1.0899627208709717,0.04589586704969406,1.2094120979309082,0.21644113957881927,0.19707201421260834,0.1087719276547432
82,-1.1345851421356201,0.061668116599321365,1.2059887647628784,0.21339404582977295,0.19557934999465942,0.110789954662323
83,-1.1311869621276855,0.06446605175733566,1.1973317861557007,0.21011829376220703,0.17827849090099335,0.1019163504242897
84,-1.1515915393829346,0.035981547087430954,1.1877539157867432,0.2156391739845276,0.18740428984165192,0.12809699773788452
85,-1.1734962463378906,0.026326296851038933,1.193355679512024,0.202274888753891,0.1773056983947754,0.10444244742393494
86,-1.1621471643447876,0.040739212185144424,1.1548701524734497,0.19784078001976013,0.18287815153598785,0.11458130925893784
87,-1.1781909465789795,0.04303731396794319,1.165482521057129,0.2135395109653473,0.18659867346286774,0.11340828984975815
88,-1.147447943687439,0.03955811262130737,1.1514655351638794,0.2148434817790985,0.18279777467250824,0.09979671239852905
89,-1.121811032295227,0.04961853101849556,1.1478344202041626,0.206705704331398,0.18184664845466614,0.1038932055234909
90,-1.0950939655303955,0.04257090017199516,1.150059461593628,0.20150305330753326,0.18578152358531952,0.10442191362380981
91,-1.0854343175888062,0.024430785328149796,1.114658236503601,0.20946529507637024,0.19002383947372437,0.12306481599807739
92,-1.0513299703598022,0.010683522559702396,1.126238226890564,0.21065638959407806,0.18574465811252594,0.10483036190271378
93,-1.0251028537750244,0.03711022064089775,1.1160207986831665,0.19607549905776978,0.1821105033159256,0.09733781218528748
94,-1.01425302028656,0.03537289798259735,1.0878533124923706,0.192716583609581,0.19384783506393433,0.10196039080619812
95,-1.0032459497451782,0.04134706035256386,1.0934628248214722,0.1854790598154068,0.1973681002855301,0.10791448503732681
96,-1.0036638975143433,0.035336170345544815,1.0656816959381104,0.19295011460781097,0.1905583143234253,0.10218975692987442
97,-0.9928126335144043,0.0431833453476429,1.0328035354614258,0.18049117922782898,0.186221182346344,0.10035501420497894
98,-0.9914308786392212,0.051687538623809814,0.9932906627655029,0.1759272813796997,0.17485974729061127,0.10379854589700699
99,-0.994071900844574,0.05707476660609245,0.9391413331031799,0.17207518219947815,0.170257568359375,0.10556623339653015
100,-0.9985952377319336,0.08824948966503143,0.9044690132141113,0.17200887203216553,0.15438205003738403,0.09768813848495483
101,-0.9962613582611084,0.07072645425796509,0.8700512647628784,0.16636335849761963,0.1484636813402176,0.0925595760345459
102,-0.972386360168457,0.05982408672571182,0.8553012609481812,0.1617644727230072,0.15452376008033752,0.09426863491535187
103,-0.9781785011291504,0.05520595610141754,0.8486112356185913,0.16487495601177216,0.16402781009674072,0.10084535926580429
104,-0.9664491415023804,0.04345254600048065,0.8348439931869507,0.16611725091934204,0.16277414560317993,0.10060732066631317
105,-0.9586967825889587,0.04573482647538185,0.8038251996040344,0.16843433678150177,0.16206151247024536,0.10028871893882751
106,-0.9551447629928589,0.04292672127485275,0.7700473666191101,0.16014334559440613,0.16128045320510864,0.09360325336456299
107,-0.9628946185112,0.03969915956258774,0.7492747902870178,0.15529969334602356,0.15777385234832764,0.09202110022306442
108,-0.9552615284919739,0.03751347213983536,0.727130115032196,0.14906653761863708,0.1492948681116104,0.09004092961549759
109,-0.9645131826400757,0.03938393294811249,0.7131099104881287,0.14193671941757202,0.14808551967144012,0.09458684921264648
110,-0.9552727341651917,0.037761300802230835,0.7020512223243713,0.14774973690509796,0.14995910227298737,0.09624046087265015
111,-0.9693188667297363,0.04640059173107147,0.6710907220840454,0.14136379957199097,0.14372222125530243,0.09270481020212173
112,-0.9617992043495178,0.04265744984149933,0.662781834602356,0.14095647633075714,0.14304272830486298,0.09246838092803955
113,-0.9611986875534058,0.03628745675086975,0.6585701704025269,0.1410142481327057,0.14017100632190704,0.09188956022262573
114,-0.9472918510437012,0.03626374155282974,0.6531665325164795,0.1382361501455307,0.1439507156610489,0.09431715309619904
115,-0.9539058804512024,0.036701761186122894,0.6511791944503784,0.13687542080879211,0.14707890152931213,0.09138119965791702
116,-0.9468346238136292,0.0357997827231884,0.6455101370811462,0.13987265527248383,0.1479533314704895,0.09211736172437668
117,-0.9494117498397827,0.022790690883994102,0.6506012082099915,0.1398257613182068,0.1436176598072052,0.08503539860248566
118,-0.9457574486732483,0.025273475795984268,0.6388205289840698,0.1348327398300171,0.13133573532104492,0.0777166485786438
119,-0.9502765536308289,0.029228685423731804,0.6245961785316467,0.1298477202653885,0.13092754781246185,0.08131743222475052
120,-0.9492825865745544,0.031791672110557556,0.6225179433822632,0.12151570618152618,0.1342606395483017,0.07704515010118484
121,-0.9453945159912109,0.027966834604740143,0.6166573762893677,0.12471149861812592,0.13483963906764984,0.07863056659698486
122,-0.9386346936225891,0.043797049671411514,0.608559787273407,0.12799057364463806,0.1353607028722763,0.08083280175924301
123,-0.9375312328338623,0.0362696647644043,0.5980492830276489,0.11776991933584213,0.13547439873218536,0.08003390580415726
124,-0.9289525747299194,0.02907109260559082,0.6085389256477356,0.12162642925977707,0.13878080248832703,0.08057372272014618
125,-0.9222054481506348,0.032166529446840286,0.605747640132904,0.12204337865114212,0.13332213461399078,0.07596594095230103
126,-0.9222334027290344,0.03598446026444435,0.6073185801506042,0.12425509840250015,0.13082146644592285,0.07770880311727524
127,-0.9201359748840332,0.04111602157354355,0.6179333925247192,0.12042245268821716,0.1341542899608612,0.07348374277353287
128,-0.9235635995864868,0.025296173989772797,0.6156085133552551,0.11671768128871918,0.13897576928138733,0.08041384071111679
129,-0.9221941232681274,0.031730588525533676,0.6219509243965149,0.12462325394153595,0.13423126935958862,0.07874714583158493
130,-0.9276936054229736,0.03588906303048134,0.6352588534355164,0.12418381869792938,0.13103541731834412,0.07700135558843613
131,-0.9442343711853027,0.028403740376234055,0.6374784708023071,0.12493978440761566,0.13190430402755737,0.08099671453237534
132,-0.9603704810142517,0.04029151052236557,0.6462513208389282,0.1296086311340332,0.13214655220508575,0.07946957647800446
133,-0.9836443066596985,0.050282932817935944,0.6540753841400146,0.13725131750106812,0.12954077124595642,0.08361998945474625
134,-1.015156865119934,0.06578892469406128,0.6536703109741211,0.13489148020744324,0.13331973552703857,0.0905897319316864
135,-1.033697485923767,0.07428871095180511,0.663180410861969,0.13867834210395813,0.13397669792175293,0.09162347763776779
136,-1.0635161399841309,0.07518883049488068,0.662202000617981,0.1402505487203598,0.13633432984352112,0.09407953917980194
137,-1.07566499710083,0.06378664821386337,0.6702357530593872,0.1396530717611313,0.14010530710220337,0.09872587025165558
138,-1.0991264581680298,0.07180825620889664,0.6587514877319336,0.13792291283607483,0.14112508296966553,0.09570937603712082
139,-1.1032301187515259,0.06785034388303757,0.6486497521400452,0.1466078758239746,0.14447295665740967,0.10386181622743607
140,-1.1176987886428833,0.06566210836172104,0.6464902758598328,0.13848517835140228,0.14134633541107178,0.09477606415748596
141,-1.134312629699707,0.06310681998729706,0.6367291212081909,0.13147395849227905,0.14321288466453552,0.1011030524969101
142,-1.1374611854553223,0.06844012439250946,0.6247266530990601,0.12561379373073578,0.14579646289348602,0.10169953852891922
143,-1.13248872756958,0.06785540282726288,0.6425457000732422,0.1350286304950714,0.14869874715805054,0.09816330671310425
144,-1.1512905359268188,0.08136095106601715,0.637223482131958,0.14216379821300507,0.15031403303146362,0.10548962652683258
145,-1.1552925109863281,0.07061754167079926,0.6213107109069824,0.14418144524097443,0.1449165940284729,0.10429535061120987
146,-1.1700639724731445,0.07927963137626648,0.6207969188690186,0.1426226794719696,0.15694621205329895,0.11075987666845322
147,-1.1818751096725464,0.05970647931098938,0.6114886999130249,0.14348246157169342,0.15025834739208221,0.10665000975131989
148,-1.1922738552093506,0.06502102315425873,0.6093578934669495,0.14210724830627441,0.15626369416713715,0.11249492317438126
149,-1.1973786354064941,0.08352555334568024,0.6261738538742065,0.14938199520111084,0.17094948887825012,0.11760939657688141
150,-1.2326282262802124,0.07922312617301941,0.6396345496177673,0.1525292545557022,0.17743319272994995,0.12543441355228424
151,-1.2463781833648682,0.10189864784479141,0.6450823545455933,0.1516007035970688,0.1771373450756073,0.12961028516292572
152,-1.2484692335128784,0.11610974371433258,0.6637771129608154,0.15562236309051514,0.17722629010677338,0.12627264857292175
153,-1.2373321056365967,0.09385069459676743,0.6745885014533997,0.15265807509422302,0.18239302933216095,0.11486048996448517
154,-1.2257336378097534,0.08563096821308136,0.6901171803474426,0.15501746535301208,0.17861846089363098,0.12587971985340118
155,-1.2392950057983398,0.06688894331455231,0.6985030770301819,0.1612788885831833,0.16570641100406647,0.1273672729730606
156,-1.2271331548690796,0.08169018477201462,0.6974453926086426,0.15420594811439514,0.16303814947605133,0.11850263178348541
157,-1.2415142059326172,0.10431169718503952,0.6882071495056152,0.15434099733829498,0.15178485214710236,0.11579253524541855
158,-1.2142711877822876,0.10671906173229218,0.7249704599380493,0.15934406220912933,0.15449894964694977,0.12212157249450684
159,-1.2236689329147339,0.10027803480625153,0.7369522452354431,0.16622565686702728,0.16419140994548798,0.13886411488056183
160,-1.2503571510314941,0.09131047129631042,0.6997467279434204,0.16554227471351624,0.16342505812644958,0.1351458728313446
161,-1.2530885934829712,0.10145782679319382,0.7119980454444885,0.16388750076293945,0.15931043028831482,0.1260983645915985
162,-1.2756391763687134,0.1080346554517746,0.7018768191337585,0.16936902701854706,0.1720276176929474,0.1291337013244629
163,-1.2881360054016113,0.08982276171445847,0.7126640677452087,0.1707645207643509,0.16745208203792572,0.12726186215877533
164,-1.3072515726089478,0.10256771743297577,0.7091860771179199,0.16328991949558258,0.17086899280548096,0.13393086194992065
165,-1.2984179258346558,0.07842675596475601,0.7055696845054626,0.15943597257137299,0.16148078441619873,0.12733249366283417
166,-1.2605302333831787,0.07646191120147705,0.7003816962242126,0.16884179413318634,0.15595196187496185,0.12320863455533981
167,-1.2514938116073608,0.09319276362657547,0.6921300888061523,0.16590601205825806,0.15352989733219147,0.11952927708625793
168,-1.2802966833114624,0.099444180727005,0.6860060691833496,0.1568937599658966,0.15715391933918,0.12441522628068924
169,-1.2816575765609741,0.09033290296792984,0.6973447203636169,0.16332128643989563,0.15841372311115265,0.12560613453388214
170,-1.276636004447937,0.08265045285224915,0.712724506855011,0.1567540466785431,0.15405414998531342,0.12353505939245224
171,-1.282973289489746,0.06491084396839142,0.7236073613166809,0.1512468308210373,0.13753603398799896,0.11771515011787415
172,-1.2936557531356812,0.061878837645053864,0.7063257694244385,0.15920211374759674,0.14489956200122833,0.12132927030324936
173,-1.2997914552688599,0.05742959678173065,0.7302952408790588,0.1689678579568863,0.15402211248874664,0.12302576750516891
174,-1.279366135597229,0.05585586652159691,0.7367720007896423,0.17377793788909912,0.16561663150787354,0.11897551268339157
175,-1.2810888290405273,0.07667689770460129,0.7236219644546509,0.17238597571849823,0.1736707091331482,0.12765717506408691
176,-1.2661688327789307,0.06193925067782402,0.7177948355674744,0.17106442153453827,0.17400667071342468,0.12416640669107437
177,-1.26786208152771,0.06905777752399445,0.7021172642707825,0.157602459192276,0.17036113142967224,0.11848682910203934
178,-1.2831008434295654,0.056417953222990036,0.7078120708465576,0.16163116693496704,0.17642956972122192,0.12702785432338715
179,-1.2698208093643188,0.05726022645831108,0.7038414478302002,0.16883032023906708,0.17856036126613617,0.1220039427280426
180,-1.2500364780426025,0.0523921363055706,0.6926982998847961,0.16131892800331116,0.1746467500925064,0.11935608834028244
181,-1.2617309093475342,0.049978192895650864,0.67336505651474,0.1493758112192154,0.16406671702861786,0.11895637214183807
182,-1.253347396850586,0.06176074221730232,0.6545432209968567,0.15041981637477875,0.16265524923801422,0.12473783642053604
183,-1.213999629020691,0.06088365241885185,0.6330509185791016,0.14818887412548065,0.15200024843215942,0.11307802051305771
184,-1.2011189460754395,0.06822334229946136,0.6201134324073792,0.14466683566570282,0.1470762938261032,0.10956663638353348
185,-1.1872869729995728,0.0715605840086937,0.6199842095375061,0.14008910953998566,0.14932668209075928,0.10864270478487015
186,-1.1662898063659668,0.06750942021608353,0.6161499619483948,0.13557939231395721,0.1388835459947586,0.11185453087091446
187,-1.158584713935852,0.07898382842540741,0.6000776290893555,0.1261095106601715,0.14118815958499908,0.10236985236406326
188,-1.1405798196792603,0.059123095124959946,0.6077772974967957,0.12909573316574097,0.13671578466892242,0.09403185546398163
189,-1.1459585428237915,0.04918990284204483,0.5997405052185059,0.1260068565607071,0.13367438316345215,0.09761858731508255
190,-1.1292482614517212,0.04064401611685753,0.6010099053382874,0.13227859139442444,0.1420818418264389,0.09739478677511215
191,-1.1321356296539307,0.04585879668593407,0.5881001949310303,0.14025665819644928,0.13909821212291718,0.09962738305330276
192,-1.1259739398956299,0.042245086282491684,0.5949074625968933,0.14372268319129944,0.14755569398403168,0.1084233969449997
193,-1.113763689994812,0.05855666846036911,0.5949767231941223,0.14522720873355865,0.15120725333690643,0.10502316057682037
194,-1.1156548261642456,0.07027952373027802,0.5859591960906982,0.14360466599464417,0.14505212008953094,0.09559326618909836
195,-1.093650221824646,0.05998542159795761,0.5865815281867981,0.14425969123840332,0.1512306034564972,0.09706728905439377
196,-1.080450177192688,0.05029701068997383,0.5911833047866821,0.14304573833942413,0.14520065486431122,0.09565357118844986
197,-1.0735046863555908,0.04935368523001671,0.5887174606323242,0.14101436734199524,0.14195376634597778,0.09972591698169708
198,-1.0524760484695435,0.03953515738248825,0.5845454335212708,0.14423958957195282,0.14669544994831085,0.09793268889188766
199,-1.0252009630203247,0.039035212248563766,0.5789252519607544,0.14108124375343323,0.15431109070777893,0.09770601242780685
200,-0.9976503849029541,0.03842860460281372,0.5748518705368042,0.1373949646949768,0.15773454308509827,0.09241248667240143
201,-0.9852564930915833,0.031495459377765656,0.56801837682724,0.13359060883522034,0.14692768454551697,0.09005366265773773
202,-0.9594246745109558,0.032950662076473236,0.5618822574615479,0.12557868659496307,0.14173480868339539,0.08785858005285263
203,-0.9269222021102905,0.0297797080129385,0.5611854195594788,0.12621453404426575,0.1357356458902359,0.07939168065786362
204,-0.9105933904647827,0.039056967943906784,0.5577432513237,0.11666347831487656,0.13649335503578186,0.07595811039209366
205,-0.894743025302887,0.03379908576607704,0.563180685043335,0.11647362262010574,0.14090897142887115,0.07820447534322739
206,-0.8789829611778259,0.03770456463098526,0.5671815872192383,0.1184195876121521,0.125971257686615,0.07423469424247742
207,-0.8612771034240723,0.05121547356247902,0.5661478042602539,0.11427316069602966,0.12860427796840668,0.07528683543205261
208,-0.8531267046928406,0.048882558941841125,0.5800637006759644,0.12385418266057968,0.12945230305194855,0.08006264269351959
209,-0.8524678349494934,0.04538489505648613,0.5723925828933716,0.1285502165555954,0.1344054639339447,0.07815869897603989
210,-0.8528685569763184,0.056029949337244034,0.5762051939964294,0.12644077837467194,0.13111992180347443,0.07502958923578262
211,-0.8594589233398438,0.0532878041267395,0.576163649559021,0.1245194673538208,0.13180582225322723,0.07716412842273712
212,-0.8584494590759277,0.040448058396577835,0.5922427773475647,0.12887945771217346,0.1455257385969162,0.08094034343957901
213,-0.8663609623908997,0.029004238545894623,0.5970811247825623,0.12971307337284088,0.14218279719352722,0.08909938484430313
214,-0.8698635697364807,0.030176665633916855,0.6004812121391296,0.13298626244068146,0.1378452181816101,0.0845465213060379
215,-0.8802512288093567,0.029722044244408607,0.6169010400772095,0.13373211026191711,0.1479007750749588,0.08484329283237457
216,-0.8891390562057495,0.03132205829024315,0.6319107413291931,0.13508693873882294,0.1540508270263672,0.0864938348531723
217,-0.8957603573799133,0.04366135969758034,0.6438884139060974,0.14114491641521454,0.14307956397533417,0.08091464638710022
218,-0.9159510135650635,0.04339572414755821,0.6545250415802002,0.1440618336200714,0.14851918816566467,0.09168249368667603
219,-0.9349162578582764,0.04941433668136597,0.6590414047241211,0.141004741191864,0.1505853235721588,0.09302926063537598
220,-0.9385904669761658,0.0376087911427021,0.6729749441146851,0.1426922082901001,0.14692805707454681,0.09529470652341843
221,-0.954195499420166,0.03905922546982765,0.6704227924346924,0.14668698608875275,0.15224510431289673,0.09828820079565048
222,-0.9512052536010742,0.03546895459294319,0.6886934041976929,0.16097894310951233,0.1551322191953659,0.10616221278905869
223,-0.9484224915504456,0.036210428923368454,0.7188984155654907,0.15626248717308044,0.1587795466184616,0.10393109917640686
224,-0.9633729457855225,0.04940148815512657,0.7594950199127197,0.16630259156227112,0.1664220243692398,0.10532136261463165
225,-0.9491021633148193,0.04645102843642235,0.7997334599494934,0.16231489181518555,0.1681305468082428,0.10266556590795517
226,-0.9667894244194031,0.03647257387638092,0.828268826007843,0.16612578928470612,0.16802577674388885,0.10905670374631882
227,-0.988336443901062,0.05954902991652489,0.8457149863243103,0.16527059674263,0.16926537454128265,0.10907384008169174
228,-1.0062627792358398,0.0498291552066803,0.8650801777839661,0.16377340257167816,0.18195536732673645,0.11052937060594559
229,-0.9945270419120789,0.034833237528800964,0.8939774036407471,0.18197491765022278,0.18008267879486084,0.11735284328460693
230,-1.0244402885437012,0.034219373017549515,0.9007471799850464,0.1961815506219864,0.18185612559318542,0.11518829315900803
231,-1.0504652261734009,0.02295791544020176,0.9371551871299744,0.20443245768547058,0.1818939447402954,0.11531225591897964
232,-1.0110270977020264,0.045550454407930374,0.962488055229187,0.2019997090101242,0.18481893837451935,0.11850236356258392
233,-1.0190564393997192,0.06537681818008423,0.9928165674209595,0.19092442095279694,0.18518024682998657,0.1024513840675354
234,-0.998897910118103,0.07868041098117828,1.012312650680542,0.18294386565685272,0.18307536840438843,0.09011789411306381
235,-0.9979368448257446,0.04944843426346779,1.0208702087402344,0.17080824077129364,0.18669314682483673,0.08851250261068344
236,-0.9859593510627747,0.04371805489063263,1.055576205253601,0.17134937644004822,0.19912543892860413,0.0897439643740654
237,-0.9773356914520264,0.03962181881070137,1.0727020502090454,0.18065810203552246,0.2069888561964035,0.09559814631938934
238,-0.965959370136261,0.019675690680742264,1.1091965436935425,0.17395398020744324,0.21511556208133698,0.09567835927009583
239,-0.9571067094802856,0.02988271974027157,1.1168960332870483,0.17871743440628052,0.2105676829814911,0.08832203596830368
240,-0.9653900861740112,0.042941007763147354,1.1278316974639893,0.18125391006469727,0.20411387085914612,0.08933127671480179
241,-0.9833029508590698,0.017166057601571083,1.140993595123291,0.18188117444515228,0.18869225680828094,0.0853041335940361
242,-1.0113356113433838,-0.011332817375659943,1.1551769971847534,0.1856837123632431,0.18992052972316742,0.09297153353691101
243,-0.9786583185195923,-0.051784392446279526,1.154504418373108,0.17837320268154144,0.17941001057624817,0.08631985634565353
244,-0.9935649633407593,-0.07755711674690247,1.1698559522628784,0.1785866618156433,0.19162002205848694,0.09836041927337646
