z_inicial_a,masa_inicial_a,z_100myr_a,masa_100myr_a,z_inicial_b,masa_inicial_b,z_100myr_b,masa_100myr_b,z_inicial_c,masa_inicial_c,z_100myr_c,masa_100myr_c
1,1.15786223946668,0.999999998994229,1.09548090569586,1,1.15786223946668,1,1.14444781744377,1,1.15786223946668,1,1.0915369100481
1,1.2352204094837,0.999999998994226,1.16952783439575,1,1.2352204094837,1,1.22117646569596,1,1.2352204094837,1,1.16542346035939
1,1.31388831480058,0.999999998990356,1.24488356447457,1,1.31388831480058,1,1.29920675561668,1,1.31388831480058,1,1.24062953095952
1,1.39379245739497,0.99999999899007,1.32147744723164,1,1.39379245739497,1,1.37846377605997,1,1.39379245739497,1,1.31708544946765
1,1.47485968518057,0.999999998990066,1.39923938692384,1,1.47485968518057,1,1.45887300682914,1,1.47485968518057,1,1.39472210895937
1,1.55701681358155,0.999999998990066,1.47809951895375,1,1.55701681358155,1,1.54035994668452,1,1.55701681358155,1,1.47347064984151
1,1.64019028099835,0.999999998990066,1.5579879021223,1,1.64019028099835,1,1.6228497597198,1,1.64019028099835,1,1.55326215871581
1,1.72430581207409,0.999999998990066,1.63883422451408,1,1.72430581207409,1,1.70626693530851,1,1.72430581207409,1,1.6340273796473
1,1.80928807214281,0.999999998990066,1.72056750826673,1,1.80928807214281,1,1.79053493709924,1,1.80928807214281,1,1.71569643241124
1,1.89506032165635,0.999999998990066,1.80311580738291,1,1.89506032165635,1,1.87557585637061,1,1.89506032165635,1,1.79819853608668
1,1.98154406685603,0.999999998990066,1.88640592763274,1,1.98154406685603,1,1.96131007276581,1,1.98154406685603,1,1.88146172359467
1,2.06865870427712,0.999999998990066,1.97036314483343,1,2.06865870427712,1,2.04765590851005,1,2.06865870427712,1,1.96541256443052
1,2.15632115424498,0.999999998990066,2.05491091928491,1,2.15632115424498,1,2.1345292739653,1,2.15632115424498,1,2.04997587974701
1,2.24444548056007,0.999999998990066,2.13997060359332,1,2.24444548056007,1,2.22184330220855,1,2.24444548056007,1,2.13507444911432
1,2.33294249399216,0.999999998990066,2.22546114257926,1,2.33294249399216,1,2.30950797073279,1,2.33294249399216,1,2.2206287140167
1,2.42171933759834,0.999999998990066,2.31129876659809,1,2.42171933759834,1,2.39742970884205,1,2.42171933759834,1,2.30655639646866
1,2.51067905214718,0.999999998990066,2.3973966714475,1,2.51067905214718,1,2.4855109898782,1,2.51067905214718,1,2.39277232787446
1,2.59972012066913,0.999999998990066,2.48366469277702,1,2.59972012066913,1,2.57364990837396,1,2.59972012066913,1,2.47918810970222
1,2.68873599223687,0.999999998990066,2.57000897237342,1,2.68873599223687,1,2.66173974263271,1,2.68873599223687,1,2.56571176414822
1,2.77761458642563,0.99999999899005,2.65633160746216,1,2.77761458642563,1,2.749668504121,1,2.77761458642563,1,2.65224738320976
1,2.86623778237005,0.999999998801712,2.74253030268051,1,2.86623778237005,1,2.83731847847271,1,2.86623778237005,1,2.73869477154337
1,2.95448088986465,0.999999838457784,2.82849803665794,1,2.95448088986465,1,2.92456576529585,1,2.95448088986465,1,2.82494908440592
1,3.04221210797228,0.999999828290722,2.91412270043526,1,3.04221210797228,1,3.01127982527772,1,3.04221210797228,1,2.91090045913876
1,3.12929204408082,0.999999828217328,2.999286735158,1,3.12929204408082,1,3.09732304758488,1,3.12929204408082,1,2.9964336489318
1,3.21557329672769,0.999999828217093,3.08386680312346,1,3.21557329672769,0.999999999999998,3.18255035383888,1,3.21557329672769,1,3.08142767256592
1,3.30090005596881,0.999999828217093,3.16773351991282,1,3.30090005596881,0.999999999162774,3.26680883048949,1,3.30090005596881,1,3.16575549127455
1,3.3851077707682,0.999999828217093,3.25075113542008,1,3.3851077707682,0.999999999102918,3.34993749053879,1,3.3851077707682,1,3.2492836680379
1,3.46802294458237,0.999999828217093,3.33277739393518,1,3.46802294458237,0.999999999102491,3.43176719075709,1,3.46802294458237,1,3.33187236848358
1,3.54946311153051,0.999999828217093,3.41366328000091,1,3.54946311153051,0.999999999102489,3.51212073515536,1,3.54946311153051,1,3.41337505221217
1,3.62923705825237,0.999999828217093,3.4932533654942,1,3.62923705825237,0.999999999102489,3.59081322655209,1,3.62923705825237,0.999999999999997,3.49363846853045
1,3.7071453736983,0.999999828217052,3.57138581278495,1,3.7071453736983,0.999999999102489,3.66765273947556,1,3.7071453736983,0.999999999982085,3.57250292379074
1,3.78298142420549,0.999997654775427,3.64789288917707,1,3.78298142420549,0.999999999102486,3.7424413975995,1,3.78298142420549,0.999999999981084,3.64980202475366
1,3.85653286612108,0.999985453633206,3.72260179517605,1,3.85653286612108,0.999999978876277,3.81497694645897,1,3.85653286612108,0.999999999973588,3.72536423960337
1,3.92758381528122,0.999983447131935,3.79533602493532,1,3.92758381528122,0.999999892612354,3.88505498640545,1,3.92758381528122,0.999999999973357,3.7990138779848
1,3.99591775563701,0.999975967617367,3.86591754381294,1,3.99591775563701,0.999999631445913,3.95247176884491,1,3.99591775563701,0.999999938458722,3.87057226039951
1,4.06132198050207,0.999972350445756,3.93416889805225,1,4.06132198050207,0.999998817101697,4.01702799863164,1,4.06132198050207,0.99999993400547,3.93985958921765
1,4.12359233842888,0.999971263760298,3.99991472458949,1,4.12359233842888,0.999994643234563,4.07853497853071,1,4.12359233842888,0.99999993334413,4.00669714334341
1,4.18253843219599,0.999696041695025,4.06298445097531,1,4.18253843219599,0.999988960131878,4.13681753966289,1,4.18253843219599,0.999999933321656,4.07090946186423
1,4.23799039746018,0.999630681094001,4.12321847952703,1,4.23799039746018,0.997654179442033,4.19172201085423,1,4.23799039746018,0.999999933321371,4.13232749045994
1,4.28980580751117,0.999525757326438,4.18047218494342,1,4.28980580751117,0.997294614126068,4.24312168022963,1,4.28980580751117,0.999999933002855,4.19079241863039
1,4.33787667466131,0.99933263846088,4.23461816602195,1,4.33787667466131,0.994435753864558,4.2909466223323,1,4.33787667466131,0.999999904363774,4.24616035438877
1,4.3821360246021,0.996681913119705,4.28554906584086,1,4.3821360246021,0.994435753864558,4.335100933142,1,4.3821360246021,0.99984564669053,4.29830813205821
1,4.42256375143554,0.99205398167997,4.33318671207151,1,4.42256375143554,0.994435753864558,4.37561851196475,1,4.42256375143554,0.999834891628189,4.3471393012609
1,4.45918132042851,0.99205398167997,4.37749055130701,1,4.45918132042851,0.994435753864558,4.41249747908632,1,4.45918132042851,0.999814519975639,4.39258436754113
0.19,4.49200542112887,0.991639319635526,4.41844066674077,0.19,4.49200542112887,0.986118051333798,4.44588344262899,0.19,4.49200542112887,0.989680928393542,4.43460793032519
0.18,4.52152475795156,0.794463997185767,4.4559812871184,0.18,4.52152475795156,0.707599077159898,4.47580894432596,0.18,4.52152475795156,0.354433664069313,4.47298213665614
0.17,4.54921629305213,0.318658329883164,4.49035026882094,0.17,4.54921629305213,0.232440381631178,4.50295792886711,0.17,4.54921629305213,0.191088067444862,4.50857575419677
0.16,4.57632223867299,0.187336254586855,4.52260777934289,0.16,4.57632223867299,0.179976423040557,4.52833416753382,0.16,4.57632223867299,0.172618246947697,4.5425213561221
0.15,4.60307288490133,0.14632111057649,4.55366429748386,0.15,4.60307288490133,0.166684795611343,4.55250970444668,0.15,4.60307288490133,0.160456709398105,4.57506707062827
0.14,4.62931825708348,0.0646254973663637,4.58371732737109,0.14,4.62931825708348,0.155677683146059,4.57573814684826,0.14,4.62931825708348,0.14880395714109,4.60624818037539
0.13,4.65491936232156,0.0646254973663637,4.6127804822734,0.13,4.65491936232156,0.126155584269545,4.59807767796191,0.13,4.65491936232156,0.137393420948379,4.63606623272745
0.12,4.67975549613649,0.0646254973663637,4.64081453871141,0.12,4.67975549613649,0.126155584269545,4.61950942680848,0.12,4.67975549613649,0.126181505572536,4.66450652999206
0.11,4.70372162849614,0.0646254973663637,4.66775274469501,0.11,4.70372162849614,0.126155584269544,4.64003329753916,0.11,4.70372162849614,0.115128499262028,4.69155149608181
0.0999999999999999,4.72672864706883,0.0646254973663637,4.69353939808969,0.0999999999999999,4.72672864706883,0.126155584269544,4.65965892367272,0.0999999999999999,4.72672864706883,0.104201616032825,4.71718898938516
0.09,4.74870382379979,0.0646254973663637,4.7181289179951,0.09,4.74870382379979,0.0350445285400014,4.67839594264018,0.09,4.74870382379979,0.0933726684132972,4.74141520803189
0.08,4.76959099246614,0.0646254973663637,4.74148627339353,0.08,4.76959099246614,0.0350445285400014,4.69625721768593,0.08,4.76959099246614,0.0826169276159974,4.76423488599281
0.07,4.78935015381953,0.0646254973663636,4.76358688691335,0.07,4.78935015381953,0.0350445285400014,4.71325964983206,0.07,4.78935015381953,0.0719126358435743,4.78566034523191
0.06,4.80795712088124,0.0646254973663636,4.78441677740656,0.06,4.80795712088124,0.0350445285400014,4.72942406294134,0.06,4.80795712088124,0.0612413830303094,4.80570975487227
0.05,4.82540304773151,0.0646254973663637,4.80397243385009,0.05,4.82540304773151,0.0350445285400014,4.74477440532783,0.05,4.82540304773151,0.0505889536944353,4.82440576184426
0.04,4.8416924806348,0.0646254973663636,4.82226025313767,0.04,4.8416924806348,0.0350445285400014,4.75933786208733,0.04,4.8416924806348,0.0399450678878838,4.84177610495539
0.03,4.85684225387086,0.0646254973663636,4.83929554941943,0.03,4.85684225387086,0.0350445285400014,4.77314442986316,0.03,4.85684225387086,0.0293020889267049,4.85785399987842
0.02,4.87088025155236,0.0646254973663637,4.85510281571174,0.02,4.87088025155236,0.0350445285400014,4.78622559559257,0.02,4.87088025155236,0.0185474717517877,4.87267775746111
0.01,4.88384335942695,0.0646254973663637,4.86971464849076,0.01,4.88384335942695,0.0350445285400014,4.79861412239445,0.01,4.88384335942695,0.0074189156307719,4.88629150025428
0,4.89577598724131,0.0646254973663636,4.88317033668324,0,4.89577598724131,0.0350445285400014,4.81034385418116,0,4.89577598724131,0.000168505001515062,4.89874549691663
0,4.90672830752756,0.0646254973663636,4.8955151498367,0,4.90672830752756,0.0350445285400014,4.82144867252564,0,4.90672830752756,0.000168505001515062,4.91009393637102
0,4.91675421489314,0.0646254973663636,4.90679947758584,0,4.91675421489314,0.0350445285400014,4.831962464886,0,4.91675421489314,0.000168505001515062,4.9203941095313
0,4.92591010216491,0.0646254973663636,4.91707750508512,0,4.92591010216491,0.0350445285400014,4.84191895825122,0,4.92591010216491,0.000168505001515062,4.92970668763881
0,4.9342526085688,0.0646254973663636,4.92640659655713,0,4.9342526085688,0.0350445285400014,4.85135090491458,0,4.9342526085688,0.000168505001515062,4.93809487616639
0,4.9418333858732,0.0646254973663636,4.93484331646929,0,4.9418333858732,0.0350445285400014,4.86029057495091,0,4.9418333858732,0.000168505001515061,4.94562300390726
0,4.94869766683636,0.0646254973663636,4.94244729632265,0,4.94869766683636,0.0350445285400014,4.86876947497494,0,4.94869766683636,0.000168505001492159,4.95235550829298
0,4.95488968938494,0.0646254973663636,4.94928757294425,0,4.95488968938494,0.0350445285400014,4.87681803294827,0,4.95488968938494,0.000168500082090034,4.95835628486455
0,4.96045496907534,0.0646254973663636,4.95542389725831,0,4.96045496907534,0.0350445285400014,4.88446581159263,0,4.96045496907534,0.000167986029127206,4.96368794177763
0,4.96543922216938,0.0646254973663636,4.96090823793678,0,4.96543922216938,0.0350445285400014,4.89174098966552,0,4.96543922216938,0.000152758344147504,4.96841108152913
0,4.96988764872606,0.0646254973663636,4.96579250525146,0,4.96988764872606,0.0348143525608042,4.89867054247243,0,4.96988764872606,6.19611333229806e-05,4.97258360497766
0,4.97384446159864,0.064625497374858,4.97013422641217,0,4.97384446159864,0.0303448072922189,4.90527948193265,0,4.97384446159864,0,4.9762601172687
0,4.9773524356721,0.0644708503402407,4.97398261615751,0,4.9773524356721,0.0170527406175918,4.9115895449692,0,4.9773524356721,0,4.97949169985599
0,4.9804526011062,0.0611105890646906,4.97738519318958,0,4.9804526011062,0.00977488995931479,4.91761687349502,0,4.9804526011062,0,4.98232576365319
0,4.9831839253478,0.0420874994463485,4.98038414234073,0,4.9831839253478,0.00641000761110932,4.9233704818614,0,4.9831839253478,0,4.98480592464206
0,4.98558306734337,0.0141087315680351,4.98302228050863,0,4.98558306734337,0.00235543524430329,4.9288554418605,0,4.98558306734337,0,4.98697200623165
0,4.98768428430198,0.0023997725626815,4.98534161884927,0,4.98768428430198,0.00037512024258294,4.93407623366669,0,4.98768428430198,0,4.98886017266189
0,4.98951935878197,0.000305355462952967,4.98737722541147,0,4.98951935878197,4.20601678999553e-05,4.93903739431623,0,4.98951935878197,0,4.99050311291257
0,4.99111759221187,3.37623890661885e-05,4.98916077424727,0,4.99111759221187,3.36524322269236e-06,4.94374346354211,0,4.99111759221187,0,4.99193019102302
0,4.99250584093849,2.94090747987878e-06,4.9907206192202,0,4.99250584093849,0,4.94819902096923,0,4.99250584093849,0,4.99316770133176
0,4.99370861554831,0,4.99208240965444,0,4.99370861554831,0,4.95240885804809,0,4.99370861554831,0,4.99423911847706
0,4.99474810749928,0,4.9932692228257,0,4.99474810749928,0,4.95637817077072,0,4.99474810749928,0,4.99516532784094
0,4.99564431344902,0,4.99430175706809,0,4.99564431344902,0,4.96011252281156,0,4.99564431344902,0,4.99596485256178
0,4.99641517910403,0,4.99519864376165,0,4.99641517910403,0,4.9636177379738,0,4.99641517910403,0,4.99665407659436
0,4.99707673353183,0,4.99597652586362,0,4.99707673353183,0,4.96689992169414,0,4.99707673353183,0,4.99724744698455
0,4.9976432332868,0,4.99665016074935,0,4.9976432332868,0,4.96996557352373,0,4.9976432332868,0,4.99775766292078
0,4.99812731081506,0,4.99723266240598,0,4.99812731081506,0,4.97282162574895,0,4.99812731081506,0,4.99819587238355
0,4.99854011715172,0,4.99773565618509,0,4.99854011715172,0,4.9754753945054,0,4.99854011715172,0,4.99857183373
0,4.99889145967207,0,4.99816940960164,0,4.99889145967207,0,4.9779345197544,0,4.99889145967207,0,4.99889406571198
0,4.99918992956885,0,4.9985430008318,0,4.99918992956885,0,4.98020691887898,0,4.99918992956885,0,4.9991699973478
0,4.99944302663212,0,4.99886441162352,0,4.99944302663212,0,4.98230074116219,0,4.99944302663212,0,4.99940609615001
0,4.99965727803228,0,4.99914062577655,0,4.99965727803228,0,4.98422436798027,0,4.99965727803228,0,4.99960797134278
0,4.99983834605595,0,4.99937776044982,0,4.99983834605595,0,4.98598640993182,0,4.99983834605595,0,4.99978047778239
0,4.99999112865896,0,4.99958116373731,0,4.99999112865896,0,4.98759564263448,0,4.99999112865896,0,4.99992781344568
0,5.00011985056338,0,4.99975550039329,0,5.00011985056338,0,4.98906090442789,0,5.00011985056338,0,5.00005360052066
0,5.00022814512067,0,4.99990482881019,0,5.00022814512067,0,4.99039102213786,0,5.00022814512067,0,5.00016095713386
0,5.00031912820886,0,5.00003266599949,0,5.00031912820886,0,4.99159476989576,0,5.00031912820886,0,5.00025256226188
0,5.00039546724331,0,5.00014205415234,0,5.00039546724331,0,4.99268083114207,0,5.00039546724331,0,5.00033071337839
0,5.00045944008829,0,5.00023562341113,0,5.00045944008829,0,4.99365775178446,0,5.00045944008829,0,5.00039737840577
0,5.00051298608266,0,5.00031564255006,0,5.00051298608266,0,4.99453387320304,0,5.00051298608266,0,5.00045424150121
0,5.00055775422342,0,5.00038406227751,0,5.00055775422342,0,4.99531725716896,0,5.00055775422342,0,5.00050274256756
0,5.00059514622439,0,5.00044255726974,0,5.00059514622439,0,4.99601565040629,0,5.00059514622439,0,5.00054411122867
0,5.00062635067485,0,5.00049256405744,0,5.00062635067485,0,4.99663646297854,0,5.00062635067485,0,5.00057939693678
0,5.00065237251463,0,5.00053531357587,0,5.00065237251463,0,4.99718673578192,0,5.00065237251463,0,5.00060949518149
0,5.00067405797843,0,5.0005718595535,0,5.00067405797843,0,4.99767311335266,0,5.00067405797843,0,5.00063516983563
0,5.00069211807767,0,5.00060310342829,0,5.00069211807767,0,4.99810183308331,0,5.00069211807767,0,5.00065707232534
0,5.00070715012901,0,5.00062981600781,0,5.00070715012901,0,4.99847871893469,0,5.00070715012901,0,5.00067575811135
0,5.00071965567932,0,5.00065265614683,0,5.00071965567932,0,4.99880917457978,0,5.00071965567932,0,5.00069170078438
0,5.00073005468157,0,5.00067218687828,0,5.00073005468157,0,4.99909818382981,0,5.00073005468157,0,5.0007053040985
0,5.00073869833769,0,5.00068888928932,0,5.00073869833769,0,4.99935032017253,0,5.00073869833769,0,5.00071691226855
0,5.00074587990426,0,5.00070317440983,0,5.00074587990426,0,4.99956975974512,0,5.00074587990426,0,5.00072681875678
0,5.00075184450871,0,5.00071539339728,0,5.00075184450871,0,4.99976029646719,0,5.00075184450871,0,5.00073527376126
0,5.00075679655868,0,5.00072584625796,0,5.00075679655868,0,4.99992536242784,0,5.00075679655868,0,5.00074249060277
0,5.00076090612225,0,5.00073478929373,0,5.00076090612225,0,5.00006805038476,0,5.00076090612225,0,5.00074865116811
0,5.00076431581224,0,5.00074244147578,0,5.00076431581224,0,5.00019113572767,0,5.00076431581224,0,5.00075391054674
0,5.0007671445952,0,5.00074898990394,0,5.0007671445952,0,5.00029709668035,0,5.0007671445952,0,5.00075840098578
0,5.00076949212972,0,5.00075459446527,0,5.00076949212972,0,5.00038813693737,0,5.00076949212972,0,5.00076223526716
0,5.00077144192999,0,5.00075939180322,0,5.00077144192999,0,5.00046620941304,0,5.00077144192999,0,5.0007655095849
0,5.000773055576,0,5.00076349870397,0,5.000773055576,0,5.00053304094549,0,5.000773055576,0,5.0007683059907
0,5.00077439041676,0,5.00076701499069,0,5.00077439041676,0,5.0005901875403,0,5.00077439041676,0,5.00077069447644
0,5.00077550196831,0,5.00077002599806,0,5.00077550196831,0,5.00063918294512,0,5.00077550196831,0,5.00077273475129
0,5.00077641937955,0,5.00077260468592,0,5.00077641937955,0,5.00068146776534,0,5.00077641937955,0,5.00077447775758
0,5.0007771772863,0,5.00077481344261,0,5.0007771772863,0,5.00071819922721,0,5.0007771772863,0,5.00077596696256
0,5.00077781233896,0,5.00077670571184,0,5.00077781233896,0,5.00075025558252,0,5.00077781233896,0,5.00077723948613
0,5.00077832691115,0,5.00077832691115,0,5.00077832691115,0,5.00077832691115,0,5.00077832691115,0,5.00077832691115
