frecuencia_hz,sensibilidad_total_ft,ruido_cp_vibracion_ft,ruido_cp_johnson_ft,ruido_cp_aire_ft,ruido_ncp_deteccion_ft,ruido_ncp_vibracion_ft
304.01,209.89430612373673,11.626657331934092,32.0,20.0,143.8166265539362,12.585982846478737
304.02,162.30763360075628,11.62588997141931,32.0,20.0,142.07946661516704,12.433138899150954
304.03,185.94563427735932,11.625122686952894,32.0,20.0,140.3422512349907,12.280310182054818
304.04,163.30101780390976,11.624355478524786,32.0,20.0,138.6049804774616,12.127496698781412
304.05,179.90455476447934,11.62358834612493,32.0,20.0,136.8676544099117,11.974698453207463
304.06,199.94708132410804,11.622821289743264,32.0,20.0,135.13027310312307,11.821915449510287
304.07,262.38412813986076,11.622054309369746,32.0,20.0,133.3928366315744,11.669147692189298
304.08,261.5272134529372,11.621287404994316,32.0,20.0,131.65534507368088,11.51639518608686
304.09,256.0181950270796,11.620520576606916,32.0,20.0,129.9177985120537,11.363657936410885
304.1,261.07028339080307,11.619753824197504,32.0,20.0,128.18019703378505,11.210935948759632
304.11,284.5439259944023,11.618987147756036,32.0,20.0,126.44254073078974,11.058229229151468
304.12,239.89613871077682,11.618220547272463,32.0,20.0,124.70482970008167,10.905537784048894
304.13,235.79632421957476,11.617454022736739,32.0,20.0,122.96706404417377,10.752861620393373
304.14,236.46194223835283,11.616687574138819,32.0,20.0,121.22924387145953,10.600200745638537
304.15,242.64745847674166,11.615921201468666,32.0,20.0,119.491369296654,10.447555167788577
304.16,184.40096412753422,11.615154904716231,32.0,20.0,117.75344044123517,10.294924895436646
304.17,174.2639763455438,11.614388683871496,32.0,20.0,116.01545743400631,10.142309937813838
304.18,174.64227905074353,11.61362253892441,32.0,20.0,114.27742041157192,9.98971030483057
304.19,209.00838616561342,11.61285646986494,32.0,20.0,112.53932951900191,9.837126007134415
304.2,159.38827114113604,11.612090476683061,32.0,20.0,110.80118491048277,9.684557056166794
304.21,164.42863029239743,11.611324559368736,32.0,20.0,109.06298675003595,9.53200346422547
304.22,201.17637434393635,11.610558717911927,32.0,20.0,107.32473521230715,9.379465244533272
304.23,188.64523472351593,11.609792952302623,32.0,20.0,105.58643048349253,9.226942411318724
304.24,181.47085336207107,11.60902726253079,32.0,20.0,103.84807276222443,9.074434979893095
304.25,202.24306243552022,11.608261648586401,32.0,20.0,102.10966226069247,8.921942966748015
304.26,177.44603839092187,11.607496110459442,32.0,20.0,100.37119920580496,8.769466389656552
304.27,143.66932522657444,11.606730648139878,32.0,20.0,98.63268384047836,8.617005267785457
304.28,153.48961870295182,11.605965261617701,32.0,20.0,96.89411642507518,8.464559621820298
304.29,128.7814471811536,11.605199950882888,32.0,20.0,95.15549723900357,8.3121294741047
304.3,108.42784151008794,11.604434715925429,32.0,20.0,93.41682658251204,8.159714848796579
304.31,155.49501645435456,11.6036695567353,32.0,20.0,91.67810477861525,8.007315772035714
304.32,181.50639345011876,11.602904473302496,32.0,20.0,89.93933217534513,7.854932272139728
304.33,153.9812988907565,11.602139465617004,32.0,20.0,88.20050914819618,7.7025643798169074
304.34,169.86947541441904,11.601374533668812,32.0,20.0,86.46163610288951,7.550212128406782
304.35,183.07640491944989,11.600609677447911,32.0,20.0,84.72271347848178,7.397875554150736
304.36,131.3221529294822,11.5998448969443,32.0,20.0,82.98374175088097,7.245554696498025
304.37,143.30647973478975,11.599080192147971,32.0,20.0,81.24472143674119,7.093249598444754
304.38,139.92532495364858,11.59831556304892,32.0,20.0,79.50565309797065,6.940960306926287
304.39,155.56398480783764,11.597551009637156,32.0,20.0,77.76653734677241,6.788686873255961
304.4,161.10700386231974,11.596786531902662,32.0,20.0,76.02737485140105,6.636429353626169
304.41,184.56825577957457,11.596022129835452,32.0,20.0,74.28816634273235,6.4841878096801695
304.42,137.01558937316992,11.595257803425529,32.0,20.0,72.54891262179059,6.331962309167281
304.43,137.3329460672082,11.594493552662893,32.0,20.0,70.80961456833319,6.179752926690069
304.44,160.03986340796203,11.593729377537557,32.0,20.0,69.07027315079213,6.0275597445696585
304.45,148.05860368334473,11.592965278039529,32.0,20.0,67.3308894377289,5.875382853842762
304.46,136.93607284696495,11.592201254158814,32.0,20.0,65.59146461111328,5.723222355417477
304.47,148.14903886891497,11.591437305885423,32.0,20.0,63.851999981782534,5.5710783614188415
304.48,143.11159436686683,11.59067343320938,32.0,20.0,62.11249700751086,5.418950996761615
304.49,80.51099769243021,11.58990963612069,32.0,20.0,60.37295731415085,5.266840400990409
304.5,74.59665490353909,11.589145914609384,32.0,20.0,58.63338272059942,5.114746730452733
304.51,87.60159302767582,11.588382268665457,32.0,20.0,56.893775268312176,4.962670160867917
304.52,73.60763282122238,11.587618698278956,32.0,20.0,55.15413725643089,4.810610890384616
304.53,119.18256675409752,11.58685520343988,32.0,20.0,53.41447128372366,4.658569143231259
304.54,113.63187882863168,11.586091784138262,32.0,20.0,51.67478029907095,4.506545174110372
304.55,126.14865553466237,11.58532844036413,32.0,20.0,49.9350676624703,4.354539273508413
304.56,120.68041488552942,11.584565172107512,32.0,20.0,48.19533721920758,4.20255177415163
304.57,172.07315412032574,11.58380197935843,32.0,20.0,46.455593390778745,4.050583058919885
304.58,124.45955188050176,11.58303886210692,32.0,20.0,44.715841286982005,3.898633570603146
304.59,136.2930631597431,11.582275820343005,32.0,20.0,42.976086845257676,3.746703824029619
304.6,143.49912893265895,11.581512854056722,32.0,20.0,41.23633700527612,3.594794421261857
304.61,189.69093346588642,11.580749963238116,32.0,20.0,39.49659992969301,3.442906070811289
304.62,146.37385006980577,11.57998714787721,32.0,20.0,37.75688528584034,3.2910396121565486
304.63,176.08781292711632,11.57922440796405,32.0,20.0,36.01720460911379,3.139196047372685
304.64,231.56665652503852,11.578461743488678,32.0,20.0,34.27757177693378,2.987376582384664
304.65,226.98057868893977,11.57769915444113,32.0,20.0,32.538003634646216,2.835582681445676
304.66,197.94244159470563,11.576936640811445,32.0,20.0,30.79852083340536,2.6838161400663347
304.67,234.00791018439838,11.576174202589678,32.0,20.0,29.059148968812416,2.532079184121596
304.68,221.79217205371265,11.57541183976587,32.0,20.0,27.319920153981876,2.3803746067701588
304.69,181.6079430127771,11.574649552330072,32.0,20.0,25.580875233759517,2.2287059611795743
304.7,158.88324715425614,11.573887340272336,32.0,20.0,23.842066966627943,2.0770778374786327
304.71,135.78566436983334,11.573125203582707,32.0,20.0,22.103564706205223,1.9254962702339191
304.72,148.79360919361966,11.572363142251236,32.0,20.0,20.365461476195396,1.7739693542517139
304.73,163.56948511416425,11.57160115626799,32.0,20.0,18.627884997646703,1.6225082043874781
304.74,160.99793117239517,11.570839245623016,32.0,20.0,16.891015504552833,1.4711285062102717
304.75,178.17739484074636,11.570077410306377,32.0,20.0,15.155115771197702,1.3198531295724745
304.76,260.9420865389863,11.569315650308127,32.0,20.0,13.42058435118242,1.1687167625139818
304.77,206.51457606944652,11.568553965618333,32.0,20.0,11.688055985164699,1.017774650707308
304.78,212.23388421520235,11.567792356227056,32.0,20.0,9.95860614165224,0.8671204005832766
304.79,216.1738895043816,11.567030822124355,32.0,20.0,8.234211082665066,0.7169260231674969
304.8,166.83665391409733,11.566269363300309,32.0,20.0,6.518929164392196,0.5675447536193629
304.81,109.11466232019937,11.565507979744973,32.0,20.0,4.822556305869429,0.4198292197983609
304.82,79.81205258240227,11.564746671448425,32.0,20.0,3.175636147546233,0.27643790696539483
304.83,45.79495018670953,11.563985438400733,32.0,20.0,1.7262333254440512,0.15025808900951532
304.84,32.93649564915864,11.563224280591966,32.0,20.0,1.394021588169244,0.1213331213836232
304.85,70.1034427272352,11.562463198012205,32.0,20.0,2.641118371566271,0.22986309196280424
304.86,103.60087942082436,11.561702190651525,32.0,20.0,4.251718350756824,0.3700133330999669
304.87,134.11271597176093,11.5609412585,32.0,20.0,5.9370616890748655,0.5166494325778777
304.88,123.20351018555242,11.560180401547711,32.0,20.0,7.647933134928569,0.6654876304273741
304.89,128.79954770885973,11.559419619784745,32.0,20.0,9.370391958159077,0.8153145143166186
304.9,116.9865500663481,11.558658913201176,32.0,20.0,11.09907164880475,0.9656629812096439
304.91,119.10819850622349,11.55789828178709,32.0,20.0,12.83148146665819,1.116316237503022
304.92,114.92188835580961,11.557137725532577,32.0,20.0,14.5663110740371,1.2671602326648983
304.93,127.7561905986431,11.556377244427722,32.0,20.0,16.302806319135033,1.4181293269230644
304.94,127.08390506653612,11.555616838462614,32.0,20.0,18.04050278551706,1.5691830992294484
304.95,111.77147919366584,11.554856507627344,32.0,20.0,19.77909897730552,1.7202953092209807
304.96,86.77410562609404,11.554096251912004,32.0,20.0,21.51839069545792,1.8714481852944869
304.97,104.79568245320384,11.55333607130669,32.0,20.0,23.258234746470986,2.022629265793902
304.98,87.81853335800598,11.552575965801497,32.0,20.0,24.99852775734705,2.1738295550550273
304.99,79.8188692741228,11.55181593538652,32.0,20.0,26.73919324069588,2.32504239754635
305.0,101.61485029934563,11.551055980051858,32.0,20.0,28.480173391836658,2.4762627638854453
305.01,127.19299813642776,11.550296099787623,32.0,20.0,30.221423715193595,2.627486783118379
305.02,122.0416641612677,11.5495362945839,32.0,20.0,31.962909403817314,2.7787114275919254
305.03,155.95263406142675,11.548776564430806,32.0,20.0,33.70460283937278,2.9299342953516474
305.04,159.054046233139,11.548016909318429,32.0,20.0,35.446481828007364,3.0811534565912666
305.05,169.0515999318769,11.547257329236901,32.0,20.0,37.1885283312645,3.2323673431909903
305.06,144.01632960232783,11.546497824176315,32.0,20.0,38.93072753733131,3.38357466787861
305.07,142.1623916924109,11.545738394126786,32.0,20.0,40.67306717059476,3.5347743641330767
305.08,137.546843228219,11.544979039078424,32.0,20.0,42.41553697122054,3.685965540886892
305.09,161.02765529454612,11.544219759021342,32.0,20.0,44.15812829778939,3.8371474479394694
305.1,127.1761173006423,11.543460553945659,32.0,20.0,45.90083382034389,3.9883194492398415
305.11,139.76027283117676,11.542701423841484,32.0,20.0,47.643647280717275,4.139481002025624
305.12,143.05555038777402,11.541942368698951,32.0,20.0,49.38656330359932,4.290631640378136
305.13,136.9759564791471,11.541183388508166,32.0,20.0,51.129577246179295,4.44177096213529
305.14,108.81201823892037,11.540424483259255,32.0,20.0,52.87268507748706,4.59289861838941
305.15,106.3656845083011,11.539665652942345,32.0,20.0,54.61588328083536,4.744014304995791
305.16,125.2088830917066,11.538906897547552,32.0,20.0,56.35916877436326,4.8951177556567735
305.17,110.08121274060001,11.538148217065011,32.0,20.0,58.10253884582356,5.046208736245639
305.18,78.46331273695435,11.537389611484851,32.0,20.0,59.845991098818615,5.197287040126946
305.19,88.99000620950146,11.5366310807972,32.0,20.0,61.589523408127846,5.348352484268242
305.2,83.11263783145552,11.535872624992187,32.0,20.0,63.33313388239436,5.499404905992292
305.21,53.87077199730713,11.535114244059947,32.0,20.0,65.07682083282269,5.650444160252527
305.22,79.32271205593267,11.534355937990615,32.0,20.0,66.82058274678641,5.801470117335838
305.23,109.36284806020308,11.533597706774323,32.0,20.0,68.56441826541202,5.952482660911491
305.24,114.27188396206259,11.53283955040122,32.0,20.0,70.3083261645616,6.103481686375832
305.25,157.18716458621455,11.53208146886144,32.0,20.0,72.05230533852182,6.254467099432587
305.26,153.60979093845575,11.531323462145123,32.0,20.0,73.79635478602984,6.405438814876548
305.27,127.23835657118391,11.530565530242413,32.0,20.0,75.54047359820953,6.556396755543555
305.28,125.4946423008659,11.529807673143452,32.0,20.0,77.28466094818725,6.707340851406622
305.29,112.69539739915089,11.529049890838381,32.0,20.0,79.02891608201936,6.858271038786293
305.3,122.49590851030828,11.52829218331737,32.0,20.0,80.77323831081905,7.00918725966536
305.31,123.75936850520007,11.527534550570548,32.0,20.0,82.51762700392582,7.160089461094309
305.32,136.13671961847595,11.526776992588072,32.0,20.0,84.26208158285735,7.310977594664908
305.33,164.26028336133592,11.526019509360092,32.0,20.0,86.0066015160178,7.461851616049617
305.34,183.41911351592134,11.52526210087677,32.0,20.0,87.75118631405317,7.612711484597315
305.35,124.61333532374042,11.524504767128256,32.0,20.0,89.49583552574647,7.763557162976002
305.36,118.78167495428889,11.523747508104707,32.0,20.0,91.24054873433033,7.914388616851882
305.37,114.44199858614908,11.522990323796284,32.0,20.0,92.98532555432152,8.065205814613796
305.38,79.09596768123541,11.52223321419315,32.0,20.0,94.73016562859155,8.216008727118284
305.39,99.96179693561292,11.52147617928547,32.0,20.0,96.4750686258406,8.366797327469687
305.4,99.83169461547949,11.520719219063398,32.0,20.0,98.22003423828203,8.517571590818621
305.41,118.46877295391256,11.519962333517102,32.0,20.0,99.96506217960385,8.668331494184542
305.42,119.25199460249712,11.519205522636758,32.0,20.0,101.71015218310384,8.819077016293443
305.43,134.13389832795008,11.518448786412531,32.0,20.0,103.45530400008543,8.969808137438182
305.44,118.65180706975958,11.517692124834587,32.0,20.0,105.20051739831827,9.120524839344545
305.45,160.25589247732597,11.516935537893104,32.0,20.0,106.94579216073596,9.271227105057864
305.46,164.86564282834786,11.51617902557825,32.0,20.0,108.69112808417584,9.42191491883334
305.47,163.14333640059496,11.515422587880202,32.0,20.0,110.43652497833351,9.572588266045031
305.48,146.0517273312601,11.514666224789138,32.0,20.0,112.18198266470354,9.72324713309368
305.49,167.74552185699264,11.513909936295242,32.0,20.0,113.92750097572396,9.87389150733223
305.5,182.8628055250743,11.51315372238869,32.0,20.0,115.67307975394445,10.024521376993407
305.51,168.72854682187383,11.512397583059666,32.0,20.0,117.41871885125529,10.175136731122647
305.52,164.91566431443292,11.511641518298342,32.0,20.0,119.16441812822397,10.325737559520322
305.53,185.37989659683632,11.510885528094922,32.0,20.0,120.91017745345341,10.476323852685903
305.54,149.97247971639243,11.510129612439576,32.0,20.0,122.65599670303102,10.626895601769984
305.55,124.15484444268452,11.509373771322503,32.0,20.0,124.40187575997166,10.777452798525818
305.56,159.46717029804717,11.508618004733888,32.0,20.0,126.14781451377497,10.927995435270777
305.57,188.98248826581474,11.507862312663928,32.0,20.0,127.89381285996346,11.078523504846139
305.58,206.31110734687087,11.50710669510281,32.0,20.0,129.6398706996855,11.229037000582547
305.59,229.9889464844446,11.506351152040727,32.0,20.0,131.38598793932994,11.379535916266459
305.6,222.46810131051487,11.505595683467881,32.0,20.0,133.1321644902069,11.530020246112352
305.61,184.05297716693943,11.504840289374469,32.0,20.0,134.8784002681811,11.680489984730855
305.62,173.99591880237682,11.504084969750693,32.0,20.0,136.62469519344145,11.830945127108622
305.63,167.10366899038863,11.50332972458675,32.0,20.0,138.37104919019268,11.98138566858154
305.64,163.94034083956927,11.502574553872845,32.0,20.0,140.11746218641753,12.13181160481402
305.65,158.21679537951564,11.501819457599186,32.0,20.0,141.8639341136323,12.282222931777724
305.66,177.33437246922762,11.501064435755966,32.0,20.0,143.6104649066967,12.432619645734986
305.67,166.52524044067025,11.50030948833341,32.0,20.0,145.3570545035644,12.583001743217162
305.68,160.44930135130517,11.49955461532171,32.0,20.0,147.10370284515986,12.733369221013835
305.69,164.55270244894936,11.498799816711099,32.0,20.0,148.85040987516876,12.883722076154625
305.7,160.40890067761634,11.49804509249177,32.0,20.0,150.5971755398899,13.034060305896272
305.71,220.52526068345966,11.497290442653943,32.0,20.0,152.34399978807346,13.18438390770858
305.72,222.38024226448627,11.496535867187836,32.0,20.0,154.0908825708068,13.334692879264452
305.73,220.15178898226608,11.495781366083664,32.0,20.0,155.83782384133448,13.48498721842426
305.74,195.24061903114,11.49502693933165,32.0,20.0,157.58482355499967,13.635266923230708
305.75,215.74764071523205,11.49427258692201,32.0,20.0,159.33188166909733,13.785531991896068
305.76,147.9819972984899,11.493518308844967,32.0,20.0,161.07899814276425,13.935782422792613
305.77,183.3786919537365,11.492764105090753,32.0,20.0,162.82617293689256,14.086018214445083
305.78,187.86862407126247,11.49200997564958,32.0,20.0,164.57340601403658,14.236239365522588
305.79,208.9626808932492,11.491255920511678,32.0,20.0,166.3206973383221,14.386445874830681
305.8,211.9270198978603,11.490501939667286,32.0,20.0,168.06804687534785,14.53663774130284
305.81,256.48578028348925,11.489748033106624,32.0,20.0,169.81545459213828,14.686814963996312
305.82,251.73699903587502,11.488994200819933,32.0,20.0,171.5629204570675,14.836977542085473
305.83,231.64969952810281,11.488240442797437,32.0,20.0,173.31044443977518,14.987125474854572
305.84,228.43237109593224,11.487486759029377,32.0,20.0,175.0580265111029,15.137258761692149
305.85,229.86749617878334,11.48673314950598,32.0,20.0,176.8056666430721,15.287377402089097
305.86,232.2593107918089,11.4859796142175,32.0,20.0,178.55336480874863,15.437481395626962
305.87,245.25181544802425,11.485226153154166,32.0,20.0,180.30112098228568,15.587570741981557
305.88,231.35942563714,11.484472766306226,32.0,20.0,182.048935138807,15.737645440912889
305.89,282.34735290623127,11.483719453663918,32.0,20.0,183.7968072543852,15.887705492263226
305.9,257.10934903523423,11.482966215217484,32.0,20.0,185.54473730599696,16.037750895953216
305.91,224.8973571722037,11.482213050957174,32.0,20.0,187.29272527148132,16.18778165197824
305.92,184.3505871917164,11.481459960873245,32.0,20.0,189.04077112946263,16.337797760401763
305.93,207.8551991675026,11.480706944955934,32.0,20.0,190.7888748593879,16.487799221358483
305.94,177.7870101305644,11.479954003195497,32.0,20.0,192.53703644142905,16.637786035045917
305.95,189.83791957343308,11.479201135582185,32.0,20.0,194.28525585647856,16.787758201723957
305.96,182.81951200368118,11.478448342106255,32.0,20.0,196.0335330861011,16.937715721710717
305.97,193.36363510464213,11.477695622757954,32.0,20.0,197.78186811252436,17.087658595381686
305.98,197.6625361710024,11.476942977527559,32.0,20.0,199.53026091857726,17.23758682316438
305.99,190.59869515009612,11.476190406405312,32.0,20.0,201.27871148770038,17.38750040553925
306.0,173.46793186650098,11.47543790938148,32.0,20.0,203.02721980389978,17.53739934303562
